Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68)
9.295706759736476e-12,0.5751424049448745,1.3003670468206157e-18,2.20921239116668e-21,2.5614590663884474e-24,1.4457085304178363e-23,0.0,0.0,5.235450246259719e-13,2.666734930941033e-21,6.24688030246751e-28,2.2588709128713892e-41,7.804066658958769e-31,1.263228694732509e-72,2.9093557531691706e-51,2.0382956588471615e-52,1.037858303194219e-52,1.551344035745479e-20,3.095107377589476e-71,2.1761281533307454e-43,1.00435133053052e-65,1.0113711427066538e-77,5.241180592656554e-55,1.1787089604931352e-52,4.90573952062684e-36,5.100386890904433e-71,9.634985254191338e-71,4.3354216878700735e-80,2.473276183203406e-108,1.8319983016015877e-90,1.6087605203418914e-34,1.0015430075870915e-88,5.746981354143616e-71,3.3809277393373395e-87,3.76,0.0,0.7112175226747263,0.9999968046698529,2.324505578406475e-29,5.72001725263373e-70,1.2182447978221021e-09,7.82973837114954e-10,2.9250544239939315e-10,1.4276551480918775e-10,3.1953296236697216e-06,9.183925456443739e-21,3.891949159949934e-33,3.4412724342538545e-18,3.0097915690611843e-25,4.681138796991031e-20,3.0734995178834544e-51,7.7423637231463e-50,6.007970795554013e-24,9.045762168961654e-52,1.7382895190448475e-26,3.5787417736177797e-59,5.118900450000348e-50,5.111690761474462e-53,1.1891820066947855e-51,3.4864257246414967e-50,3.0006008644935703e-60,3.4796758323419777e-59,3.9367320897561994e-56,1.4306818383287398e-24,1.551344035841806e-20,4.583396582392708e-31,4.022207536074451e-13,1.21325576750519e-13
1e-11,0.5751424049728349,1.3990520620321193e-18,2.3772898551690645e-21,2.964539939329537e-24,1.6732062883869136e-23,0.0,0.0,5.63211571428565e-13,3.086135441561403e-21,7.778657196802257e-28,3.0214975070057755e-41,9.71960694124771e-31,1.9485261216504024e-72,3.8930366181813854e-51,2.7271754502513556e-52,1.3888146398036352e-52,1.7962825634580606e-20,5.155634030910813e-71,2.910417234452747e-43,1.5488499616145264e-65,1.6697416691036702e-77,7.017232639800792e-55,1.694271346331597e-52,6.109857785702895e-36,7.969124716425053e-71,1.492991667237349e-70,7.227801661300488e-80,4.694750334524118e-108,3.054607515274655e-90,2.0036306700815166e-34,1.8157119997580717e-88,9.643342809191223e-71,6.129889979768218e-87,3.76,0.0,0.7112175225823857,0.9999965658779415,2.894074173420473e-29,8.824080258693538e-70,1.3105456413711664e-09,8.423118886447659e-10,3.1466738409823106e-10,1.5356636458318584e-10,3.4341214954191128e-06,1.062842319154944e-20,4.845336132347955e-33,3.9786609756584835e-18,3.4818011736889873e-25,5.418805247867803e-20,4.4176573434209824e-51,1.1125001797997437e-49,6.95684289669791e-24,1.3009523388323356e-51,2.012509942697768e-26,5.507208868012394e-59,7.355323984073915e-50,7.347643611151638e-53,1.7099593739341584e-51,5.009822701356775e-50,4.6163296540062987e-60,5.353770753203011e-59,6.060029559547864e-56,1.6804917605010334e-24,1.7962825635780312e-20,5.707917046215714e-31,4.326951307701529e-13,1.3051784591917372e-13
1.1325254354115518e-11,0.5751424049728349,1.5848075816833724e-18,2.6938252423866583e-21,3.802931952601313e-24,2.1463897588817183e-23,0.0,0.0,6.378512849528921e-13,3.958319459761316e-21,1.130343349984718e-27,4.944893637946897e-41,1.4129013222322017e-30,3.954966741982305e-72,6.375282174000887e-51,4.465247944640808e-52,2.2744714190984818e-52,2.306241798067094e-20,1.1571013008451171e-70,4.7619477347223506e-43,3.1426561169351656e-65,3.709735752968498e-77,1.1502702169122893e-54,3.1057337597696678e-52,8.881620100584195e-36,1.6481200457743722e-70,3.0518605025399055e-70,1.6238931883612992e-79,1.2165942128652783e-107,6.863963624945586e-90,2.9125817933499324e-34,4.49303519981783e-88,2.1857779559311474e-70,1.5170103255973254e-86,3.76,0.0,0.7112175224086305,0.9999961177966503,4.204376547029447e-29,1.791291182265593e-69,1.484226272940884e-09,9.539730900613732e-10,3.5636911540049213e-10,1.7388406230004098e-10,3.882202711923128e-06,1.3632477024009667e-20,7.038418362339957e-33,5.093870030714832e-18,4.462563161402351e-25,6.953747336579714e-20,8.097420842148737e-51,2.038191929422512e-49,8.932558863906048e-24,2.3868400371845898e-51,2.5832860904502685e-26,1.1149241516841002e-58,1.347549048504629e-49,1.3469198127300606e-52,3.1363400207878486e-51,9.178924156250492e-50,9.342191894802749e-60,1.083573317398399e-58,1.227400592397908e-55,2.2150924845237804e-24,2.306241798241491e-20,8.29606211054492e-31,4.900381306081476e-13,1.4781474711569584e-13
1.335480194849456e-11,0.5751424050007952,1.8694377732646593e-18,3.1792587755417597e-21,5.28929209070596e-24,2.9852745991910095e-23,0.0,0.0,7.521574664898395e-13,5.5041430133208854e-21,1.8545034916297978e-27,9.515144642248418e-41,2.3193739922220873e-30,1.033276234324463e-71,1.2279796761068052e-50,8.598319841718023e-52,4.381391892118316e-52,3.2117795091935795e-20,3.5265025331877237e-70,9.159594333740065e-43,8.204460682499088e-65,1.102896435446505e-76,2.219001223099497e-54,6.98836568434984e-52,1.4579680321902195e-35,4.420013240685459e-70,8.026621161406575e-70,4.9592103382350997e-79,4.842892156881995e-107,2.0968453641131696e-89,4.781156562918775e-34,1.6032845275336174e-87,6.707508991346617e-70,5.414322404605211e-86,3.76,0.0,0.7112175221425346,0.999995434736151,6.895156170828616e-29,4.680556909445766e-69,1.750207747961027e-09,1.1249906814167767e-09,4.2023295243826263e-10,2.0498410692396098e-10,4.565263096870203e-06,1.8956976423507424e-20,1.1541298838326065e-32,7.063594808137521e-18,6.198404517082192e-25,9.676819241226089e-20,1.8217988233380288e-50,4.582106351488913e-49,1.24413603232495e-23,5.378036422101122e-51,3.5963778534694565e-26,2.88564094278669e-58,3.0294315781255784e-49,3.0307993273560173e-52,7.063595326299339e-51,2.0637199812487974e-49,2.4164737156845562e-59,2.803286213953e-58,3.1791131387717314e-55,3.206399639981e-24,3.2117795094798653e-20,1.3615198014871492e-30,5.778554475111612e-13,1.7430389948973238e-13
1.53843495428736e-11,0.5751424050287555,2.154257620240822e-18,3.665515898423566e-21,7.0207083561124e-24,3.9624551712188354e-23,0.0,0.0,8.664635696714667e-13,7.304205409903854e-21,2.8366172104327547e-27,1.670000400245572e-40,3.5496413217167694e-30,2.368549017309595e-71,2.1573698387539792e-50,1.510161101232625e-51,7.698134662508059e-52,4.268618054227039e-20,9.24416655314574e-70,1.606978843943967e-42,1.8791131245787072e-64,2.830087683084671e-76,3.904423749196683e-54,1.4048570974182423e-51,2.2313029827447814e-35,1.0372160320291112e-69,1.8479070003850793e-69,1.302655981267069e-78,1.6307658216933257e-106,5.5096612102149044e-89,7.317159733370095e-34,4.81938813598586e-87,1.7650246741626298e-69,1.627828388219899e-85,3.76,0.0,0.7112175218764388,0.9999947554671892,1.0542489489690606e-28,1.0729731701059836e-68,2.0161892228825318e-09,1.296026600277187e-09,4.84096953417562e-10,2.360656596827038e-10,5.244531944306763e-06,2.5157516165701947e-20,1.764374714305925e-32,9.347799314084973e-18,8.216362073697735e-25,1.2851363405937238e-19,3.661800956077976e-50,9.202963655604556e-49,1.653713542759265e-23,1.082579395823496e-50,4.778120087772485e-26,6.553441898376118e-58,6.084434048331201e-49,6.0927392864201185e-52,1.4212344366728047e-50,4.145262357056784e-49,5.484655000926015e-59,6.363695954660602e-58,7.225227664283114e-55,4.421289181555117e-24,4.2686180546651814e-20,2.083193358793697e-30,6.656727046504135e-13,2.0079303397335447e-13
1.7413897137252643e-11,0.5751424050567158,2.43926712128894e-18,4.152599496302237e-21,8.997349654274467e-24,5.078023594460471e-23,0.0,0.0,9.807695949299857e-13,9.358506468768845e-21,4.116222411750163e-27,2.73527630115762e-40,5.153739145300474e-30,4.917310485674783e-71,3.537048833742149e-50,2.475233111207562e-51,1.2622406736102526e-51,5.47741274088701e-20,2.160498120771043e-69,2.6310377307393458e-42,3.8976941135353775e-64,6.505854350854284e-76,6.411217501195539e-54,2.5945350838575153e-51,3.239614677520655e-35,2.2010562900342878e-69,3.848442445544917e-69,3.0507852883005135e-78,4.790617877968975e-106,1.2907720471579897e-88,1.062371404813794e-33,1.2711456504313623e-86,4.1369311945083987e-69,4.29431684834461e-85,3.76,0.0,0.711217521610343,0.9999940799687181,1.529212358811398e-28,2.2276017307242865e-68,2.2821706977053977e-09,1.4670808357451555e-09,5.479611182432861e-10,2.67128731571437e-10,5.92003030115151e-06,3.223418870595456e-20,2.558894578026542e-32,1.1943856922617128e-17,1.051548334859626e-24,1.647838072007163e-19,6.761755350253233e-50,1.698084522183901e-48,2.1222622058962265e-23,2.0020150792030721e-50,6.129056913507228e-26,1.3496769611844903e-57,1.1226600484192207e-48,1.1252223725052251e-51,2.6271021403396028e-50,7.649314453528353e-49,1.1288855685028147e-58,1.3100404355188158e-57,1.4891224973717033e-54,5.876182107477986e-24,5.477412741523152e-20,3.023836022650666e-30,7.534899023579556e-13,2.2728215066672216e-13
2.1472992326010723e-11,0.5751424051126366,3.0098550803127733e-18,5.129257554587297e-21,1.3686983106542558e-23,7.724692469651396e-23,0.0,0.0,1.2093814133952827e-12,1.4229823854877084e-20,7.726467950968346e-27,6.304845827185752e-40,9.68457511624517e-30,1.7053714759641967e-70,8.169124392325734e-50,5.713525336521853e-51,2.915799435591182e-51,8.353466131719287e-20,9.213352051352151e-69,6.059890179792233e-42,1.3490798776305094e-63,2.709229526421323e-75,1.4852876855501825e-53,7.341365362102713e-51,6.087587263372125e-35,7.959008789946519e-69,1.340235422446365e-68,1.3066437346695006e-77,3.1396216858281788e-105,5.532203528406186e-88,1.996302111608195e-33,6.725976397955602e-86,1.7719062212774958e-68,2.273146309797731e-84,3.76,0.0,0.7112175210781515,0.9999927401996083,2.868175515152541e-28,7.724847792649104e-68,2.8141336470552147e-09,1.809244212944442e-09,6.756899390537691e-10,3.2919947668880347e-10,7.2597991824430865e-06,4.9016301743583755e-20,4.798044152552794e-32,1.8061120670376477e-17,1.5953412318849257e-24,2.509380154722132e-19,1.9127177078509716e-49,4.795942036537029e-48,3.2373578574549956e-23,5.680158442877424e-50,9.340639689765851e-26,4.618668383589394e-57,3.1707043225152275e-48,3.183851668314323e-51,7.446853548028695e-50,2.1608083127972205e-48,3.8583499165818786e-58,4.479093737566244e-57,5.10357847267035e-54,9.570450997917314e-24,8.353466132914696e-20,5.679298752491834e-30,9.291241207974664e-13,2.802603310807257e-13
2.5532087514768807e-11,0.5751424051685574,3.581201639767104e-18,6.1092555978742904e-21,1.9359544261955244e-23,1.0926018168798753e-22,0.0,0.0,1.4379929252961307e-12,2.0118093744605748e-20,1.3003260453815964e-26,1.2584243735251261e-39,1.6316388382100475e-29,4.765789559346278e-70,1.633733378334907e-49,1.1420000184296848e-50,5.832363386758666e-51,1.1845074514393696e-19,3.03099498265716e-68,1.208603133636728e-41,3.762809538462481e-63,8.787461707154736e-75,2.979510181341598e-53,1.7371718334358144e-50,1.0256102514480547e-34,2.3109125602775482e-68,3.7590562465472e-68,4.315456558427829e-77,1.406975050905847e-104,1.8282679638626147e-87,3.363267956277881e-33,2.6102271160014054e-85,5.857128497926456e-68,8.824734125977025e-84,3.76,0.0,0.71121752054596,0.9999914152627489,4.8232017030140715e-28,2.158417781464033e-67,3.346096596010479e-09,2.1514807259631765e-09,8.034194141096306e-10,3.911964301081213e-10,8.584735813190315e-06,6.93040540921975e-20,8.066174110382047e-32,2.5394774837377256e-17,2.2504593555433726e-24,3.5530934318868455e-19,4.524819747574199e-49,1.1328107688803234e-47,4.5915701125230993e-23,1.3476832669662572e-49,1.3235264639593063e-25,1.2789512752354697e-56,7.48914336494186e-48,7.533960585972979e-51,1.765269232037417e-49,5.104788431031228e-48,1.0671533641759722e-57,1.2392598343149994e-56,1.4152780003900481e-53,1.4415495729755157e-23,1.1845074516407713e-19,9.563393823195649e-30,1.1047581054497738e-12,3.3323844152206486e-13
2.959118270352689e-11,0.5751424052244781,4.1533067890948474e-18,7.092615911097657e-21,2.601638540946366e-23,1.4682737625534269e-22,0.0,0.0,1.6666041340033785e-12,2.70233147267176e-20,2.02660500005405e-26,2.2702261819829224e-39,2.5457195555069964e-29,1.1458958030938271e-69,2.953036408148789e-49,2.0630653610131573e-50,1.0544207350522335e-50,1.595728296781995e-19,8.36239832547816e-68,2.1786768056672601e-41,9.030008851016722e-63,2.399581722479965e-74,5.402024638504853e-53,3.625480600450171e-50,1.6001567966759146e-34,5.75984221216746e-68,9.066352819812322e-68,1.1951671810137968e-76,5.017269165894613e-104,5.066470028139276e-87,5.2473459786173397e-33,8.292451138751186e-85,1.6232454607678e-67,2.8045061172429554e-83,3.76,0.0,0.7112175200137685,0.9999901049939937,7.511255636043701e-28,5.1886619253647385e-67,3.878059544571191e-09,2.4937902878580747e-09,9.311495426514323e-10,4.531196795522988e-10,9.895004339858667e-06,9.309818338976944e-20,1.2557921642144033e-31,3.392454287713757e-17,3.016144839932426e-24,4.779750275381424e-19,9.44098902915931e-49,2.3599899051062365e-47,6.187010082092973e-23,2.820126775852447e-49,1.7816892062462114e-25,3.054531320695648e-56,1.5601915176187207e-47,1.5723813965832872e-50,3.690682830171545e-49,1.0636733509600787e-47,2.5457496772901776e-57,2.957298710319376e-56,3.384935846568876e-53,2.0533399527264906e-23,1.5957282970962288e-19,1.4913081503982821e-29,1.2803918589045739e-12,3.8621648277189584e-13
3.770937308104306e-11,0.5751424053363196,5.299792815196619e-18,9.069510855959823e-21,4.228831895563696e-23,2.38653054938183e-22,0.0,0.0,2.1238256551410472e-12,4.3884604394848345e-20,4.2033835105467925e-26,5.993116344425644e-39,5.291356734148957e-29,4.999609805097627e-69,7.826543048074833e-49,5.461696335863732e-50,2.795667747559468e-50,2.6063276744010375e-19,4.730777591670762e-67,5.742410162886258e-41,3.921466406801333e-62,1.3632516563221059e-73,1.440709815019215e-52,1.2257767597052163e-49,3.325878003376699e-34,2.7144915716511803e-67,3.974397795366019e-67,6.825403562201916e-76,5.240345268620931e-103,2.8978278267756376e-86,1.0906353126010843e-32,6.237802344014882e-84,9.265940500997246e-67,2.1115291300162417e-82,3.76,0.0,0.7112175189493853,0.9999875278129464,1.5555087574086886e-27,2.2625410068657028e-66,4.9419854405089594e-09,3.1786282110056596e-09,1.1866117571581328e-09,5.76745416899912e-10,1.2472184929809852e-05,1.5120851912092964e-19,2.5991010490599703e-31,5.4492817344550025e-17,4.876196106569962e-24,7.784926161765522e-19,3.1906683243398523e-48,7.94861796487181e-47,1.0109855567204704e-22,9.592656138676803e-49,2.905620220281015e-25,1.3229173336561728e-55,5.254649298584453e-47,5.317175549460922e-50,1.252920833860026e-48,3.583966260177668e-47,1.0993803670676966e-56,1.2781650337902043e-55,1.4712835172997978e-52,3.7057512052063685e-23,2.606327675054192e-19,3.0963296673743435e-29,1.6316586824425894e-12,4.921723607800793e-13
4.442889991452688e-11,0.5751424054288921,6.251048642589155e-18,1.0716173044668669e-20,5.874668969529872e-23,3.3152685388305257e-22,0.0,0.0,2.5022726887389465e-12,6.091781919379814e-20,6.887172660230461e-26,1.1564071917524502e-38,8.684869980007621e-29,1.3420561713042779e-68,1.5150069101695965e-48,1.0562847302748443e-49,5.413411112520802e-50,3.634844527089938e-19,1.4834155560386304e-66,1.1066167248026052e-40,1.0490056708299751e-61,4.280658394972572e-73,2.803070057842122e-52,2.7917427866843103e-49,5.458735575762317e-34,7.682697712869754e-67,1.0697987422526726e-66,2.1539610625229863e-75,2.244733453105512e-102,9.154508916826554e-86,1.790037188729442e-32,2.2947915404732366e-83,2.92178181108563e-66,7.772376112677338e-82,3.76,0.0,0.7112175180683822,0.9999854376269242,2.545476526255715e-27,6.07053869850751e-66,5.822610095074926e-09,3.745697313809146e-09,1.3980629701941308e-09,6.788497347816895e-10,1.4562370573503462e-05,2.0992262432423338e-19,4.251172449748952e-31,7.496480746943042e-17,6.743739328473871e-24,1.0832404297407639e-18,7.264735537908669e-48,1.8049068309131076e-46,1.4104562021574971e-22,2.1952361046964496e-48,4.0469478533520794e-25,3.534547485843076e-55,1.1931484623921353e-46,1.2112131717023574e-49,2.862841142567852e-48,8.140769624152287e-47,2.9310478526110237e-56,3.409782905583499e-55,3.941385207853298e-52,5.558517443776008e-23,3.6348445281619937e-19,5.077342037815711e-29,1.9224059102611583e-12,5.798731520838741e-13
5.11484267480107e-11,0.5751424055214648,7.204383199102543e-18,1.2372321549352841e-20,7.791968011580575e-23,4.397148502899707e-22,0.0,0.0,2.8807189331320874e-12,8.073790108499546e-20,1.0527503898204126e-25,2.0342910796627386e-38,1.3298108320686e-28,3.1320095602846297e-68,2.6734854343539754e-48,1.8623491137922228e-49,9.55598045010477e-50,4.839570524909612e-19,3.955820660561061e-66,1.9442502602385227e-40,2.4397667681086475e-61,1.1421133202043909e-72,4.9714769199363045e-52,5.6602302721509524e-49,8.358109639952772e-34,1.8848290968786052e-66,2.502685241349192e-66,5.780698444901173e-75,7.827260255185922e-102,2.459391194134958e-85,2.7407840622109865e-32,7.051222038883794e-83,7.833511421177089e-66,2.3896337212168454e-81,3.76,0.0,0.7112175171873792,0.9999833856083609,3.886129083529471e-27,1.41600085214213e-65,6.703234748559658e-09,4.31296549655609e-09,1.6095159643971685e-09,7.807531873790349e-10,1.6614388758585755e-05,2.7825509357299973e-19,6.48702672928204e-31,9.84670920757523e-17,8.904688707032941e-24,1.4390651711379404e-18,1.4725364144417586e-47,3.648692649458133e-46,1.8786071443417144e-22,4.471917930157375e-48,5.381010490398167e-25,8.209742868754424e-55,2.4119298950667948e-46,2.4561936563027356e-49,5.823093070652101e-48,1.6462104327442796e-46,6.793621327184683e-56,7.908007595891955e-55,9.178881747363282e-52,7.902127769403119e-23,4.839570526551147e-19,7.766858430354931e-29,2.2131525365172965e-12,6.67573763431149e-13
5.786795358149452e-11,0.5751424056140372,8.15979643714069e-18,1.403804860261325e-20,9.981343649732438e-23,5.632504729638228e-22,0.0,0.0,3.2591644026323683e-12,1.0334484405794339e-19,1.5272779962152123e-25,3.3379020866718235e-38,1.9324683107487986e-28,6.5797846405050016e-68,4.4002270765094924e-48,3.0625460059550346e-49,1.57330789773971e-49,6.222575081443876e-19,9.333567073979146e-66,3.186199357560291e-40,5.108284088861041e-61,2.6905143857191576e-72,8.223325921425527e-52,1.0514986884823098e-48,1.214562988156436e-33,4.1510005771006943e-66,5.269455787202575e-66,1.372504707695736e-74,2.3430689574928988e-101,5.845314528221206e-85,3.982754749672075e-32,1.8850437033958058e-82,1.8579518030593825e-65,6.392000126689178e-81,3.76,0.0,0.7112175163063762,0.9999813710603255,5.630963088863054e-27,2.9732387181952643e-65,7.58385940096316e-09,4.880432367605052e-09,1.8209707363389538e-09,8.824561698451315e-10,1.8628936415542413e-05,3.562092496026618e-19,9.395069552544011e-31,1.2491584481276056e-16,1.1355662284547258e-23,1.846285717246006e-18,2.7348687472447733e-47,6.758643479695457e-46,2.4163080373869953e-22,8.346137245093861e-48,6.90917643443888e-25,1.7156822730815694e-54,4.4676053081819274e-46,4.563759800057425e-49,1.0851858681298779e-47,3.0503065129152964e-46,1.4168227622751778e-55,1.6501976766257966e-54,1.9231610617430152e-51,1.078196216211041e-22,6.222575083829368e-19,1.1275616625661174e-28,2.5038985722062926e-12,7.552741981385258e-13
6.458748041497834e-11,0.5751424057066097,9.117288309186399e-18,1.5713444116616283e-20,1.2443410811549414e-22,7.021671499500693e-22,0.0,0.0,3.6376091112913286e-12,1.2873864220618042e-19,2.1272311293663166e-25,5.187310836494119e-38,2.69604139748836e-28,1.2747124838195348e-67,6.859004982631465e-48,4.769783896018628e-49,2.4532482104130953e-49,7.785870237877863e-19,2.005001728525418e-65,4.945477202449654e-40,9.863436332515047e-61,5.768272692462447e-72,1.2881956065217538e-51,1.8251836930628877e-48,1.6944302104810852e-33,8.411895658855642e-66,1.023034018226724e-65,2.9666314203365067e-74,6.233313733770635e-101,1.2647376303549148e-84,5.556278149828933e-32,4.5303172381936304e-82,4.011623337991769e-65,1.5370503562009628e-80,3.76,0.0,0.7112175154253731,0.9999793932985659,7.833595952847695e-27,5.757088886001757e-65,8.464484052285432e-09,5.448097536083212e-09,2.0324272825960005e-09,9.839590765576226e-10,2.0606697796582007e-05,4.437884086274088e-19,1.3063736135726584e-30,1.54229369444904e-16,1.4093295407215915e-23,2.3052126944989713e-18,4.74612839651254e-47,1.1698246200652107e-45,3.024405480846031e-22,1.4553994598981492e-47,8.63270394383505e-25,3.305839657756403e-54,7.73257148679339e-46,7.923389812712777e-49,1.8895958476604773e-47,5.281291453267458e-46,2.7244450885427273e-55,3.175044594244915e-54,3.7150909124458425e-51,1.4240859971076255e-22,7.785870241205974e-19,1.5715098343156145e-28,2.794644028123413e-12,8.429744594622921e-13
7.130700724846216e-11,0.5751424057991822,1.0076858767800392e-17,1.7398595725242966e-20,1.517878471792157e-22,8.564983085343052e-22,0.0,0.0,4.016053072903519e-12,1.5691928972593548e-19,2.867629800171835e-25,7.717854998747928e-38,3.6403280855500346e-28,2.3145699984314125e-67,1.0235644244037287e-47,7.111938323410465e-49,3.662165143242899e-49,9.531411719025688e-19,3.995744744628853e-65,7.349114020293243e-40,1.785050977105244e-60,1.147345296724354e-71,1.9318346657361514e-51,3.000602985567349e-48,2.287847788511849e-33,1.5945961389524135e-65,1.8613943631897858e-65,5.948326117713821e-74,1.5101441227934784e-100,2.538470447692898e-84,7.502123276363638e-32,9.998589864019803e-82,8.035041888085568e-65,3.3942094458977605e-80,3.76,0.0,0.7112175145443701,0.9999774516513447,1.054776631655373e-26,1.0447927047546392e-64,9.345108702526481e-09,6.015960611887695e-09,2.2438855997496757e-09,1.0852623011172734e-09,2.2548344639485253e-05,5.409958803289314e-19,1.7581491299300064e-30,1.863280587624791e-16,1.7114241371950552e-23,2.816148628400951e-18,7.801115848795244e-47,1.9177864709582123e-45,3.7037234377479966e-22,2.40364526508033e-47,1.0552744013900406e-24,5.969926202063124e-54,1.267626770847515e-45,1.3028952211264897e-48,3.116255842456712e-47,8.660737973072054e-46,4.91010187015343e-55,5.725469452161606e-54,6.726042151218182e-51,1.8319194866518186e-22,9.531411723519528e-19,2.1197476481127545e-28,3.085388914866489e-12,9.306745505991808e-13
7.802653408194598e-11,0.5751424058917549,1.103850776561975e-17,1.9093588843931662e-20,1.8188080874512217e-22,1.0262773752441853e-21,0.0,0.0,4.394496301011594e-12,1.8788678091408893e-19,3.763580495657019e-25,1.1080220886017956e-37,4.7853358730743375e-28,3.985618126525906e-67,1.473839703744196e-47,1.0232058336649262e-48,5.274922102470185e-49,1.1461100429043344e-18,7.4890540268064815e-65,1.0538160795069142e-39,3.063740218002573e-60,2.147024298551016e-71,2.795286993743293e-51,4.7183229732024906e-48,3.0073813401176387e-33,2.8617011549806145e-65,3.2116447910048723e-65,1.1216036620364528e-73,3.3874914713397114e-100,4.79131657839109e-84,9.86148574605459e-32,2.0582308616194051e-81,1.5134717003008432e-64,6.990876543475554e-80,3.76,0.0,0.711217513663367,0.9999755454591897,1.3827334018184035e-26,1.7981335515491352e-64,1.0225733351686306e-08,6.584021205683387e-09,2.455345684386242e-09,1.1863662363501684e-09,2.4454536416055038e-05,6.478349678748935e-19,2.3036829382763166e-30,2.2113433758896309e-16,2.041517207953559e-23,3.3793881559013804e-18,1.2264849783839847e-46,3.00725187603762e-45,4.455063828352189e-22,3.796893203417877e-47,1.2670344095617433e-24,1.0224810748299198e-53,1.9876913053202783e-45,2.049238812403854e-48,4.9155675163259545e-47,1.3585005681460973e-45,8.392786529689788e-55,9.792061209495404e-54,1.1549083189435143e-50,2.305497240642338e-22,1.1461100434950726e-18,2.7835551776017656e-28,3.376133242839832e-12,1.0183744746875521e-12
9.146558774891362e-11,0.5751424060768999,1.2968041189797452e-17,2.251343046595459e-20,2.503090334364917e-22,1.4123129353687395e-21,0.0,0.0,5.15138060965107e-12,2.581822719765938e-19,6.082984292541236e-25,2.09803838401151e-37,7.7585607708406995e-28,1.0415194875604774e-66,2.806934316013704e-47,1.9455349496260036e-48,1.005277524583852e-48,1.588025616907341e-18,2.2732646790971333e-64,1.9906878887946748e-39,7.954358924433548e-60,6.50220994926116e-71,5.375406781358882e-51,1.0494638498823883e-47,4.875691259481722e-33,8.086047035537605e-65,8.424759041440854e-65,3.445378083666114e-73,1.4252775000851236e-99,1.4747905212409927e-83,1.5987612948558857e-31,7.397913132969425e-81,4.639446639716766e-64,2.5154865094760184e-79,3.76,0.0,0.7112175119013608,0.99997183686233,2.229870718081295e-26,4.6937545850516786e-64,1.1986982646762305e-08,7.720733393739273e-09,2.878271142477753e-09,1.3879778062742116e-09,2.8163132518820666e-05,8.904211706644488e-19,3.711437896804937e-30,2.985692495231503e-16,2.7843771484931916e-23,4.663918107785849e-18,2.727275826705313e-46,6.652287464759658e-45,6.176912204621919e-22,8.522056369352213e-47,1.7501914213671578e-24,2.6439200405932227e-53,4.396693231110904e-45,4.560406122141631e-48,1.1002068663967525e-46,3.0069898443751823e-45,2.161554199641269e-54,2.5247908350906723e-53,3.001550900057365e-50,3.463950387288926e-22,1.5880256178651411e-18,4.50328277615556e-28,3.957620263145789e-12,1.1937738339859914e-12
9.999999999999999e-11,0.5751424062620452,1.419769909434981e-17,2.4706088751356164e-20,2.9948777031224757e-22,1.6897344871688715e-21,0.0,0.0,5.6320352309565005e-12,3.0861040336899014e-19,7.966337282635859e-25,3.0028555235766723e-37,1.0180274750431336e-27,1.7874224504981486e-66,4.0319813155117387e-47,2.791813145333934e-48,1.444628930142717e-48,1.907933155003893e-18,4.2427332279136165e-64,2.845010906133208e-39,1.3595766303180931e-59,1.212366044295905e-70,7.76855140036402e-51,1.6444958638461018e-47,6.397365586433009e-33,1.4539898918915952e-64,1.4491876374462842e-64,6.478012569088916e-73,3.1966048501225516e-99,2.7764273576358586e-83,2.0977055604822373e-31,1.519434523369339e-80,8.711903024636938e-64,5.169982016848976e-79,3.76,0.0,0.7112175107824065,0.9999695517185617,2.9162224430825705e-26,8.049659467601344e-64,1.3105456305951924e-08,8.44300545375278e-09,3.14685175580315e-09,1.5155987366187537e-09,3.044827580648748e-05,1.0644948795308457e-18,4.8508233530587845e-30,3.529441696516389e-16,3.312386645330317e-23,5.589872653260162e-18,4.2731285939337995e-46,1.0388513550107845e-44,7.4242866440221055e-22,1.3430586054506424e-46,2.0985355328377177e-24,4.507930887962864e-53,6.865835307605258e-45,7.148772592571384e-48,1.7308773256247268e-46,4.6977138154324883e-45,3.676227377203332e-54,4.297053377508534e-53,5.134203492099505e-50,4.35543867631077e-22,1.9079331562606755e-18,5.90055788159077e-28,4.326889949176846e-12,1.30516010037857e-12
