Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208)
6.63179506307261e-19,0.609705260907371,0.0,1.0758984577146477e-27,0.0,0.0,0.0,0.0,0.0,0.0,4.296927043739954e-48,4.841196498450946e-68,0.0,1.1929448062002765e-108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.795459868702869,0.9999999999996648,0.0,0.0,2.8594521157520457e-16,1.8353095220325947e-16,6.529935355243892e-17,3.7114905819506e-17,3.351760782620449e-13,7.5957309542021765e-34,1.2993375510589718e-52,1.6379558716376813e-31,8.393990386253894e-39,1.5182537896036574e-33,2.8934286191016064e-84,9.11121297747994e-83,3.3147670132132704e-37,1.0216127706665753e-84,1.4475624069464837e-39
1.3269351894227821e-18,0.609705260907371,0.0,2.1527316671445152e-27,0.0,0.0,0.0,0.0,0.0,0.0,3.440154351736609e-47,7.752222016527755e-67,0.0,3.8221363422151773e-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687028687,0.9999999999993293,0.0,0.0,5.721388551326636e-16,3.6722135789478803e-16,1.306554398187868e-16,7.426205741908806e-17,6.706433599529022e-13,3.0402718863739296e-33,1.0402600937278557e-51,6.556092112695231e-31,3.359783689115882e-38,6.076971844151983e-33,9.273489369130282e-83,2.9201597042058556e-81,1.3267706594779996e-36,3.274286816791662e-83,5.794022081767153e-39
2.654446555653824e-18,0.6097052609073711,0.0,4.306398088002953e-27,0.0,0.0,0.0,0.0,0.0,0.0,2.7531690163626128e-46,1.2408603845466366e-65,0.0,1.2238382592825712e-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687028681,0.9999999999986584,0.0,0.0,1.1445261422475815e-15,7.346021693112079e-16,2.613676123518915e-16,1.4855636058447925e-16,1.3415779209051539e-12,1.21650476836381e-32,8.325242312996934e-51,2.6232908075791773e-30,1.3443511058070873e-37,2.4315803016373277e-32,2.9698413738424115e-81,9.351831598470938e-80,5.308810844554338e-36,1.0485926172403889e-81,2.3183635370119817e-38
5.309469288115908e-18,0.6097052609073712,0.0,8.613730937714645e-27,0.0,0.0,0.0,0.0,0.0,0.0,2.202953518662545e-45,1.9857806074286763e-64,0.0,3.9174902875728653e-104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.795459868702867,0.9999999999973166,0.0,0.0,2.2893007164774152e-15,1.4693637922774988e-15,5.227919574197362e-16,2.971449667801699e-16,2.683447033091808e-12,4.8668112142855676e-32,6.661458746398163e-50,1.0494871350351874e-29,5.378279796646697e-37,9.727904570456496e-32,9.507213605683097e-80,2.99375788386437e-78,2.1238700330867079e-35,3.3568102819092766e-80,9.274963759555588e-38
1.0619514753040076e-17,0.6097052609073713,0.0,1.7228396669117302e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.7625301585615303e-44,3.1775722120404726e-63,0.0,1.253790188789341e-102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687028647,0.9999999999946328,0.0,0.0,4.578849864937076e-15,2.9388870387438826e-15,1.0456406475619674e-15,5.943221786311838e-16,5.367185218593719e-12,1.9468829254614565e-31,5.329673010309245e-49,4.1982901498597274e-29,2.1514869965392438e-36,3.891478531859487e-31,3.042903888020808e-78,9.581900451669152e-77,8.49617160969975e-35,1.0743895749775024e-78,3.7102874379243448e-37
2.123960568288841e-17,0.6097052609073719,0.0,3.445772825983966e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.4100910735198483e-43,5.084374167172627e-62,0.0,4.0124379328470597e-101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687028601,0.9999999999892654,0.0,0.0,9.157948161856375e-15,5.877933533811863e-15,2.0913380278725965e-15,1.1886766001717431e-15,1.0734661434111952e-11,7.787848595009281e-31,4.263940825512925e-48,1.6793843534257998e-28,8.606298080212662e-36,1.5566547624087503e-30,9.738245506314743e-77,3.06650821083476e-75,3.3986069743419515e-34,3.4383832337364182e-77,1.4841753563788855e-36
4.247978754258508e-17,0.609705260907373,0.0,6.891639195295266e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.1280996472277817e-42,8.135205639193634e-61,0.0,1.2840296496821426e-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.795459868702851,0.9999999999785304,0.0,0.0,1.8316144755694865e-14,1.1756026532488674e-14,4.18273278859852e-15,2.3773854346069854e-15,2.146961324320611e-11,3.11520281967357e-30,3.411233631364272e-47,6.717673755940494e-28,3.442589192803788e-35,6.226745804614743e-30,3.11639113146438e-75,9.813306402429638e-74,1.3594704803756746e-33,1.1003365587331287e-75,5.9368221279919e-36
8.496015126197844e-17,0.609705260907375,0.0,1.3783372138585186e-25,0.0,0.0,0.0,0.0,0.0,0.0,9.024904477357942e-42,1.3016494804088095e-59,0.0,4.1089742417956185e-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687028327,0.9999999999570605,0.0,0.0,3.6632537943371426e-14,2.3512212564005698e-14,8.365522310469036e-15,4.7548030688939674e-15,4.2939514373625456e-11,1.2460938058433294e-29,2.7290192969223316e-46,2.687096573339322e-27,1.3770496219185264e-34,2.4907237157830288e-29,1.1553633873782225e-73,3.638161498544658e-72,5.437937495705642e-33,4.0793618191580616e-74,2.3747529422333023e-35
1.6992087870076512e-16,0.609705260907379,0.0,2.7566838843834445e-25,0.0,0.0,0.0,0.0,0.0,0.0,7.219966733119425e-41,2.0826524957238385e-58,0.0,1.3148845289360287e-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687027961,0.9999999999141207,0.0,0.0,7.326532431872289e-14,4.702458476369332e-14,1.6731101355884733e-14,9.50963819913393e-15,8.587930668339058e-11,4.9844005916507535e-29,2.1832283991837737e-45,1.0748438853706192e-26,5.508225997621495e-34,9.962945992957083e-29,3.713011707555978e-72,1.1692022365421819e-70,2.1751862671182643e-32,1.3109919679879752e-72,9.499059553831181e-35
3.3984233357833853e-16,0.609705260907387,0.0,5.513377552901172e-25,0.0,0.0,0.0,0.0,0.0,0.0,5.775991016858264e-40,3.332254861115426e-57,0.0,4.207651414788235e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687027228,0.9999999998282411,0.0,0.0,1.4653089706941912e-13,9.40493297096829e-14,3.3462259453414776e-14,1.901930790627786e-14,1.7175885149864513e-10,1.993765320100515e-28,1.7465879117459714e-44,4.2993847881208135e-26,2.203295597233566e-33,3.985188896550397e-28,1.1883283773532056e-70,3.7419646436277396e-69,8.70076883776317e-32,4.195757244934176e-71,3.799633060621297e-34
6.796852433334853e-16,0.6097052609074032,0.0,1.1026766199808992e-24,0.0,0.0,0.0,0.0,0.0,0.0,4.6208004573422807e-39,5.331617132199199e-56,0.0,1.34645211252284e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687025762,0.9999999996564822,0.0,0.0,2.930620425707849e-13,1.8809882178811903e-13,6.692457567526948e-14,3.803864510722204e-14,3.4351778191219875e-10,7.975071525481314e-28,1.3972724187170834e-43,1.719754752215004e-25,8.813190354782018e-33,1.5940778771997383e-27,3.8026784754869277e-69,1.197436806478209e-67,3.4803132742223663e-31,1.3426531546194732e-69,1.5198548177383512e-33
1.019528153088632e-15,0.6097052609074192,0.0,1.6540156156590314e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.321260778772253e-38,1.9623900253148018e-55,0.0,6.299006273346514e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687024297,0.9999999994847234,0.0,0.0,4.39593188072124e-13,2.821483160530118e-13,1.0038689192391884e-13,5.70579800948228e-14,5.152765531089446e-10,1.6947033482786144e-27,3.995327371578612e-43,3.6544782326540885e-25,1.8728031989017966e-32,3.38741724335864e-27,1.6811266552065802e-68,5.293748938242676e-67,7.395670677852353e-31,5.935739182444522e-69,3.2296923670794064e-33
1.6992139725989255e-15,0.6097052609074513,0.0,2.7566941309653847e-24,0.0,0.0,0.0,0.0,0.0,0.0,6.072028201561134e-38,1.509880450676033e-54,0.0,9.20007440101912e-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687021366,0.9999999991412066,0.0,0.0,7.326554790746954e-13,4.702473133286223e-13,1.6731152452839597e-13,9.509664121665263e-14,8.58793458636386e-10,4.685358095240453e-27,1.8361048437903483e-42,1.0103546935161081e-24,5.177748575051826e-32,9.36521902105393e-27,2.7111237968930113e-67,8.537130057207446e-66,2.0446876434599262e-30,9.572476301077761e-68,8.929149836098636e-33
2.3109312101581895e-15,0.6097052609074802,0.0,3.749105217965749e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.3668078945075166e-37,4.158271098352973e-54,0.0,3.293946219075985e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687018728,0.9999999988320419,0.0,0.0,9.964115409769233e-13,6.395364179411651e-13,2.2754369395899944e-13,1.293314290749348e-13,1.1679581591794092e-09,8.343235780388103e-27,4.133054171325564e-42,1.7991409219046563e-24,9.220033569388429e-32,1.6676686696440098e-26,1.0054219787739368e-66,3.1659991966971694e-65,3.6409852682017884e-30,3.5499605220127725e-67,1.5900169940646628e-32
2.9226484477174536e-15,0.6097052609075092,0.0,4.741516752941441e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.5833566107125673e-37,9.36567250283407e-54,0.0,8.7044155157737e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.795459868701609,0.9999999985228778,0.0,0.0,1.26016760287906e-12,8.088255300313271e-13,2.8777586348123977e-13,1.6356620936364567e-13,1.4771223152080614e-09,1.3023910020337523e-26,7.811742109393712e-42,2.808481961910365e-24,1.4392597770415608e-31,2.603255205948171e-26,2.630064233555359e-66,8.281873610092651e-65,5.683632882258558e-30,9.28628048989945e-67,2.482038805255598e-32
3.5343656852767177e-15,0.6097052609075382,0.0,5.733928711078008e-24,0.0,0.0,0.0,0.0,0.0,0.0,4.317983584854941e-37,1.8000583158957727e-53,0.0,1.9719326551720903e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687013452,0.9999999982137142,0.0,0.0,1.5239236647811104e-12,9.78114649184892e-13,3.4800803309004073e-13,1.9780098250209556e-13,1.7862859568860195e-09,1.8670724051626304e-26,1.3057031278221875e-41,4.026159893074879e-24,2.063282944909739e-31,3.7319569260304203e-26,6.062616893624889e-66,1.909071712046632e-64,8.147906068029434e-30,2.1406012265370626e-66,3.558183028435009e-32
4.757800160395246e-15,0.609705260907596,0.0,7.718753592364269e-24,0.0,0.0,0.0,0.0,0.0,0.0,9.218405699183246e-37,4.654900645174419e-53,0.0,6.892214539289331e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687008178,0.999999997595388,0.0,0.0,2.051435788585015e-12,1.3166929035999783e-12,4.684723725050426e-13,2.6627051247296075e-13,2.404612067277046e-09,3.2167616288810395e-26,2.7875273701274423e-41,6.93662275313708e-24,3.554808634687948e-31,6.429756548347766e-26,2.2190897121196224e-65,6.987741217625674e-64,1.403796432771864e-29,7.835212299364e-66,6.130359562505282e-32
5.981234635513774e-15,0.609705260907654,0.0,9.703580037831984e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.6762675319039373e-36,9.857948015146398e-53,0.0,1.7950136312408278e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598687002903,0.9999999969770639,0.0,0.0,2.5789479123886e-12,1.6552711841242642e-12,5.889367122400081e-13,3.3474001601356325e-13,3.0229362764256242e-09,4.9235754808749523e-26,5.068815966964565e-41,1.061717931238649e-23,5.440986877722322e-31,9.84138994759488e-26,5.9569827391736214e-65,1.8758068349287975e-63,2.148652892144849e-29,2.103306387663295e-65,9.383127921890271e-32
7.204669110632303e-15,0.6097052609077118,0.0,1.1688408153580594e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.7728745808523654e-36,1.8650085735650604e-52,0.0,4.056878995869252e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598686997628,0.9999999963587417,0.0,0.0,3.106460036191845e-12,1.9938494925286678e-12,7.094010523166392e-13,4.032094913312085e-13,3.6412584553806298e-09,7.011736939059123e-26,8.384811028507621e-41,1.5120059776802567e-23,7.74858532172849e-31,1.4015275852407344e-25,1.3794809819839326e-64,4.343874838105902e-63,3.0599314363217756e-29,4.870709370928269e-65,1.3362650946113946e-31
9.651538060869359e-15,0.6097052609078277,0.0,1.5658069490068414e-23,0.0,0.0,0.0,0.0,0.0,0.0,6.396147562501017e-36,5.652544580605143e-52,0.0,1.748594805954432e-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598686987078,0.9999999951221036,0.0,0.0,4.161484283797295e-12,2.671006194548782e-12,9.503297335141501e-13,5.401483557073532e-13,4.877896608347633e-09,1.2353591463454742e-25,1.934110037320801e-40,2.663910723219112e-23,1.3651784720821011e-30,2.4692763848602505e-25,6.0082329739740166e-64,1.8919411206776635e-62,5.391135420637802e-29,2.1214091761825202e-64,2.3542911760467033e-31
1.2098407011106415e-14,0.6097052609079434,0.0,1.9627737612018774e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.228711744976136e-35,1.3294816151980795e-51,0.0,5.142080950592656e-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598686976527,0.9999999938854738,0.0,0.0,5.2165085314013625e-12,3.3481630098297296e-12,1.1912584160996517e-12,6.770871054299058e-13,6.114526513884165e-09,1.9244643706190554e-25,3.71545826070781e-40,4.149873535240287e-23,2.1266962593594e-30,3.846686258066102e-25,1.7849667335582487e-63,5.620700133508442e-62,8.398423804554773e-29,6.302439853588719e-64,3.6675558413608825e-31
1.699214491158053e-14,0.609705260908175,0.0,2.756709422606494e-23,0.0,0.0,0.0,0.0,0.0,0.0,3.3796286880066013e-35,5.2200401574688735e-51,0.0,2.961733924690867e-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598686955426,0.9999999914122386,0.0,0.0,7.326557026605347e-12,4.702476980399611e-12,1.6731157854373898e-12,9.509642606859687e-13,8.587761566494282e-09,3.767743370684087e-25,1.0219522617814445e-39,8.124622833043113e-23,4.1636633289520196e-30,7.531111904460141e-25,1.0227491707474447e-62,3.2205332182234905e-61,1.6442624635452911e-28,3.611190176178366e-63,7.180388987732123e-31
2.6779620712528755e-14,0.6097052609086382,0.0,4.344588893915451e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.3448239945430844e-34,3.469448795236321e-50,0.0,3.252515265780288e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598686913226,0.9999999864658675,0.0,0.0,1.1546654016996707e-11,7.411106281618398e-12,2.636830540780385e-12,1.4987171943942748e-12,1.3534132636031703e-08,9.314645113090839e-25,4.066543268560979e-39,2.0085454662610045e-22,1.0293376025551265e-29,1.8618555090228846e-24,1.0964441621092222e-61,3.4525602357068484e-60,4.064996296302694e-28,3.8714532398854562e-62,1.7751394897051666e-30
4.635457231442521e-14,0.6097052609095645,0.0,7.520380432939807e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.181740463532622e-34,3.430168817905683e-49,0.0,5.722006892466475e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598686828823,0.9999999765735215,0.0,0.0,1.9986847997713007e-11,1.2828370324558663e-11,4.564260118138744e-12,2.5942175544067256e-12,2.3426478631694816e-08,2.7850120432908553e-24,2.1716315098699274e-38,6.005219083276046e-22,3.0776047539305754e-29,5.5668639274070674e-24,1.8644187460978335e-60,5.8707017633252235e-59,1.2154278886653214e-27,6.583307231668557e-61,5.3075264867180106e-30
8.550447551821812e-14,0.6097052609114171,0.0,1.387209390623303e-22,0.0,0.0,0.0,0.0,0.0,0.0,4.624296659640832e-33,4.279401594347168e-48,0.0,1.3330443258764153e-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954598686660019,0.9999999567904141,0.0,0.0,3.6867235958879926e-11,2.3662920172338755e-11,8.419119539543636e-12,4.7851962449275375e-12,4.3209586160396404e-08,9.468793848804452e-24,1.3982826414668413e-37,2.0415915986433173e-21,1.0463300955460418e-28,1.8927184761163838e-23,4.222820780744164e-59,1.3296357783063633e-57,4.1325065164343355e-27,1.49117928969689e-59,1.8045025315597697e-29
