Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66)
7.163907597304751e-10,0.7216921566801584,6.9877788622651285e-12,5.072485777010379e-15,1.879201303885928e-15,1.0421442066895546e-14,0.0,0.0,2.0999482647748034e-09,5.4013525876482404e-15,5.704078651156229e-18,6.47389915571262e-28,1.2645803758676974e-20,4.086560118984276e-45,5.649050536134199e-34,1.0299874163896107e-34,5.351307788280282e-35,1.1062012884967389e-13,2.2450058557432492e-43,4.82769418471192e-26,2.507582299089659e-40,5.954124247855681e-49,1.2102037636062328e-36,4.313184758124772e-36,1.6117146482723826e-24,5.321998758574768e-48,7.334113454857852e-49,2.221183025067595e-53,3.896453026464092e-73,2.473108031262915e-61,2.3436732395950047e-23,4.5546295305400515e-59,1.1949990350292777e-47,4.4879671079326064e-58,3.76,0.0,0.6646226348349228,0.9992954259064064,1.5533745818379877e-18,7.039877746217981e-47,1.6243600180896163e-05,1.0747187349848824e-05,3.0540775880009145e-06,2.4422549699624813e-06,0.0007045719933232467,6.502936959533623e-12,7.20845348353045e-20,6.616071417486886e-11,5.691878387617977e-19,4.034758123241688e-13,1.2031701265529187e-31,6.1262178347680145e-30,8.489541942632518e-16,1.1646687284538896e-31,1.844441334938431e-17,4.1559586554714886e-38,4.957001273116455e-30,4.87959912510751e-33,1.1053720747849255e-31,3.0285159664475115e-30,2.715177499737062e-39,2.5784768318375645e-38,4.67168447258998e-35,1.5887338390841097e-16,1.1062016205146567e-13,2.3446630792925152e-20,1.6019640475950532e-09,4.754507393373968e-10,1.621441805334596e-11,2.1087904092778282e-15,7.066734372854189e-12,7.931022507573215e-13
7.362205964229823e-10,0.7216922164974043,7.376553137508029e-12,5.347034920710291e-15,2.038226208433872e-15,1.1306314105459606e-14,0.0,0.0,2.1580622368029266e-09,5.7044648645444316e-15,6.2079299172812125e-18,7.2394780393587e-28,1.3781021748101817e-20,4.834100460321351e-45,6.498632142777685e-34,1.1832042828409417e-34,6.163988464582661e-35,1.1729361725818854e-13,2.794964519149839e-43,5.39314606819945e-26,3.0395613804276228e-40,7.415706205646768e-49,1.3975565387552293e-36,4.964000418567473e-36,1.7558079152225808e-24,6.483785417814219e-48,8.710238976383341e-49,2.7804209058184854e-53,5.284123631797389e-73,3.1041461415067674e-61,2.5537650669027946e-23,5.871383913957105e-59,1.4583175363111763e-47,5.789106652300416e-58,3.76,0.0,0.6646221851565557,0.9992889335093891,1.73130569949924e-18,8.563424751603597e-47,1.669322076255591e-05,1.1058252582972348e-05,3.1392309657861376e-06,2.4956537369335086e-06,0.0007110643322074083,6.8739691624855e-12,7.828796328435672e-20,6.855869105822445e-11,5.949980144204308e-19,4.2734780170132966e-13,1.3943652314622923e-31,7.029243722292569e-30,9.004194633929334e-16,1.3538290408861954e-31,1.951956568561297e-17,4.910048021534845e-38,5.690476431735424e-30,5.6401364805678876e-33,1.2821413700021736e-31,3.476226015124039e-30,3.2049374967268886e-39,3.0451625750311754e-38,5.558167966964521e-35,1.6751944805022943e-16,1.172936534420939e-13,2.5520555196928574e-20,1.64610435450907e-09,4.88170926447319e-10,1.7116095311622314e-11,2.287951753762895e-15,7.46082316319812e-12,8.381694657191025e-13
7.758802698079967e-10,0.7216923361317824,8.185211736402259e-12,5.927043136594007e-15,2.382601818399441e-15,1.3222964309536682e-14,0.0,0.0,2.274289355110073e-09,6.335507008578763e-15,7.304701949897481e-18,8.97447222132745e-28,1.6255801303727738e-20,6.67631949229905e-45,8.505667981999852e-34,1.54457091624869e-34,8.088510107198633e-35,1.3125383950196408e-13,4.258810438089157e-43,6.672928329600335e-26,4.399620686142252e-40,1.1308191647472826e-48,1.843175426416914e-36,6.503047193271203e-36,2.0697180859216104e-24,9.482816763292076e-48,1.2120178243802135e-48,4.280796537373015e-53,9.494509123236375e-73,4.803992853621267e-61,3.011655323368228e-23,9.565339289474618e-59,2.1381333634292654e-47,9.442973448320907e-58,3.76,0.0,0.6646212858007314,0.9992769128357296,2.1325026381048498e-18,1.2478876856735038e-46,1.7592461045021717e-05,1.1682242679338919e-05,3.3096221317511873e-06,2.600506302433068e-06,0.0007230848895995944,7.647817629996245e-12,9.175046221193627e-20,7.333263339040314e-11,6.475031955590975e-19,4.772569548019588e-13,1.852197878067569e-31,9.15554263548707e-30,1.0081925446204807e-15,1.8088765674582372e-31,2.175794653597536e-17,6.765321136599045e-38,7.419100818001765e-30,7.452844581527592e-33,1.7058278472529811e-31,4.53113533333894e-30,4.4081154017017465e-39,4.1926208590323704e-38,7.76528254873204e-35,1.8517889474306774e-16,1.312538821874358e-13,3.0029823571298824e-20,1.7343533939416144e-09,5.135422478295502e-10,1.899124082469702e-11,2.6760015388288735e-15,8.280654309284483e-12,9.321206275142298e-13
8.115739758545096e-10,0.7216924438025943,8.948407042998971e-12,6.485535315146816e-15,2.7238019222777237e-15,1.5122407360223142e-14,0.0,0.0,2.378892917352399e-09,6.931736422747672e-15,8.398135845973975e-18,1.0789763503615934e-27,1.87271598934142e-20,8.80564446412736e-45,1.0711761039139301e-33,1.941045024154557e-34,1.021030099497458e-34,1.4451761636475282e-13,6.111311790275216e-43,8.009940216469828e-26,6.041314271565164e-40,1.6237239823688608e-48,2.3371072017283064e-36,8.196962684287333e-36,2.382926638999568e-24,1.3146177288913951e-47,1.6086381382093314e-48,6.196802950800149e-53,1.569726379729692e-72,6.984988539677855e-61,3.468773535693886e-23,1.4534565223406362e-58,2.968047627403983e-47,1.436419371145922e-57,3.76,0.0,0.6646204763815264,0.9992671064280483,2.5497234406548597e-18,1.723387436467117e-46,1.8401776295180616e-05,1.2245912564573098e-05,3.4630685436550693e-06,2.692699398867804e-06,0.000732891192639441,8.380627149787364e-12,1.0512372801658004e-19,7.759759998197327e-11,6.957004882010138e-19,5.246514736095252e-13,2.363941762242071e-31,1.1484091601856277e-29,1.1107284035406551e-15,2.3202915606591775e-31,2.3871761530815664e-17,8.905663370208408e-38,9.314265030504595e-30,9.467434316871604e-33,2.179875483694054e-31,5.687354810672431e-30,5.793717380360036e-39,5.515391440735052e-38,1.034865425452547e-34,2.01448674981592e-16,1.4451766554348541e-13,3.451786094896683e-20,1.813741628635345e-09,5.362979879969483e-10,2.0760522887286915e-11,3.060541278055602e-15,9.054529703445155e-12,1.0210374216566153e-12
8.472676819010225e-10,0.7216925514732839,9.74507235469273e-12,7.079965681871082e-15,3.095998802805751e-15,1.7194832283312195e-14,0.0,0.0,2.483495778330954e-09,7.55476769189698e-15,9.597633998001203e-18,1.2870299084223675e-27,2.1442007764469264e-20,1.147698830518983e-44,1.3355404754062672e-33,2.415402050730882e-34,1.2760267870198796e-34,1.5844441663587787e-13,8.635135995191145e-43,9.540348782016127e-26,8.183808787053365e-40,2.29562699839315e-48,2.9336982752955882e-36,1.0229480065025281e-35,2.726714266996614e-24,1.7981603246213814e-47,2.1089553290351816e-48,8.828161912551851e-53,2.5404513140206207e-72,9.993199782966712e-61,3.970783345028316e-23,2.169061471248869e-58,4.062079436345026e-47,2.145905682313559e-57,3.76,0.0,0.6646196669633039,0.9992581707248569,3.0252716249744227e-18,2.34732732976108e-46,1.9211090594246765e-05,1.2811507234464747e-05,3.6166023305667845e-06,2.7828793456510393e-06,0.0007418267911880484,9.147991011426289e-12,1.197472442506516e-19,8.182636375666382e-11,7.44722821206787e-19,5.74400114849809e-13,2.987020422827108e-31,1.426571595943099e-29,1.2185323409568473e-15,2.9460649278037167e-31,2.607833053787917e-17,1.1586362505682915e-37,1.1580586808145617e-29,1.190709111477426e-32,2.757502624286487e-31,7.069644098105654e-30,7.526305138281089e-39,7.17095677610174e-38,1.362847245323169e-34,2.180310030193167e-16,1.5844447294832492e-13,3.9432310333056795e-20,1.8930959489558333e-09,5.58979704660466e-10,2.260694864663379e-11,3.4800686314467563e-15,9.862472726414823e-12,1.1140958718760425e-12
8.829613879475354e-10,0.7216926591438516,1.0575141129278292e-11,7.711653609446374e-15,3.5005208979719256e-15,1.9447654633925756e-14,0.0,0.0,2.588098024336465e-09,8.20460025742059e-15,1.090834523740636e-17,1.5241221312259467e-27,2.4412182825401846e-20,1.4796591000428103e-44,1.6498860025335623e-33,2.9786290659360457e-34,1.580113027257726e-34,1.730342597161534e-13,1.2029363634070891e-42,1.1282342516091488e-25,1.0948940711004486e-39,3.1997254099726774e-48,3.648667679959996e-36,1.264949824213716e-35,3.102528145782234e-24,2.4293313823427687e-47,2.7338281690310146e-48,1.2393507980198207e-52,4.0314864250975903e-72,1.4086089653434504e-60,4.519846256757968e-23,3.1837868947543276e-58,5.487424292658439e-47,3.153055841626545e-57,3.76,0.0,0.6646188575460635,0.999250028411668,3.564325925118361e-18,3.1567474044734752e-46,2.0020403942335474e-05,1.3378984643601547e-05,3.7702215866469935e-06,2.8710900991057983e-06,0.0007499689997326772,9.950023637347309e-12,1.3567845860793138e-19,8.601372642886278e-11,7.945097802623938e-19,6.265101407400848e-13,3.7397574728174723e-31,1.7563946442427622e-29,1.3316212856998203e-15,3.705654912434266e-31,2.83763733690685e-17,1.4912451939738292e-37,1.4270672050963736e-29,1.4838645717863491e-32,3.4557608181601987e-31,8.709956012423114e-30,9.672617600504123e-39,9.223712766346556e-38,1.7752800886606392e-34,2.3488678239140585e-16,1.7303432383400208e-13,4.479158319662832e-20,1.972416441392202e-09,5.81587680821401e-10,2.4530316398355355e-11,3.936074512886152e-15,1.0704422324070117e-11,1.2113057387031112e-12
9.186550939940483e-10,0.7216927668142972,1.1438547067279802e-11,8.381913676712737e-15,3.938694351470914e-15,2.1888275205191995e-14,0.0,0.0,2.6926997339313048e-09,8.881233581840642e-15,1.2335433624962411e-17,1.7928865984308493e-27,2.764951823256193e-20,1.8885854342429958e-44,2.0210008040532755e-33,3.642698165582344e-34,1.940160542150683e-34,1.8828697440163287e-13,1.6540247751919507e-42,1.3254984228292226e-25,1.4481353819917991e-39,4.40185168147495e-48,4.499356511886389e-36,1.5510469873464456e-35,3.5118111000907856e-24,3.2447759519591587e-47,3.5071490306088144e-48,1.716479157310338e-52,6.282868030964311e-72,1.9585322857692762e-60,5.118120854296005e-23,4.6024071653482035e-58,7.324440335998245e-47,4.562592685116954e-57,3.76,0.0,0.6646180481298053,0.9992426090419606,4.1722821615934025e-18,4.195815356384459e-46,2.082971633955957e-05,1.3948303664589575e-05,3.923924447086196e-06,2.9573746557658757e-06,0.000757388264794467,1.0786836950661255e-11,1.5297498604532556e-19,9.015523392314695e-11,8.450056101665334e-19,6.809882906528062e-13,4.642616887620318e-31,2.1448069113502855e-29,1.450010539094491e-15,4.620888458080399e-31,3.07645863074006e-17,1.9003814526271354e-37,1.7441993410124916e-29,1.8336169290626247e-32,4.293672111459971e-31,1.0643182726188343e-29,1.2308693942284522e-38,1.1747102955785611e-37,2.2893561528098393e-34,2.5198003758004645e-16,1.8828704702780075e-13,5.0613862500283244e-20,2.051703186258082e-09,6.041221966755824e-10,2.6530425182350044e-11,4.4300459324761865e-15,1.1580317665206057e-11,1.3126765087921757e-12
9.543488000405612e-10,0.7216928744846209,1.2335224108481513e-11,9.092055921418528e-15,4.411843020194034e-15,2.4524080081788004e-14,0.0,0.0,2.7973009786376927e-09,9.58466714691073e-15,1.3884077379339185e-17,2.0960765767426716e-27,3.116583926809631e-20,2.388276984673692e-44,2.4562581098029797e-33,4.420606913548258e-34,2.363670015980068e-34,2.0420223394399804e-13,2.2469791318454252e-42,1.547821670802719e-25,1.895159178997446e-39,5.982777736395606e-48,5.504821480177982e-36,1.8870605858300152e-35,3.9560012135738995e-24,4.288317715951352e-47,4.456126375591059e-48,2.3477201167969313e-52,9.629084359619712e-72,2.6889073181879685e-60,5.767762221239846e-23,6.559910603341696e-58,9.668506495396283e-47,6.509601049644603e-57,3.76,0.0,0.6646172387145293,0.999235848425764,4.854752865476106e-18,5.516821662878901e-46,2.1639027786029442e-05,1.4519424068003579e-05,4.077709087270132e-06,3.041775073342957e-06,0.0007641487763442884,1.1658540429748214e-11,1.716946045790544e-19,9.424709348885851e-11,8.961588985261057e-19,7.378408495610809e-13,5.718360790722991e-31,2.5993384622059735e-29,1.5737140086482095e-15,5.7161452491646345e-31,3.3241649527991743e-17,2.399655674341349e-37,2.1157122733296665e-29,2.24814342899245e-32,5.2923679470111655e-31,1.2907293863701688e-29,1.5520716000215863e-38,1.4824448026162538e-37,2.9249262391034806e-34,2.692778338354733e-16,2.0420231581262124e-13,5.691709921110505e-20,2.130956258227065e-09,6.265835297837083e-10,2.8607074774578946e-11,4.963466010890376e-15,1.2490098138178862e-11,1.4182174009400248e-12
9.90042506087074e-10,0.7216929821548224,1.3265106428694101e-11,9.84338606161781e-15,4.921288481565213e-15,2.736244069273093e-14,0.0,0.0,2.9019018235641045e-09,1.0314900451889437e-14,1.5559467947064513e-17,2.4365653387618523e-27,3.4972960807776457e-20,2.9943421475934514e-44,2.9636391622984837e-33,5.326418506933824e-34,2.858800477855319e-34,2.2077958634987925e-13,3.0185471531472086e-42,1.7972868190613686e-25,2.4559469290875388e-39,8.040829960831337e-48,6.685930107396981e-36,2.279307926905356e-35,4.436531516081825e-24,5.6120180629431265e-47,5.611579713185646e-48,3.1740424022139366e-52,1.4530350128225192e-71,3.648606596366788e-60,6.470921474153672e-23,9.228483961396459e-58,1.263205069377969e-46,9.16659560078224e-57,3.76,0.0,0.664616429300235,0.9992296880731377,5.617566903760756e-18,7.181266972296677e-46,2.24483382818531e-05,1.5092306502780759e-05,4.231573721957117e-06,3.1243324912293262e-06,0.0007703090243221297,1.256524116164162e-11,1.918952511741533e-19,9.828609971848857e-11,9.479222745047475e-19,7.970737078493547e-13,6.992212878344975e-31,3.128146812887626e-29,1.7027444118366093e-15,7.018548808828018e-31,3.58062334837738e-17,3.0044449030835194e-37,2.548396527436758e-29,2.736438581481324e-32,6.475232071746759e-31,1.554347543303861e-29,1.9405889719886167e-38,1.8549814560530115e-37,3.704792616353692e-34,2.8675016728070465e-16,2.2077967822629404e-13,6.371901016828487e-20,2.210175726820451e-09,6.489719552266791e-10,3.0760065679386266e-11,5.537813993570073e-15,1.3433703347792678e-11,1.5279373719715005e-12
9.999999999999999e-10,0.721693089824902,1.3530431086697303e-11,1.006050937906519e-14,5.070062886859304e-15,2.8191392614682755e-14,0.0,0.0,2.931082318889195e-09,1.0523395003985361e-14,1.6050168894740412e-17,2.5386084481325962e-27,3.608851363708808e-20,3.184724550784527e-44,3.119201583213628e-33,5.603958886581383e-34,3.0108859889004222e-34,2.2552222307066587e-13,3.271467759345672e-42,1.872014458870103e-25,2.6357532836039184e-39,8.715639634243319e-48,7.049797427938448e-36,2.3996785463542548e-35,4.577261956321628e-24,6.039352683459491e-47,5.975359062155273e-48,3.445864440199547e-52,1.6255199564993666e-71,3.9650258124986557e-60,6.676920726207455e-23,1.0128040216453724e-57,1.3586645447877096e-46,1.0062808979719772e-56,3.76,0.0,0.6646162034976345,0.999228069259942,5.845516567193181e-18,7.716337149416371e-46,2.267411193148311e-05,1.5252432953439312e-05,4.2745114616724335e-06,3.1470402705087185e-06,0.0007719278083236946,1.2824441668742012e-11,1.978027180654684e-19,9.940305928806456e-11,9.624655737562091e-19,8.140233318031346e-13,7.3866300187902375e-31,3.290097283215976e-29,1.7396920186497947e-15,7.422835018485626e-31,3.6537109707800165e-17,3.1942813832667193e-37,2.6809972721870123e-29,2.8871330260675205e-32,6.841504695610366e-31,1.6351221167948601e-29,2.0624313093133127e-38,1.9718715725778584e-37,3.951542346835933e-34,2.9165181823671965e-16,2.2552231787971992e-13,6.570788039937584e-20,2.232269642128964e-09,6.55204697745587e-10,3.1374278952974174e-11,5.705541662750302e-15,1.3702967531548198e-11,1.5592927388884775e-12
1.025736212133587e-09,0.721693089824902,1.4228128436732659e-11,1.0637205689875968e-14,5.468350040770149e-15,3.041071386347979e-14,0.0,0.0,3.0065023279763164e-09,1.1071933011966593e-14,1.7366809194880598e-17,2.8173464616549843e-27,3.908268529489583e-20,3.7243563326732604e-44,3.551755944218041e-33,6.3753016747992165e-34,3.4343988674530043e-34,2.38018480580438e-13,4.013119222598708e-42,2.076065763911302e-25,3.153772923655135e-39,1.0694834783479126e-47,8.065457524695663e-36,2.7346228741435967e-35,4.954829737114044e-24,7.277343592317533e-47,7.008246665779111e-48,4.245133635661354e-52,2.161244404776454e-71,4.8971487028403746e-60,7.229745390189817e-23,1.2825740582508025e-57,1.6346752089670013e-46,1.2751859016500786e-56,3.76,0.0,0.6646156198869229,0.9992240746868516,6.466769105894587e-18,9.261044457576184e-46,2.3257647827136222e-05,1.56669124770392e-05,4.38551660446741e-06,3.2050871505560913e-06,0.0007759223059580743,1.3507043894255615e-11,2.1363501772328005e-19,1.022695684201016e-10,1.000252122510162e-18,8.586924136249256e-13,8.492027356390414e-31,3.740042980840742e-29,1.8371134539272298e-15,8.558164497987219e-31,3.8457004394393076e-17,3.7320431053484208e-37,3.04959955746794e-29,3.3083622990628894e-32,7.868047298137523e-31,1.8596269539833844e-29,2.407336486304004e-38,2.302892231760225e-37,4.6550221956928294e-34,3.043698333005353e-16,2.3801858326115715e-13,7.103707709793965e-20,2.2893616568522374e-09,6.712877457474789e-10,3.2989199122302974e-11,6.154565264777982e-15,1.441107311240476e-11,1.6418451224977489e-12
1.0614299181800999e-09,0.7216931974948599,1.5224224771595305e-11,1.1474812442287642e-14,6.0543447378830764e-15,3.3676241867371204e-14,0.0,0.0,3.1111025458160486e-09,1.1855764356833915e-14,1.93113167139889e-17,3.241534107449342e-27,4.350680117214137e-20,4.598027541644175e-44,4.2298737382418775e-33,7.5835703225564635e-34,4.1000297950343e-34,2.5591828895730145e-13,5.2839579321881045e-42,2.3864199841589907e-25,4.015600326006787e-39,1.408742729753662e-47,9.668184896176066e-36,3.260376130911561e-35,5.512318119101321e-24,9.356450144019633e-47,8.685102379538834e-48,5.6208253097974914e-52,3.1717018696634475e-71,6.506493951172775e-60,8.046376120516418e-23,1.7624360977852305e-57,2.096592694077889e-46,1.7539225531156352e-56,3.76,0.0,0.6646148104745924,0.9992189597016055,7.408619891512305e-18,1.1839722895463204e-45,2.406695642198222e-05,1.624320433932252e-05,4.539536025885225e-06,3.2840784138052636e-06,0.0007810371865524541,1.44840510874513e-11,2.36972147115165e-19,1.061952778092517e-10,1.0531083111685993e-18,9.227022180815597e-13,1.0248463515796809e-30,4.4445175890377767e-29,1.9768319817545882e-15,1.0368204575202787e-30,4.1192628907270766e-17,4.601818356675324e-37,3.6272495017301023e-29,3.974689043743939e-32,9.499146151557137e-31,2.211371487570032e-29,2.964519392460306e-38,2.8380090992305496e-37,5.8052810913630835e-34,3.2211227817867415e-16,2.559184032699865e-13,7.888854666339259e-20,2.3685141088336336e-09,6.935311718803387e-10,3.529427704330801e-11,6.815191361512946e-15,1.5422147461237372e-11,1.7599491025465982e-12
1.0971236242266128e-09,0.7216933051646949,1.6253330299819405e-11,1.2357500145892418e-14,6.680587354922216e-15,3.716635247644802e-14,0.0,0.0,3.2157025261734173e-09,1.2666394029383084e-14,2.1398217217619126e-17,3.712363288122603e-27,4.8257081689219284e-20,5.637369832390497e-44,5.0079335279988565e-33,8.968722936800427e-34,4.866005495220827e-34,2.7447832633634067e-13,6.894571624129032e-42,2.730701033202709e-25,5.072508511050155e-39,1.8388749141102604e-47,1.152099943279251e-35,3.8644954699546e-35,6.1104132796847005e-24,1.1933589205966328e-46,1.0685691021443834e-47,7.372684490805656e-52,4.596458533745012e-71,8.56306051290474e-60,8.922950974086792e-23,2.3963314431712784e-57,2.666710308260242e-46,2.386948511538858e-56,3.76,0.0,0.6646140010632435,0.9992142988643019,8.449594899334393e-18,1.5013933860246504e-45,2.487626406649226e-05,1.68211452602539e-05,4.6936303142735034e-06,3.361344783993319e-06,0.0007856979192024607,1.549636296298769e-11,2.6196502938916313e-19,1.1006141600444831e-10,1.1064539373231495e-18,9.891081148961229e-13,1.2295165857708993e-30,5.251767016022028e-29,2.1219101168479325e-15,1.2485240208993725e-30,4.4011778052519614e-17,5.635376608722769e-37,4.289879097645878e-29,4.747157943583641e-32,1.13995652715591e-30,2.6147487934306126e-29,3.625732974486288e-38,3.4735225968340128e-37,7.18919100640096e-34,3.399554412760533e-16,2.7447845313977083e-13,8.72904313576031e-20,2.447633139341887e-09,7.157025020686732e-10,3.7675102090493684e-11,7.52115998729788e-15,1.6466866631872067e-11,1.8822575170700883e-12
1.1328173302731256e-09,0.7216934128344085,1.731538011299856e-11,1.3286558947302737e-14,7.348390422847079e-15,4.088835901172241e-14,0.0,0.0,3.320302313717676e-09,1.3503821584518757e-14,2.3632748018175497e-17,4.2331901177615984e-27,5.334528402506218e-20,6.86688484844424e-44,5.896574249420808e-33,1.0549481766708328e-33,5.743415979674588e-34,2.936978664823131e-13,8.920243023253176e-42,3.1113510139806537e-25,6.360152976999616e-39,2.3800566445172006e-47,1.3652995987044391e-35,4.5554859096683684e-35,6.750526114942039e-24,1.5106643712850525e-46,1.305846930364342e-47,9.585784585713344e-52,6.583276830276416e-71,1.1169978792061683e-59,9.861602260260082e-23,3.226085091434154e-57,3.365478979234361e-46,3.2163605502259336e-56,3.76,0.0,0.6646131916528764,0.9992100518513656,9.596384617214401e-18,1.8894867433671157e-45,2.5685570760765343e-05,1.7400699214589893e-05,4.84779783390172e-06,3.4369239234364504e-06,0.0007899448274837692,1.654407755338383e-11,2.8867219797386036e-19,1.1386653408718147e-10,1.1602550849270696e-18,1.0579148744315242e-12,1.4668949760742314e-30,6.172719585581398e-29,2.2723573705946936e-15,1.4949420434969676e-30,4.691313058687166e-17,6.856732048966293e-37,5.0466497515578837e-29,5.638523857250021e-32,1.3603203497064826e-30,3.075304492410923e-29,4.4060661848721024e-38,4.224084311523123e-37,8.844708141875391e-34,3.578795929871041e-16,2.936980066663524e-13,9.625951109415597e-20,2.5267188013568816e-09,7.378020027728881e-10,4.013147761409661e-11,8.273935025849092e-15,1.7545171067908654e-11,2.0087783313320503e-12
1.1685110363196385e-09,0.721693520504,1.841030952544598e-11,1.4263275424892466e-14,8.059064228513315e-15,4.4849560392909507e-14,0.0,0.0,3.424901949090153e-09,1.4368046588075848e-14,2.602015657280011e-17,4.8074920535781185e-27,5.878314867569936e-20,8.313751590170335e-44,6.907154899457604e-33,1.234583179396243e-33,6.744159391290386e-34,3.135761560086223e-13,1.1449724287763077e-41,3.5309030372940537e-25,7.91925906289334e-39,3.056083857179659e-47,1.6095580213374037e-35,5.342449838756109e-35,7.434061737125074e-24,1.898880022555248e-46,1.585716195431506e-47,1.2360667675405966e-51,9.325283298757553e-71,1.4449602309611357e-59,1.0864457181077692e-22,4.302946590886794e-57,4.216344948570454e-46,4.29379834393868e-56,3.76,0.0,0.6646123822434907,0.9992061819196547,1.0855894013324199e-17,2.360988071278786e-45,2.6494876504898322e-05,1.7981830963664007e-05,5.0020369844868475e-06,3.510852672107937e-06,0.0007938146545376918,1.7627290749719233e-11,3.1715232600763626e-19,1.1760950411386236e-10,1.2144805984625077e-18,1.1291270733901328e-12,1.7409992669889014e-30,7.219061789859663e-29,2.4281827436745352e-15,1.780469803416801e-30,4.9895375805455403e-17,8.292484048038096e-37,5.907375758471523e-29,6.662609364025107e-32,1.6146983560515127e-30,3.5989764345891916e-29,5.32220914489666e-38,5.105913258380301e-37,1.0814525262687078e-33,3.7586717196165307e-16,3.135763104941841e-13,1.0581233538154966e-19,2.605771144568505e-09,7.598299385690032e-10,4.2663207660860435e-11,9.074976554634226e-15,1.8657001416773408e-11,2.1395192761787123e-12
1.2042047423661514e-09,0.7216936281734696,1.953805407199326e-11,1.5288932686366477e-14,8.813916821592242e-15,4.905724118765815e-14,0.0,0.0,3.529501469262305e-09,1.5259068615832975e-14,2.856570008926965e-17,5.4388681270365054e-27,6.458239907249113e-20,1.0008024651278095e-43,8.051776508668517e-33,1.4379059502550314e-33,7.88097256439556e-34,3.3411242616062706e-13,1.458711055173533e-41,3.991981663872246e-25,9.796150825515107e-39,3.8948770657196027e-47,1.8882573291743396e-35,6.235107090709587e-35,8.162419442268268e-24,2.371036499218346e-46,1.9141129141567754e-47,1.5815511694307862e-51,1.3072795609129796e-70,1.8546294556065219e-59,1.1933637766566512e-22,5.689305757311846e-57,5.2460678345042044e-46,5.682195457215069e-56,3.76,0.0,0.6646115728350868,0.9992026555883633,1.223524216847618e-17,2.930422379941324e-45,2.7304181298985988e-05,1.8564506038213354e-05,5.156346200447558e-06,3.583167065594705e-06,0.0007973408811703469,1.8746096348391047e-11,3.4746422273976675e-19,1.2128948162715648e-10,1.2691018705158495e-18,1.2027491204185259e-12,2.0562030819999277e-30,8.403264540657737e-29,2.589394811502574e-15,2.1099062350478216e-30,5.295721588214986e-17,9.972000726675528e-37,6.882548668250923e-29,7.834357664400472e-32,1.9071017343449494e-30,4.1921090210819396e-29,6.392564527290823e-38,6.13690617753724e-37,1.3146497651161586e-33,3.939026237435582e-16,3.341125958996388e-13,1.1596522599743361e-19,2.6847902156570565e-09,7.817865722387991e-10,4.527009696870541e-11,9.925740858324034e-15,1.9802298527665234e-11,2.27448785319434e-12
1.2398984484126643e-09,0.7216937358428174,2.0698549505913714e-11,1.636481045337342e-14,9.614254021462689e-15,5.351867166030565e-14,0.0,0.0,3.6341009078618016e-09,1.6176887252614005e-14,3.127464518449199e-17,6.131039166296388e-27,7.075474139719788e-20,1.1982841135887676e-43,9.343303983691057e-33,1.6671791458820587e-33,9.167461794237984e-34,3.5530590269702833e-13,1.8453904297724544e-41,4.497303330590583e-25,1.2043316385094434e-38,4.929038370770659e-47,2.2050318206654953e-35,7.243814970027322e-35,8.93699270326369e-24,2.942073138319927e-46,2.2975745830713464e-47,2.008851594732287e-51,1.8147721831492747e-70,2.3629511791033833e-59,1.3071260846771428e-22,7.460651020581124e-57,6.485060264528529e-46,7.457780711387427e-56,3.76,0.0,0.6646107634276643,0.9991994423493215,1.3741761909579626e-17,3.6142887837169666e-45,2.8113485143121063e-05,1.914869072158064e-05,5.3107239501717475e-06,3.6539023526611663e-06,0.0008005540155516022,1.99005860968488e-11,3.796668300104385e-19,1.24905872222634e-10,1.324092643023371e-18,1.2787852781205592e-12,2.4172561492417184e-30,9.73860944359674e-29,2.756001797267355e-15,2.4884779047002887e-30,5.60973677942057e-17,1.1927609156941781e-36,7.983361794392675e-29,9.169886373965693e-32,2.24187746361092e-30,4.8614675873034964e-29,7.637362827078772e-38,7.336751755783867e-37,1.5894093639440548e-33,4.1197224265079964e-16,3.553060886723947e-13,1.2673428008352421e-19,2.7637760585489217e-09,8.036721648521948e-10,4.795195096167955e-11,1.082768044214326e-14,2.0981003449628086e-11,2.4136913397442157e-12
