Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66)
6.699248431305894e-06,0.7399121630075043,3.997613475091582e-05,4.735008733358669e-06,1.91680866223934e-05,0.00044525914937558676,0.0,0.0,3.542033744438226e-05,3.144557105903849e-07,5.401132882539191e-06,5.302133638346195e-11,3.865084785343256e-09,1.8348001082396423e-20,2.31714955972768e-16,1.5772161270982022e-16,1.725877834613635e-14,1.0462839450221912e-05,3.411757575590685e-15,1.6245716410191903e-11,4.328338088487561e-13,5.848040821482807e-19,1.533551290323884e-17,2.5701807171324756e-16,1.9896609113360654e-13,5.021174997685377e-18,4.6876695407789885e-19,2.2125221505529587e-22,2.333868700726134e-28,6.76409335811574e-28,3.4083171081267923e-12,1.3155452905132963e-24,1.9984545662879034e-19,3.244848099777604e-22,3.76,0.0,0.5279380101170424,0.9990049178100818,0.00014950888152312884,5.108866178200383e-18,0.1364039611422053,0.10816951039335114,0.02686092753125635,5.639148433375129e-06,0.0008333934086288759,0.0006535979239147105,2.7624624411820987e-09,3.8966423246983516e-10,1.0450379634428946e-14,3.6964082080857655e-05,6.813434427343571e-11,3.223817285931723e-11,1.0793070602260002e-07,7.02829286924258e-11,1.0209708628619408e-11,8.04049824824323e-17,5.275497694137291e-11,1.6693243425962072e-13,5.9352546639858244e-12,2.4085093694536646e-11,4.682765311589008e-18,4.7410425931062346e-17,2.995042787299949e-10,2.850520201922237e-12,1.0531048439794066e-05,1.5024376152314397e-05,2.190691764750998e-05,4.964002906042693e-06,0.0002129151688451454,0.00018939111112406342,0.000526670441593863,8.529965454418259e-06
6.808920169974427e-06,0.7401808920806243,4.154081280361511e-05,4.9399109046701315e-06,1.996416253644957e-05,0.00046673568153410614,0.0,0.0,3.660888740154746e-05,3.253822267917134e-07,5.656333500116984e-06,5.838985366059024e-11,4.120524900335197e-09,2.0745121359726256e-20,2.520779432350539e-16,1.736156545110664e-16,1.931753529744324e-14,1.0791883593883547e-05,3.743153428559776e-15,1.7030459997319588e-11,4.827077405938129e-13,6.529053669988426e-19,1.6973622590667345e-17,2.885284730850312e-16,2.1290748920921383e-13,5.890784813660732e-18,5.442061200002221e-19,2.650402804349921e-22,2.9561905964903154e-28,8.425133837316465e-28,3.634518996365738e-12,1.5845666350810563e-24,2.3281697038361348e-19,3.914401057910025e-22,3.76,0.0,0.5259206876206772,0.9989978856443053,0.00015712930443016404,5.995118681233917e-18,0.13839706253565331,0.10972009240070392,0.02725913894981388,5.6215815090651845e-06,0.0008333875299218333,0.0006743981851094665,2.851646042507603e-09,3.910254873688163e-10,1.0596269247579872e-14,3.80408542081751e-05,7.273880404351749e-11,3.440273588695091e-11,1.1186159751221126e-07,7.502427384559043e-11,1.0741397129670705e-11,8.580717602612396e-17,5.628273402056264e-11,1.7809638841411372e-13,6.332197991772171e-12,2.5693938918824465e-11,4.997385414243033e-18,5.0595793992828105e-17,3.2514325399227005e-10,2.891710270791159e-12,1.0864812995740434e-05,1.608108053464975e-05,2.269134778982058e-05,5.151895311970605e-06,0.00022135994779868014,0.00019886896869144763,0.0005530477384953623,8.94577744459607e-06
6.918591908642959e-06,0.7404487853104114,4.315185983625014e-05,5.15186876458364e-06,2.078553941194536e-05,0.00048895556881298,0.0,0.0,3.7832150039484715e-05,3.3659357172348706e-07,5.919031957664696e-06,6.422396237391485e-11,4.38999429594286e-09,2.342415649174552e-20,2.739606602335469e-16,1.9096816615288906e-16,2.159568683408434e-14,1.1125431343901179e-05,4.1014923434938175e-15,1.7839333230058072e-11,5.374502496461593e-13,7.277307981965902e-19,1.8769490864310145e-17,3.2351141129976105e-16,2.276418958650083e-13,6.896175520560524e-18,6.3050190328476355e-19,3.1691608779960504e-22,3.7345487060629826e-28,1.047149366871498e-27,3.873179724885229e-12,1.90428055735967e-24,2.7064680411608847e-19,4.712343897084171e-22,3.76,0.0,0.5239093319803705,0.9989906176832394,0.0001650324438751187,7.023270611396679e-18,0.14038296348794904,0.1112640114662891,0.02765611460100705,5.604062366174799e-06,0.0008333814545853309,0.0006954991765701348,2.9421392508503898e-09,3.923799478509828e-10,1.0741417173461447e-14,3.9128747144614645e-05,7.756695256646309e-11,3.667171564445674e-11,1.158896705755543e-07,7.999544241018597e-11,1.1296579197641313e-11,9.146925792097792e-17,5.997991871729928e-11,1.897965652793572e-13,6.7482076665581495e-12,2.7379962765332325e-11,5.327141128967498e-18,5.39344030171114e-17,3.524826675058209e-10,2.9327414137663746e-12,1.120335637276455e-05,1.7196683891117666e-05,2.349551775929588e-05,5.344767608741149e-06,0.00023003827800851092,0.00020867168876408196,0.0005803834591270587,9.37814859915091e-06
7.028263647311491e-06,0.7407158485762012,4.481044258621051e-05,5.371095521228468e-06,2.1632903755249493e-05,0.0005119366972930346,0.0,0.0,3.909108329466784e-05,3.4809793623753464e-07,6.189315089288839e-06,7.055785544674181e-11,4.674126430557393e-09,2.641503509326828e-20,2.9745938620527456e-16,2.0990269042755823e-16,2.4114142093281284e-14,1.1463450523680799e-05,4.488592743796192e-15,1.867267951070807e-11,5.97455937636388e-13,8.098323881898162e-19,2.07369030069126e-17,3.623107683454666e-16,2.4320535016552934e-13,8.056377269449425e-18,7.2904537719055265e-19,3.7827193222563883e-22,4.705747672472849e-28,1.2987566287715734e-27,4.124866557501795e-12,2.283478327592979e-24,3.13971079644685e-19,5.661551310249975e-22,3.76,0.0,0.5219038833522941,0.9989831075538012,0.0001732258006148149,8.214317415772019e-18,0.14236168621566594,0.1128012842975965,0.028051859175688133,5.586590424063691e-06,0.0008333751773030038,0.0007168997595934773,3.0339371165905947e-09,3.9372761196402626e-10,1.0885826073407435e-14,4.022759383898356e-05,8.262542592470155e-11,3.9048182725158955e-11,1.2001732710065462e-07,8.520322789978186e-11,1.1876138511886541e-11,9.739877788448318e-17,6.38514869191633e-11,2.0204865130318013e-13,7.1838414634857394e-12,2.914541968762551e-11,5.672472139579679e-18,5.743070461564175e-17,3.81603025721547e-10,2.9736143699657525e-12,1.1546660139936902e-05,1.8373737853836615e-05,2.431983184398616e-05,5.542724328744788e-06,0.0002389551792746834,0.0002188060156471253,0.0006087018929972025,9.827612172699549e-06
7.247607124648556e-06,0.7412475088828328,4.8275018522427123e-05,5.832239191284492e-06,2.3408429471208356e-05,0.0005602559292776886,0.0,0.0,4.1719886183709725e-05,3.7201970005249443e-07,6.75297999328531e-06,8.48724444108758e-11,5.289028969447376e-09,3.34667284210722e-20,3.4971649152566388e-16,2.530615184330467e-16,2.996469541691159e-14,1.2152771888720501e-05,5.356872064201673e-15,2.0414171778079618e-11,7.349665927215133e-13,9.982587044365478e-19,2.5247084888546072e-17,4.528902584085396e-16,2.769700959820232e-13,1.0929589248273296e-17,9.69248617337941e-19,5.361520575321835e-22,7.417129564394053e-28,1.9857991493748103e-27,4.669693239301614e-12,3.2627235242267176e-24,4.200250412781562e-19,8.124954305745458e-22,3.76,0.0,0.5179104652397638,0.998967334511982,0.00019051399255228698,1.1183919259270431e-17,0.1462976848936522,0.11585595659703324,0.028839673856946944,5.551785790777648e-06,0.0008333619949802047,0.0007605951543855028,3.22142706085081e-09,3.9640254019636574e-10,1.1172437204666883e-14,4.2457487556810304e-05,9.346021856178221e-11,4.413600936499565e-11,1.285814966920937e-07,9.635615411754286e-11,1.3112068346786559e-11,1.1009066587819173e-16,7.213783365679595e-11,2.282720445484327e-13,8.116239120120288e-12,3.292375774725485e-11,6.411638292824602e-18,6.491438950530518e-17,4.455200177816967e-10,3.054888653680608e-12,1.2247475548588966e-05,2.0922842598814466e-05,2.6030552429235274e-05,5.954320558368526e-06,0.0002575253426256913,0.00024009692401551002,0.0006683864698256775,1.0780019495879817e-05
7.445016254251914e-06,0.7417232242845508,5.1567975508404364e-05,6.274393968623136e-06,2.5102533020296725e-05,0.0006065331664734594,0.0,0.0,4.421779458311128e-05,3.946386066095125e-07,7.2870783057605835e-06,9.985276290866588e-11,5.89942540131534e-09,4.124297972803003e-20,4.033518257394276e-16,2.987650492801501e-16,3.6300499119483346e-14,1.2788119816130886e-05,6.257115946182697e-15,2.2068688006632838e-11,8.812372638578382e-13,1.1990499098990823e-18,3.0054974439707506e-17,5.515787083176902e-16,3.105824121392487e-13,1.4288863459288614e-17,1.2447584486039503e-18,7.29733999614843e-22,1.1081509085005857e-27,2.8906325517888353e-27,5.210716168935101e-12,4.46760161498171e-24,5.4227263690465945e-19,1.1175675475064383e-21,3.76,0.0,0.5143359801397409,0.9989522433699692,0.00020714456619930425,1.4688949475750226e-17,0.14981575306967962,0.11858259299933294,0.029544543851740795,5.520617103091005e-06,0.0008333493841870858,0.0008009342253540721,3.3945804429322953e-09,3.987866997220044e-10,1.1427885480621582e-14,4.450020746584454e-05,1.040671415427689e-10,4.911406431095992e-11,1.3665599621114712e-07,1.0727250874229877e-10,1.4317241936366716e-11,1.2250509630307102e-16,8.024261181545592e-11,2.539210238505692e-13,9.028214839607024e-12,3.661897390859132e-11,7.134645120275313e-18,7.223447160638637e-17,5.099907263654432e-10,3.1275018245720253e-12,1.2894306796268495e-05,2.3454618504050947e-05,2.764332584831905e-05,6.343241383729786e-06,0.00027510710174925466,0.0002604623843203175,0.0007257171117724066,1.1701280876852598e-05
7.642425383855272e-06,0.7421963434449048,5.503435547818485e-05,6.743702907653734e-06,2.6892338439192937e-05,0.0006555708739677354,0.0,0.0,4.6847032293342426e-05,4.1834564136126003e-07,7.84707810341888e-06,1.1708749787981544e-10,6.5682753701264886e-09,5.0643196182434084e-20,4.639760320198736e-16,3.520069441227706e-16,4.383045657922203e-14,1.3437430045391628e-05,7.283851856836618e-15,2.3807909979046043e-11,1.0519688504294523e-12,1.4338093996477715e-18,3.5688417316768235e-17,6.695363335238052e-16,3.4750291127110723e-13,1.8572070584675993e-17,1.5898393171757417e-18,9.881195295896667e-22,1.6437115010219443e-27,4.1821719746591494e-27,5.803760999248472e-12,6.0796861665268835e-24,6.960705250553615e-19,1.5284592320060496e-21,3.76,0.0,0.5107796795058278,0.9989362611310559,0.0002248398032587315,1.9203869427211122e-17,0.15331090039260734,0.1212879415603036,0.03024549815553961,5.4895920460427736e-06,0.0008333360302724465,0.000842226343314692,3.571884288659683e-09,4.0114877997654483e-10,1.1680978519087844e-14,4.657588518128162e-05,1.1552644612750244e-10,5.448945583554341e-11,1.4509522169814202e-07,1.1906410781034335e-10,1.5616505502345567e-11,1.3590641944900778e-16,8.899157721698124e-11,2.816088261636637e-13,1.0012684829569117e-11,4.060757187784294e-11,7.915127427432913e-18,8.013646633339671e-17,5.815889990515491e-10,3.1996137438169926e-12,1.3556278949930695e-05,2.622931554014216e-05,2.9328047883735477e-05,6.750366337030931e-06,0.0002935451528227889,0.0002820113954948951,0.0007866319935534425,1.2686867229315399e-05
7.83983451345863e-06,0.7426669017970257,5.868197496192856e-05,7.241643332326537e-06,2.878251766513925e-05,0.0007074861870919629,0.0,0.0,4.961387421742328e-05,4.431978467466234e-07,8.433468862075996e-06,1.3686364602082226e-10,7.300170160753661e-09,6.197378943609707e-20,5.323663088763819e-16,4.139364556877911e-16,5.275564358427199e-14,1.4100494221871455e-05,8.45193287992646e-15,2.5633906299113753e-11,1.2505400139570112e-12,1.7072914509657162e-18,4.227608718473563e-17,8.101369574908633e-16,3.879922361793864e-13,2.4005979185648084e-17,2.0200647570747326e-18,1.3314029164523043e-21,2.4213374190562357e-27,6.015583757725246e-27,6.452951482048703e-12,8.22507396583616e-24,8.8861715022118e-19,2.079083731214571e-21,3.76,0.0,0.5072411951853859,0.9989193446375945,0.00024364971744421894,2.4996696586446618e-17,0.1567832493264842,0.12397208848952565,0.030942564225622495,5.458707014248819e-06,0.0008333218972348663,0.0008844649285665529,3.753310001967269e-09,4.034887463721808e-10,1.1931730090808464e-14,4.8683597659708685e-05,1.2787908682704095e-10,6.028111050422753e-11,1.5391707780453315e-07,1.3177284405956348e-10,1.7016132366636187e-11,1.5034094616516782e-16,9.841525652056286e-11,3.1143207553814885e-13,1.1073084833229604e-11,4.49034361455853e-11,8.75578228441484e-18,8.864768038712182e-17,6.608684527098439e-10,3.2712285527968697e-12,1.4233287563449938e-05,2.9265216319603633e-05,3.108738935338248e-05,7.176388651906208e-06,0.00031287297651613077,0.0003047867300315742,0.000851290998129434,1.374041685355383e-05
8.037243643061988e-06,0.7431349351372296,6.251895443624593e-05,7.769766277740885e-06,3.077794898997465e-05,0.0007624001771778178,0.0,0.0,5.2524801531800134e-05,4.692552273787007e-07,9.046736461755072e-06,1.5949905076237497e-10,8.0999882185503e-09,7.559373958955571e-20,6.093748391501091e-16,4.85865784142878e-16,6.330747768261442e-14,1.4777096949862546e-05,9.777700159782039e-15,2.7548772138186528e-11,1.4807084085268907e-12,2.024792533252943e-18,4.9964945914717857e-17,9.772852142266546e-16,4.3232718712746805e-13,3.0867002941909433e-17,2.5540964371002003e-18,1.7854587717534907e-21,3.5434873450150234e-27,8.604434653860794e-27,7.162672472320773e-12,1.1065531602205015e-23,1.1285624530358768e-18,2.8134194068157103e-21,3.76,0.0,0.503720153051818,0.9989014488454084,0.0002636262919562354,3.240120343312376e-17,0.1602329202317878,0.12663511651195844,0.031635769609710415,5.427958333988349e-06,0.0008333069474992759,0.000927643417700182,3.938829058937799e-09,4.0580655713655947e-10,1.2180153437128881e-14,5.0822436119559935e-05,1.411666202421856e-10,6.650822646479133e-11,1.63140746515355e-07,1.4544121632079765e-10,1.8522756046499912e-11,1.6585558404715592e-16,1.0854460869971012e-10,3.43488764556971e-13,1.2212899257740637e-11,4.952064722118293e-11,9.65934151442806e-18,9.779577233223477e-17,7.48407795232139e-10,3.3423503493609743e-12,1.4925229052623773e-05,3.258170547266519e-05,3.2924112270697525e-05,7.622026197833066e-06,0.0003331253102657243,0.0003288322160591946,0.0009198596628978192,1.4865731565628042e-05
8.234652772665346e-06,0.7436004796309932,6.65537213078525e-05,8.32969910017943e-06,3.2883722190340363e-05,0.000820437939318371,0.0,0.0,5.558650344861268e-05,4.965808924170734e-07,9.687363816594736e-06,1.853452227356954e-10,8.972907251284122e-09,9.192284450988415e-20,6.959352031791876e-16,5.692914043316912e-16,7.575180731466844e-14,1.54670152863246e-05,1.1279116554096913e-14,2.95546326658571e-11,1.7466448204198732e-12,2.3922013529068354e-18,5.89226087702003e-17,1.1754914929864625e-15,4.80801405540785e-13,3.9490866147862733e-17,3.2142254761194144e-18,2.383479074556701e-21,5.1533097691899e-27,1.2241408094637858e-26,7.937580989521407e-12,1.480783768865831e-23,1.4262656013966089e-18,3.788266961124182e-21,3.76,0.0,0.5002161728331612,0.9988825267559653,0.00028482354808561907,4.183181245521782e-17,0.16366003134696958,0.12927710475818294,0.032325141978830754,5.397342261220694e-06,0.0008332911418603773,0.0009717552628595049,4.1284130046749386e-09,4.0810216310929424e-10,1.2426261259503787e-14,5.299150577263022e-05,1.554311818692973e-10,7.31902626382646e-11,1.7278675911781002e-07,1.6011230550562894e-10,2.0143386699910388e-11,1.824978082034898e-16,1.1941100756920466e-10,3.778781990228742e-13,1.3435659207327752e-11,5.447347368384981e-11,1.0628569991262647e-17,1.0760873536016483e-16,8.448111022945707e-10,3.412983190817963e-12,1.5632000686362793e-05,3.619932532463729e-05,3.4841069339660594e-05,8.08802149489146e-06,0.00035433815852026586,0.0003541927587388003,0.000992509337812977,1.6066780785453065e-05
8.432061902268704e-06,0.7440635718265495,7.079501173855403e-05,8.923148047766567e-06,3.5105143260929944e-05,0.0008817286732088836,0.0,0.0,5.880587814015148e-05,5.252412094066524e-07,1.035583152094485e-05,2.1479038684973296e-10,9.924416157926013e-09,1.114513095192558e-19,7.930693210301612e-16,6.659179917572648e-16,9.039349359367132e-14,1.617001821315997e-05,1.2975911705118454e-14,3.165364648920089e-11,2.052969850294652e-12,2.8160528066766288e-18,6.934000757152585e-17,1.409956492214793e-15,5.337260507674511e-13,5.0283968095316207e-17,4.0269995863601506e-18,3.167892720718947e-21,7.449812236119112e-27,1.7325849648545315e-26,8.782617169375941e-12,1.9715471895670534e-23,1.7940925961826907e-18,5.076710467177666e-21,3.76,0.0,0.4967288679541727,0.9988625293485905,0.00030729761377888275,5.380164139614924e-17,0.16706469877046642,0.13189812865032255,0.03301070916340221,5.36685497973164e-06,0.0008332744394260924,0.001016793930964845,4.322033450008758e-09,4.1037550754039467e-10,1.2670065708539114e-14,5.5189925559034264e-05,1.707154631565167e-10,8.034692802691782e-11,1.828770714433333e-07,1.7582975085155703e-10,2.1885427867957397e-11,2.0031563231906611e-16,1.3104622450103273e-10,4.1470094324343677e-13,1.474494053768538e-11,5.977636431978777e-11,1.1666263954083419e-17,1.1811488022709537e-16,9.50708076947373e-10,3.483131097223977e-12,1.635350057854816e-05,4.013983361648994e-05,3.684120299157186e-05,8.575141620478641e-06,0.0003765487986409375,0.0003809143584744159,0.001069417337599201,1.7347705231012306e-05
8.629471031872063e-06,0.7445242486610995,7.525187114013801e-05,9.551900764193309e-06,3.7447738685729544e-05,0.0009464057559938628,0.0,0.0,6.21900327228622e-05,5.553059695594223e-07,1.105261851099703e-05,2.482627674023449e-10,1.0960326637282886e-08,1.3475050717113735e-19,9.0189484754428e-16,7.776852397327129e-16,1.0758152670679285e-13,1.6885866088751357e-05,1.4889739492420545e-14,3.384800906594775e-11,2.4047932512511637e-12,3.3035860263165398e-18,8.143432585878717e-17,1.686666327056797e-15,5.914304587332553e-13,6.37366928849632e-17,5.0239475321083065e-18,4.192751970072974e-21,1.070835221859551e-26,2.4400386230871164e-26,9.703014938312526e-12,2.6122658851726703e-23,2.2467606630936906e-18,6.772443172428943e-21,3.76,0.0,0.493257845393953,0.99884140551308,0.0003311067918384601,6.894428798086895e-17,0.17044703644336476,0.13449825978380098,0.03369249919274289,5.336492599430715e-06,0.0008332567975613458,0.0010627529028965164,4.519662068032695e-09,4.1262652589182145e-10,1.2911578372636294e-14,5.7416827885677026e-05,1.8706268881095882e-10,8.799817113303898e-11,1.934351423383924e-07,1.9263772642148098e-10,2.3756693148076708e-11,2.1935757999223866e-16,1.434824113145342e-10,4.540587658682525e-13,1.614436193001194e-11,6.544394033791457e-11,1.2775249338155786e-17,1.2934281835329342e-16,1.0667542926017067e-09,3.5527980550112504e-12,1.708962768060759e-05,4.4426263176132496e-05,3.892754392920917e-05,9.08417799808956e-06,0.0003997957819243989,0.0004090441256054492,0.0011507670867338625,1.8712820135638824e-05
8.82688016147542e-06,0.7449825474687872,7.993365316830886e-05,1.0217828693989481e-05,3.991725915387566e-05,0.0010146068057690634,0.0,0.0,6.574628217152614e-05,5.868485646907594e-07,1.1778202741818139e-05,2.8623413009140356e-10,1.2086784320158774e-08,1.6248522362420417e-19,1.0236330907419111e-15,9.067977360162223e-16,1.2771473393430663e-13,1.7614310078776486e-05,1.7044348836662107e-14,3.6139956066715623e-11,2.807756122064253e-12,3.8628068556727895e-18,9.545226477362689e-17,2.012499447273377e-15,6.542627746631875e-13,8.043897515857144e-17,6.242411850097186e-18,5.5266929265122595e-21,1.5308198410435804e-26,3.419933782818484e-26,1.0704312304064729e-11,3.445191684000292e-23,2.801735708751242e-18,8.995158494752443e-21,3.76,0.0,0.48980270556167593,0.9988191019830761,0.0003563116274324211,8.804008047416146e-17,0.17380715613290926,0.13707756580494249,0.03437054033830301,5.306251154825693e-06,0.0008332381718324864,0.001109625672636963,4.721270590463233e-09,4.148551456434698e-10,1.3150810266246872e-14,5.9671358368435586e-05,2.045165943363811e-10,9.616416948133516e-11,2.0448601543012e-07,2.1058091783601877e-10,2.5765422821578893e-11,2.396726563080749e-16,1.567520833306137e-10,4.960545862455742e-13,1.7637582983517503e-11,7.149098765986615e-11,1.395838011932311e-17,1.4132144506168587e-16,1.1936314191811297e-09,3.6219880209758266e-12,1.784028177489226e-05,4.9082983522061884e-05,4.1103209117544505e-05,9.615946054910284e-06,0.0004241189290682735,0.0004386302911148226,0.001236748255658831,2.0166617897232925e-05
9.024289291078779e-06,0.7454385059854174,8.485001702889479e-05,1.0922889364763145e-05,4.251968261038652e-05,0.0010864737343563575,0.0,0.0,6.94821470367438e-05,6.199461756452319e-07,1.2533061878816914e-05,3.2922359504123006e-10,1.331027926547742e-08,1.9542786132503307e-19,1.1596175469411715e-15,1.0557581883968898e-15,1.5124813061732585e-13,1.8355091567313762e-05,1.946576876308706e-14,3.853176666754684e-11,3.2680760985718595e-12,4.502555042386407e-18,1.1167370268618542e-16,2.3953465678079378e-15,7.225905551323365e-13,1.0109845387847147e-16,7.72650474822654e-18,7.256596115331488e-21,2.1769451371275184e-26,4.771255019711709e-26,1.1792361170473001e-11,4.523582864537601e-23,3.479689135394221e-18,1.1897245492862876e-20,3.76,0.0,0.48636304219305354,0.9987955632706618,0.0003829749745059001,1.120476240856423e-16,0.17714516741707917,0.13963611028460604,0.03504486116086446,5.276126603701599e-06,0.0008332185159527183,0.0011574057463706715,4.926830803818833e-09,4.1706128610511696e-10,1.3387771817743931e-14,6.195267557816824e-05,2.2312140377576187e-10,1.0486531923657995e-10,2.160564041218107e-07,2.29704499213109e-10,2.792030051837032e-11,2.6131031962653125e-16,1.708881025786775e-10,5.407924212615712e-13,1.922830232508533e-11,7.79324492795834e-11,1.5218536671003336e-17,1.5407992294317594e-16,1.3320474328852652e-09,3.690704926643431e-12,1.8605363468926986e-05,5.413576428136689e-05,4.337139915618462e-05,1.0171284730300889e-05,0.00044955931941816866,0.0004697222129174086,0.0013275568865454622,2.171377006795618e-05
9.221698420682137e-06,0.7458921623518245,9.001092287937454e-05,1.1669128520492157e-05,4.5261216528793463e-05,0.0011621527878140653,0.0,0.0,7.34053498241742e-05,6.546799720910155e-07,1.3317674002640505e-05,3.778017377524136e-10,1.463765564623079e-08,2.344744371340294e-19,1.3113030062806603e-15,1.2274044390199963e-15,1.78699972349507e-13,1.91079415492271e-05,2.2182508760459044e-14,4.102576673927171e-11,3.792595718301098e-12,5.2325764527416475e-18,1.304157203198516e-16,2.844244996645265e-15,7.968013261010051e-13,1.265616010901977e-16,9.5282042865208e-18,9.492101521857611e-21,3.0802314211439576e-26,6.626925425418682e-26,1.2973336489644091e-11,5.914319962982459e-23,4.305021280792545e-18,1.5672079560295367e-20,3.76,0.0,0.48293844227048355,0.9987707316026645,0.00041116206064564017,1.4214162687534528e-16,0.1804611776704709,0.1421739525880309,0.0357154905619866,5.246114826035028e-06,0.0008331977817289617,0.0012060866415406044,5.136314545412604e-09,4.1924485823600863e-10,1.362247285699273e-14,6.425995079072962e-05,2.4292180765023504e-10,1.1412222490725374e-10,2.28174779772726e-07,2.500541103043228e-10,3.023046946261057e-11,2.8432045354988943e-16,1.8592366114071692e-10,5.883773326147388e-13,2.0920255734415673e-11,8.478341768484196e-11,1.6558624131625252e-17,1.676476653276586e-16,1.482736809728883e-09,3.758952683075083e-12,1.9384774190620133e-05,5.961184030886378e-05,4.573539497104641e-05,1.0751055819795576e-05,0.0004761592732469311,0.0005023703772272858,0.001423395506754445,2.335912858193662e-05
9.419107550285495e-06,0.7463435551147055,9.542662510310665e-05,1.2458682069340445e-05,4.8148299294723784e-05,0.0012417945730512823,0.0,0.0,7.752380988695497e-05,6.911353234940017e-07,1.413251832617472e-05,4.325949949828949e-10,1.6076120418856445e-08,2.8066253794929976e-19,1.4802752299530067e-15,1.424950593224146e-15,2.106595684246818e-13,1.987258000517271e-05,2.5225775581813913e-14,4.362433189150519e-11,4.388834134066e-12,6.063600631329716e-18,1.5203703712286566e-16,3.369528843199249e-15,8.773030836612056e-13,1.5783826216260558e-16,1.1708608896118471e-17,1.2371162969093667e-20,4.337260203368595e-26,9.164788511398586e-26,1.4253744555595065e-11,7.70111964285442e-23,5.306460478033506e-18,2.0564258066916846e-20,3.76,0.0,0.47952848597000713,0.9987445468592165,0.00044094054989981326,1.7975815443854245e-16,0.18375529205174013,0.1446911477411328,0.0363824578399775,5.21621162317619e-06,0.0008331759190105955,0.001255661885860044,5.349693699153855e-09,4.214057644739271e-10,1.3854922602664645e-14,6.659236774119298e-05,2.639629410858885e-10,1.2395568913058e-10,2.4087146298191465e-07,2.7167583381684913e-10,3.2705548223393067e-11,3.0875333904106066e-16,2.0189226462177792e-10,6.389153744906634e-13,2.2717214283408516e-11,9.205912733569913e-11,1.7981570780846703e-17,1.8205431984397587e-16,1.6464607030314165e-09,3.826735186128961e-12,2.017841618452419e-05,6.553997836248389e-05,4.819855376417172e-05,1.1356143140766895e-05,0.000503962326278263,0.0005366263944816118,0.0015244732279939249,2.510772610381473e-05
9.616516679888853e-06,0.7467927232251088,0.00010110766322550564,1.3293777803753225e-05,5.1187600576328804e-05,0.0013255540687827827,0.0,0.0,8.184563667281122e-05,7.294020210234715e-07,1.4978075922095604e-05,4.942903937690918e-10,1.763325074606361e-08,3.3519198912694787e-19,1.668261297359543e-15,1.6520325379874706e-15,2.47795920347187e-13,2.064871526078928e-05,2.8629707699507706e-14,4.6329890334404724e-11,5.06504236641975e-12,7.007424078224255e-18,1.7694295347894363e-16,3.9829967356645025e-15,9.64524730264271e-13,1.9613010320005869e-16,1.4339369354691394e-17,1.6066863904607245e-20,6.078852218196744e-26,1.2621939880671062e-25,1.5640430296122504e-11,9.988488443762038e-23,6.517747681504198e-18,2.68822000118662e-20,3.76,0.0,0.47613274663844846,0.9987169465151571,0.00047238060301525687,2.266486530186251e-16,0.18702761349287472,0.14718774629351367,0.03704579275068224,5.186412717333724e-06,0.0008331528756405683,0.0013061250162785907,5.566940191153028e-09,4.235438985757309e-10,1.4085129649296752e-14,6.89491223825207e-05,2.862903621117437e-10,1.3438670253523588e-10,2.541787178796597e-07,2.9461617290390694e-10,3.535564610477376e-11,3.346596266915572e-16,2.1882771574095043e-10,6.925135416167962e-13,2.4622982489046175e-11,9.977494719766846e-11,1.9490326424493163e-17,1.9732975206814156e-16,1.8240071049072673e-09,3.894056322195234e-12,2.0986192509247308e-05,7.195054517301277e-05,5.076430414966255e-05,1.198745149848052e-05,0.0005330131956219781,0.0005725429892556671,0.001631005829022351,2.696477537872982e-05
