Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964)
3.514320123421838e-18,0.49080702623268496,0.0,1.4124292520000312e-30,0.0,0.0,0.0,0.0,0.0,0.0,6.844849744617617e-50,1.6205638102884016e-70,0.0,7.145273390374439e-117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980385,0.9999999999996464,0.0,0.0,9.507918921657348e-18,6.048139279667916e-18,2.681878199803807e-18,7.779014421856233e-19,3.536399477493334e-13,4.724741856296536e-37,2.370288421607436e-57,1.1806440101175796e-33,5.124204370353747e-40,5.087731648499305e-35,7.3907232625372776e-90,9.086312012046247e-89,1.1177849055313076e-39,1.182327926723878e-90,8.379798042294384e-43,9.845169110751624e-104,5.786616456050069e-89,6.015234042549787e-92,1.6718195847544683e-90,4.700905347993874e-89,7.474503324710775e-105
7.031693522363589e-18,0.49080702623268496,0.0,2.8260856385166037e-30,0.0,0.0,0.0,0.0,0.0,0.0,5.480041765140835e-49,2.5950135398358826e-69,0.0,2.289310368194858e-115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980385,0.9999999999992925,0.0,0.0,1.9024098415792243e-17,1.210153324221539e-17,5.3660864414861144e-18,1.5564787320907323e-18,7.075871367384851e-13,1.891128045864157e-36,1.897671974195973e-56,4.725652846782553e-33,2.0510171478102048e-39,2.0364185636260482e-34,2.368739744625897e-88,2.9121789005919856e-87,4.4740526697928345e-39,3.78938173548666e-89,3.35410305435432e-42,6.310947173364369e-102,1.8546207004505552e-87,1.9278930436913926e-90,5.358211070027514e-89,1.5066483911159973e-87,4.791303745844066e-103
1.4066440320247095e-17,0.49080702623268496,0.0,5.653398418268232e-30,0.0,0.0,0.0,0.0,0.0,0.0,4.3856989211127764e-48,4.153711669810218e-68,0.0,7.330313134459784e-114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980385,0.9999999999985846,0.0,0.0,3.8056457404062033e-17,2.420832116917398e-17,1.0734502924856861e-17,3.113633310031178e-18,1.4154815009469932e-12,7.566975492467122e-36,1.518714320731349e-55,1.890876650869743e-32,8.206740112534479e-39,8.14832683727247e-34,7.585905405602987e-87,9.326273015900943e-86,1.7902038531757053e-38,1.213552140140734e-87,1.342078113128953e-41,4.042221416529116e-100,5.9394355848521025e-86,6.1740908123573395e-89,1.7159708195856373e-87,4.8250518689001545e-86,3.068875414459041e-101
2.8135933916014106e-17,0.49080702623268496,0.0,1.1308024004645424e-29,0.0,0.0,0.0,0.0,0.0,0.0,3.5092254977945017e-47,6.647291041036796e-67,0.0,2.34642367466081e-112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980385,0.9999999999971688,0.0,0.0,7.612117538060163e-17,4.842189703054569e-17,2.1471335891622873e-17,6.227942458432984e-18,2.8312701742848285e-12,3.0272829293664023e-35,1.215202202583993e-54,7.564737607314446e-32,3.283230394023388e-38,3.259861341893437e-33,2.4284402542813682e-85,2.9855759324633377e-84,7.161981226749014e-38,3.8848875743038726e-86,5.369186355159191e-41,2.5880510351977638e-98,1.9013635887355414e-84,1.9764826909232517e-87,5.493256890188711e-86,1.5446211721930125e-84,1.9648617384379198e-99
5.627492110754812e-17,0.49080702623268496,0.0,2.2617275284895546e-29,0.0,0.0,0.0,0.0,0.0,0.0,2.8076469949557417e-46,1.0636747783521546e-65,0.0,7.50971360753802e-111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980384,0.9999999999943372,0.0,0.0,1.5225061133368076e-16,9.684904878310726e-17,4.2945001825252965e-17,1.245656072532025e-17,5.6628473006437964e-12,1.2110117255566283e-34,9.72254070560308e-54,3.0261411045472964e-31,1.3133990099305522e-37,1.3040506775967273e-32,7.772530065165452e-84,9.555713066053294e-83,2.8650257321049417e-37,1.243407467409041e-84,2.1478493313544545e-40,1.656682138610198e-96,6.085554443096989e-83,6.325982798366603e-86,1.7581864044202125e-84,4.943755276380026e-83,1.2577616545586816e-97
1.1255289549061616e-16,0.490807026232685,0.0,4.5235778275378793e-29,0.0,0.0,0.0,0.0,0.0,0.0,2.2462242785606237e-45,1.7019662481994856e-64,0.0,2.4032936791950193e-109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980383,0.9999999999886741,0.0,0.0,3.0450948323983905e-16,1.9370335240750291e-16,8.589233369290548e-17,2.49137971394294e-17,1.1326000672095054e-11,4.844244019392094e-34,7.778401821902284e-53,1.210505530550465e-30,5.253809551237421e-37,5.216415094703128e-32,2.487453108559001e-82,3.0581274170240554e-81,1.1460569923772003e-36,3.9792939393103726e-83,8.591746886963066e-40,1.0603820384899733e-94,1.9475679885791507e-81,2.024512703732999e-84,5.6267478176853045e-83,1.5821565126134418e-81,8.050475346940546e-96
2.2510884425675225e-16,0.49080702623268496,0.0,9.047278597627768e-29,0.0,0.0,0.0,0.0,0.0,0.0,1.7970221581665658e-44,2.7232153711873606e-63,0.0,7.690836732307941e-108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.559169268898038,0.9999999999773478,0.0,0.0,6.090272270521554e-16,3.874119601333846e-16,1.7178699742977967e-16,4.9828269488986183e-17,2.2652303889931948e-11,1.9377370339135304e-33,6.222869170395714e-52,4.842119298647011e-30,2.1015663629681447e-36,2.0866085915642673e-31,9.222180637758162e-81,1.1337942926328366e-79,4.584321766989659e-36,1.4753153350457903e-81,3.436768644751792e-39,7.845884592897679e-93,7.220567247105334e-80,7.505838986877313e-83,2.0861054445379754e-81,5.865811997237393e-80,5.956636249994385e-94
4.502207417890244e-16,0.490807026232685,0.0,1.8094680825780775e-28,0.0,0.0,0.0,0.0,0.0,0.0,1.4376349187132504e-43,4.35720038087084e-62,0.0,2.4611154975539994e-106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980374,0.9999999999546951,0.0,0.0,1.2180627146767873e-15,7.748291774935091e-16,3.4357632490980487e-16,9.965721227345373e-17,4.530489622535206e-11,7.75102700484334e-33,4.978354431793703e-51,1.9368663527065454e-29,8.40634925285213e-36,8.346520082890655e-31,2.9637799257954564e-79,3.64373286384986e-78,1.83374778385788e-35,4.741299762355195e-80,1.3747214171484903e-38,5.053247832658878e-91,2.320510718865685e-78,2.412190498007817e-81,6.704227631595127e-80,1.885126136992657e-78,3.836451995839827e-92
9.004445368535688e-16,0.4908070262326851,0.0,3.6189488033981954e-28,0.0,0.0,0.0,0.0,0.0,0.0,1.1501149684079128e-42,6.971566157245424e-61,0.0,7.87564748911801e-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980362,0.9999999999093901,0.0,0.0,2.436133689926049e-15,1.549663619847202e-15,6.871549798949627e-16,1.9931509018380538e-16,9.061002449524778e-11,3.1004265887845657e-32,3.9827071990455443e-50,7.747496259774848e-29,3.3625554336309586e-35,3.3386256633673675e-30,9.485459956580927e-78,1.1661618883675926e-76,7.335031828916673e-35,1.517435762589637e-78,5.498913436250334e-38,3.2348553916014245e-89,7.42670016124289e-77,7.720120998728052e-80,2.1456630830042627e-78,6.033269895496774e-77,2.4559190745832844e-90
1.800892126982657e-15,0.4908070262326854,0.0,7.237911345798265e-28,0.0,0.0,0.0,0.0,0.0,0.0,9.200950385413366e-42,1.1154545227381128e-59,0.0,2.520220624964402e-103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980338,0.9999999998187801,0.0,0.0,4.872275640424562e-15,3.0993325350883577e-15,1.3743122899657075e-15,3.9863081537017967e-16,1.812200554318228e-10,1.2401738032416517e-31,3.186175245131355e-49,3.0989995395572753e-28,1.3450244977331945e-34,1.3354541808427557e-29,3.035377387883458e-76,3.731752966119104e-75,2.9340229016309704e-34,4.8558530076999e-77,2.199570807267284e-37,2.070335488629276e-87,2.3765662624172165e-75,2.4704640053421394e-78,6.866200761763522e-77,1.9306646518741835e-75,1.5718095747430314e-88
2.701339717111746e-15,0.49080702623268563,0.0,1.0856874988960536e-27,0.0,0.0,0.0,0.0,0.0,0.0,2.6308993705669645e-41,4.105617056182828e-59,0.0,1.1790166184025763e-102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980313,0.9999999997281702,0.0,0.0,7.308417590923065e-15,4.6490014808632806e-15,2.0614696001368816e-15,5.979465099222295e-16,2.718298607657432e-10,2.6353713233654356e-31,9.110476837330463e-49,6.585368892932182e-28,2.858177669478535e-34,2.8378431298963604e-29,1.3419109231127293e-75,1.6497714057330752e-74,6.234807892092618e-34,2.1467274586539535e-76,4.674091867673432e-37,1.1080078183123864e-86,1.050656642667844e-74,1.0921683232806217e-77,3.0354827763279293e-76,8.535279576755636e-75,8.412053694591555e-88
3.6017873072408345e-15,0.4908070262326858,0.0,1.4475839732887368e-27,0.0,0.0,0.0,0.0,0.0,0.0,5.54933230876975e-41,1.0412739912947547e-58,0.0,3.803596788396543e-102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980289,0.9999999996375606,0.0,0.0,9.744559541421557e-15,6.198670457171962e-15,2.748626910408484e-15,7.972621738399598e-16,3.624394404975705e-10,4.4956352283072465e-31,1.9216642409451935e-48,1.1233853193747893e-27,4.875714423272982e-34,4.8410298645525996e-29,4.585682662898754e-75,5.6377266602945375e-74,1.0635860516259856e-33,7.335968462910654e-76,7.973455061771455e-37,4.18688735636443e-86,3.590385265124125e-74,3.732243045878775e-77,1.0373092575131209e-75,2.9167419463670103e-74,3.178706966132843e-87
5.402682487499012e-15,0.49080702623268635,0.0,2.171377180417731e-27,0.0,0.0,0.0,0.0,0.0,0.0,1.5156960280977413e-40,3.641388360277532e-58,0.0,2.0936810620697182e-101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.559169268898024,0.999999999456342,0.0,0.0,1.4616843442418514e-14,9.298008481450184e-15,4.122941531187391e-15,1.1958934297785622e-15,5.43658070488668e-10,9.307645398003184e-31,5.248663339666409e-48,2.325822049172716e-27,1.0094543621169862e-33,1.0022746834905039e-28,2.819626997608455e-74,3.4665028218465916e-73,2.2020235773276424e-33,4.510716661770204e-75,1.6508039201074318e-36,3.024955647885171e-85,2.2076417196409113e-73,2.294867620396332e-76,6.37817204887918e-75,1.793434717606062e-73,2.2965623324315985e-86
7.20357766775719e-15,0.4908070262326868,0.0,2.8951707923394593e-27,0.0,0.0,0.0,0.0,0.0,0.0,3.17134508464103e-40,9.098842898520379e-58,0.0,6.719186009382403e-101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980191,0.9999999992751242,0.0,0.0,1.9489127343415433e-14,1.2397346618011893e-14,5.4972561523356124e-15,1.5945245730638844e-15,7.248758708650731e-10,1.5829870609073636e-30,1.0981962221741393e-47,3.955606160964861e-27,1.7168166412496388e-33,1.7046080341417636e-28,9.465585036137983e-74,1.163716641382234e-72,3.745071096706654e-33,1.5142645573701222e-74,2.8075870698485063e-36,1.1592263016379123e-84,7.411127366387473e-73,7.703950694706867e-76,2.1411758140339963e-74,6.020620890793808e-73,8.800907575635182e-86
1.0805368028273543e-14,0.4908070262326876,0.0,4.342759345390591e-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0014144335302812e-39,4.213570844699197e-57,0.0,5.134815367083975e-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688980093,0.9999999989126912,0.0,0.0,2.9233695145409137e-14,1.8596023259834857e-14,8.245885395844748e-15,2.3917864897207283e-15,1.0873087474764707e-09,3.449006981014816e-30,3.4677662844077783e-47,8.618415215669269e-27,3.7405879594580684e-33,3.713999109404459e-28,7.311603552844334e-73,8.989009402423261e-72,8.159773749358112e-33,1.1696852558451151e-73,6.117168049595626e-36,1.4622595554792121e-83,5.72464887857099e-72,5.950849269877263e-75,1.6539372321705385e-73,4.650567820362037e-72,1.1101553402361846e-84
1.4407158388789898e-14,0.4908070262326885,0.0,5.7903496506171834e-27,0.0,0.0,0.0,0.0,0.0,0.0,2.2777564962452178e-39,1.2218256061566703e-56,0.0,1.9344855485701277e-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688979996,0.9999999985502621,0.0,0.0,3.8978262947402685e-14,2.4794700387678444e-14,1.0994514640952468e-14,3.189047918756305e-15,1.4497380331401516e-09,6.0552966023173205e-30,7.88756338399794e-47,1.5130961651819588e-26,6.567203863562048e-33,6.52054154505384e-28,2.8150240797033184e-72,3.460835524937478e-71,1.432586085510469e-32,4.50339204682453e-73,1.0739700852403887e-35,6.951143001846663e-83,2.2040323882607608e-71,2.291124025828355e-74,6.367800132307703e-73,1.7905035023238467e-71,5.277345580105809e-84
2.1610739109822604e-14,0.49080702623269035,0.0,8.685535541890652e-27,0.0,0.0,0.0,0.0,0.0,0.0,7.604977006749906e-39,6.208625543453897e-56,0.0,1.5472006473811027e-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.55916926889798,0.9999999978254142,0.0,0.0,5.846739855138925e-14,3.719205610814311e-14,1.6491773135985724e-14,4.783569307225946e-15,2.174585782179259e-09,1.349891627246352e-29,2.6334950513881525e-46,3.373068396099178e-26,1.4640044468197083e-32,1.4536112487538297e-27,2.2302353904070755e-71,2.7418797242711906e-70,3.19364713499026e-32,3.567898135231044e-72,2.3941785574356116e-35,8.909116981900866e-82,1.746165436366832e-70,1.815171828690906e-73,5.044998078903826e-72,1.4185440728758839e-70,6.763851612694663e-83
3.601790055188802e-14,0.49080702623269395,0.0,1.4475928453601333e-26,0.0,0.0,0.0,0.0,0.0,0.0,3.5760671835949435e-38,5.1381909278580806e-55,0.0,2.2217808637136619e-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.559169268897941,0.9999999963757621,0.0,0.0,9.744566975936039e-14,6.19867734096651e-14,2.748629014532842e-14,7.972606204271552e-15,3.6242379812665905e-09,3.731259280483197e-29,1.2383350208436947e-45,9.323337496230655e-26,4.046649193204852e-32,4.017974257819815e-27,3.124102608523532e-70,3.840787948665953e-69,8.827731736926315e-32,4.998003009836423e-71,6.617817789170663e-35,2.3496186074782675e-80,2.446004551752153e-69,2.5426911422877035e-72,7.06712071015819e-71,1.9870796202257877e-69,1.7838445829726347e-81
6.483222343601884e-14,0.4908070262327011,0.0,2.605679882045101e-26,0.0,0.0,0.0,0.0,0.0,0.0,2.1385172260425155e-37,5.843689676220356e-54,0.0,4.6382349587389744e-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692688978631,0.9999999934766309,0.0,0.0,1.7540221217529453e-13,1.1157623146130177e-13,4.947532424113902e-14,1.4350656472545528e-14,6.523369146541822e-09,1.2065530964956472e-28,7.405269262978757e-45,3.0146802787239104e-25,1.3085177354461722e-31,1.2992806600659388e-26,6.331932838361962e-69,7.784412989288485e-68,2.854642702672103e-31,1.0130410712772092e-69,2.1399780000934294e-34,9.362003544628496e-79,4.957499534249136e-68,5.153559082619575e-71,1.432411405515131e-69,4.027372951378585e-68,7.107697163225442e-80
