Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664)
1.950375039316533e-10,0.4678726643947212,3.414742607018119e-20,9.051064944624567e-25,6.699621629116997e-19,2.4694209087031164e-24,0.0,0.0,9.782564311333142e-14,1.3999211802114564e-21,1.6126021371532618e-26,1.1092044968656989e-26,3.636368285671505e-32,6.383729205886391e-52,2.293686654268144e-34,3.555247248308655e-23,1.1941772834431116e-28,1.7181840284359246e-21,4.8171957506668744e-54,6.333442516426259e-49,9.02623827009559e-50,4.48856560988778e-49,2.5356410598066873e-21,7.734575150114713e-47,1.1142109055085314e-37,5.25454020547154e-54,7.459922232802798e-65,8.248315650305387e-51,1.592494783672515e-59,1.4504821630254863e-57,4.528299677930846e-37,5.647971391740993e-62,3.984660544841036e-61,9.219891947007725e-64,3.76,0.0,0.7930006014321476,0.9999942575644029,8.750390812740109e-23,2.8046978037485546e-34,4.153674405889584e-11,2.5869119015608642e-11,1.3198290194849276e-11,2.4693348194974103e-12,5.742435498968385e-06,2.8994387307368253e-24,1.9716223819759056e-38,2.4609256985562026e-20,3.796160756744114e-26,6.730079939844728e-19,7.086970404910718e-57,4.999401295988566e-56,1.983599912184645e-26,8.31727742471997e-58,4.383469552633514e-30,1.4591250528502272e-63,3.1990060691081255e-56,3.3484826968196247e-59,1.1722253841898348e-57,3.061428793083538e-56,1.5567098930407054e-64,2.2431937895357404e-63,2.4705857172948217e-60,3.192910061783757e-25,2.050283466998321e-21,1.1525730177484836e-29,7.538881175598001e-14,2.241139656295534e-14,3.7844619090148534e-18,9.85875188706016e-24,5.863909895126404e-18,1.2492949033491035e-22,4.1985614643622417e-20,2.0582270251929296e-24,6.956990768184207e-23,5.061729766894482e-26,2.144104334527966e-21,3.0675103927401934e-26,2.2418272844949294e-14,4.023189949497707e-23,6.1511291310416135e-21,1.4960806839583887e-43,1.1716553368544183e-30,3.482018304726273e-35,5.0001118740693555e-18,1.1783413222764048e-24,5.461388865037216e-32,4.1221860475078624e-20,3.2351669677555027e-35,1.1420347243016615e-31,1.9594743898043026e-27,2.2417846732109255e-14,1.2570399759374203e-31,4.964225693236156e-18,2.5712070316254566e-21,8.469139526354302e-27,4.1083483753559524e-39,1.087201986868555e-18,8.145023563082251e-25
2.1711581098176932e-10,0.4678726643951176,4.053831245970261e-20,1.0814904098501568e-24,8.302593822520279e-19,3.2290687111673234e-24,0.0,0.0,1.089002413342212e-13,1.734810692774085e-21,2.2234699810963774e-26,1.5288398351880397e-26,5.072021331378755e-32,8.79521360389886e-52,2.8396620387256317e-34,4.400722231906214e-23,1.4811285101951813e-28,2.1446929143601046e-21,8.220444671616725e-54,8.909468435338659e-49,1.5401283720476763e-49,7.657687106071954e-49,2.8182466739633666e-21,1.3204839086037896e-46,1.5384218548708916e-37,9.983071450287942e-54,1.2838075929912301e-64,1.4073771164034273e-50,2.726210816081213e-59,2.4789552609501538e-57,6.283797953542237e-37,1.0753809266359666e-61,7.648776320510254e-61,1.7728555499304888e-63,3.76,0.0,0.793000601427432,0.9999937819822509,1.207146708028499e-22,3.871591742118715e-34,4.6238716606218274e-11,2.8800796888590945e-11,1.4692345993469642e-11,2.745573689106232e-12,6.218017640112826e-06,3.593299594042901e-24,2.7199952240257216e-38,2.966131600525086e-20,4.660952078958904e-26,8.340163055983134e-19,1.2141475258824848e-56,8.542569138358003e-56,2.482629216588708e-26,1.4426252019943788e-57,5.3844598690228286e-30,2.7686851808134603e-63,5.465853670417929e-56,5.74653610122519e-59,2.027516721296281e-57,5.234931478506582e-56,2.9186818470374875e-64,4.21398892961182e-63,4.709318401236365e-60,4.0119381031459414e-25,2.6029219499934533e-21,1.460103985117893e-29,8.392164326807838e-14,2.4947078667225956e-14,4.689597983637056e-18,1.359973733302723e-23,7.266524477132426e-18,1.4329024718518466e-22,4.675935582592959e-20,2.548353285380254e-24,8.613613774446372e-23,6.977991517444402e-26,2.6569618102577617e-21,3.801505589752987e-26,2.495594429015125e-14,5.549370752456465e-23,7.622543075174699e-21,2.0639446056329307e-43,1.798294872285587e-30,5.333923743225008e-35,6.195473213788008e-18,1.4601580947614769e-24,7.492159701192472e-32,4.5802470091012576e-20,4.880191339340584e-35,1.7393022090825458e-31,2.682736127445674e-27,2.49554162522737e-14,1.9121296728825338e-31,6.151337082715863e-18,2.862274224816652e-21,1.0675380425164636e-26,6.253893793300043e-39,1.3472206416264998e-18,1.0094689627127422e-24
2.391941180318853e-10,0.467872664395514,4.744260141712648e-20,1.2790517914382724e-24,1.0077406096133153e-18,4.124196523776695e-24,0.0,0.0,1.1997498413220782e-13,2.1055814531799255e-21,2.9716151263987554e-26,2.042535924530949e-26,6.855066452988216e-32,1.1745628682641287e-51,3.443267002684016e-34,5.335188670019891e-23,1.7992346958196614e-28,2.6210430673188656e-21,1.3317812300564767e-53,1.214388537540646e-48,2.4948454421193803e-49,1.2402927888845213e-48,3.0999616653668906e-21,2.1402586060029406e-46,2.058902813111678e-37,1.7820899478483298e-53,2.0975118208606388e-64,2.282191189676463e-50,4.430742937109818e-59,4.0221762617390896e-57,8.450082484507389e-37,1.9237794845008264e-61,1.37914705921842e-60,3.202125048286344e-63,3.76,0.0,0.7930006014227164,0.9999933345985945,1.6141720873134203e-22,5.180241819167765e-34,5.09406891535306e-11,3.173313715991448e-11,1.618640283654636e-11,3.021149115471904e-12,6.665401285203508e-06,4.361584858482493e-24,3.637220997515357e-38,3.502931415621933e-20,5.604702351023034e-26,1.0122783309712637e-18,1.9747662271423973e-56,1.3857828246793524e-55,3.041707832431482e-26,2.375022356019407e-57,6.475183949650975e-30,4.936344912105931e-63,8.86619240315941e-56,9.36235008292895e-59,3.3288159595191567e-57,8.498335779610869e-56,5.142899640571583e-64,7.43941041399307e-63,8.434488104317597e-60,4.928577643394123e-25,3.2338649875577008e-21,1.810788064574191e-29,9.245423074386764e-14,2.7482497828530936e-14,5.691654656575632e-18,1.818428700772611e-23,8.819371784776615e-18,1.625094198804778e-22,5.153735966632899e-20,3.0902780525804975e-24,1.0445300119697823e-22,9.324363116302131e-26,3.224750807544134e-21,4.614202722267088e-26,2.749359862724807e-14,7.419491253588202e-23,9.251589995229541e-21,2.759930844289462e-43,2.647676603942493e-30,7.838021133937381e-35,7.518664493597136e-18,1.7721484569568107e-24,9.959712822268794e-32,5.036589013667289e-20,7.06334977986349e-35,2.5411520490377625e-31,3.564493942454147e-27,2.7492957746852095e-14,2.7945118440699963e-31,7.46550158895351e-18,3.1533425871253117e-21,1.3166237513134313e-26,9.130359248359818e-39,1.6350787487682621e-18,1.225326241735392e-24
2.612724250820013e-10,0.4678726643959103,5.486023600083555e-20,1.4994815178530061e-24,1.202407852343435e-18,5.1652776730588946e-24,0.0,0.0,1.3104987180287417e-13,2.5122339301759675e-21,3.8708473095026644e-26,2.659681902302121e-26,9.02738114197122e-32,1.5288293891528373e-51,4.104335472179896e-34,6.358342343700723e-23,2.148575685652848e-28,3.147768407583617e-21,2.0672540756983662e-53,1.6127182874000805e-48,3.872164318268468e-49,1.924749372650491e-48,3.380788857314831e-21,3.3237070504606526e-46,2.685614950367879e-37,3.022174630354193e-53,3.2834739552262714e-64,3.54845894899885e-50,6.899481570267683e-59,6.252829215591143e-57,1.1072648849030754e-36,3.269356093208107e-61,2.3618114762374401e-60,5.493122552121624e-63,3.76,0.0,0.7930006014180009,0.9999929137414847,2.103738341936354e-22,6.755576973188644e-34,5.5642661700832754e-11,3.466613823869592e-11,1.7680460721599406e-11,3.296062691986968e-12,7.0862583840796914e-06,5.204311158740491e-24,4.740490933113722e-38,4.06832811391294e-20,6.624870357188545e-26,1.2077945363780672e-18,3.0773750270923457e-56,2.153897127236178e-55,3.661692196444376e-26,3.745538465787632e-57,7.651754228753584e-30,8.361262638750845e-63,1.3779690255292135e-55,1.461408952374413e-58,5.235718665967772e-57,1.3218427809774372e-55,8.610930106326776e-64,1.247905839490949e-62,1.4351161742085625e-59,5.942338688424316e-25,3.946541071729396e-21,2.2066074360040918e-29,1.0098657446604263e-13,3.001765415571397e-14,6.790621794838541e-18,2.3698133623418912e-23,1.0522444464029284e-17,1.825871251204777e-22,5.63196263246132e-20,3.683864670463726e-24,1.2451584976265133e-22,1.214395400552587e-25,3.8474685897327116e-21,5.505614256358229e-26,3.003123585636326e-14,9.668445028460799e-23,1.1038268150457513e-20,3.597082848886841e-43,3.7670830523350256e-30,1.1130206538786095e-34,8.969639969404511e-18,2.1143086838975677e-24,1.2901101819749702e-31,5.491218729403157e-20,9.881224431233434e-35,3.587893423263579e-31,4.620247108968174e-27,3.00304712164291e-14,3.951321291172764e-31,8.906694159580465e-18,3.444412118744441e-21,1.594792084463368e-26,1.2878893634056176e-38,1.9507728307754446e-18,1.4620715837764033e-24
2.8335073213211733e-10,0.4678726643963067,6.279115930000265e-20,1.7444674568327332e-24,1.4142631184057372e-18,6.362784169179347e-24,0.0,0.0,1.4212490462385703e-13,2.9547685934375425e-21,4.9349488169917357e-26,3.3896348169495614e-26,1.1631856584430615e-31,1.9476261596402913e-51,4.822701740559189e-34,7.469880006793824e-23,2.5292313330085415e-28,3.725348824524592e-21,3.0959558883219614e-53,2.0954200502846583e-48,5.7983425196555365e-49,2.8818015392555865e-48,3.660731064121571e-21,4.979882883473311e-46,3.4285481604027277e-37,4.909660488116917e-53,4.9590958387574665e-64,5.325939198748081e-50,1.036563129023324e-58,9.378462986356062e-57,1.4197431392747497e-36,5.322331856972362e-61,3.8736429283297205e-60,9.024853074477782e-63,3.76,0.0,0.7930006014132853,0.999992517838111,2.683469484833053e-22,8.6225899541951e-34,6.034463424812467e-11,3.759979853787278e-11,1.9174519646152172e-11,3.5703160082170367e-12,7.4821617466175125e-06,6.121495089549373e-24,6.04700005813218e-38,4.6595919940701877e-20,7.718958654523902e-26,1.4205653313529229e-18,4.626816125144218e-56,3.229939850400037e-55,4.343354598193531e-26,5.69786623039909e-57,8.91027976634484e-30,1.3567098217750667e-62,2.066243485713947e-55,2.2008155840163568e-58,7.944049622919467e-57,1.9836513035955374e-55,1.3814167693165727e-63,2.0055612130171962e-62,2.33914819287593e-59,7.052323444631711e-25,4.744324302289831e-21,2.649545692843307e-29,1.0951867470341732e-13,3.2552547753478114e-14,7.986489269627624e-18,3.0227000930248905e-23,1.237573517538384e-17,2.035234793118207e-22,6.110615595885763e-20,4.328976808899757e-24,1.4632004623915935e-22,1.5479758608572298e-25,4.5251124221038765e-21,6.475752658103117e-26,3.2568855977619244e-14,1.2331110657823244e-22,1.2982575800146174e-20,4.588446770615577e-43,5.208303264652952e-30,1.5358605798566486e-34,1.0548353924254426e-17,2.4866350510792484e-24,1.635183915447437e-31,5.944142798628884e-20,1.3435390980670137e-34,4.9228463356112835e-31,5.8654465046059576e-27,3.2567956661587585e-14,5.434072549598592e-31,1.0474889757815525e-17,3.735482819867032e-21,1.9026011438827565e-26,1.7649918328987664e-38,2.2942994122601284e-18,1.71970238093545e-24
3.0542903918223334e-10,0.4678726643967031,7.123531443377151e-20,2.0156945926528454e-24,1.6433084162894111e-18,7.727186707070657e-24,0.0,0.0,1.532000828559156e-13,3.43318591351166e-21,6.177674556862216e-26,4.2417197332426296e-26,1.4712359436882739e-31,2.436231892406347e-51,5.598200471615385e-34,8.669499382594945e-23,2.9412814991490585e-28,4.3542147285136586e-21,4.497517525402117e-53,2.6724127231319153e-48,8.422308792947388e-49,4.185343628462654e-48,3.939791091149347e-21,7.237568197113183e-46,4.2977204876605155e-37,7.689994963369842e-53,7.26518800210843e-64,7.756970949237776e-50,1.5106075709563399e-58,1.3644688797120607e-56,1.7870755565727107e-36,8.353644988787594e-61,6.12405512681997e-60,1.4292434743485568e-62,3.76,0.0,0.7930006014085698,0.9999921454089012,3.3609904192963683e-22,1.0806337329456018e-33,6.504660679540628e-11,4.0534116474194326e-11,2.0668579607731685e-11,3.843910649910036e-12,7.854590945187793e-06,7.11315320578573e-24,7.573947187198695e-38,5.274236739626546e-20,8.884516628494878e-26,1.650591073457813e-18,6.7477396292961105e-56,4.6983011403999385e-55,5.087390253043735e-26,8.406224066790224e-57,1.0246893176316607e-29,2.122510994835005e-62,3.0053878149421513e-55,3.2148296217185684e-58,1.1690283156577703e-56,2.8875378987262533e-55,2.1371251194151372e-63,3.1081308960503494e-62,3.6759516269357504e-59,8.2572827089572745e-25,5.630538938878867e-21,3.1415878421689767e-29,1.1805053171175062e-13,3.508717872263232e-14,9.279246956184309e-18,3.7856603719817034e-23,1.4379236592833937e-17,2.253185985687971e-22,6.589694872542764e-20,5.025478463678663e-24,1.6986096448975313e-22,1.9374656610487026e-25,5.257679571785577e-21,7.524630393457193e-26,3.5106458991137465e-14,1.5442351737234711e-22,1.508451120361907e-20,5.747071453285825e-43,7.027620650947558e-30,2.0683418106099423e-34,1.225476066744403e-17,2.8891238344572658e-24,2.0345899645241057e-31,6.395367837888126e-20,1.783191535416398e-34,6.592208795681492e-31,7.315495319364125e-27,3.5105414082908814e-14,7.298644849972092e-31,1.2170063361593884e-17,4.0265546906860665e-21,2.240551429936191e-26,2.3602369910897256e-38,2.6656550198187424e-18,1.9982160267634442e-24
3.2750734623234934e-10,0.46787266439709946,8.019264455048935e-20,2.31484514326016e-24,1.889545754927319e-18,9.268954667581805e-24,0.0,0.0,1.6427540674393023e-13,3.9474863617640744e-21,7.612752130942367e-26,5.225229836874746e-26,1.8313696935849458e-31,2.9998989597204494e-51,6.430666702328199e-34,9.956899160542888e-23,3.384806053256728e-28,5.034751225149299e-21,6.364664048041725e-53,3.3540500774957093e-48,1.1917440344459378e-48,5.921376441387626e-48,4.217971734838959e-21,1.0246857016969566e-45,5.303177606727281e-37,1.1672316198740501e-52,1.0368418056806386e-63,1.1008477372547434e-49,2.1445265951388286e-58,1.9338365658186621e-56,2.2139294628427087e-36,1.2705704231576686e-60,9.380407173070597e-60,2.1929835318456695e-62,3.76,0.0,0.7930006014038542,0.9999917950620009,4.1439269391906896e-22,1.3331939488953662e-33,6.974857934267753e-11,4.346909046821225e-11,2.21626406038688e-11,4.1168481990054316e-12,8.204937834556578e-06,8.179302022566577e-24,9.338534913033537e-38,5.90999780468709e-20,1.0119143023799502e-25,1.89787207265591e-18,9.586408113214531e-56,6.657505162356142e-55,5.894423789465497e-26,1.2078965935940023e-56,1.1657772990536642e-29,3.217910096656744e-62,4.258374363846613e-55,4.574484860902387e-58,1.6756138866473131e-56,4.094625429180566e-55,3.2046289540025546e-63,4.668576710832768e-62,5.598041219814381e-59,9.555666259594275e-25,6.608463575428088e-21,3.684720305243084e-29,1.265821457345188e-13,3.7621547160321755e-14,1.0668884733645385e-17,4.6672647828948696e-23,1.6532941402931488e-17,2.4797259871405676e-22,7.069200477898567e-20,5.773233956182993e-24,1.951339894327218e-22,2.3871413237095646e-25,6.0451673076718815e-21,8.652259928140461e-26,3.764404489703851e-14,1.903701688639264e-22,1.7344072620235738e-20,7.086008423682582e-43,9.285800871102011e-30,2.7276761624330156e-34,1.4088814533708817e-17,3.3217713104466e-24,2.491573471413286e-31,6.844900438048434e-20,2.3180901604489515e-34,8.644929889984968e-31,8.985749713770278e-27,3.764284348097254e-14,9.605267317215983e-31,1.399218996276484e-17,4.317627731394518e-21,2.609090703339468e-26,3.090296499237729e-38,3.064836181898084e-18,2.2976099162044274e-24
3.4958565328246535e-10,0.4678726643974958,8.966309282698399e-20,2.6435986684326196e-24,2.152977143620303e-18,1.0998556118592744e-23,0.0,0.0,1.7535087651784147e-13,4.4976704103295576e-21,9.253881907924256e-26,6.349426538069901e-26,2.248158487503385e-31,3.643853575855512e-51,7.31993584527183e-34,1.133177899295541e-22,3.859884872405611e-28,5.767301961019186e-21,8.804160330964904e-53,4.151120699893543e-48,1.648331892859919e-48,8.18887118955108e-48,4.495275782740039e-21,1.4180725862093666e-45,6.45499234708571e-37,1.723950663996326e-52,1.4463834326402156e-63,1.5273967686050533e-49,2.975914012328701e-58,2.679078058719449e-56,2.70500301046244e-36,1.8804034554741055e-60,1.3978217900020104e-59,3.2734970118020614e-62,3.76,0.0,0.7930006013991386,0.9999914654880869,5.039905729145158e-22,1.622458065173247e-33,7.44505518899383e-11,4.640471894427168e-11,2.3656702632098387e-11,4.389130233643367e-12,8.534511737363264e-06,9.319958015344822e-24,1.1357969597309031e-37,6.564812759387047e-20,1.142048803055117e-25,2.1624085953414484e-18,1.3312521205934278e-55,9.221290964315005e-55,6.765015226916617e-26,1.6962350379965808e-56,1.3139162294956875e-29,4.747216638296193e-62,5.8978911744591245e-55,6.3624134220769154e-58,2.3473355466855757e-56,5.675577841847436e-55,4.6767814868744596e-63,6.82450291930197e-62,8.295387509532889e-59,1.0945668131034707e-24,7.68133498611337e-21,4.2809309184175615e-29,1.3511351700364063e-13,4.015565316024425e-14,1.2155392484907548e-17,5.676083014322388e-23,1.8836842303914758e-17,2.714855952793077e-22,7.549132427249774e-20,6.5721079330240375e-24,2.221345170295841e-22,2.90126795317351e-25,6.887572900346443e-21,9.858653727530253e-26,4.018161369544208e-14,2.3149939757869257e-22,1.9761258309391754e-20,8.618311881885672e-43,1.2048079821273752e-29,3.5322520972311764e-34,1.605046988246863e-17,3.78457375592148e-24,3.009229484357576e-31,7.292747164400702e-20,2.959608262152698e-34,1.1132588093642505e-30,1.0891519432327925e-26,4.0180244856357175e-14,1.2418504425927619e-30,1.5941244566349288e-17,4.608701942185346e-21,3.008618464354186e-26,3.9725489490330944e-38,3.4918394286718935e-18,2.6178814455020725e-24
3.7166396033258135e-10,0.46787266439789216,9.96466024678803e-20,3.0036321701363526e-24,2.4336045919671022e-18,1.2926457816085829e-23,0.0,0.0,1.8642649239353473e-13,5.0837385320649585e-21,1.1114737097134314e-25,7.623539574582966e-26,2.7262618055163243e-31,4.373295978845672e-51,8.265843690739695e-34,1.279383949179502e-22,4.366597841533172e-28,6.552172683586655e-21,1.1937747670756234e-52,5.0748479344624915e-48,2.2347468849878702e-48,1.1100623730792408e-47,4.771706013541066e-21,1.923659389024056e-45,7.763264256876771e-37,2.4858945843978466e-52,1.977746616813885e-63,2.0775536652308628e-49,4.047907840464079e-58,3.6380828007904724e-56,3.265021547268299e-36,2.7169811361117565e-60,2.0332301600883665e-59,4.769721277998895e-62,3.76,0.0,0.7930006013944231,0.9999911554554775,6.05655436470852e-22,1.9509508872644158e-33,7.915252443718861e-11,4.9341000330501936e-11,2.5150765689959486e-11,4.6607583281737546e-12,8.844544335607593e-06,1.0535137620004206e-23,1.3649461361517945e-37,7.236803299704032e-20,1.2786254991424216e-25,2.444200868070554e-18,1.812106209702357e-55,1.2519691837192657e-54,7.699665510271147e-26,2.3344469399967765e-56,1.468738430319246e-29,6.837519769856314e-62,8.007029310421695e-55,8.67380040011313e-58,3.22286438889397e-56,7.711299118138257e-55,6.664839953063901e-63,9.741172772769934e-62,1.2001199035565177e-58,1.2425267504340724e-24,8.852351685411865e-21,4.932208934306108e-29,1.4364464574016216e-13,4.268949681285456e-14,1.373876009649956e-17,6.820683860017918e-23,2.129093200489751e-17,2.958577035060115e-22,8.029490735724015e-20,7.42196536564527e-24,2.5085795427212065e-22,3.48409926306863e-25,7.784893622010276e-21,1.1143824256559997e-25,4.27191653864672e-14,2.7815939045357045e-22,2.2336066530518634e-20,1.0357038691510833e-42,1.5384151669216092e-29,4.501619620851579e-34,1.8139681097126244e-17,4.277527448215117e-24,3.590505831729439e-31,7.738914556758157e-20,3.7194447022989213e-34,1.4109274247387135e-30,1.3048068378346795e-26,4.2717618209639874e-14,1.580724164003114e-30,1.8017202189849243e-17,4.899777323251502e-21,3.439490098901284e-26,5.025011349939431e-38,3.946661291926587e-18,2.9590280121089405e-24
3.9374226738269736e-10,0.4678726643982886,1.1014311670495385e-19,3.396620185578023e-24,2.7314301097995475e-18,1.5063125205199033e-23,0.0,0.0,1.9750225457367553e-13,5.705691200504944e-21,1.3208963823265892e-25,9.056767114434859e-26,3.27042430494499e-31,5.193400611802378e-51,9.268226408601333e-34,1.4342782225453684e-22,4.905024853411888e-28,7.389634532852223e-21,1.590307093474149e-52,6.136889823053315e-48,2.976707603560446e-48,1.4784098679981235e-47,5.047265197099168e-21,2.5637871841485097e-45,9.238119203048262e-37,3.50939549086754e-52,2.6569000047612026e-63,2.776585881743207e-49,5.4095892055848845e-58,4.853818670285827e-56,3.8987342897910883e-36,3.843328421974295e-60,2.894883949192361e-59,6.8027379597525735e-62,3.76,0.0,0.7930006013897075,0.9999908638055208,7.2015013124646685e-22,2.3212036048791353e-33,8.385449698442833e-11,5.227793305880757e-11,2.6644829774995446e-11,4.931734053165375e-12,9.136194281275467e-06,1.1824857232954251e-23,1.623022407782722e-37,7.924258806174268e-20,1.4214201760633925e-25,2.7432490810114576e-18,2.4234165152009144e-55,1.6700112610418455e-54,8.698821628103218e-26,3.155933620515165e-56,1.6298855169542593e-29,9.641712003419256e-62,1.0679968625886474e-54,1.1617353393728456e-57,4.346881803934841e-56,1.0293633857902979e-54,9.300489589880555e-63,1.3614630632449825e-61,1.6998144225568102e-58,1.3992265524521226e-24,1.0124677219921914e-20,5.640545023169579e-29,1.5217553215490137e-13,4.5223078205556645e-14,1.5418977458461708e-17,8.109635219236704e-23,2.3895203225115738e-17,3.2108903834607734e-22,8.510275418280567e-20,8.32267154989198e-24,2.8129971916821642e-22,4.13987760385479e-25,8.737126746413637e-21,1.2507783979623782e-25,4.525669997023217e-14,3.306981849164874e-22,2.5068495543083662e-20,1.2315248369866644e-42,1.936815689225009e-29,5.656475322578057e-34,2.0356402584415377e-17,4.8006286651194266e-24,4.238206532169726e-31,8.183409129555147e-20,4.60958996111674e-34,1.7631479069511715e-30,1.5470615152952124e-26,4.525496354139663e-14,1.984467118427307e-30,2.0220037862606332e-17,5.190853874785925e-21,3.902020712164017e-26,6.266273303373741e-38,4.429298304955598e-18,3.3210470146094055e-24
4.1582057443281336e-10,0.467872664398685,1.2115257879652136e-19,3.824234873196087e-24,3.0464557071228818e-18,1.7419022421276594e-23,0.0,0.0,2.0857816324849337e-13,6.363528889820405e-21,1.555018120201077e-25,1.065827585834469e-25,3.88547332076153e-31,6.1093163036422e-51,1.0326920549902367e-33,1.5978309715557144e-22,5.475245808620973e-28,8.279927073707603e-21,2.08545953345634e-52,7.349339042304349e-48,3.903068647205699e-48,1.9382262549969714e-47,5.3219560944697416e-21,3.363549827584609e-45,1.0889709006647542e-36,4.861592755148169e-52,3.513452997340873e-63,3.6530174333315854e-49,7.116384341256961e-58,6.374649143014111e-56,4.6109112903481504e-36,5.334809405821549e-60,4.043840325548351e-59,9.519025376824202e-62,3.76,0.0,0.793000601384992,0.9999905894482606,8.482375930119604e-22,2.7357537925622847e-33,8.855646953165741e-11,5.521551556485922e-11,2.8138894884754083e-11,5.202058975414974e-12,9.410551530493594e-06,1.3189133211225149e-23,1.9117475359945004e-37,8.625621389075071e-20,1.5702141735017282e-25,3.059553391123396e-18,3.190300329290321e-55,2.1928403884278502e-54,9.762881328594879e-26,4.199113068694981e-56,1.797009423382643e-29,1.3341684364265583e-61,1.4022661334778065e-54,1.531628616703108e-57,5.770610120940217e-56,1.3526068895178733e-54,1.2737926409173091e-62,1.867492401102493e-61,2.36250193904937e-58,1.5644318224268109e-24,1.1501443200868234e-20,6.40793127448883e-29,1.6070617644905458e-13,4.7756397422884673e-14,1.7196034464232516e-17,9.551504097040333e-23,2.6649648693230233e-17,3.4717971446255774e-22,8.991486489710989e-20,9.274092105548604e-24,3.134552407265674e-22,4.872833990350126e-25,9.74426954879203e-21,1.3950545360486694e-25,4.77942174468547e-14,3.894636689642948e-22,2.795854360658986e-20,1.4506003078057693e-42,2.4078670323581545e-29,7.018647569047793e-34,2.2700588773796593e-17,5.353873684884816e-24,4.9549956752253715e-31,8.626237371945629e-20,5.642295395375984e-34,2.1757985230372844e-30,1.817433355943992e-26,4.77922808522024e-14,2.460827795001005e-30,2.2549726625207932e-17,5.481931596981545e-21,4.3964886600752516e-26,7.715434004961359e-38,4.9397470024620535e-18,3.703935852646241e-24
4.3789888148292937e-10,0.4678726643990813,1.326749320268671e-19,4.288146092027805e-24,3.3786833940608726e-18,2.0004612290912116e-23,0.0,0.0,2.1965421859651906e-13,7.057252074779407e-21,1.815198141636271e-25,1.2437201141684808e-25,4.576316574874939e-31,7.126166449034938e-51,1.1441763048230357e-33,1.770012543379351e-22,6.077340615518238e-28,9.223261085338367e-21,2.6964512757347962e-52,8.724722839944838e-48,5.0459883889373185e-48,2.505440587379371e-47,5.5957814579358474e-21,4.35094629523653e-45,1.2728211110959985e-36,6.6217141917977455e-52,4.5809381819460605e-63,4.738826472405137e-49,9.230469657132257e-58,8.254649880085085e-56,5.406340677809629e-36,7.280648650668079e-60,5.55299451624787e-59,1.3093971211186704e-61,3.76,0.0,0.7930006013802764,0.9999903313583651,9.90680846656729e-22,3.19714541030099e-33,9.325844207887582e-11,5.815374628808465e-11,2.963296101678776e-11,5.471734657956322e-12,9.668641414721742e-06,1.462798187256244e-23,2.232843655402444e-37,9.339472301896942e-20,1.7247944587583165e-25,3.393113925081278e-18,4.140969491662428e-55,2.8389933067647837e-54,1.0892197458386853e-25,5.50786021613043e-56,1.9697731990377572e-29,1.815169044125348e-61,1.8153513298537154e-54,1.9909316193302226e-57,7.552360729962373e-56,1.7524435862069263e-54,1.715599493482236e-62,2.5189419375578745e-61,3.228386802445423e-58,1.7378965859185694e-24,1.298575209364774e-20,7.236361198694714e-29,1.6923657881476613e-13,5.028945454667284e-14,1.906992101054231e-17,1.1154856604597248e-22,2.95542611466817e-17,3.741298462303411e-22,9.473123964639695e-20,1.0276092975848216e-23,3.473199589404043e-22,5.687188129183144e-25,1.0806319305806079e-20,1.5472120862200676e-25,5.0331717816451895e-14,4.548035812383115e-22,3.10062089805759e-20,1.694236761105935e-42,2.9598689232386134e-29,8.611081860720042e-34,2.5172194116898323e-17,5.93725878621998e-24,5.743401681014551e-31,9.067405747901298e-20,6.830045440978458e-34,2.6549763865870145e-30,2.1174353074929814e-26,5.0329570142631195e-14,3.0179825551774803e-30,2.5006243528937952e-17,5.773010490031277e-21,4.923138797752359e-26,9.39204217762004e-38,5.478003920469233e-18,4.107691926853246e-24
