Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210)
3.9417628067070017e-19,0.7252077724151273,0.0,2.6090343686973783e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382662551,0.9999999999993685,0.0,0.0,5.3642857237464206e-15,3.3897391262902904e-15,1.0442707654784701e-15,9.302758319776405e-16,6.31509472960692e-13,5.08404029253847e-31,2.0429401998112025e-48,1.8824208125745425e-29,1.6944872762825166e-37
7.885237190837671e-19,0.7252077724151281,0.0,5.21920162248535e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382662498,0.9999999999987367,0.0,0.0,1.0730900707468376e-14,6.780950132616357e-15,2.0889949702907595e-15,1.86095560456118e-15,1.2632931567129156e-12,2.0342783439956952e-30,1.6349730511279122e-47,7.532135210516185e-29,6.7801562783205945e-37
1.5772185959099009e-18,0.7252077724151295,0.0,1.0439536130054693e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.935611938266239,0.9999999999974731,0.0,0.0,2.1464130674912168e-14,1.3563372146045167e-14,4.1784433799417966e-15,3.722315148924882e-15,2.5268605215853604e-12,8.138438019011465e-30,1.3082268505471975e-46,3.0133445422454685e-28,2.7125040096325642e-36
3.1546083495621683e-18,0.7252077724151322,0.0,2.0880205145167002e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382662176,0.999999999994946,0.0,0.0,4.293059060979927e-14,2.7128216176009512e-14,8.357340199349707e-15,7.445034234438779e-15,5.0539952408022384e-12,3.255640155391361e-29,1.0466808550000617e-45,1.20543591240069e-27,1.0850899104274035e-35
6.309387856866704e-18,0.7252077724151379,0.0,4.176154317528607e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382661746,0.9999999999898918,0.0,0.0,8.586351047957155e-14,5.4257904248365055e-14,1.6715133838588866e-14,1.4890472392612536e-14,1.0108264637123946e-11,1.3023090538513864e-28,8.373844360902218e-45,4.8219398228637805e-27,4.3405362661470013e-35
1.2618946871475774e-17,0.7252077724151488,0.0,8.352421923510203e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382660888,0.9999999999797832,0.0,0.0,1.7172935021910842e-13,1.0851728044278365e-13,3.343072111876054e-14,2.9781348657543904e-14,2.0216803261319166e-11,5.209342202687788e-28,6.699234503603102e-44,1.928815144712369e-26,1.7362498359752384e-34
2.5238064900693914e-17,0.7252077724151704,0.0,1.6704957135304538e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.935611938265917,0.9999999999595661,0.0,0.0,3.434610296981514e-13,2.1703603303045067e-13,6.686189568587732e-14,5.95631009817421e-14,4.043387983591688e-11,2.0837580803248768e-27,5.35945121332337e-43,7.715338852410252e-26,6.945070035563561e-34
5.047630095913019e-17,0.7252077724152143,0.0,3.3410027558217744e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382655735,0.999999999919132,0.0,0.0,6.869243886561144e-13,4.3407353900110427e-13,1.3372424484720463e-13,1.1912660480748024e-13,8.086803028994158e-11,8.335074732824789e-27,4.287586420827484e-42,3.086151069128901e-25,2.7780421782215357e-33
1.0095277307600275e-16,0.7252077724153018,0.0,6.682016840134236e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382648866,0.9999999998382637,0.0,0.0,1.3738511065715488e-12,8.681485541236898e-13,2.674489432782342e-13,2.382536091683237e-13,1.6173632041730928e-10,3.33403838572351e-26,3.43007932607961e-41,1.2344634319977503e-24,1.1112197245746864e-32
2.019057173097479e-16,0.7252077724154766,0.0,1.3364045007678427e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382635127,0.9999999996765271,0.0,0.0,2.7477045424004505e-12,1.7362985970939725e-12,5.348983405737932e-13,4.765076047274799e-13,3.234728575493299e-10,1.3336170610257444e-25,2.7440675515433506e-40,4.9378589263405734e-24,4.444884768721632e-32
4.038116057772382e-16,0.7252077724158265,0.0,2.6728101338443905e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.935611938260765,0.9999999993530544,0.0,0.0,5.495411414050382e-12,3.472598733934979e-12,1.0697971368989098e-12,9.530155431956753e-13,6.469457593226032e-10,5.334471723303416e-25,2.1952557013572128e-39,1.9751439619274134e-23,1.777955212649358e-31
6.057174942447285e-16,0.7252077724161764,0.0,4.009215766488647e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382580174,0.9999999990295816,0.0,0.0,8.243118285692445e-12,5.208898921676422e-12,1.6046959349580254e-12,1.4295234290137593e-12,9.704184886052012e-10,1.1335754660462442e-24,6.277060519101288e-39,4.197180434401492e-23,3.7781558217805204e-31
1.009529271179709e-15,0.7252077724168761,0.0,6.682027030047998e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.935611938252522,0.9999999983826368,0.0,0.0,1.3738532028945097e-11,8.681499500761007e-12,2.6744935380122496e-12,2.3825389900495305e-12,1.61736325720843e-09,3.1340034094386846e-24,2.8847044746779466e-38,1.1603962454126084e-22,1.0445493450985374e-30
1.3729598704211915e-15,0.7252077724175058,0.0,9.087557165854679e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382475762,0.9999999978003872,0.0,0.0,1.8684404397847056e-11,1.1806840186397642e-11,3.637311386363643e-12,3.2402528248679743e-12,2.1996129916307852e-09,5.5807319915209844e-24,6.493441323523092e-38,2.0663209734400286e-22,1.860033271644746e-30
1.7363904696626741e-15,0.7252077724181356,0.0,1.1493087300182937e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382426303,0.999999997218138,0.0,0.0,2.3630276766722102e-11,1.4932181046112323e-11,4.600129240645262e-12,4.0979664796245355e-12,2.781862136141384e-09,8.711601908225897e-24,1.227302734020002e-37,3.2255546440691517e-22,2.903538697417825e-30
2.0998210689041567e-15,0.7252077724187656,0.0,1.3898617433114674e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382376845,0.9999999966358895,0.0,0.0,2.8576149135571726e-11,1.8057522070262134e-11,5.562947100528607e-12,4.9556799642935975e-12,3.36411072341833e-09,1.2488715860489116e-23,2.0513900110921154e-37,4.624065135816823e-22,4.1624346864728516e-30
2.8266822673871215e-15,0.7252077724200249,0.0,1.8709677695793412e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382277928,0.9999999954713936,0.0,0.0,3.8467893873212996e-11,2.430820449355296e-11,7.488582833069929e-12,6.671106545750396e-12,4.528606627212615e-09,2.151669152186874e-23,4.379483742762666e-37,7.966751584093294e-22,7.17142120568926e-30
3.553543465870087e-15,0.7252077724212842,0.0,2.352073795331005e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.935611938217901,0.9999999943068996,0.0,0.0,4.8359638610760295e-11,3.0558887524662697e-11,9.414218586317502e-12,8.386532498494838e-12,5.693100471248905e-09,3.293344848072937e-23,7.963615683039682e-37,1.2193899838652301e-21,1.0976579759210389e-29
4.280404664353052e-15,0.7252077724225438,0.0,2.8331798205314455e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119382080093,0.9999999931424081,0.0,0.0,5.825138334820725e-11,3.68095712048181e-11,1.1339854361675778e-11,1.0101957779883023e-11,6.857592115822133e-09,4.690101256390101e-23,1.3173374636639797e-36,1.736549869167497e-21,1.5631913472547805e-29
5.7341270613189814e-15,0.725207772425063,0.0,3.795391869247605e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119381882257,0.9999999908134314,0.0,0.0,7.803487282279444e-11,4.9310940548837615e-11,1.519112597997031e-11,1.3532806290761747e-11,9.186568682664824e-09,8.263229939138651e-23,3.03867977711797e-36,3.0595252813218364e-21,2.754101676123616e-29
7.187849458284912e-15,0.7252077724275816,0.0,4.7576039157244745e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119381684422,0.9999999884844639,0.0,0.0,9.781836229697405e-11,6.181231252955537e-11,1.904239768808787e-11,1.696365207430716e-11,1.151553631439968e-08,1.2872606069646965e-22,5.83735547048349e-36,4.766173697798367e-21,4.290390421616633e-29
1.0095294252216771e-14,0.7252077724326198,0.0,6.6820280019559234e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119381288752,0.9999999838265553,0.0,0.0,1.3738534124410942e-10,8.681506440633562e-11,2.6744941373970968e-11,2.3825335453967543e-11,1.6173444754895196e-08,2.5202169358113823e-22,1.6055889261557733e-35,9.331244146298472e-21,8.399795100818743e-29
1.5910183840080492e-14,0.7252077724426957,0.0,1.0530876147528953e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119380497413,0.9999999745108458,0.0,0.0,2.1651929913348504e-10,1.3682059982237463e-10,4.2150029824366526e-11,3.754866946242922e-11,2.5489154341165578e-08,6.230500662109436e-22,6.38894523848902e-35,2.3068579449451723e-20,2.076608446209435e-28
2.7539963015807932e-14,0.7252077724628475,0.0,1.822857233111365e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119378914733,0.9999999558798559,0.0,0.0,3.747872148926547e-10,2.3683179730874007e-10,7.296021103982457e-11,6.499520647139218e-11,4.412014432729502e-08,1.8628752135634284e-21,3.411850094662892e-34,6.897217867751005e-20,6.208937619300597e-28
5.0799521367262815e-14,0.7252077725031512,0.0,3.3623964268054135e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119375749375,0.9999999186195926,0.0,0.0,6.913230463326677e-10,4.3685469889627083e-10,1.3458059072933177e-10,1.1988775645990695e-10,8.138040762002918e-08,6.333612098864512e-21,2.1968421902545488e-33,2.3449087846575336e-19,2.111002591621787e-27
9.731863807017257e-14,0.7252077725837585,0.0,6.441474642116251e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119369418658,0.9999998441059321,0.0,0.0,1.3243947088993873e-09,8.369025284995041e-10,2.578214191416818e-10,2.2967076035138368e-10,1.5589406805778304e-07,2.3239488040047842e-20,1.570913731822311e-32,8.60338800591179e-19,7.74589201111815e-27
1.4383775477308233e-13,0.7252077726643662,0.0,9.520552628009893e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119363087941,0.9999997696014258,0.0,0.0,1.9574663710483654e-09,1.2369530599605862e-09,3.8106233959693656e-10,3.3945096951009327e-10,2.3039857439639267e-07,5.076461665015679e-20,4.829044512407808e-32,1.8792202470648e-18,1.692046633122356e-26
2.3687598817890183e-13,0.7252077728255808,0.0,1.5678707911690222e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119350426508,0.9999996206198696,0.0,0.0,3.2236096940930963e-09,2.037062228105533e-09,6.275444566244883e-10,5.590030039920016e-10,3.793801305467277e-07,1.3767300437431558e-19,2.159450183984631e-31,5.095727703064912e-18,4.588959329982652e-26
3.2991422158472137e-13,0.7252077729867956,0.0,2.1836862278044893e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119337765075,0.9999994716749161,0.0,0.0,4.48975301546686e-09,2.837182202847357e-09,8.740269417958888e-10,7.785438604059721e-10,5.283250839905607e-07,2.67059274527128e-19,5.672433273195805e-31,9.88352486157293e-18,8.901964562846545e-26
4.229524549905409e-13,0.7252077731480104,0.0,2.7995015727290273e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119325103642,0.9999993227665567,0.0,0.0,5.75589633516966e-09,3.637312983657992e-09,1.1205097950935646e-09,9.980735392981762e-10,6.772334433623296e-07,4.3892396859892835e-19,1.1698679850318253e-30,1.6242079322522894e-17,1.4631199798880965e-25
5.159906883963605e-13,0.725207773309225,0.0,3.4153168259648704e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119312442209,0.9999991738947824,0.0,0.0,7.022039653201494e-09,4.43745456999462e-09,1.3669930164994505e-09,1.217592041230044e-09,8.261052175333224e-07,6.532676421393939e-19,2.0933688012121852e-30,2.4170844126922886e-17,2.1776806227181754e-25
7.020671552079994e-13,0.7252077736316549,0.0,4.6469470574526855e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119287119343,0.999998876260957,0.0,0.0,9.554326284252268e-09,6.03777015723784e-09,1.8599605635690257e-09,1.6565955162896302e-09,1.1237390430768115e-06,1.20939398113485e-18,5.160261578429333e-30,4.473698244818147e-17,4.0317654621364445e-25
8.881436220196385e-13,0.7252077739540844,0.0,5.878576922445742e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119261796477,0.9999985787733685,0.0,0.0,1.2086612908619186e-08,7.63812896023353e-09,2.352929582860062e-09,2.0955542900771426e-09,1.4212266315692762e-06,1.9354427334589416e-18,1.0324425192877268e-29,7.157756613104007e-17,6.452563859245314e-25
1e-12,0.7252077745989438,0.0,6.618947939085594e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356119246574112,0.9999984000146291,0.0,0.0,1.3608849514164808e-08,8.60017543383927e-09,2.649269371133547e-09,2.3594046135547454e-09,1.5999853710283315e-06,2.4536695880105794e-18,1.468266070293772e-29,9.072990501933838e-17,8.180559039582346e-25
