Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104),CF3CCH(84)
6.674147866036204e-05,0.8987712307292418,0.0008977559361881046,0.0003129111481744676,0.0003555414207833777,0.08543498187175019,0.0,0.0,0.0013924443938317936,0.00010068375809506087,0.25448365472685264,0.006179329535790917,0.000290421563893328,8.027470932887707e-11,3.327883216787303e-08,8.627712107790273e-07,0.0007343962458967154,0.010674032813833285,8.052951122614566e-05,1.1502163938051501e-08,4.562509434837537e-06,6.843479930183231e-10,2.0396125685176017e-07,3.653460635787751e-05,1.4798513948420716e-07,0.00027208190920162097,1.8079563113422513e-08,3.280299956766268e-05,2.802686126853953e-05,5.810477459682886e-08,4.3895928770435926e-07,4.844767519583319e-10,6.026805187389298e-09,2.2197456480119246e-06,3.76,0.0,0.010737185750952208,0.7552405777457574,0.11738718583245315,0.005515869766372181,0.8480496622062078,0.14057412314347087,0.24452409960088053,5.561306636996322e-07,0.0007289007044003177,0.07295963490351076,4.2614257806149587e-07,5.290314612747026e-10,9.210827301293554e-15,0.006130510003442598,8.442870913832567e-07,4.6641525714094773e-07,0.0005783863350465989,8.73966153610006e-07,3.1338838949819824e-09,5.947963364135588e-13,7.33329898385936e-07,2.0925438747265435e-09,7.142913120126294e-08,2.6378018579105453e-07,3.508406157621069e-14,3.4625348047685114e-13,0.00014798923051755652,2.1526622998640336e-11,0.07121625688717742,0.009138356620546722,3.988495907103616e-05,9.702368602974933e-06,0.00030669608577915734,0.0012653534335563441,0.040748067071298175,7.371059247666774e-05,2.4465759053814605e-05,8.013239553817567e-05,0.00048244817272961556,0.0005029759864441673,0.09741266391717036,0.0025870685505030564,0.0040097305193492905,9.114566713942723e-09,0.04190820018935742,2.1932969602434545e-05,3.9251881100497727e-07,7.661739541995257e-12,2.0940254347771212e-09,6.22041617917332e-05,0.00038650281786737565,7.3819175392336165e-06,1.1807129259273664e-12,4.65439712637909e-08,0.00035472475367031875,0.010653821884305243,6.815831338366525e-08,3.5515934081341707e-09,0.00698874337718178,2.8872074377799156e-06,3.105639160086647e-11,1.0545562994946825e-06,1.9948759111681547e-10,2.3155482361622767e-07,3.795530026768457e-08,8.623179399185222e-06,1.144960032327711e-07,4.68881170018854e-08,0.00010142721335680032,0.0013288678829823158,9.85246687535035e-10,3.90210252603379e-11,1.9395251684010984e-12,6.402650204961947e-13,9.09545412695595e-05,3.7188993439695297e-08,1.526067615286661e-09,3.6019608426311467e-10,3.1647362745115945e-07,0.0027616453674260415,1.9806487664646215e-08,1.3909707265423234e-12,4.229250576773083e-06,0.00030546280589160816
6.691206149474999e-05,0.8989084004221385,0.0008985063101047558,0.00031288812545100553,0.00035557065624077265,0.085555005117997,0.0,0.0,0.0013890068584923676,0.00010035240542845706,0.25528655296175423,0.006202026753749913,0.0002903176336932929,8.065373056624827e-11,3.337857399724651e-08,8.638590489905293e-07,0.0007342568570942895,0.010678521674758067,8.075742666602362e-05,1.1520802280500889e-08,4.601281337033507e-06,6.885502399953519e-10,2.0443656547963903e-07,3.662220144129245e-05,1.4760639795753093e-07,0.0002731913354257214,1.8183259852210543e-08,3.296742396156238e-05,2.8073639629428714e-05,5.81803710629283e-08,4.3920041442207057e-07,4.849388371835584e-10,6.052918338763435e-09,2.2266368189774395e-06,3.76,0.0,0.010613788070583396,0.7545195963019682,0.11771347494788431,0.005526665469950006,0.848669658548729,0.1399103163107668,0.2445169624287738,5.52445042280314e-07,0.0007282048703927743,0.07310419809787028,4.269893191376209e-07,5.274485024487148e-10,9.157182473719514e-15,0.006124909987498503,8.477446033439241e-07,4.682909678931754e-07,0.0005750427149607904,8.774846763391746e-07,3.111960604889034e-09,5.965709725388628e-13,7.362581137902465e-07,2.1008991141725236e-09,7.171433622502722e-08,2.648314366212629e-07,3.5188738303519414e-14,3.4728652945714337e-13,0.00014809549436523128,2.1502163802730486e-11,0.07151060818005245,0.00912664272919027,3.98090396693625e-05,9.685414839351114e-06,0.00030627057152888605,0.0012590869083791726,0.040712569040928896,7.343614051157764e-05,2.4440571129381835e-05,7.9940326751577e-05,0.00048208544978301323,0.0005021190723860652,0.09760594730174513,0.0025868111320252758,0.003995615888577665,9.091842766620801e-09,0.041961114405100045,2.1958642066631015e-05,3.914162844818709e-07,7.640218746025343e-12,2.0877240548127423e-09,6.223629605560305e-05,0.0003851372197999162,7.359680926680758e-06,1.1773964503779539e-12,4.649221461515676e-08,0.00035350455086549296,0.01065592299995119,6.784866185713085e-08,3.541407783667368e-09,0.006983092693823372,2.8873435338449286e-06,3.091240293957977e-11,1.0535970964422482e-06,1.9933062918851523e-10,2.3074965417419075e-07,3.79898544140888e-08,8.630833292384519e-06,1.1459738544088756e-07,4.684728281632276e-08,0.00010133199302683974,0.0013323874125686912,9.871828758897417e-10,3.894112507226602e-11,1.939825103137395e-12,6.403639122285588e-13,9.106565128058394e-05,3.71931940499493e-08,1.5272304794021831e-09,3.616170098658322e-10,3.1768143256665337e-07,0.0027761937157488228,1.971465981164861e-08,1.3958752721562484e-12,4.2415261473694335e-06,0.00030750574625826766
6.708264432913794e-05,0.8990451610244201,0.000899258061168911,0.00031286493797816204,0.0003555999638737658,0.08567468962403076,0.0,0.0,0.0013855796993980148,0.00010002192647556246,0.25608829852134246,0.0062247225622802885,0.0002902121614484775,8.10337490881041e-11,3.34782613948347e-08,8.649441815919092e-07,0.0007341165933957375,0.010682849786551402,8.098492125140807e-05,1.1539345620512361e-08,4.640231298825429e-06,6.927594314818038e-10,2.0491182091593424e-07,3.6709426361149894e-05,1.4722874626645026e-07,0.0002743009768755338,1.8287084173531445e-08,3.3131795316076314e-05,2.811993770326736e-05,5.8255323325996335e-08,4.394384192708801e-07,4.853977677467958e-10,6.079017229043108e-09,2.2335032788708974e-06,3.76,0.0,0.010491820028817982,0.753799517069119,0.11803942818546781,0.005537415474441474,0.849287669163528,0.13924897526245064,0.24450807333174632,5.487873695533276e-07,0.0007275099071344684,0.07324818647710676,4.2783269517066954e-07,5.258707217344657e-10,9.10381329323578e-15,0.006119266647719218,8.511960934685925e-07,4.701631452094869e-07,0.0005717114568831997,8.809965856443126e-07,3.0901805521683166e-09,5.983371733079799e-13,7.391806517414299e-07,2.1092381499280273e-09,7.1998988115768e-08,2.658806339106218e-07,3.5292917471515794e-14,3.483146672269461e-13,0.00014819915999651068,2.1477594858120218e-11,0.07180492911107896,0.009114814669824419,3.973376271071671e-05,9.668608976249466e-06,0.0003058488627199767,0.0012528587850972196,0.040676879171147366,7.316252365373347e-05,2.4415415246573694e-05,7.974872867183872e-05,0.00048172201922705313,0.0005012627742244895,0.09779861352333165,0.002586545661848711,0.003981539944926125,9.069277732699762e-09,0.042013557408997024,2.198414096199134e-05,3.903164944306062e-07,7.618751370016062e-12,2.0814692159273164e-09,6.226812987992242e-05,0.00038377533830551705,7.337509012636404e-06,1.1740882076699687e-12,4.644045879975065e-08,0.0003522880282111087,0.01065796227271069,6.754036941787239e-08,3.5312958974837086e-09,0.006977431382292286,2.8874511578634383e-06,3.0769016429850035e-11,1.0526334124261984e-06,1.991724794571836e-10,2.299464509981692e-07,3.802393718329302e-08,8.63841128930611e-06,1.1469776145945302e-07,4.6806227756388714e-08,0.00010123607994488427,0.001335886236881368,9.891049760829878e-10,3.8861118536603264e-11,1.940117365598418e-12,6.404602776417007e-13,9.117600038717267e-05,3.719705633003608e-08,1.5283812200038755e-09,3.630381804944642e-10,3.1888698707000266e-07,0.002790736583982067,1.9623215902057976e-08,1.4007804247697914e-12,4.253769676689121e-06,0.000309553584169074
6.725322716352589e-05,0.8991815147912771,0.0009000112085557012,0.00031284159672602575,0.0003556293473849071,0.08579403721593229,0.0,0.0,0.0013821628878071077,9.969232256443317e-05,0.2568888904587765,0.006247416928645396,0.0002901051640147061,8.141477237783524e-11,3.357789573365355e-08,8.660266621766184e-07,0.0007339754985122704,0.010687018154150523,8.12119957997344e-05,1.1557794603410996e-08,4.679359250846645e-06,6.969755192946553e-10,2.0538703296011142e-07,3.67962820254349e-05,1.468521896615506e-07,0.0002754108244001873,1.839103529468435e-08,3.3296111113747626e-05,2.8165758158025993e-05,5.832963772073416e-08,4.396733323187506e-07,4.85853585198333e-10,6.105101752907106e-09,2.240345010378513e-06,3.76,0.0,0.010371264965530987,0.7530803398702145,0.11836504560601253,0.005548119901322975,0.8499037064619072,0.1385900988946135,0.24449744318606012,5.451573979372757e-07,0.000726815814454504,0.07339160169137011,4.2867271578632815e-07,5.242981120964326e-10,9.050718849720985e-15,0.006113580797300833,8.54641517508698e-07,4.720317659898767e-07,0.0005683926228918954,8.845018380640289e-07,3.068542990581984e-09,6.000949329901144e-13,7.420974767432807e-07,2.117560880717561e-09,7.228308341648397e-08,2.6692776497228547e-07,3.539659874216476e-14,3.493378904531385e-13,0.0001483002445161214,2.1452917515727607e-11,0.0720992178207359,0.009102873653520423,3.96591217630682e-05,9.651949397081174e-06,0.00030543091402304663,0.0012466688555784805,0.040640999569426746,7.288974370035962e-05,2.439029229025531e-05,7.955760397661271e-05,0.0004813579020492153,0.0005004071138574625,0.09799066503779234,0.0025862722193159054,0.003967502955592763,9.046869773527954e-09,0.042065530976531915,2.200946768937666e-05,3.892194503068853e-07,7.597337598470885e-12,2.075260513987977e-09,6.22996662620249e-05,0.00038241719416769345,7.3154025447984965e-06,1.1707882262295845e-12,4.6388706432177794e-08,0.0003510751940150628,0.010659940391501243,6.723343354135531e-08,3.521256962964243e-09,0.006971759971749865,2.887530561106919e-06,3.0626231932316216e-11,1.0516653316260827e-06,1.9901315928665664e-10,2.2914522226374956e-07,3.8057551092536233e-08,8.645913848380845e-06,1.147971373668936e-07,4.6764954249207027e-08,0.00010113948606063378,0.0013393643581531992,9.910130149325345e-10,3.878101070072811e-11,1.9404021003329068e-12,6.40554164337676e-13,9.128559483867469e-05,3.7200583902797176e-08,1.5295199669221873e-09,3.6445958975679415e-10,3.2009028139869096e-07,0.0028052736608166987,1.9532155849078465e-08,1.405686231649445e-12,4.265981335876964e-06,0.0003116062961677298
6.742380999791384e-05,0.8993174640331034,0.0009007657723067605,0.0003128181126315933,0.00035565881091955006,0.08591304970160676,0.0,0.0,0.0013787563952968812,9.936359500429834e-05,0.25768832788487456,0.006270109821214057,0.00028999665816184235,8.179680784410739e-11,3.367747837993151e-08,8.671065437477964e-07,0.0007338336156463099,0.01069102777993611,8.143865115795922e-05,1.1576149875236355e-08,4.718665122127638e-06,7.011984553368835e-10,2.0586221130350968e-07,3.68827693504028e-05,1.464767330018145e-07,0.00027652086885558545,1.8495112429464475e-08,3.3460368866437627e-05,2.8211103669162527e-05,5.840332053825976e-08,4.3990518362459767e-07,4.863063310993933e-10,6.131171808591763e-09,2.247161997567907e-06,3.76,0.0,0.010252106422142625,0.752362064494836,0.11869032727604344,0.005558778872164039,0.8505177827533174,0.13793368596650324,0.24448508280580736,5.41554882424525e-07,0.0007261225921497316,0.07353444539825557,4.2950939065533123e-07,5.227306663105289e-10,8.997898215979895e-15,0.006107853241626416,8.580808318852074e-07,4.7389680750450964e-07,0.0005650862727929753,8.880003908613858e-07,3.047047170261839e-09,6.018442469194549e-13,7.450085538783293e-07,2.125867206920286e-09,7.256661872668494e-08,2.679728173257269e-07,3.5499781840276254e-14,3.5035619642265313e-13,0.00014839876501852192,2.1428133109753748e-11,0.07239347247101016,0.0090908208842395,3.958510921228949e-05,9.635434412173095e-06,0.00030501668077983596,0.0012405169120894772,0.040604932318977015,7.261780267023368e-05,2.4365203173744716e-05,7.936695535185666e-05,0.00048099311925362274,0.0004995521129038361,0.09818210429468467,0.0025859908828250984,0.003953505179776033,9.0246170939315e-09,0.04211703688090101,2.2034623790212812e-05,3.881251611116772e-07,7.575977606898774e-12,2.069097368776592e-09,6.233090818211043e-05,0.00038106280761290693,7.293361579080107e-06,1.1674965330851687e-12,4.633696010722708e-08,0.0003498660561699768,0.010661858038960874,6.692785160822387e-08,3.5112901437847438e-09,0.006966078982789186,2.887581993627465e-06,3.0484049228676406e-11,1.05069293663536e-06,1.9885268576779182e-10,2.2834597558348117e-07,3.809069867972958e-08,8.653341425436497e-06,1.148955192072136e-07,4.672346469392991e-08,0.00010104222320443674,0.001342821779783207,9.929070200016432e-10,3.870080649470039e-11,1.9406794517409355e-12,6.406456200337663e-13,9.139444089009642e-05,3.720378043276975e-08,1.5306468497556297e-09,3.658812311407736e-10,3.212913061566567e-07,0.0028198046379757117,1.9441479516105475e-08,1.4105927379821065e-12,4.278161298232622e-06,0.00031366385888798016
6.75943928323018e-05,0.8994530109355809,0.0009015217715447924,0.0003127944963933012,0.00035568835819385533,0.08603172887502103,0.0,0.0,0.0013753601936573052,9.903574508418188e-05,0.25848660996497813,0.006292801209407933,0.00028988666054165284,8.217986303736209e-11,3.377701071427392e-08,8.681838786707211e-07,0.0007336909873243772,0.0106948796637322,8.166488821337393e-05,1.1594412080462964e-08,4.7581488402296505e-06,7.05428192192045e-10,2.0633736592927276e-07,3.6968889260605456e-05,1.4610238138450052e-07,0.00027763110110481785,1.859931483048835e-08,3.362456611392066e-05,2.8255976918585316e-05,5.847637807217852e-08,4.401340032086439e-07,4.867560461526065e-10,6.1572272998879185e-09,2.2539542258026427e-06,3.76,0.0,0.010134328126531726,0.7516446907012089,0.11901527326843567,0.005569392508791257,0.8511299102491081,0.13727973511033123,0.24447100294609456,5.379795803743923e-07,0.0007254302399867371,0.07367671926252377,4.3034272949043724e-07,5.211683769737552e-10,8.945350476500485e-15,0.0061020847787369974,8.615139938553059e-07,4.7575824749455465e-07,0.0005617924642535449,8.914922021297655e-07,3.025692349222935e-09,6.035851101832305e-13,7.479138489809505e-07,2.134157031055531e-09,7.284959071888764e-08,2.69015778764504e-07,3.5602466476053675e-14,3.513695822786914e-13,0.0001484947385873288,2.14032429710215e-11,0.0726876912444846,0.009078657559060854,3.9511718739447124e-05,9.619062452537993e-06,0.0003046061194878056,0.0012344027472357567,0.04056867948068409,7.234670211030765e-05,2.4340148752025e-05,7.917678529470324e-05,0.0004806276913409194,0.0004986977926525944,0.09837293373758324,0.002585701729881095,0.003939546869256323,9.002517904726376e-09,0.04216807689357545,2.205961068267045e-05,3.8703363588474153e-07,7.554671571899218e-12,2.06297936375853e-09,6.236185860794442e-05,0.0003797121982578138,7.2713868061712414e-06,1.1642131554670143e-12,4.6285222369221846e-08,0.00034866062216845595,0.01066371589108823,6.662362106099736e-08,3.501394690514515e-09,0.0069603889281968315,2.8876057042633176e-06,3.034246812787491e-11,1.0497163099055283e-06,1.986910760187321e-10,2.2754871887749257e-07,3.812338243312281e-08,8.660694473805589e-06,1.1499291299122243e-07,4.668176146401229e-08,0.00010094430309197886,0.0013462585062625177,9.94787018790134e-10,3.862051085768652e-11,1.9409495611912737e-12,6.40734691183228e-13,9.150254473585676e-05,3.72066495294342e-08,1.5317619966396742e-09,3.6730309845121387e-10,3.224900522500255e-07,0.0028343292100884115,1.935118677844703e-08,1.4154999940012343e-12,4.290309738459457e-06,0.00031572624905029575
6.776497566668974e-05,0.8995881577252184,0.0009022792267048325,0.0003127707588370292,0.0003557179938464905,0.08615007651173764,0.0,0.0,0.0013719742548914747,9.870877407473965e-05,0.2592837359184407,0.006315491063688905,0.0002897751876894558,8.256394598291795e-11,3.38764941269191e-08,8.692587199520543e-07,0.000733547655669952,0.010698574802833824,8.189070787618461e-05,1.161258185809633e-08,4.7978103312662304e-06,7.096646830195452e-10,2.0681250646859707e-07,3.705464268799089e-05,1.4572913968102258e-07,0.0002787415120191298,1.870364174237647e-08,3.378870042377224e-05,2.830038059446182e-05,5.854881653167918e-08,4.40359821229285e-07,4.872027708153029e-10,6.183268127925115e-09,2.2607216817340968e-06,3.76,0.0,0.010017913997768552,0.7509282182159395,0.11933988366123349,0.005579960933049368,0.8517401010650388,0.1366282448302609,0.24445521430329725,5.344312515915297e-07,0.0007247387577015944,0.07381842495550438,4.311727420443184e-07,5.196112365083614e-10,8.893074702672067e-15,0.006096276199238338,8.649409614982669e-07,4.776160641436519e-07,0.0005585112528311105,8.949772308103861e-07,3.004477784777091e-09,6.05317518715866e-13,7.508133285785892e-07,2.1424302576238554e-09,7.313199613327049e-08,2.700566373296368e-07,3.5704652409714914e-14,3.523780456578153e-13,0.00014858818229361096,2.1378248415514698e-11,0.07298187234414423,0.0090663848683516,3.943894221618687e-05,9.602831843421921e-06,0.00030419918628594615,0.0012283261539992962,0.04053224309215561,7.207644409076607e-05,2.431512993359344e-05,7.898709644741532e-05,0.00048026163898154167,0.0004978441741997895,0.09856315580370711,0.002585404837079974,0.003925628268296932,8.980570425087274e-09,0.04221865278354601,2.208442996557399e-05,3.8594488332631733e-07,7.533419663070197e-12,2.056905846467259e-09,6.239252047795026e-05,0.0003783653853069036,7.24947802656247e-06,1.1609381194876824e-12,4.623349575668339e-08,0.0003474588992691795,0.010665514617757922,6.632073921530832e-08,3.4915697391115673e-09,0.006954690313060912,2.8876019406369636e-06,3.02014883675434e-11,1.0487355326072038e-06,1.9852834690350888e-10,2.2675345966706303e-07,3.815560485326393e-08,8.667973444311563e-06,1.1508932469637451e-07,4.6639846906087426e-08,0.00010084573732573615,0.0013496745431623234,9.966530394161577e-10,3.8540128628435174e-11,1.9412125699306247e-12,6.408214245021117e-13,9.160991261977138e-05,3.7209194817140276e-08,1.5328655357815996e-09,3.687251851714713e-10,3.236865107591302e-07,0.002848847074689317,1.9261277473227727e-08,1.4204080445157928e-12,4.3024268318060595e-06,0.000317793443462994
6.79355585010777e-05,0.8997229066583556,0.0009030381572244856,0.0003127469106662887,0.00035574772196233096,0.0862680943723757,0.0,0.0,0.0013685985512540755,9.838268322337032e-05,0.2600797050202075,0.00633817935559805,0.0002896622561099838,8.294906451490389e-11,3.397593004766554e-08,8.703311203775357e-07,0.0007334036622057384,0.010702114191795694,8.211611109814273e-05,1.1630659854210189e-08,4.837649519871955e-06,7.13907881202734e-10,2.072876429938509e-07,3.714003057275697e-05,1.4535701222176875e-07,0.0002798520924761921,1.8808092446505287e-08,3.395276939235675e-05,2.8344317390971562e-05,5.862064219952041e-08,4.405826676339156e-07,4.876465461317736e-10,6.209294206200999e-09,2.2674643533346984e-06,3.76,0.0,0.009902848146302459,0.7502126467335549,0.1196641585390837,0.005590484266964917,0.8523483672168148,0.13597921350158276,0.24443772751279955,5.309096583294739e-07,0.0007240481449994159,0.0739595641555167,4.3199943811029203e-07,5.180592371570822e-10,8.841069951249912e-15,0.006090428286146231,8.683616935469324e-07,4.794702359993315e-07,0.0005552426919175676,8.984554365690685e-07,2.983402728734755e-09,6.070414696773208e-13,7.537069597600655e-07,2.150686792729885e-09,7.341383176478788e-08,2.710953812617277e-07,3.580633947375776e-14,3.533815849099421e-13,0.00014867911319305178,2.135315074341388e-11,0.07327601399407394,0.009054003995394605,3.936677319100471e-05,9.586741032178954e-06,0.0003037958381183806,0.0012222869257959557,0.04049562516750891,7.180703014579596e-05,2.4290147574914392e-05,7.879789129166471e-05,0.00047989498258810585,0.000496991278345589,0.09875277292370532,0.0025851002801181907,0.00391174961353608,8.95877293152634e-09,0.042268766317461154,2.210908309774376e-05,3.848589116253418e-07,7.51222204007126e-12,2.0508764071691706e-09,6.242289676001857e-05,0.00037702238736983144,7.2276358920048215e-06,1.1576714497339791e-12,4.618178275191419e-08,0.00034626089433858337,0.010667254882519357,6.601920327510075e-08,3.4818145657399453e-09,0.006948983634200941,2.8875709491376285e-06,3.00611095918795e-11,1.04775068423443e-06,1.9836451502647932e-10,2.25960204853167e-07,3.8187368456746484e-08,8.675178785173538e-06,1.151847602656294e-07,4.6597723339795266e-08,0.00010074653739144768,0.0013530698971686457,9.9850511067383e-10,3.845966453521059e-11,1.941468617689632e-12,6.409058659973879e-13,9.17165507691937e-05,3.721141988319839e-08,1.5339575953125453e-09,3.7014748521884234e-10,3.2488067293021607e-07,0.002863357932322993,1.91717513768762e-08,1.425316941370258e-12,4.314512755982258e-06,0.00031986541902605595
6.810614133546564e-05,0.8998572598726278,0.0009037985838589889,0.0003127229626962252,0.0003557775473617488,0.08638578419948968,0.0,0.0,0.0013652330551935307,9.805747375692217e-05,0.26087451659802313,0.006360866057707798,0.00028954788225422706,8.333522658148458e-11,3.407531992781456e-08,8.714011328690846e-07,0.0007332590480773728,0.010705498822559974,8.234109886040846e-05,1.1648646710086454e-08,4.877666329314988e-06,7.181577405933941e-10,2.0776278540850953e-07,3.7225053862226796e-05,1.4498600369204673e-07,0.0002809628333619039,1.8912666230018684e-08,3.411677064356257e-05,2.83877900076523e-05,5.869186129860393e-08,4.4080257246888715e-07,4.880874120082312e-10,6.235305451022673e-09,2.274182229830017e-06,3.76,0.0,0.009789114869207033,0.7494979759176323,0.11998809799196215,0.005600962632557775,0.8529547206267531,0.13533263937619394,0.24441855315159403,5.274145652190903e-07,0.000723358401555446,0.07410013854708324,4.32822827519103e-07,5.165123709939927e-10,8.789335291503567e-15,0.006084541815157739,8.71776149543225e-07,4.81320742064711e-07,0.0005519868328643199,9.019267798716653e-07,2.962466443170342e-09,6.087569598150363e-13,7.5659471034069e-07,2.158926544545681e-09,7.369509447891462e-08,2.7213199906643966e-07,3.5907527476306874e-14,3.54380198144881e-13,0.000148767548325658,2.132795125214111e-11,0.07357011443848978,0.009041516116803223,3.92952038146623e-05,9.570788381590362e-06,0.0003033960316327865,0.001216284856445409,0.04045882769781633,7.153846213044598e-05,2.4265202559307254e-05,7.860917238244726e-05,0.00047952774280256966,0.0004961391257386251,0.09894178752169361,0.002584788133803603,0.0038979111342688265,8.937123660544051e-09,0.04231841925922872,2.2133571660787616e-05,3.837757291379125e-07,7.491078866261896e-12,2.044890420095612e-09,6.245299039287483e-05,0.00037568322263400913,7.205860235932729e-06,1.1544131714061258e-12,4.61300858683699e-08,0.0003450666140121443,0.010668937343091676,6.571901051337233e-08,3.4721283346528904e-09,0.0069432693808799475,2.8875129749861e-06,2.992133148932029e-11,1.0467618443728528e-06,1.9819959703036088e-10,2.2516896167988644e-07,3.821867570877165e-08,8.682310942118458e-06,1.1527922560887143e-07,4.655539305818367e-08,0.00010064671466349768,0.0013564445760132768,1.000343261251238e-09,3.8379123321769993e-11,1.941717845154285e-12,6.409880622102025e-13,9.182246545515877e-05,3.721332831906595e-08,1.5350383028573544e-09,3.71569992296511e-10,3.2607253030037443e-07,0.002877861486420982,1.908260828628671e-08,1.4302267326982272e-12,4.326567689402365e-06,0.00032194215272829223
6.82767241698536e-05,0.8999912195441673,0.0009045605256344377,0.000312698925416189,0.0003558074738459508,0.08650314772360726,0.0,0.0,0.0013618777393975578,9.773314687963547e-05,0.2616681700319517,0.006383551143630369,0.0002894320825306522,8.372244040097674e-11,3.417466525016728e-08,8.724688099475409e-07,0.0007331138537178641,0.01070872968427797,8.256567220679285e-05,1.1666543069831963e-08,4.917860681555244e-06,7.224142159261689e-10,2.0823794412570707e-07,3.730971351169487e-05,1.446161184259388e-07,0.0002820737255691097,1.9017362450081297e-08,3.4280701828735614e-05,2.843080114870064e-05,5.876248013226036e-08,4.41019565635948e-07,4.885254087047022e-10,6.2613017930381486e-09,2.280875301675511e-06,3.76,0.0,0.009676698640211373,0.7487842054017779,0.12031170211666554,0.00561139615212078,0.8535591731225763,0.1346885205882724,0.2443977017380122,5.239457391553504e-07,0.0007226695270160014,0.07424014982110791,4.336429201385587e-07,5.149706299274649e-10,8.737869780512139e-15,0.006078617554844901,8.751842898233829e-07,4.831675617696476e-07,0.0005487437250099942,9.053912219992707e-07,2.9416681872970346e-09,6.104639867046605e-13,7.594765488057108e-07,2.167149423158641e-09,7.397578120653903e-08,2.7316647948871285e-07,3.60082162743912e-14,3.5537388395478806e-13,0.0001488535047141402,2.1302651224458256e-11,0.07386417194176587,0.009028922402256813,3.922422871422764e-05,9.554972422536544e-06,0.00030299972512657763,0.001210319740187281,0.040421852652828355,7.127074110758105e-05,2.4240295682399817e-05,7.842094194030905e-05,0.00047915993962936455,0.0004952877367255874,0.09913020201551237,0.002584468472111918,0.003884113052777725,8.915620937892818e-09,0.042367613370687646,2.2157897023569636e-05,3.826953437824239e-07,7.469990295863302e-12,2.038947578899551e-09,6.248280432513162e-05,0.0003743479086435463,7.1841519975702954e-06,1.151163308235051e-12,4.607840755452951e-08,0.0003438760644627433,0.010670562650945068,6.542015807019185e-08,3.4625103644006975e-09,0.006937548034752037,2.8874282622225997e-06,2.9782153658626363e-11,1.0457690912489538e-06,1.980336093150723e-10,2.2437973703887034e-07,3.824952908640888e-08,8.689370358377097e-06,1.1537272660282706e-07,4.651285832975106e-08,0.00010054628040464552,0.0013597985884603136,1.0021675204295836e-09,3.8298509632734696e-11,1.94196039084308e-12,6.410680586756065e-13,9.19276628752094e-05,3.7214923663538934e-08,1.5361077851379943e-09,3.7299270061918533e-10,3.2726207457588424e-07,0.002892357443298597,1.8993847951462202e-08,1.4351374749298597e-12,4.338591812508811e-06,0.0003240236216473946
