Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885)
1.0036452613214467e-05,0.5016446264601062,8.887817555873063e-12,3.998345347674541e-13,2.5789919203925464e-10,7.909206285373874e-11,0.0,0.0,2.9790215874455248e-08,3.663992215904653e-11,5.929143218357101e-12,3.998426669821275e-15,5.8124813813990626e-18,8.331580524485029e-38,4.217270099973452e-27,1.8924312253939965e-17,1.8168270741292306e-15,4.454919624535209e-11,1.8112628578200298e-32,8.848517969065935e-30,-3.795763629312244e-31,-3.2169680622954134e-32,1.5958508022968545e-18,5.704989742913419e-23,6.7158121134235135e-21,7.467957334586154e-29,3.937716851679476e-39,3.520577980866071e-29,1.4945594430109917e-28,8.147582056880283e-31,3.3363638051353937e-22,7.587446477847294e-32,2.755765232544372e-34,1.0782188750772327e-31,3.76,0.0,0.9241226993564686,0.999977111813182,4.282508512663617e-09,3.238530392627184e-16,1.1304681540990248e-05,7.923972125183063e-06,3.3800320098944e-06,5.773559421542159e-10,2.2851484829369585e-05,2.6424434609410255e-13,3.1468401461135014e-22,4.1536771501492876e-17,1.0593996015470876e-19,4.614089947144805e-09,1.1080100976275517e-30,1.1386397231615125e-31,5.520648892583635e-14,7.837595258168289e-30,1.4042077837471004e-20,4.1667859931264e-36,3.4434238554845415e-31,1.049986221735644e-32,1.1000458792012706e-30,3.09635732911059e-29,1.4348867443726163e-37,2.195428827389286e-36,2.122454680609053e-29,1.2653212902207633e-18,4.455203812439114e-11,3.342767881067827e-14,3.4307276077469396e-09,2.6690115130845237e-10,5.33374849669695e-09,1.497864478643637e-09,1.2618752440971342e-08,5.458224571010612e-13,4.486542453554077e-13,3.1167471045927096e-16,1.9372390312434281e-16,5.767757276788101e-15,1.885758194260843e-11,1.89256997488892e-14,2.637519114775757e-09,2.9790160665548264e-11,1.1967993923374456e-10,8.692056872658633e-27,1.8193606051979255e-15,1.0636839434836434e-21,7.130919471800745e-11,5.906992135555903e-15,1.0224842019285222e-16,1.5611589697705194e-16,6.856438735791773e-23,4.1266869954665247e-19,1.5410403871393093e-14,4.935165044487082e-09,7.038354593394737e-16,6.116250779657371e-11,3.664622561343271e-14,5.619168465671632e-16,1.07279336691083e-22,2.087844669076135e-09
1.0386236343949177e-05,0.5016446612455788,8.987608043258105e-12,4.045866058946402e-13,2.600852997975389e-10,8.32087573677554e-11,0.0,0.0,3.0996287294512255e-08,3.946512193213221e-11,6.4742184778082776e-12,4.309518547174901e-15,6.203108472477541e-18,8.515885961234745e-38,4.2625862088669124e-27,1.892499900292819e-17,1.95221671530198e-15,4.770846751733616e-11,1.9865987606505089e-32,9.876819739927272e-30,-4.091781452522023e-31,-3.7678071586828084e-32,1.5958567919068819e-18,6.446280355844413e-23,7.233727645031626e-21,8.459194223137555e-29,4.467497422930278e-39,3.9454462834386667e-29,1.7943510003547919e-28,9.646318775178094e-31,3.696998416089815e-22,8.903710921209399e-32,3.3200308995854055e-34,1.282140707752825e-31,3.76,0.0,0.9241223041620518,0.9999771102867209,4.511129093257105e-09,3.615178207568637e-16,1.1698662587844958e-05,8.20014939206879e-06,3.4978286001295535e-06,5.773558920653585e-10,2.2851484794442555e-05,2.8298511502507135e-13,3.442364448012732e-22,4.153769357150142e-17,1.0963250219480977e-19,4.850279662442999e-09,1.2788424337559528e-30,1.3131017348836515e-31,6.147846476252528e-14,9.180022282806255e-30,1.5117923367593845e-20,4.809256653318653e-36,4.057520794784998e-31,1.240795402139107e-32,1.3000790027073602e-30,3.6737528638344186e-29,1.656121111336536e-37,2.5339256916582006e-36,2.535529745041208e-29,1.3094203163092702e-18,4.7711586346123394e-11,3.631646511765632e-14,3.4595824444787875e-09,2.695552758883252e-10,5.536572189517822e-09,1.6151769603200077e-09,1.3228821367196419e-08,5.684474851747445e-13,4.6501825179728e-13,3.250987022089782e-16,2.0017689282789151e-16,6.07118249537931e-15,1.9775804136376065e-11,2.0887211755946864e-14,2.657440324558426e-09,3.092951840859778e-11,1.2784771939125212e-10,9.456718899347618e-27,1.9229001767325737e-15,1.1234683934114635e-21,7.191253998256922e-11,6.2148234419225476e-15,1.1150686777368837e-16,1.5742347932348797e-16,7.23770807762908e-23,4.3546016884864085e-19,1.6707867652683644e-14,5.0976272802248295e-09,7.634201758266331e-16,6.17814788037124e-11,4.012007210700363e-14,6.017465042735812e-16,1.1699414197242252e-22,2.1661439212373685e-09
1.0736020074683888e-05,0.5016446960310561,9.084238806174637e-12,4.091810839183388e-13,2.620911268339016e-10,8.737067286548035e-11,0.0,0.0,3.2207331374585976e-08,4.2402422521923714e-11,7.046608289925223e-12,4.63585097632214e-15,6.605956514973531e-18,8.696252790075819e-38,4.306461155494124e-27,1.892569157723909e-17,2.0918029309337274e-15,5.0975954864445595e-11,2.1712454819653396e-32,1.0877213836633075e-29,-4.251771023303101e-31,9.754858373849203e-33,1.5958628234626437e-18,7.248041957912155e-23,7.769029587512819e-21,9.539823844753891e-29,5.045790603639844e-39,4.4055926755466377e-29,2.1394812903325645e-28,1.1343366118527287e-30,4.0831785903992106e-22,1.0385266211467922e-31,3.972487358076162e-34,1.515388788123361e-31,3.76,0.0,0.9241219089611387,0.999977108753427,4.741598537517797e-09,4.019311212755333e-16,1.2092643494283169e-05,8.476326403967744e-06,3.6156250511788418e-06,5.773558419722441e-10,2.285148475935937e-05,3.023678742672646e-13,3.7533124932482015e-22,4.1538615640280564e-17,1.133250403015301e-19,5.0883326437941775e-09,1.4689666349528012e-30,1.5071662630283731e-31,6.821929611844296e-14,1.0693084206821915e-29,1.6235769417712373e-20,5.524284807095025e-36,4.755942142434048e-31,1.4583202115650693e-32,1.5281372552015401e-30,4.334094773684231e-29,1.902339648509974e-37,2.9106492989786407e-36,3.0111144788948437e-29,1.3535192840313094e-18,5.0979366648037374e-11,3.932835708896894e-14,3.4873154294279376e-09,2.7211811785450886e-10,5.737852541654953e-09,1.7368504909566114e-09,1.3843995368556683e-08,5.91092124351821e-13,4.813853301594243e-13,3.3849091791409566e-16,2.0661242289882744e-16,6.379737743870543e-15,2.0702162271158252e-11,2.297119890453301e-14,2.6757121491623836e-09,3.2060268367847835e-11,1.3627988186675707e-10,1.025824137224448e-26,2.0284985275085883e-15,1.1844142968984398e-21,7.249227784375983e-11,6.529327199728725e-15,1.212223309307103e-16,1.586844758987313e-16,7.626233533289251e-23,4.586795835198089e-19,1.8058927208503086e-14,5.259910779035156e-09,8.254812937090684e-16,6.237886855653843e-11,4.379892024208925e-14,6.429383408176686e-16,1.271885273190601e-22,2.2443572673882342e-09
1.1085803805418598e-05,0.5016447308165379,9.177990720456968e-12,4.136323771667666e-13,2.6393164907539446e-10,9.157641999825789e-11,0.0,0.0,3.342315797234465e-08,4.54522583802323e-11,7.646519320033815e-12,4.977700825172277e-15,7.020960538604273e-18,8.873031683857358e-38,4.349023913417031e-27,1.8926389956518563e-17,2.235507525950382e-15,5.435165811675562e-11,2.3652829233795937e-32,1.1931012231735734e-29,-4.224097814437183e-31,-1.020460317300228e-33,1.5958688966637832e-18,8.112240206902774e-23,8.32147776185861e-21,1.071424149736898e-28,5.6753179273994914e-39,4.9028147878768e-29,2.534658742936703e-28,1.3254794584197462e-30,4.495823937702308e-22,1.2045190041646476e-31,4.722748372187846e-34,1.7809122651062119e-31,3.76,0.0,0.9241215137539177,0.9999771072136238,4.973764419436068e-09,4.451760452710292e-16,1.2486624260506708e-05,8.752503160858285e-06,3.733421363049841e-06,5.7735579187499e-10,2.2851484724127426e-05,3.2239262319789874e-13,4.0798332254190616e-22,4.153953770783872e-17,1.170175744745436e-19,5.328111478071067e-09,1.679815510636511e-30,1.722284342539064e-31,7.544686837862039e-14,1.2391324239123866e-29,1.7395761998814846e-20,6.317259606769418e-36,5.547041100514389e-31,1.7052611029801766e-32,1.7870553124255587e-30,5.085985213179024e-29,2.1753979663751428e-37,3.328438806866621e-36,3.556141918384423e-29,1.3976181933892747e-18,5.435537916988185e-11,4.2462979999819947e-14,3.514024703490771e-09,2.7459591187874104e-10,5.937519407820172e-09,1.8628509803616846e-09,1.4464083524392433e-08,6.137552140069031e-13,4.977553415884198e-13,3.5184878339243436e-16,2.1302907213191132e-16,6.693171842707805e-15,2.1636369651776505e-11,2.518007779074985e-14,2.69247150896586e-09,3.3182010014446896e-11,1.4497613522915888e-10,1.1097138693458831e-26,2.1360625412711446e-15,1.2464685431841695e-21,7.305048184718613e-11,6.8505242343291534e-15,1.3140009474480215e-16,1.5990276552390426e-16,8.021680022843864e-23,4.823070532618057e-19,1.946336099040792e-14,5.422015789765064e-09,8.900086477311442e-16,6.295615995466497e-11,4.768754109249157e-14,6.854922071230581e-16,1.378680389369209e-22,2.32248474462681e-09
1.1435587536153308e-05,0.5016447656020238,9.26911222176477e-12,4.179531986336965e-13,2.6562059824746965e-10,9.58247310186853e-11,0.0,0.0,3.464359289434535e-08,4.861504693997607e-11,8.274143075996542e-12,5.335331920198536e-15,7.44805750248397e-18,9.046537506246341e-38,4.390388554422448e-27,1.8927094125842202e-17,2.3832535872765307e-15,5.783557710431134e-11,2.568785080032219e-32,1.3085893647033608e-29,-4.216297473998527e-31,-1.7438428686550063e-32,1.5958750113005636e-18,9.040784891970212e-23,8.890835624209144e-21,1.198687524443271e-28,6.358662186903689e-39,5.438964269451147e-29,2.984859805049805e-28,1.539708344636695e-30,4.935857352071377e-22,1.3896976312232547e-31,5.581015966530915e-34,2.081832665411957e-31,3.76,0.0,0.9241211185405651,0.9999771056676081,5.207486972003207e-09,4.913341466006718e-16,1.2880604886702566e-05,9.028679662718752e-06,3.851217535749944e-06,5.773557417737063e-10,2.2851484688753507e-05,3.4305936119412576e-13,4.422065506886584e-22,4.1540459774183774e-17,1.2071010471352515e-19,5.5694901546564396e-09,1.9128758496605034e-30,1.959961666087907e-31,8.317912791811302e-14,1.4289937439155096e-29,1.8598043219178576e-20,7.193773245424399e-36,6.439699255706686e-31,1.9844929930792157e-32,2.0798511083077397e-30,5.938596583004793e-29,2.4772215844240576e-37,3.7902403364667885e-36,4.178051051061532e-29,1.441717044385519e-18,5.783962403843989e-11,4.571993883003101e-14,3.5397968843504107e-09,2.769943748056719e-10,6.135511720699461e-09,1.9931429248250667e-09,1.5088910948298282e-08,6.364358383075284e-13,5.141281775936497e-13,3.6517044411936134e-16,2.194258027761794e-16,7.011240940456269e-15,2.2578163139661463e-11,2.7516143515583438e-14,2.7078439605513943e-09,3.429439443686447e-11,1.539361884338816e-10,1.1973923418355916e-26,2.245500693057742e-15,1.3095790209624613e-21,7.35889814922798e-11,7.17843521756637e-15,1.4204539106144243e-16,1.61081782341011e-16,8.423719285099077e-23,5.063231125529982e-19,2.0920938705287557e-14,5.583942542947238e-09,9.56991649855057e-16,6.351471241975221e-11,5.179060262542347e-14,7.29407954111433e-16,1.4903816714906583e-22,2.400526408081977e-09
1.1785371266888018e-05,0.5016448003875134,9.357823527345584e-12,4.2215478978043134e-13,2.6717056479348325e-10,1.0011444606088715e-10,0.0,0.0,3.586847611355545e-08,5.189119000216782e-11,8.929657160185433e-12,5.708995357004748e-15,7.887186454860054e-18,9.217053141266161e-38,4.4306561896425466e-27,1.892780406572071e-17,2.53496551742719e-15,6.14277116571286e-11,2.781820515603498e-32,1.4393793952074914e-29,-4.305261982064726e-31,-6.525301375637484e-33,1.595881167176104e-18,1.0035531796581111e-22,9.476870434770092e-21,1.3362183628565533e-28,7.098398827899256e-39,6.015948325282935e-29,3.4953303700651957e-28,1.7787088889496193e-30,5.404204947027401e-22,1.5954523187869276e-31,6.5580842035988185e-34,2.4214465206097687e-31,3.76,0.0,0.9241207233212471,0.9999771041156524,5.442638040351755e-09,5.404854547675269e-16,1.3274585373044127e-05,9.30485590952747e-06,3.969013569286387e-06,5.773556916684968e-10,2.2851484653243843e-05,3.6436808763303567e-13,4.7801387988226105e-22,4.154138183932313e-17,1.2440263101815071e-19,5.812353123363726e-09,2.169688526559357e-30,2.2217586980845845e-31,9.143408051804033e-14,1.6404773208608203e-29,1.9842751589719506e-20,8.159621356532056e-36,7.443342169637503e-31,2.2990705283196037e-32,2.4097313703615426e-30,6.901689206046288e-29,2.809806068740528e-37,4.2991071830587876e-36,4.8848055460156684e-29,1.4858158370223395e-18,6.143210136783761e-11,4.9098824531173657e-14,3.5647085926220214e-09,2.7931875142903484e-10,6.331776614539678e-09,2.1276895920288418e-09,1.5718316996028508e-08,6.591332779825864e-13,5.305037540113442e-13,3.784546615817656e-16,2.258019052534778e-16,7.33370905010795e-15,2.3527300515583305e-11,2.998157200502942e-14,2.7219446348932816e-09,3.5397119354837916e-11,1.6315975080868222e-10,1.2889105787056923e-26,2.3567234337372403e-15,1.373694822557647e-21,7.410939460824893e-11,7.513080623442438e-15,1.531634049354113e-16,1.6222457380629525e-16,8.832031081075463e-23,5.307087887835426e-19,2.2431424061823444e-14,5.7456912549857425e-09,1.0264194188729183e-15,6.405577284599817e-11,5.611267042240905e-14,7.746854327045266e-16,1.607043531609305e-22,2.4784823267437553e-09
1.2135154997622728e-05,0.5016448351730064,9.444320322366545e-12,4.2624711574885265e-13,2.6859309273436826e-10,1.0444450101232205e-10,0.0,0.0,3.7097660192991484e-08,5.528107498346746e-11,9.613226423352025e-12,6.098929845761288e-15,8.33828865471894e-18,9.38483299235814e-38,4.4699166658786764e-27,1.8928519758228365e-17,2.6905690580412347e-15,6.512806160519436e-11,3.004452792325543e-32,1.5740128169641714e-29,-4.321723083177962e-31,1.8731933143746617e-32,1.5958873641416724e-18,1.109828462329213e-22,1.0079353385662987e-20,1.484465356656706e-28,7.897379037113173e-39,6.635731190727977e-29,4.0715868752098955e-28,2.0442012823308618e-30,5.901795988825349e-22,1.8232121292906112e-31,7.665341948515244e-34,2.80322787517465e-31,3.76,0.0,0.92412032809612,0.9999771025580075,5.679100117000284e-09,5.927085014643058e-16,1.3668565719692288e-05,9.581031901262727e-06,4.08680946366626e-06,5.773556415594592e-10,2.2851484617604162e-05,3.8631880189166016e-13,5.154173797449267e-22,4.154230390326379e-17,1.280951533880973e-19,6.0565944261369765e-09,2.4518486006636953e-30,2.509290781171266e-31,1.0022978989432506e-13,1.875233757899707e-29,2.1130022284438253e-20,9.22080338674558e-36,8.567954920537036e-31,2.6522333345123003e-32,2.780097137799521e-30,7.98562894823488e-29,3.1752171603457165e-37,4.858200012431485e-36,5.684912517568707e-29,1.529914571302006e-18,6.513281125988824e-11,5.259921943888342e-14,3.588827781989563e-09,2.8157385620257766e-10,6.526268629732736e-09,2.266453189312256e-09,1.6352153680613405e-08,6.818469698406504e-13,5.468820059363246e-13,3.9170072453434507e-16,2.321569507522496e-16,7.660348451365762e-15,2.448355814871024e-11,3.2578422480016394e-14,2.7348791021705154e-09,3.6489924594771524e-11,1.7264653203545674e-10,1.384319339164439e-26,2.4696435049184237e-15,1.4387664100115855e-21,7.461315556755257e-11,7.854480691658601e-15,1.647592802660626e-16,1.6333385130330452e-16,9.246304166282066e-23,5.554456570206401e-19,2.3994577139827533e-14,5.907262133264221e-09,1.0982808921614314e-15,6.458048555933638e-11,6.065820853800816e-14,8.213244938253654e-16,1.7287199497577309e-22,2.5563525783746282e-09
1.2484938728357438e-05,0.5016448699585024,9.528776954754411e-12,4.302390344199548e-13,2.698987669119112e-10,1.0881391685022206e-10,0.0,0.0,3.833100889899437e-08,5.878507603460547e-11,1.0325004025929262e-11,6.5053620857623135e-15,8.801307658537058e-18,9.55010609635561e-38,4.508250029742938e-27,1.892924119049067e-17,2.849991304059272e-15,6.893662677846717e-11,3.236740867540509e-32,1.7090804108680775e-29,-4.1471646687707855e-31,2.7811542540930455e-32,1.5958936021144928e-18,1.2230796954124575e-22,1.0698059690487332e-20,1.64387984154486e-28,8.758431095630734e-39,7.300335543244845e-29,4.719417082031305e-28,2.337937245858294e-30,6.429562841069203e-22,2.0744442049587297e-31,8.914774665647357e-34,3.230830681290295e-31,3.76,0.0,0.9241199328653309,0.9999771009949037,5.9167654545763815e-09,6.48080347363021e-16,1.4062545926796494e-05,9.857207637902791e-06,4.204605218896524e-06,5.773555914466854e-10,2.285148458183973e-05,4.089115033469748e-13,5.544283028455645e-22,4.154322596601233e-17,1.317876718230424e-19,6.302116898370871e-09,2.7610054085988527e-30,2.824228235745988e-31,1.0958437632384662e-13,2.1349795309974233e-29,2.2459987373749452e-20,1.0383522943799209e-35,9.824097595806068e-31,3.047411249833615e-32,3.194549262220222e-30,9.201404783756814e-29,3.575590894974311e-37,5.4707870441456516e-36,6.587441321040511e-29,1.5740132472267452e-18,6.894175380446514e-11,5.622070191331597e-14,3.612214889919498e-09,2.837641112402806e-10,6.718948992869979e-09,2.4093950163420573e-09,1.6990284278118838e-08,7.045764735339392e-13,5.63262883556895e-13,4.049083705473083e-16,2.384907499348035e-16,7.990939976195919e-15,2.5446728947433217e-11,3.5308640054670915e-14,2.7467441673343337e-09,3.757258799499388e-11,1.8239624213521627e-10,1.4836690951951613e-26,2.5841761902591243e-15,1.5047457465535376e-21,7.510153968936779e-11,8.202655397115567e-15,1.7683812476320523e-16,1.6441203400128678e-16,9.666237053857275e-23,5.8051588272114575e-19,2.561015642222679e-14,6.068655380367348e-09,1.1725649215553777e-15,6.508990139254504e-11,6.543158048782482e-14,8.693249883989983e-16,1.8554645260750817e-22,2.6341372453039882e-09
1.2834722459092148e-05,0.5016449047440014,9.611349149922736e-12,4.3413843972488695e-13,2.710972928290295e-10,1.1322179040776812e-10,0.0,0.0,3.956839599963807e-08,6.240355503291322e-11,1.1065132409544944e-11,6.928507166179364e-15,9.276189376012265e-18,9.713078901186994e-38,4.54572777147056e-27,1.8929968349646126e-17,3.0131607081938845e-15,7.285340700687745e-11,3.478739523653728e-32,1.8569663716546503e-29,-3.913520043551684e-31,1.3496036400554106e-32,1.5958998810372962e-18,1.343477423428238e-22,1.1332768633341232e-20,1.814915620184832e-28,9.684381643628323e-39,8.011843851334847e-29,5.444880547531829e-28,2.6616970683958967e-30,6.988440910348574e-22,2.3506526268556525e-31,1.031896527185383e-33,3.708091083110626e-31,3.76,0.0,0.9241195376290197,0.9999770994265543,6.155535253707909e-09,7.066766091780765e-16,1.4456525994495691e-05,1.01333831194259e-05,4.3224008349840115e-06,5.773555413302633e-10,2.2851484545955424e-05,4.3214619137590087e-13,5.950571400555751e-22,4.1544148027575035e-17,1.3548018632266464e-19,6.548831437759289e-09,3.0988626504091697e-30,3.168296452768883e-31,1.1951601536349387e-13,2.4214971805414334e-29,2.383277602466483e-20,1.165418812042649e-35,1.1222920734547547e-30,3.488229540938768e-32,3.65689389053254e-30,1.05606463035502e-28,4.013133714594596e-37,6.140244222164448e-36,7.602042380110305e-29,1.6181118647987494e-18,7.285892907990139e-11,5.996285025120373e-14,3.634923812995487e-09,2.8589358070642207e-10,6.909784970213237e-09,2.556475602637629e-09,1.7632582119522343e-08,7.273214458249489e-13,5.79646348938477e-13,4.180777154933249e-16,2.448033157163775e-16,8.325273187487095e-15,2.6416620585285657e-11,3.817405844734773e-14,2.7576285985124187e-09,3.86449217291935e-11,1.92408591462277e-10,1.5870100071307272e-26,2.7002395067343004e-15,1.5715863954911542e-21,7.55756839186996e-11,8.557624430132739e-15,1.894050142685389e-16,1.6546128611166202e-16,1.0091538581469584e-22,6.0590225315865265e-19,2.7277920510733494e-14,6.229871195888381e-09,1.2492603544461988e-15,6.558498590490923e-11,7.043705035647365e-14,9.186867673527354e-16,1.9873305261699197e-22,2.7118364126268617e-09
1.3184506189826858e-05,0.5016449395295031,9.692176313119788e-12,4.3795238277313115e-13,2.7219756964922215e-10,1.176672863838907e-10,0.0,0.0,4.0809704224279056e-08,6.613686246356183e-11,1.1833744185510204e-11,7.368568986604075e-15,9.762882099751953e-18,9.873937715759475e-38,4.582413883650625e-27,1.8930701220617203e-17,3.180007077629697e-15,7.68784021203275e-11,3.730499721929381e-32,2.0169669151688585e-29,-3.8207425300364063e-31,-3.264465109652709e-33,1.59590620085821e-18,1.4711875756360586e-22,1.1983263585166653e-20,1.9980288003284048e-28,1.0678116951044332e-38,8.772399661555981e-29,6.254308803858704e-28,3.017286731145448e-30,7.579368585936962e-22,2.6533773026703694e-31,1.1891094103142992e-33,4.239029596970796e-31,3.76,0.0,0.9241191423873172,0.9999770978531557,6.395318920404768e-09,7.685714868426146e-16,1.4850505922919173e-05,1.0409558345810269e-05,4.440196311935442e-06,5.77355491210275e-10,2.285148450995572e-05,4.560228653553076e-13,6.3731367206805e-22,4.1545070087957755e-17,1.391726968866423e-19,6.796656335592752e-09,3.467178469937741e-30,3.5432759805142992e-31,1.3004293665248452e-13,2.736635486545411e-29,2.5248514669525347e-20,1.3039411796666324e-35,1.2776180720036243e-30,3.9785141021679655e-32,4.171147930107826e-30,1.2075641167058797e-28,4.4901225714881335e-37,6.870055374099761e-36,8.738966043916119e-29,1.6622104240201795e-18,7.688433715340884e-11,6.382524594868954e-14,3.6570027315776308e-09,2.879660018766348e-10,7.0987492873365116e-09,2.7076548313116934e-09,1.8278929544588298e-08,7.500816209458945e-13,5.96032373580331e-13,4.312091921826141e-16,2.5109483044173516e-16,8.663146463649533e-15,2.739305396614835e-11,4.117640278283836e-14,2.7676137932868144e-09,3.970676900671197e-11,2.0268329070388104e-10,1.694391900947593e-26,2.8177543437677686e-15,1.6392435907735933e-21,7.603660430618104e-11,8.919407186566842e-15,2.0246499650075662e-16,1.6648354846354e-16,1.0521928307367174e-22,6.31588199016037e-19,2.8997629557422634e-14,6.390909776789483e-09,1.3283561015280142e-15,6.606662680122742e-11,7.567878400957985e-14,9.694096816159863e-16,2.1243709204322384e-22,2.789450167844043e-09
1.3534289920561568e-05,0.5016449743150073,9.771383513236007e-12,4.41687175973509e-13,2.73207757119838e-10,1.2214963033725861e-10,0.0,0.0,4.205482435072929e-08,6.99853382098012e-11,1.2630962949413893e-11,7.825740689217546e-15,1.0261336513076612e-17,1.003285086558883e-37,4.618365773525665e-27,1.8931439788688217e-17,3.3504615658671634e-15,8.101161194869173e-11,3.99206887424386e-32,2.1810805436268632e-29,-3.8692262276292463e-31,-2.1999728269232767e-33,1.5959125615446444e-18,1.606371661679551e-22,1.2649331999792928e-20,2.193677646659318e-28,1.1742679881777004e-38,9.584208825377922e-29,7.154305271445631e-28,3.406535126905186e-30,8.20328718116622e-22,2.9841928797298873e-31,1.3644938072336225e-33,4.827853196387231e-31,3.76,0.0,0.9241187471403485,0.9999770962748902,6.636033385259049e-09,8.338377905612041e-16,1.524448571218741e-05,1.0685733317034058e-05,4.5579916497574185e-06,5.773554410867985e-10,2.2851484473844806e-05,4.805415246620137e-13,6.8120701742445475e-22,4.1545992147166083e-17,1.428652035146546e-19,7.045516663647864e-09,3.8677655303049106e-30,3.951002606156537e-31,1.4118342278356606e-13,3.082309629881916e-29,2.6707327155057353e-20,1.4546011923729523e-35,1.4496255122759267e-30,4.522296638058405e-32,4.74154449638406e-30,1.3759352497957603e-28,5.008905025981334e-37,7.663812360745696e-36,1.0009081471234919e-28,1.706308924893163e-18,8.101797808150936e-11,6.780747641714728e-14,3.678494818397977e-09,2.899848133203546e-10,7.285819604885863e-09,2.8628920508869374e-09,1.892921698404983e-08,7.728567949298123e-13,6.124209364697199e-13,4.443034974317669e-16,2.5736561770521435e-16,9.004367006232945e-15,2.8375861878707384e-11,4.431729246090004e-14,2.7767743896432705e-09,4.075800109232049e-11,2.1322005087911725e-10,1.80586425689426e-26,2.9366445599507194e-15,1.7076742844950063e-21,7.648521102421942e-11,9.288022762244421e-15,2.1602309434224913e-16,1.6748056569140415e-16,1.0957136767271564e-22,6.575578079644441e-19,3.076904645567546e-14,6.551771317879076e-09,1.409841193178555e-15,6.65356406547022e-11,8.116085039211695e-14,1.0214935821198766e-15,2.266638418533648e-22,2.866978600385582e-09
1.3884073651296279e-05,0.5016450091005137,9.849083211344416e-12,4.4534848364589163e-13,2.7413533703221583e-10,1.266681024854676e-10,0.0,0.0,4.3303654396883055e-08,7.394931226659433e-11,1.3456904029239705e-11,8.300205096527972e-15,1.0771505679428055e-17,1.0189970605959066e-37,4.653635055401108e-27,1.8932184040076886e-17,3.5244566613894096e-15,8.525303632181675e-11,4.263491147863163e-32,2.3538174097927984e-29,-3.9086035797425795e-31,4.797427451081001e-33,1.5959189630837375e-18,1.7491869623772419e-22,1.3330765396613568e-20,2.4023224448825637e-28,1.2881197922589847e-38,1.044954066714794e-28,8.15174492637984e-28,3.8312913786766306e-30,8.861140880467263e-22,3.3447076818298784e-31,1.5594869084222273e-33,5.478957308927706e-31,3.76,0.0,0.9241183518882312,0.9999770946919263,6.87760247824416e-09,9.025469676071192e-16,1.5638465362412754e-05,1.0961908033075418e-05,4.6757868484564296e-06,5.773553909599078e-10,2.285148443762651e-05,5.057021686727879e-13,7.267456773343042e-22,4.154691420520528e-17,1.4655770620638112e-19,7.295343711096094e-09,4.302491085136899e-30,4.393367432875028e-31,1.5295580823248572e-13,3.4605013414234143e-29,2.8209334878587264e-20,1.618101179187648e-35,1.6396157994475447e-30,5.123819829313282e-32,5.3725383430808746e-30,1.5625436224356285e-28,5.571899338672559e-37,8.525215217189948e-36,1.1423895539701138e-28,1.7504073674197936e-18,8.52598519104712e-11,7.190913723446946e-14,3.699438854568846e-09,2.9195318058858854e-10,7.470978042960134e-09,3.0221461766154597e-09,1.958334214680582e-08,7.95646812686424e-13,6.288120224759057e-13,4.573615452474102e-16,2.6361611768748777e-16,9.348750785976361e-15,2.9364887805616337e-11,4.759824406964343e-14,2.7851788271225977e-09,4.1798514602686905e-11,2.2401858333607493e-10,1.9214762044923696e-26,3.0568370445429753e-15,1.776837175322332e-21,7.692232141829755e-11,9.663489948975555e-15,2.300843087488581e-16,1.6845390991541413e-16,1.1396905616572047e-22,6.837958316541712e-19,3.259193782740256e-14,6.7124560126852355e-09,1.4937048262729057e-15,6.699277903337576e-11,8.68872228977332e-14,1.0749383197967466e-15,2.4141854999713005e-22,2.9444218007397197e-09
