Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37)
1.1828496072696877e-10,0.5181343226666686,1.3906920356855541e-18,1.2664108680356483e-22,1.418320751459733e-23,9.642765691929706e-23,0.0,0.0,6.739309971041886e-13,1.6275641253635308e-20,3.7091268135026545e-27,1.986243047830453e-29,5.030218711226927e-30,2.057632072906371e-55,3.1810412768488454e-39,1.4751289595571715e-25,1.2358467948271198e-25,4.64347944574987e-20,1.6334824248981774e-56,1.1649973945871554e-43,1.0603458062775821e-54,5.534949482701767e-54,2.848646390059611e-23,5.225608648948234e-51,2.5235537453515738e-34,1.9213256130155387e-57,4.874294808691591e-65,3.587802322957037e-51,7.206770015594663e-54,9.683815912774999e-56,2.3090087582668684e-34,1.2085046715850553e-59,1.3701458793876678e-61,4.614366436335888e-59,3.76,0.0,0.7689735722324567,0.9999881242662237,1.1723843593803864e-27,3.5976784526438296e-31,6.994280091280363e-10,4.466384083286962e-10,1.9341748823001307e-10,5.937210984897428e-11,1.1875733102180458e-05,1.5165636482386676e-21,2.4815352214585787e-34,2.5347215348730315e-18,9.71592809013953e-25,1.111423980443454e-19,1.1264448487298293e-51,1.4722251214661833e-50,3.188713433213057e-24,2.1132346474210484e-52,2.6359712836368612e-27,1.490152161502618e-58,9.386726371811926e-51,1.0154631649198067e-53,2.9017148247925967e-52,7.484816766757895e-51,1.4035416121985112e-59,1.8280469200637235e-58,2.04999298158982e-55,8.412415744809833e-24,4.643479445329755e-20,1.978852261067291e-27,5.185537364270138e-13,1.5528152668695586e-13,5.281197683096438e-17,1.6120398463342116e-22,1.6805627721103667e-17,2.5402085652706642e-20,4.857990919035306e-18,4.358067972680484e-22,1.104050468916938e-20,4.023343620242703e-24,1.1956241081656345e-19,9.613074895030495e-25,1.1953271399157993e-19,2.0211484900904378e-22,1.5581772169236643e-31,1.7274672126216526e-39,4.7157004629411775e-29,1.7791874504909964e-33,1.0672061294433515e-17,1.8441696187377862e-22,2.916649069550838e-29,4.814505590902684e-18
1.2755260443204098e-10,0.5181343226718041,1.5773883605814398e-18,1.3934623054040778e-22,1.725373184817019e-23,1.1710206156748286e-22,0.0,0.0,7.267346123344847e-13,1.892596830549597e-20,4.661482204450385e-27,2.6841749590101894e-29,6.410089608161451e-30,2.780132157831684e-55,3.985755160289153e-39,1.8483435959845794e-25,1.437931262047623e-25,5.423367433300067e-20,2.5677106341909827e-56,1.4759366710159964e-43,1.790358762785675e-54,9.345198380736724e-54,3.309314716341466e-23,7.711952922359455e-51,3.1658878895946224e-34,3.252413442189544e-57,7.76173616211784e-65,5.3182375316308914e-51,1.0514253845003995e-53,1.4155632737089782e-55,2.9054151960106975e-34,1.9120278328028348e-59,2.2910659998376132e-61,7.351627413409974e-59,3.76,0.0,0.7689735721776035,0.99998734761271,1.5298962014782463e-27,4.513282273383949e-31,7.542282943324985e-10,4.816864911066633e-10,2.0857197672446514e-10,6.396982337351619e-11,1.2652386563340025e-05,1.763649957395833e-21,3.111885388579316e-34,2.9116346597479383e-18,1.1245939833858215e-24,1.295488005672992e-19,1.6450036387236052e-51,2.145529942413097e-50,3.727843982811284e-24,3.1051220504178227e-52,3.0637283994094674e-27,2.335896106128599e-58,1.3679045202839282e-50,1.484118577309233e-53,4.256862260537374e-52,1.091207822016511e-50,2.1914832339185897e-59,2.856717827134621e-58,3.22191980459597e-55,1.0026396801077917e-23,5.423367432691082e-20,2.3274185750437365e-27,5.591800366535635e-13,1.67443215733893e-13,6.1410733180318e-17,2.0213865131517182e-22,1.9542074108093145e-17,2.782952283367338e-20,5.240215992812194e-18,5.064936434118876e-22,1.283073578761162e-20,5.042815520266999e-24,1.3903082373394397e-19,1.117878721359011e-24,1.3899622417512852e-19,2.5341566861936886e-22,1.9541451071534156e-31,2.1663487757043262e-39,6.374247140520547e-29,2.4040158486357235e-33,1.2408255889608559e-17,2.1444564533898577e-22,3.657136847857889e-29,5.187965101961296e-18
1.3682024813711319e-10,0.5181343226769396,1.7753767677164824e-18,1.5261994040155074e-22,2.072755659913501e-23,1.404577204529908e-22,0.0,0.0,7.795383820129291e-13,2.177612469526707e-20,5.765885057510041e-27,3.551353933904393e-29,8.037323932359595e-30,3.677630501842332e-55,4.915364902887958e-39,2.2794978965985782e-25,1.6554420030927426e-25,6.266908643918457e-20,3.912397279111752e-56,1.8402185536650865e-43,2.9169850295373717e-54,1.5225252628330732e-53,3.8039966857418534e-23,1.1084669143026893e-50,3.909144647892182e-34,5.312705401393878e-57,1.1980849237065899e-64,7.677682179324443e-51,1.4941470651752285e-53,2.015531470736308e-55,3.5980439050506666e-34,2.932269063041742e-59,3.70596761424588e-61,1.1352128157921877e-58,3.76,0.0,0.7689735721227504,0.9999865906000949,1.9619751356386588e-27,5.572708189639845e-31,8.090285795336272e-10,5.167423409880505e-10,2.237264941078853e-10,6.855974087889494e-11,1.3409399125558812e-05,2.0293950551008758e-21,3.8408774690499337e-34,3.3096101513893093e-18,1.287968959131023e-24,1.4940617914659726e-19,2.3399245851594955e-51,3.0455786924072873e-50,4.311697146265999e-24,4.444012890773907e-52,3.5229093411769075e-27,3.549832634921431e-58,1.9416556976823648e-50,2.112750619482774e-53,6.082689721480779e-52,1.5495640608490873e-50,3.3172295570338243e-59,4.3278494364787816e-58,4.909301636475887e-55,1.1806553833196547e-23,6.266908643065517e-20,2.708213202468716e-27,5.998059840081499e-13,1.7960423185867294e-13,7.0657558593079e-17,2.4947480006247824e-22,2.2484801808913266e-17,3.0320535409286816e-20,5.6226738303487506e-18,5.824471790981137e-22,1.4754236488622087e-20,6.2210373563069006e-24,1.599668581003739e-19,1.2862622950110039e-24,1.5992697103018036e-19,3.1273208596587925e-22,2.4121242042366933e-31,2.673933718504282e-39,8.435609101234618e-29,3.1802230945315034e-33,1.4274985176840115e-17,2.4673802542760547e-22,4.512964629669047e-29,5.560882564228765e-18
1.460878918421854e-10,0.518134322682075,1.9846564415430338e-18,1.6649540837140987e-22,2.4628775568467428e-23,1.6665203963026264e-22,0.0,0.0,8.323423071587509e-13,2.4826111006125503e-20,7.034002548665177e-27,4.61304986599993e-29,9.936616352184697e-30,4.776195122617044e-55,5.978736790171798e-39,2.7727080486261783e-25,1.8884056647015223e-25,7.174652747506464e-20,5.800907450752765e-56,2.2627448339897617e-43,4.605237084127461e-54,2.4036089001563564e-53,4.3325925248518793e-23,1.556985926886299e-50,4.760755546349686e-34,8.409025259791833e-57,1.799559423252338e-64,1.083136677113938e-50,2.0752322228387466e-53,2.8048336177454224e-55,4.394462032031526e-34,4.375789848186279e-59,5.821148313343118e-61,1.705539321951597e-58,3.76,0.0,0.7689735720678973,0.9999858527316574,2.4780973743709172e-27,6.786540587672075e-31,8.638288647314217e-10,5.51805944802723e-10,2.388810403320821e-10,7.314187558427191e-11,1.4147267510189534e-05,2.3138030232511668e-21,4.675689999014646e-34,3.727804098684535e-18,1.4615597180192128e-24,1.7072176256649893e-19,3.2530881976559644e-51,4.2253455801001433e-50,4.940737590329844e-24,6.216052020497719e-52,4.013280639973264e-27,5.2503654357372985e-58,2.693678566974162e-50,2.939567852807181e-53,8.494755762679261e-52,2.1506482813411104e-50,4.886957088551152e-59,6.381190508586368e-58,7.280475872077699e-55,1.3756500082810527e-23,7.174652746344946e-20,3.1220710594296343e-27,6.404315793310435e-13,1.9176457533500497e-13,8.055241851338918e-17,3.0367736280646394e-22,2.5633805698915785e-17,3.2875132789876086e-20,6.005364461011712e-18,6.636586606786994e-22,1.6810769253074912e-20,7.569392039916362e-24,1.8237048205463337e-19,1.466459252821562e-24,1.823249205687153e-19,3.806447493926981e-22,2.936636115114726e-31,3.255227011704452e-39,1.096011623852234e-28,4.1303691333714215e-33,1.6272197648865796e-17,2.812940515672413e-22,5.492274919523218e-29,5.933258785789383e-18
1.6462317925232985e-10,0.5181343226923459,2.4370863302768023e-18,1.9618418182819954e-22,3.380976564761743e-23,2.281862263169136e-22,0.0,0.0,9.379506278007296e-13,3.1525575742750675e-20,1.0108401280939458e-26,7.429721161094197e-29,1.4654524071571332e-29,7.689654937651837e-55,8.542093050337447e-39,3.9616979958828252e-25,2.4007983549542475e-25,9.184837805732191e-20,1.1899285000956942e-55,3.3028345411632563e-43,1.0594755474497704e-53,5.5292324225480775e-53,5.491127802332021e-23,2.897728222859496e-50,6.818831266171031e-34,1.944461933768645e-56,3.787736051517009e-64,2.0332558195168666e-50,3.777764772568975e-53,5.125752335178892e-55,6.329243220045268e-34,9.091528335871265e-59,1.3324572695517964e-60,3.590449115002536e-58,3.76,0.0,0.7689735719581912,0.9999844325029041,3.803126856829108e-27,9.719853718665862e-31,9.734294351170048e-10,6.219563616629974e-10,2.6919021911030136e-10,8.228284935963562e-11,1.556749615770026e-05,2.93862386388362e-21,6.691498253904461e-34,4.621628139325531e-18,1.8387626025981686e-24,2.1775507746372926e-19,5.933420599813131e-51,7.674781326465922e-50,6.336148793609596e-24,1.1475131795184701e-51,5.0865764340106476e-27,1.0720874385800701e-57,4.892284867534504e-50,5.369874639855577e-53,1.5633167715947312e-51,3.909393454637602e-50,9.900271215662891e-59,1.2949068928746731e-57,1.4946333498917454e-54,1.817816599751188e-23,9.184837803717846e-20,4.052316643141431e-27,7.216817171435418e-13,2.1608324540738995e-13,1.022861037258611e-16,4.345413341106974e-22,3.2550621618074264e-17,3.817511952430904e-20,6.771444218850143e-18,8.418205587250333e-22,2.1321982775887594e-20,1.0821929881340933e-23,2.315803714393218e-19,1.862297491428173e-24,2.315222918972679e-19,5.445802297111294e-22,4.203353946918592e-31,4.65896736182526e-39,1.7660735224864897e-28,6.650393832088231e-33,2.0657866263339094e-17,3.5719683970255407e-22,7.853594256982344e-29,6.676390733105063e-18
1.8099097729825186e-10,0.5181343227014159,2.874153386817705e-18,2.2472422381552846e-22,4.357265503822114e-23,2.9349470861760954e-22,0.0,0.0,1.03120979253607e-12,3.8106198597260197e-20,1.3482501674405813e-26,1.0843632720833568e-28,1.998271344013428e-29,1.1219392406469111e-54,1.1336161824166285e-38,5.257782671064138e-25,2.904923673498764e-25,1.1178387087334212e-19,2.1048121137770392e-55,4.465391750475749e-43,2.0519896161124257e-53,1.0708172132346614e-52,6.62600832387171e-23,4.751968029132421e-50,9.069070717576872e-34,3.7827183582820224e-56,6.851267365975224e-64,3.359242129334192e-50,6.078221163108729e-53,8.275112552430064e-55,8.457679495227763e-34,1.6261392177086683e-58,2.580233979558178e-60,6.49399378502463e-58,3.76,0.0,0.7689735718613139,0.9999832374387854,5.355672954626241e-27,1.292688085078434e-30,1.070213475304134e-09,6.839291513638659e-10,2.9595518235996967e-10,9.032913567047535e-11,1.676256018323191e-05,3.55248604597773e-21,8.89330042464017e-34,5.470577432507311e-18,2.204319598097293e-24,2.642028351870546e-19,9.562807028450275e-51,1.232411772317607e-49,7.722827376365226e-24,1.8688698970636937e-51,6.1355030924996665e-27,1.8891709720028085e-57,7.855398388319605e-50,8.666082764652822e-53,2.5392569146153348e-51,6.281977001946752e-50,1.732570997355681e-58,2.2694184762457696e-57,2.646279236610912e-54,2.2674652873468154e-23,1.1178387084244648e-19,4.9918552970701885e-27,7.93429419853196e-13,2.375558913214515e-13,1.2363312813912153e-16,5.77455686250191e-22,3.9344562127786644e-17,4.306688982503081e-20,7.448714220117641e-18,1.0165502247474667e-21,2.574578809573042e-20,1.4370150674061066e-23,2.7991620857352453e-19,2.2511451045107698e-24,2.798457673981506e-19,7.235720435759903e-22,5.587189204842874e-31,6.192362158467765e-39,2.578670683367711e-28,9.703727049273915e-33,2.496413152237463e-17,4.317514239532127e-22,1.0427282910154406e-28,7.33082973394727e-18
1.9735877534417388e-10,0.5181343227104858,3.346427954983843e-18,2.556329624582147e-22,5.502680786629001e-23,3.6999708817590542e-22,0.0,0.0,1.1244694562677158e-12,4.5310137813286186e-20,1.754365963097482e-26,1.5314806269298838e-28,2.656429386354244e-29,1.5840442802454354e-54,1.467806625534341e-38,6.808081650600189e-25,3.457645892017498e-25,1.3379443758728481e-19,3.544016704393003e-55,5.888548201223878e-43,3.7523625739703747e-53,1.9579931262107318e-52,7.865198776157385e-23,7.476117265009503e-50,1.1768333338200383e-33,6.947383757677947e-56,1.1791386499888614e-63,5.323682461310523e-50,9.386274732941628e-53,1.2821969495060234e-54,1.1024910389585595e-33,2.7681942598215166e-58,4.7315106445639106e-60,1.1174225248592602e-57,3.76,0.0,0.7689735717644366,0.9999820952327568,7.33512043270314e-27,1.6773676544144362e-30,1.1669975154808513e-09,7.459259322317232e-10,3.227202348553849e-10,9.83513414987895e-11,1.790476611873011e-05,4.224621654162712e-21,1.1531962759306427e-33,6.371352116749124e-18,2.5994471763004316e-24,3.1529490682243467e-19,1.479231539726262e-50,1.8994206510841705e-49,9.256606272012828e-24,2.9207469966070625e-51,7.277573382153062e-27,3.1693195489350907e-57,1.2105988174374467e-49,1.3422654127108152e-52,3.95809044050992e-51,9.688549660029507e-50,2.8868607755227427e-58,3.786780380739648e-57,4.46051309686026e-54,2.773764694686651e-23,1.3379443754188422e-19,6.0469411081663034e-27,8.651760361613088e-13,2.590264429344123e-13,1.4700098233181542e-16,7.486984989408486e-22,4.678184171004899e-17,4.8157132405210763e-20,8.126710781111702e-18,1.20755106011283e-21,3.058103136914192e-20,1.861739005480818e-23,3.328292644416698e-19,2.6768564148703972e-24,3.327452231481655e-19,9.379991376153907e-22,7.245850525633981e-31,8.0301499426174e-39,3.64348858573159e-28,1.370137921931801e-32,2.9676634169149056e-17,5.133659988873438e-22,1.3504235245461973e-28,7.983592463215794e-18
2.137265733900959e-10,0.5181343227195556,3.853905563242172e-18,2.890919127519309e-22,6.830491523089051e-23,4.585601111385946e-22,0.0,0.0,1.2177296237895138e-12,5.313739672423463e-20,2.2358357430279844e-26,2.104062236607311e-28,3.456443546281302e-29,2.1755883930035624e-54,1.8615713588422393e-38,8.634848207659703e-25,4.059111928022929e-25,1.5790346973510047e-19,5.724977572757611e-55,7.604031549875562e-43,6.5379925708721875e-53,3.411276965421237e-52,9.208156839248345e-23,1.1358366467906317e-49,1.4957997764375102e-33,1.2156704155071316e-55,1.9460906414162398e-63,8.146156316849418e-50,1.4003242135874419e-52,1.9193023597762127e-54,1.4074508430703358e-33,4.520227203533717e-58,8.285663510462266e-60,1.8436614075932063e-57,3.76,0.0,0.7689735716675593,0.9999810035469057,9.812302837046889e-27,2.1319167906684797e-30,1.263781555647152e-09,8.079466324671043e-10,3.4948537633291504e-10,1.0634953891131681e-10,1.899645187647421e-05,4.9550529416685294e-21,1.4647082868986689e-33,7.320272761526813e-18,3.023319349839416e-24,3.7106249758017183e-19,2.210551062350789e-50,2.8281700355318343e-49,1.09394827261136e-23,4.409062832880915e-51,8.511027381416001e-27,5.101625026982456e-57,1.8024008822195785e-49,2.0084183113293772e-52,5.959743541597576e-51,1.4435775847748456e-49,4.615812419843713e-58,6.063193349977012e-57,7.213957163994365e-54,3.337484874320679e-23,1.5790346967066807e-19,7.222176914197712e-27,9.369215700635011e-13,2.804949015642099e-13,1.7238947640761658e-16,9.508301846399314e-22,5.486243257522598e-17,5.344589854516813e-20,8.805434061359927e-18,1.4147753829334392e-21,3.582641728268708e-20,2.3625668710380314e-23,3.9031936453616784e-19,3.1394371714911663e-24,3.9022047289332225e-19,1.1910522593880134e-21,9.204305386734873e-31,1.0199962007725556e-38,5.00782698113794e-28,1.8819169321093476e-32,3.4795091416088355e-17,6.020402858572748e-22,1.7126836324350369e-28,8.634683331888534e-18
2.300943714360179e-10,0.5181343227286256,4.3965817459520814e-18,3.2528222926049775e-22,8.353965720616531e-23,5.600504137094552e-22,0.0,0.0,1.3109902996825396e-12,6.158797869479277e-20,2.799363708250895e-26,2.8234967533680166e-28,4.415646159541797e-29,2.918561487447555e-54,2.319674526523007e-38,1.0760215395078969e-24,4.709468734367157e-25,1.8413264651647594e-19,8.927083412059893e-55,9.644928052269692e-43,1.0932371939674826e-52,5.7036535703732534e-52,1.065434228381776e-22,1.675007573844451e-49,1.8679567148880413e-33,2.0413185253211474e-55,3.099114961976716e-63,1.2097241479834173e-49,2.0286061661693777e-52,2.789686530310552e-54,1.7650499302570684e-33,7.123865000768799e-58,1.3948884671619751e-59,2.934821721675227e-57,3.76,0.0,0.768973571570682,0.9999799601465906,1.2863403442518666e-26,2.6622459950200975e-30,1.3605655958030322e-09,8.699911804854095e-10,3.762506065294923e-10,1.1432379975913005e-10,2.0039852098098382e-05,5.743802095130433e-21,1.8278273186855535e-33,8.313898913054998e-18,3.4751242293477145e-24,4.315346688055162e-19,3.2077017495851357e-50,4.089065241398416e-49,1.277331403442817e-23,6.461812725912845e-51,9.834009921977843e-27,7.927876786675666e-57,2.605774117449415e-49,2.918004593240547e-52,8.712631804583535e-51,2.0886015172473443e-49,7.125493110977464e-58,9.372723144756876e-57,1.1263164497311323e-53,3.959117525623504e-23,1.841326464276398e-19,8.522166481713844e-27,1.0086660253912404e-12,3.019612684795659e-13,1.997984205933978e-16,1.1864109152358734e-21,6.358630704518763e-17,5.89332393654582e-20,9.48488421974868e-18,1.6381756504824093e-21,4.1480654320438426e-20,2.9456811525994095e-23,4.523863346149739e-19,3.638893125095722e-24,4.522713306365262e-19,1.485919872337334e-21,1.1487536726611188e-30,1.272944661539444e-38,6.722996323270158e-28,2.5247496636991643e-32,4.031922074063845e-17,6.977740062005732e-22,2.133663873751916e-28,9.284106739334805e-18
2.5211348659404465e-10,0.5181343227408269,5.182146295056613e-18,3.7859474683623513e-22,1.0735449136431882e-22,7.184995139339187e-22,0.0,0.0,1.4364519413969031e-12,7.393960225372615e-20,3.6988033351632935e-26,4.063753439653993e-28,5.989184550544524e-29,4.198815911344851e-54,3.045771734367728e-38,1.4129159764169875e-24,5.661758853682572e-25,2.227976026811194e-19,1.54775369937126e-54,1.2964627325228053e-42,2.0661314162793985e-52,1.0778320974400009e-51,1.2761748906513121e-22,2.713944846438218e-49,2.459841422142151e-33,3.879426838483924e-55,5.524024215752678e-63,1.9780726158751686e-49,3.2109943876752413e-52,4.435290984685886e-54,2.336980748868968e-33,1.2526419844452442e-57,2.6659596345814536e-59,5.227734496463451e-57,3.76,0.0,0.7689735714403558,0.9999786289195328,1.8017554511023336e-26,3.5056571117849226e-30,1.4907663057215641e-09,9.5349537259471e-10,4.1225721948257413e-10,1.2501370306768885e-10,2.1371079030495157e-05,6.896919036172265e-21,2.4047022130528914e-33,9.715493074535546e-18,4.125587723197973e-24,5.203549019578458e-19,5.088651285460561e-50,6.4553827216839315e-49,1.548146238142675e-23,1.038617515780425e-50,1.1751595386899231e-26,1.3684057842075712e-56,4.113298539496931e-49,4.636592827808567e-52,1.3958085148404519e-50,3.300296237395299e-49,1.2191442864563845e-57,1.6065437242643473e-56,1.9563644195991027e-53,4.8871251521589916e-23,2.2279760254935807e-19,1.0475904620477521e-26,1.1051800265768972e-12,3.3083604014914695e-13,2.3985781321204165e-16,1.5606000223803816e-21,7.633701645765244e-17,6.662854032664474e-20,1.0400075381780656e-17,1.964143804486046e-21,4.9729835108187326e-20,3.8707734548338565e-23,5.431029549748571e-19,4.368977631555609e-24,5.429642640550072e-19,1.9541637651949588e-21,1.5115414443266165e-30,1.6748342579029731e-38,9.681699972184306e-28,3.632531557936998e-32,4.83901246235714e-17,8.37697599247361e-22,2.7997707367091176e-28,1.0155134140840044e-17
2.741326017520714e-10,0.5181343227530283,6.031392643794843e-18,4.3761673754360735e-22,1.3527341265759162e-22,9.040213151865859e-22,0.0,0.0,1.5619145211407175e-12,8.741930083468632e-20,4.775577206036465e-26,5.6723847731448405e-28,7.930178271375494e-29,5.858481326111398e-54,3.908335807144543e-38,1.813157483069248e-24,6.703153146518923e-25,2.6538021358631756e-19,2.56279776416161e-54,1.7023492270374758e-42,3.701591400486239e-52,1.930793436799578e-51,1.5053693663821414e-22,4.2294300952025525e-49,3.165692452089238e-33,6.988255225903582e-55,9.397420079878805e-63,3.1100717408935132e-49,4.891688112312995e-52,6.786536780653494e-54,3.0231536182120846e-33,2.1030914710135922e-57,4.838901684525696e-59,8.886463438284704e-57,3.76,0.0,0.7689735713100296,0.9999773762918411,2.457233036627556e-26,4.51142620833632e-30,1.6209670156212183e-09,1.037042421005325e-09,4.482639918828321e-10,1.356605905271099e-10,2.2623706596586055e-05,8.155670576148223e-21,3.09179664413192e-33,1.118496005857621e-17,4.823262479568411e-24,6.177984566133002e-19,7.769271990865094e-50,9.808390422525134e-49,1.8469760895735122e-23,1.6062096835858205e-50,1.3822795857750326e-26,2.256109433443389e-56,6.249159456751435e-49,7.090201907574062e-52,2.1517293196983384e-50,5.019124737514889e-49,1.992722795153727e-57,2.630581264151632e-56,3.2457576518149283e-53,5.920293576989539e-23,2.6538021339781413e-19,1.2674962798602538e-26,1.201692090960413e-12,3.5970703138480337e-13,2.8357291605368813e-16,2.0061881796502296e-21,9.025179331553537e-17,7.468342815768182e-20,1.1316582683182403e-17,2.3191856309782438e-21,5.871348098610236e-20,4.9708837366410664e-23,6.421018399676467e-19,5.165821541592406e-24,6.419371282684141e-19,2.5115980559637268e-21,1.9437201278101325e-30,2.1535627925037083e-38,1.3521929040204327e-27,5.068726876855259e-32,5.719399734840464e-17,9.903958373638575e-22,3.5891436802717774e-28,1.1023162439045745e-17
2.961517169100981e-10,0.5181343227652299,6.944309969001057e-18,5.02786323871573e-22,1.6761935092390095e-22,1.1187247970512554e-21,0.0,0.0,1.687378048418805e-12,1.0202708287156728e-19,6.046432774324719e-26,7.715428733862527e-28,1.028764699323696e-28,7.965284411782496e-54,4.918740529000951e-38,2.282032533317398e-24,7.834009685644509e-25,3.119205214913813e-19,4.081449778552961e-54,2.1913724698321577e-42,6.337700454799093e-52,3.305470120301341e-51,1.752887910896797e-22,6.377315128027297e-49,3.995719643062116e-33,1.2029094338814632e-54,1.5365777731233742e-62,4.729851304223077e-49,7.214774171766881e-52,1.005311271187968e-53,3.834611575478116e-33,3.3952559466622817e-57,8.40418449412945e-59,1.4517777497177275e-56,3.76,0.0,0.7689735711797034,0.9999761976230411,3.2759014090606336e-26,5.6940954791020135e-30,1.751167725501985e-09,1.1206321532647453e-09,4.842709230948639e-10,1.4626463523184995e-10,2.3802375271159745e-05,9.520110164275978e-21,3.8987672894166526e-33,1.2715689516704586e-17,5.566299743248449e-24,7.239201228098097e-19,1.1484014748114123e-49,1.4428432015788638e-48,2.174168937280342e-23,2.404156124194276e-50,1.6042550522208813e-26,3.5781085769546517e-56,9.19176184129805e-49,1.0496203182238112e-51,3.210717503940716e-50,7.390067892125637e-49,3.133682622247931e-57,4.143885042544703e-56,5.179823468124752e-53,7.057931197307552e-23,3.119205212296612e-19,1.5130557065970407e-26,1.2982022265981486e-12,3.885742448941104e-13,3.309432680667668e-16,2.5294063416221382e-21,1.0533057107682804e-16,8.309802595790784e-20,1.2234406505329833e-17,2.7031865700348487e-21,6.842848002992726e-20,6.260897361334791e-23,7.493825674671831e-19,6.029438869352008e-24,7.491894724576997e-19,3.165965879151006e-21,2.4513846084712644e-30,2.715875946611955e-38,1.8402707405510382e-27,6.891989279816629e-32,6.673015327611559e-17,1.1558680419893538e-21,4.5111205280632495e-28,1.1888202245850914e-17
3.1817083206812485e-10,0.5181343227774313,7.920887465612347e-18,5.745405766643831e-22,2.0471520022422903e-22,1.364718581188334e-21,0.0,0.0,1.8128425321722672e-12,1.1776295688104085e-19,7.528260056354135e-26,1.026419323569614e-27,1.3113157887550732e-28,1.0592290253996912e-53,6.088274710666066e-38,2.8247889478432416e-24,9.054686657730005e-25,3.624544224692421e-19,6.286753209858348e-54,2.7731987222614443e-42,1.043800943764426e-51,5.443438884727481e-51,2.0186014556779003e-22,9.3476321285528e-49,4.960172719460334e-33,1.991556987833775e-54,2.428477038110959e-62,6.990475011171856e-49,1.0350226688682798e-51,1.4484309198797706e-53,4.782498185011126e-33,5.300287113570848e-57,1.4053260468249867e-58,2.2923081330311912e-56,3.76,0.0,0.7689735710493772,0.9999750885462554,4.2826401454130093e-26,7.06826545064188e-30,1.8813684353638526e-09,1.2042643976143672e-09,5.202780124852867e-10,1.5682600957987672e-10,2.4911451931660496e-05,1.0990291034706856e-20,4.835275611814025e-33,1.4301642611217388e-17,6.352901817228729e-24,8.387694886848454e-19,1.6510544872898294e-49,2.0644507676513772e-48,2.5300388079856426e-23,3.4991279319699034e-50,1.840568690986247e-26,5.489285029161948e-56,1.3150433139256123e-48,1.511259357391629e-51,4.658973902377222e-50,1.0583580125221356e-48,4.767586000219268e-57,6.3150983432869465e-56,7.995911014264543e-53,8.298803571171603e-23,3.624544221149454e-19,1.785390632661801e-26,1.3947104411114763e-12,4.1743768325424894e-13,3.819684085391032e-16,3.1364846771967467e-21,1.2157328347986207e-16,9.187245631069452e-20,1.3153547227531792e-17,3.1160325142161075e-21,7.887173265742508e-20,7.755636459595059e-23,8.649447160719203e-19,6.95984363353178e-24,8.647208465002131e-19,3.9250029209735835e-21,3.0406343501155556e-30,3.36852486647753e-38,2.4495998975146962e-27,9.165598431575739e-32,7.699790757672236e-17,1.3341135345142132e-21,5.574722187082363e-28,1.2750264135599824e-17
