Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46)
0.007875916329366215,0.4546084055514761,6.09035957855119e-11,4.157040280365007e-12,5.701989972538658e-10,1.5943250758291217e-07,0.0,0.0,8.3799734488713e-06,2.4601453644926926e-06,1.281878092980572e-06,3.3292677442938273e-12,2.6377408023983236e-13,2.38165978096999e-29,1.5987229931683158e-27,1.5471680024774599e-21,1.9299582841323738e-20,2.3210396164129654e-06,2.4145451507125334e-31,2.012220055855259e-24,-4.263360077593647e-25,-2.145811497105464e-26,1.2640052081570272e-22,2.599935907447438e-17,3.812718733778452e-18,1.0045957906964449e-23,-2.883968788384278e-34,3.102816947603545e-26,1.0675762113134135e-35,3.376603790558304e-34,2.539145459192231e-15,2.457664329545331e-31,1.9297391720571857e-27,2.2953242173647994e-28,3.76,0.0,0.6574698438304942,0.9999702289297383,2.5388835316417287e-06,1.0685662169368797e-21,0.001198196673509276,0.0008116937329799862,0.00038064307822570955,8.45452405522132e-11,1.3086310380319446e-05,3.0874499761783905e-09,2.69556064299858e-18,2.796384567882306e-18,8.040848361059905e-18,3.2174673955509806e-06,1.7030890266264481e-22,2.0277202454282016e-23,2.914219746482474e-11,4.493390876356299e-21,1.0922976984228974e-20,7.802295430134311e-28,2.190493504344412e-21,1.0414342933153202e-22,1.3065278875450843e-20,5.71925933269625e-19,2.391938825457492e-29,3.7729219784667027e-28,2.9607487950226065e-18,8.063405346357016e-17,2.324466429796957e-06,3.807801545295483e-09,3.13418917381621e-09,7.341112270704753e-10,3.550762651479973e-08,4.059143199439299e-06,9.320587230870181e-06,2.0979196322112987e-10,2.4250232425892106e-11,5.3437997278638396e-12,1.1142676732912184e-13,1.128843337265782e-09,4.25362540745866e-09,3.5934138174850205e-10,2.574964539224428e-12
0.0079466511272824,0.45460931222658474,6.173085971338884e-11,4.222281190594902e-12,5.809374831934802e-10,1.6274886779758556e-07,0.0,0.0,8.49120563000864e-06,2.50663942940643e-06,1.313986222606935e-06,3.4837879221383796e-12,2.7071564117368716e-13,2.753099557889229e-32,1.6411701286981898e-27,1.5474085025387785e-21,2.020112183202877e-20,2.3627852153145926e-06,2.4727401978586762e-31,2.0601008810256332e-24,-3.9324013960803814e-25,9.542339663671889e-29,1.2642016974843555e-22,2.737596737796256e-17,3.933704993895412e-18,1.067529173478626e-23,-4.1261174368132553e-35,3.1896193681476467e-26,1.1568011162508434e-35,3.5158708169037612e-34,2.6191214699561322e-15,2.636955514196988e-31,2.04308685410171e-27,2.48527412272026e-28,3.76,0.0,0.6574588461012748,0.9999699542934133,2.607787889983092e-06,1.1422966319444636e-21,0.0012089683901999485,0.000818952701278442,0.00038404123896273383,8.45453366522034e-11,1.308630679447318e-05,3.1430758396481765e-09,2.7441871829131987e-18,2.799685722584615e-18,8.112739269245833e-18,3.2664975298035804e-06,1.765340265513525e-22,2.1018776514024148e-23,2.9673726680918044e-11,4.657782130368069e-21,1.1183034639936351e-20,8.087466280431376e-28,2.2736290043173158e-21,1.0809632446526725e-22,1.356118893898146e-20,5.936354163180015e-19,2.4793632497646906e-29,3.9108207943413873e-28,3.0966399232027907e-18,8.13537279771492e-17,2.366326757823448e-06,3.942221542216216e-09,3.175087565829596e-09,7.448005162002331e-10,3.601983521320512e-08,4.142702720822802e-06,9.494401621831003e-06,2.142137113319889e-10,2.4678582959948117e-11,5.481711639173714e-12,1.1433247302155436e-13,1.1615526355509784e-09,4.352936669290119e-09,3.7168970400292865e-10,2.6096867644444348e-12
0.008010312445406969,0.454610128305595,6.248128971653178e-11,4.281627784859927e-12,5.907106259404506e-10,1.6577196417888381e-07,0.0,0.0,8.592046593203918e-06,2.5489547140068897e-06,1.3433011163550033e-06,3.6278551116861676e-12,2.7707784823875616e-13,1.8357498407856134e-32,1.687812392031653e-27,1.5476252924987512e-21,2.104176118250885e-20,2.4006721003654614e-06,2.5328518799239553e-31,2.1099145689905498e-24,-3.566498449401713e-25,-2.78439973065263e-29,1.2643787491964386e-22,2.866786009311525e-17,4.045080214770398e-18,1.1271228808241698e-23,-4.073249844492102e-35,3.2695148702582864e-26,1.2431649006243378e-35,3.647553657257785e-34,2.6927194042949684e-15,2.8080096322667856e-31,2.1500333684954073e-27,2.6682136310284587e-28,3.76,0.0,0.6574489452925614,0.9999697047366892,2.6709066197300637e-06,1.2124554263387574e-21,0.0012186631968436415,0.0008254852691740119,0.00038709930318333967,8.454542265809824e-11,1.308630352797429e-05,3.1935624609662207e-09,2.7883216089548585e-18,2.802656504368828e-18,8.177435716892149e-18,3.310827052628811e-06,1.8228106466734226e-22,2.1703407433926595e-23,3.0156349008464366e-11,4.809551655863688e-21,1.1421405737752705e-20,8.350735451077932e-28,2.3504561920973855e-21,1.1174928286226658e-22,1.401947049165036e-20,6.13697664443558e-19,2.560073306987921e-29,4.038128710958939e-28,3.2231650266682353e-18,8.200136817839347e-17,2.4043195006872254e-06,4.066304200677353e-09,3.2122514274138975e-09,7.545114352708294e-10,3.648514069709946e-08,4.218932801055419e-06,9.652807336820174e-06,2.1824865243037043e-10,2.5068678180677523e-11,5.608028357401901e-12,1.1699458104612167e-13,1.1915714513936675e-09,4.4438671357251835e-09,3.8310810567908263e-10,2.6412360626121007e-12
0.008073973763531537,0.4546109444529088,6.323733610775025e-11,4.3415757220597475e-12,6.005874191224035e-10,1.6883169508075519e-07,0.0,0.0,8.69358461474855e-06,2.591719562685688e-06,1.3730134243191383e-06,3.77678977639193e-12,2.835501966149763e-13,8.535726928247635e-30,1.7351090471629212e-27,1.5478423316503686e-21,2.1910877430878525e-20,2.4388581470917912e-06,2.5992196336125273e-31,2.1602518709335146e-24,-3.3720858244914797e-25,4.3707873427392343e-29,1.2645560039041729e-22,3.0011677103860036e-17,4.158856245754388e-18,1.1896376428043628e-23,-3.772490776519972e-35,3.3508619545351817e-26,1.335692081328981e-35,3.7828793194005544e-34,2.7678762235671882e-15,2.9887154377183654e-31,2.2618439093025765e-27,2.863200140293908e-28,3.76,0.0,0.6574390417554102,0.9999694529083455,2.735083529264304e-06,1.2863908152323755e-21,0.0012283582530633564,0.0008320173589998087,0.00039015710265999484,8.454550821503395e-11,1.308630023208486e-05,3.244450114274873e-09,2.8328070459352932e-18,2.805627042540463e-18,8.242127145401894e-18,3.355346528011253e-06,1.881672139737814e-22,2.2404619200642232e-23,3.064299878344987e-11,4.964998134740598e-21,1.1663637289484649e-20,8.620376531617095e-28,2.429216123533317e-21,1.1549414694456393e-22,1.44892820848697e-20,6.342646937456095e-19,2.6427367914936723e-29,4.168517863868152e-28,3.3537918135477275e-18,8.264894951712778e-17,2.4426139186673895e-06,4.193381832817977e-09,3.2497545075468692e-09,7.643088811811915e-10,3.6954566834451176e-08,4.296144283139418e-06,9.813099196029335e-06,2.2233651733177553e-10,2.546316691162636e-11,5.736450936304577e-12,1.1970153210013271e-13,1.2221473154052909e-09,4.5362827796503255e-09,3.9482192340405554e-10,2.6730710895207674e-12
0.008137635081656104,0.454611760669155,6.399903147504436e-11,4.402130169620004e-12,6.105686966846661e-10,1.7192833398456854e-07,0.0,0.0,8.79582312490029e-06,2.6349375908991197e-06,1.4031248815335445e-06,3.930721373419645e-12,2.9013406788808767e-13,5.558006842669401e-31,1.7838135593174505e-27,1.5480596346811441e-21,2.2809220421248715e-20,2.47734329647184e-06,2.6616405300489955e-31,2.2115578305696065e-24,-3.341250172393196e-25,3.8402380198726147e-28,1.2647334677997258e-22,3.140917012566003e-17,4.275070814472013e-18,1.2551961542401046e-23,-3.4454730559446564e-35,3.4336075527637305e-26,1.4348011034866766e-35,3.9219068755171036e-34,2.8446152264689305e-15,3.1795365881042758e-31,2.3787096684023243e-27,3.070937212532718e-28,3.76,0.0,0.6574291354644242,0.9999691987957329,2.8003298189411638e-06,1.3642786725983006e-21,0.0012380535605050014,0.00083854896978192,0.00039321463830558733,8.454559331810802e-11,1.3086296905760094e-05,3.29573876971399e-09,2.8776434677235877e-18,2.8085973369676346e-18,8.30681354244512e-18,3.4000542391220024e-06,1.9419469678849917e-22,2.312267681766072e-23,3.1133680785364757e-11,5.1241803540204106e-21,1.1909774587556947e-20,8.896491290215452e-28,2.5099409333144755e-21,1.1933244491327455e-22,1.4970815439679175e-20,6.553448981891452e-19,2.7273849022010134e-29,4.302037464648304e-28,3.4886191452951256e-18,8.32964720657016e-17,2.4812100005456e-06,4.323506897314173e-09,3.2875993897955384e-09,7.741934672609417e-10,3.7428143048738526e-08,4.374345829208142e-06,9.97529391466214e-06,2.2647776657065675e-10,2.5862086170547434e-11,5.8670041325456505e-12,1.2245387850872607e-13,1.2532871904247777e-09,4.6301994556913374e-09,4.0683759694151925e-10,2.705193952890099e-12
0.008201296399780672,0.4546125769549651,6.476640835070439e-11,4.4632964978696745e-12,6.206553017511053e-10,1.7506215595186086e-07,0.0,0.0,8.898765528108882e-06,2.6786124531377286e-06,1.4336372085725144e-06,4.089781931019001e-12,2.9683085352853014e-13,4.210596896243156e-31,1.8335914306173143e-27,1.5482772062909999e-21,2.373755432429217e-20,2.51612748917953e-06,2.7280578246262716e-31,2.2641798442633957e-24,-3.5379766025041337e-25,-3.6021836754660775e-28,1.2649111463676115e-22,3.2862139776542264e-17,4.39376102947839e-18,1.3239253600159205e-23,-4.029236234194243e-35,3.5177716520753407e-26,1.540933471287211e-35,4.065340443454147e-34,2.922960028110622e-15,3.3809561785957993e-31,2.5008279107687592e-27,3.2921642906408096e-28,3.76,0.0,0.6574192263940274,0.9999689423861418,2.8666567791996766e-06,1.4463018141099503e-21,0.0012477491207990117,0.0008450801005375665,0.0003962719110406055,8.454567796474283e-11,1.3086293549420711e-05,3.3474283973907227e-09,2.922830848160197e-18,2.8115673875847774e-18,8.371494896330544e-18,3.4449484842645614e-06,2.0036575285516553e-22,2.3857847366217692e-23,3.162839985751937e-11,5.28715756231976e-21,1.2159883190371514e-20,9.179182292351527e-28,2.5926630189146322e-21,1.2326571746766995e-22,1.5464263845082325e-20,6.769467403921547e-19,2.814049082459589e-29,4.438737110431e-28,3.62774745416499e-18,8.394393593671106e-17,2.5201077355677747e-06,4.456732503705246e-09,3.3257886510999467e-09,7.841658038466403e-10,3.7905898960359844e-08,4.453546163001108e-06,1.0139408324710185e-05,2.3067286105027754e-10,2.626547416892086e-11,5.9997129224520415e-12,1.252521528601459e-13,1.2849981060160844e-09,4.7256330140572604e-09,4.191616863022803e-10,2.737606792765989e-12
0.00826495771790524,0.4546133933109735,6.553949920505983e-11,4.5250799031608795e-12,6.308480863344654e-10,1.7823343761978132e-07,0.0,0.0,9.002415202651116e-06,2.722747842870091e-06,1.4645521117084801e-06,4.254106087938647e-12,3.0364195748057785e-13,6.497788514917102e-31,1.8841885374974106e-27,1.5484950502864339e-21,2.469665756809156e-20,2.555210665578876e-06,2.7959083939393026e-31,2.3170544938766766e-24,-3.706759234028117e-25,-3.826322335361668e-29,1.265089045471554e-22,3.437243666873202e-17,4.514965671864457e-18,1.3959565929352354e-23,-4.3641193528353426e-35,3.6034141612764937e-26,1.6545584677750514e-35,4.213112461345835e-34,3.0029344534692585e-15,3.5934763797965603e-31,2.6284018204532706e-27,3.5276584576947236e-28,3.76,0.0,0.6574093145184638,0.9999686836668038,2.9340757916423614e-06,1.5326502497866086e-21,0.0012574449355604962,0.0008516107502750557,0.0003993289217931739,8.454576215179578e-11,1.3086290163104308e-05,3.3995189673795402e-09,2.9683691610569625e-18,2.814537194310078e-18,8.436171201414553e-18,3.4900275767217035e-06,2.066826393467606e-22,2.461040000618954e-23,3.212716090774599e-11,5.45398946928139e-21,1.2413991399381316e-20,9.468552901051439e-28,2.67741504051293e-21,1.2729551780136541e-22,1.5969822157568155e-20,6.990787516045082e-19,2.902761020122275e-29,4.5786667840147255e-28,3.771278756936703e-18,8.459134158058592e-17,2.5593071134500808e-06,4.593112419864505e-09,3.364324891514266e-09,7.942265225281421e-10,3.838786436857748e-08,4.533754070309763e-06,1.0305459375761025e-05,2.3492226292849874e-10,2.6673370231429264e-11,6.134602528781557e-12,1.2809688962534781e-13,1.3172871591667558e-09,4.822599297174842e-09,4.318008739515526e-10,2.770311760587104e-12
0.008392280354154376,0.45461502623613487,6.71029522394528e-11,4.650519223926016e-12,6.515556466117886e-10,1.846894944494478e-07,0.0,0.0,9.211849745501155e-06,2.8124151731590866e-06,1.5275964010123573e-06,4.599097105549797e-12,3.17612815249232e-13,6.051370866584024e-33,1.9887509811923376e-27,1.5489315945034356e-21,2.6710357041904593e-20,2.6342737293230137e-06,2.9346815477048176e-31,2.4254814122677937e-24,-4.2686562699202385e-25,-2.1061584986053406e-30,1.2654455298823283e-22,3.7572673279258705e-17,4.76507262804895e-18,1.550473451715876e-23,-5.158915825510694e-35,3.779221843718854e-26,1.9063219457752673e-35,4.522033164261108e-34,3.1678684306475754e-15,4.053924320188018e-31,2.9007635225817492e-27,4.044758604151518e-28,3.76,0.0,0.6573894822479058,0.999968159247518,3.072235963342919e-06,1.719120978639912e-21,0.001276837334870773,0.0008646706026838862,0.00040544216110190693,8.454592913145135e-11,1.3086283298945407e-05,3.5049028144281928e-09,3.060498479335543e-18,2.820476075667265e-18,8.565508614730618e-18,3.580733630490566e-06,2.19763019423263e-22,2.616873858836079e-23,3.313682890211581e-11,5.799458522867094e-21,1.2934434440060114e-20,1.006775037686238e-27,2.853140845366983e-21,1.3565097702528246e-22,1.7018055763714364e-20,7.44967749064886e-19,3.08645614124189e-29,4.868418073568274e-28,4.071966436338464e-18,8.588597849839e-17,2.6386107590623185e-06,4.875553601350123e-09,3.4424488249095803e-09,8.146156085019102e-10,3.9364543845878956e-08,4.6972280621996135e-06,1.0643439793482744e-05,2.435858488231841e-10,2.7502839372233747e-11,6.411026276975355e-12,1.3392797474680774e-13,1.3836284086736664e-09,5.021193343182657e-09,4.58051903140752e-10,2.8366067581801625e-12
0.008519602990403512,0.4546166594497666,6.868964850746088e-11,4.7784909043935285e-12,6.726983720457823e-10,1.9129874892028733e-07,0.0,0.0,9.42415324456533e-06,2.9039699071368626e-06,1.592271118947631e-06,4.966825136666686e-12,3.3205816182293687e-13,1.5072551727002816e-31,2.0977153438629657e-27,1.549369329802268e-21,2.8856833549710874e-20,2.714532004269897e-06,3.0791064525854958e-31,2.537308596626561e-24,-4.729135780183012e-25,-1.7766453104638172e-28,1.265802970747991e-22,4.10257268016004e-17,5.025705290261783e-18,1.7198899648017302e-23,-5.953471930300216e-35,3.9612932129397405e-26,2.194480377978625e-35,4.849588471980974e-34,3.3396120275668953e-15,4.5652998015902215e-31,3.1975587988659336e-27,4.629273417033813e-28,3.76,0.0,0.6573696384430627,0.9999676254345415,3.2149032473716797e-06,1.9253640725240644e-21,0.0012962307710551787,0.0008777285188950406,0.0004115543638106973,8.454609422836214e-11,1.3086276311867038e-05,3.6118900708034928e-09,3.1540312124831174e-18,2.8264139802789892e-18,8.694825695909606e-18,3.672159201142906e-06,2.334542428191591e-22,2.7799887387250994e-23,3.416272534786501e-11,6.161074411022521e-21,1.3471515282345005e-20,1.0694926564012584e-27,3.0373848806518617e-21,1.444114978896176e-22,1.8117106443278995e-20,7.930815124870386e-19,3.278728655745329e-29,5.171698904772394e-28,4.391530483048695e-18,8.718038429600627e-17,2.71912086477516e-06,5.171274016279768e-09,3.521992402517867e-09,8.353657854660789e-10,4.0358423703490227e-08,4.864839347528864e-06,1.0989373145485957e-05,2.5247226026073756e-10,2.8350803817295383e-11,6.696481962051431e-12,1.3995159177509363e-13,1.4523690891509821e-09,5.226108059429332e-09,4.856466724396078e-10,2.9040964637535943e-12
0.008646925626652648,0.4546182929570415,7.02998444892012e-11,4.9090381613870745e-12,6.942833996628335e-10,1.9806347042110188e-07,0.0,0.0,9.639351752934777e-06,2.997442990705062e-06,1.6585894147895925e-06,5.358464923293056e-12,3.4698974024530443e-13,-6.602612395539723e-31,2.2112235241111817e-27,1.549808320125902e-21,3.114283620530256e-20,2.7959850018096357e-06,3.2292802643458585e-31,2.652441268321482e-24,-4.853656830397034e-25,2.7439251153390094e-29,1.266161419781922e-22,4.474831476219417e-17,5.297183865510985e-18,1.9054274113813914e-23,-6.058445198862233e-35,4.1498318718098593e-26,2.5239836271881533e-35,5.197024484472676e-34,3.5183636882469156e-15,5.13236683197954e-31,3.520669086135271e-27,5.2889516007994165e-28,3.76,0.0,0.6573497828912993,0.9999670821235848,3.362172075784737e-06,2.153183155509036e-21,0.001315625256495862,0.000890784490650021,0.00041766553762248576,8.454625741350257e-11,1.3086269200491668e-05,3.7204804959287023e-09,3.2489671499679802e-18,2.8323509073734163e-18,8.824122358535424e-18,3.764291320855081e-06,2.477749939064721e-22,2.950607444155988e-23,3.5204891898040476e-11,6.539331400967453e-21,1.4025645841940002e-20,1.1350937054740766e-27,3.230417877874478e-21,1.5358995539212777e-22,1.9268589434050536e-20,8.43490760710281e-19,3.4798408613020675e-29,5.4889230125559435e-28,4.730845316009152e-18,8.84745605618393e-17,2.8008373659499104e-06,5.480728204594253e-09,3.602977150815642e-09,8.564821778455227e-10,4.13697491711393e-08,5.036660486408296e-06,1.1343399337532226e-05,2.6158526023120107e-10,2.9217576307507895e-11,6.991180072448048e-12,1.4617228196641995e-13,1.5235684717399289e-09,5.4374695946431305e-09,5.146432587759967e-10,2.972798642533804e-12
0.008774248262901784,0.4546199267631818,7.193379516174026e-11,5.042204670491121e-12,7.163180085761943e-10,2.0498595313296654e-07,0.0,0.0,9.857470874961768e-06,3.0928659886183768e-06,1.7265642220780112e-06,5.775236469455187e-12,3.6241951917714706e-13,5.056648494830573e-33,2.3294127948645753e-27,1.5502486318843548e-21,3.357535299008199e-20,2.8786322280502124e-06,3.3856438429035212e-31,2.7709744015009412e-24,-4.774508454307899e-25,5.356799037617952e-30,1.266520930746594e-22,4.875806548309101e-17,5.579835060956913e-18,2.108389472047177e-23,-6.120771536761543e-35,4.344996074011586e-26,2.900404770653323e-35,5.565205628398774e-34,3.7043254367043135e-15,5.7602548788393985e-31,3.87209856555688e-27,6.032319476395839e-28,3.76,0.0,0.6573299153769927,0.9999665292093993,3.514138431296441e-06,2.4045209577524052e-21,0.0013350208033419532,0.0009038385095439018,0.00042377569036516633,8.454641865745249e-11,1.3086261963441937e-05,3.830673848708873e-09,3.345306080804694e-18,2.8382868561646534e-18,8.953398514583493e-18,3.857117249000142e-06,2.6274423547778278e-22,3.1289560986585234e-23,3.62633713009792e-11,6.934731126609264e-21,1.45972466171536e-20,1.2036650179886619e-27,3.432514764818215e-21,1.6319942410695632e-22,2.047414501179422e-20,8.962673088549837e-19,3.6900589608357325e-29,5.82051029179596e-28,5.0908118819632614e-18,8.976850890505684e-17,2.8837602061678655e-06,5.804381907362441e-09,3.685424910715815e-09,8.779699721187035e-10,4.239876846464847e-08,5.2127650694228995e-06,1.1705660227905298e-05,2.7092863748411446e-10,3.0103471761297136e-11,7.295335061797292e-12,1.5259467378321725e-13,1.5972869709634453e-09,5.655403676090249e-09,5.451018998692857e-10,3.042731305540117e-12
0.00890157089915092,0.45462156087345545,7.359175393438406e-11,5.17803458144742e-12,7.388096196168096e-10,2.1206851587596379e-07,0.0,0.0,1.007853575546546e-05,3.19027108279593e-06,1.7962082629494142e-06,6.218406268440532e-12,3.7835969562298014e-13,-1.695736344248282e-33,2.4524231398459125e-27,1.5506903341147196e-21,3.616161491178764e-20,2.962473183711419e-06,3.54831612860152e-31,2.893024561221976e-24,-4.676331747882839e-25,2.3954999466116447e-31,1.266881559533322e-22,5.307355880136005e-17,5.873992120177262e-18,2.3301666880240188e-23,-6.115850204131525e-35,4.546958280522154e-26,3.3300074946832493e-35,5.955167495364475e-34,3.897702886070126e-15,6.4544807497310455e-31,4.253981067051081e-27,6.868749457052968e-28,3.76,0.0,0.6573100356814978,0.9999659665857745,3.6708998785391e-06,2.6814683072539004e-21,0.0013544174235135828,0.0009168905670240807,0.00042988482999245525,8.454657793037332e-11,1.30862545993279e-05,3.94246988753351e-09,3.443047793556391e-18,2.844221825851986e-18,9.08265407456227e-18,3.950624468039614e-06,2.7838120859910957e-22,3.3152641435663485e-23,3.733820742171706e-11,7.347782584462813e-21,1.5186746006239086e-20,1.2752947001761762e-27,3.6439546631540815e-21,1.7325317807101615e-22,2.1735438475998202e-20,9.51484067698463e-19,3.9096530603385774e-29,6.166886793870297e-28,5.472358056179129e-18,9.106223096422455e-17,2.9678893374801116e-06,6.142712302339903e-09,3.769357836643359e-09,8.998344155909049e-10,4.344573276396831e-08,5.393227730307788e-06,1.2076299651107493e-05,2.805062056019789e-10,3.100880717110321e-11,7.609165401537373e-12,1.5922348431473047e-13,1.6735861665689784e-09,5.880035505779814e-09,5.770850668675039e-10,3.1139127090533952e-12
0.009028893535400056,0.4546231952931823,7.527397259086781e-11,5.3165725186968664e-12,7.617657949392762e-10,2.1931350195389694e-07,0.0,0.0,1.0302571068995395e-05,3.289691070621565e-06,1.867534052268954e-06,6.68928851437993e-12,3.948226974527672e-13,-2.2471447289119918e-33,2.580397326731935e-27,1.5511334985423655e-21,3.8909099737613045e-20,3.047507364019952e-06,3.7176175166365937e-31,3.018592311068984e-24,-4.625246379503578e-25,3.971288934086172e-32,1.2672433642180524e-22,5.771436695425594e-17,6.1799948837868985e-18,2.5722409837222363e-23,-6.110424849487158e-35,4.755934045199335e-26,3.8198269876106155e-35,6.368059136427284e-34,4.098705245476082e-15,7.220971171859705e-31,4.668587481317424e-27,7.808531936780757e-28,3.76,0.0,0.6572901435831112,0.9999653941455343,3.832555594336388e-06,2.9862733393047426e-21,0.00137381512870571,0.0009299406543891066,0.0004359929645846957,8.454673520200317e-11,1.3086247106746967e-05,4.055868370279867e-09,3.542192076337608e-18,2.850155815619641e-18,9.21188894740063e-18,4.0448006796105645e-06,2.9470543246222954e-22,3.509764336152345e-23,3.842944526318319e-11,7.779002129515221e-21,1.5794580641718145e-20,1.3500721306990117e-27,3.865020886126716e-21,1.8376469067393992e-22,2.305416013606712e-20,1.0092150430704879e-18,4.1388971666765557e-29,6.528484723195488e-28,5.876439031469544e-18,9.235572840199139e-17,3.0532247206524383e-06,6.496208236979021e-09,3.854798395969261e-09,9.22080816208235e-10,4.451089619092723e-08,5.5781241581556395e-06,1.2455463440589277e-05,2.9032180181277907e-10,3.1933901515404914e-11,7.932893634329862e-12,1.6606352049874086e-13,1.7525288245520507e-09,6.111489658522944e-09,6.106575371337416e-10,3.186361353778158e-12
0.009283538807898326,0.454626465082532,7.871218820524489e-11,5.601953371862224e-12,8.091027912570586e-10,2.343002387954852e-07,0.0,0.0,1.0759649278049751e-05,3.494709983578103e-06,2.015279922674614e-06,7.719692803946029e-12,4.2936805758586085e-13,-1.1508988832316157e-33,2.8518222525810473e-27,1.5520245148408165e-21,4.4918903321940564e-20,3.221153351406791e-06,4.077408301630934e-31,3.2804915499489508e-24,-4.932526604287099e-25,6.502113865573732e-31,1.267970744917635e-22,6.805542753143177e-17,6.828930179851675e-18,3.1236932280100114e-23,-6.730282820580474e-35,5.19577734290487e-26,5.01262518230689e-35,7.267332187550801e-34,4.524439542533569e-15,8.99664445616916e-31,5.605784684094012e-27,1.0044370972074345e-27,3.76,0.0,0.6572503212753629,0.9999642193816606,4.17095477430094e-06,3.6892930053956344e-21,0.0014126138398269294,0.0009560348832171579,0.00044820625162285226,8.454704361819885e-11,1.3086231730510731e-05,4.287471696510639e-09,3.7446875022255104e-18,2.8620208520562863e-18,9.470296259632748e-18,4.235111960741837e-06,3.2949509892409085e-22,3.9242887619585017e-23,4.0661311935029376e-11,8.698047668672577e-21,1.7067043534671057e-20,1.509434109259457e-27,4.3371865032127656e-21,2.0621588147096605e-22,2.5870774249763335e-20,1.1325211384247296e-18,4.62745091851733e-29,7.299104425679538e-28,6.7561649942220565e-18,9.494205619761434e-17,3.227514130657902e-06,7.250711847562546e-09,4.030293845974112e-09,9.677410209005193e-10,4.6696851493451895e-08,5.961526417679922e-06,1.3239957576074142e-05,3.106825386889497e-10,3.384465227530112e-11,8.610954631213216e-12,1.8039695438688223e-13,1.9186016437420305e-09,6.5953594976922415e-09,6.828414687551772e-10,3.335135586885283e-12
0.009538184080396597,0.45462973617484326,8.225042140776317e-11,5.898713889950783e-12,8.583923052733232e-10,2.499653934975604e-07,0.0,0.0,1.1228893074488048e-05,3.7081973464059078e-06,2.1698979593402515e-06,8.87796395915053e-12,4.661597329040523e-13,-1.687464422948051e-33,3.144886017515061e-27,1.5529223115275707e-21,5.1669654362885413e-20,3.3995660381495567e-06,4.467904145320184e-31,3.557073332363039e-24,-5.182728898042793e-25,-7.941046597405561e-32,1.2687035837141457e-22,7.995930757459891e-17,7.529493511548408e-18,3.7766119296533033e-23,-7.486233265768681e-35,5.666560785316785e-26,6.553951787384501e-35,8.273324474522715e-34,4.9832740816249575e-15,1.1143805058915685e-30,6.704884714526219e-27,1.2843588436939267e-27,3.76,0.0,0.6572104466176613,0.9999630040409669,4.530162771998073e-06,4.535089274062327e-21,0.0014514170259025093,0.0009821211233970672,0.0004604156186830359,8.454734365530129e-11,1.3086215823258661e-05,4.5254818803413535e-09,3.952790654557384e-18,2.8738819586388815e-18,9.728619691490806e-18,4.427956944895562e-06,3.6727494527735947e-22,4.374457681822066e-23,4.29593549203421e-11,9.696145595188677e-21,1.841829539895871e-20,1.6824914042511716e-27,4.85136186473217e-21,2.3066476644748833e-22,2.893800949677705e-20,1.2667995194137368e-18,5.157990204936149e-29,8.135949963134605e-28,7.738192401516478e-18,9.752750612506328e-17,3.406628306072385e-06,8.07204598824836e-09,4.212097235707552e-09,1.0149942431745563e-09,4.895872531174289e-08,6.363598924603978e-06,1.4060350125857885e-05,3.3204197412726943e-10,3.58383118986672e-11,9.33138185766357e-12,1.9563527540592673e-13,2.0960320715530603e-09,7.10799332907468e-09,7.622209319871271e-10,3.4892068655887425e-12
