Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464)
1.6398501597472712e-16,0.7848561586117111,1.675990231025823e-20,3.2468562349897592e-21,2.482182857566962e-26,1.5671983401698236e-19,0.0,0.0,1.249895826824188e-15,1.778144875067548e-27,3.6301210790345494e-36,2.843797656642935e-36,2.0989234956916883e-39,2.1415736148633183e-47,3.4697828619183317e-32,8.725209976089189e-27,9.830692842270896e-28,2.3043835096918796e-26,5.07048865035211e-59,9.532332772833007e-44,6.165108650821299e-62,3.7080896668836734e-61,8.885218262328839e-19,1.03319075569498e-62,2.0378133805630823e-40,9.702314878273181e-66,1.1296813503669151e-67,1.5807325087891568e-54,2.0610272027131765e-64,7.265276451342646e-65,7.231063606947917e-42,2.945599248140277e-76,2.7373154434839832e-77,5.560651826761873e-77,3.76,0.0,0.8424952164414508,0.9999999995008426,1.503075277436634e-35,9.357306585295008e-38,1.2053189129412422e-11,7.492128376770132e-12,2.141636553619948e-12,2.4194241989448457e-12,4.991561112840271e-10,4.847115344143158e-24,6.237780306644393e-38,6.612830802863058e-23,2.1100322255653725e-31,1.282981869316392e-25,2.300929065798128e-62,2.3102219662051647e-60,3.194853266019593e-28,2.250126756217016e-62,1.0497724698308401e-29,6.495254377711679e-75,1.943709461347071e-60,1.2139543821160965e-63,2.2036142284242135e-62,1.2231744310812308e-60,4.35239053850007e-76,3.8299587755472435e-75,3.947601459813926e-51,4.905667346702922e-31,2.304383509597291e-26,1.7814949544860887e-31,9.57026961210677e-16,2.928856164983404e-16,4.1518130843125805e-24,3.4447071432195346e-34,2.474320350689378e-24,3.9845221814757967e-19,1.6019402711914508e-17,4.7735670903497004e-26,5.021199280245091e-25,1.7803147036788986e-34,5.1002358003486e-25,2.0179602595177022e-30,6.861970523369511e-15,1.9913725769524022e-35,9.58279635092397e-26,3.098800610236659e-43,2.3805677073446552e-45,1.8230482086612095e-49,3.3050199373234075e-27,1.93310982837253e-26,6.323045427463565e-37,1.6417853945855256e-17,1.1182159746812538e-49,6.784348360580795e-35,1.31749067914486e-29,6.8619705228090994e-15,1.209883739832574e-40,5.17338757911334e-27,8.885217915907787e-19,7.772791720474786e-29,1.9465042581947288e-50,2.3747416976944009e-26,5.279475695499639e-34,9.058417269836916e-40,1.0010150515445856e-48,2.38927032777086e-39,3.92569261581964e-38,1.567198324633204e-19,4.362226590250946e-40,1.6259190149177115e-39,2.3908535994744227e-44,4.345012425510256e-48,7.883977519277387e-40,3.7413802672762904e-40,1.0408229856434292e-42,1.2540503439042004e-52,4.453680497097485e-54,5.5884670777868656e-73
3.2797017096139253e-16,0.7848561586134006,3.3526631174366326e-20,6.493716039874949e-21,9.928737901114304e-26,3.134398009186265e-19,0.0,0.0,2.499792712362142e-15,7.112584019827735e-27,2.904099157131391e-35,2.2750493041845048e-35,1.6791816616326913e-38,1.7132600551531874e-46,1.3879139435816495e-31,3.4900862948059425e-26,3.93228001281755e-27,9.217542049211829e-26,1.6227744481121445e-57,7.625874943464997e-43,1.973099957377208e-60,1.1867481910760295e-59,1.777044475024336e-18,3.306625585037323e-61,1.6302520444552422e-39,3.106367298566386e-64,3.6154646945177374e-66,2.5291753610851836e-53,6.596174493580043e-63,2.3252012865562637e-63,5.784856797554197e-41,1.885318487166289e-74,1.7522131447487833e-75,3.559120496004344e-75,3.76,0.0,0.8424952164293894,0.9999999990016852,1.2024611320095958e-34,7.485851488507908e-37,2.4106388476228626e-11,1.4984263457708477e-11,4.283274944728821e-12,4.838850073481345e-12,9.983123666564535e-10,1.9388474087149254e-23,4.9902280323145286e-37,2.645133091580004e-22,8.440132856114748e-31,5.1319312258703205e-25,7.36396578589869e-61,7.393703833114885e-59,1.2779423737507957e-27,7.201377794309396e-61,4.199093219252488e-29,4.157922013235023e-73,6.220706317095129e-59,3.885177461744787e-62,7.052517110633928e-61,3.91468422687064e-59,2.7861726093087962e-74,2.4517391960699336e-73,6.316168547436524e-50,1.962504992882234e-30,9.21754204851986e-26,7.125992494913703e-31,1.9140547302878853e-15,5.857714726354848e-16,1.660726273771927e-23,2.7557677341152683e-33,9.897287625112193e-24,7.969058100943543e-19,3.203881946852875e-17,1.909427925378915e-25,2.008480856022407e-24,1.4242527301856283e-33,2.0400955980638554e-24,8.07184608439796e-30,1.3723946864459047e-14,1.0295529754735466e-34,3.833120977274262e-25,2.479043883095722e-42,3.8089110705720825e-44,2.916879050925224e-48,1.3220087480195342e-26,7.732444250253195e-26,5.058440848034152e-36,3.2835721341793236e-17,1.7891464134574392e-48,5.427481891802095e-34,5.269979192689482e-29,1.3723946862217398e-14,9.679099228735591e-40,2.0693562419602622e-26,1.777044336455841e-18,3.10912019228667e-28,3.1144089119731244e-49,9.498972564091135e-26,4.222933904708795e-33,7.246739725203459e-39,1.6016256433547985e-47,1.9109413953920095e-38,3.140555834261115e-37,3.1343979470396264e-19,3.489784531760812e-39,1.300736504998082e-38,1.9126850439124644e-43,3.4760643296651352e-47,3.216213746031034e-39,2.993106356685571e-39,8.326599196300177e-42,2.006483857713691e-51,7.125900381841299e-53,3.577443189832815e-71
4.919553259480579e-16,0.7848561586150903,5.029846930018934e-20,9.74057645788716e-21,2.109857221711191e-25,4.701597678439056e-19,0.0,0.0,3.749689597272381e-15,1.5114243864733917e-26,8.303910430321874e-35,6.505235933364525e-35,4.801970222132314e-38,4.8988537265991605e-46,2.9493175588337763e-31,7.416434888632078e-26,8.356097141790133e-27,1.958728413657593e-25,7.17414650851101e-57,2.1805246072595602e-42,8.722905213317316e-60,5.24651170188663e-59,2.6655671758272845e-18,1.4675194001491403e-60,4.661503042456035e-39,1.3735233516702497e-63,1.5986717976963876e-65,9.642484311581953e-53,2.9161133910506862e-62,1.0279517044027109e-62,1.6541081071307057e-40,9.35611645848564e-74,9.187540191603008e-75,1.76628655158599e-74,3.76,0.0,0.842495216417328,0.999999998502528,3.4382879841067853e-34,2.1404861774316496e-36,3.61595878228799e-11,2.247639880340208e-11,6.424913352337388e-12,7.258275666481721e-12,1.4974684127400256e-09,4.12005157030703e-23,1.426893613864325e-36,5.6209075322232195e-22,1.7935283726448348e-30,1.0905356695738213e-24,3.255546495941019e-60,3.268692829224544e-58,2.7156284761319202e-27,3.183667976409693e-60,8.923075965786818e-29,2.2252588962093006e-72,2.750120745936324e-58,1.7176037708355562e-61,3.1178578392522244e-60,1.7306482051528884e-58,1.491118710936627e-73,1.3121348646496698e-72,2.324812505773334e-49,4.17072363901516e-30,1.9587284134703656e-25,1.514274885079048e-30,2.871082496803119e-15,8.786573222899118e-16,3.529043968451052e-23,7.879777978641129e-33,2.1031740033121498e-23,1.1953601790615627e-18,4.805823657379739e-17,4.0575349169547816e-25,4.2680224217536804e-24,4.07250494501671e-33,4.335203928444785e-24,1.7152676013282787e-29,2.0585923206111535e-14,2.5300242947276845e-34,8.145383599656727e-25,7.08852040821339e-42,1.401940346079053e-43,1.0736113888680457e-47,2.809269015712675e-26,1.643144713463331e-25,1.4464003917881334e-35,4.9253588387093834e-17,6.585284360806755e-48,1.5519207638975897e-33,1.1198727386885486e-28,2.0585923201348036e-14,2.7676216349577632e-39,4.397382681531891e-26,2.665566881369195e-18,6.606884218529378e-28,1.1463106229073756e-48,2.0185320081709394e-25,1.207388679534744e-32,2.072115139598511e-38,6.105951647362549e-47,5.463753726114372e-38,8.980027583269776e-37,4.701597546377248e-19,9.978855730171401e-39,3.8615625958386875e-38,5.6782857977291165e-43,9.939458578004757e-47,6.926430119639625e-39,8.558414991665643e-39,2.3808891485283574e-41,7.385203153849275e-51,2.622806663450457e-52,1.9145950093593646e-70
8.199256359213888e-16,0.7848561586184692,8.386258259763654e-20,1.623429974643491e-20,5.8331358771195e-25,7.835997017890668e-19,0.0,0.0,6.2494833645820024e-15,4.1786446341995006e-26,3.8161698631832093e-34,2.9895870149326927e-34,2.2070205772441743e-37,2.2513313876016035e-45,8.153996181899055e-31,2.050426571132418e-25,2.310215897438808e-26,5.415311379063694e-25,1.1569615843307389e-55,1.0020891355061402e-41,1.4067272244685705e-58,8.4609548347194e-58,4.442612785479097e-18,2.350908705866448e-59,2.1422543525936788e-38,2.216493214937977e-62,2.576997849186967e-64,7.92936869814005e-52,4.702761446110683e-61,1.657759009311535e-61,7.601672031056387e-40,2.959314745350688e-72,2.608133124384714e-73,5.587294110528114e-73,3.76,0.0,0.8424952163932053,0.9999999975042143,1.58010978432547e-33,9.836882782737165e-36,6.026598651552274e-11,3.7460670553810065e-11,1.070819023355328e-11,1.2097125726338252e-11,2.4957796677524545e-09,1.1390733244108189e-22,6.55747447267574e-36,1.5540149346607587e-21,4.95857790119923e-30,3.0150114639233986e-24,5.250164873979152e-59,5.271361890198333e-57,7.507918239780028e-27,5.134249165499038e-59,2.466969296593904e-28,6.0587159277256025e-71,4.435070203520386e-57,2.7699501978204357e-60,5.028117643281391e-59,2.790985109589476e-57,4.059871054744607e-72,3.572551618532867e-71,1.7887621995031438e-48,1.1533525713332162e-29,5.415311378350855e-25,4.186533959292059e-30,4.785138019585695e-15,1.4644289956678976e-15,9.756770192136805e-23,3.621254655898018e-32,5.814658501508355e-23,1.992272025077841e-18,8.009707217895233e-17,1.1217891346134744e-24,1.1799827405723394e-23,1.87157976535859e-32,1.1985565738163213e-23,4.7422111837592526e-29,3.430987589166833e-14,9.43445780750074e-34,2.2519593964550983e-24,3.257625579326922e-41,1.078670509769546e-42,8.260499988205658e-47,7.766803250765191e-26,4.542812686157833e-25,6.647127065564237e-35,8.20893210751456e-17,5.066798391640832e-47,7.132050849780195e-33,3.0961331407058387e-28,3.430987587849865e-14,1.271901428160436e-38,1.2157470829696555e-25,4.4426119713890704e-18,1.826611231372167e-27,8.819818707440132e-48,5.580648032548524e-25,5.547229690392766e-32,9.52267483681581e-38,5.020087107586447e-46,2.5107626046844086e-37,4.126886557906073e-36,7.835996652777292e-19,4.585974170067839e-38,1.808837758596459e-37,2.6598301984655163e-42,4.567925148449627e-46,1.9805223995913085e-38,3.933130199331617e-38,1.0941709421149966e-40,5.682252451900371e-50,2.0180137274832112e-51,5.212867972012431e-69
1.1478959458947196e-15,0.7848561586218481,1.174471329398264e-19,2.2728025487521942e-20,1.1045726407484063e-24,1.097039635828894e-18,0.0,0.0,8.749277129380769e-15,7.912753159346484e-26,9.470092346876505e-34,7.418905134409382e-34,5.477409851406573e-37,5.5868354666551786e-45,1.544054575863179e-30,3.882723061640788e-25,4.37466503547632e-26,1.0254530390264632e-24,4.482383070752482e-55,2.486755514137944e-41,5.450042892219452e-58,3.278003435223413e-57,6.2196586031767606e-18,9.123397113694711e-59,5.316154110644123e-38,8.590318127408029e-62,9.984961563591307e-64,2.5683021148092214e-51,1.821977874126587e-60,6.422609266139875e-61,1.886408666480467e-39,1.3186270379397016e-71,1.2129396838191882e-72,2.4896687780646393e-72,3.76,0.0,0.8424952163690826,0.9999999965059013,3.921152719900284e-33,2.441091335920458e-35,8.437238520750586e-11,5.2444943363238574e-11,1.499146718076791e-11,1.693597466005082e-11,3.4940900856108697e-09,2.1569688469981585e-22,1.6272830648887145e-35,2.942707930979463e-21,9.389646144914311e-30,5.70927828408511e-24,2.0340570623660586e-58,2.042268553854617e-56,1.4217127298613444e-26,1.9891484850437955e-58,4.67149667671862e-28,2.8669702096265282e-70,1.7182665052327802e-56,1.0731541671751386e-59,1.9480301072679968e-58,1.0813033233488666e-56,1.921121441263838e-71,1.6905230592422642e-70,5.650847695102995e-48,2.184435131544407e-29,1.0254530388743884e-24,7.927705115377857e-30,6.69919353212038e-15,2.0502006431150176e-15,1.84755871671219e-22,8.986398340608452e-32,1.101073697945313e-22,2.7891869791761093e-18,1.1213590917872518e-16,2.1242389566457585e-24,2.23443535437763e-23,4.6444795543849185e-32,2.269607259638781e-23,8.979932319672034e-29,4.803382857947695e-14,2.146565045049949e-33,4.2643489448832166e-24,8.084032460534611e-41,3.40757724480679e-42,2.6095355147344787e-46,1.470735083053236e-25,8.602348065473884e-25,1.6495328581474096e-34,1.14925052360648e-16,1.6006280459970538e-46,1.769867852132598e-32,5.862911380943433e-28,4.803382855453861e-14,3.15632070958167e-38,2.302159369225725e-25,6.219657061602115e-18,3.458905111941795e-27,2.7862180192079225e-47,1.0567610437431258e-24,1.3763346316822198e-31,2.3631184497672513e-37,1.6259437574116295e-45,6.230484954982885e-37,1.0241154607389761e-35,1.0970395666902139e-18,1.1380608590264405e-37,4.597293788352026e-37,6.76015471544166e-42,1.1335824079614476e-45,3.847114206164053e-38,9.760336647201288e-38,2.7152658409995065e-40,1.7950492948854e-49,6.37499413333457e-51,2.4667164164403123e-68
1.4758662558680505e-15,0.7848561586252271,1.510521203257004e-19,2.9221753681164175e-20,1.774762889561593e-24,1.4104795699634506e-18,0.0,0.0,1.1249070891668685e-14,1.2713749960590346e-25,1.8554485751479994e-33,1.453571589538264e-33,1.0732705807694424e-36,1.0946128286380375e-44,2.480896585013848e-30,6.238533005123473e-25,7.028957325604e-26,1.6476386945119477e-24,1.332577479189109e-54,4.872232710857733e-41,1.6202552417833173e-57,9.745248463783251e-57,7.996704628920211e-18,2.706856382674697e-58,1.0415791567408661e-37,2.5544546544890515e-61,2.968010860514025e-63,6.240553027907881e-51,5.416597647627727e-60,1.90939164082843e-60,3.695988614945645e-39,4.71286720094045e-71,4.135458183967891e-72,8.898650695427204e-72,3.76,0.0,0.8424952163449599,0.9999999955075893,7.682603957072345e-33,4.782761798694753e-35,1.0847878389882926e-10,6.742921723168736e-11,1.927474419398128e-11,2.1774822467619683e-11,4.492399666315974e-09,3.465691744938246e-22,3.188289830653294e-35,4.728169263749394e-21,1.5086732464463008e-29,9.173336455494632e-24,6.047094542936067e-58,6.071505010230485e-56,2.2843257388929077e-26,5.91358548704053e-58,7.505890266352654e-28,9.589040572531997e-70,5.108272271314185e-56,3.1904042767691994e-59,5.7913434560733614e-58,3.2146303865606127e-56,6.425497910598598e-71,5.654224817618798e-70,1.3217843712215708e-47,3.5104859186376747e-29,1.6476386942579366e-24,1.2737792632171855e-29,8.613249034407176e-15,2.635972264631273e-15,2.9685494810378163e-22,1.7606800845321492e-31,1.76914094003007e-22,3.586105041356493e-18,1.4417474757311598e-16,3.41310289230381e-24,3.590160013748857e-23,9.09984146300145e-32,3.646672440266818e-23,1.4428430965894411e-28,6.175778126953737e-14,3.9846870265408505e-33,6.851707005175787e-24,1.5838831345056511e-40,7.9705603441243e-42,6.103884855398408e-46,2.3630911400062654e-25,1.3821750862214549e-24,3.2318866837744952e-34,1.4776078224360104e-16,3.743979592867055e-46,3.4676515614411864e-32,9.420214534440914e-28,6.175778122946792e-14,6.184105339327914e-38,3.698975071458868e-25,7.996702152008326e-18,5.557571130339733e-27,6.517137124856261e-47,1.6979419082470534e-24,2.6961725482240277e-31,4.629991810730515e-37,3.95037612150992e-45,1.2207057548409617e-36,2.006520112623756e-35,1.410479458875179e-18,2.229806151472117e-37,9.206782614173247e-37,1.353824449260631e-41,2.2210313072173755e-45,6.32529477012784e-38,1.9123151539209532e-37,5.3199524005683835e-40,4.1987358375839175e-49,1.491151577731884e-50,8.250326207131163e-68
2.1318068758147123e-15,0.7848561586319852,2.183100595844441e-19,4.2209215824497224e-20,3.464675810974802e-24,2.0373594384550826e-18,0.0,0.0,1.6248658410351706e-14,2.4819665023245775e-25,4.713914896216322e-33,3.692941118190564e-33,2.7272253425586675e-36,2.7809504686787355e-44,4.8431827308383276e-30,1.2178807052763204e-24,1.372186828304024e-25,3.216507157002885e-24,6.860023812508502e-54,1.2378308963294524e-40,8.340971243354631e-57,5.016792023091925e-56,1.1550797168677627e-17,1.3868004557573234e-57,2.6462148973525428e-37,1.3155152820634644e-60,1.5272598893810334e-62,2.2397837220358647e-50,2.788429580055909e-59,9.829426495262438e-60,9.389958925669601e-39,3.411474618994755e-70,2.6445633017460115e-71,6.442166623086805e-71,3.76,0.0,0.8424952162967146,0.999999993510967,1.9518265688002738e-32,1.215098789609837e-34,1.5669158127992775e-10,9.739776745403996e-11,2.7841298375302937e-11,3.145251543976792e-11,6.489016862980794e-09,6.765691647507292e-22,8.100103634552111e-35,9.230281438896822e-21,2.945217036639412e-29,1.7908107208953276e-23,3.1130071534805986e-57,3.1255721770123415e-55,4.459442055470071e-26,3.0442780537658616e-57,1.465293709803175e-27,5.792230525196517e-69,2.6297061378383714e-55,1.6424003979184793e-58,2.9813483899839365e-57,1.6548712867214294e-55,3.881302177805179e-70,3.415417116259737e-69,4.2605776299117654e-47,6.855510087203317e-29,3.2165071565422515e-24,2.4866662200061548e-29,1.2441360014929609e-14,3.807515446805638e-15,5.795174712200513e-22,4.473149863480144e-31,3.453700521816683e-22,5.179948460196093e-18,2.0825242763498124e-16,6.663026949598168e-24,7.008676161554149e-23,2.311911024166689e-31,7.119000054090397e-23,2.816704881767643e-28,8.920568665494311e-14,9.530706143252499e-33,1.337583902070007e-23,4.023988775147491e-40,2.5691466332748434e-41,1.9674618978445484e-45,4.613204151281888e-25,2.6982694305561095e-24,8.21088337519023e-34,2.1343223871781e-16,1.2067945898244263e-45,8.809841685457407e-32,1.8390156961651154e-27,8.92056865767199e-14,1.5711275133829082e-37,7.221104116377471e-25,1.1550792333274109e-17,1.0849454195416754e-26,2.1006519351804493e-46,3.314706282501365e-24,6.847986633978531e-31,1.1762864723412836e-36,1.417334562247851e-44,3.101263116507379e-36,5.097721933665008e-35,2.037359221588687e-18,5.665194497463277e-37,2.4483481928420488e-36,3.6002100825094746e-41,5.642854897068163e-45,1.2819002158127117e-37,4.858388217096306e-37,1.3515808260384872e-39,1.3533702961592083e-48,4.806395949428775e-50,4.983582692314534e-67
2.787747495761374e-15,0.784856158638743,2.856431531330351e-19,5.519668698688731e-20,5.702261925133934e-24,2.6642393072955925e-18,0.0,0.0,2.1248245919801435e-14,4.084890877915957e-25,9.467160464782674e-33,7.416742272509126e-33,5.478042707442544e-36,5.585102765632098e-44,7.971046551707295e-30,2.004422715255582e-24,2.2583844521463996e-25,5.293822241755285e-24,2.148281995593399e-53,2.4859922140148725e-40,2.612054941966234e-56,1.571056405892634e-55,1.5104890473493053e-17,4.3334551131162705e-57,5.314508702582361e-37,4.121105090164402e-60,4.782093421174305e-62,5.717701885680655e-50,8.732233678616802e-59,3.0781791687444473e-59,1.8858273521587692e-38,1.2544647275621158e-69,9.517609364658392e-71,2.3690620002226305e-70,3.76,0.0,0.8424952162484693,0.9999999915143479,3.9199379599290213e-32,2.440335889297398e-34,2.0490437865860027e-10,1.2736632157078578e-10,3.640785279932534e-11,4.11302042706863e-11,8.485630981140144e-09,1.1135167702206169e-21,1.6267789530926147e-34,1.5191448323011484e-20,4.847320362153518e-29,2.947367847437088e-23,9.748683321433072e-57,9.788028040330799e-55,7.339480305521543e-26,9.533453063677078e-57,2.4116232182664507e-27,2.061887172044868e-68,8.23517628643682e-55,5.143335464786302e-58,9.33638210078582e-57,5.182387626846577e-55,1.38164510983507e-69,1.2158018673719329e-68,1.0174870984451951e-46,1.1286886265383116e-28,5.2938222411612265e-24,4.09263540202956e-29,1.6269470957766915e-14,4.979058533622981e-15,9.537862759592657e-22,8.983624567900518e-31,5.684198214871462e-22,6.773803308563212e-18,2.723301128253557e-16,1.0966197310268241e-23,1.1535076491488245e-22,4.64315088253422e-31,1.171665202406542e-22,4.63581270600116e-28,1.166535920486296e-13,1.842803671081242e-32,2.2014335320202972e-23,8.081565814639565e-40,6.135395680963537e-41,4.698508113969751e-45,7.592541468920451e-25,4.440888400719194e-24,1.6490304631800412e-33,2.7910369003434544e-16,2.8819530938117084e-45,1.7693182545702219e-31,3.0267201413699058e-27,1.1665359191988763e-13,3.1553751105483504e-37,1.18846967676328e-24,1.5104882515250238e-17,1.785636453386151e-26,5.016552723446217e-46,5.455437320338438e-24,1.3749785740466325e-30,2.3623876530615676e-36,3.617550590817365e-44,6.2283650643574e-36,1.023797281667339e-34,2.6642389503693175e-18,1.1377978986846633e-36,5.098015091735115e-36,7.496455214365847e-41,1.1333056577858075e-44,2.183484888214332e-37,9.757311158949362e-37,2.714447073494936e-39,3.2319801765989083e-48,1.1478134396066168e-49,1.7740286354165765e-66
3.4436881157080355e-15,0.7848561586455012,3.5305676912795863e-19,6.818416781265978e-20,8.526640801263431e-24,3.2911191765103205e-18,0.0,0.0,2.6247833419358385e-14,6.108171898327886e-25,1.6760078735422387e-32,1.313023017951791e-32,9.699188742306009e-36,9.887520536226646e-44,1.1919171873903179e-29,2.9972304035733367e-24,3.376982059409958e-25,7.915902591369717e-24,5.5318250502612525e-53,4.401052395522536e-40,6.726040412079479e-56,4.045469581806446e-55,1.8658984598013047e-17,1.114025188861696e-56,9.408479682116335e-37,1.0615608969169888e-59,1.2312667631206508e-61,1.2343562822773026e-49,2.2485499089820237e-58,7.926311121976652e-59,3.3385546814705997e-38,3.75099748467525e-69,2.782412286864797e-70,7.084243950268688e-70,3.76,0.0,0.842495216200224,0.9999999895177322,6.93961660534234e-32,4.320220786284083e-34,2.531171760346734e-10,1.573348798600942e-10,4.497440748338414e-11,5.080788866457445e-11,1.0482241800905468e-08,1.665051119741453e-21,2.8799492210308307e-34,2.2715884911706005e-20,7.248237055239491e-29,4.4072252512272885e-23,2.510286494029618e-56,2.520416752056205e-54,1.0974793243850122e-25,2.454865101043453e-56,3.606122548544284e-27,5.956290406758869e-68,2.1205575380106906e-54,1.324409059864528e-57,2.404119153508469e-56,1.3344645675695637e-54,3.991236483204994e-69,3.5121557777086202e-68,2.0909361570176615e-46,1.6883348494702332e-28,7.915902590910357e-24,6.119766971269093e-29,2.0097581860227316e-14,6.150601518272099e-15,1.4262046626018886e-21,1.5904059978930214e-30,8.499629573942026e-22,8.367670402853525e-18,3.3640780351056255e-16,1.6397845415392164e-23,1.7248495121151807e-22,8.219999879404266e-31,1.7520008594203024e-22,6.931969829059824e-28,1.441014974511883e-13,3.173370949445823e-32,3.291822192346765e-23,1.4307132726407929e-39,1.2608066480576815e-40,9.655301981641147e-45,1.1353190306052569e-24,6.64049804863259e-24,2.919346322898135e-33,3.447751358248024e-16,5.922331190294373e-45,3.1322911756129577e-31,4.525904545325481e-27,1.4410149725867934e-13,5.58610243002401e-37,1.777128576913534e-24,1.865897269798745e-17,2.670081140754927e-26,1.0308825657421005e-45,8.157561118153925e-24,2.43358280346548e-30,4.182226452919398e-36,7.808854879399745e-44,1.1026281896679197e-35,1.8124670343459554e-34,3.291118642793295e-18,2.014329871986335e-36,9.261998725945368e-36,1.3619454836910345e-40,2.006382189369502e-44,3.377273938046664e-37,1.7273741265514667e-36,4.805505627381888e-39,6.641609269317244e-48,2.3587161897537067e-49,5.124735887000334e-66
4.755569355601359e-15,0.7848561586590173,4.881306263609688e-19,9.415915906207165e-20,1.5972636127526126e-23,4.5448789160887976e-18,0.0,0.0,3.624700838817259e-14,1.1442208229096486e-24,4.2577708925421904e-32,3.335693589808022e-32,2.4645288140611186e-35,2.5118482975909596e-43,2.2327729094625517e-29,5.614599429041364e-24,6.325976134342327e-25,1.4828584875481067e-23,2.884589145171501e-52,1.1180568870548398e-39,3.507317113794651e-55,2.1095241238237715e-54,2.576717535765283e-17,5.807784906411188e-56,2.390153117413579e-36,5.544559352080365e-59,6.42052452453466e-61,4.521007102396422e-49,1.1725149644172335e-57,4.133205347708217e-58,8.48135764475325e-38,2.824356382630604e-68,2.1466679580028878e-69,5.334953906194721e-69,3.76,0.0,0.8424952161037335,0.9999999855245105,1.7629566352600885e-31,1.0975194640139212e-33,3.4954277077885863e-10,2.172720092184835e-10,6.210751764794424e-11,7.016324386256347e-11,1.4475453338099894e-08,3.1190778155209004e-21,7.316291262997925e-34,4.2552741048505045e-20,1.3577840209681644e-28,8.255893928772513e-23,1.3089998596419052e-55,1.31427991004382e-53,2.0558693035676887e-25,1.2801011146430822e-55,6.755221666872167e-27,4.655150914174287e-67,1.1057720510262583e-53,6.906186353586838e-57,1.253639026578999e-55,6.958611031934995e-54,3.1193585952515373e-68,2.7449324002845086e-67,7.276885661651197e-46,3.1652248238664867e-28,1.4828584878328484e-23,1.1463991627599793e-28,2.7753803541481243e-14,8.49368717464812e-15,2.671655330315321e-21,4.040306345098583e-30,1.5922035256719828e-21,1.1555442098427225e-17,4.645632017106336e-16,3.07174563061023e-23,3.2310945707011427e-22,2.0882445964924665e-30,3.2819570435843592e-22,1.2985397240701675e-27,1.9899730828347964e-13,7.738822652143782e-32,6.166446469124608e-23,3.634634480318692e-39,4.387756545660361e-40,3.3601586851509436e-44,2.1267498379849998e-24,1.2439394925173211e-23,7.416394459179766e-33,4.761180104803678e-16,2.0610394609755272e-44,7.957341036333509e-31,8.478310647851169e-27,1.989973079228599e-13,1.4191207956228839e-36,3.329027183358328e-24,2.5767153065792956e-17,5.001778657395009e-26,3.587563301904939e-45,1.528124978852046e-23,6.178302011673661e-30,1.0624632802650297e-35,2.8599913190824943e-43,2.8011451808611587e-35,4.604430215230721e-34,4.54487791628759e-18,5.117392409668323e-36,2.4295621873666134e-35,3.572592068116608e-40,5.097384409989341e-44,6.808746261117056e-37,4.388261366516383e-36,1.2208118840549543e-38,2.311353473473671e-47,8.208584774124371e-49,4.005242971883851e-65
