Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879)
0.001181283626141462,0.6202063609013134,5.426573601451656e-08,1.488455399725768e-06,4.973891052704155e-08,7.207061277860677e-07,0.0,0.0,7.844332930890501e-06,2.7537047341092163e-08,0.0008511762031507312,7.884485811509354e-09,2.185349859942717e-09,5.546134503219046e-27,4.817651666384645e-20,4.240864788031249e-18,2.779835513290718e-15,0.00040475538709643826,2.1213320950226177e-23,9.92577130653364e-28,1.5928649385154332e-25,3.687746361170896e-27,3.9675270420967145e-19,1.8305829091450694e-15,5.929391448509557e-14,1.0953317968701596e-17,1.2122907127089179e-27,7.523484556745407e-21,2.682705038957577e-27,7.949904172200893e-28,3.2075408626565928e-12,6.768938670683624e-24,4.932414669812317e-21,1.1969530200101935e-20,3.76,0.0,0.7726328434891653,0.9988389455042638,8.279394892199973e-08,3.3512667276860914e-17,0.18586924234972835,0.1390966701646725,0.04446782811544737,6.057907499431388e-08,0.0001261516479697612,0.0002142080853538769,1.9519141262671762e-11,3.043527852462507e-13,4.874028311787802e-15,0.0003795886542202906,4.660307949431303e-12,4.244832010252839e-13,1.541181064042258e-06,7.892346629291288e-12,1.141154980948524e-12,1.0278168492882044e-17,4.348273105364463e-12,4.944736759186424e-14,3.061727134732322e-12,3.6849771697934325e-11,4.775160258663542e-19,6.312113640829931e-18,7.450568542500324e-09,1.7498550102469997e-13,0.000409561690592299,5.784990970074445e-06
0.001183603913239608,0.6202410263657689,5.4807367575370545e-08,1.4998573652947334e-06,5.0175831922644675e-08,7.258079018245079e-07,0.0,0.0,7.90973533360849e-06,2.7913980364780805e-08,0.0008549865478651395,7.96506838033959e-09,2.204030161180075e-09,5.678145998683236e-27,4.883696687252514e-20,4.277926313199065e-18,2.8403855445329482e-15,0.0004062521943464048,2.1609275565562398e-23,1.4099997571754004e-27,1.5980209042605404e-25,-2.926596989220424e-27,4.002011896126238e-19,1.8698730091679675e-15,6.01032915875118e-14,1.1151556813998676e-17,1.240045189829296e-27,7.697185947850297e-21,2.8033705695988627e-27,8.213901893275471e-28,3.2463935575914685e-12,6.947064763440293e-24,5.0345732136248564e-21,1.2341769546696119e-20,3.76,0.0,0.7723074462647431,0.9988350011246314,8.391564233662723e-08,3.445045047567578e-17,0.18619922681539877,0.13933928590691455,0.04454588023531507,6.056302121689951e-08,0.0001261511495781438,0.0002150246105031953,1.9593589056603925e-11,3.047185611929147e-13,4.882237549021278e-15,0.00038040926048019423,4.6959554919411165e-12,4.2770975109475093e-13,1.5562574368967531e-06,7.95235009080549e-12,1.1518389591744426e-12,1.0356168372120713e-17,4.381301631760282e-12,4.9822962060017256e-14,3.0849835533620902e-12,3.712968488617087e-11,4.811398414460513e-19,6.3600155671590116e-18,7.521983391832969e-09,1.7528215576706392e-13,0.0004110982981203949,5.850462914862197e-06
0.0011859242003377539,0.6202756784056043,5.535427516137396e-08,1.5113432701664177e-06,5.061660143522902e-08,7.309443163999436e-07,0.0,0.0,7.975663582900958e-06,2.8295881393718704e-08,0.0008588053535133977,8.046465740743258e-09,2.2228826598784156e-09,5.813445037037946e-27,4.950596168109316e-20,4.315263585868956e-18,2.902200375072287e-15,0.00040775128239227935,2.2012468851553988e-23,-8.98366438195943e-28,1.5555441419626489e-25,-1.1529284198837986e-28,4.036755177927411e-19,1.9099692961543014e-15,6.09230905443127e-14,1.1353089618109865e-17,1.2685223324178265e-27,7.874897723192369e-21,2.9293369408916443e-27,8.486649183205053e-28,3.2856832104399528e-12,7.129675058702485e-24,5.138823081816115e-21,1.2725340658104308e-20,3.76,0.0,0.7719821860928021,0.9988310492882092,8.505144162579418e-08,3.541350867724875e-17,0.18652908382246622,0.13958178966796575,0.044623898544765124,6.054697390199801e-08,0.00012615065024166938,0.00021584258835248026,1.9668169386501176e-11,3.050841688340339e-13,4.890441941295622e-15,0.0003812294502958272,4.731802830629766e-12,4.309541960237834e-13,1.5714693945624367e-06,8.012686421029038e-12,1.1626113814611094e-12,1.043459962909073e-17,4.414513029430543e-12,5.020063612603344e-14,3.1083687386368993e-12,3.741114794609768e-11,4.847836985106955e-19,6.408182414764137e-18,7.593936660859861e-09,1.7557864275320914e-13,0.00041263750773094717,5.916620974643308e-06
0.0011905647745340457,0.6203449422323175,5.646413379032668e-08,1.534569704634935e-06,5.150983329462617e-08,7.413222729761061e-07,0.0,0.0,8.109115796716254e-06,2.9074854189557507e-08,0.0008664683424533776,8.21173992351373e-09,2.2611113271248986e-09,6.093437271348275e-27,5.087000695246698e-20,4.390776123593488e-18,3.0297275719354084e-15,0.00041075628361888773,2.28410115557834e-23,-1.6071936835105516e-28,1.1086680546231873e-25,-5.285716462006694e-28,4.107011819390875e-19,1.99264487141339e-15,6.259447973666386e-14,1.1766240543147364e-17,1.3277283426363459e-27,8.242724391541395e-21,3.1980947357517523e-27,9.059561298540678e-28,3.365592484866705e-12,7.50878621502035e-24,5.3537694259963735e-21,1.3527848459965248e-20,3.76,0.0,0.7713320766755053,0.9988231232233497,8.736603718987696e-08,3.7418112963758884e-17,0.18718841567284844,0.1400664614038958,0.04477983379050374,6.051489864023234e-08,0.0001261496487431785,0.0002174828998781474,1.9817727446848507e-11,3.0581487942374886e-13,4.9068362235637815e-15,0.0003828685789264653,4.804099713222953e-12,4.3749701832447823e-13,1.6023047484098872e-06,8.134362279974458e-12,1.1844414552224038e-12,1.0592762273671189e-17,4.481486950126708e-12,5.0962251608562993e-14,3.1555271773151808e-12,3.7978744963934686e-11,4.921318157192948e-19,6.505314556874858e-18,7.73947025200119e-09,1.7617111981524143e-13,0.00041572372737170915,6.05102331499042e-06
0.0011952053487303375,0.6204141524231993,5.759574872347035e-08,1.5581403869719152e-06,5.2418907189617644e-08,7.518424445210664e-07,0.0,0.0,8.244726359983865e-06,2.987450863913386e-08,0.0008741651599010164,8.380379551397406e-09,2.3000502163377876e-09,6.840877791424998e-27,5.226953181942698e-20,4.467421417243412e-18,3.1626285237384147e-15,0.0004137703559900422,2.3700073613942168e-23,2.3736144657586286e-27,5.443359756098463e-26,-4.129753097504631e-27,4.1783127097641964e-19,2.0787416649125556e-15,6.430914942645321e-14,1.2193185011986696e-17,1.3900792658877314e-27,8.627729634286178e-21,3.490920634821402e-27,9.67107591593801e-28,3.4473074476392317e-12,7.907173621147796e-24,5.577608200470306e-21,1.4379895828183323e-20,3.76,0.0,0.7706825147758003,0.9988151672654851,8.973911468520039e-08,3.953197619169815e-17,0.18784723832470496,0.14055068568622894,0.04493563396878229,6.048284918460908e-08,0.00012614864346957905,0.00021912901538608892,1.9967815029103382e-11,3.0654491749534703e-13,4.92321118033467e-15,0.00038450603684069164,4.87720424110548e-12,4.441121624493066e-13,1.6336965995829731e-06,8.2573834056788e-12,1.2066532612765776e-12,1.0752668279439952e-17,4.549199897208651e-12,5.1732271237560153e-14,3.203205992418392e-12,3.8552605380762064e-11,4.995609281627277e-19,6.6035173462896455e-18,7.887193002334069e-09,1.7676293343456264e-13,0.0004188203378673667,6.188254471241147e-06
0.0011998459229266294,0.6204833090198908,5.874956671313566e-08,1.5820611156152205e-06,5.334413094110205e-08,7.625073359664655e-07,0.0,0.0,8.382532772186872e-06,3.0695403215738614e-08,0.0008818957961919682,8.55245747952922e-09,2.3397140066151412e-09,6.689686687110338e-27,5.370543698483963e-20,4.5452189047776365e-18,3.3011231619087532e-15,0.00041679346426191856,2.459069333668543e-23,3.3126276782407925e-28,2.645767873035635e-26,-8.397110242732199e-29,4.2506754178629344e-19,2.168396911263839e-15,6.606819447343074e-14,1.263434933478848e-17,1.4557563262572753e-27,9.030713850597504e-21,3.809923466510217e-27,1.0323792414376035e-27,3.5308677275917513e-12,8.325781624805877e-24,5.810708558934507e-21,1.5284496012690907e-20,3.76,0.0,0.7700334999326014,0.9988071813688981,9.217208647588331e-08,4.1760878970719813e-17,0.1885055522014154,0.14103446282704968,0.04509129919561753,6.045082551117919e-08,0.00012614763441528364,0.00022078093033280958,2.0118431718773695e-11,3.0727428352748224e-13,4.939566831890252e-15,0.00038614182086863983,4.951122073162513e-12,4.508001240456227e-13,1.6656545945205687e-06,8.381759019959896e-12,1.2292540271153823e-12,1.0914329522112245e-17,4.617656912314333e-12,5.251075234652676e-14,3.2514087339827524e-12,3.913277192686966e-11,5.070715875772595e-19,6.702798076218877e-18,8.03712875616551e-09,1.7735408447166205e-13,0.00042192732758429406,6.328372113294002e-06
0.0012044864971229212,0.6205524120639315,5.992604471894702e-08,1.6063378066277858e-06,5.428581931189796e-08,7.733195119068035e-07,0.0,0.0,8.522573262129578e-06,3.153811250000703e-08,0.0008896602420812797,8.728048274222974e-09,2.3801177096873214e-09,7.065910978070559e-27,5.517864850927657e-20,4.624188583954019e-18,3.4454403082607958e-15,0.0004198255727208338,2.5514047132775157e-23,5.057147199235892e-29,2.991303284057198e-26,5.147405532378896e-28,4.3241182700200993e-19,2.2617532767521448e-15,6.787273799327824e-14,1.3090172251429291e-17,1.5249512184433962e-27,9.45251451824137e-21,4.157393677991547e-27,1.1020485473752099e-27,3.6163138430239608e-12,8.765599640684492e-24,6.053455242423651e-21,1.6244844380148707e-20,3.76,0.0,0.769385031685211,0.9987991654863131,9.466639919030428e-08,4.411090234527029e-17,0.18916335772590998,0.14151779313672447,0.04524682958692351,6.041882759611063e-08,0.00012614662157431862,0.00022243864017609637,2.02695771014845e-11,3.0800297799670285e-13,4.955903198081974e-15,0.0003877759279400791,5.025858883164612e-12,4.575613999231854e-13,1.6981885562786909e-06,8.507498366681635e-12,1.2522508576090284e-12,1.1077757903686655e-17,4.6868630488464625e-12,5.329775240282692e-14,3.3001389603335137e-12,3.971928743235963e-11,5.146643469209012e-19,6.803164056021392e-18,8.189301516456479e-09,1.7794457369589056e-13,0.0004250446849024439,6.471435132701507e-06
0.001209127071319213,0.620621461596753,6.112565016676792e-08,1.6309764964523721e-06,5.524429418157898e-08,7.842815981976182e-07,0.0,0.0,8.664886803555734e-06,3.240322768872425e-08,0.0008974584887563992,8.907228256498464e-09,2.4212766784753703e-09,7.35407666779222e-27,5.66901135033708e-20,4.704351063293609e-18,3.595818041239667e-15,0.00042286664517211385,2.6471376422160546e-23,2.8899282877768584e-29,4.413788207343208e-26,2.08702968244885e-28,4.398660169829075e-19,2.358959078917363e-15,6.972393223074809e-14,1.3561105296879525e-17,1.597867098657101e-27,9.894007886275555e-21,4.535818978874361e-27,1.1764116617727128e-27,3.703687220238323e-12,9.227664277384487e-24,6.306249381679531e-21,1.7264329575663048e-20,3.76,0.0,0.7687371095733201,0.9987911195688638,9.722353461180236e-08,4.658844352713802e-17,0.18982065532067216,0.14200067692386917,0.045402225258511966,6.038685541552799e-08,0.00012614560494051232,0.00022410214037500267,2.0421250762976582e-11,3.087310013770745e-13,4.972220298659337e-15,0.00038940835508207035,5.101420359662291e-12,4.643964880719451e-13,1.7313084882574058e-06,8.634610711604086e-12,1.2756510124389204e-12,1.1242965353536632e-17,4.756823371873593e-12,5.409332900648407e-14,3.3494002380100412e-12,4.031219482617906e-11,5.223397604231104e-19,6.904622611863651e-18,8.343735445098395e-09,1.785344018722647e-13,0.00042817239821524354,6.617503671591717e-06
0.001213767645515505,0.6206904576596805,6.234886121025435e-08,1.6559833446005466e-06,5.621988471951795e-08,7.953962835281808e-07,0.0,0.0,8.80951313035054e-06,3.3291357099922334e-08,0.0009052905278498602,9.09007554483279e-09,2.4632066154434016e-09,7.70136964566027e-27,5.824080573013977e-20,4.785727593344696e-18,3.7525040628154984e-15,0.0004259166449292526,2.746393666011145e-23,-7.026243484385993e-30,5.588807937630837e-26,2.763563654046714e-28,4.474320567784159e-19,2.4601685060369898e-15,7.162295932461136e-14,1.404761315472314e-17,1.6747194302038984e-27,1.035611070423846e-20,4.9479008728224545e-27,1.2557846789751914e-27,3.7930302150894e-12,9.71306153614684e-24,6.569509099987121e-21,1.8346545017454564e-20,3.76,0.0,0.7680897331370073,0.9987830435660592,9.984501055481582e-08,4.9200231930009507e-17,0.19047744540774134,0.1424831144953184,0.045557486326092377,6.035490894553139e-08,0.00012614458450748724,0.00022577142638983147,2.0573452289104925e-11,3.0945835414016845e-13,4.988518153285227e-15,0.00039103909941675584,5.177812205950254e-12,4.713058876537293e-13,1.7650245778330469e-06,8.763105342318544e-12,1.2994619025599175e-12,1.1409963828315118e-17,4.827542958098491e-12,5.4897539889827326e-14,3.399196141743954e-12,4.091153713588347e-11,5.300983835808023e-19,7.007181086666112e-18,8.500454863096501e-09,1.7912356976611978e-13,0.00043131045592952993,6.766639151000785e-06
0.0012230487939080886,0.6208282895406082,6.486806799570077e-08,1.7071267859217434e-06,5.8223767049665626e-08,8.180945300287476e-07,0.0,0.0,9.105866970883364e-06,3.5139180636976505e-08,0.0009210559521247797,9.467093767224882e-09,2.5494440036524853e-09,8.443988935027864e-27,6.146389315009299e-20,4.952211152527856e-18,4.085842198879582e-15,0.0004320432770887503,2.9560033343173076e-23,-1.7593435306752753e-28,2.0654147198041143e-26,5.936223967119524e-28,4.629077823595554e-19,2.6752457149581874e-15,7.556939507523623e-14,1.5069279947814522e-17,1.8411610204586182e-27,1.1346025197285159e-20,5.885018994989696e-27,1.4309327008858579e-27,3.977799260268775e-12,1.0758458824884691e-23,7.129186817640584e-21,2.07146380657755e-20,3.76,0.0,0.7667966154533657,0.9987668010940873,1.0528724088083302e-07,5.4855230978875546e-17,0.19178950474474957,0.14344665220936273,0.04586760511155639,6.029109304155275e-08,0.00012614253221721847,0.00022912733771462268,2.0879437279252825e-11,3.1091104968803844e-13,5.021056202849407e-15,0.0003942955286167708,5.333109894586445e-12,4.853496236030382e-13,1.834286921817857e-06,9.0242787202114e-12,1.34834631625487e-12,1.174938181509926e-17,4.9712802849480125e-12,5.653209608442158e-14,3.5004061671481296e-12,4.212969910473056e-11,5.458674871608448e-19,7.215627248250753e-18,8.820848248587724e-09,1.8029992775761903e-13,0.00043761755825692534,7.074363186648546e-06
0.0012323299423006723,0.6209659080351292,6.748771562037964e-08,1.7598199772654366e-06,6.030025278371294e-08,8.414370817210075e-07,0.0,0.0,9.411968476101261e-06,3.708681283472404e-08,0.0009369564573745963,9.85976558162621e-09,2.638962821292914e-09,9.286191890952801e-27,6.485621843531703e-20,5.123823067470022e-18,4.447643918070205e-15,0.00043820516543078663,3.1813389068218194e-23,8.234651702347768e-30,-2.340017842603348e-26,3.2453736646616615e-28,4.788558545744943e-19,2.9083448443649214e-15,7.97221322123526e-14,1.6159167292315353e-17,2.0262750449827254e-27,1.2430474134708872e-20,6.995360302502701e-27,1.6304736724187576e-27,4.170979259484664e-12,1.1911557893587738e-23,7.736200730737785e-21,2.3382452951517875e-20,3.76,0.0,0.7655056749626514,0.9987504376326104,1.1100598906440915e-07,6.11370491170853e-17,0.19309953910444874,0.14440840869661262,0.04617718686695034,6.022737969238223e-08,0.00012614046464821615,0.00023250633785726587,2.1187528760995822e-11,3.12361068361116e-13,5.053517502137032e-15,0.00039754519434293597,5.491797868743506e-12,4.996966243517136e-13,1.9060609148903927e-06,9.291093234643808e-12,1.3989665752311118e-12,1.2096108058799612e-17,5.118115874210885e-12,5.820188547441267e-14,3.6037977971949506e-12,4.337411951889629e-11,5.619761267957381e-19,7.428561616713438e-18,9.150679434641891e-09,1.8147365375781422e-13,0.0004439658994067544,7.3951253416730025e-06
0.001241611090693256,0.6211033134698603,7.021204500779983e-08,1.8141169245297872e-06,6.245225782862561e-08,8.654478860144544e-07,0.0,0.0,9.728164574385428e-06,3.9139793692716947e-08,0.0009529919940641267,1.0268785424003574e-08,2.7319021925416833e-09,1.0194405374963313e-26,6.842652988517519e-20,5.300759224688251e-18,4.840279010569637e-15,0.0004444019975528309,3.4236015244558987e-23,5.366361758876435e-30,-1.9081655279622985e-26,3.5174648092993844e-28,4.952942439233092e-19,3.16093563599562e-15,8.409179167711162e-14,1.73215050180476e-17,2.232310807005126e-27,1.361844901816994e-20,8.310280717979481e-27,1.857803880837472e-27,4.372944824591872e-12,1.3183075722063429e-23,8.394585087408868e-21,2.6387466527093476e-20,3.76,0.0,0.7642169079994098,0.9987339527154753,1.170147928363142e-07,6.811334190517672e-17,0.1944075518473815,0.14536838634407254,0.04648623251427834,6.016376870571303e-08,0.00012613838174160152,0.00023590839054348625,2.1497723425132023e-11,3.138084138371183e-13,5.085902204921148e-15,0.0004007880767933312,5.653922281043163e-12,5.143509249404941e-13,1.9804350847155314e-06,9.56362396359089e-12,1.4513878389307816e-12,1.2450239183214093e-17,5.26809075382789e-12,5.990737463012188e-14,3.7093999214810415e-12,4.4645146110479566e-11,5.784287915529328e-19,7.646043531477319e-18,9.490148749020763e-09,1.8264475382897148e-13,0.0004503553871143781,7.729466192614951e-06
0.0012508922390858396,0.6212405061695859,7.3045497630703e-08,1.8700738958154293e-06,6.468283445760847e-08,8.901520682033073e-07,0.0,0.0,1.0054816005758151e-05,4.130399355421135e-08,0.0009691625211175421,1.0694881173783221e-08,2.8284077341911597e-09,1.1186495120276766e-26,7.218404256049751e-20,5.48322866064365e-18,5.266312840206343e-15,0.00045063345200622686,3.6840818869928837e-23,-6.02729771726733e-30,2.1919061192552005e-26,4.0082579858835516e-28,5.122421407713306e-19,3.4346065477287884e-15,8.868955860202025e-14,1.8560771624203935e-17,2.4617976850335576e-27,1.491978909576824e-20,9.866713682545347e-27,2.116792717807057e-27,4.584087677839766e-12,1.4584770897293472e-23,9.108724905758633e-21,2.977181996448084e-20,3.76,0.0,0.7629303109043569,0.9987173458468818,1.233278626889298e-07,7.5858960894971e-17,0.19571354632718146,0.14632658750677968,0.046794742973915816,6.010025988868538e-08,0.00012613628343475163,0.00023933345951737006,2.1810017964138416e-11,3.152530897490009e-13,5.118210463335095e-15,0.00040402415750165333,5.819529515477569e-12,5.293165787122516e-13,2.0575012983333045e-06,9.841946325778934e-12,1.5056780812270851e-12,1.2811872237253017e-17,5.421246133178495e-12,6.164903218520905e-14,3.817241557363133e-12,4.594312814938028e-11,5.952299902502709e-19,7.86813259304017e-18,9.839459095934085e-09,1.8381323400784432e-13,0.00045678592932757445,8.077949880332657e-06
0.0012601733874784233,0.6213774864572106,7.599272628798846e-08,1.927749529901599e-06,6.69951786638359e-08,9.155759957649583e-07,0.0,0.0,1.0392297923605787e-05,4.3585634577107753e-08,0.000985468006399786,1.1138815893423473e-08,2.9286318905261443e-09,1.2276382761535308e-26,7.613846436742217e-20,5.671454733236337e-18,5.728522610955977e-15,0.00045689919786344105,3.964173041804837e-23,3.833284695584816e-30,6.036349017286213e-26,4.248969277267178e-28,5.297200651158853e-19,3.7310744156255234e-15,9.352721450893182e-14,1.9881708568957026e-17,2.7175847318900796e-27,1.634526050670149e-20,1.1708151787590352e-26,2.411848815214792e-27,4.804817474649898e-12,1.6129544309738346e-23,9.883387021619129e-21,3.358290175918713e-20,3.76,0.0,0.7616458800243691,0.9987006165000432,1.2996011777506205e-07,8.445671885303213e-17,0.19701752589063498,0.14728301450652317,0.04710271916461204,6.003685304784535e-08,0.0001261341696611299,0.00024278150854076057,2.2124409072115957e-11,3.1669509968319437e-13,5.1504424278196205e-15,0.00040725341927906275,5.98866618589872e-12,5.445976571600627e-13,2.137354907108278e-06,1.0126136077863432e-11,1.561908230007997e-12,1.3181104691170649e-17,5.5776234015218336e-12,6.342732881894738e-14,3.9273518488605556e-12,4.726841643009807e-11,6.123842512809067e-19,8.094888660660098e-18,1.0198815965795986e-08,1.849791003053465e-13,0.00046325743420554935,8.4411652586179e-06
0.001269454535871007,0.6215142546537081,7.905860655137992e-08,1.9872049507325617e-06,6.939263799075801e-08,9.417473464880604e-07,0.0,0.0,1.0741000525279958e-05,4.599131373035367e-08,0.001001908427218439,1.1601389668491032e-08,3.0327342856067425e-09,1.3469636615220727e-26,8.030002449392392e-20,5.865676404090511e-18,6.2299150210142915e-15,0.0004631988942627855,4.265381873989304e-23,-1.0069727975900833e-30,8.333039466880356e-26,4.731450138308501e-28,5.477499869030307e-19,4.052194922635502e-15,9.861717146247094e-14,2.128933539355559e-17,3.0028786746719406e-27,1.7906642819573324e-20,1.3885799058334946e-26,2.7479952826334507e-27,5.035562663380754e-12,1.7831548693519146e-23,1.0723754257699636e-20,3.78740042732472e-20,3.76,0.0,0.7603636117124715,0.9986837641157703,1.369272239625654e-07,9.399823748337732e-17,0.1983194938777413,0.14823766963049212,0.04741016200349281,5.997354798910156e-08,0.0001261320403501074,0.00024625250139262054,2.2440893444731628e-11,3.1813444717774227e-13,5.182598247067136e-15,0.00041047584615780115,6.161379134479888e-12,5.601982497727897e-13,2.220094898980728e-06,1.0416269311557923e-11,1.6201523137227267e-12,1.3558034432729775e-17,5.737264126379408e-12,6.524273723783174e-14,4.0397600655164456e-12,4.862136325802546e-11,6.298961224351143e-19,8.32637185000012e-18,1.0568427444757985e-08,1.861423587062171e-13,0.0004697698101179551,8.819727107401005e-06
0.0012787356842635907,0.6216508110780712,8.224824892764028e-08,2.048503888314677e-06,7.187871985278755e-08,9.686951806659024e-07,0.0,0.0,1.1101329713287503e-05,4.852802742208455e-08,0.0010184837708471367,1.2083441554499549e-08,3.140882097064714e-09,1.477731710126009e-26,8.467950357913315e-20,6.0661496411884144e-18,6.7737454090905776e-15,0.0004695321899293148,4.589335497835507e-23,-2.992494370955465e-31,1.0431619656518769e-25,5.169349937063268e-28,5.663554575101853e-19,4.3999739331788125e-15,1.0397250841849084e-13,2.2788965722023e-17,3.321292016110218e-27,1.9616823576708557e-20,1.6459922045158e-26,3.130955610697614e-27,5.276771392284955e-12,1.9706309445983585e-23,1.163546294390745e-20,4.270506245429639e-20,3.76,0.0,0.7590835023278281,0.9986667881009861,1.442456341836712e-07,1.0458488580422937e-16,0.1996194536217701,0.14919055512984677,0.04771707240606267,5.991034451767946e-08,0.00012612989542677534,0.0002497464018683643,2.2759467779157728e-11,3.1957113572033295e-13,5.214678067962669e-15,0.0004136914233369819,6.337715430152157e-12,5.761224638784701e-13,2.30582405848569e-06,1.0712422450716846e-11,1.6804876169399193e-12,1.3942759763311805e-17,5.900210051868805e-12,6.709573215662683e-14,4.154495601224244e-12,5.000232243531558e-11,6.477701707195687e-19,8.562642530739304e-18,1.0948504224351569e-08,1.8730301516865772e-13,0.00047632296564398404,9.214277414725008e-06
0.0012880168326561744,0.6217871560472555,8.556701175737519e-08,2.1117128063730703e-06,7.445710036747443e-08,9.964500175747516e-07,0.0,0.0,1.1473707788032021e-05,5.1203197873595926e-08,0.0010351940350714324,1.258585163598387e-08,3.2532504507350176e-09,1.6210927506865578e-26,8.928826567876838e-20,6.273148957073571e-18,7.363538523966377e-15,0.00047589872267087214,4.937791911042043e-23,4.579606882537233e-31,1.3542376589009817e-25,5.65923260158572e-28,5.855617540992117e-19,4.7765797679197344e-15,1.0960700983062381e-13,2.4386224187783594e-17,3.676895212968148e-27,2.148990156994962e-20,1.9501435334945898e-26,3.56725162849607e-27,5.528912460235296e-12,2.177085667227866e-23,1.2624643785671599e-20,4.8143485617487433e-20,3.76,0.0,0.7578055482357309,0.9986496878271572,1.5193263120669613e-07,1.1632881941132283e-16,0.2009174084493158,0.15014167321820862,0.048023451286207185,5.984724243807312e-08,0.0001261277348117469,0.00025326317377915615,2.3080128774008117e-11,3.210051687462206e-13,5.246682035521466e-15,0.00041690013713049885,6.517722367070764e-12,5.923744244901233e-13,2.3946491348324717e-06,1.10146722484671e-11,1.7429948442946189e-12,1.433537939408586e-17,6.066503097085967e-12,6.898679027997028e-14,4.271587973088589e-12,5.1411649247170584e-11,6.660109821793612e-19,8.80376132422011e-18,1.1339259611160795e-08,1.8846107562394803e-13,0.00048291680957147264,9.625486730917298e-06
0.001297297981048758,0.6219232898761212,8.9020514909501e-08,2.1769010371497153e-06,7.713163373386063e-08,1.0250439165088694e-06,0.0,0.0,1.1858574173370704e-05,5.402470137508602e-08,0.0010520392287585321,1.310954320464392e-08,3.3700228382185836e-09,1.7781743840682115e-26,9.413829232953507e-20,6.4869690915988705e-18,8.003111067858967e-15,0.0004822981188479791,5.312652236153043e-23,-2.3685713172903444e-31,1.752129635533605e-25,6.208958013355847e-28,6.053960375563405e-19,5.184356504430982e-15,1.1553520670854073e-13,2.6087064346862753e-17,4.0742760152426135e-27,2.3541299697756784e-20,2.3093763507744126e-26,4.0643152578523575e-27,5.792476316024185e-12,2.4043870273288314e-23,1.3697966403938855e-20,5.426509484753128e-20,3.76,0.0,0.756529745807591,0.9986324626286466,1.6000637298713935e-07,1.2935413243519458e-16,0.2022133616803504,0.15109102607006722,0.048329299556195075,5.978424155399444e-08,0.0001261255584209491,0.0002568027809511725,2.3402873129271132e-11,3.2243654963602964e-13,5.278610292823045e-15,0.000420101974916729,6.701447463095915e-12,6.089582741527301e-13,2.4866810184220988e-06,1.1323095784364186e-11,1.8077582939620781e-12,1.4735992442207182e-17,6.2361853545094366e-12,7.091639028422693e-14,4.391066820301743e-12,5.284970044832033e-11,6.846231617213827e-19,9.049789101113749e-18,1.1740909536324232e-08,1.8961654597603532e-13,0.0004895512508959589,1.005405559917037e-05
0.0013065791294413417,0.6220592128773689,9.261465433700802e-08,2.2441409238083995e-06,7.990636220995704e-08,1.0545105626944334e-06,0.0,0.0,1.2256386176843383e-05,5.700089857435205e-08,0.0010690193724527282,1.3655485064830338e-08,3.491391558803086e-09,1.9502648751231574e-26,9.924221878764546e-20,6.707926858364431e-18,8.696596174066274e-15,0.0004887299928159281,5.715972388957224e-23,5.070584333487345e-32,2.1735143744088076e-25,6.798101964813913e-28,6.258875258903112e-19,5.625838394641158e-15,1.2177242031914501e-13,2.789778764084807e-17,4.5186070586478275e-27,2.5787888321174097e-20,2.7335027515427164e-26,4.6306160144918784e-27,6.067976108318671e-12,2.654583899879309e-23,1.4862688160473232e-20,6.115517971400287e-20,3.76,0.0,0.755256091420927,0.9986151118009774,1.684859407842582e-07,1.4379813485730182e-16,0.20350731662827412,0.1520386158190953,0.0486346181266805,5.972134166831933e-08,0.00012612336616540362,0.00026036518722482346,2.3727697546238906e-11,3.2386528171343527e-13,5.3104629809414765e-15,0.00042329692508982905,6.888938458261115e-12,6.258781727890271e-13,2.582034926329273e-06,1.163777046152324e-11,1.874866041011707e-12,1.5144698426984154e-17,6.409299088377262e-12,7.288501279903019e-14,4.51296190300066e-12,5.431683424926367e-11,7.036113329362455e-19,9.300786979066296e-18,1.215367256482301e-08,1.9076943210110327e-13,0.0004962261988196982,1.050071606775652e-05
