Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211)
1.655697880687654e-19,0.7183372511106588,0.0,3.3963690897618445e-25,0.0,0.0,0.0,0.0,0.0,0.0,9.007236052700751e-47,4.255324820561885e-66,0.0,1.0133735982513922e-101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619954011764,0.9999999999996713,0.0,0.0,3.1274037058948215e-15,1.9665642212321705e-15,5.906070556243213e-16,5.702324290383219e-16,3.287695842486814e-13,2.695517413927667e-31,9.007407383521325e-49,7.162209523191151e-30,4.760963754774363e-38,1.771135806064501e-32,6.841227844898068e-80,4.607381521035082e-78,2.872349617865795e-35
3.312834247805097e-19,0.7183372511106592,0.0,6.795688978611295e-25,0.0,0.0,0.0,0.0,0.0,0.0,7.211265628031203e-46,6.814063995262055e-65,0.0,3.2467990443054537e-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619954011733,0.9999999999993422,0.0,0.0,6.257524530561036e-15,3.9348370126679035e-15,1.1817272364085704e-15,1.1409602814845323e-15,6.57824806521172e-13,1.0789094376992044e-30,7.211402796217982e-48,2.8667503339283674e-29,1.9056262445347247e-37,7.089158938161943e-32,2.1926254975015063e-78,1.4766738406124384e-76,1.1496884032848977e-34
6.627106982039984e-19,0.71833725111066,0.0,1.359432875803138e-24,0.0,0.0,0.0,0.0,0.0,0.0,5.771204154455218e-45,1.0906940033051081e-63,0.0,1.0396167305141484e-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619954011671,0.999999999998684,0.0,0.0,1.2517766179893415e-14,7.871382595755973e-15,2.363967597986072e-15,2.282415986151246e-15,1.3159352504955026e-12,4.317043095552298e-30,5.771313929658616e-47,1.1470735442798967e-28,7.624987168568704e-37,2.8365869816050644e-31,7.021898287710373e-77,4.72905816224275e-75,4.600251153432566e-34
1.3255652450509757e-18,0.7183372511106616,0.0,2.7191608323756283e-24,0.0,0.0,0.0,0.0,0.0,0.0,4.617840173161429e-44,1.7454655055831652e-62,0.0,3.327799574534947e-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619954011546,0.9999999999973679,0.0,0.0,2.5038249478557952e-14,1.5744473762798535e-14,4.728448321177088e-15,4.565327394581842e-15,2.6321561361615634e-12,1.727098347291815e-29,4.617928008347744e-46,4.589041100036377e-28,3.0504913746128985e-36,1.1348195005952027e-30,2.2478872902358014e-75,1.513891156972359e-73,1.8404000131777186e-33
2.6512743387449303e-18,0.7183372511106648,0.0,5.438616748274499e-24,0.0,0.0,0.0,0.0,0.0,0.0,3.694622918125251e-43,2.793028926245364e-61,0.0,1.0650600609411313e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619954011295,0.9999999999947354,0.0,0.0,5.007921607588618e-14,3.149065610034932e-14,9.45740976770317e-15,9.13115020783172e-15,5.264597898363282e-12,6.908955647987882e-29,3.694693190297962e-45,1.8357658313250956e-27,1.220295857057365e-35,4.539647447605635e-30,7.194647377292901e-74,4.845399971372415e-72,7.362199207622475e-33
5.30269252613284e-18,0.7183372511106715,0.0,1.08775285910878e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.955838657490582e-42,4.4690735953408587e-60,0.0,3.4084549409540616e-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619954010794,0.9999999999894705,0.0,0.0,1.001611492705392e-13,6.298302078931356e-14,1.8915332661331532e-14,1.8262795819886203e-14,1.0529481386245107e-11,2.763694715474381e-28,2.9558948736599684e-44,7.343362087266401e-27,4.881382039350407e-35,1.8159328731257466e-29,2.302512482004472e-72,1.550679729990317e-70,2.944999525206428e-32
1.0605528900908659e-17,0.7183372511106846,0.0,2.1755352320776652e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.364727062539824e-41,7.150699625960823e-59,0.0,1.0907476265177172e-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619954009793,0.9999999999789407,0.0,0.0,2.0032501565983154e-13,1.2596775022269274e-13,3.7831178450893056e-14,3.652608698621411e-14,2.1059248215922308e-11,1.105500378254888e-27,2.3647720297624307e-43,2.937404563328453e-26,1.952592530371137e-34,7.263879302561951e-29,7.368400540239559e-71,4.962417933679069e-69,1.1780237844674878e-31
2.12112016504603e-17,0.7183372511107109,0.0,4.3510999956403367e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.891804114314355e-40,1.144126495716428e-57,0.0,3.490459705493333e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.710861995400779,0.9999999999578812,0.0,0.0,4.0065274843836155e-13,2.51937209311254e-13,7.566287003923528e-14,7.305266908774564e-14,4.211878129093094e-11,4.422046500821342e-27,1.891840077670614e-42,1.174973751093985e-25,7.810449485050334e-34,2.9055812987085317e-28,2.357945911703936e-69,1.5880125890156488e-67,4.71214313128055e-31
4.242254714956357e-17,0.7183372511107636,0.0,8.702229593265283e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.5134522922064896e-39,1.8306140551681844e-56,0.0,1.1169578908994276e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619954003783,0.9999999999157622,0.0,0.0,8.013082139952023e-13,5.03876128375588e-13,1.5132625325279656e-13,1.4610583236631158e-13,8.423784510356525e-11,1.7688276005458304e-26,1.5134810457040957e-41,4.699918695782234e-25,3.124195613681319e-33,1.1622384473735659e-27,7.545519567536133e-68,5.081702456270429e-66,1.8848668866082826e-30
8.484523814777013e-17,0.7183372511108688,0.0,1.7404489070513619e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.2107654580504693e-38,2.9289918738623758e-55,0.0,3.574282652284035e-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.710861995399577,0.999999999831524,0.0,0.0,1.6026191451080068e-12,1.0077539700531016e-12,3.026530198274261e-13,2.9221215522545503e-13,1.684759633793031e-10,7.075328423593111e-26,1.2107884331437195e-40,1.8799720884245663e-24,1.2496813669136848e-32,4.6489657439176235e-27,2.7973496077011237e-66,1.8839388045908893e-64,7.539487097638104e-30
1.6969062014418325e-16,0.718337251111079,0.0,3.4809009153004274e-22,0.0,0.0,0.0,0.0,0.0,0.0,9.686138545109322e-38,4.6863946856753026e-54,0.0,1.1437733085109665e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953979743,0.9999999996630478,0.0,0.0,3.205241007330109e-12,2.0155096676035113e-12,6.053065535667135e-13,5.844247861517889e-13,3.36952162532664e-10,2.8301349904713394e-25,9.686321901758082e-40,7.519896548490711e-24,4.998731370558956e-32,1.859588767347732e-26,8.989820922181593e-65,6.054398569877357e-63,3.015798975676603e-29
3.393813841370095e-16,0.7183372511114999,0.0,6.961805382996308e-22,0.0,0.0,0.0,0.0,0.0,0.0,7.748917402039e-37,7.498238219902851e-53,0.0,3.6600796635119546e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953947691,0.9999999993260955,0.0,0.0,6.410484731760286e-12,4.031021119485853e-12,1.2106136234054017e-12,1.168849988836651e-12,6.73904411246993e-10,1.132054733794259e-24,7.749063376474693e-39,3.00795943800303e-23,1.9994934568170655e-31,7.438360640101708e-26,2.877130339978821e-63,1.937667921443421e-61,1.2063205986961422e-28
5.090721481298357e-16,0.7183372511119208,0.0,1.0442710301890148e-21,0.0,0.0,0.0,0.0,0.0,0.0,2.2157066405363835e-36,2.7598502324013788e-52,0.0,1.7122672515628409e-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953915639,0.9999999989891434,0.0,0.0,9.615728456176434e-12,6.04653262814971e-12,1.8159206956042025e-12,1.7532751323537132e-12,1.0108565103689957e-09,2.4056167853898793e-24,2.2157482489308634e-38,6.391913394489457e-23,4.248923888061119e-31,1.5806520709847103e-25,1.2719547534539232e-62,8.56626312655466e-61,2.56343215480665e-28
8.484536761154881e-16,0.7183372511127626,0.0,1.7404521944470925e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0182568649497733e-35,2.1234526907256183e-51,0.0,2.5008666368626182e-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953851534,0.9999999983152398,0.0,0.0,1.602621590495262e-11,1.0077555872603444e-11,3.0265348494422525e-12,2.9221251827166866e-12,1.6847601102442267e-09,6.650824249764599e-24,1.018275809483025e-37,1.7671752258332457e-22,1.1747023292565502e-30,4.370039805532352e-25,2.0512596690208218e-61,1.3814657796842672e-59,7.087139954659093e-28
1.1538970513025752e-15,0.7183372511135202,0.0,2.3670153880627767e-21,0.0,0.0,0.0,0.0,0.0,0.0,2.292086394864296e-35,5.848072835846137e-51,0.0,8.953969004452723e-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.710861995379384,0.999999997708727,0.0,0.0,2.1795654608805862e-11,1.3705476976074229e-11,4.116087595522079e-12,3.9740900368708004e-12,2.29127286679621e-09,1.184314845366186e-23,2.2921288034720685e-37,3.146814345969588e-22,2.0917965238160477e-30,7.781747836948437e-25,7.60710841253073e-61,5.1231728341557025e-59,1.2620100774860616e-27
1.4593404264896625e-15,0.7183372511142776,0.0,2.99357873598735e-21,0.0,0.0,0.0,0.0,0.0,0.0,4.332193155349536e-35,1.3171610851353024e-50,0.0,2.3661301793775492e-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953736146,0.9999999971022149,0.0,0.0,2.7565093312611137e-11,1.7333398273736198e-11,5.205640349673425e-12,5.026054688672709e-12,2.8977851117476826e-09,1.8487322943564358e-23,4.332272835351844e-37,4.912219666414561e-22,3.265323370531773e-30,1.2147420589865543e-24,1.9899287405088855e-60,1.3401604435877395e-58,1.9700161752851986e-27
1.7647838016767498e-15,0.7183372511150353,0.0,3.62014222967315e-21,0.0,0.0,0.0,0.0,0.0,0.0,7.241097443907572e-35,2.531549700305337e-50,0.0,5.36032375010227e-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953678452,0.9999999964957029,0.0,0.0,3.333453201637109e-11,2.0961319754832285e-11,6.295193111449174e-12,6.078019149331551e-12,3.5042968734386265e-09,2.650292397721843e-23,7.241229867738603e-37,7.042021641197988e-22,4.681077923733815e-30,1.7414214566658617e-24,4.587026449548433e-60,3.089231284067562e-58,2.824162407589468e-27
2.375670552050924e-15,0.7183372511165503,0.0,4.873269549451012e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.545892004544726e-34,6.546516068877233e-50,0.0,1.8735166911555688e-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953563063,0.9999999952826806,0.0,0.0,4.487340942378765e-11,2.8217163135342517e-11,8.47429865238798e-12,8.181947634751069e-12,4.717319294754845e-09,4.566163929991752e-23,1.545919999635377e-36,1.2132624290836137e-21,8.064982597884662e-30,3.0002794468546587e-24,1.6789815023994941e-59,1.1307457739668198e-57,4.865725220469793e-27
2.9865573024250987e-15,0.7183372511180655,0.0,6.126397408022904e-21,0.0,0.0,0.0,0.0,0.0,0.0,2.8110372559370555e-34,1.3863927974312219e-49,0.0,4.879399930354524e-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953447675,0.9999999940696599,0.0,0.0,5.6412286831036706e-11,3.547300719389964e-11,1.0653404221509679e-11,1.0285875413628285e-11,5.930339929746624e-09,6.988970595646259e-23,2.8110876681917253e-36,1.8570181858946286e-21,1.2344258605552746e-29,4.5922289292484686e-24,4.507101472619507e-59,3.035402361288054e-57,7.447482653734618e-27
3.597444052799273e-15,0.7183372511195805,0.0,7.379525841934835e-21,0.0,0.0,0.0,0.0,0.0,0.0,4.650005110502243e-34,2.62289285958029e-49,0.0,1.1027843688456465e-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953332286,0.9999999928566411,0.0,0.0,6.795116423810687e-11,4.2728851976493834e-11,1.2832509820725838e-11,1.2389802438040275e-11,7.143358657254263e-09,9.95309669754634e-23,4.650087652176583e-36,2.6446052398659644e-21,1.7579636137112213e-29,6.539863027209828e-24,1.0437263744500666e-58,7.029192801192919e-57,1.0606075712112217e-26
4.819217553547622e-15,0.7183372511226106,0.0,9.88578446820402e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.072609211951179e-33,7.949568820927693e-49,0.0,4.753214412839974e-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619953101508,0.9999999904306096,0.0,0.0,9.102891905170054e-11,5.724054375459078e-11,1.7190721111137276e-11,1.659765418095662e-11,9.569390282348832e-09,1.7535810401014144e-22,1.0726277561168228e-35,4.65937619257726e-21,3.097256604518932e-29,1.1522229407104779e-23,4.545875350535419e-58,3.0615107790618333e-56,1.8686278180993198e-26
7.262764555044319e-15,0.7183372511286709,0.0,1.489830873252349e-20,0.0,0.0,0.0,0.0,0.0,0.0,3.630682434472794e-33,4.185144874414006e-48,0.0,4.024090891474057e-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619952639953,0.9999999855785696,0.0,0.0,1.3718442867670794e-10,8.626393613468443e-11,2.590714405872386e-11,2.501334847205893e-11,1.4421430286000038e-08,3.929835659869601e-22,3.6307413291545043e-35,1.0441786789947308e-20,6.941048135406012e-29,2.5821745301652794e-23,3.809618224638385e-57,2.5656557059641327e-55,4.187669095834674e-26
1.2149858558037714e-14,0.7183372511407915,0.0,2.492338533246818e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.730084235344263e-32,3.5546084721923384e-47,0.0,5.955170388288291e-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619951716842,0.9999999758745828,0.0,0.0,2.2949544791799553e-10,1.4431075622050318e-10,4.333999142220025e-11,4.184470024404744e-11,2.4125417228671046e-08,1.092344460623205e-21,1.7301083057180303e-34,2.90239732628693e-20,1.9293402761487055e-28,7.17747872810939e-23,5.469348219993543e-56,3.683405886380764e-54,1.1640179077942172e-25
2.1924046564024503e-14,0.7183372511650328,0.0,4.497365080538159e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0420016943763195e-31,4.085140647600704e-46,0.0,1.2578064703631922e-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619949870623,0.999999956466981,0.0,0.0,4.141174863656666e-10,2.60404537676138e-10,7.820569202159629e-11,7.5507256566467e-11,4.353301890941056e-08,3.547373059628356e-21,1.0420112613560276e-33,9.425352500770434e-20,6.265462037149853e-28,2.330887992478584e-22,1.1199650022149047e-54,7.542451487292753e-53,3.7801684623539844e-25
4.1472422575998085e-14,0.7183372512135155,0.0,8.507463087795277e-20,0.0,0.0,0.0,0.0,0.0,0.0,7.19065284728588e-31,5.5290563439658873e-45,0.0,3.245282068318722e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619946178182,0.9999999176532665,0.0,0.0,7.833615631213856e-10,4.925926657415801e-10,1.4793711671092154e-10,1.428317803061281e-10,8.234673344546568e-08,1.2682837081170372e-20,7.190650435923838e-33,3.369721415676036e-19,2.240044402056973e-27,8.333653849746813e-22,2.8271212666115777e-53,1.9038845814351622e-51,1.3515410340920926e-24
8.056917459994524e-14,0.7183372513104808,0.0,1.6527838765383446e-19,0.0,0.0,0.0,0.0,0.0,0.0,5.335675364063084e-30,8.134661163500321e-44,0.0,9.307476728436797e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.71086199387933,0.9999998400317923,0.0,0.0,1.5218497160743357e-09,9.569711824415679e-10,2.874000600497613e-10,2.774784722143186e-10,1.599682076683252e-07,4.7855385730770526e-20,5.335571913704591e-32,1.2713994653398426e-18,8.45198935535647e-27,3.144552757453773e-21,8.003881961810951e-52,5.389804970140969e-50,5.09988912489801e-24
1.5876267864783957e-13,0.7183372515044114,0.0,3.2569308880194295e-19,0.0,0.0,0.0,0.0,0.0,0.0,4.1098436925962057e-29,1.2480903894414075e-42,0.0,2.818477463534132e-72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108619924023537,0.9999996848126598,0.0,0.0,2.998826019746279e-09,1.885737257842296e-09,5.663263225570164e-10,5.467624340333745e-10,3.151873400594712e-07,1.8580769711764782e-19,4.109607394482143e-31,4.935851706231141e-18,3.2814637588891276e-26,1.2209835476133321e-20,2.40679555229197e-50,1.620555706726664e-48,1.9802854933653824e-23
