Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455)
1.423872293443247e-07,0.8007614860454618,2.6518246533468487e-06,1.297924915187609e-07,2.4279678273954066e-07,1.2604816936161737e-06,0.0,0.0,1.6770982542834632e-06,1.7172003277539483e-09,2.060455957075791e-09,2.7173361618928795e-10,6.528139312557163e-10,5.4454650729483e-20,1.5695847088196708e-14,1.0298399111710219e-09,1.117853809299403e-15,5.4626804617888645e-08,1.9531918701760604e-20,1.5424220375717916e-13,1.2791952527987892e-18,2.1949407865416194e-18,1.7934640170463604e-10,1.2035447958326225e-19,2.7949547893749467e-16,5.1969223041414774e-21,4.622434202690761e-26,6.849043366759997e-20,1.9089069135542002e-32,1.5524356954586198e-27,6.8630496470230506e-15,1.5516328211879159e-27,4.3807340807603093e-26,5.816325833212707e-26,3.76,0.0,0.6685787304873028,0.9983980399374334,5.311619129522651e-08,2.413199631204557e-20,0.018077546424337784,0.014625728329714633,0.0033833455409226884,3.3636077535582434e-05,0.0015998930533511193,1.7191386204840364e-05,1.5065501925535908e-10,5.158536609876652e-09,1.896362257295016e-15,2.3314081441599723e-07,2.6917474187037087e-15,5.4548539051609544e-15,1.3580656114356747e-09,3.6808622772507424e-15,3.25516087184704e-12,2.3805782937293777e-21,9.488150421875142e-15,1.8502408308122864e-17,5.477357188272978e-16,1.878677110663128e-15,1.4613710987750796e-22,1.3092123393623232e-21,1.4387841355597638e-16,1.2216498178566747e-12,5.4524068835540796e-08,5.357192881103011e-10,1.175851593120612e-06,1.402494802469354e-07,1.839607701713193e-06,8.271703737177663e-08,2.1267678079682594e-06,1.772051984076189e-07,6.240380527158301e-08,7.85223447195339e-09,1.9474700383827154e-08,3.2341365441466987e-09,2.7004777764973076e-09,1.4649702982425264e-11
1.4667064441998383e-07,0.8008402028496651,2.792992817901807e-06,1.391166262591999e-07,2.63569772374525e-07,1.3684473710381829e-06,0.0,0.0,1.7276492334792635e-06,1.8190644249053193e-09,2.2482695535396725e-09,2.870893621233318e-10,7.083931954791442e-10,6.315927323103146e-20,1.7069917611180736e-14,1.0491110325044028e-09,1.253365384040764e-15,5.794876770413401e-08,2.410333753993131e-20,1.719685026754232e-13,1.4384843794504324e-18,2.3282194497033925e-18,1.8001429398689344e-10,1.3956222550226452e-19,2.990399727764595e-16,6.094699780709351e-21,5.530615477974586e-26,7.65184272047472e-20,2.474928626208561e-32,1.8702140587747244e-27,7.370682725828396e-15,1.8942789870520568e-27,5.244609985368567e-26,7.286313152073931e-26,3.76,0.0,0.6680425361882492,0.9983979604646567,5.9512459630874184e-08,2.7157740215965453e-20,0.018614475048545492,0.015059781982981336,0.003484127855267188,3.361284632236601e-05,0.0015998929181588889,1.8238770326110683e-05,1.6232046864903191e-10,5.1608381282506436e-09,1.952598006767858e-15,2.4726698523647136e-07,3.138708490109593e-15,6.284596027966788e-15,1.4407776289377885e-09,4.286993910858424e-15,3.3581145411955557e-12,2.7765399754684554e-21,1.0922442633773416e-14,2.1308400474331502e-17,6.30884295934523e-16,2.1529877258140077e-15,1.7043975584590633e-22,1.5269652181971593e-21,1.730657215819029e-16,1.2579920619764316e-12,5.7840756769788085e-08,6.129654786563429e-10,1.2197588144698261e-06,1.4717351926946235e-07,1.9529895951128153e-06,9.014239436607143e-08,2.26834393785712e-06,1.8340338540555523e-07,6.436242546650124e-08,8.544198566991825e-09,2.0606179943242348e-08,3.4519341835216297e-09,2.8364123308634136e-09,1.6682213566119095e-11
1.5095405949564296e-07,0.8009188625590269,2.9370379811594442e-06,1.487689679640307e-07,2.8537634512995e-07,1.4820038322033867e-06,0.0,0.0,1.7782288231245437e-06,1.9237005723461797e-09,2.4473608103824716e-09,3.027235328778519e-10,7.672545147285997e-10,7.285995679064882e-20,1.8505085646315027e-14,1.0677408891082624e-09,1.4004614643030808e-15,6.136775286636451e-08,2.958147727667125e-20,1.910896224808711e-13,1.6164867133425641e-18,2.4625294879924843e-18,1.806581760801812e-10,1.611212446420632e-19,3.1937563774615726e-16,7.113483859008725e-21,6.58591198203661e-26,8.518141671329021e-20,3.1838666753995495e-32,2.239466989899703e-27,7.8988837831241e-15,2.2997547453096743e-27,6.246624833663633e-26,9.06945006023742e-26,3.76,0.0,0.6675067607857583,0.9983978796917278,6.644953690668908e-08,3.045894002432649e-20,0.019151004624244305,0.015493437037996778,0.0035848478311296477,3.3589632768855196e-05,0.0015998927808942725,1.9316841232456984e-05,1.744681740730559e-10,5.1631371322934e-09,2.0087710252540427e-15,2.61800114468157e-07,3.642682930385511e-15,7.210553130409485e-15,1.525907517474895e-09,4.969672346413992e-15,3.4613497795788614e-12,3.2230763778538363e-21,1.2521207369720737e-14,2.4437156585200388e-17,7.236062235587044e-16,2.457565946126007e-15,1.9784593746824754e-22,1.7725297925858853e-21,2.0701216560750505e-16,1.294304694764836e-12,6.125442671372977e-08,6.988430982126733e-10,1.26431006166052e-06,1.5427360903072028e-07,2.0702552921441086e-06,9.801099952751804e-08,2.415620533334172e-06,1.8963644719180656e-07,6.632226417201194e-08,9.28198798436183e-09,2.180989860690111e-08,3.681688447593322e-09,2.977726601278339e-09,1.8942904025674126e-11
1.552374745713021e-07,0.8009974652326859,3.08392560953541e-06,1.587482723399868e-07,3.0822903956799897e-07,1.6012579320225896e-06,0.0,0.0,1.8288387862042013e-06,2.031096728288392e-09,2.6580999223878068e-09,3.1862676158354516e-10,8.2957104157e-10,8.362506371334027e-20,2.0000950070436045e-14,1.0857501996632835e-09,1.5597356136258498e-15,6.488367498346049e-08,3.611283516440673e-20,2.1166590473826269e-13,1.815594283745466e-18,2.597620307543236e-18,1.812788347340891e-10,1.8523511296271252e-19,3.405174586797321e-16,8.265115774556329e-21,7.807842325201279e-26,9.450567675615275e-20,4.0658806631313294e-32,2.6664129278148164e-27,8.447882953096475e-15,2.77756427618272e-27,7.404422505153417e-26,1.12213229408004e-25,3.76,0.0,0.6669714037916942,0.9983977975973453,7.395416924139513e-08,3.4051921531778453e-20,0.019687135464264142,0.015926693797952828,0.0036855055171576448,3.356643685308807e-05,0.0015998926415231021,2.0425574876007155e-05,1.8710000212657527e-10,5.165433622663598e-09,2.064881382253784e-15,2.767394877242595e-07,4.208843134337403e-15,8.240572907662107e-15,1.6134532220953655e-09,5.735755974298925e-15,3.5648784260599156e-12,3.7247784913138346e-21,1.429761439693614e-14,2.791459765614314e-17,8.266710360042874e-16,2.7947298313318496e-15,2.2863733192241655e-22,2.0484306092328606e-21,2.463137394109981e-16,1.330587750043767e-12,6.476499966311459e-08,7.940295997388052e-10,1.3095035668572928e-06,1.6154931566166086e-07,2.191440817803642e-06,1.0633715255917005e-07,2.56870094319023e-06,1.9590536941235406e-07,6.828344466380177e-08,1.0067405689639499e-08,2.3090346911472436e-08,3.9242069118416785e-09,3.1247192049385864e-09,2.145160744053488e-11
1.5952088964696123e-07,0.8010760109296977,3.2336227285836427e-06,1.6905327349725748e-07,3.321396550897636e-07,1.7263150035867944e-06,0.0,0.0,1.8794808731479427e-06,2.1412410134874577e-09,2.880863601282474e-09,3.347899851929428e-10,8.955292850839374e-10,9.552419902641365e-20,2.1557052627696615e-14,1.1031590146176819e-09,1.731791669174758e-15,6.849644919641476e-08,4.386209466114867e-20,2.3375806777991293e-13,2.0384987284635394e-18,2.733253028038387e-18,1.8187702798984311e-10,2.1211778983941627e-19,3.6248073794304686e-16,9.562157863989431e-21,9.21810183286279e-26,1.04517479331532e-19,5.156311435657294e-32,3.157769221121247e-27,9.017913403933533e-15,3.338415238264557e-27,8.737475087073191e-26,1.380570617374011e-25,3.76,0.0,0.6664364647196984,0.9983977141603801,8.205344318048118e-08,3.79535232100632e-20,0.020222867881054915,0.016359552565372838,0.0037861009620746245,3.3543258553186904e-05,0.0015998925000114865,2.156494721943698e-05,2.0021763219093452e-10,5.167727600024707e-09,2.1209291471059096e-15,2.920843915725003e-07,4.84264535199733e-15,9.382882539597536e-15,1.7034127150232324e-09,6.592473263804294e-15,3.668712213978869e-12,4.286488898708878e-21,1.6265450726687835e-14,3.1767863043702466e-17,9.40884469989958e-16,3.1669001171148996e-15,2.6311104973342146e-22,2.3573305576574035e-21,2.916194651824549e-16,1.366841261623331e-12,6.837239670400223e-08,8.992320126181149e-10,1.355337386002281e-06,1.6900021537212066e-07,2.316581157742602e-06,1.1513524490060683e-07,2.7276882389786717e-06,2.022111237043453e-07,7.02460886505471e-08,1.0902265696432505e-08,2.4452116114741565e-08,4.180344391772033e-09,3.2777088445056483e-09,2.422939464573852e-11
1.6380430472262037e-07,0.8011544997090301,3.3860978379517916e-06,1.7968269621676816e-07,3.571192792378102e-07,1.8572789215655875e-06,0.0,0.0,1.9301568227599415e-06,2.2541217096435423e-09,3.1160355770978894e-09,3.512044346473635e-10,9.653297429263873e-10,1.0862810735432108e-19,2.3172884493477353e-14,1.1199867366608976e-09,1.9172435005284916e-15,7.220599090805199e-08,5.30136903537378e-20,2.5742717617715983e-13,2.288219367964882e-18,2.8692006317370046e-18,1.824534872703087e-10,2.4199374688056396e-19,3.8528109152904754e-16,1.101790909152254e-20,1.0840786747788614e-25,1.1524307738300186e-19,6.49637764095133e-32,3.720771123993137e-27,9.609211442860687e-15,3.994353213889848e-27,1.026725194369803e-25,1.6895580612043902e-25,3.76,0.0,0.6659019430851485,0.9983976293598651,9.077476777886753e-08,4.218110498945465e-20,0.020758202186688217,0.01679201364211507,0.0038866342146789035,3.3520097847356056e-05,0.0015998923563257902,2.2734934235939714e-05,2.1382257194449936e-10,5.170019065044592e-09,2.1769143889885597e-15,3.078341135334617e-07,5.5498348913987226e-15,1.0646094298170767e-14,1.7957839954394909e-09,7.547429321952562e-15,3.772862775651699e-12,4.913306315114084e-21,1.8439129038513654e-14,3.6025327133253056e-17,1.0670889611138851e-15,3.576601463043451e-15,3.0157991317626685e-22,2.7020333663236563e-21,3.4363423647248294e-16,1.4030652633016112e-12,7.207653901273421e-08,1.0151870596553664e-09,1.4018094371447813e-06,1.7662589410121223e-07,2.4457102767719263e-06,1.244197552127896e-07,2.8926852043868954e-06,2.0855466812068292e-07,7.221031631760213e-08,1.1788392527746763e-08,2.5899896099649727e-08,4.451003256247243e-09,3.437035453507525e-09,2.7298621168871614e-11
1.680877197982795e-07,0.8012329316295634,3.5413208331737357e-06,1.9063526684340452e-07,3.8317831461775383e-07,1.994252162179774e-06,0.0,0.0,1.9808683631389495e-06,2.3697272578714786e-09,3.364007122967098e-09,3.6786162534288793e-10,1.0391875171227611e-09,1.230085753118464e-19,2.484789236587024e-14,1.1362521411367659e-09,2.1167147775774764e-15,7.601221578307336e-08,6.377344495649045e-20,2.8273461209332894e-13,2.5681328241090386e-18,3.0052480169402688e-18,1.8300891884514253e-10,2.750980877122613e-19,4.089344454124271e-16,1.2646420061904888e-20,1.270264197240479e-25,1.2670868961236402e-19,8.13394096696842e-32,4.363190489755612e-27,1.0222016599397297e-14,4.758910008196486e-27,1.2017404459875333e-25,2.0574264560867014e-25,3.76,0.0,0.6653678384051155,0.9983975431749796,1.0014585733026748e-07,4.675255768413633e-20,0.021293138692859034,0.017224077329375913,0.0039871053238426804,3.349695471387992e-05,0.0015998922104326222,2.393551190919712e-05,2.279161715877615e-10,5.17230801839523e-09,2.2328371769198748e-15,3.2398794207894996e-07,6.336451154602366e-15,1.203921096860834e-14,1.8905650892736596e-09,8.608612240519706e-15,3.877341647346819e-12,5.610589976150219e-21,2.083369582067521e-14,4.071661546492245e-17,1.2061641236091251e-15,4.0264636575439286e-15,3.4437272539316774e-22,3.0854860155010605e-21,4.031217106457947e-16,1.4392597888644994e-12,7.58773478559039e-08,1.1426612514855376e-09,1.4489175324074735e-06,1.8442594718933138e-07,2.5788611387874872e-06,1.3420524495904545e-07,3.0637943275547804e-06,2.149369476395436e-07,7.417624638171616e-08,1.2727620700422163e-08,2.743847327433452e-08,4.737133701771188e-09,3.6030613488635347e-09,3.068297468819646e-11
1.7237113487393864e-07,0.8013113067500908,3.699262933532727e-06,2.0190972294269786e-07,4.103265053958677e-07,2.1373358600192695e-06,0.0,0.0,2.0316172125892668e-06,2.4880462572387675e-09,3.6251776027393026e-09,3.8475334789879485e-10,1.1173329132883652e-09,1.3873833954715606e-19,2.65814841069172e-14,1.1519733960463436e-09,2.3308387475505936e-15,7.991503974842107e-08,7.637027815259575e-20,3.0974204840280115e-13,2.8820042154669456e-18,3.1411919692803854e-18,1.8354400501307465e-10,3.1167665913804604e-19,4.334570321473864e-16,1.446250755152206e-20,1.4833334606690616e-25,1.3894048651747206e-19,1.0124344422608188e-31,5.093354148069016e-27,1.085657169103319e-14,5.6472670148080086e-27,1.4013967707141696e-25,2.4936668636044754e-25,3.76,0.0,0.6648341501983259,0.9983974555850422,1.1019471473506943e-07,5.168631307155308e-20,0.021827677710887384,0.017655743927693136,0.004087514338511112,3.3473829131120826e-05,0.001599892062298813,2.516665623335194e-05,2.4249963688653947e-10,5.174594460752574e-09,2.2886975797586152e-15,3.405451666303738e-07,7.208832511118987e-15,1.3571631089118297e-14,1.9877540490061077e-09,9.784399236594469e-15,3.9821602744911315e-12,6.383963879071897e-21,2.3464839234081266e-14,4.587262031206249e-17,1.359027213815568e-15,4.5192227810122935e-15,3.918345304822119e-22,3.510781069167739e-21,4.709072491479703e-16,1.47542487208535e-12,7.977474459032611e-08,1.2824509597269371e-09,1.496659404631501e-06,1.9239997907103457e-07,2.716065727753382e-06,1.445063540869232e-07,3.2411177958278786e-06,2.2135889470512873e-07,7.614399615014728e-08,1.3721794230731046e-08,2.9072728471961237e-08,5.039733988635453e-09,3.77617238959819e-09,3.440752299278246e-11
1.7665454994959778e-07,0.801389625129317,3.8598966152840036e-06,2.1350482185017202e-07,4.3857296333450595e-07,2.2866298619610225e-06,0.0,0.0,2.0824050805229793e-06,2.6090674633705524e-09,3.899955040746964e-09,4.018716592261108e-10,1.2000120230104878e-09,1.5589100049457434e-19,2.8373033957719153e-14,1.167168081440093e-09,2.560258020710576e-15,8.391437899395546e-08,9.105798689114818e-20,3.3851142346337277e-13,3.234019959672799e-18,3.2768410633131048e-18,1.8405940520703712e-10,3.5198615397783186e-19,4.58865387694442e-16,1.6481768590620042e-20,1.7265755683030583e-25,1.5196457758227819e-19,1.253132813539572e-31,5.920161954219339e-27,1.1513122875036693e-14,6.676434914316897e-27,1.6285580330450398e-25,3.0090686794380433e-25,3.76,0.0,0.6643008779851216,0.9983973665694965,1.2094961549689508e-07,5.700135462187225e-20,0.02236181955171988,0.01808701373694891,0.004187861307701432,3.3450721077517296e-05,0.0015998919118913931,2.6428343212981634e-05,2.5757404113630083e-10,5.176878392796229e-09,2.3444956662047753e-15,3.575050775571427e-07,8.173621013027195e-15,1.5253154013989834e-14,2.0873489534815332e-09,1.10835625921939e-14,4.087330017070276e-12,7.239320879228437e-21,2.634889670714422e-14,5.152551572704701e-17,1.5266335778079562e-15,5.05772232819639e-15,4.443268647115201e-22,3.981158927383035e-21,5.478809038560985e-16,1.5115605467246972e-12,8.376865066300635e-08,1.4353824702182147e-09,1.5450327296319697e-06,2.0054760298777855e-07,2.8573550694242952e-06,1.5533779681454985e-07,3.42475749248891e-06,2.278214297631363e-07,7.811368157964214e-08,1.4772766159468804e-08,3.080763485391191e-08,5.359850639920204e-09,3.956779140809821e-09,3.849876242504847e-11
1.8093796502525692e-07,0.8014678868258583,4.023195549641585e-06,2.2541934822443497e-07,4.679261933335472e-07,2.442232778403548e-06,0.0,0.0,2.13323366835387e-06,2.7327797871205932e-09,4.188756713063529e-09,4.1920887388621e-10,1.2874872891555927e-09,1.7454094182730568e-19,3.022188735135278e-14,1.181853208220724e-09,2.8056243642112377e-15,8.801014997343187e-08,1.0811709670436182e-19,3.6910491743915806e-13,3.6288222133126745e-18,3.41201550501788e-18,1.845557570239664e-10,3.962942058566388e-19,4.851763484642993e-16,1.8720594129990385e-20,2.0036352651749513e-25,1.6580699955171888e-19,1.5428027273072537e-31,6.85310450179826e-27,1.2191919689172849e-14,7.865450992119973e-27,1.8863724008736686e-25,3.6158736814872103e-25,3.76,0.0,0.663768021287426,0.9983972761079017,1.3243909233731917e-07,6.271722887192425e-20,0.02289556452593129,0.018517887056372875,0.00428814628050216,3.342763053158212e-05,0.0015998917591775806,2.7720548863073374e-05,2.7314033613888925e-10,5.179159815209143e-09,2.4002315048002392e-15,3.7486696617508147e-07,9.23776695584766e-15,1.7093984804657294e-14,2.189347907733897e-09,1.251527539812945e-14,4.192862155174969e-12,8.182826646232903e-21,2.950286226856446e-14,5.77087720682437e-17,1.7099770835918389e-15,5.644914290909768e-15,5.022279991317429e-22,4.500010001525884e-21,6.350004478785441e-16,1.5476668465301904e-12,8.785898761110956e-08,1.60231201760559e-09,1.5940351447860679e-06,2.0886844071857126e-07,3.0027592535662586e-06,1.6671435752350788e-07,3.6148149951161256e-06,2.3432546178436668e-07,8.008541733441956e-08,1.5882398095288167e-08,3.264825581939473e-08,5.698578604344889e-09,4.145318041997742e-09,4.2984666787123185e-11
1.8522138010091605e-07,0.8015460918982437,4.189134545044639e-06,2.3765212069893236e-07,4.983941184518707e-07,2.604242032000722e-06,0.0,0.0,2.1841046703833758e-06,2.8591722933073946e-09,4.49200975959713e-09,4.3675755572759056e-10,1.3800380538950665e-09,1.9476325553619104e-19,3.2127365346488484e-14,1.1960452364420198e-09,3.067598503776452e-15,9.220226940576684e-08,1.2785678356214972e-19,4.0158493008069585e-13,4.071544979783145e-18,3.546546924190331e-18,1.850336771212289e-10,4.448794762432276e-19,5.124070485676296e-16,2.119618232505639e-20,2.318549532677225e-25,1.8049370572738827e-19,1.8898056827207897e-31,7.902280492641578e-27,1.2893215083370452e-14,9.2355954107165e-27,2.178298389620831e-25,4.327946453110947e-25,3.76,0.0,0.6632355796287062,0.9983971841799244,1.4469192041766664e-07,6.885405744245656e-20,0.02342891294372604,0.018948364184545097,0.004388369306072339,3.3404557471900626e-05,0.0015998916041247712,2.9043249209000095e-05,2.8919936227218365e-10,5.181438728677511e-09,2.4559051639293795e-15,3.9263012474486406e-07,1.0408533289007246e-14,1.9104738953031607e-14,2.2937490428230352e-09,1.4089117107013347e-14,4.298767894640244e-12,9.22092348430247e-21,3.294439362461094e-14,6.445717002116748e-17,1.9100905382543555e-15,6.2838602020728325e-15,5.659331738623901e-22,5.0708768148565305e-21,7.33294449258199e-16,1.5837438052363718e-12,9.204567706192857e-08,1.7841258024767047e-09,1.643664264504643e-06,2.1736212232632257e-07,3.152307456497906e-06,1.786508867589934e-07,3.8113915753022392e-06,2.408718887820742e-07,8.205931684379886e-08,1.705255977538889e-08,3.459974292411906e-08,6.05706138396385e-09,4.342252578890643e-09,4.7894736693371885e-11
1.895047951765752e-07,0.8016242404049143,4.357689493293579e-06,2.502019977169644e-07,5.299841043870833e-07,2.7727539040568965e-06,0.0,0.0,2.235019774678952e-06,2.988234199514624e-09,4.810151816367332e-09,4.5451050979190427e-10,1.4779610892722908e-09,2.1663367252505583e-19,3.4088768703435174e-14,1.2097600931205355e-09,3.346849933116433e-15,9.649065427658207e-08,1.5061686572102865e-19,4.360140598754015e-13,4.5678519151649034e-18,3.680278124645353e-18,1.8549376198329233e-10,4.980317341039884e-19,5.405749172588422e-16,2.392655146996128e-20,2.6757878156865067e-25,1.9605055622166405e-19,2.30366881181394e-31,9.078413760010597e-27,1.3617265444009275e-14,1.0810627839122411e-26,2.5081331504106205e-25,5.160962716328561e-25,3.76,0.0,0.6627035525339418,0.9983970907653267,1.5773710315628778e-07,7.543254970437655e-20,0.023961865114939668,0.019378445419398954,0.00448853043364084,3.3381501877129005e-05,0.0015998914467005108,3.0396420286497657e-05,3.0575185772586715e-10,5.183715133890531e-09,2.511516711819615e-15,4.107938464704683e-07,1.169349987958737e-14,2.129644694124413e-14,2.4005505156830703e-09,1.5815078900113288e-14,4.405058372739289e-12,1.036033401886255e-20,3.669181898722433e-14,7.180681412633843e-17,2.128046090442387e-15,6.9777321420407085e-15,6.358548241703198e-22,5.697456029533503e-21,8.43865386088215e-16,1.6197914565643445e-12,9.632864073285225e-08,1.9817399921834913e-09,1.693917693047385e-06,2.2602828591827672e-07,3.30602796380617e-06,1.911622973373922e-07,4.014588199511719e-06,2.4746159832281457e-07,8.403549235940576e-08,1.8285128642825833e-08,3.666733381044682e-08,6.436491127704495e-09,4.548074457947624e-09,5.3260049352113534e-11
1.9378821025223432e-07,0.8017023324042242,4.528837319186986e-06,2.630678826285678e-07,5.627029833949785e-07,2.947863578734714e-06,0.0,0.0,2.285980663945199e-06,3.119954874955017e-09,5.143631667301161e-09,4.724607744827657e-10,1.5815711101651455e-09,2.402284985891247e-19,3.6105381624078346e-14,1.2230131895159923e-09,3.644056730983074e-15,1.0087522184001629e-07,1.767698649455171e-19,4.724550844854151e-13,5.1239758613799566e-18,3.813062799499482e-18,1.8593658861771685e-10,5.560519285403124e-19,5.696976765620132e-16,2.6930552614062295e-20,3.0802961846623193e-25,2.125033091108797e-19,2.7952121995034814e-31,1.0392869942799481e-26,1.436433061234507e-14,1.2617045898168577e-26,2.880043153424751e-25,6.132617217485624e-25,3.76,0.0,0.66217193952959,0.9983969958439576,1.7160385862907183e-07,8.247401609891221e-20,0.02449442134904025,0.01980813105822397,0.004588629712505728,3.3358463725992665e-05,0.0015998912868724852,3.178003814164294e-05,3.2279846697185563e-10,5.1859890315400906e-09,2.567066216542015e-15,4.293574254976503e-07,1.310056763301926e-14,2.3680558641914367e-14,2.5097505089827014e-09,1.7703568872723535e-14,4.511744663906581e-12,1.160806475280483e-20,4.076414365922117e-14,7.97951458262724e-17,2.3649556185377123e-15,7.72981370816988e-15,7.124227985546546e-22,6.383600401961366e-21,9.678928015665477e-16,1.6558098342217664e-12,1.0070780043133363e-07,2.1961007064636527e-09,1.7447930350992975e-06,2.3486657741952778e-07,3.463948193104942e-06,2.0426356056110684e-07,4.224505530874592e-06,2.54095468023082e-07,8.601405501098045e-08,1.9581989439747285e-08,3.885635015131129e-08,6.838108691763416e-09,4.763304782721438e-09,5.911330875985664e-11
1.9807162532789346e-07,0.8017803679544413,4.702555933324423e-06,2.762487281219726e-07,5.965570776333977e-07,3.1296651852167707e-06,0.0,0.0,2.3369890163880484e-06,3.254323839396949e-09,5.49290991487346e-09,4.906016139905598e-10,1.691201269528221e-09,2.6562455562260134e-19,3.8176475177148137e-14,1.2358194378485464e-09,3.959905385600982e-15,1.0535588962079611e-07,2.067231364108256e-19,5.109709423938297e-13,5.746760135197627e-18,3.944765218143459e-18,1.8636271522786974e-10,6.192522547332107e-19,5.997933390681939e-16,3.0227881893054285e-20,3.537545751404152e-25,2.2987761243224513e-19,3.3766863818591657e-31,1.1857672810243146e-26,1.5134673898409425e-14,1.4684366918890053e-26,3.29859742275854e-25,7.2628529191383655e-25,3.76,0.0,0.6616407401435561,0.9983968993957454,1.863216065403953e-07,9.000038211161836e-20,0.025026581955129783,0.02023742139766862,0.0046886671920336595,3.3335442997284646e-05,0.0015998911246085114,3.319407883083285e-05,3.403397485334033e-10,5.188260422320655e-09,2.6225537460118976e-15,4.483201569124391e-07,1.463796247435134e-14,2.6268947563009657e-14,2.6213472309973467e-09,1.9765417042671038e-14,4.61883778546569e-12,1.2971409497070858e-20,4.518105638281082e-14,8.846095604390342e-17,2.6219711048949577e-15,8.543500948565278e-15,7.960845691312231e-22,7.133320669050464e-21,1.1066364975357056e-15,1.6917989719027823e-12,1.0518307805485756e-07,2.428183988936293e-09,1.7962879044797756e-06,2.438766503587721e-07,3.626094716722008e-06,2.1796970254011727e-07,4.441243931737826e-06,2.6077436602484976e-07,8.799511485991401e-08,2.09450338159342e-08,4.117219561005713e-08,7.263203667891707e-09,4.9884952312929155e-09,6.548889629171251e-11
2.023550404035526e-07,0.8018583471137485,4.878824187779943e-06,2.8974354005523505e-07,6.315522219185282e-07,3.3182518379491696e-06,0.0,0.0,2.3880465065723124e-06,3.3913307621528643e-09,5.858459668911176e-09,5.089265109650109e-10,1.8072036358276954e-09,2.9289912787883664e-19,4.0301310429654765e-14,1.248193267466699e-09,4.295090626112237e-15,1.0993257541655418e-07,2.4092106654377493e-19,5.516247156850836e-13,6.4437016011413125e-18,4.0752598907349265e-18,1.867726818675541e-10,6.879562134840775e-19,6.308802058945952e-16,3.3839092606431154e-20,4.053585673858123e-25,2.4819899697286753e-19,4.06192054306916e-31,1.3485520238225514e-26,1.59285620914651e-14,1.7045434551413276e-26,3.768803484345015e-25,8.574113366979832e-25,3.76,0.0,0.661109953905161,0.9983968014006875,2.019199557512767e-07,9.803420289715164e-20,0.02555834724194556,0.020666316733742997,0.004788642921659361,3.331243966986418e-05,0.0015998909598765201,3.463851842076418e-05,3.583761821115776e-10,5.190529306929115e-09,2.6779793679893437e-15,4.67681336739655e-07,1.6314239193633267e-14,2.907391494126867e-14,2.735338915493135e-09,2.2011880186467938e-14,4.726348703334696e-12,1.44579526778082e-20,4.9962935457485926e-14,9.784439730443789e-17,2.9002849964993336e-15,9.42230326092664e-15,8.873054344413235e-22,7.950787366600285e-21,1.2614397650898196e-15,1.727758903287691e-12,1.0975439559090855e-07,2.678995765504986e-09,1.848399931293346e-06,2.530581656653141e-07,3.792493284222494e-06,2.3229580061931073e-07,4.664903466826331e-06,2.674991514488516e-07,8.997878095034205e-08,2.2376159952111218e-08,4.362035381817135e-08,7.713114380608543e-09,5.2242292340099466e-09,7.242292167212017e-11
