Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907)
1.2590419294436305e-05,0.8727235640064608,0.0010122501074260352,0.0003704551287162872,0.00045550683806094117,0.030885090861275347,0.0,0.0,0.002894614743884766,0.00014336822632699382,0.02930029536726214,0.000573793294159645,0.00029838754140144153,3.113265562960446e-11,1.4484198800030768e-08,5.460731613882515e-07,0.0005458506029723191,0.002085538864328925,2.4551326464718587e-05,8.832308705657972e-09,6.630826396253099e-08,2.5621755020123976e-11,1.1668649208509535e-07,3.1879966837495625e-06,1.9191651052881268e-07,2.9656984127013404e-05,5.255012831168345e-10,7.864823343749997e-07,1.5319700252219035e-06,1.024597733249078e-08,2.664583877234199e-07,2.201316295848546e-10,3.8604075429576474e-10,1.2798409513468884e-07,3.76,0.0,0.1968130774728217,0.9631883346666412,0.020152414163433673,0.0009077706209459316,0.5748781613393203,0.34900560642598144,0.1385902374684427,7.1096865867635605e-06,0.0011998893460584135,0.024642697131314277,2.4050121031711634e-07,2.691897938466306e-09,3.481960088335739e-14,0.002121799265410408,6.663035152041311e-08,5.580413086856801e-08,0.00048282753586075086,7.730531510727482e-08,2.1684520789943255e-08,5.711001056967812e-14,8.825764221564429e-08,2.0960278115501913e-10,6.668125020188249e-09,2.1251127405248226e-08,3.4390781762762635e-15,3.2377945543106835e-14,1.3626814554769563e-05,2.666209026346854e-11,0.0033760423577470578,0.003237952569916622,0.0001376913635452292,3.4586437964187476e-05,0.0009388479564180591,0.0023698736509325503,0.027797005651974824,0.0001397000152788331,2.226847447517148e-05,0.00018533455727462087,0.0007451323768427626,0.000604393191864318,0.022558233879129776,0.0009648199949914321,0.007512784727237992,2.762800654496632e-08,0.007807806869173215,1.8217607681784963e-05,4.371393960085891e-07,1.0352917133027474e-11,6.801841999883468e-09,2.864938601663131e-05,0.0006867047790768909,1.632247521379667e-05,1.7078068709860334e-12,5.8391695153112365e-08,0.0006218072498753402,0.005732701608259186,1.1634076404640579e-07,1.1351297776538659e-08,0.0024381463488166596,9.595653925743037e-07,6.589501002040288e-11,5.006667813081681e-07,1.2500850563391426e-10,2.9304044973876644e-07,1.3544024166631143e-08,2.761120890209628e-06,4.913417245580283e-08,5.7073832545269854e-08,5.446505627846326e-05,6.226190692393772e-05,1.6756747981346678e-10,3.070394578282593e-11,1.139442162913218e-12,4.624998001651836e-13,5.624175371681761e-05,3.1874205519554135e-08,1.404561704124118e-09,8.413143133168163e-11,2.7073501249615313e-08,4.974321136892537e-05,3.336358179797973e-08,5.145930053712045e-13
1.2718036663816157e-05,0.873317550160434,0.0010176086120248663,0.0003734644668686062,0.0004575911266830701,0.03135940682685329,0.0,0.0,0.0029115747388125846,0.00014622089538232435,0.03013138182649482,0.0005903324601946578,0.0003012330984469669,3.2244762498665476e-11,1.4905450776536613e-08,5.572010172900809e-07,0.0005541907828879971,0.002143535437452478,2.5170991558299957e-05,9.013679100030032e-09,7.008072911190037e-08,2.7031120189335273e-11,1.194285280148224e-07,3.3075192790744168e-06,1.9579914689822965e-07,3.062921317650947e-05,5.554683022392645e-10,8.280605722535647e-07,1.603931001478475e-06,1.0608281915019931e-08,2.7124881507356644e-07,2.2581899877649903e-10,4.012074009772991e-10,1.33517399800205e-07,3.76,0.0,0.19369802961527668,0.9623518332343673,0.02058569113558912,0.0009301099708762035,0.5779716050122037,0.3491052379873174,0.13969629774817904,7.02471831821757e-06,0.001198847277411153,0.025078262761272768,2.447783880969407e-07,2.6868456746671454e-09,3.4775685068013844e-14,0.0021708109166914936,6.903076194189735e-08,5.780508290383755e-08,0.0004939060940129773,8.008262395803694e-08,2.1811313858017733e-08,5.907591110620442e-14,9.141710696537433e-08,2.1710643988797136e-10,6.906842865642719e-09,2.2011072442896704e-08,3.5574613719189844e-15,3.349256634832782e-14,1.4117769597749032e-05,2.6833279537185887e-11,0.0034999864339038496,0.0033049894265989263,0.00013661897359278614,3.43061486335787e-05,0.0009292675141122614,0.0023709653045224785,0.028138914067235586,0.0001403992491206682,2.24225376583963e-05,0.00018650380952120146,0.000750958927762251,0.0006087540293167052,0.023027585639798526,0.0009784308278280147,0.007582747546772367,2.7303798726151177e-08,0.00802311221015586,1.857828430047141e-05,4.3961801298013656e-07,1.0411562772454096e-11,6.7385222031450795e-09,2.898690111087827e-05,0.000693078364796425,1.650558268412443e-05,1.7174748221684944e-12,5.901180656701164e-08,0.0006266576435812745,0.005835462690308944,1.1706753071697432e-07,1.1244444332876504e-08,0.002503231440173372,9.787156391046475e-07,6.64040092055079e-11,5.088651519959523e-07,1.2757458306585567e-10,2.981896104924658e-07,1.3866218464370055e-08,2.8156467168744584e-06,5.010015243325717e-08,5.7777346016514766e-08,5.5758148916620284e-05,6.451536009385263e-05,1.7221147672065463e-10,3.1382728964013983e-11,1.1609720708312783e-12,4.712066051450268e-13,5.7505473737135355e-05,3.2540587216655435e-08,1.4380227397885875e-09,8.679893780674128e-11,2.8106280256131213e-08,5.210850043471491e-05,3.362199354305893e-08,5.300321511343705e-13
1.284565403319601e-05,0.8739067288789625,0.0010228175589164818,0.0003763952639168373,0.00045958783699385727,0.03183129100094678,0.0,0.0,0.002927339151140275,0.00014900065800169243,0.03097124007767629,0.0006070661371727181,0.0003040146096631564,3.336939985783212e-11,1.5329196363054607e-08,5.682817374962578e-07,0.0005624460425497355,0.0022019829065727217,2.5794564653592032e-05,9.195853874246827e-09,7.401066129439615e-08,2.8491845534393636e-11,1.221690449103025e-07,3.4290375407666007e-06,1.9960313434140886e-07,3.161636131457444e-05,5.865202790556461e-10,8.710569769344765e-07,1.6777659676566665e-06,1.0975158431983433e-08,2.7600997063892287e-07,2.315003119212649e-10,4.1668940227185626e-10,1.3917506224077657e-07,3.76,0.0,0.19062849670090307,0.9615100487547388,0.021020861200375687,0.0009525748244388957,0.5810320704034754,0.3491657653369927,0.1407934877545886,6.9408098742683745e-06,0.0011977986272695184,0.02551600150693865,2.4907728250094295e-07,2.6816751029187683e-09,3.4727921946719535e-14,0.002219988005250527,7.14862600865884e-08,5.985158283440046e-08,0.0005048877450531071,8.292332643773471e-08,2.1927031591707817e-08,6.108264461639248e-14,9.464829633718538e-08,2.2478045023376722e-10,7.1509802803021886e-09,2.278824082804663e-08,3.678303449329111e-15,3.46303417049953e-14,1.4617230139964129e-05,2.700216597350427e-11,0.003626333413270964,0.003371917052088466,0.00013553285281094337,3.402318517256681e-05,0.0009196891044807457,0.0023714258220349717,0.02847623675876874,0.00014106291920335505,2.257174353859165e-05,0.00018762395504882747,0.0007566057020133894,0.0006129519471357654,0.023498465582986204,0.0009918105964861234,0.007651272648679749,2.6980575358503243e-08,0.008239886199486745,1.8938579017045052e-05,4.4197020375081273e-07,1.0467215380048533e-11,6.674702027221856e-09,2.9319893719485457e-05,0.0006992438012926939,1.6683392619934275e-05,1.7266491732939114e-12,5.961846213381878e-08,0.0006313184732525517,0.0059377111780723815,1.1775636576264532e-07,1.11369835632929e-08,0.0025682448211292123,9.97857637550058e-07,6.689133894209825e-11,5.169922143312041e-07,1.3012258924448375e-10,3.032033306379381e-07,1.4189760818890254e-08,2.870206315943623e-06,5.10666761888721e-08,5.847143881062929e-08,5.705281771708512e-05,6.681239201303939e-05,1.7690371739946377e-10,3.206017070855509e-11,1.1823359518523073e-12,4.798456545253331e-13,5.877058101901914e-05,3.3205613201872216e-08,1.4715449497663814e-09,8.950065962747768e-11,2.916208819328297e-08,5.4550952696538884e-05,3.3869422461520975e-08,5.455952701357564e-13
1.2973271402575861e-05,0.8744911371371188,0.0010278804337917685,0.0003792484277745277,0.00046149888058276124,0.03230067354690104,0.0,0.0,0.0029419356834184,0.00015170501126632858,0.031819671706567305,0.0006239909255482057,0.0003067326754468366,3.4505916877452863e-11,1.575522043641632e-08,5.793105876540011e-07,0.0005706148588367725,0.0022608574646271135,2.642184847236287e-05,9.37879278539711e-09,7.810184367724691e-08,3.0004620541340046e-11,1.249068845769079e-07,3.552510711967767e-06,2.0332610031450299e-07,3.26182505533385e-05,6.186668879995501e-10,9.154861952143786e-07,1.7534654039207278e-06,1.1346431711843638e-08,2.807398270124909e-07,2.371724776201439e-10,4.324848348810976e-10,1.4495598435692604e-07,3.76,0.0,0.18760399624149046,0.9606631519791733,0.021457828789357772,0.0009751590338202027,0.5840600375647307,0.3491880811626391,0.14188173716554314,6.857952287437852e-06,0.0011967436083512772,0.025955846560240022,2.533972366036567e-07,2.676389767757715e-09,3.467642189611055e-14,0.002269309414826886,7.399711968987332e-08,6.194384431691941e-08,0.0005157640405485495,8.582772448725582e-08,2.2031899223905833e-08,6.313024569891861e-14,9.795154044803676e-08,2.3262559639439785e-10,7.400562214706513e-09,2.358271096939286e-08,3.801606491699385e-15,3.579129132959619e-14,1.5125068359177548e-05,2.7168748222684714e-11,0.003755063345472988,0.0034387097650784653,0.00013443449509125131,3.3737903302671045e-05,0.0009101217025667765,0.0023712753354057665,0.028808950853291913,0.00014169167007549845,2.2716160074440113e-05,0.00018869573934635853,0.0007620749296463176,0.000616989184049311,0.023970776780744173,0.0010049592591050366,0.007718366017049223,2.665860037982163e-08,0.008458053029460098,1.929839637642094e-05,4.441981907349971e-07,1.0519927607268664e-11,6.61045841239862e-09,2.9648353233110176e-05,0.0007052026795160527,1.6855912441496732e-05,1.7353386115889261e-12,6.021167548751903e-08,0.0006357916183267964,0.006039421149385893,1.1840780131920905e-07,1.1029034725420597e-08,0.0026331424197498544,1.016983207169125e-06,6.735725448983363e-11,5.250460191755302e-07,1.32651271016826e-10,3.0807939936677234e-07,1.451454790170546e-08,2.92478680594931e-06,5.203351712212737e-08,5.915606298562149e-08,5.8348489068239334e-05,6.915273051285351e-05,1.8164307643301605e-10,3.2735954582812634e-11,1.203524577139664e-12,4.884132400081194e-13,6.0036686128782987e-05,3.3869067476340964e-08,1.5051156176789258e-09,9.223587963319135e-11,3.024094137428071e-08,5.70716946205331e-05,3.410599742747801e-08,5.61275586421278e-13
1.3100888771955713e-05,0.8750708120648192,0.0010328006770837087,0.0003820249090178716,0.0004633261989954213,0.03276748916685366,0.0,0.0,0.0029553929589102427,0.0001543317292295858,0.032676478812733174,0.0006411034141605597,0.0003093879314198993,3.565366528559186e-11,1.618331165510993e-08,5.902830407312915e-07,0.0005786958216323189,0.0023201354058605085,2.7052648572403074e-05,9.562455895191756e-09,8.235804953990458e-08,3.1570109180593825e-11,1.2764093251343314e-07,3.6778971874311254e-06,2.069659389627785e-07,3.363469925807993e-05,6.519169767299126e-10,9.613620707600383e-07,1.8310182724908182e-06,1.172192497469058e-08,2.8543646136729055e-07,2.428325105701918e-10,4.4859160499174155e-10,1.5085899213699277e-07,3.76,0.0,0.18462404307844427,0.9598113107662382,0.021896500262366468,0.0009978565937958975,0.5870559794393314,0.3491730660794066,0.14296098147796818,6.776136459536037e-06,0.0011956824297704768,0.02639773101411322,2.577375922004579e-07,2.670993152678127e-09,3.46212933918239e-14,0.0023187542788779894,7.656359049090965e-08,6.408206103228152e-08,0.0005265269095512484,8.879609223407343e-08,2.2126153896653198e-08,6.521872838098767e-14,1.0132713790672336e-07,2.4064258773478607e-10,7.65561123850766e-09,2.4394553705495212e-08,3.927371343450882e-15,3.697542327278109e-14,1.564115155628615e-05,2.7333026110931453e-11,0.003886155260753454,0.003505342627408084,0.00013332533229323113,3.3450642102894164e-05,0.0009005736988769391,0.002370533733479199,0.029137038275318987,0.00014228615301139006,2.285585681177323e-05,0.00018971993346365455,0.000767368950747376,0.0006208680701279293,0.024444424495696362,0.0010178770661621068,0.0077840342080100905,2.6338118788406295e-08,0.008677538073176732,1.965764371689409e-05,4.4630425051906606e-07,1.0569753386582667e-11,6.5458647510682494e-09,2.9972273193618495e-05,0.0007109567600507001,1.7023156274777132e-05,1.7435520353792028e-12,6.079147337519151e-08,0.0006400791047597608,0.006140567963937187,1.1902239414504793e-07,1.092071101743323e-08,0.00269788140850084,1.0360843355808132e-06,6.780202612680598e-11,5.33024744867605e-07,1.3515944884282688e-10,3.1281600268049226e-07,1.4840478054441184e-08,2.9793756818107532e-06,5.3000455272560393e-08,5.983118050512575e-08,5.964460111565407e-05,7.153608235848013e-05,1.864284247918481e-10,3.34097729633264e-11,1.2245292141809055e-12,4.969058543977538e-13,6.13034082383219e-05,3.453074048760835e-08,1.5387222848919553e-09,9.500387891945014e-11,3.134284581815935e-08,5.967183037533656e-05,3.433185495137998e-08,5.77066405918468e-13
1.3228506141335565e-05,0.8756457909345405,0.0010375816878388606,0.0003847256991636082,0.00046507176115352346,0.033231676950792204,0.0,0.0,0.0029677403709996416,0.00015687885837416043,0.033541464194159265,0.0006584001841508151,0.0003119810471760684,3.681200139351991e-11,1.661326292650853e-08,6.011947800787222e-07,0.0005866876292057862,0.0023797931559114576,2.7686773720511287e-05,9.74680360473872e-09,8.678303972848476e-08,3.3188949711768837e-11,1.3037011901187353e-07,3.805154608114247e-06,2.1052080266557393e-07,3.466552250066029e-05,6.862785774014965e-10,1.008697641548614e-06,1.9104120619511972e-06,1.2101460126854354e-08,2.9009805708588467e-07,2.4847753312950406e-10,4.6500745665500375e-10,1.568828393913498e-07,3.76,0.0,0.1816881497375115,0.9589546900635285,0.022336783953215842,0.0010206616421515444,0.5900203619186488,0.3491215884415897,0.14403116188669535,6.6953531705182584e-06,0.0011946152970148732,0.026841587924325942,2.6209769042137606e-07,2.6654886797418237e-09,3.4562642997720473e-14,0.002368302002328624,7.918589819975082e-08,6.626640667382802e-08,0.0005371686619813533,9.182867596860002e-08,2.221004312078344e-08,6.73480862696008e-14,1.0477535580349702e-07,2.488320587578408e-10,7.916147539672666e-09,2.5223832303480848e-08,4.055597619342467e-15,3.8182734004997315e-14,1.6165342400349015e-05,2.749500060363895e-11,0.004019587241797681,0.0035717914519118508,0.0001322067360799003,3.3161724650088934e-05,0.000891052930452998,0.002369220639634358,0.029460485522272598,0.00014284702538122846,2.299090481590687e-05,0.00019069733223601155,0.0007724902095460071,0.0006245910212634244,0.024919316155457043,0.0010305645400886603,0.007848284310439404,2.6019357694689493e-08,0.008898267924234473,2.001623125083296e-05,4.4829070926516565e-07,1.0616747822648848e-11,6.480991003142486e-09,3.0291651262662023e-05,0.0007165079635950842,1.71851446341829e-05,1.7512985361422325e-12,6.135789535583079e-08,0.0006441830973671944,0.006241128227919045,1.1960072394847527e-07,1.081211982481139e-08,0.0027624202392813,1.0551531859725505e-06,6.822593809241564e-11,5.409266930640509e-07,1.3764601596500513e-10,3.1741170638189923e-07,1.5167451324467337e-08,3.0339608083691025e-06,5.396727720570596e-08,6.049676277494766e-08,6.094060410825415e-05,7.396213390259062e-05,1.9125863074027068e-10,3.408132715847382e-11,1.2453416292121e-12,5.053201925356058e-13,6.257037527610311e-05,3.519042916214062e-08,1.5723527605924914e-09,9.780393842469722e-11,3.246779739775206e-08,6.235244113043343e-05,3.454713864353498e-08,5.92961132728537e-13
1.3356123510715417e-05,0.8762161111497652,0.001042226827206003,0.0003873518288728619,0.00046673756059480745,0.033693180229436494,0.0,0.0,0.002979007941644566,0.00015934471193024618,0.03441443152572391,0.0006758778128195312,0.0003145127250165714,3.798028810816718e-11,1.70448718506834e-08,6.120417018739876e-07,0.0005945890839442854,0.002439807300508808,2.8324036246392757e-05,9.931796688345378e-09,9.138056021333607e-08,3.486175454596022e-11,1.3309342014775667e-07,3.934239953616555e-06,2.139890930796856e-07,3.571053241061111e-05,7.21758920411697e-10,1.0575051386555987e-06,1.991632832399189e-06,1.2484858054874718e-08,2.947229049110201e-07,2.541047766565156e-10,4.817299806002222e-10,1.6302621148651594e-07,3.76,0.0,0.1787958267730169,0.9580934518900891,0.022778590211542136,0.001043568459702336,0.592953643902352,0.3490345041718455,0.14509222515854492,6.615593087136118e-06,0.0011935424119240358,0.027287350370097163,2.6647687233370956e-07,2.659879709248539e-09,3.450057535727495e-14,0.0024179322821150247,8.186424450482312e-08,6.849703496890945e-08,0.0005476819905200464,9.492569416710029e-08,2.2283823311076423e-08,6.951829273492687e-14,1.0829642975210532e-07,2.571945692040191e-10,8.182188927647793e-09,2.607060247031718e-08,4.186283715513496e-15,3.941320852032986e-14,1.669749917279707e-05,2.7654673768032865e-11,0.004155336494554468,0.0036380328086216417,0.00013108001968817746,3.287145862946033e-05,0.0008815667102624394,0.002367355392038308,0.029779283446473764,0.00014337495001959344,2.3121376601729383e-05,0.00019162875249369756,0.0007774412484086491,0.00062816053364627,0.025395361327781592,0.001043022455901856,0.007911123909743164,2.5702527315238118e-08,0.009120170432362145,2.037407214086143e-05,4.5015993816296616e-07,1.0660967084624271e-11,6.4159038074752164e-09,3.060648918241941e-05,0.0007218583617009419,1.7341904107803318e-05,1.7585873807455325e-12,6.191099348080419e-08,0.000648105892187615,0.006341079759775978,1.2014339173558107e-07,1.0703362955390282e-08,0.0028267186739522093,1.0741821039076348e-06,6.862928756514829e-11,5.487502847021601e-07,1.4010993737903962e-10,3.218654385461978e-07,1.5495369496829137e-08,3.0885304140222526e-06,5.4933775900808626e-08,6.115279019376229e-08,6.223596071447458e-05,7.643055174249829e-05,1.9613256071329754e-10,3.475032751126172e-11,1.2659540884766012e-12,5.136531517411665e-13,6.383722409577679e-05,3.584793694644586e-08,1.6059951317287838e-09,1.0063534047734276e-10,3.361578200025227e-08,6.51145843861987e-05,3.4751998695440035e-08,6.089532848147141e-13
1.348374088009527e-05,0.8767818102340756,0.001046739421510297,0.00038990436607260273,0.0004683256125585106,0.03415194643077995,0.0,0.0,0.002989226188810719,0.00016172786317872822,0.035295185531413184,0.0006935328774182053,0.00031698369865620544,3.915789685185713e-11,1.747794113489584e-08,6.228199168874188e-07,0.0006023990884043104,0.002500154612753052,2.8964252375595742e-05,1.0117396326167451e-08,9.615433975569635e-08,3.6589110162283404e-11,1.3580985864549256e-07,4.0651096322984136e-06,2.173694517795241e-07,3.6769538522899796e-05,7.583644504183197e-10,1.1077959863681797e-06,2.0746652613292403e-06,1.2871938918225507e-08,2.99309403630736e-07,2.597115826154223e-10,4.987566234170207e-10,1.6928772907233725e-07,3.76,0.0,0.17594658310181127,0.9572277553195535,0.02322183144062293,0.00106657146995147,0.5958562773624421,0.34891265660787923,0.14614412350225708,6.536846771387374e-06,0.001192463972668345,0.027734951513383666,2.7087447953215087e-07,2.6541695394673897e-09,3.443519318709744e-14,0.0024676251265173597,8.459880711985984e-08,7.077407973298094e-08,0.0005580599711126721,9.808733756009102e-08,2.234775839847602e-08,7.172930112456622e-14,1.118905639829873e-07,2.6573060427240307e-10,8.453750840388697e-09,2.6934912376348813e-08,4.319426822386744e-15,4.066682045786417e-14,1.7237476010443798e-05,2.781204873534246e-11,0.004293379417859617,0.003704044029344629,0.0001299464396373528,3.258013691604479e-05,0.0008721218549633918,0.0023649570263273613,0.030093427043797878,0.00014387059458579313,2.324734606051595e-05,0.00019251503125756504,0.0007822247017158547,0.0006315791782218064,0.025872471696381617,0.001055251822812605,0.007972561054411917,2.5387821911225446e-08,0.009343174735185566,2.0731082570094884e-05,4.5191434891444224e-07,1.0702468299250942e-11,6.3506665894029186e-09,3.091679272716062e-05,0.0007270101677280315,1.749346704471711e-05,1.7654279938125841e-12,6.245083195144979e-08,0.0006518499088436035,0.0064404015569797775,1.2065101817437335e-07,1.0594536863133792e-08,0.0028907378105478432,1.0931636237154288e-06,6.901238367091045e-11,5.564940560788529e-07,1.425502486255914e-10,3.2617647162456354e-07,1.5824136122618736e-08,3.143073084458778e-06,5.5899750640275544e-08,6.179925171753063e-08,6.353014630863301e-05,7.894098337985316e-05,2.0104908016439124e-10,3.541649348363065e-11,1.286359358167417e-12,5.219018316913693e-13,6.510360065728322e-05,3.6503073853909915e-08,1.639637772695861e-09,1.0349737029507864e-10,3.4786775699781157e-08,6.795929333638237e-05,3.494659137669903e-08,6.250365089754272e-13
1.3611358249475121e-05,0.8773429258207949,0.001051122764895749,0.0003923844139923107,0.0004698379509408311,0.03460792694012294,0.0,0.0,0.0029984260027601543,0.0001640271378608201,0.0361835321501368,0.000711361958865731,0.0003193947318862198,4.0344209370938715e-11,1.7912278978650258e-08,6.335257516841851e-07,0.0006101166416543275,0.0025608120789619806,2.960724253987921e-05,1.0303564135554976e-08,1.0110808768859852e-07,3.837157707719687e-11,1.3851850461358905e-07,4.1977195689301314e-06,2.2066075058355095e-07,3.784234812141716e-05,7.961008444472663e-10,1.1595808035998925e-06,2.159492690152445e-06,1.3262522440051803e-08,3.0385606031307987e-07,2.652954034408698e-10,5.160846970437282e-10,1.7566595179532446e-07,3.76,0.0,0.17313992632712388,0.9563577564642086,0.023666422131063826,0.0010896652384236258,0.5987287074107305,0.34875687636646185,0.14718681443483544,6.459104688769525e-06,0.001191380173729142,0.028184324656707893,2.752898547151575e-07,2.648361406430456e-09,3.4366597272553144e-14,0.002517360873276252,8.738973986928115e-08,7.309765495535123e-08,0.0005682960621827788,1.013137692450216e-07,2.2402118520181772e-08,7.398104500742786e-14,1.1555793148620399e-07,2.744405749599153e-10,8.730846355149195e-09,2.7816802690753023e-08,4.455022939354597e-15,4.194353223984527e-14,1.7785123146928503e-05,2.7967129662632496e-11,0.004433691671681735,0.0037698032106474985,0.00012880719737584108,3.228803812800667e-05,0.0008627247111095839,0.0023620442605288747,0.030402915248793586,0.0001443346309118337,2.3368888382813752e-05,0.0001933570239229134,0.0007868432896274927,0.0006348495951134055,0.026350561037319947,0.0010672538667693885,0.008032604225074848,2.5075420673753958e-08,0.009567211286300758,2.1087181805427392e-05,4.535563892429447e-07,1.0741309444515177e-11,6.2853396645797536e-09,3.122257164485018e-05,0.000731965727980405,1.7639871244580842e-05,1.7718299401831193e-12,6.297748675432425e-08,0.0006554176828882534,0.00653907376376374,1.211242419726905e-07,1.0485732861081632e-08,0.002954440105351091,1.1120904744484246e-06,6.937554651843708e-11,5.64156655039765e-07,1.449660544226891e-10,3.3034440431920656e-07,1.6153656543918954e-08,3.1975777564870125e-06,5.6865006900787056e-08,6.243614443721802e-08,6.482264922775266e-05,8.149305788194208e-05,2.060070543841968e-10,3.607955372266171e-11,1.3065507029583025e-12,5.300635337605384e-13,6.636916021546943e-05,3.715565651456065e-08,1.6732693546610366e-09,1.0638931742967153e-10,3.5980744941318713e-08,7.088757626368093e-05,3.513107854573612e-08,6.412045950163778e-13
1.3738975618854973e-05,0.8778994956430973,0.001055380121531215,0.00039479310911739323,0.0004712766251464935,0.03506107696342995,0.0,0.0,0.0030066385310178836,0.00016624160581148498,0.03707927869498166,0.0007293616453813845,0.00032174661718506844,4.1538619495219026e-11,1.8347699429354612e-08,6.441557492293219e-07,0.0006177408358791881,0.0026217569230648275,3.0252831663713046e-05,1.049026220097002e-08,1.0624549181642097e-07,4.020968986673175e-11,1.412184761467853e-07,4.332025289731592e-06,2.2386208164845354e-07,3.8928766577247606e-05,8.34973031958457e-10,1.2128694065809552e-06,2.2460971712576848e-06,1.3656428195093609e-08,3.083614901147839e-07,2.7085380315654936e-10,5.33711388496006e-10,1.821593819912031e-07,3.76,0.0,0.17037536305251097,0.9554836084602087,0.024112278890267107,0.0011128444717075367,0.601571372369451,0.34856798122464244,0.1482202606448149,6.382357216341804e-06,0.0011902912058803085,0.028635403299407895,2.797223422463661e-07,2.64245848378924e-09,3.429488646544632e-14,0.0025671202064908184,9.023717281088894e-08,7.546785491560067e-08,0.0005783841026559567,1.0460512484188988e-07,2.244717878775494e-08,7.627343844586979e-14,1.1929867420252422e-07,2.8332481851492266e-10,9.013486202909324e-09,2.8716306628530448e-08,4.593066891167158e-15,4.324329522586819e-14,1.8340287152236153e-05,2.811992169441186e-11,0.004576248243828462,0.003835289215282831,0.00012766344086802137,3.199542715318471e-05,0.0008533811798676475,0.0023586354820487898,0.030707750736067338,0.00014476773433593694,2.348607997705362e-05,0.00019415560243528232,0.0007912998117476251,0.0006379744880090171,0.026829545195886033,0.0010790300138978888,0.008091262305801249,2.4765488558615857e-08,0.009792211879814116,2.1442292253079246e-05,4.550885384239058e-07,1.0777549243819278e-11,6.219980339187442e-09,3.152383958844114e-05,0.0007367275129988676,1.778115964956944e-05,1.7778029074578947e-12,6.349104527532723e-08,0.0006588118581317652,0.00663707763974103,1.2156371826893153e-07,1.0377037323990924e-08,0.003017789391003663,1.1309555853910992e-06,6.971910625915475e-11,5.717368372719779e-07,1.4735652715706517e-10,3.343691433559775e-07,1.6483837915438718e-08,3.252033711952431e-06,5.782935624593389e-08,6.306347316940928e-08,6.611297099908182e-05,8.408638654369032e-05,2.1100534929036888e-10,3.6739246109076687e-11,1.3265218833047275e-12,5.38135759869774e-13,6.763356751146967e-05,3.780550822513216e-08,1.706878854428662e-09,1.093104771509492e-10,3.719764673530978e-08,7.39004159689636e-05,3.530562717295632e-08,6.574514890428228e-13
