Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056)
1.3443965481192696e-09,0.6237282682184437,3.76,0.0,0.7378188075409703,0.9985420850539828,1.723496994256108e-13,0.0,1.4311483483410987e-11,6.534368153949531e-06,6.521319599862853e-06,1.0614196252221825e-07,3.214105323419596e-14,7.960918579644434e-14,1.2974866131641854e-08,1.2905976183619039e-08,6.564992145810431e-08,1.2701362938052855e-10,1.0607968804289337e-07,1.244807403537373e-10,2.1835885880731192e-11,2.9473942445346416e-12,4.4136111680740415e-12,2.546104882060672e-17,1.5463152720255216e-16,9.00489465457369e-19,6.559597226730703e-08,1.636595622597136e-16,1.1346396738131539e-12,3.0513505904167496e-23,8.673113881028991e-12,3.895947110286751e-12,6.451000342732094e-16,1.2444022146021054e-16,4.071943180735557e-14,1.0313035690604679e-12,0.0014577957994384642,3.0552163094040066e-14,6.294503332537355e-25,3.6225737614115826e-17,5.577255543840735e-19,1.2226644187915001e-18,3.303858607645453e-15,7.262679768203416e-24,2.3980244279802437e-24,1.24554629426355e-22,2.152230794965842e-24,2.5521230558468162e-26,9.410542973496781e-27,2.8835640065882046e-16,5.565557201229901e-22,7.608607995611116e-18,3.3793087930791068e-18,5.155992410411284e-21,4.6829567361244865e-20,6.47599556961027e-20,2.2485134833230182e-18,2.809206900157297e-25,1.6227680612267486e-23,1.865001585318315e-17,4.1580563208222303e-19,1.7744396894334778e-31,9.05013337932833e-21,2.861793508920488e-21,1.671669802916526e-25,3.036977050840823e-28,1.3939424958136908e-32,2.2773340662360394e-29,2.5661648628381664e-30,1.6035015312796792e-12,1.2470701138662487e-36
1.3646690910199888e-09,0.6237282795098775,3.76,0.0,0.7378187064168538,0.9985407586876303,1.8215163697637556e-13,0.0,1.4912548212385134e-11,6.6329013392899524e-06,6.619456490154197e-06,1.0774375711905639e-07,3.312532669234502e-14,8.102907773047935e-14,1.3367808929737776e-08,1.3295893707661689e-08,6.664151590160774e-08,1.3281012179774352e-10,1.076786479505398e-07,1.3005934962436755e-10,2.2666665269892802e-11,3.035224434427662e-12,4.555064600635462e-12,2.7007515863590652e-17,1.5937105354083358e-16,9.416545928722121e-19,6.658510081095307e-08,1.6962488076816114e-16,1.161823961001799e-12,3.2301509780028464e-23,8.936430059507347e-12,4.014273959413736e-12,6.747109612952784e-16,1.282614370336188e-16,4.220537502448184e-14,1.0629617800122308e-12,0.0014591201699367146,3.1176828970019224e-14,6.615946891722138e-25,3.7880905543214e-17,5.834960315249164e-19,1.2817195557700468e-18,3.4048142621988143e-15,7.70899128963195e-24,2.5115615882120408e-24,1.3023389409159326e-22,2.2542715719871563e-24,2.672246879388401e-26,9.999337639818884e-27,2.939136070890571e-16,5.823315384937516e-22,7.957112005033084e-18,3.534244581183833e-18,5.4736152684934856e-21,4.898923650993824e-20,6.779351532368001e-20,2.3377083409568176e-18,3.0247337532502e-25,1.6893931423802574e-23,1.9326074817986418e-17,4.297249915383185e-19,1.867425230534928e-31,9.742949532642081e-21,2.993882785042003e-21,1.8109887209343773e-25,3.2246245988908527e-28,1.5246989694694295e-32,2.4495686577371003e-29,2.764402700339466e-30,1.6362510863506996e-12,1.3618129413766207e-36
1.384941633920708e-09,0.6237282908013287,3.76,0.0,0.7378186052926714,0.9985395142724381,1.9236229797486712e-13,0.0,1.5529997923070848e-11,6.731434517244297e-06,6.717587447203301e-06,1.093456327622717e-07,3.412380452098335e-14,8.244911207661143e-14,1.3766575445103454e-08,1.3691548535185727e-08,6.763318388786347e-08,1.3877954241202734e-10,1.0927760244560386e-07,1.3579981819822336e-10,2.351740369646792e-11,3.124294235128693e-12,4.698887924957883e-12,2.8623278347449055e-17,1.641833523585056e-16,9.840537502051128e-19,6.757422899737934e-08,1.7572416564053439e-16,1.1891657459626753e-12,3.416447128328935e-23,9.203678277285278e-12,4.134369732530535e-12,7.052140846274434e-16,1.3214158031768713e-16,4.3720031318063955e-14,1.0951133652006331e-12,0.001460362583345224,3.1802833780384325e-14,6.948917087217737e-25,3.958551298200619e-17,6.100528946538546e-19,1.3427303588112786e-18,3.5073062100766146e-15,8.175514705144897e-24,2.6285990892924855e-24,1.360821104049066e-22,2.359677007106375e-24,2.796019277404193e-26,1.0615636685766657e-26,2.99475345720421e-16,6.0890192628290075e-22,8.31607815225824e-18,3.693837403511112e-18,5.805677672296251e-21,5.1214580711041415e-20,7.092212224676658e-20,2.428873220958863e-18,3.2532066820985355e-25,1.7576271291303493e-23,2.001449204268469e-17,4.438403385173335e-19,1.9636894053958063e-31,1.047740721451839e-20,3.1299955684725507e-21,1.9598026037819908e-25,3.4208450793722997e-28,1.6657527428844252e-32,2.6319343887176264e-29,2.975064523198392e-30,1.6690560300908906e-12,1.4853585577361661e-36
1.4052141768214273e-09,0.6237283020927977,3.76,0.0,0.7378185041684215,0.9985383467102696,2.0299274638251027e-13,0.0,1.6164046284465056e-11,6.8299676881318715e-06,6.815712471349665e-06,1.1094759099709856e-07,3.5136450383961547e-14,8.386926796384049e-14,1.4171164017492742e-08,1.4092937826491388e-08,6.862492650108308e-08,1.4492439363036917e-10,1.108765516757082e-07,1.4170432632799988e-10,2.438832188849017e-11,3.214601570165458e-12,4.845085107409174e-12,3.031036895896308e-17,1.6906847807811911e-16,1.027705067577665e-18,6.856335682658336e-08,1.8195874254806247e-16,1.2166612151860753e-12,3.610428901557356e-23,9.474858294801164e-12,4.256234385550556e-12,7.36622628340521e-16,1.3608069931514321e-16,4.5263431705095125e-14,1.12775919809335e-12,0.00146152813780041,3.2430132957845206e-14,7.29366156193642e-25,4.1340274735694715e-17,6.374082165882698e-19,1.40573363067617e-18,3.611335198704181e-15,8.662847746650618e-24,2.74918841841889e-24,1.4210169543157878e-22,2.468516582105994e-24,2.9234911356975997e-26,1.1260309383057985e-26,3.0504132952338866e-16,6.362797624097507e-22,8.685660311393055e-18,3.858155764659056e-18,6.1526097112887816e-21,5.3506599905349785e-20,7.414734546084494e-20,2.5220133607666316e-18,3.4951929802404523e-25,1.8274809099382e-23,2.0715244493068975e-17,4.5814930733800835e-19,2.063291949877691e-31,1.1255342672914897e-20,3.2701934221622866e-21,2.1186211209804337e-25,3.6258963524780265e-28,1.8177629619634418e-32,2.8248603769010507e-29,3.19875909262476e-30,1.7019135328671425e-12,1.6182549968098827e-36
1.4254867197221466e-09,0.623728313384285,3.76,0.0,0.7378184030441024,0.9985372512746858,2.1405418935700788e-13,0.0,1.6814906773288254e-11,6.928500852276242e-06,6.913831562933841e-06,1.125496333635664e-07,3.616322789780786e-14,8.528952812459614e-14,1.458157298571824e-08,1.4500058742043215e-08,6.96167448251831e-08,1.5124717647324494e-10,1.1247549577914818e-07,1.4777504876570304e-10,2.527964048288974e-11,3.306144367772788e-12,4.993660021062532e-12,3.207084939775885e-17,1.740264851345891e-16,1.0726266716710783e-18,6.955248429856271e-08,1.8832993749299228e-16,1.2443066499280216e-12,3.812287701360361e-23,9.749969871782102e-12,4.379867874571758e-12,7.689498157263578e-16,1.400788418962967e-16,4.683560502592712e-14,1.1609001647878442e-12,0.001462621559741264,3.305868453687587e-14,7.650430487684269e-25,4.3145905089337776e-17,6.655740803609748e-19,1.4707663987588917e-18,3.716901975531891e-15,9.171596665294057e-24,2.8733817039204546e-24,1.4829506411805493e-22,2.5808607145131996e-24,3.054713995890863e-26,1.1934240612995187e-26,3.106112931156755e-16,6.644779749304539e-22,9.066012348678532e-18,4.0272681495772994e-18,6.514847724002664e-21,5.58662947416524e-20,7.747075844945997e-20,2.6171336522996495e-18,3.751275751307795e-25,1.8989652125539088e-23,2.142830805339666e-17,4.726495308101866e-19,2.166292667711841e-31,1.2078644435490562e-20,3.414537961671993e-21,2.287974170384113e-25,3.840040136901351e-28,1.9814215030585098e-32,3.0287869166718874e-29,3.4361173626003075e-30,1.7348209146652878e-12,1.7610770875742095e-36
1.4457592626228658e-09,0.6237283246757909,3.76,0.0,0.7378183019197128,0.9985362234713248,2.255579773056183e-13,0.0,1.748279268931779e-11,7.027034010005234e-06,7.011944722296382e-06,1.1415176139998605e-07,3.72041007827705e-14,8.670987504759098e-14,1.4997800688729334e-08,1.49129084435352e-08,7.060863994378131e-08,1.5775039059975891e-10,1.1407443488839426e-07,1.5401415476657963e-10,2.6191580041571015e-11,3.3989205610928855e-12,5.144616449823327e-12,3.3906810358260564e-17,1.7905742797523206e-16,1.1188366857360674e-18,7.054161141331489e-08,1.948390768084624e-16,1.2720984225522311e-12,4.022216446629504e-23,1.0029012767948118e-11,4.505270155815886e-12,8.022088692590805e-16,1.4413605579939662e-16,4.8436578474777726e-14,1.1945371640896671e-12,0.0014636473435300152,3.3688448525654594e-14,8.0194756755374295e-25,4.5003117808574644e-17,6.94562579157895e-19,1.5378659149741166e-18,3.8240072880358295e-15,9.702376228674781e-24,3.0012303793201963e-24,1.5466462931601963e-22,2.6967807718286814e-24,3.189738534145782e-26,1.2638330536781543e-26,3.1618498410721055e-16,6.935095416877519e-22,9.457288123614551e-18,4.2012430235903926e-18,6.892834298082045e-21,5.829466657687815e-20,8.089393918025915e-20,2.7142386575569917e-18,4.0220540971154234e-25,1.972090613484575e-23,2.2153657837338652e-17,4.873386498975953e-19,2.2727514052424537e-31,1.2949253950955653e-20,3.5630908551960384e-21,2.468412530525224e-25,4.063542011262851e-28,2.1574540413598156e-32,3.2441656003402726e-29,3.6877927594318424e-30,1.7677756160989775e-12,1.914427196577289e-36
1.466031805523585e-09,0.6237283359673156,3.76,0.0,0.7378182007952512,0.9985352591132531,2.3751560361914956e-13,0.0,1.816791714326155e-11,7.125567161650918e-06,7.110051949778722e-06,1.157539766410522e-07,3.8259032756183336e-14,8.813029367327585e-14,1.5419845464732857e-08,1.5331484093004547e-08,7.160061294019945e-08,1.6443653430062176e-10,1.1567336912820154e-07,1.6042380810572206e-10,2.7124361038514783e-11,3.492928087986222e-12,5.2979580892675895e-12,3.582037151910908e-17,1.8416136106010656e-16,1.1663532296501147e-18,7.153073817083746e-08,2.014874871578853e-16,1.3000329953268764e-12,4.240409550517985e-23,1.0311986742426351e-11,4.632441185661261e-12,8.364130106231594e-16,1.4825238863123473e-16,5.006637736738997e-14,1.2286711074366608e-12,0.0014646096760997473,3.4319387178318817e-14,8.401051282517574e-25,4.691262614232128e-17,7.243858162806437e-19,1.607069655675258e-18,3.932651883720135e-15,1.0255809710005973e-23,3.1327862532290008e-24,1.6121280180821922e-22,2.816349085280469e-24,3.3286157797222486e-26,1.33734950589107e-26,3.21762167875693e-16,7.233874911351789e-22,9.859641491552503e-18,4.380148832393077e-18,7.28701826540376e-21,6.079271747572858e-20,8.441847009977948e-20,2.8133326129977297e-18,4.308143305195465e-25,2.0468675415381594e-23,2.289126805056512e-17,5.022143090448114e-19,2.382728069466947e-31,1.3869166299615752e-20,3.715913823556579e-21,2.6605083007732254e-25,4.296671415884371e-28,2.3466213068939528e-32,3.471459410494728e-29,3.954461929106304e-30,1.8007752091603035e-12,2.0789363849054006e-36
1.4863043484243043e-09,0.6237283472588592,3.76,0.0,0.7378180996707158,0.998534354286572,2.499387045725412e-13,0.0,1.8870493059089626e-11,7.224100307549589e-06,7.208153245722979e-06,1.173562806186943e-07,3.932798755903771e-14,8.95507707125897e-14,1.5847705651397883e-08,1.5755782853027465e-08,7.259266489746267e-08,1.713081045071812e-10,1.1727229861647235e-07,1.6700616708800565e-10,2.8078203862162838e-11,3.588164891061478e-12,5.453688549097246e-12,3.7813681528683827e-17,1.893383388621876e-16,1.2151944199486645e-18,7.251986457112806e-08,2.0827649553458574e-16,1.328106918066017e-12,4.4670628964956014e-23,1.0598891553880793e-11,4.761380920627801e-12,8.715754607064697e-16,1.5242788786761177e-16,5.172502529552806e-14,1.263302918908383e-12,0.001465512471349215,3.4951464811254224e-14,8.795413676015253e-25,4.887514282438091e-17,7.550559050960283e-19,1.6784153215558722e-18,4.042836510118391e-15,1.0832528881697437e-23,3.2681013141772142e-24,1.6794199033328323e-22,2.9396389636304656e-24,3.4713968925373605e-26,1.414066588015692e-26,3.2734262548428125e-16,7.541249030689011e-22,1.0273226305565288e-17,4.564054002060206e-18,7.697854699842284e-21,6.336145021058208e-20,8.804593812889764e-20,2.9144194392919793e-18,4.610175034362009e-25,2.123306284196414e-23,2.36411120806864e-17,5.172741587643713e-19,2.496282623421189e-31,1.4840430863475275e-20,3.873068640212894e-21,2.864855467500825e-25,4.5397016543810685e-28,2.54972029662837e-32,3.711142825067993e-29,4.236825250726701e-30,1.833817387929415e-12,2.2552653985562785e-36
1.5065768913250236e-09,0.6237283585504221,3.76,0.0,0.7378179985461054,0.9985335053311339,2.62839059201686e-13,0.0,1.9590733174238345e-11,7.322633448041769e-06,7.306248610471949e-06,1.1895867486254912e-07,4.0410928964513457e-14,9.097129441921294e-14,1.628137958586252e-08,1.6185801886716996e-08,7.35847968982991e-08,1.7836759679824856e-10,1.1887122346473976e-07,1.737633845589526e-10,2.9053328815533125e-11,3.6846289176638034e-12,5.6118113553533724e-12,3.988891799134061e-17,1.9458841586757126e-16,1.2653783698611093e-18,7.350899061418422e-08,2.1520742926140708e-16,1.356316825928634e-12,4.702373814803829e-23,1.0889726960510998e-11,4.8920893173686195e-12,9.077094395983028e-16,1.5666260085382818e-16,5.3412544227857196e-14,1.2984335352200982e-12,0.0014663593894259394,3.558464768228919e-14,9.202821423507357e-25,5.089138007525288e-17,7.865849689880948e-19,1.751940837554727e-18,4.154561914795221e-15,1.1433174008227396e-23,3.4072277204476104e-24,1.7485460161068742e-22,3.0667247069702545e-24,3.6181331515801923e-26,1.4940790609220054e-26,3.3292615253968253e-16,7.8573490937259155e-22,1.069819641842079e-17,4.753026939054621e-18,8.125804914608858e-21,6.600186826135964e-20,9.177793465818599e-20,3.0175027503100467e-18,4.928797500449936e-25,2.201416993587252e-23,2.440316255569214e-17,5.325158572160037e-19,2.6134750848335136e-31,1.586515200192359e-20,4.034617131268585e-21,3.082070451528059e-25,4.792909895279129e-28,2.767585494789272e-32,3.96370192052225e-29,4.535607386235352e-30,1.866899962054994e-12,2.4441056841420375e-36
1.5268494342257428e-09,0.6237283698420044,3.76,0.0,0.737817897421418,0.9985327087857723,2.762285892467817e-13,0.0,2.032885004539572e-11,7.4211665834721936e-06,7.404338044368627e-06,1.2056116090132195e-07,4.1507820828965406e-14,9.23918532973965e-14,1.672086560524345e-08,1.6621538358224044e-08,7.457701002513903e-08,1.8561750541200318e-10,1.2047014377954171e-07,1.806976079133747e-10,3.0049956122278416e-11,3.78231811996994e-12,5.7723299531573265e-12,4.2048287451960023e-17,1.999116465756044e-16,1.3169231893347775e-18,7.449811630000359e-08,2.222816159904083e-16,1.384659436904015e-12,4.9465410584953776e-23,1.1184492720384074e-11,5.024566332646196e-12,9.448281665756573e-16,1.6095657480511268e-16,5.5128954735918026e-14,1.3340639057560497e-12,0.0014671538914968146,3.6218903723383675e-14,9.623534956102909e-25,5.2962049603443323e-17,8.189851413044468e-19,1.8276843527524096e-18,4.267828845347399e-15,1.2058393840908288e-23,3.550217305987269e-24,1.81953040365274e-22,3.1976816203873873e-24,3.7688753926727394e-26,1.5774832713834145e-26,3.3851255584019365e-16,8.182306947283424e-22,1.1134705684336489e-17,4.9471360302403725e-18,8.571336460696937e-21,6.871497581549319e-20,9.561605554352211e-20,3.1225858636886922e-18,5.264675659755203e-25,2.2812096932803907e-23,2.5177391475887333e-17,5.479370741378739e-19,2.7343655170662453e-31,1.6945489709215563e-20,4.200621175484466e-21,3.312792715040789e-25,5.05657717356608e-28,3.001090118182987e-32,4.2296344779709504e-29,4.851557747091284e-30,1.900020843821136e-12,2.646180376084474e-36
1.547121977126462e-09,0.6237283811336068,3.76,0.0,0.7378177962966525,0.998531961404087,2.901193589760168e-13,0.0,2.1085056044125055e-11,7.519699714189796e-06,7.502421547756585e-06,1.22163740262381e-07,4.261862706024705e-14,9.381243688813828e-14,1.7166162046242247e-08,1.7062989432336123e-08,7.556930536011538e-08,1.9306032324723507e-10,1.2206905966202444e-07,1.8781097910810304e-10,3.1068305921927114e-11,3.881230454894041e-12,5.935247708280091e-12,4.42940253839495e-17,2.0530808549915135e-16,1.3698469850807918e-18,7.54872416285838e-08,2.29500383702402e-16,1.413131550083689e-12,5.1997647816525056e-23,1.1483188591169072e-11,5.158811923339231e-12,9.829448601114637e-16,1.6530985680715916e-16,5.687427596760857e-14,1.3701949925322608e-12,0.0014678992239616957,3.68542025697434e-14,1.0057816826505657e-24,5.508786260768034e-17,8.522685653142989e-19,1.905684240284757e-18,4.382638049405829e-15,1.2708845609385024e-23,3.697121968716575e-24,1.8923970935242476e-22,3.332586027523518e-24,3.9236744506105474e-26,1.6643771767112588e-26,3.4410165441306117e-16,8.516254973881365e-22,1.1582907961222728e-17,5.146449642886121e-18,9.034923123329246e-21,7.150177776771139e-20,9.956190110124941e-20,3.229671807643281e-18,5.6184913925897505e-25,2.362694283106983e-23,2.596377019748049e-17,5.63535490020972e-19,2.85901403485223e-31,1.80836602974936e-20,4.3711427042812356e-21,3.557685284181632e-25,5.330988392363538e-28,3.251147415287865e-32,4.5094500796264594e-29,5.185451137081348e-30,1.9331780483284147e-12,2.862245425534387e-36
1.5673945200271813e-09,0.6237283924252293,3.76,0.0,0.7378176951718073,0.9985312601265263,3.0452357509949083e-13,0.0,2.185956335989858e-11,7.618232840547704e-06,7.600499120979639e-06,1.2376641447244577e-07,4.3743311637049675e-14,9.523303528678567e-14,1.761726724549707e-08,1.7510152274822154e-08,7.656168398506342e-08,2.0069854187110586e-10,1.236679712086433e-07,1.951056346721794e-10,3.210859827305758e-11,3.981363884154706e-12,6.10056790943152e-12,4.6628396174525565e-17,2.1077778716474965e-16,1.4241678606020574e-18,7.647636659992243e-08,2.3686506070660105e-16,1.4417300435315142e-12,5.462246517024232e-23,1.1785814330366163e-11,5.2948260464305e-12,1.0220727378691522e-15,1.6972249381657446e-16,5.864852577659946e-14,1.406827770217288e-12,0.0014685984463727,3.749051540703502e-14,1.050593153282194e-24,5.72695297783903e-17,8.864473941575512e-19,1.985979097242284e-18,4.498990274636782e-15,1.338519501573876e-23,3.847993420651182e-24,1.9671700938267085e-22,3.471515283993611e-24,4.082580875624582e-26,1.7548603476176379e-26,3.496932778402092e-16,8.85932609903035e-22,1.2042957112652575e-17,5.351036124675395e-18,9.517044919954943e-21,7.436327971995715e-20,1.0361707610366471e-19,3.338763329859649e-18,5.99094368444239e-25,2.445880545064336e-23,2.6762269507756752e-17,5.793087982242158e-19,2.987480800350684e-31,1.928193705712733e-20,4.546243701749467e-21,3.817435348565675e-25,5.6164323245136515e-28,3.518711988690205e-32,4.8036702095196835e-29,5.538088278693311e-30,1.9663696856720824e-12,3.093090679943547e-36
1.5876670629279006e-09,0.6237284037168722,3.76,0.0,0.7378175940468807,0.9985306021049367,3.194535865695093e-13,0.0,2.265258399401964e-11,7.716765962903225e-06,7.69857076438246e-06,1.253691850569622e-07,4.48818385698911e-14,9.665364010422136e-14,1.8074179538981343e-08,1.7963024051823733e-08,7.755414698152162e-08,2.0853465151858903e-10,1.2526687851054603e-07,2.0258370571981621e-10,3.3171053146695345e-11,4.08271637413499e-12,6.268293769553561e-12,4.905369311382973e-17,2.1632080611290905e-16,1.479903916244351e-18,7.746549121401721e-08,2.4437697564014356e-16,1.470451872742384e-12,5.734189155145674e-23,1.2092369694903097e-11,5.432608659017514e-12,1.0622250167125545e-15,1.741945326614373e-16,6.045172066030593e-14,1.4439632260790338e-12,0.0014692544068830855,3.812781504170967e-14,1.0968145876129354e-24,5.950776130012522e-17,9.21533790806443e-19,2.0686077445893317e-18,4.616886268744079e-15,1.4088116225447962e-23,4.0028837201182904e-24,2.0438733934689352e-22,3.614547790765878e-24,4.245645538487504e-26,1.8490339988366004e-26,3.5528726782705823e-16,9.211653799013084e-22,1.251500701020036e-17,5.56096380370853e-18,1.0018188096300666e-20,7.730048798114908e-20,1.0778318977411658e-19,3.4498629034155724e-18,6.382748807384587e-25,2.5307781476640513e-23,2.7572859587833172e-17,5.952547034628836e-19,3.1198260305533024e-31,2.054265093975818e-20,4.725986204650866e-21,4.0927547810107596e-25,5.913201614269223e-28,3.8047811528181876e-32,5.112828346448964e-29,5.910296500607773e-30,1.9995939630547072e-12,3.3395410860204845e-36
1.6079396058286198e-09,0.6237284150085358,3.76,0.0,0.7378174929218714,0.9985299846575381,3.349218845308994e-13,0.0,2.3464329765654353e-11,7.81529908161783e-06,7.796636478309904e-06,1.2697205354121966e-07,4.6034171941610876e-14,9.807424345869447e-14,1.8536897262668725e-08,1.8421601930513755e-08,7.854669543073072e-08,2.1657114110274737e-10,1.26865781654703e-07,2.1024731795963918e-10,3.425589043270318e-11,4.1852858960176366e-12,6.43842842835191e-12,5.1572238379050784e-17,2.2193719689822182e-16,1.537073249216882e-18,7.845461547086576e-08,2.5203745746778387e-16,1.4992940684034603e-12,6.015796922129747e-23,1.240285444157259e-11,5.572159718292934e-12,1.1034149126954691e-15,1.787260200417081e-16,6.228387594887067e-14,1.481602360029791e-12,0.0014698697872729445,3.876607567891531e-14,1.144472860832301e-24,6.180326685273179e-17,9.575399280112484e-19,2.1536092270579847e-18,4.736326779470051e-15,1.4818291862620001e-23,4.161844764703698e-24,2.1225309624066016e-22,3.7617630074254e-24,4.4129190545147106e-26,1.947000983414835e-26,3.608834754638802e-16,9.573372108005716e-22,1.2999211535331497e-17,5.776300988515652e-18,1.0538845125013398e-20,8.031440956715261e-20,1.1206185578262833e-19,3.562972736297882e-18,6.794640499128032e-25,2.6173966521597168e-23,2.8395510122815416e-17,6.113709250417457e-19,3.2561099893375687e-31,2.186819120734382e-20,4.910432302431208e-21,4.384380775113803e-25,6.221592778845464e-28,4.110396297146415e-32,5.437470065278994e-29,6.3029302237178935e-30,2.0328491739612527e-12,3.602457778505277e-36
1.628212148729339e-09,0.6237284263002205,3.76,0.0,0.7378173917967776,0.9985294052862886,3.5094110212047416e-13,0.0,2.42950123060536e-11,7.913832197057155e-06,7.894696263107691e-06,1.2857502144990557e-07,4.720027587953475e-14,9.949483864217891e-14,1.900541875186624e-08,1.888588307842194e-08,7.953933041363434e-08,2.2481049821467667e-10,1.2846468072347054e-07,2.1809859170683917e-10,3.5363329933446015e-11,4.289070425627496e-12,6.610974953561416e-12,5.4186383024236254e-17,2.2762701408967153e-16,1.595693953645172e-18,7.944373937046571e-08,2.5984783548143926e-16,1.528253734851951e-12,6.307275359108514e-23,1.2717268326584556e-11,5.713479181552113e-12,1.1456556410677762e-15,1.8331700252979179e-16,6.414500576461725e-14,1.5197461845683205e-12,0.0014704470855843683,3.94052729667409e-14,1.1935950772584435e-24,6.415675561384723e-17,9.944779882637053e-19,2.2410228130707578e-18,4.857312554597827e-15,1.5576413000997713e-23,4.324928791212479e-24,2.2031667518932964e-22,3.913241465419308e-24,4.584452350861578e-26,2.048865823674198e-26,3.6648176233131395e-16,9.944615625792749e-22,1.3495724581720934e-17,5.997115968059226e-18,1.1079514701668879e-20,8.340605220055535e-20,1.1645469224102572e-19,3.678094777287419e-18,7.227370142365203e-25,2.705745516875409e-23,2.9230190277219545e-17,6.276551957315349e-19,3.3963929933795286e-31,2.326100611027269e-20,5.099644137222326e-21,4.69307637723999e-25,6.541906210101952e-28,4.4366442885382106e-32,5.778153128608085e-29,6.716871659199212e-30,2.0661336992234126e-12,3.882739327837994e-36
1.6484846916300583e-09,0.6237284375919265,3.76,0.0,0.7378172906715982,0.9985288616265866,3.6752401444552545e-13,0.0,2.514484306655177e-11,8.012365309590987e-06,7.992750119121473e-06,1.3017809030835477e-07,4.838011460148239e-14,1.0091541898910704e-13,1.947974234214772e-08,1.9355864664362954e-08,8.053205301087808e-08,2.332552091347834e-10,1.3006357579585354e-07,2.2613964189233897e-10,3.6493591372324844e-11,4.394067943628251e-12,6.785936343582665e-12,5.689850696326154e-17,2.3339031227070493e-16,1.6557841205852645e-18,8.043286291281484e-08,2.678094392999036e-16,1.557328047846253e-12,6.608831300540782e-23,1.3035611106182806e-11,5.856567006171205e-12,1.1889604162644616e-15,1.8796752657091604e-16,6.60351232303221e-14,1.5583957248455087e-12,0.0014709886664188803,4.004538375271951e-14,1.244208523602731e-24,6.656893625980744e-17,1.0323601637398218e-18,2.3308879946290665e-18,4.979844341951999e-15,1.6363179160052314e-23,4.492187705026102e-24,2.2858046947217974e-22,4.069064781138135e-24,4.760295905511485e-26,2.1547346990898117e-26,3.720819974424475e-16,1.0325519524805612e-21,1.4004700057144542e-17,6.223477011748586e-18,1.1640701743915856e-20,8.657642431067005e-20,1.2096332169864424e-19,3.795230725587863e-18,7.6817069417905395e-25,2.7958341034841137e-23,3.0076868816421734e-17,6.441052653725608e-19,3.5407354026740277e-31,2.4723603527912374e-20,5.293683903856774e-21,5.019631154478159e-25,6.874446176074603e-28,4.7846588852119057e-32,6.135447587431649e-29,7.153031270395511e-30,2.099445995270126e-12,4.1813228520424144e-36
1.6687572345307776e-09,0.6237284488836539,3.76,0.0,0.7378171895463312,0.998528351477264,3.846835383499375e-13,0.0,2.6014033310297724e-11,8.110898419593236e-06,8.090798046697851e-06,1.3178126164178792e-07,4.957365237509025e-14,1.023359788521485e-13,1.995986636836341e-08,1.983154385743859e-08,8.15248643028102e-08,2.419077588301394e-10,1.3166246694675207e-07,2.343725780751579e-10,3.764689438473297e-11,4.50027643529316e-12,6.963315528393985e-12,5.971101896151832e-17,2.3922714603959074e-16,1.7173618380846432e-18,8.142198609791079e-08,2.75923598868374e-16,1.5865142532383799e-12,6.920672854572847e-23,1.3357882535982242e-11,6.0014231496202065e-12,1.233342451913466e-15,1.926776384837288e-16,6.795424037978652e-14,1.597552018581691e-12,0.0014714967309447308,4.0686386184558656e-14,1.2963407176757533e-24,6.904051696846893e-17,1.071198656268479e-18,2.4232444872444783e-18,5.1039228894012725e-15,1.7179298295114392e-23,4.663673789225251e-24,2.3704687054759426e-22,4.229315668994166e-24,4.9405005516248516e-26,2.2647154856087105e-26,3.776840591194523e-16,1.071621955793095e-21,1.4526291885907088e-17,6.4554523694403895e-18,1.2222917386875365e-20,8.982653503327451e-20,1.2558937113736438e-19,3.91438203564015e-18,8.158438101293607e-25,2.8876716807725625e-23,3.0935514053410255e-17,6.607188988180389e-19,3.689197629219595e-31,2.6258551648566392e-20,5.4926138498677845e-21,5.364861716045777e-25,7.2195208226826365e-28,5.155622201189635e-32,6.509935868806385e-29,7.612348531230418e-30,2.1327845977844835e-12,4.499185350843069e-36
