Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124)
6.134685486419555e-05,0.5070788015400534,3.01338819925283e-08,9.472541798516802e-09,1.6945068085414345e-08,1.6473772653479877e-06,0.0,0.0,1.3468440019698326e-06,2.204358609505591e-08,3.3002708499997904e-09,2.9729891752796623e-06,7.218722514186741e-20,8.440023669660225e-27,1.3149631808466381e-22,1.3417734546993789e-17,2.442071270376811e-15,1.2100461481193315e-15,2.2945247709341976e-26,2.335256347268911e-25,-5.751833898379617e-26,-3.5821756268607133e-25,1.0265847600171103e-19,3.037115548650516e-20,1.9276346212918474e-20,1.8695998252191491e-25,-7.81394119621607e-34,1.5287254679423445e-28,2.2499477689343664e-27,2.8245525634934926e-30,8.698885330334694e-23,4.6636981711360224e-29,7.934643075357448e-31,1.0786680959258921e-32,3.76,0.0,0.7424041676842724,0.99995433910443,4.586961133793523e-06,9.16893913211117e-15,4.980660290847968e-08,6.027075363626414e-06,4.921180481372706e-06,5.662431978881588e-14,1.3737376370622104e-16,1.5139144776088012e-08,8.443543736051231e-10,1.0978126224315795e-06,3.929619369468394e-06,4.529838837147983e-11,3.3280475027737826e-09,1.0223466133670923e-13,9.228048374262598e-10,4.712968503775539e-10,2.3639673158055476e-12,6.9611316134822234e-09,4.5528420985313166e-15,1.0607971056813129e-13,3.434602973226385e-17,2.0146541494847112e-10,1.1409513711819076e-15,3.3405549032837413e-13,6.956809762109976e-14,9.822895433502874e-13,7.094103669594715e-19,3.592758394661244e-05,1.68996028397887e-24,7.448694475379103e-21,1.249569247002408e-19,7.60478826573205e-12,3.706671409778545e-12,1.5952275767233118e-19,5.651739009736675e-19,8.258998197045672e-20,8.188376684118655e-17,8.342323863142152e-16,2.5702737257488268e-09,1.8454149300494052e-17,1.0059364063919371e-13,2.7363222329187074e-14,1.2398344953629402e-16,2.539138935562596e-19,7.501564200438163e-19,2.0059210238852134e-14,5.501716762869783e-10,1.9751881387787782e-16,9.337356059424675e-15,2.6899734158851288e-17,6.72588637048787e-14,2.955034839963748e-20,1.7637210006079438e-28,1.1509930890482726e-28,1.1846683199540755e-21,2.697306563223668e-26,1.8513621471974109e-28,2.28565472545564e-21,1.1767879094863658e-20,4.04199322515512e-23,1.776284548715314e-11
6.318441891096356e-05,0.5070788124321678,3.0135603447059134e-08,9.473277396469217e-09,1.7425358365583725e-08,1.6981142996207898e-06,0.0,0.0,1.3870989525564236e-06,2.3382488578162598e-08,3.4473065090661777e-09,3.064005079404031e-06,7.800450365607852e-20,8.715954948915476e-27,1.3193690230765448e-22,1.3830682302497346e-17,2.527340071096569e-15,1.2947600686651672e-15,2.4055961650951924e-26,4.249010283329663e-25,-1.6095598847919566e-27,-7.454510979014643e-25,1.058197877381275e-19,3.335255840532192e-20,2.0202167439992735e-20,2.072854407692968e-25,-1.646557705690158e-33,1.365601740236021e-28,2.4924692117611643e-27,3.0333553375617383e-30,9.171628595673323e-23,5.041632960026628e-29,8.634192283734016e-31,1.240977832967583e-32,3.76,0.0,0.7424036452127941,0.9999539166752922,4.85253582487126e-06,9.808596997028992e-15,4.980651236891143e-08,6.209685228420416e-06,5.072402081759123e-06,5.662419174752502e-14,1.3737345223800223e-16,1.5139092168748005e-08,8.443590424912847e-10,1.13195966076568e-06,4.174542030115214e-06,4.677713038754734e-11,3.6441457192341755e-09,1.1102669755110142e-13,9.534163741465377e-10,5.161130516694498e-10,2.5122944855183303e-12,7.196291219245139e-09,4.944685089192311e-15,1.1006434125185709e-13,3.5619334116805496e-17,2.1417205410088474e-10,1.1983451899943207e-15,3.549941571777652e-13,7.183534619256425e-14,1.0438669706991343e-12,7.76745096568908e-19,3.59275687257496e-05,1.8505949797899137e-24,8.154393092281191e-21,1.3297165776433965e-19,7.8261293383453e-12,3.931137897700186e-12,1.7063777449492138e-19,6.008167254597684e-19,8.796666337972132e-20,8.941313337240713e-17,8.853526926025052e-16,2.584924538780669e-09,2.01671478714613e-17,1.0532048326908951e-13,2.866703292071587e-14,1.3552244531927729e-16,2.7738864874591183e-19,8.417426863761594e-19,2.2144948209003803e-14,5.501699038636643e-10,2.180634839638923e-16,1.0445777591142973e-14,2.848470263546113e-17,6.725875017085899e-14,3.2586047923626795e-20,1.952840303049505e-28,1.2704510078396903e-28,1.2698308112857809e-21,3.017499668499424e-26,1.9844511602429138e-28,2.530740526212116e-21,1.247613734911975e-20,4.416732124613805e-23,1.7762923652205714e-11
6.502198295773157e-05,0.5070788233231406,3.013732318352451e-08,9.473996117211416e-09,1.7905666079990348e-08,1.7488541747970666e-06,0.0,0.0,1.4273060082946756e-06,2.475936649530985e-08,3.595413537655128e-09,3.1550210079062413e-06,8.412191122721765e-20,8.992747277528796e-27,1.317497476694359e-22,1.4243638184984502e-17,2.6126159567248252e-15,1.3828502232170775e-15,2.5183924872866955e-26,-7.335474086806146e-25,-1.295901173402563e-25,1.20361714610962e-24,1.0898124973993016e-19,3.652258710073909e-20,2.1144732387057223e-20,2.2909642892617774e-25,4.338573525819536e-34,1.756412344674848e-28,2.7519206620084452e-27,3.249646310196032e-30,9.656279255082647e-23,5.435717687681777e-29,9.3861263030999e-31,1.4220372909288526e-32,3.76,0.0,0.7424031152763065,0.9999534868363347,5.125532781984077e-06,1.0470207470779051e-14,4.980642197763645e-08,6.392299866495759e-06,5.223626536521121e-06,5.662406345566528e-14,1.3737313886504516e-16,1.513903655547294e-08,8.443629301389028e-10,1.1661074117117652e-06,4.4268798542027686e-06,4.826056099849232e-11,3.979664667467671e-09,1.202989125968721e-13,9.842456706447496e-10,5.63685842064548e-10,2.6651378489857506e-12,7.432825683612361e-09,5.357942123564642e-15,1.1407627155035483e-13,3.6901395666484895e-17,2.2726851059775262e-10,1.2571470412958871e-15,3.7654655948298194e-13,7.410810330150902e-14,1.1073537947364267e-12,8.482141801004277e-19,3.592755316057765e-05,2.0211089785236234e-24,8.903336666929307e-21,1.4124939334539e-19,8.047479135169834e-12,4.162182265297322e-12,1.8219519243423292e-19,6.376120660435064e-19,9.352261840066717e-20,9.738603089020439e-17,9.38010428606346e-16,2.5983974592146573e-09,2.1982001621874585e-17,1.1009136490663748e-13,2.9983304022832475e-14,1.4776548863883927e-16,3.022678396484266e-19,9.412581037922131e-19,2.438089072775327e-14,5.50168014403936e-10,2.4008813671096097e-16,1.1647834429871155e-14,3.0111696089196874e-17,6.725863049848515e-14,3.583743747129045e-20,2.155968035486664e-28,1.3984809251598734e-28,1.358087764647044e-21,3.3647414115153295e-26,2.1223760095651297e-28,2.793144170013688e-21,1.3205081661888683e-20,4.813726368467354e-23,1.7762986284831447e-11
6.685954700449958e-05,0.5070788342129439,3.013904120091156e-08,9.474699254650025e-09,1.838598750067015e-08,1.799596886779124e-06,0.0,0.0,1.4674651392830979e-06,2.61740925838223e-08,3.744533141398749e-09,3.2460369438632e-06,9.055610198131476e-20,9.270503247589068e-27,1.3225353678640045e-22,1.4656598969227724e-17,2.697898066537284e-15,1.4743631594977228e-15,2.633146975703085e-26,-8.819689869958835e-26,5.66165116374672e-26,2.540026123525901e-25,1.1214283516320828e-19,3.988698864118986e-20,2.2104004600992663e-20,2.5244699968957147e-25,1.7618023386491633e-33,2.281155468557906e-28,3.028874702740494e-27,3.473426402004747e-30,1.0152865594572541e-22,5.846006366979853e-29,1.019353542547521e-30,1.6234930911380656e-32,3.76,0.0,0.7424025778748049,0.9999530495874316,5.405952236075101e-06,1.115377225959616e-14,4.980633173530149e-08,6.574919322648851e-06,5.374852653003436e-06,5.662393491243421e-14,1.3737282995621572e-16,1.513897816925305e-08,8.443660975657477e-10,1.2002556044385518e-06,4.686632944981739e-06,4.9748677604705154e-11,4.335183622777922e-09,1.3006558288739205e-13,1.015296451631438e-09,6.140975399826512e-10,2.8224964232041155e-12,7.670756696495312e-09,5.7932499354252955e-15,1.1811593883696796e-13,3.8192356009687724e-17,2.407546109564694e-10,1.3173670617769631e-15,3.9871081058064375e-13,7.638653213868668e-14,1.1727541243573374e-12,9.239408827942616e-19,3.592753762898846e-05,2.2018061197206456e-24,9.69681786159059e-21,1.4979146150101252e-19,8.268835964849678e-12,4.399804771262451e-12,1.9420139593659024e-19,6.755651197609239e-19,9.925867567526128e-20,1.058146258201119e-16,9.92206877683243e-16,2.610784351689934e-09,2.3901531266011518e-17,1.1490382392630228e-13,3.131133787860559e-14,1.6073457988411765e-16,3.2859228633305326e-19,1.049118645423431e-18,2.6773459576481603e-14,5.501660165339566e-10,2.63656062972611e-16,1.2948549868828174e-14,3.178056461800931e-17,6.725852220488782e-14,3.9313700796843645e-20,2.373717085949211e-28,1.535451285041188e-28,1.4494461532238028e-21,3.7404828609980965e-26,2.2651475824898997e-28,3.0734841935453105e-21,1.3954712443682573e-20,5.233591533557468e-23,1.7763034583902224e-11
6.869711105126758e-05,0.5070788451015509,3.014075749818052e-08,9.475388007468498e-09,1.886631891823917e-08,1.8503424314675e-06,0.0,0.0,1.507576315865009e-06,2.76265398061379e-08,3.89461125506168e-09,3.337052871656327e-06,9.731244372787787e-20,9.549208650774827e-27,1.33157001859679e-22,1.506956143433023e-17,2.7831857339264094e-15,1.569345402042113e-15,2.7502867142248177e-26,1.266465932526744e-24,3.597730490329248e-25,-2.065964773757279e-24,1.153045208063289e-19,4.345151012121628e-20,2.3079951857765324e-20,2.7738657859535818e-25,-1.61448431744873e-33,1.7453074420533088e-28,3.323903890269929e-27,3.704694741544245e-30,1.066140825201871e-22,6.272583373535527e-29,1.1036039396915072e-30,1.8468695519328956e-32,3.76,0.0,0.7424020330083337,0.9999526049293186,5.693794360391879e-06,1.185929287423668e-14,4.9806241642508064e-08,6.757543647694977e-06,5.526079246448787e-06,5.662380612033553e-14,1.373725182102222e-16,1.513891722500755e-08,8.443686010432778e-10,1.234403969955084e-06,4.95380134725259e-06,5.124147756436125e-11,4.7112817210685355e-09,1.4034133209192837e-13,1.0465724320550414e-09,6.67430444680272e-10,2.984369090211836e-12,7.910107077810556e-09,6.2512607438176415e-15,1.2218379277394784e-13,3.9492359509889633e-17,2.546301761139872e-10,1.3790155687521448e-15,4.2148505963563876e-13,7.867079890886845e-14,1.2400721664407705e-12,1.0040484344017904e-18,3.5927521701650084e-05,2.3929764069520223e-24,1.0536130504471429e-20,1.5859920538845853e-19,8.49019814501443e-12,4.644005643143184e-12,2.0666278858352939e-19,7.1468106579232345e-19,1.0517566146247419e-19,1.1471104152264877e-16,1.0479431806191744e-15,2.622169930174297e-09,2.592854752373417e-17,1.197555467901607e-13,3.265047868936492e-14,1.744518155157357e-16,3.564027212394135e-19,1.1657479972968442e-18,2.9329187971257033e-14,5.501639182125284e-10,2.888316519053528e-16,1.4353094285651303e-14,3.349116686824877e-17,6.72584136061149e-14,4.3024195161931487e-20,2.606720516398933e-28,1.6817375589414474e-28,1.543912995713925e-21,4.1462175694773733e-26,2.4127768383787273e-28,3.372380515936525e-21,1.4725026134290644e-20,5.676941015603111e-23,1.776306965581362e-11
7.053467509803559e-05,0.5070788559889348,3.014247207428863e-08,9.47606348694246e-09,1.9346656640726357e-08,1.9010908047609562e-06,0.0,0.0,1.5476395086291462e-06,2.9116581349549292e-08,4.045598179086076e-09,3.4280687768703383e-06,1.0438649179592068e-19,9.82872221416663e-27,1.3276590745960985e-22,1.5482522348360047e-17,2.8684784438614236e-15,1.6678434513992813e-15,2.8692000889680275e-26,-8.687964304629716e-25,-1.0473772003970026e-25,1.2526479051599235e-24,1.1846628426306572e-19,4.722189866590714e-20,2.407254055645098e-20,3.0398330548968514e-25,-4.136394896350605e-35,1.914007508025729e-28,3.637580764511229e-27,3.943452313505347e-30,1.1181922582392924e-22,6.715511277403544e-29,1.1914005564072328e-30,2.0938312343646506e-32,3.76,0.0,0.7424014806769869,0.999952152862618,5.98905927075565e-06,1.2586770672156606e-14,4.9806151699838316e-08,6.94017289799851e-06,5.677305139404385e-06,5.6623677081120665e-14,1.373721992869511e-16,1.5138853920998614e-08,8.443704924670184e-10,1.268552240974797e-06,5.228385047738967e-06,5.2738958193292945e-11,5.108537941697497e-09,1.5114114007266588e-13,1.0780773170009768e-09,7.237668338186492e-10,3.150754599469489e-12,8.15090068433407e-09,6.732642653113655e-15,1.2628029262406722e-13,4.080155341082242e-17,2.688950226653656e-10,1.4421030623445048e-15,4.44867493523281e-13,8.096107280903694e-14,1.3093122255165412e-12,1.088660006281019e-18,3.5927505117384345e-05,2.5949069603962647e-24,1.1422569655524562e-20,1.6767398105949147e-19,8.711564003534567e-12,4.894785077507763e-12,2.195857932533028e-19,7.549650669701409e-19,1.112743996136874e-19,1.240873584402227e-16,1.1052203662624026e-15,2.6326323131396728e-09,2.8065851155219226e-17,1.2464435928472072e-13,3.400011013220588e-14,1.8893938767654303e-16,3.8573982072173693e-19,1.2915773773673072e-18,3.2054720867082436e-14,5.501617267833605e-10,3.156803939622004e-16,1.5866788712075277e-14,3.5243369499577387e-17,6.725828562867353e-14,4.6978452407983474e-20,2.8556287567521122e-28,1.8377222936317692e-28,1.6414953777944625e-21,4.583482604259347e-26,2.5652748410995174e-28,3.690454450116049e-21,1.5516017643481245e-20,6.144386036753489e-23,1.7763092521174858e-11
7.23722391448036e-05,0.507078866875069,3.014418492819511e-08,9.476726717325e-09,1.982699699134228e-08,1.9518420025564547e-06,0.0,0.0,1.587654688410247e-06,3.0644090625946954e-08,4.197448243810558e-09,3.5190846461997154e-06,1.118003396594309e-19,1.0109168725814375e-26,1.3278083476640307e-22,1.5895478547752754e-17,2.95377579835009e-15,1.7699037831494742e-15,2.9898460162052245e-26,-1.2966642000863294e-24,-3.2321864168057094e-25,2.19059307448685e-24,1.216280968926266e-19,5.1203901472498864e-20,2.5081735320343737e-20,3.3229802184755316e-25,5.1128552695498166e-33,3.352524621871134e-28,3.97047786877825e-27,4.1897020711375524e-30,1.1714441609498322e-22,7.174808944380937e-29,1.2818493337139443e-30,2.366484790046018e-32,3.76,0.0,0.7424009208809079,0.9999516933867991,6.291747025818096e-06,1.3336206891752778e-14,4.980606190789132e-08,7.1228071350387034e-06,5.828529161196161e-06,5.662354779154694e-14,1.373718892271558e-16,1.513878844014214e-08,8.443718197033158e-10,1.302700151785606e-06,5.510383975432521e-06,5.424111676487912e-11,5.52753109039708e-09,1.624803509014698e-13,1.1098148015910722e-09,7.831889610429027e-10,3.3216515684499107e-12,8.393162323588774e-09,7.238080011257523e-15,1.3040590504872772e-13,4.21200881787417e-17,2.835489639311047e-10,1.5066402279879345e-15,4.688563386799746e-13,8.32575260125827e-14,1.3804787034389544e-12,1.1778987744259171e-18,3.592748882406954e-05,2.807910561080099e-24,1.235743168533032e-20,1.7701715763408769e-19,8.932931880848962e-12,5.152143240065844e-12,2.329768526369916e-19,7.964222645780695e-19,1.175557115634039e-19,1.3395561424889922e-16,1.164039668365287e-15,2.642243536417034e-09,3.0316232994198214e-17,1.295682182668809e-13,3.5359653021281776e-14,2.042195837978382e-16,4.166443929610063e-19,1.4270453586505388e-18,3.495681526300664e-14,5.501594490237816e-10,3.442688838867757e-16,1.74951084882311e-14,3.703704718793198e-17,6.725817408879809e-14,5.1186180009313935e-20,3.1210864904264366e-28,2.0037951532958441e-28,1.742200469282217e-21,5.0538596091681056e-26,2.7226527837661054e-28,4.0283287183363505e-21,1.6327688665364802e-20,6.636535652841927e-23,1.7763104119746033e-11
7.445774094386488e-05,0.5070788792284943,3.0146126805369856e-08,9.477465784420143e-09,2.0372146967766733e-08,2.009444344550093e-06,0.0,0.0,1.6330108086138597e-06,3.2422934730463437e-08,4.3707797752503524e-09,3.622380991805161e-06,1.2063677427004733e-19,1.0428639780817881e-26,1.33654873065855e-22,1.6364144154851893e-17,3.0505873438578783e-15,1.890109337117999e-15,3.1300196542106227e-26,3.6311910861302616e-26,-1.2669471106910832e-25,-3.4670159661093903e-26,1.2521655606694418e-19,5.598683087675182e-20,2.624717950580792e-20,3.6657886610388697e-25,-1.4350041382460408e-34,5.189601852397219e-28,4.372301950922851e-27,4.478287220904978e-30,1.2333384528628718e-22,7.716027617263337e-29,1.3864315075252642e-30,2.7093888791980716e-32,3.76,0.0,0.7424002765097663,0.9999511629405035,6.644268385024955e-06,1.4213366536987495e-14,4.9805960183912733e-08,7.330089861527444e-06,6.000153707393112e-06,5.662340075868426e-14,1.373715326013321e-16,1.5138711699962618e-08,8.443726982446379e-10,1.341454780795892e-06,5.839415624124799e-06,5.595162148869542e-11,6.030124559517265e-09,1.7602292679183819e-13,1.1461210004991914e-09,8.544712113631775e-10,3.5210709026872406e-12,8.66992275376486e-09,7.84174580807789e-15,1.3512404348138316e-13,4.362803638567908e-17,3.0065126993558865e-10,1.5816552680114637e-15,4.968144089337061e-13,8.587154172470897e-14,1.463587033823514e-12,1.28493999974434e-18,3.59274697785113e-05,3.0634335306079907e-24,1.3478739223020559e-20,1.8794790146361074e-19,9.184168712518036e-12,5.452196330360357e-12,2.4874996134483277e-19,8.449009779474726e-19,1.2490676839672372e-19,1.4576653284965486e-16,1.2326649133440955e-15,2.6522042724914653e-09,3.301076676743806e-17,1.3519647390286904e-13,3.6913955572548125e-14,2.225500958376623e-16,4.536693264662364e-19,1.5930334078616995e-18,3.847308617068729e-14,5.5015676724046e-10,3.7890819531594486e-16,1.9489139770953158e-14,3.912283849895097e-17,6.725804876802261e-14,5.628124388812814e-20,3.4432567783374903e-28,2.2050001795879474e-28,1.8602857875178883e-21,5.629880418542244e-26,2.907191716945909e-28,4.436569692061831e-21,1.727392353687525e-20,7.225787432867509e-23,1.7763104729519256e-11
7.654324274292616e-05,0.5070788915802384,3.014806646156153e-08,9.478191545360883e-09,2.091729027915933e-08,2.067050313381934e-06,0.0,0.0,1.678305006073809e-06,3.4249692398317224e-08,4.5451131658504e-09,3.7256772589105736e-06,1.2991993279359067e-19,1.0749250529070411e-26,1.3415752964956453e-22,1.6832794998270376e-17,3.147404133181053e-15,2.0150310146558824e-15,3.2731289308037153e-26,-9.630661028609381e-25,-3.608512081547784e-25,1.0213841298211911e-24,1.28805016321428e-19,6.105813669893425e-20,2.743392986291493e-20,4.0323087110067803e-25,-1.4636036909709963e-33,8.665933408676594e-28,4.800457360141789e-27,4.776580238066521e-30,1.2967847053789058e-22,8.278521250740192e-29,1.494864732604074e-30,3.0905867319384997e-32,3.76,0.0,0.7423996225242134,0.9999506229531978,7.0063507296778236e-06,1.5118812991309254e-14,4.980585865571329e-08,7.537379200139984e-06,6.17177265064509e-06,5.6623253409475643e-14,1.3737117048366025e-16,1.5138632599248784e-08,8.443729660302012e-10,1.3802082213284313e-06,6.177998087993783e-06,5.7668144001512527e-11,6.562307311115965e-09,1.903041037896459e-13,1.1827369191692446e-09,9.299541498881982e-10,3.726296889288987e-12,8.948645976018027e-09,8.478350757600135e-15,1.3988098605143246e-13,4.5148432748455375e-17,3.182542310614324e-10,1.6585677750781933e-15,5.255488789497737e-13,8.849400304599865e-14,1.5491892330230848e-12,1.3982798028587108e-18,3.592745010969775e-05,3.3340155626285945e-24,1.4665989317678643e-20,1.9922818394545663e-19,9.435403629914497e-12,5.760723541630169e-12,2.6514375826856827e-19,8.949048971409485e-19,1.3249523948802445e-19,1.5824401613586876e-16,1.303279269241162e-15,2.661243137061128e-09,3.585858374441312e-17,1.408647760241457e-13,3.847958013035189e-14,2.419632550931375e-16,4.928250678066957e-19,1.772673488669548e-18,4.2235848330344025e-14,5.501539906933014e-10,4.1597634861142467e-16,2.1646564682600737e-14,4.126173744744024e-17,6.725791009224811e-14,6.173025635013387e-20,3.7886055136577875e-28,2.4203020386291417e-28,1.9824135100549456e-21,6.25310085724425e-26,3.0980477944871335e-28,4.872033355484101e-21,1.8246781598133668e-20,7.848525709986187e-23,1.7763093106850575e-11
7.862874454198744e-05,0.5070789039302642,3.015000389529711e-08,9.478905153532705e-09,2.1462421612847173e-08,2.1246599030459732e-06,0.0,0.0,1.7235372393125227e-06,3.612417962499749e-08,4.720397630495693e-09,3.828973432457611e-06,1.3967224063674523e-19,1.1070998430728535e-26,1.3433108234648815e-22,1.7301426500797532e-17,3.244225907148094e-15,2.144736629089402e-15,3.419154830897714e-26,-3.528101343218093e-25,-2.487776072418072e-25,7.654418154350766e-25,1.323934387917834e-19,6.642622064806708e-20,2.864193774090161e-20,4.423310912500467e-25,2.9519087852570177e-33,1.2521807920322443e-27,5.255781176770143e-27,5.0845632148009936e-30,1.3617870596790946e-22,8.862322719712628e-29,1.6074558393188326e-30,3.513811527029808e-32,3.76,0.0,0.7423989589246954,0.9999500734248085,7.3779938800556985e-06,1.6052547731094468e-14,4.980575732413507e-08,7.744675260957767e-06,6.343384306686798e-06,5.662310574100903e-14,1.3737081879120854e-16,1.5138551344635637e-08,8.443726770696951e-10,1.4189600912539168e-06,6.5261309959657115e-06,5.939068011779144e-11,7.1249244943481595e-09,2.0534808271893823e-13,1.2196679117038138e-09,1.0097578832751516e-09,3.937326888681281e-12,9.229371964538046e-09,9.148974230770055e-15,1.4467743456391306e-13,4.6681502250410205e-17,3.3635756713766055e-10,1.737394259081701e-15,5.550573590086221e-13,9.112517544973212e-14,1.6372921884428539e-12,1.5180980968543217e-18,3.5927430755978586e-05,3.620103848457581e-24,1.5921083879457487e-20,2.1086006789149602e-19,9.686634253313745e-12,6.0777249736271315e-12,2.8216775826102933e-19,9.46441450735222e-19,1.403223140760918e-19,1.7140546261521749e-16,1.3758842780251327e-15,2.6694413714208237e-09,3.8863717573814726e-17,1.4657067798437126e-13,4.0055833051188276e-14,2.6249208470159544e-16,5.341711090097894e-19,1.966639483015145e-18,4.625550695848815e-14,5.501511270448281e-10,4.555758941910593e-16,2.3976147144607634e-14,4.345359210813193e-17,6.725778891723732e-14,6.754824082184145e-20,4.158139799412149e-28,2.650304126984583e-28,2.10859464094266e-21,6.926052518071573e-26,3.2952381957300555e-28,5.3356368351965255e-21,1.924626107207876e-20,8.50563076483914e-23,1.776307031228457e-11
8.071424634104872e-05,0.5070789162785346,3.015193910517451e-08,9.479607663219437e-09,2.2007535675505197e-08,2.1822731075334662e-06,0.0,0.0,1.7687074672648856e-06,3.804621277683743e-08,4.8965871397215975e-09,3.932269498692555e-06,1.4990328551408755e-19,1.139396333152437e-26,1.3489086498391108e-22,1.7770034121569162e-17,3.3410524704092647e-15,2.2792939446317425e-15,3.569165722357534e-26,9.044118277204302e-25,1.7020845414825724e-25,-1.1976307346860689e-24,1.3598179166281474e-19,7.20994843626094e-20,2.9871161135519066e-20,4.839350384096547e-25,-4.5838188081305645e-33,1.1982026438843676e-27,5.739110546143166e-27,5.402164217989382e-30,1.4283488664997646e-22,9.467558456031135e-29,1.7194032165656585e-30,3.981889741671716e-32,3.76,0.0,0.7423982857117434,0.9999495143573672,7.759197563049048e-06,1.7014572164461212e-14,4.9805656190019115e-08,7.951978160049451e-06,6.5149869994036555e-06,5.66229577588282e-14,1.373704591615367e-16,1.513846812472332e-08,8.44371880630404e-10,1.4577100103492492e-06,6.88381388319795e-06,6.111922558100546e-11,7.718820850276736e-09,2.2117971067837998e-13,1.2569193149716052e-09,1.0940024613286478e-09,4.154158042963816e-12,9.51214177486056e-09,9.854724429522974e-15,1.495140941188934e-13,4.8227468853436474e-17,3.5496099757248726e-10,1.818151552882713e-15,5.853375375589924e-13,9.376532923298954e-14,1.7279029468129991e-12,1.6445746142164112e-18,3.59274106409217e-05,3.922117661426237e-24,1.7245927459584224e-20,2.2284563813268484e-19,9.937858215533345e-12,6.4032006762262836e-12,2.998315119280875e-19,9.995180333069139e-19,1.4838917721652084e-19,1.8526820082025767e-16,1.4504813220686503e-15,2.6768730727302187e-09,4.203018566371077e-17,1.5231190067622822e-13,4.164206816358902e-14,2.8416976304971485e-16,5.77766806935854e-19,2.1756162960157264e-18,5.054265520555474e-14,5.501481832910065e-10,4.978112347063036e-16,2.648693424532913e-14,4.5698260211234617e-17,6.725766161012276e-14,7.375051942975551e-20,4.55289766349656e-28,2.895621960403657e-28,2.2388404012659936e-21,7.651348775051283e-26,3.4987804414031082e-28,5.828299752946105e-21,2.027235340986354e-20,9.197979333822479e-23,1.7763037314602882e-11
8.279974814011e-05,0.5070789286250129,3.0153872089807124e-08,9.48030003542159e-09,2.2552627191635388e-08,2.2398899208329843e-06,0.0,0.0,1.813815649279332e-06,4.0015608590548684e-08,5.073640009481562e-09,4.03556544505224e-06,1.606133929945051e-19,1.1718068105929948e-26,1.3512967156664836e-22,1.8238613305651284e-17,3.437883675672038e-15,2.4187706741975635e-15,3.7218034368934756e-26,-5.232358587852653e-25,2.1441327377397017e-26,3.0581043511674186e-25,1.3957004110006225e-19,7.808632930820376e-20,3.1121555753545456e-20,5.281501398330881e-25,-1.6743691849399046e-33,1.0584729595226554e-27,6.251282686559869e-27,5.729342416449887e-30,1.4964731384415864e-22,1.0094285124025971e-28,1.837129923904094e-30,4.4973088709009676e-32,3.76,0.0,0.7423976028859732,0.9999489457517865,8.149961412484098e-06,1.8004887646911847e-14,4.9805555254208666e-08,8.159288018938885e-06,6.686579060195345e-06,5.662280946337748e-14,1.3737009395970944e-16,1.5138383111659456e-08,8.443706216570012e-10,1.4964576001506117e-06,7.251046191515748e-06,6.285377606355066e-11,8.344840680182971e-09,2.378244888549964e-13,1.2944964484227568e-09,1.1828078725105635e-09,4.3767872764852945e-12,9.796997438150654e-09,1.0596738736635223e-14,1.5439167186254621e-13,4.978655817686077e-17,3.7406424215359095e-10,1.9008568159075644e-15,6.163871843866786e-13,9.641473948853212e-14,1.8210287136750125e-12,1.7778889038010107e-18,3.592738989682824e-05,4.2404858465400356e-24,1.8642427356897943e-20,2.351870013373695e-19,1.0189073162181127e-11,6.737150649653451e-12,3.181446061328365e-19,1.0541420099342696e-18,1.5669700972089696e-19,1.9984948954935705e-16,1.5270716661487916e-15,2.683605820237617e-09,4.5361989238882185e-17,1.5808632131079326e-13,4.3237683589141716e-14,3.0702962300268465e-16,6.236714610710859e-19,2.4002995612868746e-18,5.5108074631985095e-14,5.501451658195943e-10,5.427886297088051e-16,2.9188263720200084e-14,4.7995608341999506e-17,6.725751963294981e-14,8.035271491131668e-20,4.973942993012794e-28,3.156883253516883e-28,2.373162239293838e-21,8.431686953176737e-26,3.708692405732598e-28,6.350944274631027e-21,2.132505070446841e-20,9.926444621484008e-23,1.7762994997284203e-11
