Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702)
0.0004459779637011112,0.6103123876986035,3.2424902419905067e-06,1.0908646952435937e-06,4.007801764234446e-06,0.0030162998103592056,0.0,0.0,0.00010252122192469218,1.5085263039250282e-05,0.00018918347620030564,0.003983853201988317,1.550988185812666e-13,2.1566961261203354e-18,3.118434236946061e-17,7.603368355318333e-19,2.872888992309174e-17,6.693387268144142e-15,8.29847688024047e-18,5.301548666332567e-26,2.5671740108454654e-23,-5.238258709392104e-26,1.1144344234275028e-20,2.0235438776564955e-19,8.146437892893774e-21,1.4099955568795465e-18,7.994616001736188e-30,1.7995255291461082e-27,4.805664914438301e-31,1.953498350698125e-33,1.0203656753351874e-21,1.444601045952622e-26,3.1755021562023695e-25,1.284932628192385e-26,3.76,0.0,0.7628004623557315,0.9753558070090672,0.021037512829232517,4.067889139435096e-18,6.876359831435614e-06,0.00937492084234075,0.0017320371447524683,2.317855003149777e-10,3.5162651703471857e-13,1.149959003518946e-06,1.254770619932309e-07,2.238103919018225e-05,0.019708043153461363,4.019740789496716e-06,0.0024578310501444873,2.4333198514181846e-06,0.0001560153145307814,0.0009183183773411073,5.760476235144972e-08,9.855068883671179e-05,7.6655822603202e-09,8.913093287900161e-13
0.0004489277426101239,0.6103161639302894,3.243608414675295e-06,1.0913093753918045e-06,4.008280088556366e-06,0.003035800738823143,0.0,0.0,0.00010245325563638938,1.5072862469903713e-05,0.00019135453368031158,0.0040098126497906655,1.5677394936278667e-13,2.1647591630490448e-18,3.1209342726853317e-17,7.660013920358452e-19,2.902399279795862e-17,6.816879219153496e-15,8.395069253286321e-18,-6.458135590380176e-26,2.6190178607991374e-23,6.383636719638892e-26,1.1226823800539511e-20,2.067351024976181e-19,8.224423720121287e-21,1.4477600452490238e-18,3.469093488886956e-30,4.124003507584607e-28,4.939931662026232e-31,7.259260695430135e-33,1.0385688443446367e-21,1.476534591960618e-26,3.2622061028831325e-25,1.3251940512573472e-26,3.76,0.0,0.7625685336529917,0.9751757289205744,0.021195076682269998,4.144597543882901e-18,6.876106011915677e-06,0.009439080699275544,0.001731938420068524,2.3173272686814706e-10,3.515464525030715e-13,1.1496969926990053e-06,1.2544094603806135e-07,2.2375493547243654e-05,0.01985654144643506,4.032601811940174e-06,0.002476759110789607,2.4543493443123898e-06,0.000157911278562549,0.0009260294693108842,5.7603476139931195e-08,9.872606326442986e-05,7.730357103494266e-09,9.08545204170206e-13
0.0004515825436282353,0.6103195634487235,3.244614144531777e-06,1.0917094565124726e-06,4.008708635918451e-06,0.0030533453396148396,0.0,0.0,0.00010239147965086776,1.5061557608231163e-05,0.0001933117473434749,0.004033171104524617,1.5828336870468665e-13,2.171953750280013e-18,3.1231837331108646e-17,7.711062053497137e-19,2.9290357336725546e-17,6.9290692770053985e-15,8.482169025199577e-18,-7.542590437081395e-27,2.668466207721583e-23,7.492869893445961e-27,1.1301153938577062e-20,2.1073227048238245e-19,8.294688660622377e-21,1.4823413739563107e-18,5.4763541345169145e-30,-7.168453178462953e-28,5.0631127185658635e-31,1.9542805003169787e-33,1.0550883384111385e-21,1.5056475731739254e-26,3.3416356178575196e-25,1.36224719118933e-26,3.76,0.0,0.7623598535576187,0.9750136933145531,0.02133685490892866,4.2143957162915466e-18,6.875877113018104e-06,0.009496820017382765,0.0017318488013948782,2.316852263370466e-10,3.5147438203912805e-13,1.1494611623852851e-06,1.2540844637381958e-07,2.237049377996153e-05,0.01999016133245079,4.044053223350786e-06,0.0024937776409382187,2.4732851220183575e-06,0.00015962514244947744,0.0009329717687507136,5.7602260652126595e-08,9.888072721554141e-05,7.788661963001911e-09,9.2423303778644e-13
0.0004539718645445356,0.6103226237451352,3.245518799836784e-06,1.0920694251234682e-06,4.00909281964159e-06,0.0030691304293512024,0.0,0.0,0.0001023354000212894,1.5051269383667095e-05,0.00019507583107875712,0.0040541896243243775,1.596432711297369e-13,2.1783811317659537e-18,3.125207796704243e-17,7.75705936147813e-19,2.953070887450382e-17,7.030888492768949e-15,8.56069158846113e-18,1.8698788590159265e-27,2.7124840109323765e-23,-1.841060713650228e-27,1.1368120244647092e-20,2.1437419126238978e-19,8.357989250142391e-21,1.5139492847410798e-18,6.37552730222182e-30,-1.1458124414174482e-27,5.175847897268365e-31,-3.842413873081645e-33,1.0700663905256458e-21,1.532146435150119e-26,3.4142811114531177e-25,1.396266790496286e-26,3.76,0.0,0.7621720866554467,0.97486788938642,0.021464431575183168,4.277832733448197e-18,6.8756707316059546e-06,0.009548781656633514,0.0017317675508676026,2.3164247232762385e-10,3.514095150598564e-13,1.1492488987218909e-06,1.253792007747579e-07,2.2365987300577465e-05,0.02011039604669509,4.054260216242753e-06,0.0025090807744549567,2.4903347615332376e-06,0.0001611736715689632,0.0009392217079447974,5.76011249575143e-08,9.901740378429145e-05,7.841142549950502e-09,9.384948320664322e-13
0.00045636118546083583,0.6103256847268687,3.246422984569168e-06,1.0924292962289514e-06,4.009475630143428e-06,0.003084910733302451,0.0,0.0,0.0001022788729433293,1.5040875925051572e-05,0.00019684232600014132,0.004075204269596971,1.610044930128211e-13,2.184763021235136e-18,3.1272314368438665e-17,7.803107812515549e-19,2.9771649474559275e-17,7.133511076665188e-15,8.639338024326828e-18,2.7226804110740136e-27,2.756054701266204e-23,-2.6848149620022268e-27,1.1435154580445483e-20,2.180585092295191e-19,8.421347774279372e-21,1.546020054229497e-18,6.625075616316797e-30,-2.660171813514106e-28,5.290410509656317e-31,-2.357568536656037e-33,1.0851488171198958e-21,1.5589293024760236e-26,3.4880299647733017e-25,1.4309322929944628e-26,3.76,0.0,0.7619843625891365,0.9747221121220242,0.021591985708876722,4.3418581135536535e-18,6.875463998513133e-06,0.009600739695130058,0.0017316857605619677,2.315997150253673e-10,3.5134464307182055e-13,1.1490366197883963e-06,1.253499590163508e-07,2.236147478280057e-05,0.020230608768582778,4.0643738262199975e-06,0.002524371080446905,2.5073914144831373e-06,0.00016272791598158365,0.0009454734126162249,5.759995068650137e-08,9.915173459590577e-05,7.893628840412063e-09,9.528923418032522e-13
0.0004587505063771361,0.6103287463882217,3.2473267028629173e-06,1.0927890710453946e-06,4.0098571188969715e-06,0.0031006862508681276,0.0,0.0,0.00010222190635250796,1.5030379680144058e-05,0.00019861119061912393,0.0040962150400568175,1.6236700513857643e-13,2.1910997163216324e-18,3.1292546581306656e-17,7.849207383901997e-19,3.001317768068415e-17,7.236936856510207e-15,8.718106529051657e-18,-3.1842008768593397e-28,2.800161768629772e-23,3.225324717388433e-28,1.1502256008800531e-20,2.217854873202147e-19,8.484763319306558e-21,1.5785572056002671e-18,6.44254748032811e-30,3.1999373864721863e-28,5.406907302359542e-31,1.1857436407881834e-33,1.1003353360656558e-21,1.5859964415658468e-26,3.5628804226497576e-25,1.4662527910886824e-26,3.76,0.0,0.7617966813860125,0.974576361545243,0.02171951726935441,4.4064740367730115e-18,6.875256914830793e-06,0.009652694084794692,0.0017316034512699112,2.3155695447957196e-10,3.5127976674480283e-13,1.1488243258242276e-06,1.2532072114377967e-07,2.2356956500677996e-05,0.0203507994714323,4.074394694443316e-06,0.00253964856251063,2.5244550459469502e-06,0.000164287858604772,0.000951726877317988,5.759873916301852e-08,9.928375992408825e-05,7.946120739697067e-09,9.674260320395946e-13
0.00046113982729343634,0.6103318087233692,3.248229959452913e-06,1.0931487508920631e-06,4.010237335356044e-06,0.003116456981469954,0.0,0.0,0.00010216450798161319,1.5019783024497589e-05,0.00020038238417610006,0.004117221935422735,1.6373077910847246e-13,2.197391409182709e-18,3.131277465174676e-17,7.895358146555484e-19,3.025529204386608e-17,7.341165640136957e-15,8.79699532940133e-18,-3.7351776245967056e-29,2.8449722207942114e-23,4.23845838330324e-29,1.1569426260719688e-20,2.2555538530261317e-19,8.548235006240341e-21,1.6115642607341007e-18,6.542321196650158e-30,4.935716101192849e-28,5.525305812132515e-31,1.9646066275459214e-33,1.1156256477254107e-21,1.6133501770286853e-26,3.638843865018063e-25,1.5022365259821003e-26,3.76,0.0,0.7616090430717576,0.9744306376786577,0.021847026217662564,4.471682682352154e-18,6.875049481641948e-06,0.009704644778471383,0.0017315206428264276,2.31514190740018e-10,3.512148851538634e-13,1.148612017065752e-06,1.2529148713101127e-07,2.2352432714668268e-05,0.020470968129976654,4.08432345815011e-06,0.002554913224630032,2.5415256209871414e-06,0.00016585348244878672,0.0009579820967451879,5.759749140978831e-08,9.941351935966255e-05,7.998618093698924e-09,9.820963660427341e-13
0.0004635291482097366,0.6103348717265878,3.249132758401692e-06,1.0935083370553314e-06,4.010616326644139e-06,0.003132222924551987,0.0,0.0,0.00010210668537215588,1.5009088265891193e-05,0.00020215586660927697,0.00413822495541779,1.650957870851644e-13,2.203638425748838e-18,3.1332998628062064e-17,7.941560046356054e-19,3.049799115269193e-17,7.446197216435463e-15,8.87600268166566e-18,-1.2686441585126634e-28,2.8903360323315137e-23,1.3216422597302296e-28,1.1636664087694638e-20,2.2936846409670837e-19,8.611761975799805e-21,1.6450447401433679e-18,6.646158363575297e-30,4.274079496350368e-28,5.645582109095103e-31,1.842235295054232e-33,1.1310194767881669e-21,1.640990393989795e-26,3.7159331322431984e-25,1.538892077702834e-26,3.76,0.0,0.7614214476705325,0.9742849405436543,0.021974512516425647,4.537486228626571e-18,6.874841700022581e-06,0.009756591729881492,0.0017314373541785998,2.3147142385505285e-10,3.511499990617796e-13,1.148399693746689e-06,1.2526225703251906e-07,2.234790367332096e-05,0.020591114720255273,4.09416075075998e-06,0.002570165071147699,2.558603105116755e-06,0.0001674247706132969,0.0009642390657245523,5.7596208840573085e-08,9.954105183863189e-05,8.051120814331166e-09,9.969038053580938e-13
0.00046591846912603685,0.6103379353922246,3.2500351039086234e-06,1.0938678307661252e-06,4.0109941379853835e-06,0.003147984079579313,0.0,0.0,0.00010204844588082548,1.49982976467295e-05,0.00020393159854192696,0.004159224099769247,1.6646200154985758e-13,2.2098410288059e-18,3.1353218555454575e-17,7.987813087407292e-19,3.074127361560944e-17,7.552031355571222e-15,8.955126871796417e-18,6.606660906358971e-29,2.9361178960455955e-23,-6.764311560997707e-29,1.1703970241787207e-20,2.332249835163884e-19,8.675343386002341e-21,1.6790021629382153e-18,6.777797327233336e-30,3.747352362308675e-28,5.76778496819022e-31,1.546513617064619e-33,1.1465165244417413e-21,1.6689189205538062e-26,3.7941581561166435e-25,1.5762281735703733e-26,3.76,0.0,0.7612338952050477,0.9741392701604817,0.02210197612977412,4.603886853121335e-18,6.87463357104666e-06,0.00980853489360289,0.0017313536034298358,2.3142865387314496e-10,3.5108510809802587e-13,1.1481873560986607e-06,1.252330308458696e-07,2.2343369614140495e-05,0.020711239219549777,4.10390720189666e-06,0.0025854041067469523,2.5756874640772744e-06,0.00016900170628660025,0.000970497779208934,5.759489258986563e-08,9.966639565287425e-05,8.103628772446088e-09,1.0118488098204943e-12
0.0004683077900423371,0.6103409997146828,3.2509369998459226e-06,1.0942272331954152e-06,4.011370812583844e-06,0.0031637404460382484,0.0,0.0,0.00010198979668472855,1.4987413345975827e-05,0.00020570954127327261,0.004180219368208545,1.678293955911799e-13,2.2159995020538755e-18,3.1373434478860875e-17,8.034117239405873e-19,3.098513808065211e-17,7.658667809163688e-15,9.03436621497286e-18,2.2858888102527996e-30,2.9823071166045556e-23,1.5828022012106812e-29,1.1771343999878237e-20,2.3712520496217815e-19,8.738978393483645e-21,1.7134400468039578e-18,6.881829289571445e-30,3.5484734807335817e-28,5.891940198280485e-31,1.525886087816477e-33,1.1621165030311584e-21,1.6971358671330274e-26,3.873527171564731e-25,1.6142536364205575e-26,3.76,0.0,0.7610463856966185,0.973993626548302,0.022229417023285777,4.670886732566184e-18,6.874425095786133e-06,0.009860474225053878,0.001731269407878718,2.3138588084191308e-10,3.510202126993128e-13,1.1479750043515403e-06,1.252038086124121e-07,2.233883076413992e-05,0.020831341606331114,4.113563437395917e-06,0.002600630336436522,2.5927786635964774e-06,0.00017058427274524213,0.0009767582322717518,5.7593543862082614e-08,9.97895884576497e-05,8.156141868135978e-09,1.0269318375575032e-12
0.00047069711095863736,0.6103440646884776,3.251838450188977e-06,1.094586545504227e-06,4.011746392031226e-06,0.0031794920234336824,0.0,0.0,0.00010193074480243597,1.4976437486473926e-05,0.000207489656710126,0.004201210760470913,1.691979425538546e-13,2.222114115172352e-18,3.139364644234548e-17,8.080472501923427e-19,3.122958321915089e-17,7.766106312220454e-15,9.11371905281636e-18,1.6238177678981216e-30,3.0289168153722153e-23,1.41966319005267e-29,1.183878580296914e-20,2.4106938959589975e-19,8.802666162100942e-21,1.748361908142507e-18,6.990762515730766e-30,3.5607034561169586e-28,6.018065333868721e-31,1.5584563454605345e-33,1.1778191080796245e-21,1.725642853270754e-26,3.954048616397543e-25,1.6529773215023753e-26,3.76,0.0,0.7608589191653393,0.9738480097253259,0.022356835163807206,4.738488043012765e-18,6.8742162753119335e-06,0.009912409680403746,0.0017311847841270675,2.3134310480898554e-10,3.5095531268690603e-13,1.1477626387337112e-06,1.2517459033785328e-07,2.2334287341366158e-05,0.020951421860109176,4.123130079657581e-06,0.002615843765507532,2.6098766690885896e-06,0.00017217245334579746,0.0009830204200915805,5.759216370830499e-08,9.991066733484416e-05,8.208659978525174e-09,1.0421533451448556e-12
0.0004754757527912379,0.610350196567932,3.2536400292844115e-06,1.0953049043079942e-06,4.012494422223801e-06,0.003210980809165054,0.0,0.0,0.00010181146011787729,1.495421925447009e-05,0.0002110562569648342,0.004243181915428703,1.7193839190767877e-13,2.2342128545998803e-18,3.143405866406729e-17,8.173336298520638e-19,3.1720210367449635e-17,7.983388307762158e-15,9.272758732464876e-18,-7.755457121511873e-30,3.1234042367013626e-23,2.4479596819873642e-29,1.1973872772144286e-20,2.4909069528782804e-19,8.930196750391796e-21,1.8196716201964016e-18,7.211837229803777e-30,4.081539768163349e-28,6.276309688833155e-31,1.8403031656600856e-33,1.2095310096266462e-21,1.783529723119872e-26,4.118585073968745e-25,1.732555286620032e-26,3.76,0.0,0.7604841151075792,0.9735568565143975,0.022611603060578127,4.875503657544939e-18,6.873797602968295e-06,0.01001626879194989,0.0017310143143825535,2.3125754392538556e-10,3.5082549942720424e-13,1.147337866785883e-06,1.2511616576644457e-07,2.2325187594674614e-05,0.021191515892650115,4.141997053053961e-06,0.0026462322445896325,2.644092962043764e-06,0.00017536559088179935,0.0009955499813277765,5.758931333667142e-08,0.00010014662819626681,8.313710806265282e-09,1.073013616730106e-12
0.0004802543946238385,0.6103563309875856,3.255439870708397e-06,1.0960229159972256e-06,4.0132385262053176e-06,0.003242450433221201,0.0,0.0,0.00010169064456866427,1.4931658736498607e-05,0.00021463110792133922,0.004285137562609049,1.7468314637839456e-13,2.2461394113023097e-18,3.147445556095484e-17,8.26640438378192e-19,3.2213145020997935e-17,8.203874858015857e-15,9.432233215934237e-18,5.99970719351853e-30,3.219619633573297e-23,9.186254431241969e-31,1.2109230788163094e-20,2.5729099530484023e-19,9.057928685696772e-21,1.892959398831586e-18,7.447654337324625e-30,4.474701620207534e-28,6.542662264432974e-31,1.8769514490878205e-33,1.2416497853926163e-21,1.8425869527496627e-26,4.287840743826771e-25,1.8150344612381379e-26,3.76,0.0,0.7601094831669695,0.9732658106536609,0.022866279581439462,5.014951092005803e-18,6.873377562499183e-06,0.010120111893980393,0.0017308423124170562,2.3117197159394582e-10,3.5069566892180505e-13,1.1469130420409207e-06,1.2505775729481146e-07,2.2316071925171085e-05,0.02143152117486161,4.160513023821305e-06,0.0026765695922158226,2.6783360690832105e-06,0.00017858098752988527,0.0010080864265576825,5.7586349290857296e-08,0.00010037456225295235,8.4187803549905e-09,1.104433242314626e-12
0.00048503303645643905,0.6103624679048723,3.257238002458841e-06,1.096740588917347e-06,4.0139789768888315e-06,0.0032739008923545385,0.0,0.0,0.00010156834841375371,1.4908770848626369e-05,0.00021821392824237658,0.004327077700043114,1.7743200975510717e-13,2.2578959253725652e-18,3.151483746067808e-17,8.359676656665067e-19,3.270837758959561e-17,8.42756320487085e-15,9.5921302410953e-18,1.4371402825565175e-29,3.317573507683379e-23,9.841461036594455e-31,1.2244859532122317e-20,2.6567238912958e-19,9.185855654864932e-21,1.9682533186390083e-18,7.681307538649347e-30,4.541865803035209e-28,6.817280576291932e-31,1.8736701661520904e-33,1.2741729468282013e-21,1.9028219644534065e-26,4.461888734898428e-25,1.9004884001910145e-26,3.76,0.0,0.7597350234605348,0.9729748722551592,0.023120864506679804,5.1568477329320255e-18,6.87295616229093e-06,0.010223938664432528,0.0017306688861929574,2.3108638817944767e-10,3.5056582172134323e-13,1.146488166249283e-06,1.2499936508203617e-07,2.2306941749017564e-05,0.021671437579698607,4.178682834020095e-06,0.0027068558607510787,2.7126057170082725e-06,0.00018181851329033427,0.0010206297209908158,5.7583278727291e-08,0.00010059474398566782,8.523867726184429e-09,1.1364158127686391e-12
0.0004898116782890396,0.6103686072789162,3.2590344513966513e-06,1.0974579310510547e-06,4.0147160250289735e-06,0.003305332183606281,0.0,0.0,0.00010144461961219085,1.4885569704188532e-05,0.00022180444620078705,0.0043690023258252,1.8018479245753992e-13,2.269484513815637e-18,3.15552046819508e-17,8.453153027153811e-19,3.320589891187906e-17,8.654450328367878e-15,9.752437959691581e-18,9.499010607304128e-30,3.417272139800156e-23,1.0508949666840936e-29,1.2380758727397725e-20,2.7423698066976335e-19,9.313971486230923e-21,2.0455814285472775e-18,7.918823961073535e-30,4.464354280203345e-28,7.100333142212556e-31,1.8800966544137087e-33,1.307097959095563e-21,1.9642421645719408e-26,4.640801572149576e-25,1.988991806840423e-26,3.76,0.0,0.7593607360888863,0.9726840414184736,0.02337535763371145,5.3012109597648174e-18,6.872533410707241e-06,0.010327748792797948,0.0017304941345132122,2.3100079404109489e-10,3.504359583690415e-13,1.146063241138881e-06,1.249409892842709e-07,2.2297798362038927e-05,0.02191126499379399,4.196511267165961e-06,0.0027370911062543388,2.7469016331213195e-06,0.0001850780394939108,0.0010331798312515248,5.758010818778005e-08,0.00010080743872743569,8.628972023490517e-09,1.1689648926021042e-12
0.0004945903201216401,0.6103747490689992,3.260829243212398e-06,1.0981749500618898e-06,4.015449901262647e-06,0.0033367443042941246,0.0,0.0,0.0001013195039711138,1.4862068668384392e-05,0.00022540239933209247,0.00441091143811165,1.829413113916934e-13,2.28090727097562e-18,3.15955575337533e-17,8.546833404610654e-19,3.3705700238203756e-17,8.884532956485152e-15,9.913144922348541e-18,1.26912170618548e-29,3.5187195436380357e-23,1.3082078370832828e-29,1.2516928088396942e-20,2.82986877904698e-19,9.442270148685575e-21,2.1249717511542997e-18,8.161734864851102e-30,4.4073664259439035e-28,7.391990137614507e-31,1.8729436406289708e-33,1.3404222453651197e-21,2.0268548755279184e-26,4.824652052600595e-25,2.0806205376174608e-26,3.76,0.0,0.7589866211376513,0.9723933182319062,0.023629758775605587,5.4480581464061006e-18,6.8721093160213835e-06,0.010431541979609412,0.001730318147901875,2.309151895325059e-10,3.5030607939919904e-13,1.1456382684073062e-06,1.2488263005565594e-07,2.228864295125668e-05,0.02215100331617441,4.21400304894352e-06,0.002767275388116097,2.7812235456699276e-06,0.00018835943877788005,0.001045736725254888,5.757684367166329e-08,0.00010101290297071158,8.73409235484061e-09,1.2020840202848356e-12
0.0005041476037868412,0.6103870397401886,3.264413952825406e-06,1.099608047740384e-06,4.016908972969838e-06,0.0033995110245508588,0.0,0.0,0.00010106528560896432,1.4814217001365349e-05,0.00023261960525673697,0.004494683115126468,1.8846485633549186e-13,2.3032635565183398e-18,3.167622131835258e-17,8.734805822460433e-19,3.4712109861816434e-17,9.354270444338983e-15,1.0235712677788913e-17,1.3949549538432838e-29,3.726864896649008e-23,2.552361159571335e-30,1.2790076192585595e-20,3.010510412370339e-19,9.699392507411831e-21,2.2900509874496192e-18,8.660676900776282e-30,4.3547858530849885e-28,8.001792831914504e-31,1.8773587787267542e-33,1.4082581318264615e-21,2.155686894378912e-26,5.20745861467648e-25,2.2735632592166864e-26,3.76,0.0,0.7582389087731863,0.9718121951134627,0.02413828442516114,5.749273878708856e-18,6.871257130071815e-06,0.010639076382539586,0.001729962796149659,2.3074395079026242e-10,3.500462767016756e-13,1.1447881867347695e-06,1.2476596191037885e-07,2.22703003356239e-05,0.02263021233565231,4.247995275804137e-06,0.0028274913128190976,2.849944279989758e-06,0.00019498735353323414,0.0010708707418141737,5.757005434596889e-08,0.00010140312378412518,8.944377578253485e-09,1.270046444570454e-12
0.0005127491590855222,0.6103981092196717,3.2676347599890446e-06,1.1008968009020214e-06,4.0182132490943536e-06,0.0034559354878435037,0.0,0.0,0.00010083216591954336,1.477024524116128e-05,0.00023913806499340875,0.004570024551028491,1.934471123526508e-13,2.3228376208676396e-18,3.174877249339007e-17,8.904677817865192e-19,3.5625596342933124e-17,9.787925121413426e-15,1.0527281933360139e-17,1.4191882552669828e-29,3.920212181495154e-23,3.1890265641933434e-30,1.3036830694818432e-20,3.1796376331553373e-19,9.931370064712342e-21,2.4459556267337967e-18,9.124957888595662e-30,4.387570997427237e-28,8.581749737193908e-31,1.900489969152744e-33,1.470649273831596e-21,2.2757866052971941e-26,5.569605632629324e-25,2.4586853419063797e-26,3.76,0.0,0.7575665579160726,0.9712895531586488,0.024595641324053338,6.02903741409059e-18,6.870485650830198e-06,0.010825796611675443,0.0017296395194718853,2.3058980388827033e-10,3.498124060510779e-13,1.144022966848626e-06,1.2466101874491674e-07,2.2253760867321905e-05,0.023061194963764322,4.277483174302644e-06,0.0028815120031154794,2.9118791470599927e-06,0.0002010260311784065,0.001093514258153777,5.756367319752482e-08,0.00010173199568515084,9.13368026504308e-09,1.333197162750441e-12
0.0005213507143842031,0.6104091859384505,3.2708505505202975e-06,1.1021846122275644e-06,4.019510078615573e-06,0.0035122978083935077,0.0,0.0,0.00010059517932799277,1.4725480075380242e-05,0.0002456769257958435,0.0046453156972778385,1.984388991010449e-13,2.3419059404550555e-18,3.182128151126762e-17,9.075209445930968e-19,3.654635150063738e-17,1.0231871686316261e-14,1.0819983618345077e-17,1.944808942833248e-29,4.119319443607907e-23,1.155058404447381e-29,1.3284456321886891e-20,3.355098440340005e-19,1.0163852034097139e-20,2.6089763724648417e-18,9.60467090038323e-30,4.431049105941707e-28,9.192252250908882e-31,1.9278526103769085e-33,1.534292192284559e-21,2.399861804228361e-26,5.948889761267225e-25,2.655167092747863e-26,3.76,0.0,0.7568947664635912,0.9707672609425274,0.02505269788113397,6.317119074794727e-18,6.869709945363238e-06,0.011012457753799164,0.0017293133408692964,2.3043562863681197e-10,3.4957849273850816e-13,1.1432576178885558e-06,1.2455613155848413e-07,2.223719685112228e-05,0.023491887827563798,4.305951227079496e-06,0.002935368618021391,2.9738940699210636e-06,0.00020713365477445796,0.001116179303887323,5.755706052954132e-08,0.00010204105284242375,9.323021244909833e-09,1.3982486996727003e-12
0.0005299522696828841,0.6104202696906669,3.274061439782512e-06,1.1034715161349727e-06,4.020800269327559e-06,0.003568597979313561,0.0,0.0,0.00010035452991160607,1.4679977822887549e-05,0.00025223495487329735,0.004720556545253794,2.0343935571199991e-13,2.3604799289702896e-18,3.189374987095544e-17,9.246400226349352e-19,3.747433764939239e-17,1.0686082985711004e-14,1.111376380775221e-17,2.4312074527831632e-29,4.324243756902475e-23,1.484858017319666e-29,1.3532951576196655e-20,3.5370172445213523e-19,1.0396807712426035e-20,2.7792756262120976e-18,1.0099031876349322e-29,4.460027766231311e-28,9.834330499478236e-31,1.9650992780793717e-33,1.5991705193429307e-21,2.5279535740214182e-26,6.345739493958162e-25,2.863494018656445e-26,3.76,0.0,0.7562235345085462,0.970245318682392,0.02550945343380647,6.613620165983959e-18,6.8689300590243635e-06,0.01119905840908612,0.0017289845701144258,2.3028142690374359e-10,3.4934453958589717e-13,1.1424921488137248e-06,1.2445130116743077e-07,2.222061234594776e-05,0.023922290665892944,4.333424972580974e-06,0.002989061590440808,3.0359875079146706e-06,0.0002133095265711644,0.0011388657269621116,5.7550236950792364e-08,0.00010233150469439143,9.51239549197799e-09,1.4652207801228866e-12
0.000538553824981565,0.6104313602796883,3.2772675355253832e-06,1.104757544792342e-06,4.022084521585571e-06,0.003624835995904059,0.0,0.0,0.00010011040750666665,1.4633790008623781e-05,0.0002588109945909664,0.004795747086918834,2.0844767378919278e-13,2.3785707764059985e-18,3.196617900079695e-17,9.41824969328075e-19,3.8409520502823834e-17,1.1150529842285735e-14,1.1408571821366047e-17,-2.493350023427361e-30,4.535071284234992e-23,5.006619426775417e-29,1.378231500282533e-20,3.7255188859353007e-19,1.0630207566422527e-20,2.957015474605041e-18,1.0608588540059526e-29,4.479626380071137e-28,1.0509031678057413e-30,1.997042633207246e-33,1.66526756234854e-21,2.660102593613796e-26,6.760584298164718e-25,3.084164581685578e-26,3.76,0.0,0.7555528620607167,0.9697237265371558,0.02596590740767629,6.918642042791523e-18,6.868146036512207e-06,0.011385597263022016,0.001728653474128623,2.3012720051007402e-10,3.4911054934857965e-13,1.1417265683744729e-06,1.24346528369831e-07,2.2204010848730517e-05,0.024352403281939057,4.359929386718154e-06,0.003042591369730944,3.0981579369387875e-06,0.00021955296120280073,0.0011615733825262775,5.7543220245567264e-08,0.00010260448787693852,9.701798043269783e-09,1.5341328745313017e-12
0.000547155380280246,0.6104424575161131,3.2804689386468045e-06,1.1060427283290118e-06,4.0233634433390266e-06,0.003681011855525004,0.0,0.0,9.986298911547549e-05,1.4586963871495814e-05,0.0002654039580059785,0.004870887314804014,2.1346309456568538e-13,2.3961894527474646e-18,3.2038570263950545e-17,9.59075739521499e-19,3.935186898218502e-17,1.1625181182184562e-14,1.1704360033269677e-17,2.055292514566733e-31,4.75177777841352e-23,3.1623427592754086e-29,1.4032545188748638e-20,3.920728633490962e-19,1.0864023194126812e-20,3.1423576844428162e-18,1.1134098006159522e-29,4.498557868089378e-28,1.1217420295436979e-30,2.0205619011212477e-33,1.7325663363609628e-21,2.796349172429256e-26,7.193854430967071e-25,3.3176904052715145e-26,3.76,0.0,0.7548827490579514,0.9692024846160021,0.02642205930515093,7.232286133382479e-18,6.867357921767105e-06,0.011572073080681493,0.001728320283209671,2.2997295123188466e-10,3.488765247145184e-13,1.1409608851081928e-06,1.2424181394448673e-07,2.218739537601929e-05,0.024782225533657255,4.385488893558033e-06,0.003095958419009078,3.1604038506221453e-06,0.00022586328541824105,0.0011843021319981756,5.753602578369194e-08,0.000102861070378836,9.891224002200298e-09,1.6050042033690322e-12
