Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231)
1.5745560206004682e-10,0.47663774239415424,8.613408305008858e-17,2.2666847675388285e-19,8.189421863983716e-19,2.1491735258933335e-16,0.0,0.0,3.0611011294227375e-13,6.954831613524518e-21,1.5777354589452053e-25,2.510537769029813e-18,1.6973019707183123e-39,5.050513077385295e-50,3.8439131496430486e-36,9.231437513599612e-33,4.72490917864279e-35,7.564386116357422e-37,5.423782287304641e-52,3.843018412694661e-65,4.3006512551630924e-69,2.1380675673707336e-68,3.162166955355053e-37,4.733065001989055e-56,4.2266520926287977e-44,8.598451230592037e-63,3.062043030031716e-73,2.026266514251962e-69,1.3024248879360222e-72,9.042387959858433e-74,2.260314213414006e-46,1.3736354080133255e-67,2.2494848619309513e-72,1.0122925435856331e-77,3.76,0.0,0.6848834928576708,0.9999926024505086,2.9485365842176994e-22,1.6497664774685182e-40,1.2567706119032228e-12,1.256862211343111e-12,3.06099574770963e-13,1.9886633897556126e-22,9.567790975198812e-22,8.612977267546825e-17,2.7765137785353495e-20,9.948894645475525e-18,6.046664964366985e-19,3.057847136735404e-23,1.5538161552549682e-28,7.925237956506234e-33,2.1491436724684623e-16,1.0579902491938236e-29,4.135053971971593e-30,2.260425854777402e-19,4.0362228575210615e-37,3.4694172481035474e-26,1.1803818012900263e-25,1.9229375908064948e-25,5.103821222282312e-32,2.170944271996595e-31,3.52602808363409e-30,4.0101294206856395e-27,7.028287031038178e-42,7.397549185278905e-06,1.3251942918940027e-45,3.902381279347351e-42,2.1879453329827393e-42,1.2703146403512887e-21,5.90579426320998e-28,2.2579909782099652e-40,6.572979713791342e-35,2.538432499356475e-37,2.7538278892107397e-38,1.625726901061549e-36,2.1395325050854031e-19,3.7907843041234016e-43,9.236248151788639e-33,1.9358700810577074e-37,1.2731719085469347e-43,2.3540519606471816e-42,3.095866950073852e-44,5.756768889301918e-34,2.782019755220882e-22,1.4922759497896982e-38,7.234750389124041e-38,7.87877600445563e-39,1.6813052313194253e-20,3.063089865135963e-41,4.9883634195341284e-55,3.734254574181966e-60,4.525779217694494e-52
1.7336075745388928e-10,0.4766377423941654,1.0441309544612186e-16,2.7484794061089775e-19,9.927840409997665e-19,2.3662762028700953e-16,0.0,0.0,3.370312785495085e-13,8.430859841369989e-21,2.1057681136715868e-25,3.0445465854168495e-18,2.2653456563725705e-39,7.266850535554101e-50,4.6600502098862457e-36,1.232034637926692e-32,6.307402504218312e-35,1.1115384032616648e-36,8.775069916597817e-52,5.65429578721589e-65,8.414605408519746e-69,4.189957136710085e-68,4.6445148377079676e-37,8.431363658139698e-56,6.211859572178521e-44,1.6829577437089158e-62,5.4545832543476524e-73,3.9718876418621097e-69,2.55354021445212e-72,1.77252809331718e-73,3.321481753278177e-46,2.6921619552599666e-67,4.4096422420801896e-72,1.9843695025814218e-77,3.76,0.0,0.6848834928575129,0.9999920191570918,3.935470749309159e-22,2.424689875402543e-40,1.3837116125918095e-12,1.3838226517145382e-12,3.3701850404688376e-13,2.4904317259794227e-22,1.1326001917211361e-21,1.0440741722299078e-16,3.468680604803938e-20,1.2060276116700694e-17,7.329933491554864e-19,3.7067976450017627e-23,1.9386989043529556e-28,1.0475363453898782e-32,2.366236373400287e-16,1.326835733331057e-29,5.19227546262107e-30,2.740143955699054e-19,5.857145947476195e-37,4.4758526643391505e-26,1.4023167086249476e-25,2.3310386711294164e-25,6.811865839360765e-32,2.897513718407559e-31,4.706078773385928e-30,4.861519697283427e-27,1.0275313502146311e-41,7.980842570917802e-06,1.9324264725313986e-45,5.286547246857627e-42,2.9204447810501794e-42,1.398654050233165e-21,7.159262668935804e-28,3.0137945295731494e-40,8.772419480100293e-35,3.388012767290929e-37,4.046595435501091e-38,2.3675794942448912e-36,2.593594186737045e-19,6.132923196329625e-43,1.2327432568461382e-32,2.8447526182568136e-37,1.8825578924524538e-43,3.408325660746948e-42,4.549376949141185e-44,7.683418024120132e-34,3.7037931036632063e-22,2.1926822263055902e-38,9.675663162895239e-38,1.0550521071697974e-38,2.036869210159461e-20,4.088471849914525e-41,7.330726097675258e-55,5.487812538467416e-60,7.324247967374696e-52
1.8926591284773174e-10,0.4766377423941766,1.2444938968062177e-16,3.276813984199831e-19,1.1833526658539604e-18,2.5833808836844817e-16,0.0,0.0,3.679524265412323e-13,1.0048817973683428e-20,2.7401459305122123e-25,3.630247082348673e-18,2.94780814774469e-39,1.0205987065056046e-49,5.554858202256335e-36,1.603109887775512e-32,8.209079581619104e-35,1.579032383179407e-36,1.360965360992882e-51,8.042826166476928e-65,1.5525864528050037e-68,7.741068123553436e-68,6.594955532585211e-37,1.4277610849674575e-55,8.82597261350688e-44,3.106168217097423e-62,9.236763244859276e-73,7.340079409678739e-69,4.719938450693891e-72,3.275718386509297e-73,4.718574060897204e-46,4.9743244428921325e-67,8.14942728721248e-72,3.667283522301911e-77,3.76,0.0,0.6848834928573551,0.9999914609825855,5.121222522737945e-22,3.445130946465691e-40,1.5106507952162413e-12,1.5107831431266874e-12,3.6793720072457245e-13,3.0598789528012653e-22,1.3186870226346656e-21,1.244420817840521e-16,4.259778156454281e-20,1.4374658508193905e-17,8.736591475753704e-19,4.41814383332463e-23,2.3764445252718978e-28,1.352041662483597e-32,2.5833290718310306e-16,1.6342779820232645e-29,6.402825010594882e-30,3.265986281821329e-19,8.233312693632945e-37,5.646759572228173e-26,1.6384299509985186e-25,2.778379921363232e-25,8.863872649968248e-32,3.7704146634090185e-31,6.1237777365399415e-30,5.794868242501421e-27,1.4535279894028237e-41,8.539017046537297e-06,2.7245143835170787e-45,6.977382825954487e-42,3.800573090506442e-42,1.526997575156334e-21,8.533283831291556e-28,3.921858057439935e-40,1.1414667792165063e-34,4.4087070678247e-37,5.748553261494749e-38,3.3381372269631775e-36,3.091313279934095e-19,9.511616990342297e-43,1.6041191896680104e-32,4.041370770296651e-37,2.6909717074718103e-43,4.771776776757056e-42,6.463047312925443e-44,9.998087174239955e-34,4.809501904831947e-22,3.114712991859059e-38,1.2616036295979597e-37,1.3774350080637243e-38,2.426261839455808e-20,5.320458628875022e-41,1.0414817688057605e-54,7.79670531061616e-60,1.1362708383866196e-51
2.051710682415742e-10,0.4766377423941876,1.4624290074150823e-16,3.8517257935140605e-19,1.3906499366155428e-18,2.8004877521398726e-16,0.0,0.0,3.9887355769412975e-13,1.180870593040141e-20,3.4906247635480205e-25,4.2676992431446724e-18,3.7551981875289286e-39,1.4039845387107916e-49,6.528404634882955e-36,2.0420670427192232e-32,1.0459351574015158e-34,2.1804497051880092e-36,2.0373051658201438e-51,1.1120788692155174e-64,2.7270324075079487e-68,1.3611704914548226e-67,9.102737310892925e-37,2.3172037776714882e-55,1.2189672257576022e-43,5.457212304929992e-62,1.49911384677381e-72,1.2909966229844303e-68,8.303298989502692e-72,5.761566157477309e-73,6.5159571782484146e-46,8.747569464173022e-67,1.4334131760916163e-71,6.450434891922723e-77,3.76,0.0,0.6848834928571972,0.9999909268452684,6.524044759076621e-22,4.758211780956882e-40,1.6375881598040787e-12,1.6377436855801113e-12,3.988556655906802e-13,3.699377806635573e-22,1.514228129596353e-21,1.4623367848113134e-16,5.15568674615875e-20,1.6892037832716476e-17,1.0266637950379733e-18,5.191884764607848e-23,2.869836149716553e-28,1.7104233454078967e-32,2.8004217677607104e-16,1.98255463346386e-29,7.775772105525551e-30,3.837952138636717e-19,1.12673956623677e-36,6.990969376453652e-26,1.8877871506303078e-25,3.2649610734784053e-25,1.129138605802896e-31,4.803071562179397e-31,7.800922849362099e-30,6.810191053252114e-27,1.9999698116155687e-41,9.073154332474581e-06,3.734249377441099e-45,9.009272024898084e-42,4.841905105717376e-42,1.6553453102518917e-21,1.0027862154963076e-27,4.99616109224478e-40,1.4540304008585855e-34,5.616215613299254e-37,7.93808602791022e-38,4.580140451723116e-36,3.632689123370311e-19,1.4238159421285218e-42,2.0434646331703466e-32,5.580864378134868e-37,3.738886269960523e-43,6.495309352113928e-42,8.925061461076122e-44,1.2736371052633387e-33,6.1158728899345005e-22,4.300796020677789e-38,1.6103847997277111e-37,1.760475365024274e-38,2.84942017671255e-20,6.778029452328688e-41,1.438284542108735e-54,1.0767433078788976e-59,1.7014295454270378e-51
2.2107622363541665e-10,0.4766377423941988,1.697935637193469e-16,4.473252126655803e-19,1.614677729784277e-18,3.01759699203285e-16,0.0,0.0,4.2979467275216213e-13,1.3710523634949856e-20,4.366960318727053e-25,4.956963007870299e-18,4.698029092234592e-39,1.896805349806751e-49,7.580765121938628e-36,2.5546023645564895e-32,1.3087651264112041e-34,2.9392054694212908e-36,2.9592201671878976e-51,1.5010652365190182e-64,4.593191110096768e-68,2.2947811114455753e-67,1.2264818172923542e-36,3.62725082238554e-55,1.6434267555763892e-43,9.193734431634606e-62,2.346711476907681e-72,2.1770416092242128e-68,1.4004977714904437e-71,9.716096938726013e-73,8.783640899742456e-46,1.4748838764215617e-66,2.4173135666978134e-71,1.0878093832560775e-76,3.76,0.0,0.6848834928570393,0.9999904157100038,8.162192360113064e-22,6.415206867704833e-40,1.7645237063827725e-12,1.7647042790753672e-12,4.297738993991622e-13,4.41111315027776e-22,1.7184761651619245e-21,1.697821195418751e-16,6.162281829008828e-20,1.9612410120223616e-17,1.1920071959266834e-18,6.028019505998945e-23,3.421656847620865e-28,2.127064852085674e-32,3.017514461189338e-16,2.373903318184583e-29,9.320185789328156e-30,4.456040834245709e-19,1.5070765072940362e-36,8.516731277248601e-26,2.149515526098047e-25,3.790781862761355e-25,1.4125948329343524e-31,6.008908725822404e-31,9.759311086188967e-30,7.907504125906375e-27,2.6876672019887055e-41,9.584289566060549e-06,4.996670706221319e-45,1.1417248108196044e-41,6.058021836293547e-42,1.783697350646841e-21,1.164300213398803e-27,6.2506849051986966e-40,1.8189899659692775e-34,7.02623881505096e-37,1.0700445930000438e-37,6.139986645768631e-36,4.2177210570116933e-19,2.0680718179255386e-42,2.556491725841786e-32,7.52321005938963e-37,5.070937256290782e-43,8.632489042293014e-42,1.2031338010865227e-43,1.593386361203128e-33,7.639631606488435e-22,5.797069320326391e-38,2.018743904265511e-37,2.209686879590773e-38,3.3062813976340593e-20,8.480167623624287e-41,1.9389507593322906e-54,1.45158619742236e-59,2.472059069014947e-51
2.369813790292591e-10,0.47663774239420986,1.9510131380129592e-16,5.141430276983324e-19,1.8554379226436596e-18,3.2347087871532143e-16,0.0,0.0,4.607157724279749e-13,1.5754271014097225e-20,5.378908154112298e-25,5.6980982764887684e-18,5.78681937432278e-39,2.5220245266071177e-49,8.712023380018508e-36,3.1464108357200343e-32,1.6123433098415396e-34,3.880600290895334e-36,4.1882296255302294e-51,1.9845261838633368e-64,7.461872646588219e-68,3.730962701970323e-67,1.618584674725002e-36,5.503968492983843e-55,2.1701702323313355e-43,1.4938621870200669e-61,3.561027916697091e-72,3.5404575182532385e-68,2.27806077029954e-71,1.5801349277052838e-72,1.1597278399828222e-45,2.398165703066857e-66,3.931385521938409e-71,1.769170372614064e-76,3.76,0.0,0.6848834928568814,0.9999899265862328,1.0053922275659987e-21,8.471546132829571e-40,1.8914574349796718e-12,1.891664923613024e-12,4.606919028726871e-13,5.197096793176608e-22,1.9307428376259934e-21,1.950873172930432e-16,7.285434006500003e-20,2.2535771416928683e-17,1.3696892556098171e-18,6.926547128665962e-23,4.0346896273735166e-28,2.606349500085518e-32,3.2346071521169275e-16,2.8105616592320786e-29,1.1045134656947969e-29,5.1202516792036475e-19,1.9763486871983543e-36,1.0231750602799526e-25,2.422799836837759e-25,4.355842027773699e-25,1.7399099592923934e-31,7.401350321878273e-31,1.2020738520293776e-29,9.086823456294033e-27,3.539089669275737e-41,1.007341330611642e-05,6.548980907619571e-45,1.4236923807482984e-41,7.462510698227644e-42,1.9120537914640973e-21,1.3378708351752597e-27,7.699412510442007e-40,2.2404018448779965e-34,8.654477283236742e-37,1.4127751296065858e-37,8.067729365417597e-36,4.846408422045913e-19,2.926910604506197e-42,3.148912747047912e-32,9.9332212412843e-37,6.736022076563129e-43,1.1239354388767652e-41,1.5885530678196212e-43,1.962615804648226e-33,9.397502419923917e-22,7.653379246540125e-38,2.491551276207591e-37,2.7306479067454137e-38,3.796782795783278e-20,1.0445860498889106e-40,2.5601996153926293e-54,1.9167229096600142e-59,3.499743336995375e-51
2.528865344231015e-10,0.4766377423942211,2.221660862653744e-16,5.856297538469331e-19,2.112932393202406e-18,3.4518233212839927e-16,0.0,0.0,4.916368574042475e-13,1.7939947997813833e-20,6.5362236801386685e-25,6.4911649117662605e-18,7.032093364301865e-39,3.305835834887035e-49,9.922271224509874e-36,3.8231861599254683e-32,1.9596173231551566e-34,5.031819865833967e-36,5.795362173288458e-51,2.5767926190043932e-64,1.1746854096847928e-67,5.8775132947076725e-67,2.0978143213045324e-36,8.128586188481825e-55,2.8144561899315495e-43,2.3521232194446478e-61,5.259414412438332e-72,5.578856950035958e-68,3.5903885749578424e-71,2.489944677303485e-72,1.503816586803548e-45,3.7782757760352885e-66,6.195144877995887e-71,2.7879290095506616e-76,3.76,0.0,0.6848834928567236,0.9999894585260545,1.221749350433593e-21,1.0986817981048373e-39,2.018389345622028e-12,2.018625619193662e-12,4.916096767039863e-13,6.059181170659999e-22,2.1503942429253876e-21,2.2214918415477604e-16,8.531009030521415e-20,2.5662117784415456e-17,1.5597098803866988e-18,7.887466707586356e-23,4.711717436037189e-28,3.1526604668198076e-32,3.451699840543494e-16,3.2947672723395015e-29,1.2959686857087915e-29,5.830583986375568e-19,2.5474320797525487e-36,1.2143224677531246e-25,2.706878588342082e-25,4.960141310313194e-25,2.1142377842328062e-31,8.993820374833858e-31,1.460700032475141e-29,1.0348165039704546e-26,4.5783657512871153e-41,1.0541473453429945e-05,8.430464282844495e-45,1.7504426956278617e-41,9.068965755229241e-42,2.040414727822491e-21,1.523498548098802e-27,9.356328667225718e-40,2.7223216253434426e-34,1.0516631826692253e-36,1.8318985177421518e-37,1.041707719605861e-35,5.518750560832048e-19,4.049955354503684e-42,3.826440138933853e-32,1.2880548206349472e-36,8.787398913590286e-43,1.4374244240005284e-41,2.0599028169559972e-43,2.3848846792909095e-33,1.1406208515116361e-21,9.923278613764632e-38,3.0337135026401216e-37,3.32900147057931e-38,4.32086178224689e-20,1.2694099486804421e-40,3.3199999276374456e-54,2.485614784851236e-59,4.844074437367463e-51
2.6879168981694394e-10,0.4766377423942322,2.5098781647504176e-16,6.617891205568738e-19,2.387163020138775e-18,3.6689407782014435e-16,0.0,0.0,5.225579283349835e-13,2.0267554519137216e-20,7.848662159886724e-25,7.336222741945925e-18,8.444381832493343e-39,4.2778928392563204e-49,1.1211608566000709e-35,4.5906207628185184e-32,2.3535369570773526e-34,6.42193454702204e-36,7.861839687114954e-51,3.293251070197204e-64,1.7988588411190112e-67,9.005940352460483e-67,2.6761680301093928e-36,1.17227461872719e-54,3.592607997190839e-43,3.602496417306421e-61,7.585431384997559e-72,8.55054675975392e-68,5.504026245735979e-71,3.816348753358592e-72,1.9193242184737162e-45,5.789897708838681e-66,9.495550087762881e-71,4.27325294622223e-76,3.76,0.0,0.6848834928565657,0.9999890106223881,1.4671167094347934e-21,1.4024772362290119e-39,2.1453194383370063e-12,2.1455863658178766e-12,5.225272215571468e-13,6.999071951646059e-22,2.376846562198958e-21,2.509676326351721e-16,9.90486780732548e-20,2.8991445298796804e-17,1.76206897743656e-18,8.9107773213475e-23,5.455523159564074e-28,3.770380789745398e-32,3.6687925264690502e-16,3.828757766095427e-29,1.5072910092922642e-29,6.587037070798784e-19,3.2340718484398036e-36,1.4257876342964318e-25,3.001040485711191e-25,5.603679455376365e-25,2.538731893701135e-31,1.0799742766643572e-30,1.7539890773317965e-29,1.1691544870887566e-26,5.831282908668584e-41,1.0989377088894836e-05,1.0682408428225334e-44,2.1256341249862368e-41,1.0890987960180587e-41,2.16878025483677e-21,1.7211838283767617e-27,1.123541988214284e-39,3.2688041126948854e-34,1.262840345283753e-36,2.3379993970706208e-37,1.324539271974467e-35,6.234746816850794e-19,5.4939480951432545e-42,4.5947865283101817e-32,1.643967817921793e-36,1.1282785800489522e-42,1.8097640229677995e-41,2.62909541102278e-43,2.8637521532692085e-33,1.3682471897862329e-21,1.2664024824080224e-37,3.650173423603734e-37,4.0104552822061665e-38,4.8784558853079023e-20,1.5243880048455853e-40,4.237570398724179e-54,3.1726613642626775e-59,6.57323600552464e-51
2.8469684521078637e-10,0.47663774239424334,2.815664398740754e-16,7.426248573093535e-19,2.6781316827476506e-18,3.886061341675071e-16,0.0,0.0,5.534789858467467e-13,2.273709051404335e-20,9.325978709346457e-25,8.233331563204452e-18,1.0034222610251007e-38,5.4715378747622166e-49,1.258014340671198e-35,5.454405792607734e-32,2.7970541820514634e-34,8.081898924487208e-36,1.0479760939162853e-50,4.1503531624604944e-64,2.6881301420305385e-67,1.346510225114238e-66,3.366406436361224e-36,1.6554121591624653e-54,4.52201454453246e-43,5.3841632374971563e-61,1.071250932419492e-71,1.278756240844138e-67,8.233127126773125e-71,5.707575185986209e-72,2.4155088626371383e-45,8.657516180617971e-66,1.420149332250252e-70,6.39120461893204e-76,3.76,0.0,0.6848834928564078,0.9999885820072146,1.7433206144223264e-21,1.7653323854413318e-39,2.272247713151683e-12,2.2725471634862804e-12,5.53444538068846e-13,8.018339638454079e-22,2.6095621032954954e-21,2.8154257532516557e-16,1.1412866401470262e-19,3.252375004991816e-17,1.9767664547701596e-18,9.996478051958393e-23,6.268889623000436e-28,4.463893366555364e-32,3.8858852098936094e-16,4.414770742104231e-29,1.7393871622776415e-29,7.389610249552941e-19,4.0508821593940764e-36,1.6581985243273372e-25,3.3046211236934516e-25,6.286456211122748e-25,3.0165456603615047e-31,1.283254123722535e-30,2.0841203241267965e-29,1.311697894405359e-26,7.325287405835303e-41,1.1417992231462982e-05,1.3348028758023422e-44,2.5529651862751706e-41,1.2942185396591925e-41,2.2971504676176073e-21,1.9309271611503976e-27,1.3350674411366794e-39,3.883903329972129e-34,1.5005493367586388e-36,2.94234860590236e-37,1.6613691493244873e-35,6.994396534655373e-19,7.323226813449914e-42,5.459664748499891e-32,2.0689935444808988e-36,1.4284459699093668e-42,2.2472023349691753e-41,3.3088166993004717e-43,3.402777319318508e-33,1.6243013396259446e-21,1.5936578007535609e-37,4.345910131056865e-37,4.780781759787183e-38,5.469502750125361e-20,1.8114201697198073e-40,5.333379882611493e-54,3.9932009973059975e-59,8.764587435400217e-51
3.006020006046288e-10,0.4766377423942544,3.139018919817341e-16,8.281406936094339e-19,2.985840260890256e-18,4.1031851954676337e-16,0.0,0.0,5.844000305398415e-13,2.5348555921323448e-20,1.0977928297656197e-24,9.182551141909036e-18,1.1812161210692498e-38,6.924030591543644e-49,1.4027991836922433e-35,6.42023112067904e-32,3.2931231526867213e-34,1.0044551404291337e-35,1.3752785089393475e-50,5.165625389466509e-64,3.930370530472984e-67,1.969667042748671e-66,4.182051648080392e-36,2.2942403717661795e-54,5.621130930945825e-43,7.873310474096387e-61,1.4847855829416587e-71,1.8710452264203596e-67,1.2049023247409446e-70,8.351372867865949e-72,3.0021928578674165e-45,1.2665383616921123e-65,2.0780239109465174e-70,9.352150628134703e-76,3.76,0.0,0.6848834928562499,0.9999881718498952,2.052187580345628e-21,2.1944554746761096e-39,2.3991741700930573e-12,2.399508012199507e-12,5.843616268495346e-13,9.118430240376888e-22,2.8480456583626925e-21,3.1387392489368644e-16,1.3060856039744611e-19,3.625902814060351e-17,2.2038022211839833e-18,1.1144567984671933e-22,7.154599590676658e-28,5.237580955355828e-32,4.102977890817185e-16,5.055043795134823e-29,1.9931638260753825e-29,8.238302841637151e-19,5.013345993471428e-36,1.9121417028912195e-25,3.6169998969901125e-25,7.008471328840678e-25,3.5508322437151697e-31,1.5105639384912065e-30,2.453273020615993e-29,1.4624483252874455e-26,9.089484175054584e-41,1.182814951977298e-05,1.6472395887252822e-44,3.0361695587003667e-41,1.5236173520044074e-41,2.4255254612715997e-21,2.152729040494606e-27,1.5716082262868246e-39,4.5716725180606e-34,1.7663602975233443e-36,3.6569030445667163e-37,2.0586641022522455e-35,7.797699059823198e-19,9.610202274231633e-42,6.426787861140412e-32,2.57154814795362e-36,1.7859355576863807e-42,2.7561743454634244e-41,4.112526011820364e-43,4.0055191949113664e-33,1.91045526619745e-21,1.9805599159539217e-37,5.1259389677931135e-37,5.645818050415396e-38,6.093940138420511e-20,2.132406799848808e-40,6.629147648976586e-54,4.963511482658057e-59,1.1505248968408933e-50
3.1650715599847123e-10,0.47663774239426543,3.479941083881857e-16,9.183403589748245e-19,3.3102906349463487e-18,4.320312523335143e-16,0.0,0.0,6.15321062989444e-13,2.8101950682466104e-20,1.281426574732411e-24,1.0183941216693228e-17,1.3788751449080763e-38,8.676776120710608e-49,1.5555278031380515e-35,7.493785342197767e-32,3.844700212200392e-34,1.2344613784236203e-35,1.7796815155988747e-50,6.357679181197207e-64,5.6353553985658486e-67,2.825252529257976e-66,5.137385359548976e-36,3.126565915181007e-54,6.909479150707076e-43,1.1290065670767799e-60,2.0236610095254153e-71,2.6844922525922712e-67,1.7291006175330603e-70,1.1982445595334164e-71,3.6897627254545175e-45,1.8168736295578673e-65,2.9815934052550044e-70,1.3419107251798915e-75,3.76,0.0,0.6848834928560921,0.9999877793555625,2.3955443273085576e-21,2.6974718122769295e-39,2.5260988091880525e-12,2.5264689119582113e-12,6.152784884845677e-13,1.0300675105908038e-21,3.091841148547256e-21,3.4796159408308843e-16,1.4854683115084782e-19,4.019727568594113e-17,2.443176186216862e-18,1.2355046207817138e-22,8.115435766385415e-28,6.095826174831623e-32,4.3200705692397917e-16,5.751814513259926e-29,2.26952763773324e-29,9.13311416785381e-19,6.137814956872799e-36,2.188165063997256e-25,3.9375971137201154e-25,7.769724562914557e-25,4.1447445902115805e-31,1.7632460666869714e-30,2.863626324854927e-29,1.6214073790483875e-26,1.1154636665013557e-40,1.2220643821626078e-05,2.0102365732914118e-44,3.579011513347359e-41,1.7786575399674245e-41,2.5539053309012734e-21,2.3865899694176157e-27,1.8345635198619824e-39,5.336164135824978e-34,2.0618433878329942e-36,4.494305537612693e-37,2.5232559731304084e-35,8.644653738908527e-19,1.2435834765940595e-41,7.501869177949956e-32,3.160531509262196e-36,2.2079165500355624e-42,3.3432900494314874e-41,5.0544561520351325e-43,4.6755367223886026e-33,2.228380817141944e-21,2.4339448272741022e-37,5.995311526294241e-37,6.611466053819476e-38,6.751705928168847e-20,2.4892486569698213e-40,8.147843645394185e-54,6.100810743869179e-59,1.4892687773710528e-50
3.3241231139231366e-10,0.47663774239427664,3.838430247501875e-16,1.0132275829252708e-18,3.651484685768794e-18,4.537443509026883e-16,0.0,0.0,6.462420837466838e-13,3.0997274741544416e-20,1.4844745734442995e-24,1.1237561500367186e-17,1.5974556062886793e-38,1.0775552871721833e-48,1.7162134245716637e-35,8.680755776702961e-32,4.454743896861064e-34,1.5018690829585668e-35,2.274068149041615e-50,7.746221268654437e-64,7.938626483294752e-67,3.9814198404443056e-66,6.247446968813886e-36,4.196705647105072e-54,8.407648781623409e-43,1.590624934065099e-60,2.716624608171513e-71,3.784045309675884e-67,2.4378391176434437e-70,1.6890766886411447e-71,4.489169142586996e-45,2.5606333094337997e-65,4.203031084563963e-70,1.8917078507429059e-75,3.76,0.0,0.6848834928559342,0.9999874037635784,2.7752177806227885e-21,3.2824240948545896e-39,2.65302163046352e-12,2.6534298627630695e-12,6.461951235352871e-13,1.1566299983923815e-21,3.3405285318162597e-21,3.838054957048273e-16,1.6800189190481625e-19,4.4338488812607e-17,2.694888260108874e-18,1.362791181264069e-22,9.154180793551578e-28,7.043011504405929e-32,4.537163245161441e-16,6.507320477988775e-29,2.5693851899928206e-29,1.0074043550698686e-18,7.441509091749505e-36,2.4867803802960404e-25,4.265871297901617e-25,8.5702156707935e-25,4.8014354333554095e-31,2.042642839949839e-30,3.317359305267316e-29,1.788576654947792e-26,1.3553166678639101e-40,1.2596235774577778e-05,2.428651222683226e-44,4.1852817286142723e-41,2.0607021959734754e-41,2.6822901716050882e-21,2.6325104598606837e-27,2.125332673680703e-39,6.181429860244578e-34,2.3885687877566143e-36,5.46788469596906e-37,3.0623415929777606e-35,9.535259919396157e-19,1.589011079029685e-41,8.690622282465804e-32,3.845327258544275e-36,2.7020437753990313e-42,4.0153236455156e-41,6.149613389442939e-43,5.41638876908579e-33,2.579749722685755e-21,2.9610182469493145e-37,6.959115647583412e-37,7.683692447993704e-38,7.442738113297864e-20,2.8838469079936566e-40,9.913688759352844e-54,7.423257542000489e-59,1.903530504076258e-50
3.483174667861561e-10,0.4766377423942878,4.2144857678700674e-16,1.1128060949725183e-18,4.0094242946404065e-18,4.754578336285404e-16,0.0,0.0,6.771630933396799e-13,3.4034528045107975e-20,1.707912278889967e-24,1.2343471681674543e-17,1.8380147331481069e-38,1.3270739942096657e-48,1.884870081286413e-35,9.98682846869374e-32,5.126214940435117e-34,1.8105269850687708e-35,2.87268251994445e-50,9.35206434602132e-64,1.1005783193700989e-66,5.521447375157341e-66,7.528031700167774e-36,5.556196305222637e-54,1.0137297675776388e-42,2.2053989324035655e-60,3.597122597076457e-71,5.2490995306510257e-67,3.382393802781136e-70,2.343082521915105e-71,5.4119269174880277e-45,3.5514390389473446e-65,5.830571046841136e-70,2.6243443622916915e-75,3.76,0.0,0.6848834928557763,0.9999870443460619,3.1930350708574917e-21,3.957772717122464e-39,2.7799426339462502e-12,2.7803908646147875e-12,6.771115325400583e-13,1.2916433370306818e-21,3.593720954623607e-21,4.2140554263537903e-16,1.8903211002874412e-19,4.868266365822417e-17,2.9589383537624327e-18,1.4963163893157413e-22,1.0273617255394487e-27,8.083519284394564e-32,4.754255918582146e-16,7.323799264393854e-29,2.893643031343646e-29,1.1061090314257071e-18,8.942516687659572e-36,2.8084656849209927e-25,4.601316669500804e-25,9.409944412961327e-25,5.524057293809931e-31,2.3500965758818453e-30,3.8166509407110776e-29,1.9639577521915476e-26,1.6319154203484708e-40,1.2955653260228747e-05,2.907506255743643e-44,4.858793465126075e-41,2.371115222120896e-41,2.810680078477434e-21,2.8904910326977944e-27,2.4453152154048463e-39,7.111520586550105e-34,2.7481066971662002e-36,6.591654779749207e-37,3.683482678709671e-35,1.0469516949656247e-18,2.0072519654656892e-41,9.99876105175359e-32,4.6358027933627216e-36,3.276467597873262e-42,4.779203717478431e-41,7.413777452923512e-43,6.231634127455808e-33,2.96623359574452e-21,3.5693554138696136e-37,8.022475420114669e-37,8.868528716816338e-38,8.166974803390354e-20,3.318103124988091e-40,1.1952155081314266e-53,8.949952227206752e-59,2.4053024036242616e-50
