Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231)
7.577585618658472e-18,0.4766377423940443,2.6687422651592e-31,1.804274276601684e-31,2.5291011134866694e-33,1.0342801971215746e-23,0.0,0.0,1.4731675446896087e-20,2.148625375681096e-35,4.024043270961399e-47,7.725772742192008e-33,4.330490331291794e-61,8.129296994199611e-72,1.1877849146503447e-50,1.7693371551887622e-54,9.017095291969824e-57,1.4896152842059616e-65,8.275079537625831e-88,9.958564081519145e-94,5.11980717028618e-114,7.584034236632426e-119,1.6626163850134695e-63,3.0838825218369327e-99,8.291953991677222e-73,8.186179603679498e-108,1.9967311517872067e-116,7.150291712435193e-120,4.574631415505103e-123,3.1892457807581936e-124,3.453297054658757e-75,6.467343939262681e-118,1.0558891348436987e-122,4.753176985502969e-128,3.76,0.0,0.6848834928592338,0.9999999999995608,7.51793161871853e-44,3.2359158498940383e-69,6.048665110793605e-20,6.048665110821905e-20,1.473167544686426e-20,3.6425736956640314e-37,3.8102831653937284e-36,2.6613308668604285e-31,6.112622596453027e-29,3.0738120753653644e-32,1.8681057831287105e-33,9.447378906518443e-38,3.409739638396757e-43,2.5794016839982246e-48,1.034280197121571e-23,2.1506855551695352e-44,8.242082681705731e-45,6.983702237822285e-34,1.3974327887702313e-59,2.5475277158172405e-41,4.511139201167241e-40,5.940855878089597e-40,9.759371090806348e-54,4.1506273475632994e-53,2.0685235257672381e-50,1.2380863981850814e-41,1.005589047343709e-64,4.3919360218931007e-13,1.7040488954911132e-69,8.159392051562002e-64,5.57632804481043e-64,6.112617370443857e-29,1.8243505687573532e-42,5.757071696164576e-62,1.2572525626183663e-56,4.852939073997091e-59,5.411399175638618e-67,4.031032553351462e-59,6.610189590216871e-34,9.257789463871916e-79,1.765905720861214e-54,3.8028003170231294e-66,1.8251505721806872e-72,2.3375201959146845e-66,4.729098190439264e-73,1.1006655023059364e-55,2.3351804191874373e-38,2.9342907275739722e-67,1.3568789328895166e-59,1.9434756994815466e-60,5.226188021588969e-35,7.808028086513789e-63,1.3066197533140232e-83,9.78065570761968e-89,1.6168291089623206e-84
1.5161754717437414e-17,0.4766377423940443,1.0667126016296548e-30,3.6240961355032557e-31,1.0122995481974842e-32,2.0694589869426467e-23,0.0,0.0,2.94761499167608e-20,8.600100982052953e-35,3.221681407337945e-46,3.092322492364624e-32,3.467025388299649e-60,6.508380555480884e-71,4.754235114989945e-50,1.4155254995489914e-53,7.220989420985007e-56,2.3834854860719703e-64,2.651294683028891e-86,1.5946677597271193e-92,3.279715186575992e-112,9.708593207952798e-117,1.3361044106388065e-62,1.9777393138834303e-97,1.3281536991433834e-71,5.244050828933598e-106,1.280533119775183e-114,9.165247877858151e-118,5.871394874666085e-121,4.0885728249119775e-122,5.531705356365394e-74,8.293928266984273e-116,1.3547414146086102e-120,6.098486613706738e-126,3.76,0.0,0.6848834928592338,0.9999999999991213,6.018916519418831e-43,5.183089065100025e-68,1.2102585360637922e-19,1.21025853607512e-19,2.947614991663196e-20,1.4579788605297914e-36,1.5251062203984474e-35,1.065225909569729e-30,1.2230566360089313e-28,1.2303258886847526e-31,7.477291556671231e-33,3.781413620589598e-37,1.3647844936256927e-42,1.0324334280906175e-47,2.0694589869426317e-23,8.608347346093259e-44,3.2989811337830446e-44,2.795300900445856e-33,1.1187964791302084e-58,1.0196753082930366e-40,1.8056312837246508e-39,2.3778905829547406e-39,7.815412070758099e-53,3.3238681849338735e-52,8.549532338027865e-50,4.955572139205888e-41,8.050834959583985e-64,8.787687677570921e-13,1.364292633004899e-68,6.532475002739426e-63,4.4644530821837733e-63,1.2230545442432284e-28,7.302156669877937e-42,4.609157903065536e-61,1.006821726700813e-55,3.886287165947571e-58,8.667643161193166e-66,3.227278880227722e-58,2.6457985011994294e-33,2.9658176846580424e-77,1.4141567891726893e-53,6.091089400769798e-65,2.92363937450416e-71,1.871473093617034e-65,7.575362726532175e-72,8.81425080809006e-55,9.346834971641264e-38,4.699860703206909e-66,1.086602446042997e-58,1.5559622800577358e-59,2.091837191479419e-34,6.251170084805211e-62,2.0922940060852653e-82,1.5661792392669145e-87,2.5898501536417322e-83
3.033009291499529e-17,0.4766377423940443,4.265280266087631e-30,7.305698100615098e-31,4.050516774260224e-32,4.139816566584791e-23,0.0,0.0,5.896509885646416e-20,3.4411606078481525e-34,2.5783242605997625e-45,1.237331791407125e-31,2.7746740100381617e-59,5.208682473345071e-70,1.902313313449685e-49,1.1324424513202417e-52,5.779718242988812e-55,3.8136565155211476e-63,8.489377603700923e-85,2.5525069410676854e-91,2.0999989283622322e-110,1.2427647930085258e-114,1.0772932138094625e-61,1.2670520735662057e-95,2.1261994249025273e-70,3.357783293454358e-104,8.203822084800066e-113,1.1739757907530954e-115,7.525555746873024e-119,5.23743127920506e-120,8.855875996947815e-73,1.0626303757785574e-113,1.7361219638234528e-118,7.815304437388037e-124,3.76,0.0,0.6848834928592338,0.9999999999982421,4.816962487413564e-42,8.297444036089588e-67,2.421042586016118e-19,2.4210425860614424e-19,5.896509885594566e-20,5.8338153490926277e-36,6.10241115067334e-35,4.262291159163207e-30,2.4466485284571535e-28,4.922906128367126e-31,2.991890584982503e-32,1.513058000156488e-36,5.46091596449529e-42,4.131082864692267e-47,4.1398165665847307e-23,3.444460449358194e-43,1.3200222556256618e-43,1.1184844649724088e-32,8.953780873729596e-58,4.0800319592581136e-40,7.224876810097084e-39,9.51465967769675e-39,6.255497283022882e-52,2.6604417287649614e-51,3.637034910134024e-49,1.982874349000213e-40,6.443127856012964e-63,1.7579190619863646e-12,1.0918765644416994e-67,5.227965517664975e-62,3.5729193044305875e-62,2.446640158668906e-28,2.9218138179471377e-41,3.688727139758149e-60,8.058654512785988e-55,3.110604864896773e-57,1.3875756931276577e-64,2.5828068167019167e-57,1.0586640316853035e-32,9.495939930738867e-76,1.131898596300927e-52,9.751033170848664e-64,4.680543579409169e-70,1.4978042746789041e-64,1.2127629477649586e-70,7.054973107346393e-54,3.739973588761729e-37,7.523775786568991e-65,8.697218942818425e-58,1.2452427192227801e-58,8.370073501543343e-34,5.0028359264482085e-61,3.3490330101014123e-81,2.5069067524681388e-86,4.147871272715061e-82
6.066676931011106e-17,0.47663774239404433,1.705797925146816e-29,1.4836735020332322e-30,1.6204704637142505e-31,8.28053172586908e-23,0.0,0.0,1.1794299673576665e-19,1.376688318059861e-33,2.063051146050416e-44,4.9501328741358475e-31,2.2201607773923998e-58,4.1677373584463917e-69,7.610491963056827e-49,9.059627298675219e-52,4.6249455653786575e-54,6.101913778881836e-62,2.7174386799356017e-83,4.0848421404192e-90,1.3443250191366102e-108,1.5907801201111104e-112,8.748064667439587e-61,8.113292153200613e-94,3.402842149420727e-69,2.1495217601484176e-102,5.253138899260673e-111,1.5032164426325838e-113,9.639225370050916e-117,6.706509710646626e-118,1.4173520884605934e-71,1.360812025500853e-111,2.2235509098472785e-116,1.0009508363354052e-121,3.76,0.0,0.6848834928592338,0.9999999999964838,3.8543018553890125e-41,1.3279512716683483e-65,4.842610685854618e-19,4.842610686035944e-19,1.179429967336863e-19,2.3339066562334204e-35,2.441361606370598e-34,1.7051940073038267e-29,4.893844872241579e-28,1.9694830116985963e-30,1.1969510541965823e-31,6.053217244723593e-36,2.184722200019155e-41,1.6527056228148533e-46,8.280531725868838e-23,1.3780086469697386e-42,5.280949288855179e-43,4.4746661731587016e-32,7.164399157687175e-57,1.6322804897516687e-39,2.8904209649572215e-38,3.8064834284767887e-38,5.0056651862279963e-51,2.1288923869518416e-50,1.627965613301366e-48,7.93278856747382e-40,5.155502145573182e-62,3.5162195028197564e-12,8.737116688787363e-67,4.183166985670314e-61,2.8588782953110653e-61,4.893811387632235e-28,1.1689157843033097e-40,2.9515421586290816e-59,6.448556287658418e-54,2.4891140986962972e-56,2.220723510171283e-63,2.066642475429705e-56,4.2353454872895455e-32,3.03955277181112e-74,9.057481990089266e-52,1.5605886382689025e-62,7.491047002911192e-69,1.1985622393496347e-63,1.94098483040187e-69,5.645407819171543e-53,1.496250665616217e-36,1.2041241075846475e-63,6.959535377575543e-57,9.963833816476174e-58,3.3485744202744954e-33,4.003028847491967e-60,5.359543168880447e-80,4.011866983543488e-85,6.645551245221667e-81
1.213401221003426e-16,0.4766377423940443,6.822563184442798e-29,3.0570140819810915e-30,6.482409401630533e-31,1.6561962044437655e-22,0.0,0.0,2.3589879249395457e-19,5.507201453988491e-33,1.6505976285708683e-43,1.980214306691158e-30,1.7762972669147778e-57,3.3345064710311687e-68,3.044444543049156e-48,7.247736808317363e-51,3.700424901997019e-53,9.763112552110535e-61,8.697144576222749e-82,6.536412358152769e-89,8.60487298114332e-107,2.0362248055282586e-110,7.204067178312166e-60,5.193838203629941e-92,5.445286004990777e-68,1.3759071677412355e-100,3.3628708258228657e-109,1.9244546128470973e-111,1.2342379068246364e-114,8.585995110061811e-116,2.2680929382951012e-70,1.7422523812219383e-109,2.8469869264038386e-114,1.281595997399282e-119,3.76,0.0,0.6848834928592338,0.9999999999929672,3.083734262296181e-40,2.125010258720391e-64,9.685746885267009e-19,9.685746885992373e-19,2.358987924856205e-19,9.33639156098439e-35,9.76623945977535e-34,6.821331155461038e-29,9.788287795395304e-28,7.87857321289227e-30,4.7881938848743184e-31,2.4214839606803144e-35,8.739601803754697e-41,6.611388348705481e-46,1.6561962044436687e-22,5.5124846190421306e-42,2.1125522128136215e-42,1.7900121422455919e-31,5.732086050571311e-56,6.529669592858876e-39,1.1562623119627826e-37,1.5227172916754141e-37,4.0050391544294454e-50,1.703329537451303e-49,7.89582357760454e-48,3.173373680417858e-39,4.124826816606367e-61,7.0328197939860235e-12,6.991069469796576e-66,3.346851764100843e-60,2.287319800636734e-60,9.788153846006782e-28,4.676043678768495e-40,2.3614579298214804e-58,5.159498179355755e-53,1.9915433925005113e-55,3.553639604824988e-62,1.6534783310801422e-55,1.6942760768026316e-31,9.727932265229692e-73,7.246902991702168e-51,2.4972805340900842e-61,1.198741762607437e-67,9.590868507371162e-63,3.10602709370678e-68,4.5168980583277196e-52,5.9856313606006945e-36,1.9268545917957556e-62,5.5683325475417205e-56,7.971824083480548e-57,1.3395387757250116e-32,3.2027271537767968e-59,8.576141463061798e-79,6.419640200058599e-84,1.0658185584772452e-79
2.426868276808056e-16,0.47663774239404433,2.7288995548986597e-28,6.472228027550446e-30,2.593069274711926e-30,3.3124822681574814e-22,0.0,0.0,4.718103840086622e-19,2.2029702211301038e-32,1.3205407908359023e-42,7.921179583188576e-30,1.4211052739204717e-56,2.6677318149757938e-67,1.2178273692142246e-47,5.798203409847776e-50,2.960527319489391e-52,1.5621020408262104e-59,2.7833008116560257e-80,1.0458791826085956e-87,5.507693292103349e-105,2.6063845129243796e-108,6.091464398264707e-59,3.324482510518449e-90,8.713048518997374e-67,8.807004191422253e-99,2.1525131868942287e-107,2.463517953022751e-109,1.5800914957795175e-112,1.0991137925046687e-113,3.629212399052912e-69,2.2303473853745048e-107,3.644682092491561e-112,1.6406854334395323e-117,3.76,0.0,0.6848834928592338,0.999999999985934,2.4671045281280236e-39,3.400247016923747e-63,1.937201928303336e-18,1.937201928593494e-18,4.718103839753009e-19,3.7347126960130294e-34,3.906653344822418e-33,2.7286434909359883e-28,1.9577374584305855e-27,3.151557522730539e-29,1.9153554902874468e-30,9.68632998184007e-35,3.4959843869718585e-40,2.6446852070069677e-45,3.312482268157093e-22,2.20508470885489e-41,8.450557312104862e-42,7.160339924956528e-31,4.585922554341217e-55,2.611987114824385e-38,4.625236075274378e-37,6.091117015938752e-37,3.204234137504315e-49,1.3627498863650491e-48,4.2652478956320035e-47,1.26940112528619e-38,3.300071684125535e-60,1.4066018014317296e-11,5.59426104301701e-65,2.6776091891035475e-59,1.8299427116770986e-59,1.957683876454744e-27,1.8704935826939535e-39,1.8892560301970645e-57,4.12785981675406e-52,1.5933355656587926e-54,5.68620898271552e-61,1.3228572487358513e-54,6.777380080468659e-31,3.1131564828761394e-71,5.797889375229067e-50,3.995919843713852e-60,1.9181263262367345e-66,7.6753954086703295e-62,4.9700044714211544e-67,3.6137471816047317e-51,2.394463249916513e-35,3.083172172295628e-61,4.454947865768578e-55,6.377762294068389e-56,5.358373093258886e-32,2.5623033610592955e-58,1.372252430492045e-77,1.0271946778006358e-82,1.7131380445208444e-78
4.853802388417317e-16,0.4766377423940443,1.0915346763846024e-27,1.4376787074631548e-29,1.0372488138309616e-29,6.625054395584914e-22,0.0,0.0,9.43633567031405e-19,8.812060166727631e-32,1.0564577084322693e-41,3.168536330407213e-29,1.1369112020688454e-55,2.1342361048876605e-66,4.871408571929688e-47,4.6385683028360044e-49,2.368496827557795e-51,2.4993664852767913e-58,8.906905884745103e-79,1.6734492811379318e-86,4.658451592712802e-103,5.840068185332859e-106,5.3979989127834275e-58,2.811549411394059e-88,1.3941350427876437e-65,7.449808862381234e-97,1.8204047689704266e-105,5.520229609352228e-107,3.540834472929615e-110,2.462898622861693e-111,5.806950801819196e-68,4.99783890559857e-105,8.167246587026075e-110,3.6765713297651677e-115,3.76,0.0,0.6848834928592338,0.9999999999718676,1.9737304724170846e-38,5.44057973941332e-62,3.874456407433232e-18,3.874456408593889e-18,9.436335668979098e-19,1.4939187564659378e-33,1.5626920093934276e-32,1.0914796021594035e-27,3.9156351934648264e-27,1.2606486568940393e-28,7.661577836161654e-30,3.874610821566065e-34,1.3984233361247894e-39,1.0579134104541292e-44,6.62505439558336e-22,8.820527375576058e-41,3.380295381487734e-41,2.864194241923744e-30,3.668882751333676e-54,1.0448264995377483e-37,1.8501309712752918e-36,2.436496376979785e-36,2.5634684371076384e-48,1.0902344126796515e-47,2.591583840530216e-46,5.077707813976292e-38,2.6402057331734427e-59,2.8132405006981116e-11,4.477339032190242e-64,2.142139265062174e-58,1.4639889199733853e-58,3.9154208608794994e-27,7.482126557183382e-39,1.5114407002637454e-56,3.3023923621086163e-51,1.2747087945578642e-53,9.098242864747063e-60,1.0583297775653484e-53,2.7110071875534266e-30,9.962449799086733e-70,4.638458296794322e-49,6.393688547666574e-59,3.06911419002372e-65,6.1442003235973234e-61,7.952296062880125e-66,2.891089241708774e-50,9.578954115129273e-35,4.9332393270394606e-60,3.564071206916556e-54,5.102331367792682e-55,2.1433928100438698e-31,2.049891347326867e-57,2.1956597296482624e-76,1.643553283775232e-81,2.7737077216341706e-77
9.70767061163584e-16,0.4766377423940443,4.366088410715816e-27,3.448242989854605e-29,4.149037469660459e-29,1.3250198650439789e-21,0.0,0.0,1.8872799330502005e-18,3.5248599234086e-31,8.451761970287531e-41,1.2674274514635113e-28,9.095397518624322e-55,1.7074091394368727e-65,1.948583239418353e-46,3.710856861535072e-48,1.8948274681254383e-50,3.9989889408970955e-57,2.8502648081332545e-77,2.6775529963864223e-85,2.9935103439126296e-101,7.500335091136298e-104,5.157999052322074e-57,1.8062766794974312e-86,2.230653909520588e-64,4.7880262965666354e-95,1.1695169493410617e-103,7.089678769900011e-105,4.547594205806355e-108,3.1631275133246657e-109,9.291290044881362e-67,6.418805039579265e-103,1.0489384954893025e-107,4.72190601539727e-113,3.76,0.0,0.6848834928592338,0.9999999999437348,1.5790031203052872e-37,8.705075270404987e-61,7.748965363999533e-18,7.74896536864221e-18,1.8872799325161182e-18,5.9757620880464015e-33,6.250822650812531e-32,4.3659628177179254e-27,7.831752174228938e-27,5.042645922280435e-28,3.064662309393724e-29,1.5498600942151146e-33,5.5937592895621975e-39,4.2318391276081484e-44,1.3250198650433565e-21,3.528254110169779e-40,1.352134854647809e-40,1.1456893510286009e-29,2.9352332366465253e-53,4.179431687171508e-37,7.400590368201518e-36,9.746084649005332e-36,2.0508071994933328e-47,8.722013317461906e-47,1.7450112634219052e-45,2.031103792144215e-37,2.1123268082048157e-58,5.626514120036464e-11,3.5848321160270287e-63,1.713733459899126e-57,1.1712050383956954e-57,7.830894832595517e-27,2.992881069485479e-38,1.2091669118244611e-55,2.641955687739758e-50,1.019783172922954e-52,1.4557435348059572e-58,8.467040445884051e-53,1.0844139059787058e-29,3.1880397775623707e-68,3.7108253559904863e-48,1.0230075113276203e-57,4.910673515973171e-64,4.9213998532531037e-60,1.2723904830876778e-64,2.3129079919444934e-49,3.8323456300037286e-34,7.893313959650345e-59,2.851302419573941e-53,4.08191421732072e-54,8.573658177570319e-31,1.639932544657123e-56,3.513100247220768e-75,2.6297186983455206e-80,4.530581454369462e-76
1.941540705807288e-15,0.4766377423940443,1.7464253034555591e-26,9.187981531324627e-29,1.6596234356239173e-28,2.6500487160149627e-21,0.0,0.0,3.774572664981028e-18,1.4099511407044182e-30,6.761449695127153e-40,5.069735802646113e-28,7.276361126261402e-54,1.365935404443994e-64,7.79437251078738e-46,2.96868636094662e-47,1.515874003959808e-49,6.39838432329022e-56,9.120935252445742e-76,4.284112351248358e-84,1.916917706446896e-99,9.60068486798047e-102,5.469709416060721e-56,1.156100749274542e-84,3.5690765814342124e-63,3.0670689524468916e-93,7.485450094157845e-102,9.075100773191662e-103,5.8211655116809e-106,4.048945895622573e-107,1.486619904427548e-65,8.216376419533019e-101,1.3426950609267157e-105,6.0442817689137634e-111,3.76,0.0,0.6848834928592338,0.9999999998874696,1.2632099966918003e-36,1.3928238823087598e-59,1.5497983270358162e-17,1.5497983288928968e-17,3.7745726628445015e-18,2.3903380120513155e-32,2.500334598849747e-31,1.7463940066347466e-26,1.5665272192036567e-26,2.0170686268139202e-27,1.225871158490408e-28,6.199471905636952e-33,2.2375223303956972e-38,1.6928582123243902e-43,2.6500487160124653e-21,1.4113146373585997e-39,5.40859050762807e-40,4.5827807108734636e-29,2.348348046793107e-52,1.6718477176575577e-36,2.9602441640675376e-35,3.8984536871037396e-35,1.6406587371691757e-46,6.977665860109806e-46,1.264704682553239e-44,8.124456532296023e-37,1.690090922470467e-57,1.1253046241976133e-10,2.8725521385964166e-62,1.370997638412912e-56,9.369695948864282e-57,1.566184278749358e-26,1.1971585179914102e-37,9.673392717103583e-55,2.1135812598330113e-49,8.15832993647229e-52,2.3292093861900157e-57,6.774155342654415e-52,4.337677684215309e-29,1.0201816585894458e-66,2.9686837708169653e-47,1.6368258918460786e-56,7.857154116394994e-63,3.9467132876853102e-59,2.035843263120513e-63,1.8503410322166934e-48,1.533526057234796e-33,1.262940701509235e-57,2.2810605776250226e-52,3.2655518382998922e-53,3.429480491495063e-30,1.3119538275263212e-55,5.620996160134929e-74,4.207576686921829e-79,7.544092140243693e-75
3.8830879950946966e-15,0.4766377423940443,6.985681078302765e-26,2.7541899199302785e-28,6.638510676891446e-28,5.300106417956998e-21,0.0,0.0,7.549158128415636e-18,5.6398189052559695e-30,5.409175799710191e-39,2.027899646889152e-27,5.821106066003466e-53,1.092751545987167e-63,3.117756860272175e-45,2.3749494120958188e-46,1.2127040580679725e-48,1.0237416424930007e-54,2.9187133301346795e-74,6.854602574318111e-83,1.2280443876528286e-97,1.2288882200751688e-99,6.525043492732322e-55,7.399100900896494e-83,5.710546961231278e-62,1.9661749764366358e-91,4.790724191292017e-100,1.1616179820796657e-100,7.45115349744313e-104,5.18267569041209e-105,2.378602632622673e-64,1.0517022191620108e-98,1.7186621002483002e-103,7.736736451317904e-109,3.76,0.0,0.6848834928592338,0.9999999997749395,1.0105710030606871e-35,2.2285277596156266e-58,3.099601905597955e-17,3.099601913026294e-17,7.549158119869134e-18,9.561544515478174e-32,1.000130639947195e-30,6.985593767209528e-26,3.133745656074447e-26,8.068295014426694e-27,4.903497101210075e-28,2.479795065991142e-32,8.950169954835462e-38,6.77236168457171e-43,5.300106417946955e-21,5.645319426214686e-39,2.163460568717942e-39,1.8331169442212642e-28,1.8789200494808706e-51,6.687940192720025e-36,1.1840950451038018e-34,1.5593854397075408e-34,1.3125321768690885e-45,5.582154769522934e-45,9.592416125058854e-44,3.249790910022923e-36,1.352427867835248e-56,2.2506050019232247e-10,2.3055196087998006e-61,1.0968057409981e-55,7.495779066500772e-56,3.132373874315402e-26,4.788646259168753e-37,7.738737167836009e-54,1.69087167621637e-48,6.526689776095054e-51,3.7267507677110206e-56,5.420112821390224e-51,1.7350754843861406e-28,3.264595563105751e-65,2.3749564085766563e-46,2.618932521621011e-55,1.2571520083224845e-61,3.1726920206056212e-58,3.2573640118351075e-62,1.480278679849599e-47,6.138759906677591e-33,2.0207134487044187e-56,1.8248566552532224e-51,2.612450960570002e-52,1.3717955070274733e-29,1.0495661868003409e-54,8.99362253351747e-73,6.732144159346537e-78,1.3014837435998132e-73
5.824635284382106e-15,0.4766377423940443,1.4844559691090135e-25,5.277025813022188e-28,1.4106845815954593e-27,7.950164119899131e-21,0.0,0.0,1.13237435914232e-17,1.1984624137390855e-29,1.5466873829387979e-38,4.309290220512111e-27,1.6644737668377289e-52,3.124588826104476e-63,6.625238178638369e-45,7.050631313227438e-46,3.600219313758579e-48,3.8730228716554934e-54,1.3654403657217834e-73,2.5229509311997212e-82,6.177296192539172e-97,6.432293023568281e-99,2.262866154779599e-54,3.72159279085675e-82,2.160418186891979e-61,9.890523615937982e-91,2.4096328592607534e-99,6.080185608513272e-100,3.900112082543517e-103,2.712736129649427e-104,9.06843209038461e-64,5.465627835744706e-98,8.931791542429763e-103,4.020731801031924e-108,3.76,0.0,0.6848834928592338,0.9999999996624099,2.8896036758592785e-35,8.430982090661081e-58,4.649405481450505e-17,4.649405497235738e-17,1.1323743573261631e-17,2.031854426373831e-31,2.1252707644493536e-30,1.4844397822329661e-25,4.7014785370519743e-26,1.714513971271688e-26,1.0419939129479376e-27,5.269568452731816e-32,1.901922303890799e-37,1.4392817696826973e-42,7.950164119877719e-21,1.1996391255542816e-38,4.597388980750727e-39,3.8953764171774307e-28,5.372977232953223e-51,1.421266537344194e-35,2.516195581156919e-34,3.3136965366985217e-34,3.8965842724753977e-45,1.6572040590983916e-44,2.8034328433400258e-43,6.905810904688757e-36,3.86777009196374e-56,3.375899333019005e-10,6.60659235121852e-61,3.1361896469744162e-55,2.1433259736943412e-55,4.698563474467893e-26,1.0175880925596689e-36,2.2127968523005077e-53,5.019780868954955e-48,1.937613203926908e-50,1.4099069599820676e-55,1.549961947033058e-50,3.6870381594327677e-28,1.522928051219049e-64,7.050659710760842e-46,9.907963893930631e-55,4.7928990996949415e-61,9.100526293358812e-58,1.2418713420350347e-61,4.394582244825319e-47,1.305168967576691e-32,7.644777041445209e-56,5.416696380258539e-51,7.469985878881365e-52,2.915067371044146e-29,3.0011056222928356e-54,3.3102526905369804e-72,2.477877876757296e-77,4.943046634453523e-73
7.766182573669515e-15,0.47663774239404433,2.5323061129678606e-25,8.487305900198473e-28,2.406462888665719e-27,1.06002218218414e-20,0.0,0.0,1.5098329054003722e-17,2.0444366836867975e-29,3.2624130124064273e-38,7.351145411743865e-27,3.5108586826539e-52,6.59066561449958e-63,1.1301881160432865e-44,1.5362954793541296e-45,7.84469340560939e-48,1.0081458575023225e-53,4.4050126427189907e-73,6.398753117149343e-82,2.6908715275406544e-96,3.744077758307406e-98,5.575915150414073e-54,1.6200287987912807e-81,5.6235597814545665e-61,4.309716590016247e-90,1.0489262311229157e-98,3.5391281887173077e-99,2.2701625809057747e-102,1.5790179046278568e-103,2.4399302495077106e-63,3.079771787442079e-97,5.032874998498656e-102,2.265602498003077e-107,3.76,0.0,0.6848834928592338,0.9999999995498812,6.095013625520785e-35,2.1945812257645865e-57,6.199209054593467e-17,6.199209081521228e-17,1.5098329023022e-17,3.466144760362186e-31,3.625450064560734e-30,2.5322806155691637e-25,6.269725872933709e-26,2.924760271392088e-26,1.777519724123036e-27,8.989267348955871e-32,3.2444732220685033e-37,2.455502391597434e-42,1.0600221821804756e-20,2.0464570829642122e-38,7.842660793579612e-39,6.6450564886131515e-28,1.1334051624131236e-50,2.424637258539298e-35,4.29232232870537e-34,5.652778659120605e-34,8.490457247701703e-45,3.610962640377832e-44,6.05573381175662e-43,1.1780505666336662e-35,8.159799757034673e-56,4.501187617517444e-10,1.3968331567982622e-60,6.615154439875343e-55,4.520897160145937e-55,6.26475307920685e-26,1.7358862523434207e-36,4.667431410023938e-53,1.0937844916618535e-47,4.221959783611517e-50,3.669982005846828e-55,3.2696624233928743e-50,6.2896557923261405e-28,4.637330610844093e-64,1.5363025765949036e-45,2.5790389272784e-54,1.289566812868923e-60,1.9260658031580223e-57,3.341348789869593e-61,9.575569254410287e-47,2.2275360423148355e-32,1.9899322730678795e-55,1.1801150635306692e-50,1.5756376821823792e-51,4.9727635242079e-29,6.330203640243224e-54,8.395521035259097e-72,6.2844374060538036e-77,1.3329917781538472e-72
1.1649277152244333e-14,0.47663774239404433,5.2428158355802595e-25,1.652125571980896e-27,4.9822777012968336e-27,1.5900337225726355e-20,0.0,0.0,2.2647499978162527e-17,4.2327480984959245e-29,8.91066558106546e-38,1.5219620035655084e-26,9.589247911880168e-52,1.8001160567587083e-62,2.339911783173036e-44,4.4593919003035707e-45,2.277074028982557e-47,3.699755246105235e-53,2.4247272651996747e-72,2.2376765755866735e-81,2.6004915768865677e-95,6.038386814221722e-97,1.9202480478366736e-53,1.5627332849743832e-80,2.0637685172899949e-60,4.1673924731611104e-89,1.0118295618513817e-97,5.707854287300707e-98,3.661289381666491e-101,2.5466173658927893e-102,9.868723385431164e-63,4.6080484957117845e-96,7.530322132618096e-101,3.3898648594135006e-106,3.76,0.0,0.6848834928592338,0.999999999324825,1.664737981126169e-34,8.053809043553684e-57,9.298816194520151e-17,9.298816250270687e-17,2.2647499914018348e-17,7.176349276305156e-31,7.505990957368923e-30,5.242767362845837e-25,9.407427972354215e-26,6.05534696066919e-26,3.680130222533462e-27,1.861114337210382e-31,6.7173345966809445e-37,5.08478940294994e-42,1.5900337225650082e-20,4.2369811728180046e-38,1.6237442388403007e-38,1.3757750684849312e-27,3.0961186770422733e-50,5.020329783576459e-35,8.886666692231696e-34,1.1703364696598352e-33,2.464519374932119e-44,1.0481517246886444e-43,1.741945885743313e-42,2.4390050370799815e-35,2.2296326206531918e-55,6.751749995621349e-10,3.83530888019201e-60,1.8068164027205648e-54,1.2347977761255058e-54,9.397132299448971e-26,3.593933384327833e-36,1.2748208326650345e-52,3.174920916379958e-47,1.2255054592052777e-49,1.346832484753662e-54,8.932547572597948e-50,1.3021938404209977e-27,2.1127835289138044e-63,4.459415229775558e-45,9.464715145235054e-54,5.21588827884883e-60,5.299134474935205e-57,1.35146678839431e-60,2.779494099880587e-46,4.6155315415703455e-32,7.302775199479351e-55,3.4247060959965103e-50,4.3035602680465543e-51,1.0295477778791766e-28,1.7289757058317212e-53,2.9359556927768997e-71,2.197699189811091e-76,5.473149979648296e-72
