Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54)
2.4507304871781167e-07,0.7854642467037563,0.00011269156713508028,1.4023174637056487e-05,7.383230049272709e-06,8.453373677570243e-05,0.0,0.0,1.537675718228693e-05,6.718541293736506e-08,8.778120766598586e-11,0.00014122852153890643,1.1649711076947403e-12,2.8871934114583794e-15,3.508745891526814e-12,7.530027714433441e-16,1.4011022235656704e-17,5.572863384445887e-17,6.933080984257055e-22,3.364869207462811e-30,3.765652568079941e-27,5.6855453290793905e-31,2.0888823971846436e-17,8.817753480710264e-24,8.014776730345901e-22,9.254562469961607e-27,4.075572016144341e-29,2.7096887355938304e-32,3.729175553734145e-36,2.8252049562138057e-36,2.0392405024988556e-23,3.738461387065032e-32,2.482354106513627e-30,1.7821272283961477e-30,3.76,0.0,0.6362753026898971,0.9997616542449524,1.3673951692793429e-05,2.49018316232677e-22,0.0006346096185262662,0.0009647168893826131,0.00022634417315559494,5.334122910327549e-10,3.469312581269177e-11,6.374187105312753e-05,1.7767133903235716e-05,7.497099216019359e-08,6.313162002094014e-07,1.674146038742712e-06,7.492508063066096e-10,1.6191531377140427e-11,1.0566824525547365e-05,5.915671716460451e-10
2.5109310781804393e-07,0.7854683979254565,0.00011623453328129389,1.4806188551510443e-05,7.72196106107509e-06,8.936195301179093e-05,0.0,0.0,1.5790772263705163e-05,7.05106214075833e-08,9.816674178511113e-11,0.00014893559089344482,1.2572213629928675e-12,3.225817675195755e-15,3.710089024186749e-12,8.604515039840406e-16,1.6115895743359578e-17,6.537628267762581e-17,7.956895486244184e-22,4.291282562941154e-30,4.685879076784004e-27,7.58144568283966e-31,2.399758448209918e-17,1.1199186424872514e-23,9.358384489276272e-22,1.152213003254475e-26,5.075272330382138e-29,3.661634373551412e-32,5.072682332918523e-36,3.8190834732013904e-36,2.5029459698450257e-23,4.6594099124278433e-32,3.168513003437825e-30,2.278007808664237e-30,3.76,0.0,0.6362410607108098,0.9997508795801288,1.472299358171378e-05,3.0382732547639545e-22,0.0006458726275817433,0.000992591939887691,0.00023962817131895019,5.51363446938483e-10,3.532427524386304e-11,6.5274790840479e-05,1.8238197484188186e-05,7.965764683322238e-08,6.857792171600139e-07,1.8100641518482272e-06,8.621836832086748e-10,1.7859699109639327e-11,1.082630404432836e-05,6.800467088636417e-10
2.571131669182762e-07,0.7854725750619715,0.00011976085461556228,1.5606759146397087e-05,8.064399005232748e-06,9.433295845779264e-05,0.0,0.0,1.6206614612628122e-05,7.391620378194489e-08,1.0943608643997942e-10,0.00015682473088870399,1.3532763350159796e-12,3.591823193411623e-15,3.915333830060036e-12,9.793878256405674e-16,1.846475686510318e-17,7.635559855724645e-17,9.09440885874421e-22,5.439573485007923e-30,5.793772485382587e-27,1.0025526395113943e-30,2.7455254184988834e-17,1.4129232234052174e-23,1.0879804868824613e-21,1.4259111623420785e-26,6.279563017084857e-29,4.9069517459868765e-32,6.842829514780509e-36,5.119670351496529e-36,3.05418002986557e-23,5.769003942048376e-32,4.0159321742173895e-30,2.8913957553192054e-30,3.76,0.0,0.6362064338599734,0.9997399058563484,1.5819295459693416e-05,3.686923906013458e-22,0.0006569662730392205,0.0010206537773201569,0.00025329515698076905,5.692919903777971e-10,3.5946245489442826e-11,6.678680731254333e-05,1.8703089021032638e-05,8.449102697843818e-08,7.433923370706775e-07,1.952710554710405e-06,9.88536953761748e-10,1.9647942426052318e-11,1.1085790079149797e-05,7.790002907201194e-10
2.6313322601850847e-07,0.7854767777501348,0.00012326890727541685,1.6424393800366784e-05,8.410310385676363e-06,9.944611006038142e-05,0.0,0.0,1.662426857152045e-05,7.740215998685352e-08,1.2163426932660578e-10,0.00016489345443172272,1.4530973540574276e-12,3.9863487272043235e-15,4.12428196839565e-12,1.1106050219854535e-15,2.1077315427688836e-17,8.880321513931743e-17,1.0353967694755892e-21,6.854799318582412e-30,7.120035227390713e-27,1.3152316660995926e-30,3.12875259843829e-17,1.7712848446716632e-23,1.2596200641251428e-21,1.7545131408333371e-26,7.722014630551109e-29,6.523717809410162e-32,9.157414894828187e-36,6.808704180849705e-36,3.7060904234991e-23,7.098063272612885e-32,5.055911163507768e-30,3.645353443806695e-30,3.76,0.0,0.6361714245492711,0.999728735596703,1.6963350647212123e-05,4.450939793852278e-22,0.0006678928771211753,0.0010488999160262738,0.0002673426398818319,5.871885337931343e-10,3.655914862735085e-11,6.827797275719268e-05,1.916179256214317e-05,8.947030455794779e-08,8.042447282009142e-07,2.1021823283416577e-06,1.1294760629745087e-09,2.156106883705624e-11,1.134528397413311e-05,8.893368053043952e-10
2.6915328511874073e-07,0.785481005628077,0.0001267571833339315,1.725859487628456e-05,8.759469230327735e-06,0.00010470069794902918,0.0,0.0,1.7043717519901848e-05,8.096848595875827e-08,1.3480684111513046e-10,0.00017313928195079466,1.5566391920104895e-12,4.410518799478716e-15,4.3367362433445995e-12,1.2549149686189657e-15,2.3974112808183668e-17,1.0286465449225934e-16,1.1744177087310615e-21,8.589449725859185e-30,8.699120132209605e-27,1.7123452433940187e-30,3.552080379599419e-17,2.2070968801711253e-23,1.452573390556834e-21,2.147033596806302e-26,9.440304945435775e-29,8.60755311646345e-32,1.21619802463536e-35,8.986317336924547e-36,4.473278538085096e-23,8.681126018096247e-32,6.324530161475732e-30,4.566525615969502e-30,3.76,0.0,0.6361360352969289,0.9997173713070341,1.8155620395206794e-05,5.346761626913267e-22,0.0006786547343230827,0.0010773278666339236,0.0002817680236820706,6.050441979479361e-10,3.7163095959307484e-11,6.974836529028126e-05,1.9614303554595528e-05,9.459460014211521e-08,8.684249576899492e-07,2.2585710399355055e-06,1.28622925796234e-09,2.3603906950231578e-11,1.1604787129824373e-05,1.012014247040131e-09
2.75173344218973e-07,0.785485258335633,0.00013022428475277685,1.810886085366151e-05,9.111656979123974e-06,0.00011009594996866482,0.0,0.0,1.7464943947419295e-05,8.46151734491571e-08,1.4899982470902322e-10,0.00018155974428342298,1.6638504574473872e-12,4.865441616781089e-15,4.552501067554471e-12,1.4131464926372343e-15,2.7176511347206496e-17,1.186944987798705e-16,1.3273889609850627e-21,1.0704363564752765e-29,1.0569518347788887e-26,2.213190617257676e-30,4.0182150602450536e-17,2.734228968994527e-23,1.6687576369284753e-21,2.613637524078643e-26,1.1476533173915556e-28,1.1274835272491412e-31,1.6035229565901473e-35,1.1774411480646286e-35,5.371896784042734e-23,1.0556721996370298e-31,7.863171958651449e-30,5.685542945483722e-30,3.76,0.0,0.6361002687178372,0.9997058154752309,1.9396534927900446e-05,6.392583210307057e-22,0.0006892541117245605,0.0011059351403362074,0.00029656861565186335,6.228505903437321e-10,3.77581979973122e-11,7.119808557264794e-05,2.0060627453039414e-05,9.986298749397857e-08,9.360209678312341e-07,2.421962830561176e-06,1.4600886466185914e-09,2.5781304530158893e-11,1.186430100266464e-05,1.148040560778474e-09
2.8119340331920527e-07,0.7854895355146985,0.0001336689176222658,1.897468738532313e-05,9.466662357178977e-06,0.00011563103598748458,0.0,0.0,1.7887929523060627e-05,8.83422098474471e-08,1.6425966572729001e-10,0.00019015238519312806,1.7746739894896285e-12,5.352207135789315e-15,4.771382877308707e-12,1.5861436900929173e-15,3.07066820099224e-17,1.3645654327251044e-16,1.4952193829569504e-21,1.3269713607699347e-29,1.2774052168902964e-26,2.840666502424638e-30,4.52992344577625e-17,3.368517644821424e-23,1.9101917488911206e-21,3.165743173757114e-26,1.3877539074233866e-28,1.4666363362111093e-31,2.0995284995822653e-35,1.532050817288417e-35,6.419746781220477e-23,1.276764895077709e-31,9.719074487025626e-30,7.037451560016904e-30,3.76,0.0,0.63606412751463,0.9996940705705791,2.0686494469166846e-05,7.608471400446197e-22,0.0006996932492891073,0.001134719252645032,0.00031174163560466865,6.405997845031854e-10,3.8344564450701743e-11,7.262725390254323e-05,2.0500778487041853e-05,1.0527449778172498e-07,1.0071200545397497e-06,2.592438509631589e-06,1.652411196023395e-09,2.809812684404125e-11,1.2123827104394767e-05,1.298474439612516e-09
2.8721346241943753e-07,0.7854938368095399,0.00013708988667490458,1.9855568282491677e-05,9.8242812362069e-06,0.0001213050719904089,0.0,0.0,1.8312655160701546e-05,9.214957802059363e-08,1.8063318427850032e-10,0.00019891476356015574,1.8890472484545168e-12,5.8718852733585155e-15,4.993190502866204e-12,1.774764209259277e-15,3.4587590407384135e-17,1.563239304023176e-16,1.6788402419459811e-21,1.6366058885516905e-29,1.5360171506053363e-26,3.621787585400195e-30,5.0900272786639456e-17,4.127969007588763e-23,2.1789970506834797e-21,3.816129707803047e-26,1.6695225495890919e-28,1.8951515445365533e-31,2.730687406141146e-35,1.980211925484449e-35,7.636377961495497e-23,1.5361250262570718e-31,1.1945913171989344e-29,8.662168302276447e-30,3.76,0.0,0.6360276144694478,0.9996821390431632,2.202587025037561e-05,9.016488694174072e-22,0.0007099743601535346,0.0011636777266787602,0.0003272842241431671,6.582843000826769e-10,3.8922304213798476e-11,7.403600763826648e-05,2.0934778567884354e-05,1.1082812345559306e-07,1.081808847832103e-06,2.770073655229298e-06,1.8646196711746967e-09,3.0559255281257776e-11,1.2383367001399914e-05,1.4644260768472685e-09
2.932335215196698e-07,0.7854981618670591,0.00014048609005991742,2.0750996432149966e-05,1.0184316486741127e-05,0.0001271171239679476,0.0,0.0,1.873910108116438e-05,9.603725616866621e-08,1.9816752808232863e-10,0.0002078444552842116,2.0069027015755838e-12,6.425524258207369e-15,5.21773549729593e-12,1.9798775090308593e-15,3.884298129067821e-17,1.7847926467950946e-16,1.879203993132897e-21,2.0085463934355352e-29,1.838025270714834e-26,4.588247312462792e-30,5.701397531235969e-17,5.03297344638566e-23,2.4773976431134162e-21,4.5790494721537575e-26,1.9986882883901082e-28,2.433294266446758e-31,3.5289547815346016e-35,2.5431683250322426e-35,9.043186199593003e-23,1.8389692760366583e-31,1.4604412108485057e-29,1.0604961369657501e-29,3.76,0.0,0.6359907324363238,0.9996700233233126,2.341500549819219e-05,1.0640818194634746e-21,0.0007200996309080957,0.0011928080960382534,0.00034319345028108867,6.758970837805836e-10,3.9491525354152053e-11,7.542449891274724e-05,2.1362656318650696e-05,1.1652282182064066e-07,1.1601732941619388e-06,2.9549387194637275e-06,2.098203514704423e-09,3.316958623549569e-11,1.2642922313998594e-05,1.6470578726201698e-09
2.9925358061990207e-07,0.7855025103370223,0.00014385651436711968,2.1660464650260643e-05,1.0546577823175982e-05,0.00013306621160954493,0.0,0.0,1.9167246870953663e-05,1.0000521769536269e-07,2.1691012698202948e-10,0.00021693905493124703,2.1281682023748618e-12,7.014149121686965e-15,5.4448324268091835e-12,2.202363101273064e-15,4.349736162936437e-17,2.031147083850619e-16,2.0972830288355003e-21,2.4532683699719438e-29,2.189189843041161e-26,5.777030288018782e-30,6.366948593152305e-17,6.10653237144951e-23,2.807720601248001e-21,5.470344759834254e-26,2.381551425229634e-28,3.105184471536855e-31,4.532703530599416e-35,3.2462115420833517e-35,1.0663512089865217e-22,2.191024337716961e-31,1.7762982865727448e-29,1.2916955828218543e-29,3.76,0.0,0.6359534843341427,0.9996577258210932,2.4854216401256387e-05,1.250789069459596e-21,0.0007300712218681961,0.0012221079073169558,0.00035946631849400625,6.934314910098008e-10,4.0052335101382924e-11,7.679289260792234e-05,2.1784446214005995e-05,1.2235751833231118e-07,1.2422986404733147e-06,3.1470991381179607e-06,2.3547196683057107e-09,3.5934030238297906e-11,1.290249471568087e-05,1.8475850957164383e-09
3.0527363972013433e-07,0.7855068818722603,0.00014720022988910789,2.258346647421436e-05,1.0910881643351726e-05,0.00013915131181001909,0.0,0.0,1.9597071537824542e-05,1.0405343109269378e-07,2.369086488809217e-10,0.0002261961771524274,2.2527673624683244e-12,7.63876032448871e-15,5.6742991254304345e-12,2.4431087854850546e-15,4.8575982385032356e-17,2.3043205804253303e-16,2.3340684052688498e-21,2.982641231377412e-29,2.5958237261399485e-26,7.231075301472983e-30,7.089632383979512e-17,7.374496861301447e-23,3.1723959778235464e-21,6.507568917582848e-26,2.825015913161324e-28,3.9393872434794446e-31,5.787784548914252e-35,4.1193020243387906e-35,1.2522738491158303e-22,2.5985543467677858e-31,2.1498389523473566e-29,1.56556633529469e-29,3.76,0.0,0.6359158731401198,0.9996452489258453,2.6343793054931924e-05,1.4646513616522037e-21,0.0007398912673384873,0.0012515747222850845,0.00037609977524660163,7.108812683046707e-10,4.0604839836634036e-11,7.814136456067089e-05,2.2200187817744183e-05,1.283311096387093e-07,1.3282694198477794e-06,3.34661544391178e-06,2.6357933366779174e-09,3.885751133295211e-11,1.3162085932300074e-05,2.0672765011864823e-09
3.112936988203666e-07,0.7855112761288343,0.0001505163861110489,2.3519496897766097e-05,1.1277050864227693e-05,0.00014537136199748045,0.0,0.0,2.002855356333522e-05,1.0818185983902704e-07,2.5821095712766156e-10,0.00023561345790108613,2.3806199147355384e-12,8.300332515696704e-15,5.9059569167467185e-12,2.7030088837360026e-15,5.410481909029958e-17,2.6064280175222186e-16,2.59056855210146e-21,3.610059341878793e-29,3.064822176546932e-26,8.99998966664993e-30,7.872432420074119e-17,8.865818077640706e-23,3.573956618914648e-21,7.710111632092292e-26,3.3366214994326326e-28,4.969570401771617e-31,7.348723324880471e-35,5.197761598472629e-35,1.4648386966393467e-22,3.0683879551903603e-31,2.5896438344551514e-29,1.8885535402218393e-29,3.76,0.0,0.6358779018837598,0.9996325950057573,2.7884000383481386e-05,1.7088001546565453e-21,0.0007495618758700873,0.0012812061197846783,0.00039309071504049683,7.282405364332396e-10,4.114914508262862e-11,7.947009997440295e-05,2.260992510718876e-05,1.3444246639168021e-07,1.4181694386285445e-06,3.5535433827569302e-06,2.943118694876136e-09,4.1944966677578294e-11,1.3421697741222207e-05,2.3074549044345705e-09
3.1731375792059887e-07,0.7855156927661808,0.0001538042074176715,2.4468053051602164e-05,1.1644914755012553e-05,0.00015172526329086352,0.0,0.0,2.0461670952529643e-05,1.1239046230972134e-07,2.8086506936768793e-10,0.00024518855547117684,2.5116420669306217e-12,8.999813420214714e-15,6.139630805338354e-12,2.982962483397358e-15,6.011055134236826e-17,2.939681575464325e-16,2.867807969828663e-21,4.350578918159284e-29,3.603692367562886e-26,1.1140815204563066e-29,8.718357863720782e-17,1.061280924871743e-22,4.01503779887429e-21,9.099328215839883e-26,3.924575467386605e-28,6.235234192027564e-31,9.280065157549514e-35,6.523042172730279e-35,1.7070212751590034e-22,3.6079449261242683e-31,3.1052690301383964e-29,2.267853889723473e-29,3.76,0.0,0.6358395736412532,0.9996197664074824,2.947507903918027e-05,1.986630809910499e-21,0.0007590851305116178,0.0013109996973689753,0.0004104359860233886,7.455037741865865e-10,4.1685355494332085e-11,8.077929201269909e-05,2.301370587449724e-05,1.4069043584706525e-07,1.5120817649127545e-06,3.7679340324262403e-06,3.278459540019354e-09,4.5201346366283974e-11,1.3681331970437088e-05,2.5694977125002318e-09
3.2333381702083113e-07,0.7855201314472314,0.00015706298900750975,2.542863483253092e-05,1.2014308768909941e-05,0.00015821188349487183,0.0,0.0,2.0896401280890096e-05,1.166791916996175e-07,3.049191178712225e-10,0.0002549191513780273,2.6457468449669233e-12,9.738122850290567e-15,6.375149640312967e-12,3.283871694701496e-15,6.662054131811493e-17,3.3063909299655954e-16,3.1668259196834867e-21,5.221060463890566e-29,4.220582493568657e-26,1.3718845831898065e-29,9.63043758096902e-17,1.2651418972237742e-22,4.498376681965295e-21,1.0698672698075103e-25,4.5977838318648005e-28,7.782517780654193e-31,1.1657881712892016e-34,8.143575764879866e-35,1.982029790096761e-22,4.225262135878395e-31,3.70731945012575e-29,2.711475334904374e-29,3.76,0.0,0.6358008915302737,0.99960676545579,3.1117246278069045e-05,2.3018158850036274e-21,0.0007684630890546841,0.0013409530727157592,0.0004281323951962286,7.626658028180876e-10,4.22135748502183e-11,8.206914055411314e-05,2.3411581196050285e-05,1.4707384427249913e-07,1.610088718312033e-06,3.989833923106331e-06,3.643649888361479e-09,4.8631613457400065e-11,1.3940990497635042e-05,2.854837413292861e-09
3.293538761210634e-07,0.7855245918385115,0.00016029209300494362,2.640074548412496e-05,1.238507437443055e-05,0.00016483005993975014,0.0,0.0,2.1332721738691972e-05,1.2104799595669393e-07,3.304213113416594e-10,0.0002648029510994892,2.7828444252575395e-12,1.0516151836597303e-14,6.612346253182415e-12,3.606639929642588e-15,7.366281141493585e-17,3.708963263695843e-16,3.488675110494388e-21,6.240316353310989e-29,4.924310334928599e-26,1.680849633655855e-29,1.0611714232929782e-16,1.5021515541550564e-22,5.026811618422927e-21,1.253383451379528e-25,5.365881846070689e-28,9.665087295414e-31,1.4571452134953124e-34,1.0115710955209743e-34,2.2933142269032536e-22,4.929018878702763e-31,4.4075240397944186e-29,3.2282988256644356e-29,3.76,0.0,0.6357618587051456,0.9995935944532528,3.281069681221709e-05,2.6583185080442318e-21,0.0007776977842743701,0.0013710638848404785,0.00044617671325113687,7.797217711067773e-10,4.273390604413556e-11,8.33398510899725e-05,2.3803604962247207e-05,1.5359149917905665e-07,1.7122718608909093e-06,4.2192851593526465e-06,4.040594518772131e-09,5.224074419804741e-11,1.4200675249252748e-05,3.1649620235733616e-09
3.3537393522129567e-07,0.7855290736102255,0.00016349094476103733,2.738389213149248e-05,1.2757058887059322e-05,0.00017157860217295227,0.0,0.0,2.177060917288631e-05,1.2549681772623146e-07,3.5741989820238134e-10,0.0002748376846933535,2.9228424556222112e-12,1.1334761874120265e-14,6.8510575721702506e-12,3.952170208230257e-15,8.126602111857635e-17,4.1499030969233415e-16,3.834420386599562e-21,7.429263134267291e-29,5.724391162396034e-26,2.0494221530778792e-29,1.1665238423587693e-16,1.7767181953410272e-22,5.603281282922239e-21,1.4632878571965782e-25,6.239263682546999e-28,1.1945110133523142e-30,1.8125132394480875e-34,1.2504740857534863e-34,2.6445752005790284e-22,5.728561373567871e-31,5.218812653523775e-29,3.828141948857726e-29,3.76,0.0,0.6357224783523496,0.9995802556799671,3.45556036385053e-05,3.060405807667886e-21,0.00078679122416526,0.001401329795131727,0.00046456567906935046,7.966671410201357e-10,4.324645107776478e-11,8.459163374924181e-05,2.4189833460977346e-05,1.6024219139131653e-07,1.818711989200706e-06,4.456325543010457e-06,4.471269463714101e-09,5.603372843452533e-11,1.446038819949171e-05,3.5014154965079693e-09
3.4139399432152793e-07,0.7855335764363216,0.00016665902933455753,2.8377586272727468e-05,1.3130115301947555e-05,0.00017845629450947894,0.0,0.0,2.2210040126630245e-05,1.3002559430486565e-07,3.859631313550346e-10,0.0002850211073051878,3.0656463643782985e-12,1.2194784277946038e-14,7.091124714910371e-12,4.321363497617033e-15,8.94594431960178e-17,4.631811941364534e-16,4.2051374206433185e-21,8.811078078464563e-29,6.631064864426086e-26,2.4871484575780377e-29,1.279406292553738e-16,2.0937021212069668e-22,6.2308236635891645e-21,1.70263884736928e-25,7.2291111563257155e-28,1.4694320213438987e-30,2.2440426993684465e-34,1.538602766812787e-34,3.039772525727082e-22,6.6339263776620275e-31,6.155394344112567e-29,4.521824325759945e-29,3.76,0.0,0.6356827536863411,0.9995667513933042,3.635211884402808e-05,3.5126623737977355e-21,0.0007957453921734562,0.001431748488229278,0.00048329600390586687,8.134976739526178e-10,4.375131105366387e-11,8.582470243623621e-05,2.457032500876817e-05,1.6702469696904625e-07,1.929489127332762e-06,4.700988696704896e-06,4.9377224488414675e-09,6.001557019823445e-11,1.4720131369312563e-05,3.865798089648371e-09
3.474140534217602e-07,0.7855380999945458,0.00016979588814490054,2.9381344229471505e-05,1.3504102128201774e-05,0.0001854618984473912,0.0,0.0,2.265099087658013e-05,1.346342576039308e-07,4.160992343979579e-10,0.0002953509995793012,3.211159657328287e-12,1.3097019643951292e-14,7.332393061376605e-12,4.715117089137276e-15,9.827293930810279e-17,5.15738778186219e-16,4.601911414803573e-21,1.041135946741946e-28,7.65532218588628e-26,3.0047772874504503e-29,1.40012370034357e-16,2.4584471503205284e-22,6.912574909807505e-21,1.974761264164777e-25,8.347421364409379e-28,1.7995178775564207e-30,2.765827754960597e-34,1.8846228793487316e-34,3.483133478080361e-22,7.6558638202823e-31,7.232836818033724e-29,5.321234620456762e-29,3.76,0.0,0.6356426879456579,0.9995530838276921,3.8200374388290836e-05,4.020003724846559e-21,0.000804562247425013,0.0014623176727627594,0.0005023643752851807,8.302094175171063e-10,4.4248586168891444e-11,8.703927406842832e-05,2.4945139624227757e-05,1.7393777899255463e-07,2.044682520920323e-06,4.953304187538488e-06,5.442073282373062e-09,6.419128845706244e-11,1.4979906825408293e-05,4.259766694216286e-09
3.5343411252199247e-07,0.7855426439664831,0.00017290111578900863,3.0394687558904485e-05,1.387888322524703e-05,0.0001925941549547389,0.0,0.0,2.3093437468057114e-05,1.393227341215323e-07,4.478763692896047e-10,0.00030582516798415195,3.359284202444596e-12,1.4042237409334249e-14,7.574712308758582e-12,5.1343230178140424e-15,1.0773693513292041e-16,5.729424390955859e-16,5.025835813726598e-21,1.2258290067259564e-28,8.80892997233306e-26,3.614365953512219e-29,1.5289800853329305e-16,2.8768130772638345e-22,7.65176804713922e-21,2.2832613113951562e-25,9.60703312254788e-28,2.1942135241095053e-30,3.394158314810578e-34,2.2984629473252285e-34,3.979160720309335e-22,8.805858379834134e-31,8.468146797890439e-29,6.239399002447394e-29,3.76,0.0,0.6356022843892929,0.9995392551944271,4.0100482862449974e-05,4.587689757719149e-21,0.0008132437249511762,0.0014930350819670976,0.0005217674606303488,8.467986928673743e-10,4.4738375709199335e-11,8.823556790298622e-05,2.531433873898398e-05,1.8098018922266436e-07,2.164370632023701e-06,5.2132976506680145e-06,5.986514195419879e-09,6.856591802240603e-11,1.5239716679159309e-05,4.68503512658943e-09
3.5945417162222473e-07,0.7855472080375883,0.00017597435701470753,3.1417143429365045e-05,1.425432764165344e-05,0.00019985178663386787,0.0,0.0,2.353735574818989e-05,1.4409094492280894e-07,4.813426054383866e-10,0.00031644144506219135,3.509920502134311e-12,1.5031175507907444e-14,7.81793650987643e-12,5.579866528416104e-15,1.178823950871198e-16,6.350810481802856e-16,5.478011032178097e-21,1.4382803214317065e-28,1.0104455320242851e-25,4.3293908021788603e-29,1.6662780174367843e-16,3.3552090209185507e-22,8.451731567691317e-21,2.632041674898575e-25,1.102165208771696e-27,2.6642992517595167e-30,4.147796769363638e-34,2.7914586704670225e-34,4.532639866882967e-22,1.0096149934083886e-30,9.879851025768169e-29,7.290550899499153e-29,3.76,0.0,0.6355615462933146,0.9995252676815078,4.2052538225906914e-05,5.221338157726509e-21,0.000821791735910771,0.0015238984741889755,0.000541501910645529,8.632620825305344e-10,4.5220778043783823e-11,8.941380494200978e-05,2.567798494188202e-05,1.8815066964519957e-07,2.2886311348384348e-06,5.4809909124642534e-06,6.573310134464026e-09,7.314451060227347e-11,1.5499563085573125e-05,5.143374382900895e-09
3.65474230722457e-07,0.785551791897206,0.00017901530384324094,3.244824496168964e-05,1.463030945673799e-05,0.00020723349976880552,0.0,0.0,2.3982721397134102e-05,1.489388056278771e-07,5.165458901973634e-10,0.00032719768961295755,3.662967953039065e-12,1.6064540115074138e-14,8.061924096613348e-12,6.052624591687358e-15,1.287407967283555e-16,7.024528705253288e-16,5.9595432001624386e-21,1.6818750906560245e-28,1.15552885402529e-25,5.164861723407027e-29,1.8123180887785696e-16,3.900627609829227e-22,9.315887904231332e-21,3.0253168582129606e-25,1.2605874462656013e-27,3.2220380995159594e-30,5.048280977501296e-34,3.3765089140273045e-34,5.14864666478797e-22,1.1539752821434414e-30,1.148807763525269e-28,8.490201870580671e-29,3.76,0.0,0.6355204769477143,0.9995111234535001,4.4056616520620986e-05,5.926937746342484e-21,0.0008302081678100526,0.0015549056332968606,0.000561564362470256,8.795964187293235e-10,4.5695890620585767e-11,9.057420740761566e-05,2.6036141752702258e-05,1.954479539089271e-07,2.4175409121708566e-06,5.7564021129880424e-06,7.204799007202553e-09,7.793213599119839e-11,1.5759448242211173e-05,5.636612857676339e-09
3.7149428982268927e-07,0.7855563952385834,0.00018202369283409857,3.348753153825454e-05,1.500670762519165e-05,0.0002147379862611765,0.0,0.0,2.442950995746362e-05,1.5386622640697427e-07,5.535340207396422e-10,0.00033809178681723376,3.818325093388088e-12,1.7143005477442423e-14,8.306537889742278e-12,6.553464473928093e-15,1.4034410491804976e-16,7.753654497179712e-16,6.471542928016081e-21,1.96030732733981e-28,1.3175664847476147e-25,6.137440389614644e-29,1.9673984016460677e-16,4.520679948337213e-22,1.0247751796280536e-20,3.4676287071132906e-25,1.4375209187158345e-27,3.881334530903688e-30,6.120255082281751e-34,4.06824374715503e-34,5.832553768978159e-22,1.3150473859870292e-30,1.331463761567635e-28,9.855213423532292e-29,3.76,0.0,0.6354790796534641,0.9994968246514224,4.611277656354473e-05,6.710861745600771e-21,0.0008384948847202958,0.0015860543690057423,0.0005819514426220843,8.957987721748975e-10,4.616380996212848e-11,9.171699827902618e-05,2.6388873422085886e-05,2.028707686650619e-07,2.5511760526296053e-06,6.039545827543223e-06,7.883391882982252e-09,8.293388338798134e-11,1.6019374388105313e-05,6.166636527443747e-09
3.7751434892292153e-07,0.7855610177588773,0.0001849993024855361,3.4534549081607044e-05,1.5383405824931e-05,0.00022236392545986618,0.0,0.0,2.4877696861824118e-05,1.5887311198234122e-07,5.923546172881468e-10,0.0003491216483092257,3.975889837977004e-12,1.8267213822089974e-14,8.551645096427564e-12,7.083242362681959e-15,1.5272474581958667e-16,8.541354782413665e-16,7.015124093745565e-21,2.2775968778396364e-28,1.4980684700225856e-25,7.265561879471018e-29,2.1318140736841986e-16,5.223631304504576e-22,1.1250928556307198e-20,3.963862096368385e-25,1.6346098529437735e-27,4.657904775430405e-30,7.391829754876667e-34,4.8832049629420665e-34,6.590037093518556e-22,1.4942929079212357e-30,1.5383106089631652e-28,1.1403869598001323e-28,3.76,0.0,0.6354373577197735,0.9994823733926544,4.822106061761465e-05,7.579880938836634e-21,0.0008466537274933746,0.0016173425171264954,0.0006026597697428164,9.11866441311572e-10,4.662463166188002e-11,9.284240088467766e-05,2.673624475471985e-05,2.10417834815728e-07,2.6896118484852417e-06,6.3304331870921595e-06,8.611573149060543e-09,8.815486283255752e-11,1.6279343802666188e-05,6.7353891002577275e-09
