Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60)
3.677760380992645e-20,0.6032259504954095,3.76,0.0,0.7897872857230253,0.9999999999996648,2.25686996597284e-44,0.0,2.11667094730041e-32,1.1569271186436751e-15,1.1569271186435594e-15,1.426748811885976e-17,2.326563825730631e-34,2.6099320699761966e-33,6.66638121441996e-27,1.1546979139740802e-28,1.967788705683413e-17,6.651674108739394e-41,1.4267488112308813e-17,1.8133621529233577e-33,6.069435350191744e-23,1.1816079491219405e-32,2.4551203956379193e-32,1.9980874573083673e-39,4.517269225302951e-36,2.8846543421891345e-40,1.9677887056834123e-17,4.4057559039437735e-36,1.7742609501153703e-32,5.897104834999302e-55,5.140987691524702e-32,5.067242562640164e-32,4.3410731185078435e-46,6.749373497761931e-36,1.208945888573873e-34,1.9446555185082707e-32,3.351722641253064e-13,1.7497001679848684e-33,2.830303070781935e-54,5.1028895559854946e-39,7.220829859677472e-49,1.141269323691792e-48,8.474736220142994e-35,4.244408210765774e-64,6.629999204626801e-54,8.395586292567927e-52,1.5229337733814189e-53,1.4002126489784597e-55,7.220933292728263e-66,2.1362611096307607e-35,2.7992962042499694e-51,5.698146496481499e-47,1.0086808871485544e-47,8.149557773234368e-61,1.8917987650363495e-49
7.358716035991365e-20,0.6032259504954097,3.76,0.0,0.789787285723024,0.9999999999993293,1.8068682468998336e-43,0.0,8.472199995721325e-32,2.3148593868256987e-15,2.314859386825236e-15,2.8547371970222964e-17,9.312318503511864e-34,1.0446529958836836e-32,1.3569910599191492e-26,4.621800885502522e-28,3.9372870453422205e-17,5.325383789608378e-40,2.8547371957115103e-17,7.258174636137271e-33,1.214414389947296e-22,4.7295111556558004e-32,9.826879811226537e-32,7.997557011485468e-39,1.8080849244569796e-35,1.1546135048265935e-39,3.9372870453422174e-17,1.7634505347517685e-35,7.101667657670741e-32,4.721269580429793e-54,2.0577348566677393e-31,2.0282175865789373e-31,3.475498053105946e-45,2.7015083365965823e-35,4.838934161421569e-34,7.783689992573268e-32,6.706357291188788e-13,7.00336052178517e-33,2.2659634021731235e-53,2.042485693233606e-38,5.782518313980317e-48,9.139405063666575e-48,3.3921030680577293e-34,6.798425017292677e-63,5.308030687901101e-53,6.721573909909648e-51,1.2192730276178543e-52,1.12102150861966e-54,1.156290214274567e-64,8.550611695000493e-35,2.2411390553308804e-50,4.561981914192538e-46,8.077626535062644e-47,1.3053453279918992e-59,1.5149732413672164e-48
1.4720627345988805e-19,0.60322595049541,3.76,0.0,0.7897872857230217,0.9999999999986584,1.446043742569236e-42,0.0,3.3899835557091284e-31,4.6307239231897375e-15,4.630723923187888e-15,5.710713967293012e-17,3.7261403872815685e-33,4.1799727068035e-32,2.807133984617236e-26,1.849322371641535e-27,7.876283724659822e-17,4.2619255245288154e-39,5.710713964670757e-17,2.904215488581795e-32,2.4293561041847094e-22,1.8924205096042731e-31,3.932031935077907e-31,3.200064547487364e-38,7.234694837510047e-35,4.61995801572374e-39,7.876283724659812e-17,7.056099140094127e-35,2.8415920979003815e-31,3.7784505869342913e-53,8.233619750438037e-31,8.115512222060056e-31,2.781454717292388e-44,1.0809552223910661e-34,1.9362039675033183e-33,3.114489869600567e-31,1.3415626589371811e-12,2.8022564383542226e-32,1.8134593944562213e-52,8.172603389334647e-38,4.628357566022994e-47,7.31522604877981e-47,1.3572830691101881e-33,1.0883380894005986e-61,4.248037770565513e-52,5.379301951405999e-50,9.757889840272252e-52,8.971579085409665e-54,1.8508174284050764e-63,3.421358446233757e-34,1.793592372173548e-49,3.6509720107816066e-45,6.465374602072985e-46,2.0896860381698265e-58,1.2125925847460128e-47
2.9444449965983685e-19,0.6032259504954105,3.76,0.0,0.7897872857230169,0.9999999999973165,1.1570547001029048e-41,0.0,1.3562141665699181e-30,9.262452995917774e-15,9.262452995910373e-15,1.1422667507826744e-16,1.490698786779337e-32,1.6722612659806234e-31,5.985168024987009e-26,7.398493692948023e-27,1.575427708329498e-16,3.410187955109959e-38,1.1422667502581209e-16,1.1618754770954243e-31,4.859239550184215e-22,7.570914308533286e-31,1.5730688127473623e-30,1.2802342049669175e-37,2.8943490300437747e-34,1.848284074039358e-38,1.5754277083294934e-16,2.822899121935934e-34,1.136821872351323e-30,3.0233346001200806e-52,3.2939840412904584e-30,3.246733339240482e-30,2.2255863740518272e-43,4.32452476530268e-34,7.746076670898017e-33,1.2459987512400173e-30,2.6834165178984156e-12,1.1210850470729261e-31,1.4510430437413473e-51,3.2695736481932114e-37,3.703623447661683e-46,5.853662000180116e-46,5.4300160861088436e-33,1.7418131468658993e-60,3.399075644087358e-51,4.304258865087655e-49,7.807794436354878e-51,7.178626370045145e-53,2.96191050417921e-62,1.368766163562505e-33,1.4351464071268985e-48,2.9213323189123934e-44,5.1736093510524594e-45,3.3444047301718066e-57,9.703197244460388e-47
5.8892095205973445e-19,0.6032259504954116,3.76,0.0,0.7897872857230074,0.9999999999946326,9.257316536236208e-41,0.0,5.4252981971781995e-30,1.8525911141373693e-14,1.8525911141344082e-14,2.284657458886339e-16,5.963280446465714e-32,6.689589467904294e-31,1.3452228869608822e-25,2.9596383355909067e-26,3.1510263800565107e-16,2.7284094059399327e-37,2.284657457836994e-16,4.647881521852579e-31,9.719006512281937e-22,3.0286121949189334e-30,6.292787365928672e-30,5.121353683197416e-37,1.1578338377376158e-33,7.393738279442276e-38,3.1510263800564914e-16,1.1292515486877338e-33,4.547657581098223e-30,2.4188974190543295e-51,1.317700852372768e-29,1.2987990333044372e-29,1.780638157384354e-42,1.7299506912756925e-33,3.0986828588424063e-32,4.98440064063892e-30,5.367124233119403e-12,4.484705156246223e-31,1.1609446583854334e-50,1.3079360000528193e-36,2.9632737618962657e-45,4.6835221375934537e-45,2.1721832089720714e-32,2.787278851912048e-59,2.7195187165115145e-50,3.443734048482506e-48,6.246828637494842e-50,5.7434464011865535e-52,4.739538961891846e-61,5.475510253638183e-33,1.1482261410978882e-47,2.3372877629351933e-43,4.1394114125527233e-44,5.351773326890684e-56,7.763540542182747e-46
1.1778738568595298e-18,0.6032259504954135,3.76,0.0,0.7897872857229883,0.999999999989265,7.406204849667075e-40,0.0,2.1702075969026616e-29,3.7052827432284915e-14,3.7052827432166447e-14,4.569438875081341e-16,2.385409242756333e-31,2.6759446707907196e-30,3.283032161428441e-25,1.1839035076204232e-25,6.30222372351046e-16,2.1828311470038376e-36,4.56943887298187e-16,1.8592293526962678e-30,1.9438540716872255e-21,1.211494173968257e-29,2.5172173738364578e-29,2.048624898277474e-36,4.631523809117408e-33,2.957615876667376e-37,6.302223723510385e-16,4.517190002636294e-33,1.8191370525776061e-29,1.9352099352478147e-50,5.271017888816602e-29,5.19540753594474e-29,1.4245781527706927e-41,6.920084345287617e-33,1.2395235933079988e-31,1.9938413862742498e-29,1.0734539652755458e-11,1.7939550574896685e-30,9.287998189760442e-50,5.231957686971884e-36,2.3707690202651195e-44,3.747054740582903e-44,8.689086397584485e-32,4.459948438332465e-58,2.1757182633919222e-49,2.7551180281772997e-47,4.997700157071917e-49,4.594975264600345e-51,7.583648087628522e-60,2.190293222520217e-32,9.186245213591406e-47,1.8699189781880402e-42,3.3117387155088995e-43,8.563417971172363e-55,6.211225556457038e-45
2.3557796664591206e-18,0.6032259504954177,3.76,0.0,0.7897872857229501,0.9999999999785297,5.925104576136874e-39,0.0,8.681007096477701e-29,7.410666001410484e-14,7.410666001363097e-14,9.139001707422044e-16,9.54183110957684e-31,1.0703996445943969e-29,8.936239132458661e-25,4.7357103788570465e-25,1.2604618410418052e-15,1.7463063675735281e-35,9.139001703220145e-16,7.4370774499287e-30,3.887761024763233e-21,4.8460752891845257e-29,1.0069074360564658e-28,8.19466684099129e-36,1.8526472159646863e-32,1.1830705952323806e-36,1.260461841041775e-15,1.806912764497398e-32,7.27669624653615e-29,1.548204908404539e-49,2.108450052136041e-28,2.078205295662781e-28,1.1396895736749111e-40,2.7680900550345084e-32,4.958195353598629e-31,7.97552780797715e-29,2.1469370448803876e-11,7.17596621294987e-30,7.430574934482996e-49,2.0928262910025243e-35,1.8966752224801295e-43,2.997738609264667e-43,3.475705272672318e-31,7.136159330834989e-57,1.7406159345614952e-48,2.2041467394410765e-46,3.998255025487032e-48,3.676067487376103e-50,1.2134145549980092e-58,8.761351119496429e-32,7.349170609345917e-46,1.4959706905974555e-41,2.649474809136956e-42,1.3701933288638558e-53,4.969137699161087e-44
4.711591285658302e-18,0.6032259504954259,3.76,0.0,0.7897872857228738,0.9999999999570591,4.740140011224215e-38,0.0,3.472438236407014e-28,1.4821432517773476e-13,1.4821432517583922e-13,1.827812737190624e-15,3.8167712772910125e-30,4.2816421246384743e-29,2.7353006762278097e-24,1.894303421303025e-24,2.5209407784232013e-15,1.397061674208917e-34,1.827812736349078e-15,2.974868226901199e-29,7.775575379547037e-21,1.938449834155583e-28,4.027670722947878e-28,3.2779005022027006e-35,7.410664249271817e-32,4.732331919759618e-36,2.5209407784230806e-15,7.227724595220731e-32,2.9107081007740085e-28,1.2385789657595981e-48,8.433886002371738e-28,8.312905745867882e-28,9.117624796528677e-40,1.107247285401891e-31,1.983298400915366e-30,3.190243576019071e-28,4.293903186800593e-11,2.870415674365923e-29,5.944530515828794e-48,8.371395422024861e-35,1.5173641810778988e-42,2.3982288174331218e-42,1.3902962519548573e-30,1.1418048398545565e-55,1.3925092880836148e-47,1.763338318185022e-45,3.1986419783720415e-47,2.9408889260938176e-49,1.941487977572335e-57,3.5045760812889397e-31,5.879406263623614e-45,1.1967907558270123e-40,2.1196133824887737e-41,2.1923464895307486e-52,3.9753730620662084e-43
9.423214524056665e-18,0.6032259504954423,3.76,0.0,0.7897872857227213,0.9999999999141179,3.792134662859201e-37,0.0,1.3889824187399203e-27,2.9642965550495466e-13,2.964296554973727e-13,3.655637870008579e-15,1.5267162819665247e-29,1.712665553799922e-28,9.262795676798163e-24,7.577252224212938e-24,5.041898653185507e-15,1.1176559713763065e-33,3.65563786832084e-15,1.1899589312386612e-28,1.5551205883641838e-20,7.75383877091302e-28,1.6110764892108708e-27,1.3111672068185064e-34,2.9642807769437374e-31,1.8929435151293096e-35,5.0418986531850255e-15,2.8911045533527126e-31,1.164289156488548e-27,9.908695958728216e-48,3.3735715596666705e-27,3.3251792109812046e-27,7.294143120125596e-39,4.429011667715502e-31,7.933234628576943e-30,1.2761039209728111e-27,8.587835401483098e-11,1.1481721014718198e-28,4.755652662917331e-47,3.3485792803520764e-34,1.213900946525671e-41,1.9185982304283142e-41,5.5612132939758935e-30,1.8269032221342126e-54,1.1140140637641246e-46,1.4106790246056527e-44,2.5589287620620066e-46,2.3527251561631944e-48,3.1064005172386534e-56,1.4018375490773273e-30,4.703552921265787e-44,9.57438285944116e-40,1.6957041201259878e-40,3.5077841138919077e-51,3.1803236112268297e-42
1.884646100085339e-17,0.603225950495475,3.76,0.0,0.7897872857224162,0.9999999998282357,3.033716973635286e-36,0.0,5.5559442800052325e-27,5.928603161592353e-13,5.928603161289072e-13,7.311288135328947e-15,6.106880704588934e-29,6.850679580356211e-28,3.369435157238767e-23,3.030908596949618e-23,1.0083814402708167e-14,8.941274297613468e-33,7.311288131934906e-15,4.759892534460312e-28,3.1102474069940513e-20,3.1015433929621946e-27,6.444322390950165e-27,5.2446848611510055e-34,1.1857153262994431e-30,7.571802270343759e-35,1.008381440270624e-14,1.1564447706027116e-30,4.6571684241038725e-27,7.926988981905645e-47,1.349432055518775e-26,1.3300750668591623e-26,5.835331808938452e-38,1.771609171703019e-30,3.173302461059074e-29,5.1044286648157265e-27,1.717569955421649e-10,4.592700020262291e-28,3.804533466903575e-46,1.3394383823475375e-33,9.711245984646705e-41,1.5348846619305905e-40,2.2244909750412125e-29,2.923057540379118e-53,8.91213931665953e-46,1.1285465666769734e-43,2.047149075127688e-45,1.8821857962128715e-47,4.970256634398203e-55,5.607364348120106e-30,3.762853500751562e-43,7.659529011238157e-39,1.3565686617127628e-39,5.612478365884485e-50,2.544268954108543e-41
3.769295395444684e-17,0.6032259504955406,3.76,0.0,0.7897872857218059,0.9999999996564711,2.4269775670789294e-35,0.0,2.2223809183422549e-26,1.1857216374671588e-12,1.1857216373458466e-12,1.462258866470754e-14,2.4427554248540245e-28,2.740275270960619e-27,1.2806372690954517e-22,1.21236497979215e-22,2.016764590174568e-14,7.153030046314125e-32,1.46225886578452e-14,1.9039951985057668e-27,6.220503915497667e-20,1.2406189322830696e-26,2.5777322704104693e-26,2.097878768817324e-33,4.742867336794263e-30,3.028731922373283e-34,2.0167645901737976e-14,4.625785030558225e-30,1.862869701886471e-26,6.341614506363586e-46,5.397735084593952e-26,5.320307031836287e-26,4.668272371688102e-37,7.08644569113737e-30,1.2693230300528627e-28,2.0417740619262596e-26,3.435142675315688e-10,1.8370822917010155e-27,3.043631366446779e-45,5.357786452936709e-33,7.769012161749508e-40,1.2279101717395879e-39,8.897975216734936e-29,4.6769019796905184e-52,7.129722613194802e-45,9.02838590473947e-43,1.6377216762367336e-44,1.5057510097244163e-46,7.952423273977365e-54,2.2429485045378284e-29,3.010287265392128e-42,6.127632296046748e-38,1.0852570755191204e-38,8.979984409303422e-49,2.03541919007997e-40
7.538593986163374e-17,0.6032259504956715,3.76,0.0,0.7897872857205854,0.9999999993129419,1.9415841142534607e-34,0.0,8.889532368675743e-26,2.371444280080455e-12,2.371444279595206e-12,2.924518971841613e-14,9.771028206819867e-28,1.096110768774626e-26,4.9882753151324115e-22,4.849462997656508e-22,4.033530889978948e-14,5.7224282764472796e-31,2.924518970439445e-14,7.61627174601031e-27,1.2441028417482406e-19,4.9624788647467326e-26,1.0310935927349683e-25,8.391537664624188e-33,1.8971481414743848e-29,1.2114992696098428e-33,4.033530889975868e-14,1.8503152415474884e-29,7.45148325293718e-26,5.073317629195474e-45,2.159095405707715e-25,2.1281241651821924e-25,3.7346206661926756e-36,2.834580073386319e-29,5.077298801085691e-28,8.16710143820534e-26,6.870287672493264e-10,7.348333419746875e-27,2.434907023590093e-44,2.1431368323851492e-32,6.215215893460427e-39,9.823291321191397e-39,3.5591923513338794e-28,7.483051122270035e-51,5.703783254075607e-44,7.222714045655968e-42,1.3101782913469052e-43,1.2046019236618466e-45,1.2723887408678188e-52,8.971799028129749e-29,2.4082315970921077e-41,4.902109467770054e-37,8.682065187157232e-38,1.436799026415678e-47,1.6283369639581686e-39
