Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649)
3.0528862128535546e-17,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999808878,5.8512033626350405e-39,0.0,1.0535388285566748e-29,7.195388285287224e-17,7.195388284776144e-17,6.1831313863043064e-18,4.388440876731235e-32,5.26497234849349e-31,5.093676392683351e-27,5.0895532433733886e-27,1.9342400807279244e-20,7.3157017859316625e-37,6.1831313864818e-18,8.484282904187073e-34,3.282718751701624e-27,1.716005207130162e-28,1.0536786804165938e-29,6.416772972224006e-45,9.381658545391047e-38,8.454064110356106e-43,1.9342400807276812e-20,4.950112421387766e-39,5.709265216559695e-31,5.527765806418503e-53,2.0691393337119412e-29,5.49894114016808e-31,2.7739587872112504e-42,2.9981214741006144e-39,9.10424726407761e-36,1.1199846455287482e-32,1.9112219976095124e-11,1.7127401392312971e-34,5.106047577821691e-57,6.013536882150757e-44,1.3479202290806715e-46,4.676605336750142e-46,2.9662961559258287e-45,3.7945470833173606e-57
6.105813833688078e-17,0.17718946178602013,3.76,0.0,0.7116631682684,0.9999999999617754,4.681018277594927e-38,0.0,4.2141982156282863e-29,1.4390874165597783e-16,1.4390874163553436e-16,1.2366346637310947e-17,1.7553955176068654e-31,2.1060101773930245e-30,2.0366943504737488e-26,2.0358420065870072e-26,3.8685063966218087e-20,5.852630886163055e-36,1.2366346638028903e-17,3.3966739944651226e-33,6.608010091642651e-27,6.864090652329106e-28,4.2147575992622157e-29,2.567123414287478e-44,3.7527021211907436e-37,3.381711623434211e-42,3.868506396620837e-20,1.9800654966880434e-38,2.2837292878482992e-30,4.4223280747701066e-52,8.276641528678856e-29,2.1995988315471355e-30,2.2191933668422746e-41,1.199260984810749e-38,3.64174811961059e-35,4.4799841545868874e-32,3.822469357672029e-11,6.851028972874125e-34,4.084908936134982e-56,2.7749341062641434e-43,1.0783532468133883e-45,3.741343472595514e-45,2.373074475874077e-44,6.071378254296378e-56
1.2211669075357124e-16,0.17718946178602013,3.76,0.0,0.7116631682683999,0.9999999999235504,3.744836897410709e-37,0.0,1.6856878859537744e-28,2.8781845926218894e-16,2.8781845918041453e-16,2.4732777137758557e-17,7.021628265082781e-31,8.424082072881854e-30,8.145224969978612e-26,8.143409442340555e-26,7.737039028409579e-20,4.682132490651758e-35,2.473277714064633e-17,1.361017568069208e-32,1.3386177827508467e-26,2.7456502249027245e-27,1.6859116169481823e-28,1.0271651927111673e-43,1.5010889062390299e-36,1.3527327931113594e-41,7.737039028405689e-20,7.920305358281411e-38,9.134963373440533e-30,3.537984168512e-51,3.310673449936221e-28,8.798440077197851e-30,1.7753652281850273e-40,4.797069903564824e-38,1.4567163917094899e-34,1.792002776164775e-31,7.644962396268537e-11,2.740424506540229e-33,3.2679823725863514e-55,1.4055766987080509e-42,8.626894226266024e-45,2.9930984600236547e-44,1.8984746009662947e-43,9.714287509965449e-55
2.442337955869522e-16,0.17718946178602016,3.76,0.0,0.7116631682683996,0.9999999998471006,2.995878492398807e-36,0.0,6.742768898330052e-28,5.75637894474611e-16,5.756378941475123e-16,4.9465638132391074e-17,2.8086668335105564e-30,3.36964021153652e-29,3.2577794978549096e-25,3.2573720580194673e-25,1.5474104291985126e-19,3.745717102957024e-34,4.946563814397406e-17,5.462812642116199e-32,2.7452853537188537e-26,1.0982628820793123e-26,6.743663635805206e-28,4.111157825820569e-43,6.004374277490673e-36,5.411275042740835e-41,1.5474104291969564e-19,3.1681326697036055e-37,3.6539944493197337e-29,2.8305568770370603e-50,1.3242727473737333e-27,3.519384980981187e-29,1.4202963961450814e-39,1.918834093398938e-37,5.826958262821245e-34,7.168029331720315e-31,1.528994174735338e-10,1.096171773412165e-32,2.6144509859630854e-54,7.98710638966494e-42,6.901542677088944e-44,2.3944882416154077e-43,1.5187856884212772e-42,1.5542925748526493e-53
4.88468005253714e-16,0.17718946178602016,3.76,0.0,0.7116631682683989,0.9999999996942012,2.396706486603739e-35,0.0,2.6971111542963305e-27,1.1512767648994548e-15,1.1512767635910584e-15,9.89313600966054e-17,1.1234748697198986e-29,1.3478568488562965e-28,1.3030496992341021e-24,1.3029504777193247e-24,3.094823481913631e-19,2.9965781228832784e-33,9.893136014300113e-17,2.200110673710774e-31,5.762756602044928e-26,4.393057107102236e-26,2.6974688987185715e-27,1.6464573353954103e-42,2.401755471086662e-35,2.1647768573897237e-40,3.0948234819073986e-19,1.2672566548152583e-36,1.461599484129389e-28,2.2647066924749183e-49,5.297097721891439e-27,1.4077557823190921e-28,1.1362388018753197e-38,7.675356150334872e-37,2.330848570790445e-33,2.8672153767929165e-30,3.0579873545137697e-10,4.384686133752982e-32,2.0916556213686807e-53,5.086677258176367e-41,5.521245052551896e-43,1.9155943839884718e-42,1.215030953030518e-41,2.4868733431235006e-52
7.327022149204759e-16,0.17718946178602019,3.76,0.0,0.7116631682683983,0.999999999541302,6.853085446483596e-35,0.0,5.731363589220715e-27,1.7269156353242974e-15,1.7269156325439542e-15,1.4839708203576898e-16,2.3873948429850385e-29,2.8641954801667965e-28,2.7689417964173315e-24,2.7687707972660593e-24,4.642236534628763e-19,8.568343826614567e-33,1.4839708213439976e-16,4.697242977349873e-31,8.984363967956151e-26,9.335249833068595e-26,5.7321235745873386e-27,3.502088019676785e-42,5.103736851355404e-35,4.600598191233403e-40,4.642236534615508e-19,2.692924732000243e-36,3.1058998389465854e-28,6.476124557159553e-49,1.1256336863906479e-26,2.991482156024972e-28,3.2489340608923493e-38,1.6310154826297307e-36,4.953146571051189e-33,6.092834951699e-30,4.586977843858399e-10,9.317451919998042e-32,5.981004753231242e-53,1.400165847012953e-40,1.6391205446855256e-42,5.686924026912719e-42,3.6071251678794145e-41,9.408351788787993e-52
9.769364245872377e-16,0.1771894617860202,3.76,0.0,0.7116631682683976,0.9999999993884031,1.445514545890553e-34,0.0,9.777034303079151e-27,2.3025545057491393e-15,2.3025545010062e-15,1.9786280394988184e-16,4.0726310050689536e-29,4.885979291840794e-28,4.723454239792597e-24,4.723198162911212e-24,6.189649587343915e-19,1.8073122467743277e-32,1.9786280411817e-16,8.047510674109111e-31,1.2410107462647607e-25,1.592484105507699e-25,9.778330400550892e-27,5.979759240634334e-42,8.706383936399174e-35,7.848822583342945e-40,6.189649587321284e-19,4.593819226795602e-36,5.298300408201083e-28,1.3660988338397151e-48,1.920199017115869e-26,5.1031176191319725e-28,6.85294432540211e-38,2.7823238889461668e-36,8.449630712424071e-33,1.0393661656665705e-29,6.11596564277396e-10,1.5894464843238251e-31,1.2616078344907177e-52,2.919900818144437e-40,3.571558491511334e-42,1.2391511955745852e-41,7.859738304081339e-41,2.448989352061859e-51
1.4654048439207614e-15,0.17718946178602027,3.76,0.0,0.7116631682683964,0.9999999990826063,3.948149585494325e-34,0.0,2.0242112844121302e-26,3.453832246598821e-15,3.453832236779166e-15,2.967942477193151e-16,8.431920284342507e-29,1.0115793874426045e-27,9.779241158617313e-24,9.778783711806394e-24,9.28447569277428e-19,4.936331324847669e-32,2.9679424806780715e-16,1.678080341366011e-30,1.9740689482824055e-25,3.2970366892556433e-25,2.0244795045781376e-26,1.2401877452016795e-41,1.8025494650878675e-34,1.6252837053684792e-39,9.284475692727362e-19,9.510942294222793e-36,1.0969458878829512e-27,3.7317170191636546e-48,3.975528920677405e-26,1.0565358856945918e-27,1.871752035794601e-37,5.7604600962921886e-36,1.749438717417775e-32,2.1518760367793308e-29,9.173934926347466e-10,3.290742474731658e-31,3.446087605693916e-52,8.08243265127691e-40,1.0367135790899274e-41,3.5968748009412034e-41,2.2814402884115213e-40,8.987448229239e-51
1.9538732632542853e-15,0.17718946178602027,3.76,0.0,0.7116631682683952,0.9999999987768101,8.26085097692728e-34,0.0,3.442653802675257e-26,4.605109987448501e-15,4.605109970747838e-15,3.95725691396628e-16,1.4340576022145393e-28,1.720430547815333e-27,1.663185934717406e-23,1.6631151621342532e-23,1.2379301798204755e-18,1.0328457601786079e-31,3.9572569198939214e-16,2.8733058759139842e-30,2.782195294799115e-25,5.607396451456608e-25,3.443109780129785e-26,2.1128928906306136e-41,3.065669791706539e-34,2.7646643273851818e-39,1.237930179812486e-18,1.6175659562266882e-35,1.8656176480888748e-27,7.80893443477505e-48,6.761334157661649e-26,1.7968910098236845e-27,3.9163318437090814e-37,9.797053210091354e-36,2.9754177497916937e-32,3.659777916557349e-29,1.2231894316293052e-09,5.596683217726374e-31,7.210833512681486e-52,1.719995191661721e-39,2.2671760646823403e-41,7.865960894802071e-41,4.9892534670132236e-40,2.3305130175645825e-50
2.442341682587809e-15,0.1771894617860203,3.76,0.0,0.7116631682683939,0.9999999984710152,1.503856551261183e-33,0.0,5.25959781932266e-26,5.7563877282981786e-15,5.756387702783337e-15,4.946571349752407e-16,2.1909296674237142e-28,2.628427401008726e-27,2.5409653885821284e-23,2.540864347844939e-23,1.5474127903635385e-18,1.880256399285296e-31,4.946571358809212e-16,4.419992459066272e-30,3.6707518036181454e-25,8.566835330143777e-25,5.260294145180103e-26,3.2337671675910003e-41,4.683658801101085e-34,4.2245382329219714e-39,1.5474127903513168e-18,2.471281103894203e-35,2.8502421047418326e-27,1.4217636770954178e-47,1.0329791536077574e-25,2.745243634269309e-27,7.12953308315992e-37,1.4967713307722683e-35,4.545892024131985e-32,5.591314090510007e-29,1.528984310595466e-09,8.55045475744824e-31,1.3127918090283295e-51,3.169005752726407e-39,4.253531320699553e-41,1.4757614824539548e-40,9.360519562580435e-40,5.095613193900771e-50
3.4192785212548565e-15,0.1771894617860204,3.76,0.0,0.7116631682683914,0.9999999978594285,3.9706257703986946e-33,0.0,1.0114022387330606e-25,8.058943209997525e-15,8.058943160933385e-15,6.925200218301662e-16,4.213140775127382e-28,5.054364537729989e-27,4.8861700333442094e-23,4.885992406433597e-23,2.166378011449735e-18,4.964431991851469e-31,6.925200235719246e-16,8.63436543600853e-30,5.6942075142422675e-25,1.6473721792674787e-24,1.011536003785472e-25,6.243682353171908e-41,9.006544410228944e-34,8.126946873581605e-39,2.1663780114261636e-18,4.752211054372136e-35,5.480913542403186e-27,3.75515032047558e-47,1.98638243660193e-25,5.2790065779013104e-27,1.8824072195150716e-36,2.878250977300472e-35,8.742150689898862e-32,1.0751899559753613e-28,2.1405708218792134e-09,1.644216376491711e-30,3.466727202051097e-51,8.464339882440261e-39,1.1638438271443144e-40,4.037952873086925e-40,2.5612090552302323e-39,1.960000243861075e-49
5.373152198588951e-15,0.17718946178602052,3.76,0.0,0.7116631682683864,0.9999999966362679,1.5353786575572855e-32,0.0,2.467516066367316e-25,1.2664054173396184e-14,1.2664054053694539e-14,1.0882457943382167e-15,1.02791052475172e-27,1.233107447619437e-26,1.1920736850196378e-22,1.1920342244430086e-22,3.4043084536225417e-18,1.9196673697493212e-30,1.0882457985879672e-15,2.1773731139540508e-29,1.0720463348875823e-24,4.019089379698934e-24,2.4678416984587192e-25,1.5363922678534152e-40,2.197341660139312e-33,1.9844344464296275e-38,3.4043084535646644e-18,1.1594083905738812e-34,1.3371762537585703e-26,1.4531684622798112e-46,4.846171799406526e-25,1.2879177951760439e-26,7.278971170629243e-36,7.022125777256237e-35,2.133114719996488e-31,2.623137995801355e-28,3.3637309374023236e-09,4.011359307869963e-30,1.3409871274131224e-50,3.2867516661199126e-38,4.622186426034305e-40,1.6036662972449024e-39,1.0171799266474857e-38,1.293770775719604e-48
7.327025875923045e-15,0.17718946178602066,3.76,0.0,0.7116631682683814,0.9999999954131248,3.810428066946526e-32,0.0,4.571158417304648e-25,1.7269165136794796e-14,1.726916491504345e-14,1.4839715652424945e-15,1.9042931363019092e-27,2.284365654385986e-26,2.208353428015107e-22,2.2082837547446153e-22,4.642238895796079e-18,4.764135999031871e-30,1.4839715731156433e-15,4.1544456370570173e-29,1.705363482940781e-24,7.445499137422253e-24,4.5717604442697505e-25,2.8685614290465995e-40,4.070679347706201e-33,3.6791110131451817e-38,4.642238895688231e-18,2.14786484365272e-34,2.4771630556620885e-26,3.608589788029905e-46,8.977697364667761e-25,2.385911334795033e-26,1.8064592481614245e-35,1.3008835077736333e-34,3.952169510532774e-31,4.859451964723156e-28,4.586873828902698e-09,7.43112629176013e-30,3.328935734674799e-50,8.151220967999133e-38,1.1572285196261392e-39,4.0150011787007166e-39,2.5466511230388525e-38,4.265882271269055e-48
