Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821),CHO2(141),S(579),CHF2O(164),C2H2O(930)
0.00011671301696289575,0.9195557352298342,0.0013901106963056732,0.0005264034986653244,0.00034893292191655274,0.15635976317580955,0.0,0.0,0.0001376643739821719,1.963001976340678e-06,0.12165336069218918,0.20147197252520174,2.706055230218256e-05,4.3428423091746784e-10,4.533913672580249e-08,2.8246126367046684e-06,9.16444860998991e-05,0.0013262447972643648,1.1708807289988272e-05,2.1382521411158726e-09,7.343251859112518e-07,1.2492061097313076e-10,1.4975591248676927e-07,2.121969647751896e-06,2.7755414672203926e-09,5.110988799668506e-05,7.656932826687501e-10,8.266868600733464e-07,1.2981704524591154e-07,4.3718640330603536e-10,7.011504548110795e-08,1.2517855392486953e-11,2.5065428056643245e-10,1.2995959495443709e-08,3.76,0.0,0.10025267221300287,0.49057952829664747,0.2520004446540073,0.000944034676212466,0.0003520235582164822,0.7826930725506779,0.01750501736780526,5.345305738275341e-12,1.2523024848937248e-12,2.4842701993526013e-05,7.956169285807514e-06,2.9486254049547644e-06,0.23170157958492218,0.0044828957063788874,0.0015234243799126228,3.7132989162864996e-05,0.1455363704557735,0.02897593754656054,9.015735311855041e-07,0.006250752922626231,2.0032887378920867e-09,9.112738239995419e-06,1.95219177363917e-07,0.001558281253413259,5.20117773345336e-06,0.0001353343439835632,2.0956870866241412e-05,0.027107170381416534,1.3307909446123543e-09,0.0007223984496790066,6.037980802994459e-11,2.623892064061148e-07,1.3966574827512664e-06,0.003390218838144682,0.008386103878406501,4.8027832837272545e-06,6.228497399069055e-05,7.343685000043851e-06,2.251760200288265e-05,2.0890072972822162e-07,3.451926202946217e-05,6.274133177274952e-09,0.00010030901482739921,1.9210928716526752e-08,0.000122094451007899,4.1699719697814445e-11,1.065963363328647e-08,1.4667673914940015e-05,7.483615769042628e-08,3.213418340939476e-10,0.001062323556745937,1.9005497599720446e-08,2.1606015192635023e-09,0.008802002339220346,1.2179576877004654e-07,4.959625578373514e-06,1.299982714348163e-05,2.1281906375945346e-15,3.324394739594419e-12,2.9439892883225537e-06,8.098707642930501e-12,1.676863255114492e-13,2.2906710182605002e-08,2.8218369296036042e-14,1.2616670418870584e-09,1.6018622264595697e-09,1.5253403414540387e-07,1.368450739765893e-10
0.00011715041072151659,0.9197076194776158,0.0013978040197695331,0.0005288804645683401,0.00035123337847821573,0.15633664619365872,0.0,0.0,0.00013795411143342325,1.95977419859446e-06,0.1221923374084469,0.20170846812445195,2.7234317375692313e-05,4.407778564945031e-10,4.5977115638042135e-08,2.843353584322777e-06,9.234804048499204e-05,0.0013290378767319062,1.1874655620212957e-05,2.1584674284488753e-09,7.444630844946869e-07,1.2688324907729492e-10,1.5055427422424877e-07,2.1437197813526986e-06,2.7981323633534348e-09,5.166560929551637e-05,7.814713769414798e-10,8.384291298554553e-07,1.3156485564322706e-07,4.447153757867468e-10,7.075176198451463e-08,1.2673827261383909e-11,2.549283585312546e-10,1.3197047187142989e-08,3.76,0.0,0.09921767542009091,0.48949081182890397,0.25254679637061184,0.0009462053284107436,0.0003490178008014843,0.7841555999406337,0.017424870052032006,5.287312166914256e-12,1.2386579843582878e-12,2.4647548330713188e-05,7.935443343304257e-06,2.9281277009526995e-06,0.23232260503176805,0.004470319195007861,0.0015094644281235634,3.700506434404789e-05,0.14563472997147958,0.02878400036829545,8.934522000454389e-07,0.006242530955191116,1.991628197590452e-09,9.097196798718929e-06,1.9488608040355414e-07,0.001556608784304824,5.197063101039623e-06,0.00013535878042407926,2.0915005756907787e-05,0.027108997613450755,1.3228778870947295e-09,0.0007207952706683181,6.023958894473117e-11,2.633331417688403e-07,1.404193083551897e-06,0.0033789353115418006,0.008320243410662028,4.829200563398347e-06,6.275736305427545e-05,7.400128077881327e-06,2.2632013972078878e-05,2.1044171169869607e-07,3.4574378767346756e-05,6.290977690490167e-09,0.00010079752226640804,1.9258418774585118e-08,0.00012272374054962562,4.2079368083187404e-11,1.0708589242466763e-08,1.4613336005520476e-05,7.399921813495825e-08,3.193881592296229e-10,0.0010622082137579105,1.905862154921251e-08,2.1727613849430256e-09,0.008862854687339309,1.2263836060863812e-07,5.016166269379166e-06,1.3090827206572458e-05,2.1228865151880647e-15,3.3396871691604323e-12,2.9581803818613954e-06,8.160085619786656e-12,1.6813652817109426e-13,2.2685580172308194e-08,2.8294130356192086e-14,1.2658421676961734e-09,1.5983319312039902e-09,1.5148810556249396e-07,1.383323988275311e-10
0.00011758780448013742,0.919858834763758,0.0014056241795793543,0.0005313980311592698,0.0003535700427636546,0.15631164888854274,0.0,0.0,0.00013824941298064473,1.9566528325403607e-06,0.12273166593195575,0.2019430755103994,2.7409505844509395e-05,4.4745592201908216e-10,4.662934949133634e-08,2.862389945475719e-06,9.305741569232293e-05,0.0013317824588632817,1.2042827647688525e-05,2.1789057514852906e-09,7.547181761648316e-07,1.2888077397020272e-10,1.513744146909535e-07,2.1657008864712577e-06,2.821000457526869e-09,5.2224416025023906e-05,7.976069154778598e-10,8.503187447789411e-07,1.3333063213383574e-07,4.523814323893182e-10,7.139637584921068e-08,1.283174223015642e-11,2.5927948660890774e-10,1.3400820180513161e-08,3.76,0.0,0.09818927822318291,0.4884041195613313,0.25309243684897287,0.0009483410450154192,0.00034601949195387936,0.7856123280758376,0.017345080915649243,5.229677575899548e-12,1.2250977609959221e-12,2.4453318706594916e-05,7.915007005839047e-06,2.907770905504024e-06,0.23294355447361367,0.0044577689697997075,0.0014955995934674555,3.68775764468883e-05,0.14573068289951321,0.028591733442390962,8.853974627582449e-07,0.006234411903935206,1.980035236070203e-09,9.081526341130878e-06,1.9455022019235386e-07,0.0015549412244379836,5.192952177820434e-06,0.00013538237767404669,2.087330795651252e-05,0.027109462154458273,1.3149860524037771e-09,0.000719195072435116,6.009963530275706e-11,2.6427932417756623e-07,1.4117843179512906e-06,0.0033676624624915294,0.008254413968619978,4.855812119429327e-06,6.323412172572829e-05,7.457094506828534e-06,2.2747246386167603e-05,2.12006282159418e-07,3.463185789247372e-05,6.307933430203504e-09,0.00010129152360931768,1.930661821873062e-08,0.0001233553476471413,4.246471135109112e-11,1.0757639191679223e-08,1.4558971432124288e-05,7.317022619038847e-08,3.1744137550891824e-10,0.0010620590903836016,1.9112565547542255e-08,2.185120408223857e-09,0.00892379668663451,1.2348219532872627e-07,5.0734713607492355e-06,1.3182253126175309e-05,2.1175281350196117e-15,3.3549960395345435e-12,2.9723761732355103e-06,8.222338160784772e-12,1.6858970610048544e-13,2.2466267764733003e-08,2.837039246892529e-14,1.2700549227622691e-09,1.5947994332941538e-09,1.5044950376954394e-07,1.3982797876853328e-10
0.00011802519823875826,0.9200093872463055,0.0014135743787387434,0.0005339571836046654,0.00035594381678633876,0.15628477426855494,0.0,0.0,0.00013855037679922407,1.9536384876197174e-06,0.12327136312411734,0.2021758053073118,2.758615664890189e-05,4.543255724660007e-10,4.7296303650336805e-08,2.8817306571105696e-06,9.377272140858175e-05,0.001334478194706925,1.2213367434916606e-05,2.199573085504891e-09,7.650923137546165e-07,1.309141121389192e-10,1.5221699105382287e-07,2.1879173120490927e-06,2.844152639658421e-09,5.278628966020318e-05,8.141103754746994e-10,8.62358102284333e-07,1.3511455049738318e-07,4.6018787768849776e-10,7.204909417109607e-08,1.2991639828171303e-11,2.637095413837114e-10,1.3607320879652636e-08,3.76,0.0,0.09716741987515898,0.48731940255069095,0.25363739343921626,0.0009504415578102788,0.0003430285478147311,0.7870633130790647,0.017265645272068225,5.172398561864707e-12,1.2116209907869686e-12,2.4260003939532702e-05,7.894863780034059e-06,2.8875532445130274e-06,0.2335644563433678,0.004445244727476912,0.0014818287584680305,3.675052742526908e-05,0.1458242342703034,0.028399140942505643,8.774084348432355e-07,0.006226397981345469,1.9685094429923307e-09,9.065727309097809e-06,1.942116061667726e-07,0.0015532786619753308,5.188846943642868e-06,0.0001354051874833345,2.0831783854477946e-05,0.027108561616417125,1.307115648635003e-09,0.0007175977829093189,5.995996224982166e-11,2.6522795183445496e-07,1.4194331091671017e-06,0.003356400715063391,0.00818861777085691,4.882624451781624e-06,6.371535683936434e-05,7.514596959308064e-06,2.28633256346601e-05,2.1359505005012616e-07,3.469175693221753e-05,6.32500578064768e-09,0.00010179114419312835,1.9355542716047558e-08,0.00012398931828828036,4.285589490951888e-11,1.0806787153595396e-08,1.4504581495954113e-05,7.234908352289656e-08,3.155014613326214e-10,0.001061876077229619,1.9167348791967687e-08,2.1976836550891664e-09,0.008984827585893017,1.2432726248726496e-07,5.131558321502355e-06,1.3274113622852131e-05,2.1121155141309448e-15,3.370322790330424e-12,2.9865777067966838e-06,8.285487694005256e-12,1.690459988846411e-13,2.2248755147288333e-08,2.84471784580548e-14,1.2743065266827468e-09,1.5912651624347743e-09,1.494181409457089e-07,1.4133176430862352e-10
0.0001184625919973791,0.9201592830844999,0.0014216579264298378,0.0005365589405080747,0.00035835563298589046,0.1562560249180473,0.0,0.0,0.00013885710420855516,1.9507318192904338e-06,0.12381144626893588,0.2024066680516763,2.776430999191069e-05,4.6139429817455065e-10,4.7978462859162105e-08,2.901384971394235e-06,9.449407017435173e-05,0.0013371247312334294,1.238632028183489e-05,2.2204756243550754e-09,7.755874067209333e-07,1.329842265891753e-10,1.5308268437262937e-07,2.2103735288907646e-06,2.8675960206922786e-09,5.335121071306926e-05,8.30992637468273e-10,8.745496669460548e-07,1.3691678891391423e-07,4.681381242979202e-10,7.271013120726717e-08,1.3153560098396466e-11,2.682204633332553e-10,1.3816592816403433e-08,3.76,0.0,0.09615203994838642,0.4862366113173998,0.25418169376435884,0.0009525065931528023,0.00034004488386083214,0.7885086112915837,0.017186558404034574,5.115471743169822e-12,1.1982268975404938e-12,2.406759485712541e-05,7.875017334677623e-06,2.867472952119886e-06,0.2341853395164075,0.004432746152337724,0.001468150809063289,3.662391921731175e-05,0.145915388724947,0.028206226840949932,8.694842394828759e-07,0.006218491439793445,1.957050416519956e-09,9.049800100865863e-06,1.9387024679033208e-07,0.0015516211835521103,5.1847493924249066e-06,0.00013542726214212507,2.0790439877650183e-05,0.027106293480580933,1.299266880024954e-09,0.0007160033292311138,5.982058624650613e-11,2.6617922854267746e-07,1.4271413591225693e-06,0.0033451504778887913,0.008122856959985936,4.90964425049327e-06,6.420117870925111e-05,7.572648521594989e-06,2.2980278908275273e-05,2.1520864316014604e-07,3.475413534845312e-05,6.3422004703891915e-09,0.0001022965127398141,1.9405208322372145e-08,0.00012462569955843837,4.325306912083921e-11,1.0856036922540599e-08,1.4450167414153848e-05,7.153569294089395e-08,3.1356838814349646e-10,0.001061659057349982,1.9222990999826292e-08,2.2104562523945157e-09,0.009045946657374595,1.2517355196570183e-07,5.1904451971986375e-06,1.3366417697803395e-05,2.1066486525364563e-15,3.385668911440247e-12,3.0007860564871976e-06,8.349557413001333e-12,1.695055646314315e-13,2.2033025066896856e-08,2.852451570807302e-14,1.2785984460645762e-09,1.5877296973440394e-09,1.4839392894008272e-07,1.4284370331660834e-10
0.00011889998575599994,0.920308528440769,0.0014298782423473725,0.0005392043553143289,0.00036080645552440127,0.1562254029897326,0.0,0.0,0.0001391696997761994,1.9479335302424508e-06,0.12435193308503059,0.20263567419308604,2.794400738883547e-05,4.686699549234315e-10,4.867633222977948e-08,2.9213624696211075e-06,9.522157747237363e-05,0.0013397217111531465,1.2561732769815889e-05,2.2416197898996908e-09,7.862054233085714e-07,1.3509211867221876e-10,1.539722005991216e-07,2.2330741339302695e-06,2.891337938719235e-09,5.391915869248111e-05,8.482650045173776e-10,8.868959729453968e-07,1.3873752796691756e-07,4.762356972611717e-10,7.337970868203552e-08,1.3317545163480062e-11,2.728142596341073e-10,1.4028680691474448e-08,3.76,0.0,0.09514307832543975,0.4851556958211917,0.2547253657328189,0.0009545358717304199,0.0003370684148871851,0.7899482792894342,0.01710781556110711,5.058893760657355e-12,1.1849146611258772e-12,2.387608229477481e-05,7.855471507233646e-06,2.8475282693008977e-06,0.23480623332823602,0.004420272916076903,0.0014545646343749876,3.649775374693079e-05,0.14600415050724944,0.028012994908197617,8.616240056801476e-07,0.006210694573385776,1.945657745719665e-09,9.03374507046841e-06,1.9352614962239461e-07,0.0015499688742989307,5.180661534446311e-06,0.00013544865450269042,2.0749282481641943e-05,0.027102655091274283,1.291439947020565e-09,0.0007144116377150673,5.968152257044015e-11,2.671333639150863e-07,1.4349111169648899e-06,0.0033339121440959353,0.008057133603097613,4.936878408634607e-06,6.469170126604656e-05,7.631262710007554e-06,2.309813423010609e-05,2.16847712128394e-07,3.481905462333304e-05,6.3595231466153165e-09,0.00010280776147748481,1.9455631492265265e-08,0.0001252645396763976,4.365638947045271e-11,1.0905392419849876e-08,1.439573031905822e-05,7.072995834179252e-08,3.1164213128242804e-10,0.0010614079059898481,1.9279512442341822e-08,2.2234436206826e-09,0.009107153197157061,1.260210539747522e-07,5.2501506338215865e-06,1.3459174641899815e-05,2.101127532949663e-15,3.4010359214617187e-12,3.015002326582067e-06,8.41457127916535e-12,1.6996854854026742e-13,2.1819060125670488e-08,2.860242775181952e-14,1.2829319487914383e-09,1.5841934463448218e-09,1.4737678099048322e-07,1.4436374105416455e-10
0.00011933737951462078,0.9204571294816632,0.001438238861548237,0.0005418945177929127,0.0003632972816478472,0.15619291019640438,0.0,0.0,0.0001394882714193306,1.9452443716745247e-06,0.12489284173815954,0.2028628340951351,2.8125291718558438e-05,4.761607852917335e-10,4.939043827914497e-08,2.941673076691212e-06,9.595536181899242e-05,0.0013422687727275434,1.2739652807695922e-05,2.2630122415479007e-09,7.969483928110593e-07,1.3723883002683963e-10,1.548862718390205e-07,2.2560238546832075e-06,2.915385970729104e-09,5.4490112062015525e-05,8.659392221921099e-10,8.993996266517131e-07,1.4057695064292472e-07,4.844842385132143e-10,7.405805610222914e-08,1.3483637560668529e-11,2.774930069461839e-10,1.4243630417370419e-08,3.76,0.0,0.09414047518965148,0.48407660543582703,0.2552684375513808,0.0009565291083074287,0.00033409905498459785,0.791382373900299,0.017029411957079663,5.002661275629167e-12,1.1716835224724565e-12,2.3685457093829212e-05,7.83623031087952e-06,2.8277174441374953e-06,0.23542716759285756,0.004407824677594906,0.0014410691264705447,3.637203292655239e-05,0.146090523455345,0.027819448712260973,8.538268696534591e-07,0.006203009719877626,1.934331030514604e-09,9.017562527243269e-06,1.9317932121455595e-07,0.0015483218178617027,5.176585396347738e-06,0.00013546941800644243,2.0708318167563817e-05,0.027097643649867616,1.2836350465419588e-09,0.0007128226338129429,5.954278811915797e-11,2.6809057359264653e-07,1.4427443883925772e-06,0.0033226860912330953,0.007991449692170739,4.964334023769987e-06,6.51870422002766e-05,7.690453487989164e-06,2.3216920487488548e-05,2.1851292802984975e-07,3.4886578349329234e-05,6.376979852367037e-09,0.00010332502626666365,1.9506829097211386e-08,0.00012590588803167393,4.406601683698463e-11,1.0954857698655579e-08,1.4341271257559214e-05,6.99317847273228e-08,3.0972265770014663e-10,0.0010611224903187737,1.9336933949308888e-08,2.2366512278460383e-09,0.00916844652549089,1.2686975905928942e-07,5.310693902251669e-06,1.3552394045098202e-05,2.095552120285239e-15,3.416425394877138e-12,3.0292276524636884e-06,8.480554088235494e-12,1.7043511874739294e-13,2.160684356459924e-08,2.8680943934853163e-14,1.2873086168909174e-09,1.580657006812942e-09,1.463666097187898e-07,1.4589181990274454e-10
0.00011977477327324162,0.9206050923801137,0.0014467434392087212,0.0005446305555895861,0.00036582914310901094,0.15615854780211835,0.0,0.0,0.00013981293051899,1.9426651446481435e-06,0.12543419085427993,0.20308815803632396,2.8308207278108113e-05,4.838754415430288e-10,5.0121330042508364e-08,2.9623270765100993e-06,9.669554485906144e-05,0.0013447655495722355,1.292012967957352e-05,2.2846598867706116e-09,8.078184079336433e-07,1.3942544463377595e-10,1.5582565750445596e-07,2.2792275538928032e-06,2.9397479393208097e-09,5.5064048195632184e-05,8.840274999901221e-10,9.120633093163052e-07,1.4243524232685768e-07,4.92887511748459e-10,7.474541109311136e-08,1.3651882228149356e-11,2.8225885454047634e-10,1.4461489163180886e-08,3.76,0.0,0.09314417101561515,0.4829992889228156,0.2558109377386302,0.0009584860114619585,0.0003311367175223789,0.7928109522209948,0.016951342767213263,4.946770971625413e-12,1.158532662980229e-12,2.349571010018439e-05,7.817297941989238e-06,2.8080387304161402e-06,0.2360481726218774,0.004395401082784245,0.0014276631801190976,3.6246758658508084e-05,0.1461745109928811,0.02762559161799725,8.460919728564557e-07,0.006195439262650743,1.9230698591835813e-09,9.001252735139912e-06,1.9282976720238927e-07,0.001546680096418219,5.172523022799895e-06,0.00013548960670611734,2.0667553471920134e-05,0.02709125620811804,1.2758523720393275e-09,0.0007112362420749435,5.94043983136179e-11,2.69051079473401e-07,1.4506433618934205e-06,0.003311472681169963,0.007925807144462678,4.99201841260192e-06,6.56873231126324e-05,7.750235283936902e-06,2.3336667466434182e-05,2.202049868423361e-07,3.495677232398716e-05,6.394576517024033e-09,0.00010384844673186878,1.95588184367304e-08,0.00012654979522345376,4.4482117674194804e-11,1.1004436949843438e-08,1.4286791190215938e-05,6.91410781518527e-08,3.0780993985497946e-10,0.001060802669152874,1.9395276951612526e-08,2.2500848819095712e-09,0.009229825987162401,1.2771965810336434e-07,5.372094924628532e-06,1.3646085806263026e-05,2.089922361380983e-15,3.4318389335576057e-12,3.0434632014303884e-06,8.54753146922275e-12,1.7090542613537495e-13,2.1396358388093338e-08,2.8760088429877885e-14,1.2917297637030473e-09,1.5771207614035808e-09,1.4536332935350026e-07,1.4742787942827622e-10
0.00012021216703186246,0.9207524233162601,0.0014553957560093406,0.00054741363586797,0.0003684031076744781,0.1561223166129758,0.0,0.0,0.0001401437920294121,1.94019670150569e-06,0.12597599953316962,0.20331165621097574,2.84927998389224e-05,4.918230099886868e-10,5.0869580236226865e-08,2.983335128026825e-06,9.744225146427943e-05,0.0013472116704533268,1.3103214094759441e-05,2.3065698915754494e-09,8.188176272638161e-07,1.4165309099850428e-10,1.5679114567241265e-07,2.302690234381108e-06,2.9644319256160296e-09,5.56409433311885e-05,9.025425335902951e-10,9.248897798861393e-07,1.4431259079327746e-07,5.014494072615974e-10,7.544201974703165e-08,1.3822324375522884e-11,2.871140273461674e-10,1.468230540137009e-08,3.76,0.0,0.09215410655947948,0.4819236944040877,0.25635289513888876,0.0009604062833126219,0.00032818131512399567,0.7942340716356152,0.016873603125424786,4.8912195512279e-12,1.1454613425651555e-12,2.330683216225894e-05,7.79867878770776e-06,2.788490387840676e-06,0.23666927924439235,0.004383001764305171,0.0014143456925390142,3.6121932838018224e-05,0.14625611611973963,0.02743142678626217,8.384184635009314e-07,0.00618798563276004,1.9118738338464856e-09,8.984815912178265e-06,1.9247749217184694e-07,0.001545043790692384,5.168476477508253e-06,0.00013550927529615064,2.0626994985833788e-05,0.02708348966179707,1.2680921137713197e-09,0.0007096523861095448,5.926637056925702e-11,2.700151099523149e-07,1.458610150823574e-06,0.0033002722599882353,0.007860207802866469,5.019939112076379e-06,6.619266967079206e-05,7.810623009866452e-06,2.3457405886510605e-05,2.219246067323697e-07,3.502970464941183e-05,6.4123195263395275e-09,0.00010437816639881277,1.961161725770111e-08,0.00012719631310120243,4.490486431373778e-11,1.1054134507322927e-08,1.4232290990427597e-05,6.835774573667191e-08,3.059039399736852e-10,0.0010604482926653389,1.9454563479967796e-08,2.263750419040706e-09,0.009291290951867067,1.2857074233535332e-07,5.4343743012635796e-06,1.3740260143411587e-05,2.0842381844281816e-15,3.4472782020842625e-12,3.057710173540254e-06,8.615529961777113e-12,1.713796501332654e-13,2.1187588339011032e-08,2.883989284963355e-14,1.2961971038333345e-09,1.5735853323667503e-09,1.4436685315091002e-07,1.4897185604762155e-10
0.0001206495607904833,0.9208991284800465,0.001464199723352291,0.000550244967023744,0.0003710202807048229,0.15608421696728936,0.0,0.0,0.0001404809746037675,1.9378399473763237e-06,0.12651828736263632,0.20353333873016533,2.8679116706876223e-05,5.000130371302213e-10,5.163578651336874e-08,3.004708282280482e-06,9.819560983526729e-05,0.0013496067590743014,1.328895823979129e-05,2.3287496922336336e-09,8.299482778553519e-07,1.4392294446324332e-10,1.5778355441270249e-07,2.3264170441142845e-06,2.98944627661371e-09,5.622077252146069e-05,9.214975288385057e-10,9.378818779418475e-07,1.4620918619244773e-07,5.101739473587065e-10,7.614813699713845e-08,1.3995012004537754e-11,2.9206082944965373e-10,1.4906128956622466e-08,3.76,0.0,0.09117022284921614,0.48084976933357754,0.2568943389366558,0.0009622896192341437,0.0003252327596501564,0.7956517898343541,0.016796188121236132,4.836003739224461e-12,1.1324687411879634e-12,2.311881412965411e-05,7.780377434496367e-06,2.769070680623751e-06,0.23729051882768387,0.004370626341334829,0.001401115563139464,3.599755735430626e-05,0.1463353414022723,0.02723695717300192,8.308054944246488e-07,0.0061806513110505045,1.900742541689459e-09,8.96825222964197e-06,1.921224997814288e-07,0.0015434129799639477,5.164447843680844e-06,0.00013552847913511425,2.0586649342017214e-05,0.027074340743511092,1.2603544588461138e-09,0.0007080709885415663,5.912872045696876e-11,2.7098290017287047e-07,1.466647099110943e-06,0.003289085157845473,0.007794653436248901,5.048103896019828e-06,6.670321177491415e-05,7.87163208104925e-06,2.3579167438600364e-05,2.236725330377126e-07,3.510544583704953e-05,6.430215112605086e-09,0.00010491433283741731,1.9665243766709712e-08,0.00012784549480702618,4.5334435164157606e-11,1.1103954854676318e-08,1.4177771443381337e-05,6.758169562050886e-08,3.040046278457707e-10,0.0010600592020846291,1.9514816218602578e-08,2.2776540716006516e-09,0.009352840814591373,1.294230033332377e-07,5.49755333974386e-06,1.3834927604407172e-05,2.0784994986948977e-15,3.4627448901682555e-12,3.0719698024919063e-06,8.684577011025285e-12,1.7185794727779996e-13,2.098051681056299e-08,2.89203818939811e-14,1.3007119910535315e-09,1.5700510711180165e-09,1.433770962667828e-07,1.5052368313657923e-10
0.00012108695454910413,0.9210452140718849,0.0014731593893653415,0.0005531258005030542,0.00037368180682418185,0.15604424872533482,0.0,0.0,0.00014082460071148032,1.9355958417490857e-06,0.12706107443334214,0.2037532156226624,2.8867206784117752e-05,5.084555575469707e-10,5.242057277098083e-08,3.026458000190207e-06,9.89557516073427e-05,0.0013519504338558317,1.3477415832931021e-05,2.3512070068160374e-09,8.41212657932055e-07,1.4623622966670097e-10,1.5880373325353852e-07,2.350413281496591e-06,3.0147996194178033e-09,5.680350958279513e-05,9.409062265659425e-10,9.510425267684937e-07,1.481252210315287e-07,5.19065291607326e-10,7.686402700283817e-08,1.4169993187464536e-11,2.971016474277366e-10,1.5133011056915026e-08,3.76,0.0,0.09019246117462892,0.4797774604676424,0.2574352986716068,0.0009641357075615708,0.00032229096217227646,0.7970641648330485,0.016719092796698042,4.781120277819458e-12,1.1195541403324754e-12,2.2931646850913376e-05,7.762398676353989e-06,2.7497778776422085e-06,0.23791192329878788,0.0043582744193070835,0.0013879716932522763,3.5873634093953445e-05,0.14641218896301972,0.027042185528170417,8.23252224755208e-07,0.006173438830350645,1.8896755875329756e-09,8.951561811478523e-06,1.9176479258972542e-07,0.0015417877420759423,5.160439226735401e-06,0.0001355472742795911,2.054652323809588e-05,0.027063806015960864,1.2526395915190289e-09,0.0007064919709687115,5.899146600231328e-11,2.7195469229063275e-07,1.4747564303765159e-06,0.0032779116888291414,0.007729145739751292,5.076520775716649e-06,6.721908373083114e-05,7.93327843661678e-06,2.370198482323419e-05,2.2544953522563412e-07,3.5184068917815784e-05,6.448270035580051e-09,0.00010545709781104673,1.9719716650611204e-08,0.00012849739481988356,4.5771015049961733e-11,1.115390263098576e-08,1.4123233245009004e-05,6.681283697188485e-08,3.021119606650804e-10,0.0010596352293796994,1.957605849570488e-08,2.291802073580849e-09,0.0094144749960053,1.3027643303001478e-07,5.561654084539519e-06,1.3930099078118448e-05,2.072706193869715e-15,3.4782407586084137e-12,3.086243356543756e-06,8.75470105777086e-12,1.7234050979384086e-13,2.0775128058929052e-08,2.900158982037921e-14,1.3052762935837121e-09,1.5665186324801577e-09,1.423939724381135e-07,1.5208329061971134e-10
0.00012148060893186288,0.9211761665077842,0.001481359671937079,0.0005557619456900467,0.0003761160814031246,0.1560066791481635,0.0,0.0,0.00014113947783329372,1.9336732992773826e-06,0.1275500266706137,0.2039495692383034,2.9038045708922513e-05,5.162784207817779e-10,5.314330429122238e-08,3.046364526845936e-06,9.96457906641647e-05,0.0013540154625047076,1.364939334431043e-05,2.3716624817740013e-09,8.514668977831787e-07,1.4835637455947543e-10,1.597463664139931e-07,2.372244760519716e-06,3.0379148288105934e-09,5.733043648743858e-05,9.587737805567952e-10,9.63033707708571e-07,1.4986643409392122e-07,5.272136725197505e-10,7.751690984389208e-08,1.432947958092659e-11,3.017208094426834e-10,1.533986351615605e-08,3.76,0.0,0.08931766168753923,0.4788137197508904,0.25792177327222554,0.0009657650768531596,0.0003196490483917321,0.7983307821243613,0.01664997619167033,4.732006648039809e-12,1.1079970121992793e-12,2.2763916129921062e-05,7.74649775068179e-06,2.7325214299290196e-06,0.23847135515839868,0.004347177445361357,0.0013762150555255096,3.576249136710561e-05,0.14647932020357662,0.02686663491685244,8.165046333079812e-07,0.0061670539087958715,1.8797699960138994e-09,8.93643213973195e-06,1.9144053631995543e-07,0.0015403298559237266,5.156850341440085e-06,0.00013556388737247176,2.0510603020316097e-05,0.027053136910221317,1.245715844245482e-09,0.0007050728243858913,5.886828834237904e-11,2.7283293283201456e-07,1.4821187868868879e-06,0.003267867469511079,0.007670230057728243,5.102318338437146e-06,6.768804022657798e-05,7.98931864917699e-06,2.38134510806928e-05,2.2707435698367536e-07,3.525735619180091e-05,6.464661129807097e-09,0.00010595135697011664,1.9769481737660908e-08,0.00012908647512457346,4.617008779692752e-11,1.1198968546931925e-08,1.4074133421612421e-05,6.612693861821031e-08,3.00414214241591e-10,0.0010592236831278735,1.9632042452871797e-08,2.3047497168763984e-09,0.00947001739394786,1.310455126176821e-07,5.620151655298888e-06,1.4016193619014643e-05,2.067445413071912e-15,3.4922134623899556e-12,3.0991025379674293e-06,8.818757836479074e-12,1.7277859811127e-13,2.0591703564243975e-08,2.9075312674171194e-14,1.3094275811604524e-09,1.5633412678295577e-09,1.4151476276802398e-07,1.5349352902569145e-10
