Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821),CHO2(141)
5.950201203396501e-07,0.5227103847624756,1.1328509218015813e-08,5.064891552523696e-10,2.622749792143191e-10,2.7894452765811585e-09,0.0,0.0,9.548455240296539e-09,1.9783398319588267e-12,3.3213616311804674e-13,7.778123128973357e-09,1.2111801078727957e-22,6.987753823164795e-30,5.4145303771625e-23,3.614082320966782e-20,9.743677562751412e-20,1.1095374221088475e-20,7.847930541726148e-31,6.616370124269095e-42,4.788520367151948e-40,5.776411063505552e-40,2.9021785323409526e-22,7.048199349896179e-29,2.755011203261963e-25,4.459041207812295e-33,1.4178698684060548e-41,4.744243745133062e-38,1.1160649129399594e-38,1.484500407233536e-40,2.669371896588877e-27,1.5311917178758906e-37,7.534312721907772e-41,2.8784924489957776e-42,3.76,0.0,0.7911595125636125,0.9999552887046075,4.800593472242358e-10,1.840668554099414e-21,4.800059532886845e-08,7.164862643127821e-08,1.769703257547652e-08,3.113864785893318e-14,1.3803738292136174e-16,8.377651652820034e-09,4.758177536912259e-10,8.296384806742265e-10,1.0428285046669507e-10,5.687360477842596e-14,2.537140408146477e-16,8.811333933443308e-20,2.179018577539809e-11,3.2777590272875735e-17,8.73486574953327e-18,2.959161039077038e-11,2.1948445249623363e-21,1.3243074783792558e-16,1.6901700231330555e-19,1.86154088923298e-15,2.257260046793488e-19,1.7673907768442778e-18,1.9629767712317262e-17,2.3167955372635194e-17,1.3591980375494377e-25,4.468390875888009e-05,2.088502069942255e-31,6.431157876190185e-28,3.5340520946558083e-25,3.360205848996246e-14,7.826177505112012e-17,3.8552990459669528e-25,4.8891300360223185e-22,8.478364577343e-24,7.822004931751038e-22,2.628740737233395e-20,4.008321439341837e-11,3.163050756534867e-23,2.1404928783703055e-18,7.459717944958193e-20,1.073406992623927e-23,6.981939036965116e-24,4.7454609766683645e-27,9.179842413842036e-21,1.2920821342995453e-10,5.897818520205818e-23,7.112826868028615e-23,2.9585071579167995e-22,6.175804114889628e-14,9.891074728961415e-27,5.6046827769350055e-36,1.849390134573196e-36,2.0972931437347863e-29,2.11453236511697e-34,3.538971340479066e-36,1.8793109221563456e-31,3.908551060534945e-25,5.191890110837495e-29,9.899344780111635e-12,4.642899262640056e-30,2.9693434913990253e-14
6.017512332411201e-07,0.5227103848447249,1.1520180471245833e-08,5.207204525798101e-10,2.680445814456168e-10,2.8725301267857744e-09,0.0,0.0,9.67834860997049e-09,2.0260942925864874e-12,3.4295505692867843e-13,7.991488847234126e-09,1.2615378804024203e-22,7.345748034979028e-30,5.563227866655063e-23,3.7327859680846293e-20,1.0237963482018743e-19,1.1588411877615593e-20,8.249879215041016e-31,7.059112201978571e-42,5.169364720557412e-40,6.183187317925624e-40,2.9987355600676714e-22,7.663468343520974e-29,2.911030487174642e-25,4.747851650669525e-33,1.5428267278349035e-41,5.209230092157378e-38,1.2472488353943834e-38,1.658035644310115e-40,2.8201537932265415e-27,1.662857893803191e-37,8.271726703812972e-41,3.190714779032198e-42,3.76,0.0,0.7911595114391494,0.9999552881952581,4.968211890042413e-10,1.9573795875584284e-21,4.839157704096269e-08,7.258282271977972e-08,1.8067057299606906e-08,3.15403065975134e-14,1.3916769693830283e-16,8.496904960746238e-09,4.828738474474131e-10,8.526514203893489e-10,1.074417099499265e-10,5.881563961177517e-14,2.66759799327969e-16,9.187952443757824e-20,2.2036632568908158e-11,3.447731296490549e-17,9.157379122633794e-18,3.020229793486165e-11,2.2932835861486526e-21,1.3539646728877188e-16,1.7146578471131946e-19,1.9468248705178184e-15,2.3420968443852945e-19,1.8434706509699756e-18,2.0398407870990862e-17,2.4011779299263133e-17,1.4240125045344867e-25,4.468390873410583e-05,2.172847120993174e-31,6.736984796943599e-28,3.7528865372773187e-25,3.459590429800363e-14,8.163648267312079e-17,4.091046406582475e-25,5.004313543810666e-22,8.749843534021397e-24,8.105611590975076e-22,2.749700352456177e-20,4.090350169612171e-11,3.3079948345248526e-23,2.2414444629185155e-18,7.885664677227762e-20,1.1477821194449049e-23,7.261144229872668e-24,5.034035658775221e-27,9.571198814291592e-21,1.3218151555009892e-10,6.155353345859643e-23,7.485357333868912e-23,3.103966708672219e-22,6.226872443717881e-14,1.0346361682582989e-26,5.917539628385198e-36,1.984836431348304e-36,2.258671059819634e-29,2.2253321229755513e-34,3.8114005327747473e-36,2.045344808030067e-31,4.1063328293538537e-25,5.408398030405268e-29,1.0044100804445894e-11,4.827733510899244e-30,2.9935578417148016e-14
6.084823461425902e-07,0.5227103849271522,1.1712232921650863e-08,5.3515813986243e-10,2.7385936498796513e-10,2.957006204304787e-09,0.0,0.0,9.808832635671515e-09,2.0744952090263965e-12,3.5399401570639215e-13,8.207826839094275e-09,1.3132458189026636e-22,7.717172236461877e-30,5.713650171240835e-23,3.8539909124227795e-20,1.0750791314023979e-19,1.2097697828308051e-20,8.667040061995031e-31,7.526073191406982e-42,5.575819865641506e-40,6.6134480876217005e-40,3.0973581773788867e-22,8.32386455981234e-29,3.073727149394159e-25,5.051616465095609e-33,1.6768849494350288e-41,5.713605165631405e-38,1.3919902018369956e-38,1.8493931044445494e-40,2.9772746793752066e-27,1.8040381066863962e-37,9.071250892367355e-41,3.532212147806796e-42,3.76,0.0,0.7911595103099315,0.9999552876818244,5.139491876445212e-10,2.0799735614228387e-21,4.877983412280425e-08,7.352000643304293e-08,1.844136121744891e-08,3.1940245108922747e-14,1.4029017381392303e-16,8.615878821660539e-09,4.899153323331298e-10,8.760742717316118e-10,1.1066651007557782e-10,6.080124323147726e-14,2.8035413091139374e-16,9.576822105526646e-20,2.228307892902818e-11,3.624939103958969e-17,9.596215852383247e-18,3.0817952087842035e-11,2.3950894765861136e-21,1.3839394630358892e-16,1.739261746256515e-19,2.035044133321939e-15,2.429178218707268e-19,1.922027073953685e-18,2.1188650611134933e-17,2.48783109943803e-17,1.4912073196763774e-25,4.4683908732307176e-05,2.25980683818366e-31,7.054552556740863e-28,3.982627723189168e-25,3.560616081996577e-14,8.511459731524667e-17,4.33845565491328e-25,5.120568047757803e-22,9.026481286447586e-24,8.395656280588182e-22,2.8747148977392636e-20,4.1730229364707956e-11,3.457546664860615e-23,2.3459208148739717e-18,8.330614579492139e-20,1.2263597051871825e-23,7.546737979373249e-24,5.337236681557487e-27,9.975214135632162e-21,1.3517495753279993e-10,6.4214248712987e-23,7.873548606377216e-23,3.2547189867424216e-22,6.277584893343999e-14,1.0818068589898075e-26,6.244559474379937e-36,2.128544344771097e-36,2.43054804540522e-29,2.340791927684315e-34,4.1015615244896225e-36,2.2240489873539817e-31,4.311284585258056e-25,5.631045325899533e-29,1.0188542921229592e-11,5.01748077821259e-30,3.0176034496825114e-14
6.152134590440602e-07,0.522710385009757,1.1904643873970216e-08,5.498017170668965e-10,2.797187161359075e-10,3.0428761910037046e-09,0.0,0.0,9.939908453145874e-09,2.1235455118939836e-12,3.652547552096546e-13,8.427130127997642e-09,1.3663171034603756e-22,8.102330245946487e-30,5.865775120232578e-23,3.9777160203864695e-20,1.128260146169135e-19,1.262357894730324e-20,9.099777442700485e-31,8.018284953263054e-42,6.0092907533500136e-40,7.068239587308221e-40,3.1980625014417715e-22,9.032063384720044e-29,3.243290548774923e-25,5.3709156723962365e-33,1.820563801739399e-41,6.260180728490479e-38,1.551498374088515e-38,2.060150635648055e-40,3.1409043777867278e-27,1.9552888478978652e-37,9.937272165418685e-41,3.905296376512299e-42,3.76,0.0,0.7911595091759581,0.9999552871643687,5.314461798600181e-10,2.2086696813140345e-21,4.916538556074118e-08,7.446017134281013e-08,1.881994086691695e-08,3.233843961796801e-14,1.4140486684466312e-16,8.734561873192887e-09,4.969414763486635e-10,8.999099987706206e-10,1.1395801372528522e-10,6.283080445126195e-14,2.9451483434871944e-16,9.978217649326601e-20,2.2529524885703597e-11,3.8096222287016086e-17,1.0051837517702285e-17,3.143853898412228e-11,2.5003421157129145e-21,1.4142315022617326e-16,1.7639815956318674e-19,2.1262641452163664e-15,2.518537245340585e-19,2.0031147687851096e-18,2.2000853938571028e-17,2.5767939982800292e-17,1.5608449313050041e-25,4.468390870452403e-05,2.349442749557888e-31,7.3842147889659165e-28,4.223685568003291e-25,3.6632854935222536e-14,8.869796133112455e-17,4.597964412830575e-25,5.2378837561398755e-22,9.308302394122112e-24,8.692191758750538e-22,3.0038662527835136e-20,4.256334784521679e-11,3.611783606826844e-23,2.45399989840279e-18,8.795173431694973e-20,1.3093220579162329e-23,7.838722707035501e-24,5.655652877547324e-27,1.0392168727372199e-20,1.3818797326170842e-10,6.696227369022082e-23,8.277903223545885e-23,3.4108866162156795e-22,6.327943943683649e-14,1.130663147698873e-26,6.586241933772348e-36,2.280918699795796e-36,2.613483205065582e-29,2.461061383706381e-34,4.410399000298629e-36,2.4162406168206304e-31,4.523555395825592e-25,5.859918969764869e-29,1.0332656554693774e-11,5.212202860015217e-30,3.0414814911671924e-14
6.219445719455302e-07,0.5227103850925376,1.2097391024874517e-08,5.646506552085375e-10,2.8562202550207275e-10,3.1301426056653142e-09,0.0,0.0,1.0071577128821504e-08,2.173248137237789e-12,3.7673897802830826e-13,8.649391465419499e-09,1.42076460115209e-22,8.501526967558953e-30,6.019580352175835e-23,4.103979739112702e-20,1.183383788918457e-19,1.3166404923103629e-20,9.548458689406205e-31,8.536810567043764e-42,6.471241262054751e-40,7.548639327022276e-40,3.3008643019559686e-22,9.790860278687581e-29,3.419912330801636e-25,5.706344102132491e-33,1.974403401972353e-41,6.851931249774795e-38,1.7270734942862478e-38,2.2920033815691214e-40,3.311214242871283e-27,2.1171913632870262e-37,1.0874427430381996e-40,4.312427059663908e-42,3.76,0.0,0.7911595080372296,0.9999552866428773,5.493149637106836e-10,2.343692320192719e-21,4.954825020883797e-08,7.540331092312768e-08,1.9202792326761127e-08,3.273486769946577e-14,1.4251182900261743e-16,8.852943153078815e-09,5.039515726999887e-10,9.241615231371803e-10,1.1731698323422856e-10,6.490470617506193e-14,3.0926009683159135e-16,1.0392416984975788e-19,2.277597046902323e-11,4.002025919066469e-17,1.0524713033693616e-17,3.206402499422094e-11,2.6091224292905548e-21,1.4448404444232082e-16,1.7888172702355234e-19,2.220550886796073e-15,2.6102069713516564e-19,2.086789047481515e-18,2.2835376552409673e-17,2.668105764620136e-17,1.632988781390408e-25,4.4683908678368267e-05,2.4418176299611755e-31,7.726333075581391e-28,4.476479978461935e-25,3.7676011622121694e-14,9.238842329223e-17,4.870021055640094e-25,5.356250994195293e-22,9.59533088111567e-24,8.995270149386097e-22,3.137236584942816e-20,4.340280793079051e-11,3.7707828571320397e-23,2.565760219995016e-18,9.27995792112633e-20,1.3968568461913868e-23,8.137098153939488e-24,5.9898900114436196e-27,1.082234606693771e-20,1.4122000020177518e-10,6.979957366423699e-23,8.698934884790945e-23,3.5725931752755285e-22,6.377952057373863e-14,1.181249372198778e-26,6.943099457074372e-36,2.4423793442713075e-36,2.8080587195492153e-29,2.5862934200087085e-34,4.7388966807546074e-36,2.6227799984999004e-31,4.743294522936557e-25,6.095105597465464e-29,1.0476427634838206e-11,5.411961225887345e-30,3.0651931338405715e-14
6.354067977484704e-07,0.5227103852586239,1.2483806625253881e-08,5.94962359041335e-10,2.9755810332964166e-10,3.3088740010711025e-09,0.0,0.0,1.0336696983453727e-08,2.2746221239991586e-12,4.0038461886635246e-13,9.102758006401168e-09,1.5338381260269809e-22,9.343260813630357e-30,6.332141377441492e-23,4.364194691279097e-20,1.2996382605361542e-19,1.430430383909752e-20,1.0495136430162987e-30,9.657215722956771e-42,7.486744341716247e-40,8.590732621661563e-40,3.5128216631269377e-22,1.1472059036449931e-28,3.795108789153402e-25,6.42804330969785e-33,2.3148328673777206e-41,8.1837262077771e-38,2.132123958983457e-38,2.826418728173494e-40,3.672567215935283e-27,2.475405640826746e-37,1.2982024903502509e-40,5.239462752668915e-42,3.76,0.0,0.7911595057455106,0.9999552855878445,5.861789075075787e-10,2.6336408093645545e-21,5.0305993897727e-08,7.729848658297803e-08,1.998129280497631e-08,3.3522341246505755e-14,1.447027709446128e-16,9.088758466073217e-09,5.17920916035589e-10,9.739234357262935e-10,1.2424036580242447e-10,6.918703301334682e-14,3.405790160937485e-16,1.1260354481509954e-19,2.3268860636629925e-11,4.411003774659317e-17,1.1524137744251458e-17,3.3329561005302604e-11,2.8375947925691155e-21,1.5070076550811332e-16,1.8388355964803597e-19,2.4185909487464507e-15,2.800610515961228e-19,2.2621215214425124e-18,2.4572817326414392e-17,2.857933330658087e-17,1.7850539660583383e-25,4.468390862754068e-05,2.635041823222593e-31,8.449424806942019e-28,5.019008650452617e-25,3.9811803386580876e-14,1.000980645621909e-16,5.453625926822718e-25,5.596101955624355e-22,1.0185103495525448e-23,9.62126106427607e-22,3.416964132264001e-20,4.510055780585401e-11,4.1033761532256863e-23,2.8006411853730112e-18,1.0312724987146946e-19,1.586421762086519e-23,8.753007171800491e-24,6.70833677537696e-27,1.1723518434974498e-20,1.4733885692268558e-10,7.574997173589984e-23,9.593140972575176e-23,3.913121958019824e-22,6.476925239926389e-14,1.2877926824837152e-26,7.704455278458108e-36,2.7943170058357703e-36,3.234580213761891e-29,2.8522738775153523e-34,5.459011490541083e-36,3.0825733656307977e-31,5.205775442453151e-25,6.584762586772583e-29,1.0762888278987123e-11,5.826831029464733e-30,3.11212185294342e-14
6.488690235514105e-07,0.5227103854254026,1.2871308930068248e-08,6.260884659857761e-10,3.096628115618545e-10,3.493217384809986e-09,0.0,0.0,1.0604199389559094e-08,2.3786407536124755e-12,4.2494429904624274e-13,9.567863383496195e-09,1.6525630101133618e-22,1.0244830772848971e-29,6.651151077093189e-23,4.634774917493822e-20,1.424204536910863e-19,1.5514246328693577e-20,1.15100688266111e-30,1.0896436758751884e-41,8.63528051657404e-40,9.748986163955788e-40,3.7333494217853404e-22,1.3392361602261965e-28,4.200894147398976e-25,7.221775113709946e-33,2.702926911537612e-41,9.73631585711397e-38,2.619575264882426e-38,3.468822302704751e-40,4.0627334581554115e-27,2.88385336580399e-37,1.5436556759718346e-40,6.336228144497688e-42,3.76,0.0,0.7911595034347859,0.9999552845168299,6.245626409594341e-10,2.9517188868089537e-21,5.10532134110755e-08,7.920547562506237e-08,2.0776822605871587e-08,3.4302511561188105e-14,1.4686341687391271e-16,9.323244674324326e-09,5.31818187612847e-10,1.0253825225185467e-09,1.3144274255802946e-10,7.365116795100318e-14,3.744642775736128e-16,1.2182921046089274e-19,2.3761749675250448e-11,4.853946097585212e-17,1.2598386959276551e-17,3.461429574525755e-11,3.0811739941336585e-21,1.570438334257864e-16,1.8893157291663755e-19,2.629701962681116e-15,3.000652418226775e-19,2.4484786382469956e-18,2.6403853680659935e-17,3.057630379771052e-17,1.947930436114994e-25,4.4683908585330425e-05,2.8400077266777657e-31,9.226883759730951e-28,5.613775466587577e-25,4.2013699176538916e-14,1.0825842528437155e-16,6.09307541869879e-25,5.840045920976607e-22,1.079598100626699e-23,1.0274033670754018e-21,3.7145598734577694e-20,4.682309218584493e-11,4.4559403926209215e-23,3.0512019979712552e-18,1.1434066854394317e-19,1.7966656163410023e-23,9.394411364276588e-24,7.497770966368473e-27,1.2681061120825661e-20,1.5352710572453395e-10,8.208161273203786e-23,1.0560504545067207e-22,4.277312056148125e-22,6.574523801072251e-14,1.401806320743669e-26,8.5329908466389e-36,3.188030824227093e-36,3.715256675572239e-29,3.1400246655723074e-34,6.270598406077171e-36,3.6112431569647936e-31,5.699923765446424e-25,7.100702291524865e-29,1.1047821916984596e-11,6.262575292952607e-30,3.1583987866800834e-14
6.623312493543507e-07,0.5227103855928651,1.3259733085248812e-08,6.580237687855239e-10,3.219314351660499e-10,3.6831873132233634e-09,0.0,0.0,1.0874090500902265e-08,2.485327676687215e-12,4.504311743666493e-13,1.0044640727890114e-08,1.7770307728330534e-22,1.1208704505595597e-29,6.976425104211734e-23,4.9158527995565615e-20,1.5574498099062326e-19,1.679912581873443e-20,1.2596294777726411e-30,1.226415289474085e-41,9.930845916144744e-40,1.1033178449123494e-39,3.962561112641288e-22,1.557881406818181e-28,4.638880513308661e-25,8.092847599888044e-33,3.143798151374002e-41,1.154009181463919e-37,3.2036826779247196e-38,4.237743571506359e-40,4.483134658192269e-27,3.348150785335115e-37,1.8285237176283251e-40,7.628461261868486e-42,3.76,0.0,0.7911595011050747,0.9999552834299577,6.644871848992972e-10,3.2999115474795425e-21,5.179005491060251e-08,8.112421610015416e-08,2.158933515274235e-08,3.50752431960141e-14,1.4899417883636732e-16,9.556327465056594e-09,5.456385765846568e-10,1.0785606003033365e-09,1.389301847647718e-10,7.82999594298068e-14,4.110756829582635e-16,1.3162453305174196e-19,2.425463783029469e-11,5.3330171453584886e-17,1.3751473143787559e-17,3.591796851471122e-11,3.340543386146408e-21,1.6351297279012238e-16,1.9402566750574305e-19,2.854429024168633e-15,3.210595399282045e-19,2.646323741833997e-18,2.833137304796925e-17,3.267516079148823e-17,2.122161898380206e-25,4.4683908536628e-05,3.0572656266807042e-31,1.0061900333483077e-27,6.264506185977038e-25,4.4281833675076296e-14,1.1688449485598266e-16,6.792351605940409e-25,6.088009822710123e-22,1.142813736304605e-23,1.0953983022308528e-21,4.0306894845698725e-20,4.8570029671635144e-11,4.8290860444631736e-23,3.3180886221303336e-18,1.26493080235986e-19,2.029289546206418e-23,1.0061217617474338e-23,8.363672486592904e-27,1.369735322475692e-20,1.5978039245405204e-10,8.881102163766182e-23,1.160554978686456e-22,4.666183832155355e-22,6.670766831829353e-14,1.5236717795141366e-26,9.433287960225471e-36,3.627458231949987e-36,4.255643148228891e-29,3.4508927025933333e-34,7.183044535808686e-36,4.217408688200246e-31,6.22693637149445e-25,7.643604770427873e-29,1.1331132912525187e-11,6.719673696682107e-30,3.204032987166124e-14
6.757934751572908e-07,0.5227103857610028,1.3648920002080994e-08,6.907626596983302e-10,3.343593321236941e-10,3.878795993841144e-09,0.0,0.0,1.1146375472920107e-08,2.5947065995066344e-12,4.768581985995011e-13,1.0533019663955986e-08,1.9073278051413205e-22,1.223735681153952e-29,7.307777373519513e-23,5.2075539441879205e-20,1.6997462058972226e-19,1.8161875591847206e-20,1.3756894281868556e-30,1.37705913082849e-41,1.138853713179482e-39,1.24536176335682e-39,4.2005646279856857e-22,1.8060731504283824e-28,5.110713322301267e-25,9.046821233406743e-33,3.642931419564281e-41,1.3628777094913814e-37,3.900744152080365e-38,5.154338939367889e-40,4.9352128903386604e-27,3.8743837113442824e-37,2.158038370540273e-40,9.144997651432546e-42,3.76,0.0,0.7911594987564018,0.9999552823273321,7.059729686215998e-10,3.680290171288174e-21,5.251666252811536e-08,8.305464220116287e-08,2.2418777752043945e-08,3.584041802840715e-14,1.5109546372382016e-16,9.78793798083356e-09,5.593776160177693e-10,1.1334787825199156e-09,1.4670874778419946e-10,8.313615971176175e-14,4.505795481694082e-16,1.420133766633077e-19,2.4747525349029274e-11,5.850473728161443e-17,1.498752304280104e-17,3.7240322237164395e-11,3.616402141507718e-21,1.7010790886492251e-16,1.9916574434150858e-19,3.0933242736709405e-15,3.4307011375329277e-19,2.856129252801925e-18,3.035826724021923e-17,3.4879119772196135e-17,2.308308327437482e-25,4.468390848685177e-05,3.287388857757742e-31,1.0957803243332044e-27,6.9750925387800655e-25,4.6616314241000745e-14,1.2599134046350845e-16,7.555615790902755e-25,6.339922565648755e-22,1.2081738927682773e-23,1.1661494880537855e-21,4.366021321460953e-20,5.034099419033686e-11,5.2234198317525175e-23,3.601954164253061e-18,1.3963945543146023e-19,2.2860868258339426e-23,1.0753295302847334e-23,9.311814987122079e-27,1.477482260342775e-20,1.6609443567945218e-10,9.595507545712078e-23,1.2732991619355132e-22,5.0807704089255735e-22,6.765673158077099e-14,1.653782610431924e-26,1.0410153110619653e-35,4.116813597240158e-36,4.8617286678902057e-29,3.7862817201314805e-34,8.206470726450951e-36,4.910560523280354e-31,6.788009266245842e-25,8.214143884171135e-29,1.1612732528500135e-11,7.198600405406208e-30,3.2490333807998077e-14
6.89255700960231e-07,0.5227103859298067,1.403871619231673e-08,7.242991507038749e-10,3.469419342513646e-10,4.080053369964385e-09,0.0,0.0,1.1421058498684401e-08,2.706801274019765e-12,5.042381263826277e-13,1.1032926570899915e-08,2.043535352845555e-22,1.3333266371968557e-29,7.645020456067746e-23,5.509997193983765e-20,1.8514705256780953e-19,1.9605466998623797e-20,1.4994986235136228e-30,1.542654314235185e-41,1.3024606504121564e-39,1.4021149509564506e-39,4.447462218665214e-22,2.086982148379417e-28,5.618070183532342e-25,1.0089513947216273e-32,4.2061960534825725e-41,1.6039700486890872e-37,4.729336819841316e-38,6.242691234421059e-40,5.420429220767502e-27,4.469132465223643e-37,2.537983374666096e-40,1.091804887938266e-41,3.76,0.0,0.7911594963887997,0.999955281209062,7.490398393800926e-10,4.0950136775675356e-21,5.323317839440777e-08,8.499668454364026e-08,2.3265091976478404e-08,3.659793397687826e-14,1.5316767330846492e-16,1.00180125249748e-08,5.730311644076255e-10,1.1901574740944796e-09,1.5478446889115466e-10,8.816242465431138e-14,4.931487981775909e-16,1.530200991527808e-19,2.5240412480432293e-11,6.40866683843252e-17,1.6310776341596574e-17,3.858110340733589e-11,3.909465145191282e-21,1.7682836758202741e-16,2.043517046052503e-19,3.3469464987621395e-15,3.6612300840929395e-19,3.0783765419897637e-18,3.248743024971104e-17,3.719141807861585e-17,2.506946079249025e-25,4.468390843707267e-05,3.530974907163351e-31,1.1918063392183056e-27,7.74959385535052e-25,4.9017221907995503e-14,1.3559409998390174e-16,8.38721047870872e-25,6.595715047332934e-22,1.2756944801095483e-23,1.2396946009247878e-21,4.7212257975494906e-20,5.213561491943853e-11,5.639544396278339e-23,3.903458352411496e-18,1.538364790049097e-19,2.5689448970763964e-23,1.1470478178351853e-23,1.0348273342338658e-26,1.591594540370651e-20,1.7246503085573151e-10,1.0353100000397687e-22,1.3947739805480202e-22,5.522116814001547e-22,6.85926134433057e-14,1.792544511520878e-26,1.1468624165865114e-35,4.6606011922375176e-36,5.539959424497931e-29,4.147653486364402e-34,9.351770736729504e-36,5.701128894845418e-31,7.384336377134023e-25,8.812987072310256e-29,1.1892538555574048e-11,7.699823996291341e-30,3.29340877005248e-14
7.027179267631712e-07,0.522710386099268,1.442897361293139e-08,7.586268923822356e-10,3.596747477395729e-10,4.286967200076127e-09,0.0,0.0,1.1698142842665432e-08,2.8216354885273538e-12,5.325835159807502e-13,1.1544284821418739e-08,2.185729513509255e-22,1.4498912631024702e-29,7.987965932197426e-23,5.82329465566489e-20,2.0130039936803946e-19,2.1132907721820296e-20,1.6313726307501196e-30,1.7243378658891627e-41,1.4856516339069997e-39,1.574716410270877e-39,4.703350510498465e-22,2.4040306194745155e-28,6.162659743722169e-25,1.122700595535354e-32,4.839857185582737e-41,1.881407726180419e-37,5.710567651151497e-38,7.530126405641853e-40,5.94026237052175e-27,5.139497118156666e-37,2.9747371339077405e-40,1.2983488619681707e-41,3.76,0.0,0.7911594940023062,0.9999552800752575,7.937070717070254e-10,4.546329577619847e-21,5.3939742666843704e-08,8.695027042169932e-08,2.412821401567049e-08,3.734770385185721e-14,1.552112042795301e-16,1.0246492291983759e-08,5.865953887614155e-10,1.2486163681135304e-09,1.6316336530108703e-10,9.338131366607458e-14,5.389630544379507e-16,1.6466954809616313e-19,2.5733299475055344e-11,7.010043173736055e-17,1.7725584218305265e-17,3.9940062041856105e-11,4.2204628824006665e-21,1.836740755403335e-16,2.0958344973105782e-19,3.615860750024356e-15,3.9024412932071818e-19,3.3135558040838294e-18,3.4721756178852676e-17,3.9615313044780725e-17,2.7186679941377706e-25,4.468390838644273e-05,3.78864657929967e-31,1.2946297652390902e-27,8.592238370247122e-25,5.148461232018159e-14,1.4570797529251197e-16,9.291661005389867e-25,6.855320170767528e-22,1.3453907135133122e-23,1.3160704459063678e-21,5.0969748016064055e-20,5.3953526214390796e-11,6.07805800521145e-23,4.2232670363772225e-18,1.6914253704941174e-19,2.8798472480673245e-23,1.2212566253843286e-23,1.1479430683850542e-26,1.7123245598923394e-20,1.7888805377562707e-10,1.115563666892844e-22,1.5254902894761472e-22,5.991279153714327e-22,6.951549697343659e-14,1.9403754038534207e-26,1.2613976870750928e-35,5.2636280063130744e-36,6.297261752403091e-29,4.536528981972594e-34,1.0630650132510377e-35,6.6005539445238335e-31,8.017108432269213e-25,9.440795165867977e-29,1.2170474972281575e-11,8.223807406003812e-30,3.337167835176773e-14
