Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821),CHO2(141)
0.6503152392974846,0.5286788944409461,2.06130043104418e-07,4.448286010632585e-07,2.0314023452803244e-06,0.0030896079463595236,0.0,0.0,3.9921591617651515e-05,2.3476711317901818e-06,0.014770527730336748,0.03749933503917737,4.491278395179559e-09,1.1155412370234295e-21,5.698817896873526e-16,6.128508990157459e-11,2.0538703403440397e-08,0.00016435061814116004,7.588305045824936e-11,3.480001625803822e-18,2.5854169843232807e-12,4.910840062000272e-19,4.271600323612225e-13,1.0043774474308668e-07,2.0310419724998043e-12,4.165455904871716e-08,4.936104224934794e-16,1.4513203835627886e-10,1.4557457012813613e-10,1.0863224791239246e-14,1.3512228987891116e-11,1.5500947067592942e-15,7.458223617506777e-15,9.073370165833942e-12,3.76,0.0,0.006685375661738553,0.2328796716503125,0.7217536243962929,7.937354737068894e-06,5.2366338275255374e-09,0.1101285304623259,2.2103154472780526e-05,1.0824565440887892e-15,3.479531982784526e-18,2.928008009882596e-09,4.030584513912875e-10,7.812421401020232e-07,0.7224235329534733,1.2374022522715387e-09,0.0012936792478978013,7.163072818619861e-07,8.378634816311826e-05,0.0007866307539832139,4.920344275270776e-11,1.8287917356895904e-05,5.143755898792867e-09,2.5818398147133025e-09,1.0525799096181741e-12,0.0004332381537170031,3.887573892145345e-09,1.3943766560429265e-06,2.762151754433189e-08,0.0024239650339812767,5.763030642052125e-13,1.0406439289967988e-05,1.4118369103651004e-16,2.4715304029921205e-08,6.014639700245417e-09,3.6574894807408934e-09,6.387646255153301e-06,1.8968859984722296e-08,4.977121963294803e-09,1.9081003559718613e-10,2.661604925168186e-07,1.0870707234576583e-09,3.4415819097007236e-09,8.081139592248647e-09,8.730136459956465e-07,3.7659379267272424e-08,1.8676819310573743e-08,4.911827410684462e-12,1.3429613224747865e-08,5.313118237290789e-07,2.464150482832309e-11,8.732551260073228e-10,8.56696155028027e-06,1.4555986073005916e-11,1.145875300537296e-13,4.700482416153482e-06,5.102311466762803e-14,2.511914034460875e-12,8.294980396280224e-10,5.87867539386442e-18,3.233576129915152e-17,8.37579480291106e-07,1.486155921813229e-14,9.260718175017603e-15,8.178217447690585e-13,6.685497161598486e-16,4.251438887191864e-12
0.6509942147115021,0.5286813308848296,2.077019176080683e-07,4.4802893630092844e-07,2.0506958759355056e-06,0.0030768541504860307,0.0,0.0,4.015980023966962e-05,2.3690956876152475e-06,0.014784486219619353,0.037518910956778,4.510824355808282e-09,1.1383259092550147e-21,5.768813090116619e-16,6.151637403676509e-11,2.0737850393865144e-08,0.00016360220707044737,7.649818995276066e-11,3.4544630940409362e-18,2.621832777451688e-12,4.994213468856098e-19,4.2882960676342327e-13,1.0059948340071426e-07,2.0590187334055274e-12,4.16714875139376e-08,5.070050932491169e-16,1.4758217602211176e-10,1.476228054396725e-10,1.1116912587438002e-14,1.3550689888256706e-11,1.5665780205362933e-15,7.54896220257899e-15,9.161175260171012e-12,3.76,0.0,0.00658455618780418,0.23272981962420924,0.7218736342529313,7.93786982367184e-06,5.163520476589289e-09,0.11016812463834816,2.1991740823694907e-05,1.0666544911828465e-15,3.4287298454912808e-18,2.9139894211732255e-09,4.020641343012454e-10,7.768004701164334e-07,0.7225503377615814,1.2281659827237688e-09,0.001282305976240772,7.158278684354949e-07,8.354934766137897e-05,0.000779249945485122,4.872239379912653e-11,1.8289815601895134e-05,5.136981961217449e-09,2.573599326972141e-09,1.049210694323505e-12,0.00043208277026600894,3.890665715736975e-09,1.3967478429343966e-06,2.757808148255758e-08,0.0024141358529658095,5.724916358556119e-13,1.0399743016299898e-05,1.4086436153690601e-16,2.478161236450489e-08,6.036241190516116e-09,3.6537499623471564e-09,6.314269756601078e-06,1.902995541649473e-08,5.006619246740054e-09,1.9194234046188335e-10,2.676690394048371e-07,1.095612898815374e-09,3.4363967890141192e-09,8.121674871338435e-09,8.797375218885311e-07,3.7924832739965365e-08,1.8692004672837353e-08,4.9593261916246415e-12,1.3437198942367463e-08,5.322865574675673e-07,2.469873551559011e-11,8.742902039101396e-10,8.553654879856756e-06,1.464776252820487e-11,1.1546680274203745e-13,4.6909227232321e-06,5.0919352963869756e-14,2.5349249187735473e-12,8.326131785509004e-10,5.865740383684223e-18,3.2436227287122265e-17,8.39425251549291e-07,1.501022829546795e-14,9.307170299988003e-15,8.134528594554667e-13,6.719031898660958e-16,4.272747980120388e-12
0.6516731901255196,0.5286837592077952,2.0930003401265048e-07,4.51285513432837e-07,2.0703611580337242e-06,0.0030640361435606248,0.0,0.0,4.0400957555542676e-05,2.390911979052793e-06,0.014798411744724516,0.03753855487872033,4.530585441960137e-09,1.1617723324367224e-21,5.840250731558799e-16,6.17501367673726e-11,2.0939212007889858e-08,0.00016284725369308594,7.712176264482462e-11,3.4288594156698163e-18,2.659228951559546e-12,5.079355518491228e-19,4.3051886380238105e-13,1.0076373333174412e-07,2.08751950558962e-12,4.1686943076595945e-08,5.20841254655799e-16,1.5008267871788438e-10,1.496973935068406e-10,1.1377358769629927e-14,1.3589158075945355e-11,1.5832535781842106e-15,7.641661092973692e-15,9.25001451373879e-12,3.76,0.0,0.006484341901129055,0.2325803634480451,0.721993227849336,7.938124454465206e-06,5.0907647468291654e-09,0.11020764006780058,2.1879765950048147e-05,1.0509476726123274e-15,3.3782338213311734e-18,2.899982828221519e-09,4.0107723909335234e-10,7.723454249362463e-07,0.7226766630692242,1.2189135626307762e-09,0.0012709261621135612,7.15355367949444e-07,8.331128849987465e-05,0.0007718772791648922,4.8241325970165104e-11,1.8292088470562155e-05,5.130270903876905e-09,2.56534928187616e-09,1.0458374615977809e-12,0.00043092105948485396,3.893801683081876e-09,1.3991454449112704e-06,2.7534410766983022e-08,0.0024042318263761547,5.686880524078222e-13,1.0393064431545286e-05,1.4054497408233907e-16,2.484873458844508e-08,6.058016623735081e-09,3.6500210186506428e-09,6.24106845804378e-06,1.909132479860546e-08,5.036504620859809e-09,1.9308955445723715e-10,2.691974333205426e-07,1.1042923508829068e-09,3.431414692947165e-09,8.162766656707284e-09,8.865596262872854e-07,3.8194207856783085e-08,1.8707234981965794e-08,5.007736857441835e-12,1.3444779161466772e-08,5.332839125760126e-07,2.47585416056762e-11,8.753618457694775e-10,8.540381145066527e-06,1.474097133731824e-11,1.163613578484219e-13,4.681171528042267e-06,5.081351263921736e-14,2.5582873669613426e-12,8.357605451605665e-10,5.852849866474622e-18,3.253784811688244e-17,8.412882508860421e-07,1.5161790129311627e-14,9.354260163534874e-15,8.090943357949505e-13,6.75302703238283e-16,4.2943498317690816e-12
0.6523521655395371,0.5286861793605111,2.1092498601765354e-07,4.54599706100412e-07,2.0904081933437326e-06,0.003051152945986811,0.0,0.0,4.064510895494487e-05,2.413128493599914e-06,0.014812303617529717,0.03755826861147215,4.55056484282658e-09,1.1859044757128044e-21,5.91316991802008e-16,6.19864131156039e-11,2.114280774620066e-08,0.00016208570116049484,7.775393231220858e-11,3.403191886157827e-18,2.6976375597931807e-12,5.166307823556528e-19,4.3222812497617675e-13,1.0093056930387138e-07,2.116555292903461e-12,4.170089649698585e-08,5.351357578946848e-16,1.5263466981657856e-10,1.5179841901882103e-10,1.164475914671607e-14,1.3627627430477508e-11,1.6001231675320886e-15,7.736379885019762e-15,9.339901515652911e-12,3.76,0.0,0.00638473435111222,0.2324313018626195,0.722112405368978,7.938113238558729e-06,5.0183687929803765e-09,0.1102470773195199,2.1767215329959975e-05,1.0353363067774672e-15,3.3280446113340028e-18,2.8859877324755223e-09,4.000979143098962e-10,7.678765061895603e-07,0.7228025082222652,1.20964456796606e-09,0.0012595396979903598,7.148896575482153e-07,8.30721514708169e-05,0.0007645128424649323,4.776021875060224e-11,1.8294737906636878e-05,5.12362170550241e-09,2.557089327206297e-09,1.0424600648372398e-12,0.00042975289556390156,3.89698249490984e-09,1.4015699882858019e-06,2.7490496874785677e-08,0.0023942520778988388,5.648922713598665e-13,1.0386403479435636e-05,1.4022549951451758e-16,2.4916681660873897e-08,6.0799665587861385e-09,3.6463021200670505e-09,6.16804450029142e-06,1.9152963106984802e-08,5.066785351724934e-09,1.9425195694492405e-10,2.7074604328727054e-07,1.1131121292906991e-09,3.426641340574621e-09,8.204425161571383e-09,8.934819164840353e-07,3.8467581973221473e-08,1.872251090560946e-08,5.057083965755805e-12,1.3452354273001443e-08,5.343043666331315e-07,2.482098315376155e-11,8.764707664150009e-10,8.527139207161348e-06,1.483564118535536e-11,1.1727154379393614e-13,4.671226090609704e-06,5.070556395392323e-14,2.5820087043872746e-12,8.389405696800013e-10,5.840002940063547e-18,3.264063859622438e-17,8.431687361053852e-07,1.5316323662238053e-14,9.40199946963119e-15,8.047460262692395e-13,6.787491012076397e-16,4.316249813731333e-12
0.6530311409535546,0.5286885912916001,2.125773835205916e-07,4.5797292676379993e-07,2.1108473231853537e-06,0.0030382035590652175,0.0,0.0,4.0892300403734725e-05,2.4357539168872045e-06,0.014826161121053626,0.03757805400463157,4.570765765031555e-09,1.2107472897036277e-21,5.987610946425313e-16,6.222523794986344e-11,2.1348656642608928e-08,0.00016131749177317374,7.839486619835687e-11,3.3774618320563986e-18,2.737091834988945e-12,5.25511294990137e-19,4.339577135241184e-13,1.0110006751891658e-07,2.1461372797246432e-12,4.171331780712346e-08,5.499061779078018e-16,1.5523929548447204e-10,1.5392594954784763e-10,1.1919315312613068e-14,1.3666091525404378e-11,1.6171885373334662e-15,7.833180336040145e-15,9.430849959882535e-12,3.76,0.0,0.0062857351521249495,0.23228263361952572,0.7222311669645175,7.937830664712405e-06,4.946334815568392e-09,0.11028643696338403,2.1654074081762734e-05,1.0198206215238118e-15,3.2781629468681264e-18,2.8720036153199833e-09,3.9912631273977744e-10,7.633932037964592e-07,0.7229278725175741,1.2003585694936203e-09,0.0012481464786514938,7.144306002583668e-07,8.283191655473454e-05,0.0007571567249824537,4.727905139612445e-11,1.8297765600672514e-05,5.117033247412508e-09,2.548819093914052e-09,1.0390783504925753e-12,0.0004285781480867924,3.900208854815505e-09,1.4040220075535847e-06,2.7446330979472358e-08,0.0023841957152584163,5.6110424712882e-13,1.0379760104184753e-05,1.3990590659837763e-16,2.4985464433239033e-08,6.102091462538891e-09,3.642592701641665e-09,6.0952000652616004e-06,1.9214864864635642e-08,5.097468847343693e-09,1.9542983270662053e-10,2.723152440849383e-07,1.1220753648704985e-09,3.422082626463734e-09,8.246660751344166e-09,9.005063797550279e-07,3.874503358969254e-08,1.8737833119716585e-08,5.107392908446182e-12,1.3459924679281396e-08,5.353484047920661e-07,2.4886122292218103e-11,8.77617692022267e-10,8.513927825581882e-06,1.4931801208154075e-11,1.1819771866714033e-13,4.661083611106901e-06,5.059547651859886e-14,2.6060964008619088e-12,8.421536749376213e-10,5.827198635401125e-18,3.2744613233682e-17,8.450669676869355e-07,1.5473910555226185e-14,9.450400096761378e-15,8.004077789794328e-13,6.822432413092439e-16,4.338453377760568e-12
0.6537101163675721,0.5286909949469762,2.14257861805665e-07,4.614066467558938e-07,2.131689349366838e-06,0.0030251869645056165,0.0,0.0,4.114257866612115e-05,2.4587971378270148e-06,0.01483998350812721,0.037597912952346386,4.591191568467088e-09,1.2363271106257465e-21,6.063616007856545e-16,6.246664775379084e-11,2.1556777706793667e-08,0.00016054256695385166,7.904473866616392e-11,3.3516706225298037e-18,2.777626237261583e-12,5.345814440819201e-19,4.3570796742210724e-13,1.0127230562258349e-07,2.1762769249737313e-12,4.172417628670542e-08,5.651709119022183e-16,1.5789772488072396e-10,1.5608003430011335e-10,1.2201236010217299e-14,1.3704543753398269e-11,1.6344514338134795e-15,7.932126912765426e-15,9.522873639537574e-12,3.76,0.0,0.006187345985952957,0.23213435748183459,0.7223495127562296,7.937271098137622e-06,4.874665064397992e-09,0.11032571957004692,2.1540326599399533e-05,1.0044008548217054e-15,3.2285895918102572e-18,2.858029939329041e-09,3.981625941419837e-10,7.58894983950019e-07,0.7230527552011595,1.1910551311116346e-09,0.0012367464013808653,7.139780532956072e-07,8.259056295449488e-05,0.0007498090185501883,4.6797802347596364e-11,1.8301172996118204e-05,5.110504369490534e-09,2.5405382001163014e-09,1.0356921596575372e-12,0.0004273966817963886,3.903481507476432e-09,1.406502061441136e-06,2.7401904092519078e-08,0.0023740618298567686,5.57323932663435e-13,1.0373134250519344e-05,1.39586162972096e-16,2.5055093745263654e-08,6.124391851441235e-09,3.63889217980086e-09,6.0225373775778585e-06,1.9277024413016798e-08,5.128562842262349e-09,1.9662347908583068e-10,2.73905426870258e-07,1.1311853148450377e-09,3.417744688559261e-09,8.289484246674572e-09,9.076350549726281e-07,3.902664321501599e-08,1.875320230858577e-08,5.158690208457826e-12,1.3467490797566814e-08,5.364165263702688e-07,2.4954023994431318e-11,8.788033702488129e-10,8.500745653793762e-06,1.5029481316621958e-11,1.191402554470097e-13,4.650741228065946e-06,5.04832192748578e-14,2.630558198235988e-12,8.454003013080313e-10,5.81443591379947e-18,3.284978714548552e-17,8.469832087584474e-07,1.5634636116648916e-14,9.499474445112072e-15,7.960794382046299e-13,6.857860187418697e-16,4.360966215063654e-12
0.6543890917815897,0.5286933902699723,2.1596706481909535e-07,4.6490236741494063e-07,2.1529453062705834e-06,0.0030121021240540665,0.0,0.0,4.139599127680878e-05,2.4822672618712078e-06,0.014853769999996162,0.03761784739468096,4.611845482268897e-09,1.2626711179024646e-21,6.141228042829461e-16,6.271067762108274e-11,2.1767189695004668e-08,0.00015976086725012922,7.970372331692442e-11,3.3258196486790898e-18,2.8192765038982515e-12,5.438456815732567e-19,4.374792177166696e-13,1.0144736271947473e-07,2.2069859355292068e-12,4.173344043999068e-08,5.809490681529998e-16,1.6061115026800647e-10,1.5826070297004746e-10,1.2490734692783534e-14,1.3742977064493688e-11,1.651913583597481e-15,8.033286010033624e-15,9.615986441054844e-12,3.76,0.0,0.006089568603547859,0.2319864722251635,0.7224674428308134,7.936428777550847e-06,4.803361837114326e-09,0.11036492571059396,2.142595692351067e-05,9.890772544480612e-16,3.1793253415395767e-18,2.844066147001837e-09,3.9720692060523544e-10,7.543813017352903e-07,0.7231771554662053,1.1817338105215173e-09,0.0012253393662241935,7.135318558127505e-07,8.23480690634447e-05,0.0007424698173479636,4.631645021802201e-11,1.83049612478382e-05,5.104033787713333e-09,2.532246246011083e-09,1.0323013260399638e-12,0.00042620835639028975,3.906801239475259e-09,1.4090107377253315e-06,2.7357206893995942e-08,0.0023638494965084766,5.535512762886251e-13,1.0366525863726764e-05,1.3926623324064512e-16,2.512558041281997e-08,6.1468679935284256e-09,3.635199958598873e-09,5.950058706202598e-06,1.9339435348305753e-08,5.1600749956707644e-09,1.9783319066986567e-10,2.7551698165403477e-07,1.1404452819826934e-09,3.413633799400274e-09,8.332906423811387e-09,9.148700222441155e-07,3.931249290808733e-08,1.8768619164802067e-08,5.211002960274626e-12,1.3475053057970158e-08,5.375092478443954e-07,2.5024754642242947e-11,8.800285739906737e-10,8.487591234091186e-06,1.5128712009920167e-11,1.2009953263640234e-13,4.640196016759255e-06,5.036876047766288e-14,2.6554019229436166e-12,8.486808786741853e-10,5.80171366361628e-18,3.295617501879361e-17,8.489177250453973e-07,1.579858756831136e-14,9.549234863742293e-15,7.917608436585143e-13,6.893783249994728e-16,4.3837939932040114e-12
0.6550680671956072,0.5286957772013189,2.1770565123435708e-07,4.684616238165831e-07,2.1746265818500785e-06,0.0029989479792197375,0.0,0.0,4.16525862236174e-05,2.506173607404036e-06,0.014867519784693152,0.03763785931898875,4.632730695663231e-09,1.2898074995480024e-21,6.220491063201849e-16,6.295736146970344e-11,2.1979910453304088e-08,0.00015897233234021186,8.037199632540937e-11,3.2999103326614733e-18,2.862079706121369e-12,5.533085584663584e-19,4.3927179019777987e-13,1.0162531936355585e-07,2.238276125618439e-12,4.1741077970483385e-08,5.972605681585067e-16,1.6338078701648633e-10,1.6046796429231098e-10,1.278803070463691e-14,1.3781384039499148e-11,1.6695766350600242e-15,8.136726284190874e-15,9.710202332818856e-12,3.76,0.0,0.005992404826779494,0.2318389766391008,0.7225849572399567,7.935297812507956e-06,4.732427480662801e-09,0.1104040559561136,2.1310948872978015e-05,9.738500782857008e-16,3.130371023904649e-18,2.830111656170715e-09,3.962594580012839e-10,7.498516049023493e-07,0.7233010724511038,1.1723941600988301e-09,0.0012139252763675849,7.130918242487742e-07,8.210441229111774e-05,0.0007351392180726709,4.58349735293003e-11,1.8309131164109752e-05,5.0976200620920885e-09,2.523942809397344e-09,1.0289056741442241e-12,0.000425013026342269,3.910168816533706e-09,1.4115486227145042e-06,2.7312229676410955e-08,0.002353557773336053,5.497862218503691e-13,1.0359934889718661e-05,1.3894607908427765e-16,2.519693502140754e-08,6.169519989395427e-09,3.631515385457445e-09,5.877766366413067e-06,1.9402090644702997e-08,5.192013059061656e-09,1.9905926544707116e-10,2.771502990398007e-07,1.1498586428967558e-09,3.4097563992150926e-09,8.376938060054692e-09,9.22213377531027e-07,3.9602665325153955e-08,1.878408438902128e-08,5.2643591274960085e-12,1.3482611901374461e-08,5.386270886532932e-07,2.5098382767536072e-11,8.812940810767453e-10,8.474462986760205e-06,1.522952404202238e-11,1.2107593762801675e-13,4.62944498771316e-06,5.0252067679215286e-14,2.6806354844217705e-12,8.519958106703417e-10,5.789030693372679e-18,3.3063790554781824e-17,8.508707846353347e-07,1.5965854981321792e-14,9.599693703209804e-15,7.874518294901007e-13,6.930210517006832e-16,4.406942380634461e-12
0.6557470426096247,0.5286981556788942,2.1947430558315684e-07,4.720860130320864e-07,2.196745048030727e-06,0.0029857234509323596,0.0,0.0,4.19124120958429e-05,2.530525696329015e-06,0.014881232015759185,0.037657950761103044,4.6538505267720316e-09,1.3177659518273198e-21,6.30145103312275e-16,6.320673458537771e-11,2.2194957557591903e-08,0.00015817690101105323,8.104974051956429e-11,3.2739441431818662e-18,2.9060742933732384e-12,5.629747270231704e-19,4.410860240112365e-13,1.0180625754411832e-07,2.270159596258855e-12,4.174705575987415e-08,6.141262524106143e-16,1.6620787363194383e-10,1.6270180476555977e-10,1.3093350755944618e-14,1.3819756939984808e-11,1.6874422164582814e-15,8.242519334460294e-15,9.805535355240492e-12,3.76,0.0,0.005895856550188364,0.231691869527703,0.7227020559991907,7.933872180587244e-06,4.661864395346556e-09,0.110443110877408,2.1195285603732615e-05,9.587195950850337e-16,3.0817275016480537e-18,2.816165861065368e-09,3.9532037894534097e-10,7.453053201127201e-07,0.7234245052380811,1.163035728366831e-09,0.0012025040383772008,7.126577683418162e-07,8.185956910250596e-05,0.0007278173200376089,4.535335063399979e-11,1.8313683220752535e-05,5.091261706341825e-09,2.515627450845218e-09,1.0255050213164665e-12,0.00042381054066285373,3.9135850216813505e-09,1.4141163178178575e-06,2.7266962401061087e-08,0.002343185701551451,5.460287113898145e-13,1.0353361275053221e-05,1.3862566084184037e-16,2.52691679623987e-08,6.192347946039111e-09,3.6278377799172354e-09,5.805662721139338e-06,1.9464982917506734e-08,5.224385086712148e-09,2.0030201313777524e-10,2.788057860695922e-07,1.1594289023097543e-09,3.406119185020029e-09,8.421590391636404e-09,9.296672614192143e-07,3.9897244773772063e-08,1.879959868992493e-08,5.318787862220396e-12,1.3490167784768615e-08,5.397705794044224e-07,2.5174979874657523e-11,8.826006847753068e-10,8.4613592043063e-06,1.5331948820765255e-11,1.2206987305867204e-13,4.618485085350372e-06,5.013310771426919e-14,2.706267062232967e-12,8.553455161513726e-10,5.776385727690234e-18,3.3172647966637334e-17,8.528426578236621e-07,1.6136532272765578e-14,9.650863839906923e-15,7.831522247512672e-13,6.967151284203489e-16,4.43041728708231e-12
0.6564260180236422,0.5287005256373684,2.21273733928034e-07,4.757771887065909e-07,2.219313010613159e-06,0.0029724274389473304,0.0,0.0,4.2175518415932505e-05,2.5553332723964804e-06,0.014894905810507748,0.03767812380715443,4.675208328066431e-09,1.3465775922059476e-21,6.384155631080638e-16,6.345883267395895e-11,2.241234864327914e-08,0.00015737451114071867,8.17371430675526e-11,3.2479225887997345e-18,2.9513001541114255e-12,5.728489419621993e-19,4.4292226500574075e-13,1.0199026070725744e-07,2.302648734216162e-12,4.17513398382525e-08,6.315678880945447e-16,1.6909367186081095e-10,1.6496218717098053e-10,1.3406928436992956e-14,1.3858087762554239e-11,1.7055119567730322e-15,8.35073957840715e-15,9.901999614766714e-12,3.76,0.0,0.0057999257440408,0.2315451497105715,0.7228187390858521,7.932145723506478e-06,4.591675034830161e-09,0.11048209104457471,2.1078949490041818e-05,9.43686084440523e-16,3.0333956723351206e-18,2.802228134761481e-09,3.943898623325912e-10,7.407418480926852e-07,0.7235474528505944,1.1536580567173488e-09,0.001191075562456012,7.122294834975239e-07,8.161351508609226e-05,0.0007205042252822458,4.487155886672503e-11,1.8318617538180033e-05,5.084957132423631e-09,2.507299715391114e-09,1.022099178443192e-12,0.0004226007425975175,3.917050712434015e-09,1.4167144667342822e-06,2.7221394877367883e-08,0.0023327323049961027,5.422786824033126e-13,1.0346804966983261e-05,1.383049358254155e-16,2.534228962155756e-08,6.2153518802827375e-09,3.624166448679191e-09,5.733750183042258e-06,1.952810434126176e-08,5.257199310806609e-09,2.0156175032767932e-10,2.804838596494882e-07,1.1691596734881705e-09,3.4027290791106687e-09,8.466874915799062e-09,9.372338742927086e-07,4.0196317924997125e-08,1.8815162784266484e-08,5.3743193827864116e-12,1.3497721182291977e-08,5.409402734640382e-07,2.52546201382813e-11,8.839492137802202e-10,8.44827804793959e-06,1.5436018655618706e-11,1.230817544297265e-13,4.6073131857247305e-06,5.0011846675524794e-14,2.7323050696033364e-12,8.587304222888195e-10,5.763777405579216e-18,3.328276172240351e-17,8.548336171446423e-07,1.6310716837871422e-14,9.702758449258462e-15,7.788618540869958e-13,7.004615063167528e-16,4.454224759465487e-12
0.6571049934376597,0.5287028870084496,2.2310465019379342e-07,4.795368280397148e-07,2.24234304723373e-06,0.0029590588215963358,0.0,0.0,4.244195529140319e-05,2.5806063164682258e-06,0.014908540248263984,0.03769838059502095,4.696807266153254e-09,1.3762744294397208e-21,6.468653116559546e-16,6.371368885662077e-11,2.263210042798837e-08,0.00015656509971666144,8.243438973831435e-11,3.2218472025749844e-18,2.9977986761356766e-12,5.829360596933288e-19,4.44780844085428e-13,1.021774137535627e-07,2.3357560975500876e-12,4.1753895358177187e-08,6.496080941876416e-16,1.7203946656176947e-10,1.6724904916705955e-10,1.3729002300280773e-14,1.389636795274447e-11,1.7237874088690938e-15,8.461463565241944e-15,9.999609272225424e-12,3.76,0.0,0.005704614456050301,0.23139881602464427,0.7229350064376003,7.930112144464156e-06,4.521861907208858e-09,0.11052099702646766,2.09619227052285e-05,9.28749837038908e-16,2.9853764691775888e-18,2.788297823725019e-09,3.9346808909547935e-10,7.361605835195382e-07,0.7236699142509949,1.1442606809558428e-09,0.0011796397628519985,7.118067365535637e-07,8.13662247793526e-05,0.0007132000387381781,4.438957608734419e-11,1.8323933804412133e-05,5.078704561634188e-09,2.498959122269004e-09,1.0186879458259198e-12,0.00042138346944161454,3.920566764662932e-09,1.419343732190479e-06,2.7175516483843615e-08,0.0023221965900410545,5.385360678483171e-13,1.0340265913536303e-05,1.379838583611192e-16,2.5416310175799998e-08,6.238531486911346e-09,3.6205006636819196e-09,5.662031216619708e-06,1.9591446134765294e-08,5.290463851257335e-09,2.0283878933298992e-10,2.821849303933721e-07,1.1790546107391264e-09,3.3995931389091446e-09,8.51280294658158e-09,9.449154365769679e-07,4.04999721396161e-08,1.8830777396594203e-08,5.430984575859292e-12,1.3505272580396248e-08,5.421367346036061e-07,2.5337379365482806e-11,8.85340511651967e-10,8.435217536913851e-06,1.55417661387093e-11,1.2411200236839682e-13,4.5959260949740704e-06,4.9888249896771084e-14,2.7587579140886006e-12,8.62150920909082e-10,5.751204273018696e-18,3.3394144986045825e-17,8.568439371560798e-07,1.6488508318174842e-14,9.755390496729562e-15,7.745805358687286e-13,7.042611213899651e-16,4.478370748317801e-12
0.6577839688516772,0.5287052397206751,2.2496778627624063e-07,4.83366652037397e-07,2.2658481527699654e-06,0.0029456164556644925,0.0,0.0,4.2711773032930174e-05,2.6063550187000666e-06,0.014922134368609454,0.03771872331556881,4.7186504691482305e-09,1.4068897650422894e-21,6.554993139320539e-16,6.397133522042701e-11,2.2854228399087223e-08,0.0001557486028436758,8.314166913192365e-11,3.195719557277789e-18,3.045612805271203e-12,5.932410396555222e-19,4.466620883510813e-13,1.0236780298400842e-07,2.369494341103166e-12,4.175468657040416e-08,6.682704627330018e-16,1.7504656543815463e-10,1.6956230152834816e-10,1.4059817336131944e-14,1.3934588457983954e-11,1.7422700221352875e-15,8.574770577634084e-15,1.00983785232926e-11,3.76,0.0,0.005609924812574866,0.23125286732554748,0.723050857951269,7.927765005808469e-06,4.452427576074595e-09,0.11055982939018268,2.084418719247664e-05,9.139111547565758e-16,2.937670861332031e-18,2.774374243368422e-09,3.9255524427672475e-10,7.315609138741184e-07,0.7237918883389142,1.1348431351442237e-09,0.001168196558324487,7.113892729505896e-07,8.111767150342685e-05,0.0007059048684225697,4.390738047126859e-11,1.832963124487445e-05,5.0725020646423e-09,2.490605163279106e-09,1.0152711124866874e-12,0.0004201585523330962,3.924133999323394e-09,1.4220047619462867e-06,2.712931602434937e-08,0.002311577545656049,5.348007955997597e-13,1.0333744063574962e-05,1.3766237945312636e-16,2.5491239314269115e-08,6.261886267331186e-09,3.61683962694224e-09,5.5905083400487165e-06,1.965499873948777e-08,5.324186933997607e-09,2.0413344650602682e-10,2.839094125089989e-07,1.189117457379305e-09,3.396718622949149e-09,8.55938587417048e-09,9.527141775429511e-07,4.0808295029640424e-08,1.8846443258897564e-08,5.488815353308394e-12,1.3512822478463757e-08,5.433605241864756e-07,2.5423335894332053e-11,8.867754176222654e-10,8.422175534712298e-06,1.5649224005062908e-11,1.2516104837765345e-13,4.58432054822294e-06,4.976228194101333e-14,2.7856341176530344e-12,8.656073821576816e-10,5.738664774356076e-18,3.350681006109245e-17,8.58873894009655e-07,1.6670009720659347e-14,9.808773035164787e-15,7.70308081338052e-13,7.081149159546952e-16,4.502861244355115e-12
