Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237)
0.003070698522887269,0.10184589885285665,3.76,0.0,5.0839795801541516e-08,0.4142803215941123,0.4463056535562739,0.0,0.00011317544123037834,0.328831052243316,2.1722194631073667e-11,1.539945952435007e-08,3.326466984283466e-17,5.138218282475789e-19,3.579737130865442e-06,3.38235693937251e-10,0.00043693854022161115,0.11302751793872097,0.00021477363654341729,4.03359400239408e-08,1.4219033949684576e-05,2.815552270444057e-10,0.4469066999483095,8.233397525037486e-07,1.3817742046881963e-07,6.096981080299909e-10,8.545372441398129e-07,3.903744514754529e-06,5.166782408937663e-11,2.8515352017376753e-12,1.6929195209382331e-07,4.251871292357572e-06,0.05137773637061432,2.9004670269118004e-13,1.9060507754829696e-09,1.2593372583598858e-10,0.000111015962110035,5.697863115051151e-12,8.29567642179549e-14,1.9060581467826216e-09,5.894027291481828e-10,7.615182320160489e-08,1.16140554319968e-06,4.699754426149e-11,2.2690576519663003e-10,7.110193357511455e-11,1.9885520722502584e-11,2.1834006629416535e-15,6.504446014837263e-08,7.359522961798406e-16,5.684935258764639e-10,2.163458679390232e-09,2.868815850676115e-10,3.8626279907327715e-09,1.1456648333247709e-08,2.0153699548210874e-11,2.1135796025720903e-08,8.865234653683681e-11,6.385757126989769e-06,4.4054805599438335e-10,2.7493394634916223e-11,1.3802944313646578e-19,3.547864922087188e-08,2.840369241810192e-06,7.634760865478732e-10,1.2091046822910717e-12,2.2495031908606307e-10,1.2102343168053553e-15,1.523783467274458e-11,5.222043565282376e-13,1.4016537173356247e-17,1.3228975175052398e-09,1.869288244839e-09,9.311834834418937e-08
0.0030778520606384112,0.10184499704640754,3.76,0.0,4.8438596071859745e-08,0.41423086794239605,0.44630870938848594,0.0,0.0001131150399829721,0.3288313738792496,2.116654565573557e-11,1.4672174486369533e-08,3.2410518442631317e-17,5.006243549613867e-19,3.570393585248582e-06,3.334591676784584e-10,0.00043412624093117254,0.11312391644530054,0.0002143530700128101,4.031488688254178e-08,1.4185197094402499e-05,2.6822818464464987e-10,0.4469068240426787,7.978412250928433e-07,1.3046173222963188e-07,5.757886106426412e-10,8.284199162094595e-07,3.823696622675562e-06,5.153023546873394e-11,2.692643950347058e-12,1.6527927548983418e-07,4.236249585021684e-06,0.0512816670692111,2.824142674477507e-13,1.8807853379181928e-09,1.2143944277303776e-10,0.00011100270986359398,5.621918071153604e-12,8.112731411393152e-14,1.8621343971769629e-09,5.757988078204667e-10,7.439361475102564e-08,1.1187589299126953e-06,4.5907380744073466e-11,2.180250966964618e-10,6.832597112629584e-11,1.9106347106306545e-11,2.0982363313986088e-15,6.253647545876603e-08,7.134842265717654e-16,5.605754025229193e-10,2.1544609704974553e-09,2.7626959498958536e-10,3.7204870331081833e-09,1.0803199855645262e-08,1.9411032606233622e-11,2.1083250162239577e-08,8.538057751339481e-11,6.385578553191857e-06,4.403168773122994e-10,2.7445616813231345e-11,1.3014472984494575e-19,3.436604801742795e-08,2.778252920366132e-06,7.394515539020466e-10,1.1826624786154727e-12,2.197258567104183e-10,1.1655698988937858e-15,1.4699464896483742e-11,5.18103791708042e-13,1.3519786476424737e-17,1.2698128374054374e-09,1.8276596477393182e-09,9.311852809578972e-08
0.0030850055983895537,0.10184409783139854,3.76,0.0,4.6160736932489136e-08,0.4141815661921279,0.4463116986704878,0.0,0.00011305536303119765,0.328831689088009,2.0628120463142623e-11,1.3981567991438132e-08,3.158293042027461e-17,4.878372550513136e-19,3.5611457125765096e-06,3.28852908771897e-10,0.0004313767644851487,0.11322008149605063,0.00021393625972466928,4.0294083380624565e-08,1.4151693568844091e-05,2.555746414631334e-10,0.4469069426374037,7.732849000515366e-07,1.2318096732974684e-07,5.438048299178064e-10,8.032553467546496e-07,3.745461115122248e-06,5.139419315798192e-11,2.542793152367575e-12,1.6138726963064958e-07,4.220797764142008e-06,0.05118582369608016,2.750444596628902e-13,1.8563699279859128e-09,1.171413461621236e-10,0.00011098949832265298,5.548530242250681e-12,7.93428531912979e-14,1.8193429053814126e-09,5.625462270238968e-10,7.268083214283125e-08,1.0777322135238248e-06,4.484550095950039e-11,2.095065902153203e-10,6.566289074413772e-11,1.8358983563642103e-11,2.016530778386766e-15,6.01290425121538e-08,6.918377206084524e-16,5.529160278074025e-10,2.145624257789718e-09,2.6606558765195394e-10,3.58380459974748e-09,1.0187665316345019e-08,1.869685174335825e-11,2.1031237359694355e-08,8.223481097194732e-11,6.385399779879399e-06,4.4008849992136063e-10,2.7398390828297592e-11,1.2271834402218174e-19,3.3295048141512024e-08,2.71752558091106e-06,7.163276191188211e-10,1.1568115542716848e-12,2.1462543642588866e-10,1.122625597810205e-15,1.4181577490866408e-11,5.141407723765366e-13,1.3041989309765663e-17,1.2190269585845647e-09,1.7869884337963536e-09,9.311873148362032e-08
0.003092159136140696,0.10184320118396405,3.76,0.0,4.3999410234321223e-08,0.4141324146707752,0.44631462327876026,0.0,0.00011299638856425652,0.3288319980781348,2.01062590432111e-11,1.3325685258541223e-08,3.0780885738482946e-17,4.754447723237402e-19,3.5519909974338116e-06,3.244097586549607e-10,0.0004286883568078855,0.11331601435655385,0.00021352311187670898,4.0273521644824646e-08,1.4118514428010351e-05,2.435586326649995e-10,0.44690705594726854,7.49630600887187e-07,1.1631034214730353e-07,5.136355691801235e-10,7.790033510906713e-07,3.6689924085315715e-06,5.125965181582092e-11,2.4014597740894608e-12,1.5761149263899367e-07,4.205511522680564e-06,0.05109020521112225,2.679258940632643e-13,1.8327690325729384e-09,1.1302969776528474e-10,0.00011097632703901869,5.477592779008766e-12,7.760212794803348e-14,1.7776504534931236e-09,5.496346591120548e-10,7.101213956398768e-08,1.0382616741335114e-06,4.3811070263613827e-11,2.01334765114591e-10,6.310788598023489e-11,1.7642069514976162e-11,1.9381369474722827e-15,5.7817952138684876e-08,6.709780553689735e-16,5.455050471899056e-10,2.136943019509469e-09,2.5625322005074333e-10,3.4523618071902245e-09,9.607811287049032e-09,1.8010017420715402e-11,2.097974359582063e-08,7.920997994004292e-11,6.385220818634158e-06,4.3986283922409296e-10,2.7351700058975745e-11,1.1572323538438935e-19,3.226385536482294e-08,2.658155156975503e-06,6.940653605215497e-10,1.131538258578437e-12,2.0964601171286105e-10,1.0813322420618185e-15,1.3683336432140516e-11,5.103098556152792e-13,1.2582369939603607e-17,1.1704337766849872e-09,1.74725138846666e-09,9.31189573622075e-08
0.0030993126738918385,0.10184230708080867,3.76,0.0,4.1948209823200064e-08,0.41408341175195373,0.44631748503349333,0.0,0.00011293809549532078,0.3288323010499017,1.960033222159071e-11,1.270268103739976e-08,3.0003412081871195e-17,4.634318876711148e-19,3.5429270047600208e-06,3.2012289597939544e-10,0.0004260593155203874,0.11341171626664984,0.0002131135353825427,4.025319408161093e-08,1.4085651022382353e-05,2.3214621268524232e-10,0.4469071641775204,7.268400602984668e-07,1.098265035011232e-07,4.851761665066663e-10,7.556256380433932e-07,3.5942462141366463e-06,5.1126567770995085e-11,2.2681515836271342e-12,1.5394769993348874e-07,4.190386688268496e-06,0.05099481059209236,2.61047759696862e-13,1.8099488050386937e-09,1.0909528220391753e-10,0.00011096319557686235,5.409003846351004e-12,7.590392528627419e-14,1.737024952300198e-09,5.370541279241182e-10,6.938624667935003e-08,1.0002862004339205e-06,4.280328250573716e-11,1.934948412892343e-10,6.065636621475896e-11,1.6954305781678186e-11,1.862914376410292e-15,5.559918071048746e-08,6.508721472656374e-16,5.383325515212677e-10,2.128411970825575e-09,2.46816835632195e-10,3.325948995703129e-09,9.061537820656515e-09,1.734943792911441e-11,2.092875529262927e-08,7.630123156942116e-11,6.3850416804416034e-06,4.396398134303249e-10,2.7305528414862692e-11,1.091339736570393e-19,3.127076170451314e-08,2.600110361925629e-06,6.726277309371249e-10,1.1068292728388025e-12,2.0478462107965422e-10,1.041623583253933e-15,1.3203942362395802e-11,5.066058258134783e-13,1.2140186743922051e-17,1.123932338049089e-09,1.7084259131578112e-09,9.311920464355164e-08
0.003106466211642981,0.1018414154991842,3.76,0.0,4.000110631977845e-08,0.41403455585382026,0.44632028570038845,0.0,0.00011288046343744185,0.32883259819570126,1.9109740024795948e-11,1.211081319520069e-08,2.9249582320499985e-17,4.517842799187718e-19,3.533951377185166e-06,3.1598581943979555e-10,0.0004234879883253774,0.11350718844128917,0.00021270744179041788,4.023309336688615e-08,1.4053094987300404e-05,2.2130533675831424e-10,0.4469072675243369,7.048768224018082e-07,1.037074452328628e-07,4.583281081697482e-10,7.330857135548581e-07,3.5211794956398823e-06,5.099489895377692e-11,2.1424053239633396e-12,1.5039183406086257e-07,4.175419218672015e-06,0.05089963883406557,2.543997885361326e-13,1.7878769806115975e-09,1.0532937760534894e-10,0.00011095010351229264,5.3426663688889696e-12,7.424707121451752e-14,1.6974353979268348e-09,5.2479499501415e-10,6.780190683321496e-08,9.637471780540704e-07,4.182135890197901e-11,1.8597270530764988e-10,5.830394763102859e-11,1.6294452077774488e-11,1.7907289288078387e-15,5.346888146511753e-08,6.314884685071317e-16,5.313890574503109e-10,2.1200260522781983e-09,2.3774143544091387e-10,3.2043653206680067e-09,8.546870408444696e-09,1.6714067364344698e-11,2.087825930178052e-08,7.35039176301578e-11,6.384862375723698e-06,4.394193434637979e-10,2.725986031895104e-11,1.0292665076593208e-19,3.031414095237715e-08,2.543360668293675e-06,6.519794604221146e-10,1.082671601542177e-12,2.0003838114219804e-10,1.0034361663343865e-15,1.2742630854386642e-11,5.030236846771508e-13,1.171473059556854e-17,1.0794265817220628e-09,1.6704900077139808e-09,9.311947229406389e-08
0.0031136197493941233,0.10184052641687899,3.76,0.0,3.8152423258660306e-08,0.41398584543751454,0.4463230269924107,0.0,0.00011282347267998688,0.328832889700408,1.8633910058415947e-11,1.154843663367938e-08,2.8518511978345674e-17,4.404882866983921e-19,3.5250618322961947e-06,3.119923312340126e-10,0.00042097277143615024,0.11360243207136195,0.00021230474520384212,4.0213212436015813e-08,1.4020838232699158e-05,2.1100574767842455e-10,0.4469073661752753,6.837061492359451e-07,9.793242877877305e-08,4.3299865000227427e-10,7.113487885114765e-07,3.4497504281376832e-06,5.08646048278314e-11,2.0237849133791e-12,1.4694001502514933e-07,4.1606051973949525e-06,0.0508046889489163,2.479722254533147e-13,1.7665227951991838e-09,1.0172372761966672e-10,0.00011093705043293899,5.2784877865727265e-12,7.263042921554508e-14,1.6588518282655565e-09,5.128479462347686e-10,6.625791532484212e-08,9.28588381953317e-07,4.086454694505685e-11,1.7875487809558412e-10,5.604644238391058e-11,1.566132382137569e-11,1.721452451470518e-15,5.1423376188721896e-08,6.127969665841736e-16,5.246654870171452e-10,2.111780418241519e-09,2.2901264794983338e-10,3.0874183510118338e-09,8.061952334858517e-09,1.610290354276888e-11,2.0828242889703662e-08,7.081358512251866e-11,6.384682914370162e-06,4.392013528709201e-10,2.721468069094799e-11,9.707878715071357e-20,2.939244440319271e-08,2.4878762876133467e-06,6.320869626089414e-10,1.0590525637810442e-12,1.9540447143381463e-10,9.667092014227172e-16,1.2298670759462427e-11,4.995586413649852e-13,1.1305323308335177e-17,1.0368250922121395e-09,1.6334222517746503e-09,9.31197593315956e-08
0.0031207732871452658,0.10183963981219807,3.76,0.0,3.639681519910709e-08,0.4139372790056769,0.446325710571464,0.0,0.00011276710416617804,0.3288331757417229,1.8172295955845397e-11,1.1013997653782014e-08,2.780935685735888e-17,4.2953086772736286e-19,3.5162561598814263e-06,3.0813652175265023e-10,0.00041851210807150846,0.11369744832449052,0.0002119053622053192,4.019354447458578e-08,1.3988872933324499e-05,2.0121887259726486e-10,0.4469074603096905,6.632949334835705e-07,9.24819095433472e-08,4.0910047489435364e-10,6.903816926628601e-07,3.3799183590189734e-06,5.073564632435583e-11,1.91187984146454e-12,1.435885312775412e-07,4.1459408294737355e-06,0.05070995996481546,2.417558002877319e-13,1.7458569099326827e-09,9.827051544252444e-11,0.00011092403593754657,5.21637982768056e-12,7.105289855001442e-14,1.621245280838063e-09,5.012039789482993e-10,6.475310777511996e-08,8.947558748268996e-07,3.993211938136654e-11,1.7182848457366854e-10,5.38798477616412e-11,1.505378896768497e-11,1.6549624388827323e-15,4.945914740535873e-08,5.947689899978599e-16,5.181531483127045e-10,2.1036704261985973e-09,2.2061669914957447e-10,2.9749236979875786e-09,7.60503760190533e-09,1.5514985934489434e-11,2.077869372260393e-08,6.82259676681761e-11,6.384503305767509e-06,4.3898576773388327e-10,2.7169974928918654e-11,9.156924639720048e-20,2.85041968681527e-08,2.4336281509846408e-06,6.12918248358126e-10,1.035959784972838e-12,1.9088014979085802e-10,9.313844462738464e-16,1.1871362651733686e-11,4.96206103393408e-13,1.0911316196325208e-17,9.960408675580158e-10,1.5972017853387396e-09,9.312006482268186e-08
0.003127926824896408,0.10183875566395201,3.76,0.0,3.472924700254198e-08,0.41388885510101303,0.4463283380500205,0.0,0.00011271133947094784,0.3288334564905019,1.7724376057663036e-11,1.0506028589413616e-08,2.7121311005511565e-17,4.1889957349776224e-19,3.507532219615527e-06,3.0441275503828063e-10,0.00041610448699217314,0.11379223834579864,0.0002115092117816665,4.017408290890864e-08,1.3957191519169768e-05,1.9191772486953045e-10,0.4469075500991364,6.436116150369465e-07,8.733746681587171e-08,3.8655137821428153e-10,6.70152792297863e-07,3.311643770038355e-06,5.060798578373424e-11,1.8063036934409654e-12,1.4033383112950997e-07,4.131422437396524e-06,0.050615450925741094,2.3574170139305145e-13,1.725851339168942e-09,9.496233905747901e-11,0.00011091105963559733,5.1562582922389536e-12,6.951341341934742e-14,1.5845877561009113e-09,4.898543901360171e-10,6.328635855238873e-08,8.62197909230601e-07,3.902337323453578e-11,1.651812246165244e-10,5.180034009128292e-11,1.4470766495562587e-11,1.5911418748643638e-15,4.757283088830671e-08,5.773772175924495e-16,5.118437197732698e-10,2.095691627314814e-09,2.1254038923090143e-10,2.8667046645765717e-09,7.174484204584855e-09,1.4949393991758354e-11,2.072959985362816e-08,6.573697740185775e-11,6.384323558826752e-06,4.3877251658471904e-10,2.7125728893065132e-11,8.637815425440182e-20,2.7647992867142454e-08,2.3805878901199933e-06,5.94442843669989e-10,1.013381188791352e-12,1.8646276026339637e-10,8.97406095617936e-16,1.1460037334668303e-11,4.929616680955454e-13,1.0532088697877416e-17,9.569910971975412e-10,1.5618082938861607e-09,9.312038787996718e-08
0.0031350803626475506,0.10183787395143899,3.76,0.0,3.314497468327305e-08,0.4138405723049222,0.44633091099268285,0.0,0.00011265616077956388,0.3288337321110661,1.7289652149795402e-11,1.002314283919265e-08,2.6453604703693726e-17,4.0858251416345175e-19,3.4988879388186863e-06,3.0081565483481625e-10,0.00041374844109370347,0.1138868032586494,0.00021111621525209543,4.015482139691414e-08,1.3925786666410884e-05,1.8307681012335598e-10,0.446907635707743,6.246261026956678e-07,8.248173843479252e-08,3.652739565444057e-10,6.506319129939123e-07,3.2448882410566585e-06,5.0481586899360116e-11,1.706692650096602e-12,1.371725147165634e-07,4.117046457183557e-06,0.05052116089100503,2.2992155084269624e-13,1.706479382222542e-09,9.179218812030136e-11,0.00011089812114695104,5.098042846480378e-12,6.801094177129001e-14,1.5488521809099689e-09,4.787907648627317e-10,6.185657927430809e-08,8.308648347542503e-07,3.8137628851496735e-11,1.5880134567619534e-10,4.980426668796037e-11,1.391122402817648e-11,1.5298789716668224e-15,4.576120859178596e-08,5.605955903356011e-16,5.057292334090449e-10,2.0878397569315705e-09,2.0477106871235047e-10,2.762591901583008e-09,6.768747873535837e-09,1.440524549573305e-11,2.068094971060834e-08,6.334269687920415e-11,6.384143682009257e-06,4.3856153032239476e-10,2.7081928893486603e-11,8.148682082627811e-20,2.682249306070229e-08,2.3287278190899164e-06,5.766317106210645e-10,9.91304989400908e-13,1.8214969346263838e-10,8.64720670688115e-16,1.1064054435639803e-11,4.898211141539033e-13,1.0167047035224063e-17,9.195969526472078e-10,1.5272219937212358e-09,9.312072765975973e-08
0.003142233900398693,0.10183699465443354,3.76,0.0,3.1639527338457176e-08,0.41379242923617066,0.446333430917702,0.0,0.00011260155086714482,0.32883400276149627,1.686764803997224e-11,9.564030159460495e-09,2.5805502290465644e-17,3.9856832581760113e-19,3.490321309712193e-06,2.973400913722412e-10,0.0004114425460400952,0.11398114416535979,0.00021072629619841787,4.0135753820194e-08,1.3894651288738528e-05,1.7467203963334952e-10,0.44690771729257545,6.06309699500891e-07,7.78983587805799e-08,3.451953095140678e-10,6.317902659471848e-07,3.1796144149228127e-06,5.0356414656241256e-11,1.6127040910029394e-12,1.3410132636523905e-07,4.102809434589338e-06,0.05042708893479275,2.2428738061137385e-13,1.6877155585073504e-09,8.875342199447848e-11,0.00011088522010147269,5.041656827677294e-12,6.654448309259275e-14,1.5140123686214628e-09,4.680049646933289e-10,6.046271737642995e-08,8.007090087836534e-07,3.7274228995350414e-11,1.5267761667549123e-10,4.788813278181867e-11,1.3374173730711074e-11,1.4710667291435791e-15,4.402120188809345e-08,5.443992472511149e-16,4.998020554504159e-10,2.0801107247497005e-09,1.9729660764720994e-10,2.6624230791298594e-09,6.386376147300959e-09,1.3881694497058265e-11,2.0632732081310502e-08,6.103937142890333e-11,6.383963683351358e-06,4.383527421337836e-10,2.7038561672666933e-11,7.687766869076884e-20,2.602642084919846e-08,2.2780209164876467e-06,5.594571731482372e-10,9.697196838578204e-13,1.779383942244769e-10,8.332769147642022e-16,1.06828010664934e-11,4.867803934941555e-13,9.815622963693983e-18,8.83783387511478e-10,1.493423611583145e-09,9.312108335966402e-08
0.0031493874381498354,0.1018361177531704,3.76,0.0,3.020869042675088e-08,0.4137444245496227,0.44633589929843465,0.0,0.0001125474930787939,0.32883426859391324,1.6457908459160657e-11,9.127452242906801e-09,2.5176300544106817e-17,3.8884614565322545e-19,3.4818303872619387e-06,2.939811694011314e-10,0.0004091854189487618,0.11407526214788725,0.00021033938039725957,4.011687427571527e-08,1.3863778528867532e-05,1.6668065242631622e-10,0.446907795003973,5.886350325832954e-07,7.357190090742718e-08,3.2624679117765735e-10,6.136003786864317e-07,3.1157859638405873e-06,5.023243528009668e-11,1.5240154671082519e-12,1.311171474453598e-07,4.088708021456391e-06,0.050333234145718525,2.188316106366634e-13,1.66953554745029e-09,8.583974922061768e-11,0.00011087235613869153,4.9870270635859e-12,6.511306789021188e-14,1.4800429875906047e-09,4.574891174919949e-10,5.910375474618938e-08,7.716847117459917e-07,3.643253801980479e-11,1.467993033870294e-10,4.6048597462675414e-11,1.2858671622284828e-11,1.414602876473739e-15,4.234986517756919e-08,5.287644677441291e-16,4.940548739463871e-10,2.0725006072508607e-09,1.9010537596757222e-10,2.5660425878360977e-09,6.02600284955615e-09,1.3377929854993515e-11,2.058493610135636e-08,5.882340236749281e-11,6.383783570487357e-06,4.381460874165536e-10,2.6995614386969497e-11,7.25341687900637e-20,2.5258559176705436e-08,2.228440808138497e-06,5.42892850157661e-10,9.486140447449446e-13,1.7382641910466246e-10,8.030257005978516e-16,1.031569055618549e-11,4.838356240645608e-13,9.477272646662938e-18,8.49478948888694e-10,1.460394370369596e-09,9.312145421642583e-08
0.003156540975900978,0.10183524322833336,3.76,0.0,2.884849003761641e-08,0.4136965569350168,0.4463383175647564,0.0,0.00011249397130983119,0.32883452975474275,1.6059998221015974e-11,8.712238563012484e-09,2.4565327255303887e-17,3.79405590025474e-19,3.473413287692354e-06,2.9073421628498827e-10,0.00040697571711531327,0.11416915826849308,0.00020995539575390082,4.009817706683574e-08,1.3833161750301193e-05,1.5908113509629287e-10,0.4469078689858721,5.715759864364606e-07,6.9487821785865e-08,3.083637603582442e-10,5.960360291754919e-07,3.0533675568508945e-06,5.0109616195377754e-11,1.4403230648687161e-12,1.28216989589125e-07,4.0747389721890896e-06,0.05023959562639349,2.1354702815848283e-13,1.6519161302931666e-09,8.304520805697562e-11,0.00011085952890750413,4.934083697130035e-12,6.371575772538727e-14,1.4469195336250328e-09,4.4723560783812566e-10,5.777870640597299e-08,7.437480657880837e-07,3.561194103207019e-11,1.4115614497618617e-10,4.428247225826021e-11,1.2363817445618384e-11,1.3603898530022498e-15,4.074437978750165e-08,5.136686128621109e-16,4.884806878526769e-10,2.0650056405080904e-09,1.8318623060831736e-10,2.4733012427134873e-09,5.686342873890929e-09,1.2893174255109094e-11,2.053755124580785e-08,5.669133998618092e-11,6.3836033506713505e-06,4.379415037020748e-10,2.6953074600704786e-11,6.844077430570751e-20,2.4517747497406103e-08,2.1799617503880167e-06,5.269135876868031e-10,9.279771130688616e-13,1.6981137544400463e-10,7.739199347181788e-16,9.96216124023457e-12,4.809830825812161e-13,9.151475485370206e-18,8.166155976377626e-10,1.4281159814672303e-09,9.312183950390497e-08
0.0031636945136521203,0.10183437106104043,3.76,0.0,2.755517828670457e-08,0.41364882511579043,0.446340687104421,0.0,0.00011244096998732308,0.3288347863849675,1.5673500902847098e-11,8.317282530498952e-09,2.3971939144935213e-17,3.7023672191012175e-19,3.4650681858149886e-06,2.8759477044096625e-10,0.00040481213678459184,0.11426283357038027,0.00020957427223919662,4.007965669664167e-08,1.3802794529803533e-05,1.5185314732800357e-10,0.4469079393761089,5.551076400843591e-07,6.563241108543166e-08,2.9148531514587104e-10,5.79072183797779e-07,2.992324828637888e-06,4.998792596813972e-11,1.361340723067608e-12,1.2539798831543817e-07,4.0608991403578894e-06,0.05014617249300821,2.0842676762707645e-13,1.6348351346494074e-09,8.036414825215448e-11,0.00011084673806583493,4.882760019293381e-12,6.2351642016352e-14,1.4146182911796746e-09,4.372370662905267e-10,5.6486619269102926e-08,7.16856957434219e-07,3.4811843065810727e-11,1.357383318166239e-10,4.2586703645810137e-11,1.1888748551131407e-11,1.3083341270510752e-15,3.920204819507719e-08,4.990900687311602e-16,4.830727857951431e-10,2.057622210807452e-09,1.7652848189103847e-10,2.384055997442383e-09,5.3661873172113555e-09,1.242668211789379e-11,2.0490567315188704e-08,5.463987672771791e-11,6.383423030797682e-06,4.3773893058446883e-10,2.6910930273924816e-11,6.458285860549191e-20,2.3802878922909112e-08,2.1325586139314743e-06,5.114953937372611e-10,9.07798191372656e-13,1.6589085668147702e-10,7.459144641516446e-16,9.621675316639653e-12,4.782191973339991e-13,8.837732990131875e-18,7.85128538607296e-10,1.396570623937731e-09,9.312223853108996e-08
0.0031708480514032627,0.10183350123283277,3.76,0.0,2.63252195788916e-08,0.413601227847948,0.4463430092643777,0.0,0.00011238847405248315,0.32883503862036584,1.529801768125923e-11,7.941537803064303e-09,2.3395520327557784e-17,3.613300273026871e-19,3.4567933123898566e-06,2.8455857153583026e-10,0.00040269341195949844,0.11435628907830975,0.0002091959418279733,4.0061307861575384e-08,1.377267064993097e-05,1.4497746291484492e-10,0.4469080063067105,5.392062073475254e-07,6.19927427413861e-08,2.755540850069349e-10,5.626849383223497e-07,2.932624349366304e-06,4.986733425318842e-11,1.2867989812756264e-12,1.2265739698173931e-07,4.047185475412773e-06,0.050052963874927844,2.0346429201817473e-13,1.6182713838162054e-09,7.779121378844123e-11,0.0001108339832802989,4.832992317214607e-12,6.1019836731202e-14,1.3831163018624312e-09,4.274863601037515e-10,5.522657094975597e-08,6.909709633996035e-07,3.4031668392485237e-11,1.3053648434556402e-10,4.095836528883362e-11,1.1432638148258188e-11,1.2583460392033315e-15,3.772028851162463e-08,4.850082006412783e-16,4.778247329333271e-10,2.0503468476481455e-09,1.701218683917215e-10,2.2981696841813467e-09,5.064398884786988e-09,1.197773779768209e-11,2.044397442088149e-08,5.2665841508427185e-11,6.383242617420318e-06,4.375383096527291e-10,2.6869169733462544e-11,6.094666678641652e-20,2.311289750323899e-08,2.0862068678686467e-06,4.966153849368938e-10,8.880668369319952e-13,1.620625901207986e-10,7.189659989479219e-16,9.293717755291655e-12,4.755405419286178e-13,8.535567891820364e-18,7.549560589380912e-10,1.365740924480723e-09,9.31226506402357e-08
0.003178001589154405,0.1018326337256615,3.76,0.0,2.5155277818529546e-08,0.4135537639189743,0.4463452853520402,0.0,0.00011233646894249457,0.3288352865917399,1.4933167062934453e-11,7.584014817882991e-09,2.2835481734588843e-17,3.5267640691415133e-19,3.4485869537173085e-06,2.816215508513124e-10,0.00040061831325141064,0.11444952579919339,0.00020882033843824845,4.0043125441887295e-08,1.3742784091410692e-05,1.3843590448924533e-10,0.44690806990416804,5.238489804872031e-07,5.855662955959239e-08,2.605160548495907e-10,5.468514621569186e-07,2.87423359569347e-06,4.9747811771037576e-11,1.2164441932016566e-12,1.1999258109581573e-07,4.033595019528562e-06,0.049959968914300316,1.9865337624609778e-13,1.6022046484432222e-09,7.532132667069105e-11,0.00011082126422598208,4.784719728750453e-12,5.971948735161245e-14,1.352391350040556e-09,4.179765862888145e-10,5.399766860479774e-08,6.660512798632751e-07,3.3270859828318306e-11,1.2554163305071795e-10,3.939467109924489e-11,1.0994700717387102e-11,1.2103404129132065e-15,3.629662925081932e-08,4.714033053379436e-16,4.727303715319263e-10,2.0431762198824354e-09,1.6395656462244576e-10,2.2155107567050543e-09,4.77990759158514e-09,1.1545655685461597e-11,2.0397762981810856e-08,5.076619375048167e-11,6.383062116771076e-06,4.3733958441888104e-10,2.6827781671323165e-11,5.751926250489676e-20,2.2446795668096976e-08,2.0408825643880615e-06,4.822517315081193e-10,8.687728552523363e-13,1.5832444197142176e-10,6.930330309167061e-16,8.97779526480144e-12,4.7294382919943e-13,8.244523183806912e-18,7.260393751009289e-10,1.3356099602256786e-09,9.312307520519617e-08
