Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237)
6.329746944730682e-13,0.09836096230393353,3.76,0.0,0.6113367597542443,0.9999980047339336,3.3974513175298846e-24,0.0,2.0780619618202772e-19,7.807490132376614e-11,7.807467032555445e-11,3.4616918566531763e-12,3.201924062955774e-21,3.8356557901377803e-20,2.302622049163238e-16,2.3024296567964773e-16,4.198314955137791e-14,1.5068186167665256e-21,3.461694674040755e-12,2.4330590319510913e-19,5.390821650824604e-19,2.659569645232879e-18,2.0779987834547397e-19,1.8652887015681263e-31,3.701744922293093e-26,7.652516356408154e-31,4.1983148541852466e-14,2.2328678139732667e-27,2.869343594357718e-20,9.375018538835732e-37,4.681823676324257e-19,3.0535298935502115e-20,7.832257654006788e-27,1.935104869869354e-27,4.205126349730529e-24,2.0663366211309758e-21,1.995262604695467e-06,7.417746850707355e-23,5.892552074934194e-40,2.113522091683616e-28,3.0828165374836218e-30,8.579882545770706e-30,1.864185646355215e-24,1.3688549239261138e-36,2.0632007616888367e-38,1.7916072836335958e-36,2.4466378635948763e-38,2.3006687021230107e-41,3.033168633712023e-44,6.040406427760875e-25,8.790055090009112e-36,1.5058437242414567e-31,3.05029151903307e-32,1.9090090830361955e-37,1.1299707978803867e-34,3.397011890581584e-34,5.960770049069784e-29,9.614968548991247e-44,2.781900351503192e-36,2.992705008999328e-29,1.0654068011276412e-28,1.0069303943138741e-47,1.300371695275352e-36,1.876863149807713e-36,5.0682304192274706e-43,1.4056991725218145e-48,1.6475712637552008e-53,6.785504579974826e-48,6.341563866822873e-50,2.4186367765458257e-19,3.094206550781496e-58,6.471776969351209e-57,1.370072967015434e-50,1.3972526544520321e-42
8.92137464265259e-13,0.09836096230451921,3.76,0.0,0.6113367597208431,0.9999971920937692,9.511092446535534e-24,0.0,4.1295485969907257e-19,1.1004159423045662e-10,1.1004113535061324e-10,4.879030263452662e-12,6.394033972003913e-21,7.602006234745608e-20,4.57417050327481e-16,4.57378724613578e-16,5.91725727701703e-14,4.215495125450547e-21,4.879035859947754e-12,4.840245952333475e-19,1.0468918238078726e-18,5.283232820708316e-18,4.128073761688203e-19,5.605061634981471e-31,7.358744047939319e-26,1.7975437111521822e-30,5.917257022094382e-14,4.4440038669800934e-27,5.698864159232674e-20,3.047618098519785e-36,9.300478770339049e-19,6.06586682999339e-20,2.1920087524226788e-26,3.847157317730205e-27,8.563182240416518e-24,4.104793763863442e-21,2.8079013514731308e-06,1.471364975783231e-22,1.6833971845798926e-39,5.9140082478359435e-28,8.627854280178299e-30,2.4012591745153203e-29,3.703253463574834e-24,5.457035527059732e-36,5.78861400995538e-38,5.014191267650192e-36,6.847440775797513e-38,6.458106134262747e-41,1.209462688652178e-43,1.1977321832503061e-24,2.4600509772523753e-35,4.214391090262328e-31,8.536808933695351e-32,7.610635967416752e-37,3.162506231058744e-34,9.507253182304354e-34,1.6679533612605003e-28,5.567059307240007e-43,7.784503001972459e-36,8.365705062568688e-29,2.979539093476885e-28,4.009987092363997e-47,5.202034507121957e-36,5.252810479753353e-36,2.950663666692565e-42,5.604149507318351e-48,6.568454537258607e-53,3.9283932440753084e-47,3.0725617268014156e-49,4.800690838715796e-19,2.1825370831670702e-57,4.5694464166739195e-56,7.887245953754972e-50,5.5825807015782406e-42
1e-12,0.09836096230510491,3.76,0.0,0.6113367597069417,0.999996854608444,1.3395818077189318e-23,0.0,5.189228966690267e-19,1.2334600735496897e-10,1.2334543080729098e-10,5.468920367953316e-12,8.051043413746774e-21,9.542180523205689e-20,5.747094200157581e-16,5.746612091834849e-16,6.632674405019264e-14,5.9356445776079666e-21,5.4689273993821634e-12,6.0850403114567265e-19,1.3074247301031021e-18,6.637968242961979e-18,5.18666987546731e-19,8.157127133884504e-31,9.248422747351469e-26,2.403614454609718e-30,6.632674056273049e-14,5.587945577372781e-27,7.159609135365476e-20,4.5384907664639865e-36,1.1685344092794743e-18,7.621303483666687e-20,3.0869585053644326e-26,4.83525993902004e-27,1.086852123970375e-23,5.157361201001494e-21,3.145386086647237e-06,1.8475213008393673e-22,2.3905822113187484e-39,8.328163132167435e-28,1.2150417683970181e-29,3.3816488330774986e-29,4.6528742338480916e-24,8.631076699509222e-36,8.160294479733457e-38,7.061395621297766e-36,9.6431330755481e-38,9.10595565572399e-41,1.9131097387308117e-43,1.5037109125492896e-24,3.464427322445208e-35,5.9350336565301295e-31,1.2022190136896183e-31,1.2037453879234418e-36,4.4537263954039024e-34,1.3388892402554657e-33,2.3487777726372175e-28,9.913125174875972e-43,1.0962058931646447e-35,1.177545507596832e-28,4.194736818565606e-28,6.339677054931446e-47,8.234821640374373e-36,7.397446146654455e-36,5.260345256545002e-42,8.863907325683228e-48,1.0389137141797106e-52,6.994910397652508e-47,5.21204922129577e-49,6.029637932045885e-19,4.1567402492151344e-57,8.70593645790732e-56,1.4046904530979878e-49,8.832672939893722e-42
1.1513002340574499e-12,0.09836096230510491,3.76,0.0,0.6113367596874419,0.9999963819371186,2.044537999016195e-23,0.0,6.879700436968786e-19,1.4200828713504947e-10,1.4200752292606872e-10,6.2963665604699625e-12,1.0703951153555524e-20,1.2631060195733824e-19,7.61771699527102e-16,7.617076884824635e-16,7.636199693687933e-14,9.056005813048982e-21,6.296375880302475e-12,8.072435370358939e-19,1.7216084172727503e-18,8.798546274340549e-18,6.87499532056303e-19,1.3001356738357839e-30,1.2263762298251059e-25,3.455876705397368e-30,7.636199178510641e-14,7.414941721085463e-27,9.488920012894335e-20,7.420606090702578e-36,1.5488820619952768e-18,1.0101976627807914e-19,4.710755562451447e-26,6.412068811625272e-27,1.4609654557127292e-23,6.836036985400331e-21,3.6180565844515873e-06,2.446760792839388e-22,3.6879601082585326e-39,1.2708254479175145e-27,1.8541755250410346e-29,5.160473363991701e-29,6.1673771946920124e-24,1.5069397427215996e-35,1.2469420849992156e-37,1.0775857025764823e-35,1.4715659946732247e-37,1.391818427912658e-40,3.3405431025710254e-43,1.9910220284044923e-24,5.286761378793694e-35,9.056966450170149e-31,1.834605687105349e-31,2.1017062514776773e-36,6.796543242883281e-34,2.0431763228053757e-33,3.5839473887830533e-28,1.9586553168098703e-42,1.6726923062306956e-35,1.7957957031172133e-28,6.398670830262747e-28,1.1063212502723653e-46,1.439032123283611e-35,1.1288692873583863e-35,1.0404417815222018e-41,1.5476213983488848e-47,1.8139276596292853e-52,1.3820112540986529e-46,9.828223493762676e-49,7.988393675696913e-19,8.76145997692822e-57,1.8356489053321842e-55,2.7775485586105366e-49,1.5425649243400944e-41
1.6696257736418316e-12,0.09836096230627629,3.76,0.0,0.6113367596206395,0.9999947690440674,6.239127305074787e-23,0.0,1.4478952381586597e-18,2.0594167293820459e-10,2.0594006572941737e-10,9.13103284038541e-12,2.2743428032451506e-20,2.644242910535816e-19,1.6020780053779152e-15,1.6019425980103142e-15,1.1074084921604486e-13,2.759836506022578e-20,9.131052439007368e-12,1.7025900070139633e-18,3.5720584624978745e-18,1.8504063901165622e-17,1.4459596199078937e-18,4.6508596984680544e-30,2.582837292093964e-25,9.21274696723004e-30,1.1074083456864605e-13,1.5653224012583987e-26,1.9948379099623823e-19,2.8230022087421934e-35,3.2574539854777497e-18,2.124551117629455e-19,1.43672561625e-25,1.3506652589625967e-26,3.2186997847837315e-23,1.4376871136485257e-20,5.230946800190203e-06,5.13061444476298e-22,1.1698859157838866e-38,3.87544367785525e-27,5.655012167661353e-29,1.5739010545464698e-28,1.2970852066477519e-23,6.74364116001276e-35,3.821789769369697e-37,3.286553054305799e-35,4.488175891627823e-37,4.270007272670074e-40,1.4955809971552098e-42,4.172010927778825e-24,1.6123797248626844e-34,2.7622646882590467e-30,5.595302916864651e-31,9.40585370217783e-36,2.0729508913709547e-33,6.231524830202066e-33,1.092688119659804e-27,1.3122632771267754e-41,5.099955027265369e-35,5.46387888358079e-28,1.948611840250773e-27,4.94031993042231e-46,6.458611969864024e-35,3.442980733527394e-35,6.991844154189178e-41,6.926281632482182e-47,8.11821213947899e-52,9.257252218796423e-46,5.747637837288023e-48,1.6772788606174722e-18,7.709048042045208e-56,1.6184098957238658e-54,1.845435916033375e-48,6.905826121905742e-41
2.1879513132262134e-12,0.09836096230744767,3.76,0.0,0.611336759553837,0.9999931659943292,1.4047881029801288e-22,0.0,2.4881724753298808e-18,2.6987505873375385e-10,2.6987229873809263e-10,1.1965690726794227e-11,3.945209119771546e-20,4.520043172786009e-19,2.7511763131640735e-15,2.7509424298074983e-15,1.451197085935076e-13,6.206124753504578e-20,1.1965724379399399e-11,2.932161593256891e-18,6.0910245852664366e-18,3.177600231948903e-17,2.483223741549153e-18,1.199586554943152e-29,4.441661643288359e-25,1.9160353812485385e-29,1.4511967689247303e-13,2.6981727461022173e-26,3.4243204746320364e-19,7.544853451210216e-35,5.593893197084404e-18,3.648412629133955e-19,3.2331712800157086e-25,2.3231226949910016e-26,5.777268820236738e-23,2.4688818073360294e-20,6.8339937026292425e-06,8.784655231511276e-22,2.728704105582297e-38,8.720690416094743e-27,1.2725881268391805e-28,3.541902951554225e-28,2.2274729632094388e-23,1.9748897378576102e-34,8.64021884644386e-37,7.39606618289956e-35,1.0100233458171149e-36,9.662313821453203e-40,4.38154304094266e-42,7.138272331652146e-24,3.6284143157249648e-34,6.2161216477959416e-30,1.259146294919536e-30,2.7546747787485756e-35,4.665096012604289e-33,1.4023425922923602e-32,2.458161547997461e-27,4.938100994009228e-41,1.1473486258914888e-34,1.226799272887727e-27,4.3789251142586925e-27,1.4441453186615454e-45,1.8959289903862724e-34,7.74812692186552e-35,2.6363929560088996e-40,2.028524291810431e-46,2.377639038570272e-51,3.4829814254035096e-45,2.032149758208994e-47,2.875593452790596e-18,3.432143570268625e-55,7.21520239243994e-54,6.961841651058479e-48,2.0227072889181967e-40
2.706276852810595e-12,0.09836096230861906,3.76,0.0,0.6113367594870346,0.9999915727278137,2.6597516516414416e-22,0.0,3.809392441103419e-18,3.338084445222139e-10,3.3380422195457796e-10,1.4800340249924462e-11,6.095988228762215e-20,6.883667548748326e-19,4.2090618133692e-15,4.208701926911436e-15,1.7949857727391125e-13,1.1735812802974978e-19,1.480039173055548e-11,4.498774082477221e-18,9.279099084921256e-18,4.861424146407617e-17,3.799335456273836e-18,2.559571764061584e-29,6.804953271657986e-25,3.442320108870683e-29,1.79498518756589e-13,4.143446638119182e-26,5.23688860891875e-19,1.6486721018286468e-34,8.55819477199263e-18,5.581781476647669e-19,6.118314203880155e-25,3.559816236237458e-26,9.219498296987498e-23,3.777185694490298e-20,8.427257381734775e-06,1.3400278245321787e-21,5.341653248429442e-38,1.6502053271903748e-26,2.4081879672946524e-28,6.702610448253868e-28,3.407912926292318e-23,4.584725318391207e-34,1.642371853173799e-36,1.3996163585718937e-34,1.911354233624923e-36,1.8382593734925054e-39,1.017559900060289e-41,1.0881165321430677e-23,6.8661726631381954e-34,1.1763104318707768e-29,2.382741928904087e-30,6.395336815485043e-35,8.82835919640946e-33,2.653762164643337e-32,4.650243724364671e-27,1.388952198095149e-40,2.170577250625923e-34,2.316409657081832e-27,8.275052584564497e-27,3.346772436434473e-45,4.411454657493889e-34,1.466246189370676e-34,7.429196437459822e-40,4.7095662318260335e-46,5.520176477308128e-51,9.795199906777184e-45,5.507470708811116e-47,4.392202107287521e-18,1.1068489637357532e-54,2.3297663673312616e-53,1.9685776867627007e-47,4.696283061483111e-40
3.224602392394977e-12,0.09836096230979047,3.76,0.0,0.6113367594202321,0.9999899891848063,4.501720114398636e-22,0.0,5.412145809578286e-18,3.977418303040956e-10,3.9773583538134755e-10,1.7634981439831065e-11,8.739489227522886e-20,9.728373519713935e-19,5.975729696250494e-15,5.975215840142396e-15,2.1387745746190526e-13,1.9838809959259526e-19,1.7635054521379008e-11,6.405242739443155e-18,1.313687427474989e-17,6.90186614161592e-17,5.394338281118729e-18,4.823652660647921e-29,9.674816185447879e-25,5.612580292442624e-29,2.1387736016099567e-13,5.90454566154439e-26,7.432091774390825e-19,3.161476710348645e-34,1.2150353802157024e-17,7.924656943802735e-19,1.0350058691536271e-24,5.0619828978830106e-26,1.3627460390281801e-22,5.362596705590863e-20,1.0010797552779254e-05,1.8968956789191154e-21,9.336350468092278e-38,2.791502244178589e-26,4.073810924170929e-28,1.1338595366464736e-27,4.838417033108455e-23,9.184814046606393e-34,2.7906303120357583e-36,2.3676918994959117e-34,3.233397392723449e-36,3.126136642836133e-39,2.0392885350840435e-41,1.5392146250667713e-23,1.1615036177580724e-33,1.989905244450462e-29,4.030749400624202e-30,1.2812766045725777e-34,1.4935071973626732e-32,4.489291691316703e-32,7.864107359524885e-27,3.2644280941935412e-40,3.670823272197772e-34,3.909933102542963e-27,1.3979259821140132e-26,6.693224270518849e-45,8.85775179965445e-34,2.480418805732349e-34,1.7492367324245377e-39,9.435565489510962e-46,1.1059802141288267e-50,2.3018066274033734e-44,1.2619633642068408e-46,6.225531760011697e-18,2.932679509953586e-54,6.180389621013545e-53,4.651126019140354e-47,9.409314507481098e-40
3.742927931979358e-12,0.09836096231096185,3.76,0.0,0.6113367593534297,0.9999884153059624,7.0438527866031445e-22,0.0,7.297023236991937e-18,4.6167521607990387e-10,4.616671390208665e-10,2.046961432639758e-11,1.1888339608088602e-19,1.3047513497198453e-18,8.051175151873091e-15,8.050478928060153e-15,2.4825635136212227e-13,3.100360298089273e-19,2.046971278060155e-11,8.65438228082411e-18,1.7664942475714012e-17,9.298914240279634e-17,7.268275690619071e-18,8.322716269544244e-29,1.3053354391232323e-24,8.539267212835407e-29,2.482562011056946e-13,7.984871517619835e-26,1.0009479981562786e-18,5.528005512010102e-34,1.6370365396143696e-17,1.0677038318469026e-18,1.6186309033360486e-24,6.830859650784707e-26,1.9082483684001265e-22,7.225112786580128e-20,1.1584673560031732e-05,2.5482241343135298e-21,1.5071466600169692e-37,4.365508355364509e-26,6.370966639896987e-28,1.773244095202978e-27,6.518997220820706e-23,1.6603761449847915e-33,4.3834284520808866e-36,3.702843515699881e-34,5.056746235551045e-36,4.914547602633908e-39,3.6878815903815395e-41,2.0662767226027604e-23,1.816437208389884e-33,3.1119803986146e-29,6.3035987459753385e-30,2.3163357343103002e-34,2.3357623742298433e-32,7.02081676590002e-32,1.2294668820888469e-26,6.77506196512366e-40,5.739121587724246e-34,6.101213479701097e-27,2.1831849309838838e-26,1.2078757758713915e-44,1.6048972024691292e-33,3.879154957340887e-34,3.636946941400682e-39,1.7058236010334884e-45,1.9995026570682773e-50,4.776508731259393e-44,2.57013137353225e-46,8.374017253663558e-18,6.77918847295789e-54,1.4303904513974474e-52,9.695420924239429e-47,1.701139365562172e-39
4.779579011148122e-12,0.09836096231330464,3.76,0.0,0.6113367592198249,0.9999852963051102,1.4682379410527608e-21,0.0,1.1915512785563568e-17,5.895419876152937e-10,5.895288169479706e-10,2.6138855308248478e-11,1.9751766689571873e-19,2.108293992275532e-18,1.312837954076128e-14,1.3127231698220442e-14,3.170141891175858e-13,6.446593807133488e-19,2.6139015818372153e-11,1.4191930202709948e-17,2.8734327206005633e-17,1.5162780906742918e-16,1.185312796075239e-17,2.059417226875644e-28,2.134487261254101e-24,1.7111721223599941e-28,3.1701388161597557e-13,1.3116810943051954e-25,1.6309014146674604e-18,1.394284822400576e-33,2.6693926786863977e-17,1.741031596150237e-18,3.370393396241932e-24,1.1173691056337065e-25,3.345559302080501e-22,1.1781452013979047e-19,1.4703668737581005e-05,4.1309186943838896e-21,3.3343120493537393e-37,9.089837459635855e-26,1.3265908267179924e-27,3.692408919217743e-27,1.0630433586872232e-22,4.390391700393188e-33,9.206807316038721e-36,7.710427294418778e-34,1.0529763528060428e-35,1.0339165477507095e-38,9.75893038482434e-41,3.3449578456317124e-23,3.78218523492457e-33,6.479904368254531e-29,1.312552895494209e-29,6.125533679781956e-34,4.864005777136398e-32,1.4619415288233352e-31,2.5584344492011507e-26,2.2604305645835396e-39,1.194351086338379e-33,1.2648400529958027e-26,4.5334252489496696e-26,3.182747248293678e-44,4.26327009201836e-33,8.077632576848392e-34,1.217977957004278e-38,4.511198231349748e-45,5.288108537725303e-50,1.5931371037121192e-43,8.349497847877571e-46,1.361023193062429e-17,2.747887527760649e-53,5.813397169799476e-52,3.2555639913982213e-46,4.4991359185051595e-39
5.8162300903168854e-12,0.09836096231564741,3.76,0.0,0.6113367590862201,0.9999822152577477,2.648537690571274e-21,0.0,1.766958589867712e-17,7.17408759132313e-10,7.173892557554333e-10,3.180806343119821e-11,2.9783798823305915e-19,3.0938590758452225e-18,1.9440636496816892e-14,1.9438918457242766e-14,3.8577210817671497e-13,1.1600304759746642e-18,3.180830107036479e-11,2.1133924368789138e-17,4.2491991907251444e-17,2.2452928612835814e-16,1.7554239217331238e-17,4.30527037509757e-28,3.169633966066697e-24,3.005927395362013e-28,3.857715602874448e-13,1.9566480353983093e-25,2.413190205746189e-18,2.9533255288165315e-33,3.952884013643334e-17,2.578160879150314e-18,6.073438679669931e-24,1.659820517161657e-25,5.297501984568237e-22,1.744618724714945e-19,1.778471042440291e-05,6.081501713254761e-21,6.363904244619388e-37,1.637956233258329e-25,2.3905064966328628e-27,6.653840681907338e-27,1.5742317519099537e-22,9.602661052882533e-33,1.673324482593045e-35,1.3894498934788868e-33,1.8975279456075338e-35,1.88208933902748e-38,2.1360896564407587e-40,4.91758667427711e-23,6.815323311222814e-33,1.167674363607784e-28,2.3651915771440825e-29,1.3399178149332742e-33,8.765586584013508e-32,2.6344727332302965e-31,4.6073526600408955e-26,5.975839679992457e-39,2.1509904719944453e-33,2.2691829223597063e-26,8.146626661860423e-26,6.936946819614413e-44,9.367581842053558e-33,1.4556348026038283e-33,3.231731834682089e-38,9.868282775205583e-45,1.1568440476420312e-49,4.210434085448575e-43,2.1675674638605352e-45,2.0088479658600524e-17,8.533856910461106e-53,1.8100363560878387e-51,8.639417077690543e-46,9.842618526599118e-39
6.852881169485649e-12,0.09836096231799019,3.76,0.0,0.6113367589526153,0.999979171702095,4.3366709145702165e-21,0.0,2.45639670224234e-17,8.452755306348056e-10,8.452484554626587e-10,3.747723892831993e-11,4.2079248490634543e-19,4.256453013769605e-18,2.698790753345824e-14,2.698549754459858e-14,4.5453012617535353e-13,1.8947339306623435e-18,3.7477568760422796e-11,2.950286225844328e-17,5.894267524542801e-17,3.1169262051052224e-16,2.4371955732277975e-17,8.020333364049653e-28,4.4124586953535915e-24,4.828149998199737e-28,4.545292371201147e-13,2.736109658001262e-25,3.3474563358264725e-18,5.5546982457393964e-33,5.4875066892614085e-17,3.579091125976401e-18,9.93408304778361e-24,2.3114295849365127e-25,7.826560520553708e-22,2.4219302597125317e-19,2.0828260399852737e-05,8.393481231071133e-21,1.0993284723100899e-36,2.679103607248496e-25,3.910046658174785e-27,1.0883638799081698e-26,2.185474450977096e-22,1.8484459481198046e-32,2.7601977947683866e-35,2.2727227733093667e-33,3.103827787520151e-35,3.109284432936419e-38,4.114934959251328e-40,6.777734898795649e-23,1.1147287501799352e-32,1.9099152331094889e-28,3.868609442694735e-29,2.5795226832395624e-33,1.433861165839832e-31,4.3091987919493e-31,7.531241187181499e-26,1.3495834566245912e-38,3.516276748956665e-33,3.69520729242863e-26,1.3288143792390665e-25,1.3306389079634297e-43,1.811463023702826e-32,2.3810027870545322e-33,7.324825676617957e-38,1.8998453720010349e-44,2.2273087057516654e-49,9.505925986674315e-43,4.8301429397526144e-45,2.779651670195909e-17,2.2107787354501416e-52,4.700846088936042e-51,1.9553848657570194e-45,1.8950463571580958e-38
7.889532248654413e-12,0.09836096232033298,3.76,0.0,0.6113367588190105,0.9999761651819686,6.624401709079126e-21,0.0,3.26033802386803e-17,9.731423021265322e-10,9.73106416088914e-10,4.3146382030101774e-11,5.673032005247343e-19,5.591218555315741e-18,3.577015416026319e-14,3.5766927416298964e-14,5.232882607487806e-13,2.8871430601181313e-18,4.314681910979821e-11,3.932123240640514e-17,7.809111591662797e-17,4.1311686133445404e-16,3.230662310554311e-17,1.3736843433014907e-27,5.864644560534127e-24,7.267795677233741e-28,5.232869121139978e-13,3.652787782306852e-25,4.433342626657306e-18,9.58325783820822e-33,7.273256875184428e-17,4.743821788160117e-18,1.5158639334767156e-23,3.0731856085588436e-25,1.0994117357175076e-21,3.2100782410771546e-19,2.3834774848321616e-05,1.1060479635372072e-20,1.766842372247637e-36,4.088059531769802e-25,5.9664120860217344e-27,1.6607916766312276e-26,2.8967810048788625e-22,3.2453543520378743e-32,4.247006484141815e-35,3.468082067261131e-33,4.7363863724739806e-35,4.791144732223592e-38,7.2301327231572065e-40,8.91911418988669e-23,1.700948845328156e-32,2.9143778705018763e-28,5.903135255313226e-29,4.52940237417223e-33,2.1881273294015716e-31,6.575649663542087e-31,1.148471916251094e-25,2.720627319108527e-38,5.3624890777830745e-33,5.613681308724293e-26,2.0220350585557922e-25,2.328041853025347e-43,3.194947926489852e-32,3.6333455562577645e-33,1.4818898854445893e-37,3.3360713195756744e-44,3.911385833342968e-49,1.9157122924842917e-42,9.637127347056371e-45,3.6722219465116354e-17,5.025703317217538e-52,1.0713024389779428e-50,3.946767431345365e-45,3.3278995317224015e-38
9.96283440699194e-12,0.09836096232501854,3.76,0.0,0.6113367585518009,0.9999702614509742,1.3367601633578304e-20,0.0,5.2136197473038234e-17,1.228875845092343e-09,1.228818620174924e-09,5.4484571956930526e-11,9.34556858777453e-19,8.758486801647005e-18,5.703942019911918e-14,5.70341739055105e-14,6.608049501584004e-13,5.797545068933337e-18,5.448526865880999e-11,6.339617905450811e-17,1.2450022419852206e-16,6.587442694997973e-16,5.152818946526754e-17,3.3711869560623626e-27,9.403832005341246e-24,1.4359171327886245e-27,6.608022565854497e-13,5.908681521800322e-25,7.058551243310681e-18,2.3761512115094991e-32,1.159812457775553e-16,7.564682196131189e-18,3.0524723192709893e-23,4.931095300842193e-25,1.94849061189586e-21,5.118877397944202e-19,2.973849448271123e-05,1.74345779366735e-20,3.9183074585247236e-36,8.2319238491171e-25,1.2014411361802065e-26,3.344443823778051e-26,4.619623872030901e-22,8.247605813061064e-32,8.691804711384755e-35,6.983961930485365e-33,9.538391884303413e-35,9.83252735805156e-38,1.840249085235466e-39,1.4021087671941638e-22,3.425011944414956e-32,5.868626053649119e-28,1.1886802486416873e-28,1.1513328197324043e-32,4.406870454815534e-31,1.3241878535448653e-30,2.309692588393508e-25,8.735408559608934e-38,1.07859759324658e-32,1.120479063233145e-25,4.0491669635614507e-25,5.8743674617970176e-43,8.194625409670943e-32,7.316897593835605e-33,4.793978670072441e-37,8.480606876419274e-44,9.944989961654799e-49,6.146956959143588e-42,3.0485043760602055e-44,5.817871878258909e-17,1.9988988625379274e-51,4.285045686688913e-50,1.268719156500033e-44,8.461208130846729e-38
1e-11,0.09836096232970407,3.76,0.0,0.6113367585470111,0.9999701569352227,1.3518269316326096e-20,0.0,5.252853016407701e-17,1.2334600725953074e-09,1.233402419943834e-09,5.468781688173255e-11,9.420751723370411e-19,8.821148894126852e-18,5.74657549657323e-14,5.746046767111675e-14,6.63270052140568e-13,5.862375898641652e-18,5.468851878616366e-11,6.388256110753264e-17,1.254310026879739e-16,6.636676966614482e-16,5.191354313593108e-17,3.420033394753524e-27,9.475059292566652e-24,1.4516521314219616e-27,6.632673286277997e-13,5.954360808590487e-25,7.111113017585976e-18,2.4109358027329952e-32,1.1684815665748477e-16,7.621226095553203e-18,3.0867605179823685e-23,4.968504205530089e-25,1.9665511385926534e-21,5.157138907259656e-19,2.9843010030647803e-05,1.756126501836188e-20,3.968859336693786e-36,8.324390244958102e-25,1.2149367231287511e-26,3.3820141232790655e-26,4.654159776804686e-22,8.371299710771425e-32,8.791946436564216e-35,7.062418387844366e-33,9.645551117979427e-35,9.94628414984179e-38,1.8678997207055362e-39,1.4122289150930937e-22,3.463481907727871e-32,5.934547737380151e-28,1.2020321498472216e-28,1.1686045706826422e-32,4.4563846848640665e-31,1.3390634322214057e-30,2.335583424721005e-25,8.899809255140996e-38,1.090690959384167e-32,1.1328863982755848e-25,4.094243281336754e-25,5.961703631248149e-43,8.318900136056179e-32,7.399096553996327e-33,4.884868139332225e-37,8.607840243430929e-44,1.0094231742658906e-48,6.262568082659834e-42,3.105212319198006e-44,5.860676082969023e-17,2.0436398672283357e-51,4.381411951871705e-50,1.2926124380340174e-44,8.588176308738439e-38
1.2036136565329467e-11,0.09836096232970407,3.76,0.0,0.6113367582845916,0.9999645005247941,2.3619818711367142e-20,0.0,7.630582300472459e-17,1.4846093880582815e-09,1.4845258681649667e-09,6.582263500499851e-11,1.4064795635545983e-18,1.2559397282279079e-17,8.324812659344623e-14,8.324032784324468e-14,7.98322317476852e-13,1.0194128316442052e-17,6.582365143669882e-11,9.353849398048933e-17,1.8175722691124192e-16,9.614039463397985e-16,7.522168962540797e-17,7.012569397626613e-27,1.3800660629463746e-23,2.4999668235381624e-27,7.983175937018942e-13,8.746106629090386e-25,1.0285975709096227e-17,4.976926975056112e-32,1.6927456962342083e-16,1.1040737840755145e-17,5.38221288138734e-23,7.241462301015984e-25,3.1239592932886835e-21,7.471004137723922e-19,3.549940929779348e-05,2.5154990269432856e-20,7.545010752812462e-36,1.4514586876066105e-24,2.118406822998319e-26,5.89726006614623e-26,6.742836740778677e-22,1.756247091077246e-31,1.5567410896750353e-34,1.2314932008032482e-32,1.6819915099409208e-34,1.7655493650481343e-37,3.924565346587752e-39,2.01758897442933e-22,6.038800572926357e-32,1.0347731195665095e-27,2.095872973295707e-28,2.4521804347501987e-32,7.771513665143226e-31,2.3349530264595697e-30,4.0672941212113e-25,2.2466070974289014e-37,1.8996350514122316e-32,1.9583689465564048e-25,7.100099777962095e-25,1.2420821049176003e-42,1.7608735549347823e-31,1.2902232704690384e-32,1.2419275022033357e-36,1.8063833682969623e-43,2.1187805835675907e-48,1.5798887884717158e-41,7.76359277865603e-44,8.43633506090009e-17,6.098969428119705e-51,1.3143804468744284e-49,3.2644423021570156e-44,1.8025564717516897e-37
