Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537)
1.0372654632084211e-06,0.7262518944254024,0.00011395216534304509,4.0976154742188784e-05,1.4392666106939159e-05,0.00031181977360442115,0.0,0.0,2.7100537747499153e-05,2.2570973115491873e-07,6.158140748416042e-07,0.0004865470612060991,4.598727324140433e-12,3.9454727926691646e-15,1.0270863824581267e-12,8.634812274310629e-11,9.177414007615701e-10,2.082974653005658e-10,1.9759515268508648e-17,5.728461816785571e-21,2.7279004562870836e-20,1.7570667561527523e-20,2.4350651194193214e-12,1.5342896469076204e-14,2.209807926587544e-14,6.532395008807497e-19,2.4055637842710094e-21,1.803316844343779e-18,3.894370396719747e-19,2.543615757186514e-20,2.1088370517755452e-14,6.554172164506395e-22,3.403228544248719e-22,2.3248801261061804e-22,3.76,0.0,0.5801316840771527,0.9983801857997989,0.00012191493447846161,3.7784579539266814e-10,0.0003208683881266069,0.0013337047515713891,0.0009220009528051435,1.6025901149332578e-11,2.3753909971690965e-12,4.1185415849955524e-05,1.1363594476629359e-05,7.339802259035834e-07,1.2309420521159597e-05,6.166768933538801e-06,1.0822086920777774e-07,2.2215402719826527e-10,7.985607092974556e-06,1.2082941282627102e-07,3.3951569966360016e-09,5.782284719505319e-07,5.504674534881454e-14,8.725687878947259e-10,1.2284315500324122e-11,5.475594343952838e-07,5.893046122084139e-11,2.7059128124067127e-09,1.1551266570224994e-09,1.0655229236051486e-08,4.762093839545558e-15,0.0009678658842953188,1.875418965482891e-17,1.8214551416105616e-15,1.0869959247753004e-13,1.0627229374399545e-06,5.618450915842755e-08,3.7586179269409335e-13,3.643584804770079e-11,3.4642932462521337e-12,2.128541038293453e-11,7.045016538596486e-11,9.256040061849608e-07,2.888471833415414e-14,4.3726858844842e-09,3.901247337429305e-12,3.0611792966951827e-11,1.4159527600539828e-16,2.070768000279685e-14,9.583779213718776e-11,2.9785654399052573e-07,9.003258026970787e-15,3.4651459686648824e-11,1.4641190956022738e-12,2.677401903408024e-10,1.3343903556671177e-12,5.498787602941806e-18
1.070540517490649e-06,0.7262587716845018,0.00011533767211250607,4.2328917539059446e-05,1.4790604800687932e-05,0.0003293348193526505,0.0,0.0,2.8149848852931696e-05,2.4102825215051875e-07,6.613401605284307e-07,0.0005109059743204991,5.3110189894539076e-12,4.266801715933527e-15,1.0546528516630492e-12,9.258294322465192e-11,1.0045913240918909e-09,2.422071627000257e-10,2.1969108920035406e-17,6.940529384386141e-21,3.284551855248704e-20,2.039603167596347e-20,2.6177807550716687e-12,1.8030259301711545e-14,2.438887745658702e-14,7.836294906685193e-19,2.7438126677690545e-21,2.213313543116027e-18,4.868924829533112e-19,3.0779007635364957e-20,2.388579070292599e-14,7.713508290293067e-22,3.9601302957544397e-22,3.022249363179919e-22,3.76,0.0,0.5800511337134867,0.9983485301333874,0.00013065332349454257,4.306232880172383e-10,0.00032302156551992147,0.0013854802684449424,0.000973358733053292,1.6137205135073092e-11,2.391247333918554e-12,4.1506941291522916e-05,1.1456435922361087e-05,7.759520893874658e-07,1.3487551724630112e-05,6.5931924096105165e-06,1.253350646005726e-07,2.494167990062092e-10,8.322148099380511e-06,1.3993860321604058e-07,3.790574611808647e-09,6.31556510382238e-07,6.181449118508264e-14,9.149507822394337e-10,1.286392433676035e-11,6.060782793451321e-07,6.446215526205945e-11,2.987903918033106e-09,1.2370680865607744e-09,1.1792788511741728e-08,5.529736761916164e-15,0.0009678351993820793,2.232515030807946e-17,2.1208351479093593e-15,1.218855225568265e-13,1.1667693690971116e-06,6.361688893724295e-08,4.2234459500260244e-13,4.147841290452745e-11,3.965087109484823e-12,2.4770337768205397e-11,7.652816838870452e-11,9.531744249876968e-07,3.365656444411494e-14,4.83310034377824e-09,4.32216076074595e-12,3.512898612179498e-11,1.5877305002433624e-16,2.3325898185400943e-14,1.08993264183101e-10,3.0027491273816667e-07,1.0241113463125163e-14,4.013243515242055e-11,1.6206285252767215e-12,2.695638116946904e-10,1.579644137310954e-12,6.564847473927225e-18
1.1004880663446541e-06,0.7262649803847008,0.00011649623287136557,4.350235019900936e-05,1.513745008221897e-05,0.0003452667584926126,0.0,0.0,2.909662364963395e-05,2.5523237731563183e-07,7.035670246860929e-07,0.0005329870487656346,6.0305149489375575e-12,4.562902115715502e-15,1.078538207005855e-12,9.829952450890957e-11,1.0859856345152492e-09,2.7611166905945954e-10,2.4077796563780485e-17,8.207479526802894e-21,3.855701469761412e-20,2.3181015354279628e-20,2.785952839108723e-12,2.0727804109192676e-14,2.655785869003018e-14,9.1746365950304e-19,3.0719886028328593e-21,2.6420129140681633e-18,5.906177274619365e-19,3.627013108071723e-20,2.6595519398019347e-14,8.880078419345302e-22,4.51245274305308e-22,3.803066985343458e-22,3.76,0.0,0.5799780355223257,0.9983198008761518,0.00013871747390659757,4.822746399963503e-10,0.00032480697263708374,0.0014322418644219259,0.001020112833787168,1.6229463055675642e-11,2.404386794488456e-12,4.17731099841243e-05,1.1533270013403571e-05,8.141833142703669e-07,1.4603092457017618e-05,6.9845216351135545e-06,1.4237077234573534e-07,2.759988261374499e-10,8.631338384471467e-06,1.5896304390011117e-07,4.169643127275599e-09,6.824486173190388e-07,6.841387887420706e-14,9.538717289473527e-10,1.3396237663800032e-11,6.617492434351708e-07,6.967072175239393e-11,3.254724203819413e-09,1.3123576372321842e-09,1.2877181060661206e-08,6.295585554955539e-15,0.0009678073509643664,2.5956593000847472e-17,2.4205563079753395e-15,1.345404558142539e-13,1.2652645565228852e-06,7.088211406451514e-08,4.670203784608514e-13,4.6418664892609446e-11,4.45809796386477e-12,2.8266063741392585e-11,8.217443358466941e-11,9.77260039240852e-07,3.844873004043812e-14,5.270262371990245e-09,4.722433330083947e-12,3.9565232148243095e-11,1.7535173739436074e-16,2.5836167104967958e-14,1.2194979411646393e-10,3.0227477710472534e-07,1.146039042309451e-14,4.562566097289914e-11,1.7693675589001944e-12,2.710775527351794e-10,1.831617208780722e-12,7.667726606069949e-18
1.1304356151986592e-06,0.7262712057515818,0.00011757657617168617,4.463404907421827e-05,1.5473870369093372e-05,0.00036134653815791056,0.0,0.0,3.0045310722152395e-05,2.698281088573917e-07,7.469602396850486e-07,0.0005552062953039794,6.830255421974793e-12,4.8651000204942404e-15,1.101585839331643e-12,1.0410861752389197e-10,1.1703618820534932e-09,3.1343398820790014e-10,2.6300993090772438e-17,9.661782118080628e-21,4.498955043929879e-20,2.6202529781926796e-20,2.9574812627953806e-12,2.3705801443434334e-14,2.882803923575609e-14,1.0683302232914487e-18,3.42302956044355e-21,3.1332971286741757e-18,7.114343969387987e-19,4.2459914972123845e-20,2.9490891459926506e-14,1.0170998959736619e-21,5.115591766215261e-22,4.757982101979697e-22,3.76,0.0,0.5799043982877171,0.9982908579266837,0.00014696476081723086,5.380122192819375e-10,0.0003264582619169396,0.001479146572250326,0.0010673378188952368,1.6314757063651835e-11,2.416531084903174e-12,4.2018866374585805e-05,1.1604188656080498e-05,8.528185419461465e-07,1.577153247781816e-05,7.38261983761305e-06,1.6104791776892676e-07,3.046245040018723e-10,8.946597279569703e-06,1.7982367997256144e-07,4.571014141204011e-09,7.361545999744759e-07,7.552122466452715e-14,9.93545493524664e-10,1.3938870004726445e-11,7.202865874366234e-07,7.509665827611279e-11,3.533796904009652e-09,1.3890407435526028e-09,1.401978725370239e-08,7.136932560124064e-15,0.0009677792967481154,3.001375146515841e-17,2.750863283470195e-15,1.47950878330697e-13,1.3683788215437846e-06,7.871803252971678e-08,5.144234810335966e-13,5.175365316499276e-11,4.9928198801298596e-12,3.212438454578504e-11,8.798099261750247e-11,1.0006542239532298e-06,4.3743485618125716e-14,5.729096425964549e-09,5.1431207128645516e-12,4.4366491852117886e-11,1.930156315827944e-16,2.8491842183232e-14,1.3602651820893335e-10,3.041192323164777e-07,1.2785217896639443e-14,5.1692242708656933e-11,1.9256028332330246e-12,2.7247910070846944e-10,2.1163935089413148e-12,8.922154806562484e-18
1.1603831640526643e-06,0.7262774464500973,0.00011858373022556675,4.572420380704799e-05,1.5800150581526626e-05,0.0003775636203079562,0.0,0.0,3.0995588823407923e-05,2.848115490631083e-07,7.914995080071959e-07,0.0005775533531287159,7.716044920116068e-12,5.172987708916871e-15,1.123832619156827e-12,1.1000365468458916e-10,1.2576418703385636e-09,3.5437998033358797e-10,2.863924640052698e-17,1.1324939854594786e-20,5.219881330314802e-20,2.9466850171740286e-20,3.1322070915732546e-12,2.6979818693002845e-14,3.119886572588274e-14,1.2376498616669058e-18,3.7972461958705656e-21,3.693259858968644e-18,8.513207403713167e-19,4.9398757741969275e-20,3.257513363148971e-14,1.1593696589826641e-21,5.771876576241965e-22,5.9192141713714545e-22,3.76,0.0,0.579830251271845,0.9982617128433331,0.00015538959423811702,5.97979673854067e-10,0.0003279846811862654,0.0015261837329468783,0.0011150033887589149,1.6393567166507385e-11,2.4277488497974536e-12,4.224561930637411e-05,1.1669599098168154e-05,8.918317457352592e-07,1.699339693086799e-05,7.787136707081887e-06,1.8145875438523767e-07,3.353989176710934e-10,9.268012711750411e-06,2.026242379712139e-07,4.994975910156671e-09,7.927386378427071e-07,8.31626566436736e-14,1.0339876454479545e-09,1.4492022294482322e-11,7.817065187479034e-07,8.073926633050768e-11,3.825015772102802e-09,1.4670564280665738e-09,1.522134255955305e-08,8.058152290159759e-15,0.0009677510437482728,3.452607252938776e-17,3.1136130583265566e-15,1.6212482962795684e-13,1.4761274047224706e-06,8.71487053714875e-08,5.645845000537561e-13,5.749616310271638e-11,5.570764809734624e-12,3.636667678115241e-11,9.394167110622146e-11,1.0233571733485022e-06,4.957095123309702e-14,6.209655003937016e-09,5.584286026502099e-12,4.9545630451439717e-11,2.1178794061961118e-16,3.129218639986446e-14,1.512848831668037e-10,3.0581900699655117e-07,1.4221390525504154e-14,5.837532160572794e-11,2.0893539550205227e-12,2.73776181523373e-10,2.4372879286959904e-12,1.0344464532453615e-17
1.1903307129066694e-06,0.7262837012336576,0.00011952243945754963,4.6773164097804295e-05,1.6116586741755204e-05,0.00039390814530568025,0.0,0.0,3.1947157344953904e-05,3.00178661744409e-07,8.371646248133329e-07,0.0006000185755135937,8.693738247969056e-12,5.4861775758882794e-15,1.1453152167698244e-12,1.1597842521114243e-10,1.3477446798491968e-09,3.991582363531905e-10,3.1092922789706204e-17,1.3220183545310756e-20,6.024169989328548e-20,3.297969532368891e-20,3.3099813661451365e-12,3.056531830415528e-14,3.366965289896746e-14,1.4268947246917157e-18,4.1949159524323906e-21,4.328261357306816e-18,1.0123785005442262e-18,5.713704294560809e-20,3.585115743525303e-14,1.3155615039345317e-21,6.483662006479824e-22,7.323560720765622e-22,3.76,0.0,0.5797556221743084,0.9982323763919123,0.00016398654251490932,6.62316602859992e-10,0.0003293948480672393,0.0015733434326766114,0.001163080844287571,1.646634069430633e-11,2.43810405194765e-12,4.245468172475658e-05,1.1729880948349792e-05,9.311982665688665e-07,1.8269176700520644e-05,8.197739108412907e-06,2.0369656113144453e-07,3.6843010995430185e-10,9.595667472008024e-06,2.274696515032445e-07,5.441788512544847e-09,8.522622222055165e-07,9.136503810896791e-14,1.0752133109633196e-09,1.5055888863454268e-11,8.460220269469275e-07,8.65977193676348e-11,4.128257807301096e-09,1.5463476858574077e-09,1.6482538316989714e-08,9.063672011842168e-15,0.000967722604957358,3.952331525409762e-17,3.5106828086824275e-15,1.7706949375069183e-13,1.588520905299636e-06,9.619819286431391e-08,6.175307454662035e-13,6.365832351710043e-11,6.193374053306486e-12,4.101419594451381e-11,1.0005041930472439e-10,1.0453709223829198e-06,5.596110147648755e-14,6.711966388152778e-09,6.045968254196627e-12,5.5115121939516535e-11,2.316906893134202e-16,3.423613039229635e-14,1.6778754247133313e-10,3.0738409988898965e-07,1.577481661708227e-14,6.572019917052133e-11,2.260631760935033e-12,2.74975994956347e-10,2.7978413247229253e-12,1.1952216397747886e-17
1.2202782617606746e-06,0.7262899689434041,0.000120397173488855,4.778141879904752e-05,1.6423482872267357e-05,0.00041037089360046355,0.0,0.0,3.289973512552674e-05,3.1592528606271453e-07,8.839355446858622e-07,0.0006225929811670502,9.769216727500914e-12,5.8043025330630834e-15,1.1660698288407765e-12,1.2202707153536645e-10,1.440587275032095e-09,4.479797821801305e-10,3.36622183201095e-17,1.537253738915677e-20,6.917620536625734e-20,3.674624877460174e-20,3.4906650154109468e-12,3.447762322515007e-14,3.623959698360912e-14,1.6375868749792295e-18,4.616288072601047e-21,5.044918305359468e-18,1.1968316209191482e-18,6.572491796910851e-20,3.932157733182529e-14,1.4864199329372569e-21,7.2533351642946e-22,9.012810672593122e-22,3.76,0.0,0.579680537203481,0.9982028586034815,0.00017275033747428907,7.311584383480129e-10,0.0003306967922185501,0.0016206164519714224,0.001211543013847066,1.6533494484278658e-11,2.447656288671225e-12,4.264727707545482e-05,1.1785388011135633e-05,9.70894751749309e-07,1.959933016721634e-05,8.614110755876085e-06,2.2785553056437547e-07,4.038290346428459e-10,9.929639509271957e-06,2.544659374606154e-07,5.9116852659450354e-09,9.147842117526656e-07,1.0015595581685347e-13,1.117237137216482e-09,1.5630657138945544e-11,9.132430998744345e-07,9.267108334030796e-11,4.443385147815188e-09,1.6268614025519762e-09,1.780402490311385e-08,1.0157966088170983e-14,0.0009676939935782562,4.503547567345625e-17,3.94396646827113e-15,1.927912866719295e-13,1.705565606256902e-06,1.0589053498442374e-07,6.732865629153609e-13,7.025160158077618e-11,6.862016688048466e-12,4.608800433733693e-11,1.063013381231135e-10,1.0666991664729104e-06,6.294366176525605e-14,7.236036560318314e-09,6.528184113275993e-12,6.108704927242196e-11,2.527447880356785e-16,3.7322310538193234e-14,1.8559828301751217e-10,3.088238284635328e-07,1.745151118642777e-14,7.37743943303559e-11,2.4394390041918765e-12,2.7608524994454954e-10,3.2018257456374336e-12,1.376423720372569e-17
1.2502258106146797e-06,0.726296248498396,0.00012121213724207162,4.8749576809175304e-05,1.6721148303486883e-05,0.00042694324867216586,0.0,0.0,3.3853059303375954e-05,3.3204714946346503e-07,9.31792441653352e-07,0.0006452682088682902,1.0948365365340098e-11,6.127016061887704e-15,1.186131961879596e-12,1.2814408305059954e-10,1.5360850593748741e-09,5.010578011812453e-10,3.634717018642644e-17,1.7808881484134115e-20,7.906131989716874e-20,4.0771183730833327e-20,3.674128690843151e-12,3.873188621008911e-14,3.890778851072649e-14,1.8712967247416012e-18,5.061588402426507e-21,5.8500931693845484e-18,1.4070244668037169e-18,7.521208756656932e-20,4.298872940032542e-14,1.6726881769810254e-21,8.083321701699432e-22,1.1034165560884913e-21,3.76,0.0,0.5796050211462337,0.9981731688334099,0.00018167587799049168,8.046363563467952e-10,0.00033189799481147224,0.0016679942183711286,0.001260364181873236,1.6595416923317643e-11,2.4564610899010893e-12,4.282454528954944e-05,1.183645000450693e-05,1.0108990949336427e-06,2.0984284890236565e-05,9.035951797878094e-06,2.540306630314053e-07,4.4170950581128534e-10,1.0270002215274456e-05,2.837200788387059e-07,6.4048741431947575e-09,9.803608992410744e-07,1.0956370723784516e-13,1.1600732664933868e-09,1.6216507455905855e-11,9.833769309628077e-07,9.895833601561717e-11,4.770246878874992e-09,1.708548253792914e-09,1.9186414752572945e-08,1.1345550492003585e-14,0.0009676652127879925,5.1092715888276416e-17,4.4153714808201514e-15,2.0929593783984673e-13,1.8272637851072916e-06,1.1624973338809072e-07,7.318736373411618e-13,7.728680309157688e-11,7.577988687439757e-12,5.160890435903306e-11,1.1268869918717266e-10,1.0873470942274975e-06,7.05480121545507e-14,7.78185102613398e-09,7.030929839815249e-12,6.747310745222388e-11,2.749701019657903e-16,4.054910615852369e-14,2.0478195061768259e-10,3.1014687439165983e-07,1.9257588889636567e-14,8.25876993918668e-11,2.625771010378062e-12,2.771101975434866e-10,3.653249153186689e-12,1.580065518601186e-17
1.2801733594686848e-06,0.7263025388924782,0.00012197128183068513,4.967834962970465e-05,1.700989533937677e-05,0.0004436171613187701,0.0,0.0,3.480688421389332e-05,3.485398797783134e-07,9.807157631084485e-07,0.0006680364751131622,1.223705110107058e-11,6.453992051631662e-15,1.2055362658177722e-12,1.3432428762692782e-10,1.6341523809098495e-09,5.586073752741636e-10,3.914766798472457e-17,2.0558011614094988e-20,8.995693234512241e-20,4.505869074657363e-20,3.8602525337768965e-12,4.3343062821507244e-14,4.16732244183078e-14,2.1296414815877873e-18,5.5310239671409415e-21,6.750883208019444e-18,1.6454196152797705e-18,8.564762277889655e-20,4.685469057693775e-14,1.8751069332884644e-21,8.976091590332446e-22,1.3440665738527077e-21,3.76,0.0,0.5795290974358621,0.9981433157906253,0.0001907582321971659,8.828772140999904e-10,0.0003330054254577588,0.0017154687622043113,0.001309520019335984,1.665246985989131e-11,2.4645701840732197e-12,4.298754838664528e-05,1.1883374169195307e-05,1.0511903774812614e-06,2.2424439220095926e-05,9.462978335971179e-06,2.8231766660155756e-07,4.821881442338399e-10,1.0616824699192617e-05,3.153399139379314e-07,6.921539167848474e-09,1.0490460869151976e-06,1.1961728706251077e-13,1.2037353189794984e-09,1.681361295630479e-11,1.0564281173822238e-06,1.0545838506772586e-10,5.108680754006467e-09,1.7913625886660942e-09,2.06302852240224e-08,1.2630977731434146e-14,0.000967636272333637,5.772529754611553e-17,4.926815753693761e-15,2.265885661918281e-13,1.95361400998751e-06,1.2729973477979658e-07,7.93311281061471e-13,8.47740773169328e-11,8.342512648450211e-12,5.7597377217081284e-11,1.1920696147919787e-10,1.1073212320994702e-06,7.880309873446953e-14,8.34937654756671e-09,7.554182887122321e-12,7.428460902736292e-11,2.9838551927116487e-16,4.391467543306984e-14,2.254043748928671e-10,3.113613261365955e-07,2.1199256894877363e-14,9.221223476675032e-11,2.819616301230105e-12,2.780566617484489e-10,4.1563596594684486e-12,1.808293250218246e-17
1.31012090832269e-06,0.7263088391881041,0.0001226783160051243,5.056853554100282e-05,1.7290037253697667e-05,0.00046038511539630623,0.0,0.0,3.576098033544698e-05,3.6539901651129853e-07,1.0306862778812647e-06,0.0006908905346671238,1.3641102269731455e-11,6.784924474842061e-15,1.2243164070868024e-12,1.4056284133256945e-10,1.7347029893042728e-09,6.20845244565446e-10,4.20634648301844e-17,2.365069619354276e-20,1.0192374146902914e-19,4.9612507339489975e-20,4.048925888398009e-12,4.83258880369173e-14,4.45348193984255e-14,2.414283612710263e-18,6.024787275794615e-21,7.754609223971059e-18,1.9145952444033776e-18,9.707978638964033e-20,5.092129790574761e-14,2.0944132046035596e-21,9.93416433072929e-22,1.6291619652051646e-21,3.76,0.0,0.5794527882180168,0.9981133075834232,0.0001999926384723331,9.660035119159005e-10,0.00033402557667062813,0.0017630326754026217,0.0013589875162520093,1.670499038818799e-11,2.472031755565245e-12,4.313727570749168e-05,1.1926446772465615e-05,1.0917488113474751e-06,2.3920163840005515e-05,9.894921888749188e-06,3.128128627586637e-07,5.253843214600397e-10,1.0970172051549797e-05,3.4943403195777227e-07,7.461841777648432e-09,1.1208911693593082e-06,1.3034637310993372e-13,1.2482363831103005e-09,1.742213957002916e-11,1.1323988488017953e-06,1.1217008498323827e-10,5.458514826187749e-09,1.87526230186382e-09,2.2136181312349906e-08,1.4018832219415014e-14,0.0009676071856557687,6.496352169287295e-17,5.480224819622523e-15,2.4467375130514217e-13,2.084611420859687e-06,1.3906441563471017e-07,8.576167028171277e-13,9.272292598943527e-11,9.1567380805278e-12,6.40735272490185e-11,1.258507847585192e-10,1.1266293005454373e-06,8.773735291536791e-14,8.938562781919494e-09,8.097903535635945e-12,8.153249174800222e-11,3.230090195886219e-16,4.741698979900235e-14,2.4753229393524894e-10,3.124747187395479e-07,2.32828077316301e-14,1.0270250239511072e-10,3.020957185656118e-12,2.789300682706618e-10,4.715649279654529e-12,2.0633894885697232e-17
1.340068457176695e-06,0.7263151485120627,0.000123336717828088,5.142100527435501e-05,1.7561886568155024e-05,0.00047724009509944186,0.0,0.0,3.671513328529872e-05,3.826200213625202e-07,1.0816851190474398e-06,0.0007138236437728798,1.5166289397904242e-11,7.11952690877136e-15,1.2425049726927686e-12,1.4685521686699972e-10,1.8376504473262504e-09,6.879895854018682e-10,4.509418824503763e-17,2.7119730390399066e-20,1.1502317480678248e-19,5.44359485927891e-20,4.240046976427058e-12,5.3694856254936506e-14,4.749141656526077e-14,2.7269293391465783e-18,6.5430603153094546e-21,8.86880418681292e-18,2.217242174515549e-18,1.0955587534149446e-19,5.519016757426933e-14,2.3313392896643843e-21,1.096011351896732e-21,1.9653033473199417e-21,3.76,0.0,0.5793761144144687,0.9980831517763186,0.00020937450541140898,1.0541333766493466e-09,0.0003349644960627036,0.0018106790730863017,0.001408744916420136,1.675329251542398e-11,2.478890692003022e-12,4.327464880593534e-05,1.1965934514737307e-05,1.1325556837768684e-06,2.5471803238689223e-05,1.0331528819651055e-05,3.456130976418057e-07,5.714201024805836e-10,1.1330105596712393e-05,3.861116747421674e-07,8.025922154592589e-09,1.1959452218470068e-06,1.4178131190632568e-13,1.2935890120167875e-09,1.80422460610045e-11,1.2112890865814504e-06,1.1909225286271255e-10,5.819568987762701e-09,1.960208698756003e-09,2.370461820635031e-08,1.5513725607518627e-14,0.0009675779532520365,7.283767421249893e-17,6.077529198464877e-15,2.635555998972442e-13,2.2202479957380555e-06,1.5156756816720096e-07,9.248052578935627e-13,1.0114221571928372e-10,1.002174217269311e-11,7.10570318676174e-11,1.3261503918629634e-10,1.1452800806789194e-06,9.737861867912372e-14,9.549343827989415e-09,8.662036414816553e-12,8.922732795851456e-11,3.488577433078699e-16,5.105386655974447e-14,2.7123327922811226e-10,3.134940710244084e-07,2.5514612169531904e-14,1.1411543783500838e-10,3.229770318542921e-12,2.7973547141251945e-10,5.335857222044262e-12,2.3477758498216635e-17
1.3700160060307001e-06,0.726321466050881,0.00012394974635941239,5.2236689081213286e-05,1.782575357682939e-05,0.0004941755538318593,0.0,0.0,3.766914286656045e-05,4.001982880303407e-07,1.1336938218977058e-06,0.0007368295258276096,1.6818307424261342e-11,7.457531920373612e-15,1.2601334008506403e-12,1.531971911112857e-10,1.9429084992345517e-09,7.602598063491163e-10,4.8239350764418194e-17,3.0999987448318196e-20,1.2931731525011041e-19,5.953193817468319e-20,4.433522545164485e-12,5.946420450099836e-14,5.054179745767347e-14,3.069327169612703e-18,7.086018215309075e-21,1.010120182982605e-17,2.5561606071302633e-18,1.2312208046806232e-19,5.96627135364614e-14,2.586611919589833e-21,1.2056570721277256e-21,2.3598038746881866e-21,3.76,0.0,0.5792990957845877,0.9980528554086073,0.00021889941094760463,1.1473805644804457e-09,0.00033582781643125303,0.0018584015577282624,0.0014587716544997836,1.6797668721139477e-11,2.4851887978665836e-12,4.3400526022197674e-05,1.2002085845268273e-05,1.1735933038773e-06,2.7079677116020855e-05,1.0772559741452757e-05,3.808156586690572e-07,6.204201875965043e-10,1.1696683133677745e-05,4.2548264449569536e-07,8.613900517800732e-09,1.274255092611219e-06,1.5395310402542105e-13,1.3398052249550654e-09,1.8674084121471464e-11,1.2930967334001139e-06,1.2622368314047653e-10,6.191656418958854e-09,2.046166356496166e-09,2.5336083694026063e-08,1.7120292513035455e-14,0.0009675485817632879,8.13779755868255e-17,6.720661967058445e-15,2.83237806483178e-13,2.3605128020819315e-06,1.6483288746716238e-07,9.948906789253848e-13,1.1004019327350621e-10,1.0938530970111283e-11,7.856709711073072e-11,1.394948117624345e-10,1.1632832906895313e-06,1.0775408777464992e-13,1.0181639680637228e-08,9.246511937261533e-12,9.737933539522465e-11,3.759480579398051e-16,5.4822999509299363e-14,2.965756612340207e-10,3.1442592038607535e-07,2.7901112152533086e-14,1.2651046099005335e-10,3.4460272271782537e-12,2.804775791620263e-10,6.021972731092911e-12,2.6640154009945267e-17
1.3999635548847052e-06,0.7263277910468255,0.00012452045321352805,5.3016565094992516e-05,1.80819450874995e-05,0.0005111853846609037,0.0,0.0,3.862282216555118e-05,4.181291513347372e-07,1.18669435745326e-06,0.0007599023393584034,1.8602759395696634e-11,7.798690367875277e-15,1.2772319351310283e-12,1.595848320601031e-10,2.0503913987331096e-09,8.37876361638596e-10,5.1498360216449817e-17,3.532846729254686e-20,1.4486883518168568e-19,6.490303936989523e-20,4.629267496228789e-12,6.564789862516909e-14,5.3684691338071e-14,3.4432664815634753e-18,7.65383258419545e-21,1.1459725310674728e-17,2.934256606098167e-18,1.3782336336707542e-19,6.434016566201546e-14,2.8609514772195663e-21,1.3226228640732345e-21,2.8207315779345014e-21,3.76,0.0,0.5792217509844911,0.9980224250277301,0.0002285631007499797,1.2458544807905283e-09,0.00033662078387067474,0.0019061941857181244,0.0015090482954758801,1.6838391414036136e-11,2.4909650026257558e-12,4.351570675826452e-05,1.2035132192766181e-05,1.2148449510908186e-06,2.874408172341204e-05,1.1217788907950032e-05,4.1851819634733553e-07,6.725118540276036e-10,1.2069959164990613e-05,4.676572172572368e-07,9.22587837186858e-09,1.3558654977198765e-06,1.6689338933158065e-13,1.386896512816866e-09,1.9317798508085354e-11,1.37781779340126e-06,1.3356316124775076e-10,6.574584946218501e-09,2.13310298273017e-09,2.7031040418706414e-08,1.8843186932104274e-14,0.0009675190858448181,9.061453700058268e-17,7.411556543417027e-15,3.0372370901355556e-13,2.5053922335821067e-06,1.7888395972456518e-07,1.0678852886357522e-12,1.1942450321473372e-10,1.1908040895770326e-11,8.662241866631017e-11,1.4648541071340477e-10,1.180649471376539e-06,1.1889024268147569e-13,1.0835357595721093e-08,9.851247646049584e-12,1.0599838909728892e-10,4.042956221168731e-16,5.872198745016191e-14,3.2362845600270016e-10,3.1527635532013453e-07,3.04488138253778e-14,1.3994952547136574e-10,3.669694805441954e-12,2.8116077665703806e-10,6.77923750426433e-12,3.014814797864399e-17
