Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108)
1.4341416483684952e-07,0.6352622207732386,3.227105541708164e-07,9.115022294486146e-09,7.006692734721432e-09,5.2099355179494e-08,0.0,0.0,1.5345229675035415e-07,5.919973961697097e-11,1.7480173936238086e-11,1.3859230227146579e-07,2.538675499672905e-19,2.1666564576426162e-24,1.4931357388362372e-18,5.0336563636525253e-17,9.732974744207365e-17,3.00411321063069e-18,4.2175267934546057e-26,2.6689990412943593e-34,4.217622441940658e-34,1.1066107885696171e-33,6.847745600532501e-19,1.7898965692790852e-25,5.558035245476672e-22,1.646134959249927e-28,1.0421688075274115e-34,1.2575605314187128e-32,1.1396601355659885e-33,6.812593221799552e-35,1.333941620252384e-23,3.051296583764672e-33,9.592792277577636e-36,4.5033064399120315e-37,3.76,0.0,0.7935808606046408,0.9997369188349791,4.524993972290059e-09,1.8388380195175756e-18,3.373583320337965e-06,3.8791871460240725e-06,2.984201457359186e-07,3.8048894823984374e-13,1.5727306472497922e-14,2.5273620724405034e-07,2.766907960142762e-08,9.697367320560872e-10,4.921857402855012e-10,1.8510691352360217e-11,5.291660836617912e-15,4.9027911544516275e-17,7.347176274908078e-09,2.8757532056014158e-15,5.7420513310604e-16,3.1844632415651813e-10,7.704397892180485e-20,7.998828089917418e-14,6.413363029939172e-16,1.6700853159201055e-13,5.336225558347441e-17,4.088202325858089e-16,3.5890538675543745e-15,8.443089227716141e-15,2.300713368172416e-23,0.0002625221716757115,8.003016425779396e-28,5.213946150691728e-24,8.328182736693529e-22,4.988588981206774e-12,1.4431376534281326e-14,1.3443714170667035e-21,9.888611408910545e-18,2.208174318595264e-19,2.2614956581098995e-18,9.160581172430493e-18,1.0519610967439877e-09,1.0203795960239956e-20,5.001619978392466e-16,1.2307280911488853e-18,8.622897427693545e-21,9.175089415544578e-23,5.238070576285974e-24,8.044757699455524e-18,1.9165099097580884e-09,4.088448919284669e-21,1.3237536102719724e-19,5.211521009336432e-20,3.2243410009438047e-12,8.985137894480644e-22,3.4938712255631434e-29,7.01123634379524e-30,6.319882426097333e-26,5.190084361820815e-31,1.2314371617949572e-30
1.4567897388017364e-07,0.6352622281849595,3.3175741481239014e-07,9.51361522125486e-09,7.271117714833804e-09,5.424017816990687e-08,0.0,0.0,1.5598735550547832e-07,6.110548181026768e-11,1.830150816664344e-11,1.443572515760623e-07,2.708158884869191e-19,2.3589961186535313e-24,1.5690886604824791e-18,5.311874471193929e-17,1.0420901423775645e-16,3.2159577340757944e-18,4.547186031482207e-26,2.9360427416013993e-34,4.765701995064198e-34,1.2443083725657428e-33,7.244682947260774e-19,2.0192955805267045e-25,5.992813577611027e-22,1.8040793500749972e-28,1.1891866074445002e-34,1.4406357301502185e-32,1.3251355351565903e-33,7.913705994450123e-35,1.4580236972462137e-23,3.428124393618285e-33,1.0979170280557298e-35,5.2262552867607255e-37,3.76,0.0,0.7935807916253163,0.9997369037223295,4.7745562302213825e-09,1.9967709792599728e-18,3.4209928381699402e-06,3.943694839543776e-06,3.077175362501562e-07,3.879116502712949e-13,1.5948989292177923e-14,2.589599864631267e-07,2.8435538620228053e-08,1.0062691484643123e-09,5.13215311313518e-10,1.9531019072589926e-11,5.677397047864363e-15,5.19774372872941e-17,7.463186518211907e-09,3.060171410033676e-15,6.125349419710608e-16,3.282431171805801e-10,8.184320288960153e-20,8.246156727556026e-14,6.545838100867427e-16,1.782872985640402e-13,5.645613150204752e-17,4.3605718274934113e-16,3.796260663119253e-15,8.834115469185635e-15,2.455223074072824e-23,0.00026252216769708333,8.505086174184157e-28,5.521905044520033e-24,9.034608061366043e-22,5.209276246156735e-12,1.53149873951189e-14,1.4554625182436136e-21,1.0315994376292056e-17,2.322229166961864e-19,2.3982273507565734e-18,9.855969605668521e-18,1.0838662254872197e-09,1.0926179689373345e-20,5.361210970671804e-16,1.3334462581603094e-18,9.582917116511545e-21,9.735589173314962e-23,5.747764463749267e-24,8.532436826855943e-18,1.9827896682519133e-09,4.3421915625025464e-21,1.4049066564564401e-19,5.619288005219669e-20,3.2708597849354694e-12,9.521295761860883e-22,3.748270014359287e-29,7.760571972477891e-30,6.997249811034445e-26,5.508742943840649e-31,1.3828987658036677e-30
1.4794378292349776e-07,0.6352622356111121,3.4089394520668344e-07,9.922593123863127e-09,7.540657467175089e-09,5.643727097009712e-08,0.0,0.0,1.585271979265347e-07,6.304237967923112e-11,1.9147552102079437e-11,1.502594565682364e-07,2.8856103409981925e-19,2.564723304537837e-24,1.6474020389478245e-18,5.601557172734765e-17,1.1146623390687675e-16,3.439623135311798e-18,4.896696313612497e-26,3.225316733588941e-34,5.376067542526355e-34,1.3969422411135732e-33,7.658788862344308e-19,2.273967466174792e-25,6.454451433959575e-22,1.9743212883111898e-28,1.3541054005534196e-34,1.6473116006472164e-32,1.5375441011387366e-33,9.173402525998001e-35,1.5913743255371501e-23,3.844740425395363e-33,1.254125147221533e-35,6.0510727877259495e-37,3.76,0.0,0.7935807224509941,0.9997368884229739,5.033452291025259e-09,2.165782974398927e-18,3.4682337859640676e-06,4.008334878024713e-06,3.172083309345307e-07,3.953214427157539e-13,1.6169885582630236e-14,2.652135559717904e-07,2.9206930854899722e-08,1.0437439570392625e-09,5.348967701463397e-10,2.059160889928251e-11,6.087203587424539e-15,5.506493911013467e-17,7.579196757071435e-09,3.254606240986711e-15,6.53035181565514e-16,3.3817802278518705e-10,8.687467312412588e-20,8.497010074806034e-14,6.679217278618475e-16,1.90174377306383e-13,5.968687973061385e-17,4.647349274741808e-16,4.012563867831558e-15,9.239236059583146e-15,2.6180384749332525e-23,0.00026252216369808217,9.033430787393806e-28,5.8441793102906675e-24,9.79010855972771e-22,5.436320964825548e-12,1.6239406521595678e-14,1.574265932186558e-21,1.075413978173056e-17,2.440206355002962e-19,2.54078475663822e-18,1.0592858325394346e-17,1.1161998831737897e-09,1.1685982739436711e-20,5.740971316749385e-16,1.4430189092175441e-18,1.063292087760626e-20,1.0319514350171636e-22,6.3012534637916164e-24,9.043178982528587e-18,2.049954158367894e-09,4.608208896251061e-21,1.4900232473028097e-19,6.052099216919399e-20,3.317213165622262e-12,1.0082349673603238e-21,4.017401960134997e-29,8.577021566591015e-30,7.736547432451236e-26,5.842984110278887e-31,1.5504745981209328e-30
1.5020859196682187e-07,0.6352622430517565,3.5011885282536323e-07,1.034203116192709e-08,7.815300693070727e-09,5.869118518857469e-08,0.0,0.0,1.610718712035743e-07,6.501048932439575e-11,2.0018634933411673e-11,1.5629953753369352e-07,3.0712376923691484e-19,2.7845085968686038e-24,1.7280968709662018e-18,5.90301932893977e-17,1.1911613000418425e-16,3.6756072246905456e-18,5.266901306654032e-26,3.538319810550496e-34,6.0548299301334355e-34,1.5659029303799956e-33,8.0905636240489715e-19,2.556247777018128e-25,6.944159439221961e-22,2.1576022644664372e-28,1.538762242802193e-34,1.8802475865114706e-32,1.780331770526012e-33,1.0611766568099312e-34,1.734514175794582e-23,4.304641987652427e-33,1.429824164753005e-35,6.990147355133602e-37,3.76,0.0,0.7935806530801041,0.9997368729373394,5.3018606979831975e-09,2.3464787531428524e-18,3.5153067619660647e-06,4.073108060802098e-06,3.2689407248303783e-07,4.027176227620541e-13,1.638999809141362e-14,2.714957157145873e-07,2.998307759651878e-08,1.0821751238525385e-09,5.572435923058166e-10,2.169338228764673e-11,6.522332870825903e-15,5.829513558216576e-17,7.695207025672146e-09,3.4595279488514868e-15,6.958061935413128e-16,3.4825060322573943e-10,9.214662679962142e-20,8.75137774891033e-14,6.813497920228657e-16,2.0269413896923714e-13,6.305875839956285e-17,4.949111825060862e-16,4.238242043087114e-15,9.658849724060839e-15,2.7895187913653206e-23,0.0002625221596609947,9.589240127377084e-28,6.18129377487403e-24,1.0597406155154673e-21,5.6698075015254756e-12,1.7205905823345653e-14,1.7012217510647404e-21,1.1203110813114132e-17,2.562170814370288e-19,2.6893113004164124e-18,1.1373044527775178e-17,1.1489600468346128e-09,1.248441801848649e-20,6.1417209871455825e-16,1.5597917634556646e-18,1.1779765351057685e-20,1.0927332323804073e-22,6.901780527226597e-24,9.577786789326482e-18,2.117986062196472e-09,4.886938436820677e-21,1.5792570508296662e-19,6.511082515397172e-20,3.363401730007646e-12,1.0669183163522003e-21,4.301926013660837e-29,9.465506661487506e-30,8.542532012244424e-26,6.193412608074825e-31,1.735630770928035e-30
1.52473401010146e-07,0.6352622505069624,3.5943085783920337e-07,1.0772002466813712e-08,8.095035063838003e-09,6.100246423355602e-08,0.0,0.0,1.6362142182062841e-07,6.700986744776211e-11,2.0915084289855286e-11,1.6247808741678577e-07,3.265249219640616e-19,3.0190416698695328e-24,1.811193413814242e-18,6.216579313880852e-17,1.2717373698690886e-16,3.9244213876078306e-18,5.658664554984294e-26,3.876630385853165e-34,6.8085959010709404e-34,1.7526886253599494e-33,8.540513881214304e-19,2.868643917768272e-25,7.463179760374499e-22,2.3546934736662065e-28,1.7451460868771478e-34,2.1423581692530036e-32,2.0573254031443052e-33,1.2251076667954374e-34,1.8879830213240375e-23,4.8115748288318324e-33,1.627107565557668e-35,8.057121295586158e-37,3.76,0.0,0.7935805835111155,0.9997368572658918,5.579959735315253e-09,2.539484898057244e-18,3.5622123622671636e-06,4.1380151556130325e-06,3.367762636190617e-07,4.1009954670681054e-13,1.6609329510735708e-14,2.778052952016016e-07,3.0763804389938076e-08,1.1215765649649524e-09,5.80269369399441e-10,2.283726492179074e-11,6.984086018849594e-15,6.167284110270062e-17,7.811217358817545e-09,3.675424583243206e-15,7.409516434097072e-16,3.584604223882841e-10,9.766747645611022e-20,9.009249399165753e-14,6.9486773913492e-16,2.158715300656105e-13,6.657609493324694e-17,5.26645158282484e-16,4.473578072133404e-15,1.0093362467192228e-14,2.970035471432975e-23,0.00026252215552909227,1.0173752071676376e-27,6.533787858677131e-24,1.1459338772354605e-21,5.909820011261483e-12,1.8215777299249244e-14,1.8367896145396898e-21,1.1662968559740818e-17,2.6881871721893435e-19,2.8439512624894765e-18,1.219837246496316e-17,1.1821447012707493e-09,1.332271304071429e-20,6.564299431820333e-16,1.6841216470821365e-18,1.3030690420763036e-20,1.155950649468827e-22,7.552778065515403e-24,1.0137079769222326e-17,2.186867979304983e-09,5.1788271884730026e-21,1.672766151588618e-19,6.99739643588064e-20,3.4094260629759916e-12,1.1282702291466917e-21,4.6025221173216866e-29,1.043123117208732e-29,9.420253338488301e-26,6.560650584811389e-31,1.939939124593047e-30
1.547382100534701e-07,0.6352622579767834,3.6882869229247483e-07,1.121257832768356e-08,8.379847611143837e-09,6.337164390793125e-08,0.0,0.0,1.6617589560718404e-07,6.904057128537395e-11,2.18372262827879e-11,1.6879567693487536e-07,3.4678526764200655e-19,3.2690325903747203e-24,1.8967111283847166e-18,6.542558985011616e-17,1.356544260870941e-16,4.186592262094086e-18,6.072871264394384e-26,4.241908493018366e-34,7.644523953728155e-34,1.958913160143475e-33,9.00915275338237e-19,3.213849461357969e-25,8.012789275440396e-22,2.566400967560264e-28,1.9754097557351598e-34,2.4368372452890445e-32,2.3727700476843027e-33,1.4116010477551814e-34,2.0523402774249583e-23,5.3695411042257404e-33,1.8482615595856997e-35,9.267022719989583e-37,3.76,0.0,0.7935805137425321,0.9997368414089889,5.867927079327181e-09,2.745453477961451e-18,3.6089511808626235e-06,4.203056904316082e-06,3.468563733091058e-07,4.174665947454387e-13,1.682788244033363e-14,2.841411481321595e-07,3.1548940428665985e-08,1.1619620708465508e-09,6.039877862632047e-10,2.402418407234473e-11,7.473818070942282e-15,6.520297393837785e-17,7.927227791978752e-09,3.902804185232312e-15,7.885786220822497e-16,3.688070457564917e-10,1.0344582604326589e-19,9.270614706418837e-14,7.084753066079523e-16,2.2973213744183265e-13,7.02432904924379e-17,5.599977524478552e-16,4.718859399261589e-15,1.0543188154524179e-14,3.1599739978057776e-23,0.0002625221513536775,1.0788256047311575e-27,6.902217710259752e-24,1.2378864229551483e-21,6.156442545322704e-12,1.9270333561935072e-14,1.98145016426758e-21,1.2133772366366465e-17,2.8183196238665587e-19,3.004849528885949e-18,1.3070730839895414e-17,1.2157518388546818e-09,1.4202107555048174e-20,7.00956729285364e-16,1.8163779799609676e-18,1.4393367015762985e-20,1.2216493226087718e-22,8.257889575442241e-24,1.0721895884665724e-17,2.2565826330341105e-09,5.484332552066918e-21,1.7707137277233128e-19,7.512233228369381e-20,3.45528674740643e-12,1.1923838725789224e-21,4.9198943784995744e-29,1.1479703183602399e-29,1.0375083778426884e-25,6.945340257254381e-31,2.165096628110841e-30
1.5700301909679422e-07,0.6352622654612848,3.7831110078547866e-07,1.166382803687674e-08,8.669724378763345e-09,6.57992519169261e-08,0.0,0.0,1.6873533769556314e-07,7.110265866334023e-11,2.278538547012141e-11,1.7525285017906607e-07,3.6792561692342976e-19,3.535210520938084e-24,1.9846687563990615e-18,6.881283541601258e-17,1.44573877874696e-16,4.462660288812043e-18,6.510426548413082e-26,4.635900511935087e-34,8.570336837725814e-34,2.186311721871368e-33,9.49699944822442e-19,3.594749630290408e-25,8.594296512003458e-22,2.7935616751779947e-28,2.231877745622227e-34,2.7671762766953877e-32,2.731366168147129e-33,1.6233862199676195e-34,2.228165080148548e-23,5.982818468728834e-33,2.0957715124098535e-35,1.0636347359304413e-36,3.76,0.0,0.7935804437728966,0.999736825366982,6.16594011350882e-09,2.965059075295416e-18,3.655523809603887e-06,4.268234017990339e-06,3.5713583145095637e-07,4.2481820360338446e-13,1.704565960974473e-14,2.905021570309522e-07,3.233831905646346e-08,1.2033453762181556e-09,6.284126405232807e-10,2.5255071038882074e-11,7.992935115883218e-15,6.889054833463409e-17,8.043238361240003e-09,4.142193495192327e-15,8.387976530678039e-16,3.792900404399098e-10,1.0949045531076675e-19,9.535463383470549e-14,7.221722327052104e-16,2.4430212313527145e-13,7.406481441613532e-17,5.950313800878661e-16,4.974377700992796e-15,1.1008747868759445e-14,3.3597326849055544e-23,0.0002625221471932537,1.1434093089850866e-27,7.287154542649207e-24,1.3359063533966144e-21,6.409758950270493e-12,2.0370907254906742e-14,2.135704881324039e-21,1.2615579539580383e-17,2.952632049680169e-19,3.172151807967741e-18,1.3992055922687133e-17,1.249779459690572e-09,1.512385547943949e-20,7.478404727151705e-16,1.9569415205405537e-18,1.5875877563180074e-20,1.2898745056143565e-22,9.020963920615119e-24,1.1333090070286059e-17,2.3271126788554862e-09,5.803921462649181e-21,1.8732675088631084e-19,8.056816077882731e-20,3.500984364109482e-12,1.2593547240520624e-21,5.254768733902466e-29,1.2616739053448392e-29,1.1412718207267896e-25,7.348141775775694e-31,2.4129188991063575e-30
1.5926782814011834e-07,0.6352622729605136,3.878768395096396e-07,1.2125819107079232e-08,8.96465086746981e-09,6.828580856323327e-08,0.0,0.0,1.71299792581068e-07,7.31961879191302e-11,2.3759884907735084e-11,1.8185013052470883e-07,3.8996670032742907e-19,3.8183253253675224e-24,2.0750842574975057e-18,7.233081476026095e-17,1.5394811291311744e-16,4.753181690442602e-18,6.972257538914013e-26,5.060440485249243e-34,9.594385619223848e-34,2.4367496113125787e-33,1.0004579359271832e-18,4.014436744269125e-25,9.209045371312627e-22,3.0370495469657023e-28,2.5170591478944656e-34,3.137191732500276e-32,3.13831195691434e-33,1.8634772652626376e-34,2.4160567643029815e-23,6.655967371345425e-33,2.3723445337966107e-35,1.2183210171467858e-36,3.76,0.0,0.7935803736007829,0.9997368091403809,6.474175532594039e-09,3.1990031446072783e-18,3.7019308382672816e-06,4.333547183574359e-06,3.676160360884554e-07,4.3215382726033097e-13,1.7262663813372534e-14,2.968872270411265e-07,3.313177703902656e-08,1.2457400749772359e-09,6.535578161347843e-10,2.6530858022082383e-11,8.542900244853543e-15,7.274068384076889e-17,8.159249103356635e-09,4.394140483493438e-15,8.917227845521334e-16,3.8990897513492395e-10,1.158103384823889e-19,9.80378517448549e-14,7.359582565412637e-16,2.596083017908674e-13,7.80452093628905e-17,6.318102023882337e-16,5.240429160426813e-15,1.1490470589676322e-14,3.5697248180645597e-23,0.0002625221429481763,1.2112659744456241e-27,7.689187171389202e-24,1.4403144455403462e-21,6.6698529913062344e-12,2.1518851695174968e-14,2.300077667863196e-21,1.3108445758398838e-17,3.0911878698488694e-19,3.346004341267599e-18,1.4964328020460027e-17,1.284225571381172e-09,1.608922209594432e-20,7.971713435400423e-16,2.1062061196142277e-18,1.7486771490381154e-20,1.3606707097465279e-22,9.846080677272566e-24,1.197153603078596e-17,2.3984409354836326e-09,6.138071450969849e-21,1.980600583947851e-19,8.632402699096563e-20,3.5465194918507736e-12,1.3292809387102732e-21,5.607896765098186e-29,1.384848648424669e-29,1.2539207185673254e-25,7.769736413420969e-31,2.6853633275917543e-30
1.6153263718344246e-07,0.6352622804745317,3.975246770859672e-07,1.2598617081765336e-08,9.264611623174645e-09,7.083182614247634e-08,0.0,0.0,1.7386930406964818e-07,7.532121797026172e-11,2.4761046105401257e-11,1.8858801532087286e-07,4.1292927595115956e-19,4.1191458882614075e-24,2.167974893509538e-18,7.598284452485396e-17,1.6379345874844596e-16,5.0587266777198996e-18,7.459311255269093e-26,5.51745602153753e-34,1.0725660953186182e-33,2.7122284115069005e-33,1.0532423681700161e-18,4.476216082925097e-25,9.858411414895224e-22,3.2977705048793893e-28,2.833656202919943e-34,3.551045751512836e-32,3.5993472868042374e-33,2.1351986011474484e-34,2.6166349972482168e-23,7.393852822088218e-33,2.680916075142802e-35,1.392743429507923e-36,3.76,0.0,0.7935803032248041,0.9997367927296336,6.792809713091963e-09,3.448010260902953e-18,3.7481728544948675e-06,4.398997057914483e-06,3.7829834695746145e-07,4.394729744836821e-13,1.747889758550072e-14,3.0329529151209636e-07,3.392915520504825e-08,1.2891597013988332e-09,6.794373070558058e-10,2.7852481115997118e-11,9.125229925603066e-15,7.675859594451384e-17,8.275260055690881e-09,4.6592127121109994e-15,9.47471604917467e-16,4.0066342015969727e-10,1.22414625624469e-19,1.0075569855491415e-13,7.498331180842542e-16,2.7567806089702927e-13,8.218908492721845e-17,6.703999160895073e-16,5.517314095876048e-15,1.1988792436137399e-14,3.7903771084062003e-23,0.00026252213857982774,1.2825407988865371e-27,8.108919913739316e-24,1.5514445381203727e-21,6.936808231010131e-12,2.271554015480273e-14,2.4751146013441778e-21,1.3612424716881288e-17,3.234050182285993e-19,3.526554165163169e-18,1.5989575533726083e-17,1.3190881892261134e-09,1.709948647341141e-20,8.490414604151232e-16,2.2645771577340414e-18,1.9235038312436982e-20,1.4340820913281606e-22,1.0737541065472515e-23,1.2638124481204591e-17,2.4705501635125482e-09,6.487269607151376e-21,2.0928907161959203e-19,9.240281903049067e-20,3.591892707275869e-12,1.4022630340884169e-21,5.980052685973377e-29,1.5181429210348767e-29,1.3760955300228262e-25,8.210823859788985e-31,2.9845199871110575e-30
1.6379744622676657e-07,0.6352622880033792,4.072533934331938e-07,1.3082285789619273e-08,9.569590745628357e-09,7.343780975834944e-08,0.0,0.0,1.7644391534843412e-07,7.747780822209087e-11,2.5789189087388904e-11,1.9546698274476994e-07,4.368339935838368e-19,4.438462112157895e-24,2.2633571590483123e-18,7.977227230347056e-17,1.7412658630380128e-16,5.379881792405303e-18,7.972557108798137e-26,6.0089686017994346e-34,1.1973866593604962e-33,3.0148955664079176e-33,1.1081069498641198e-18,4.983622413946599e-25,1.054380625644152e-21,3.5766697972182237e-28,3.184578124618084e-34,4.0132768493969126e-32,4.120801300905679e-33,2.442210613467672e-34,2.8305401668220277e-23,8.201650579074298e-33,3.0246755918973583e-35,1.5890725006390076e-36,3.76,0.0,0.7935802326436024,0.99973677613499,7.1220182625294785e-09,3.7128333408262094e-18,3.7942504438754083e-06,4.464584275493314e-06,3.8918409388792094e-07,4.4677516485033963e-13,1.7694363467641325e-14,3.097253048086225e-07,3.473029757229347e-08,1.3336176341335547e-09,7.060651865072864e-10,2.9220876594278165e-11,9.741500818579916e-15,8.094960690249285e-17,8.391271256279631e-09,4.938000264498316e-15,1.0061653202202933e-15,4.115529474078321e-10,1.2931266441068442e-19,1.0350807233687921e-13,7.6379655813084155e-16,2.925394533672671e-13,8.650112357699608e-17,7.10868025912413e-16,5.805337274211094e-15,1.250415746115279e-14,4.0221322329842273e-23,0.00026252213424881666,1.3573849543018495e-27,8.546975618344541e-24,1.6696438395268648e-21,7.210708173773061e-12,2.3962366648403504e-14,2.6613856508505384e-21,1.4127568602040677e-17,3.3812815969798037e-19,3.713948775392536e-18,1.7069870269106642e-17,1.3543653359474514e-09,1.8155938140954192e-20,9.035451322356018e-16,2.4324736229236133e-18,2.113017244428462e-20,1.510152027763733e-22,1.169989793817785e-23,1.3333765247366207e-17,2.5434233249871983e-09,6.852013822939382e-21,2.210321310291525e-19,9.881777856435023e-20,3.6371045850049694e-12,1.4784043290358026e-21,6.37203794760019e-29,1.6622411071277734e-29,1.5084758449498903e-25,8.67212603526002e-31,3.312639235462754e-30
1.660622552700907e-07,0.6352622955471144,4.1706178079234665e-07,1.3576887113348961e-08,9.879571403267953e-09,7.610425658422754e-08,0.0,0.0,1.7902366892181687e-07,7.966601865159052e-11,2.6844632338243768e-11,2.024874854212427e-07,4.617015257986495e-19,4.7770827585357464e-24,2.3612468731446113e-18,8.370247574759515e-17,1.8496447026733136e-16,5.717247701498868e-18,8.512984321889629e-26,6.537101041921469e-34,1.3349428609819638e-33,3.347051004437849e-33,1.1651059408029812e-18,5.540426358371979e-25,1.1266673075163828e-21,3.8747256353525627e-28,3.5729505202282774e-34,4.528823425994821e-32,4.709644309757192e-33,2.7885399827586125e-34,3.058433603162718e-23,9.084872127785842e-33,3.4070732093439294e-35,1.8096765211217447e-36,3.76,0.0,0.7935801618558583,0.999736759356877,7.461976453381825e-09,3.9942489384689925e-18,3.840164189871646e-06,4.530309441244104e-06,4.0027456900697646e-07,4.5405997162602264e-13,1.7909064415682565e-14,3.1617624901476237e-07,3.5535052152591996e-08,1.3791271901981758e-09,7.334556354858538e-10,3.0636984561955587e-11,1.0393345258332679e-14,8.531913466948925e-17,8.50728274375907e-09,5.231113693820084e-15,1.0679287837920668e-15,4.22577130391391e-10,1.3651397798271178e-19,1.0629487148056728e-13,7.778483183326214e-16,3.102211001863133e-13,9.098607335055825e-17,7.532835848336747e-16,6.104807493668041e-15,1.3037016762293633e-14,4.26544687117158e-23,0.0002625221299383625,1.4359555637305306e-27,9.003993030983354e-24,1.79527338763972e-21,7.491636120773784e-12,2.5260745049721076e-14,2.8594843396809886e-21,1.465392766103661e-17,3.5329443979873716e-19,3.908336441526151e-18,1.8207332699647196e-17,1.3900550419336233e-09,1.9259880096641572e-20,9.607786064904362e-16,2.61032617726558e-18,2.3182137094327957e-20,1.588923581440108e-22,1.2737942292640911e-23,1.4059385165698992e-17,2.6170433287461675e-09,7.232811551745948e-21,2.3330805527055333e-19,1.0558245861875951e-19,3.682155697582403e-12,1.5578105490664134e-21,6.784677384779623e-29,1.8178641716034512e-29,1.6517800219004187e-25,9.15438370786073e-31,3.6721192939255866e-30
1.683270643134148e-07,0.6352623031057717,4.269486423948853e-07,1.4082481288684738e-08,1.0194536416463183e-08,7.883165682203365e-08,0.0,0.0,1.8160860669442296e-07,8.188590969898019e-11,2.7927692874426374e-11,2.0964995839521925e-07,4.875524075981051e-19,5.135837944028001e-24,2.461659102880751e-18,8.777686139554824e-17,1.9632443235932038e-16,6.071441977711437e-18,9.081604906617581e-26,7.10407635708555e-34,1.4863579813067923e-33,3.7111576061770946e-33,1.2242941584241745e-18,6.15065188709512e-25,1.2028491809364238e-21,4.192958026682882e-28,4.002130028508099e-34,5.103057907944416e-32,5.3735407429394974e-33,3.178607893710741e-34,3.300997838666419e-23,1.0049369198172625e-32,3.8318487821730426e-35,2.0571414851465464e-36,3.76,0.0,0.7935800908602803,0.9997367423959271,7.812858708635737e-09,4.29306351982519e-18,3.885914673916003e-06,4.596173139569345e-06,4.1157103654807666e-07,4.61326972550778e-13,1.8123003132030667e-14,3.226471255784173e-07,3.6343269905864474e-08,1.4257015164367188e-09,7.616229069481899e-10,3.2101744534980906e-11,1.1082459075949153e-14,8.987270548281275e-17,8.623294557443832e-09,5.5391874235154865e-15,1.132890552271636e-15,4.337355441857357e-10,1.4402829033610896e-19,1.0911599468546142e-13,7.919881411903653e-16,3.287523014525839e-13,9.564875469386085e-17,7.977175194656517e-16,6.416037939848651e-15,1.3587829411040536e-14,4.520794728481014e-23,0.0002625221254260596,1.5184161739132838e-27,9.480630419790815e-24,1.928708285858188e-21,7.779675339326741e-12,2.6612110056469742e-14,3.0700296028506713e-21,1.5191550759181636e-17,3.689100353747999e-19,4.1098658166018986e-18,1.9404125830905544e-17,1.4261553449153093e-09,2.0412624853928848e-20,1.0208403583708665e-15,2.798579627416256e-18,2.540144037513177e-20,1.6704390006404027e-22,1.385673909761389e-23,1.481593053970776e-17,2.6913933225219526e-09,7.63018126409843e-21,2.4613625730690243e-19,1.12710774287747e-19,3.7270466155740185e-12,1.6405903526270445e-21,7.21882479178258e-29,1.9857721219302945e-29,1.806769376847794e-25,9.658361073241499e-31,4.065539237968072e-30
