Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108)
4.105070935739981e-05,0.6354801031105579,7.176110448811295e-06,2.4411537637974545e-06,4.4456376997231534e-06,0.0007812512722970684,0.0,0.0,8.287126563890989e-05,5.902431923919085e-06,4.8999151481869425e-06,0.0010435096142271834,1.5499517323934905e-11,5.461218094219707e-18,8.765029121887775e-16,5.6932910042794125e-12,3.128164611682926e-10,7.486198227335777e-09,6.305345492666599e-16,3.665452312179117e-21,6.547776936503207e-21,5.047840008010525e-23,1.2556413766503863e-13,2.9012524995931914e-13,1.498823147436228e-14,7.393588242403702e-16,2.0812022692411962e-23,4.45958796457867e-18,1.0174993537079736e-17,1.0650383394014807e-20,7.187336229035533e-15,3.2318056980850786e-21,3.8585936026292614e-22,5.434904085981479e-20,3.76,0.0,0.7888867303154298,0.9971025385725018,0.0016341001170076031,4.164401631956154e-09,1.640538929827452e-05,0.002178172086686957,0.0019598307876894966,2.483887612561754e-12,7.644725405467112e-14,2.610629066733783e-06,3.3448125447101105e-07,1.4257402994268563e-05,0.0013098093511398842,2.2817965239935494e-06,0.00010628724073154163,6.306714055824611e-08,1.293982619440259e-05,4.570745498375431e-05,5.211820833226393e-08,1.7021664498663575e-05,1.1712766273961723e-10,1.5469755698061987e-09,4.7358190300298686e-12,6.3375444517930705e-06,4.64856763823624e-10,3.3182266892543635e-08,4.671571342741781e-09,2.0002686164604584e-07,4.333620477771987e-13,0.0002618304138736231,1.330307477706344e-16,8.912963272897763e-14,1.1720336407562961e-12,1.4698242438067252e-06,1.8271083498509485e-06,4.233784234963051e-12,2.63125741400578e-11,2.2176488240556825e-12,4.731848446740665e-10,7.734776799966915e-11,1.5451642410309337e-07,4.810917455088873e-12,6.911720796852755e-09,5.911243966105422e-11,4.4388312224235865e-10,8.101727369837677e-15,2.812791805459584e-13,1.9872548630973424e-08,3.747749395882698e-08,1.1282264891476077e-11,2.7125476208015287e-08,1.3186817204037412e-12,1.6046529780952314e-11,6.695588910332926e-11,2.6566935105889733e-17,5.6588943810705e-16,1.9275235686531096e-13,1.0683709387133282e-19,1.6821127197247595e-15
4.174901754007512e-05,0.6354835015870336,7.177148669089967e-06,2.4418108064496526e-06,4.493762056901524e-06,0.0007947479772569907,0.0,0.0,8.379578620646894e-05,6.033021339305508e-06,5.092856272620014e-06,0.0010614191427229906,1.6096134789147086e-11,5.571936189658912e-18,8.847225817201699e-16,5.770795698242502e-12,3.184586107624857e-10,7.84188686015588e-09,6.810734188821279e-16,3.943045200545048e-21,6.951946943971508e-21,5.0737757561078635e-23,1.2796039299255587e-13,3.0423812659322307e-13,1.5392406258362956e-14,8.129804549867341e-16,2.203238287634473e-23,4.6927810517360976e-18,1.0733628589539459e-17,1.1050728100231735e-20,7.437959845355768e-15,3.4196685710280176e-21,4.174067598931735e-22,5.855359310738453e-20,3.76,0.0,0.788786559796868,0.9970378612254938,0.0016820280173264995,4.3144307811553944e-09,1.6401860376573183e-05,0.002217121212731612,0.0019838588306664083,2.483180239445744e-12,7.64098821337918e-14,2.6095683043348624e-06,3.343377469555133e-07,1.4431734378050373e-05,0.0013520941071564147,2.3275361303446807e-06,0.0001112089370377014,6.650112985880915e-08,1.3383446160812963e-05,4.784027408207094e-05,5.340757452695918e-08,1.7679691161243504e-05,1.2349799703973418e-10,1.6008819565097623e-09,4.900356992847826e-12,6.538383979844023e-06,4.837584153958137e-10,3.4359209483844245e-08,4.862732285595841e-09,2.1045268685790412e-07,4.53591760643799e-13,0.00026181343510595204,1.3927301674416517e-16,9.476394651171359e-14,1.2335903949842181e-12,1.4920850030529338e-06,1.8933678794451374e-06,4.458140206777792e-12,2.72071403691414e-11,2.2927063214822817e-12,4.908916486938727e-10,7.932820688225829e-11,1.5445775052744902e-07,4.990823806193644e-12,7.092182242862708e-09,6.065398463421683e-11,4.661062348361176e-10,8.453853090092374e-15,2.955896860547229e-13,2.077268634246168e-08,3.7458835832445176e-08,1.1792549416018747e-11,2.9176748908911337e-08,1.3544067366953964e-12,1.6043414683141846e-11,7.146969904223611e-11,2.837325917959172e-17,6.040196200223024e-16,2.056167877090437e-13,1.1490828884227443e-19,1.8205848403718047e-15
4.2447325722750437e-05,0.6354868872084216,7.178197539778276e-06,2.44248569785637e-06,4.5411201302489985e-06,0.0008082413582592533,0.0,0.0,8.47045625294333e-05,6.1629958442234455e-06,5.291577947784888e-06,0.0010793240139258533,1.670291595965205e-11,5.682913347266971e-18,8.928602028526885e-16,5.847436663703078e-12,3.2410280375188546e-10,8.206539411977632e-09,7.345231580279699e-16,4.237163864225958e-21,7.375162986743453e-21,5.483695268310313e-23,1.3035830241770046e-13,3.187614962043741e-13,1.5799142826107026e-14,8.923784068653963e-16,2.3300610559197594e-23,4.93355791809761e-18,1.1312362535007648e-17,1.1459021337828376e-20,7.692515419543317e-15,3.616093337702085e-21,4.51103339369025e-22,6.299610640120449e-20,3.76,0.0,0.7886859055963907,0.9969726923896527,0.0017304618139292304,4.467076067087174e-09,1.6398381383765407e-05,0.002256135347506963,0.0020074988361577016,2.4824780686045055e-12,7.638439308682801e-14,2.6085220445433035e-06,3.341962986186844e-07,1.4603206607961544e-05,0.0013948876789478277,2.3733580717991515e-06,0.00011624875659309238,7.004133984082349e-08,1.3834607222446096e-05,5.002555713324854e-05,5.469157589200859e-08,1.8348914664644468e-05,1.3006472250855877e-10,1.6557201706606186e-09,5.067728425618419e-12,6.741791273637017e-06,5.030869835247974e-10,3.555856771332465e-08,5.058735378178179e-09,2.2127841771067465e-07,4.743187905012555e-13,0.0002617963236988127,1.4567216357062845e-16,1.0066897795866288e-13,1.2975349909725184e-12,1.5140418858941913e-06,1.9605987511566644e-06,4.691287697910562e-12,2.8113713971431824e-11,2.3687326684181684e-12,5.088738458680212e-10,8.130995446131502e-11,1.54410557917903e-07,5.173510420145342e-12,7.274522995772389e-09,6.221139945921627e-11,4.890127544053377e-10,8.813370541406854e-15,3.1035143779660873e-13,2.1692281487548436e-08,3.744037088110202e-08,1.2313805153260635e-11,3.13385978634766e-08,1.3905064351495762e-12,1.6040342058312986e-11,7.619345452380971e-11,3.026438931478168e-17,6.439041711901464e-16,2.1914901561992975e-13,1.2341375577892876e-19,1.9682094887835664e-15
4.314563390542575e-05,0.6354902600578174,7.179256831303889e-06,2.4431782820916307e-06,4.587715765123249e-06,0.0008217314178381528,0.0,0.0,8.559774927922253e-05,6.292313872845586e-06,5.4961772553885325e-06,0.0010972242819462317,1.7319755110641477e-11,5.794137146297979e-18,9.00916156772042e-16,5.923218075433436e-12,3.297491349838808e-10,8.580126355422175e-09,7.909795569935277e-16,4.553357984255821e-21,7.820546694536522e-21,5.60582054836619e-23,1.3275770770393777e-13,3.336986345466133e-13,1.6208351489172548e-14,9.77878649756483e-16,2.4617524401405202e-23,5.182011688990791e-18,1.1911556193827018e-17,1.1875300354965636e-20,7.950987945619861e-15,3.8213572378284465e-21,4.870600554384942e-22,6.768509969094757e-20,3.76,0.0,0.7885847760299339,0.9969070403044615,0.0017793931390474888,4.622335797430152e-09,1.6394951977890583e-05,0.002295214409201152,0.00203075259938733,2.481779434308274e-12,7.638605284041894e-14,2.6074902051503644e-06,3.340568970811052e-07,1.4771833082754197e-05,0.0014381816988116342,2.4192569416221506e-06,0.00012140606422188665,7.368777847366701e-08,1.4293274248164592e-05,5.226310706899931e-05,5.596956246840876e-08,1.9029135520114198e-05,1.3682780549568457e-10,1.7114858185520061e-09,5.237919847660599e-12,6.94775287572501e-06,5.22841241936997e-10,3.678024137523338e-08,5.25958489012538e-09,2.3251363179735542e-07,4.955412375396168e-13,0.00026177907682619023,1.5222785268536782e-16,1.0685393796896203e-13,1.3639258069837474e-12,1.5356951896043118e-06,2.028787177810733e-06,4.933444279333409e-12,2.9032123758271672e-11,2.445711424222128e-12,5.271277081636685e-10,8.329225943239227e-11,1.5437469438398736e-07,5.3589384967267705e-12,7.45873837000929e-09,6.378463923719071e-11,5.126089374313486e-10,9.180197620944463e-15,3.255694294830539e-13,2.2631181071356442e-08,3.742209824665379e-08,1.2845942273189756e-11,3.3614349629541496e-08,1.4269784327605763e-12,1.60373117014316e-11,8.113222867497765e-11,3.22424008076095e-17,6.8558356933336455e-16,2.3337469623875173e-13,1.3236649103804818e-19,2.1254567854773277e-15
4.3843942088101066e-05,0.6354936202246059,7.180326313601902e-06,2.4438883996105527e-06,4.633553160855558e-06,0.000835218158700468,0.0,0.0,8.647550409374495e-05,6.420935720734082e-06,5.706749528177431e-06,0.0011151200006163224,1.794654588387138e-11,5.905595317251682e-18,9.088908884785544e-16,5.998144587499843e-12,3.353976977265702e-10,8.962613805559398e-09,8.505384066671643e-16,4.882400183569925e-21,8.289530938034697e-21,5.001324848114573e-23,1.351584591095914e-13,3.490527131462334e-13,1.661994452370301e-14,1.0698175869972192e-15,2.598393266807127e-23,5.438234326947138e-18,1.2531571025868556e-17,1.2299602736232398e-20,8.213362876253612e-15,4.035741324864775e-21,5.253912268195999e-22,7.262920982042184e-20,3.76,0.0,0.7884831793626468,0.9968409131395521,0.0018288136702026715,4.780208321006106e-09,1.639157179725514e-05,0.002334358281408995,0.002053622101248225,2.481090721391252e-12,7.635522022140231e-14,2.6064726977052683e-06,3.3391952914360655e-07,1.4937628565167153e-05,0.001481967840722796,2.465227406293109e-06,0.000126680164882374,7.744037062223487e-08,1.4759410560121735e-05,5.455270156478447e-05,5.724091146844316e-08,1.9720149347923938e-05,1.437870574235937e-10,1.7681743037959271e-09,5.4109171692875506e-12,7.156256002640556e-06,5.430197724264331e-10,3.802412334279739e-08,5.465281882907743e-09,2.4416791119955264e-07,5.172571105602261e-13,0.00026176171527210945,1.5893969162179582e-16,1.1332820334767204e-13,1.4328213001775394e-12,1.5570454061439817e-06,2.097919399051637e-06,5.184827872944415e-12,2.996220066231905e-11,2.5236263137000174e-12,5.456495266463231e-10,8.527439782051655e-11,1.5435000361196488e-07,5.547069433359816e-12,7.644823259561955e-09,6.537365542779404e-11,5.369008056262307e-10,9.554248797059541e-15,3.412485518717898e-13,2.358922796363131e-08,3.740401697570678e-08,1.3388868599546162e-11,3.6007322470916685e-08,1.4638202963489781e-12,1.6034323355161925e-11,8.629106924109696e-11,3.430935898328295e-17,7.290979853796209e-16,2.4832011026829267e-13,1.4177945483574866e-19,2.292814667025859e-15
4.454225027077638e-05,0.6354969678041652,7.181405756352041e-06,2.444615887521388e-06,4.6786368576051345e-06,0.0008487015837138486,0.0,0.0,8.73379873640388e-05,6.548823500414862e-06,5.92338830513103e-06,0.0011330112234648694,1.8583181464022584e-11,6.01727573737835e-18,9.167848427072635e-16,6.0722213104720146e-12,3.4104858365494826e-10,9.35396370041914e-09,9.132954108744006e-16,5.224359010262973e-21,8.779054804186337e-21,5.581564314312976e-23,1.3756041513897526e-13,3.648268012155261e-13,1.7033836147631966e-14,1.1685420533533243e-15,2.740066552975811e-23,5.70231666076416e-18,1.3172769149026702e-17,1.273196639025121e-20,8.479626037433392e-15,4.2595301806495605e-21,5.662145320061184e-22,7.783718957890168e-20,3.76,0.0,0.7883811238052063,0.9967743190436072,0.0018787151341327702,4.9406920277800656e-09,1.6388240461413473e-05,0.0023735668144183354,0.0020761095003206755,2.4804080736772223e-12,7.632717249059787e-14,2.605469427774683e-06,3.3378418082656957e-07,1.5100609131798657e-05,0.0015262378244013909,2.5112642071043298e-06,0.00013207030628094473,8.12989604351897e-08,1.5232978013981132e-05,5.6894094087160834e-05,5.8505027075267505e-08,2.042174723547987e-05,1.509421396134246e-10,1.825780837506104e-09,5.586705717961225e-12,7.367288514546849e-06,5.636209737453182e-10,3.9290100124912255e-08,5.675824293614209e-09,2.5625083583324425e-07,5.394638439587974e-13,0.0002617442307128533,1.658072043364344e-16,1.2010131399219342e-13,1.5042799664152332e-12,1.57809321313921e-06,2.1679816901386962e-06,5.445656598785502e-12,3.090377788614497e-11,2.6024612445520876e-12,5.64435616828217e-10,8.725567188028755e-11,1.5433632519767886e-07,5.737864888383696e-12,7.832772172490105e-09,6.697839620382997e-11,5.618941470128206e-10,9.93543530411125e-15,3.573935932167804e-13,2.4566261173594595e-08,3.7386126023959646e-08,1.3942489797858691e-11,3.852082330064007e-08,1.5010295497119506e-12,1.6031376759734904e-11,9.167499639114981e-11,3.646731827188863e-17,7.744872667761532e-16,2.6401216508894843e-13,1.5166555532516941e-19,2.470789308070036e-15
4.5240558453451696e-05,0.6355003028975942,7.182494929240324e-06,2.4453605798511302e-06,4.722971718139051e-06,0.0008621816958957693,0.0,0.0,8.81853620279175e-05,6.67594109784169e-06,6.146185292499922e-06,0.0011508980036942932,1.922955474452817e-11,6.129166443253975e-18,9.245985364656956e-16,6.145453792172797e-12,3.467018828407899e-10,9.754133981307534e-09,9.793461036024459e-16,5.5894127371472854e-21,9.294287380927457e-21,6.265776573769644e-23,1.3996344242659095e-13,3.810238676369247e-13,1.7449942547148356e-14,1.2744092949980177e-15,2.8868509559525924e-23,5.9743484019781146e-18,1.3835513356725947e-17,1.3172429537191125e-20,8.749764033420891e-15,4.493011659915746e-21,6.09651033841298e-22,8.331790582030841e-20,3.76,0.0,0.7882786175104562,0.9967072661102351,0.0019290893103886678,5.103785348792358e-09,1.6384957572144676e-05,0.002412839826498781,0.002098217124955681,2.479728584824417e-12,7.632867468447321e-14,2.604480295258105e-06,3.3365083740836797e-07,1.5260792107696956e-05,0.0015709834190487275,2.557362161507373e-06,0.00013757568147062746,8.526331386374015e-08,1.5713937077580866e-05,5.928701493636183e-05,5.976134015029033e-08,2.1133716085893106e-05,1.5829256790137496e-10,1.884300448301771e-09,5.765270270314193e-12,7.580838884420116e-06,5.846430700425597e-10,4.0578052322187925e-08,5.8912070201156075e-09,2.687719772046609e-07,5.621588409276429e-13,0.00026172661636985223,1.7282985277175587e-16,1.2718296984747914e-13,1.578360302190788e-12,1.5988394651724787e-06,2.238960370100129e-06,5.716148632561176e-12,3.185669108470917e-11,2.6822003211655754e-12,5.834823235319881e-10,8.923541286298615e-11,1.5433349502722936e-07,5.9312868215950124e-12,8.022579262706938e-09,6.859880668140533e-11,5.875945174512849e-10,1.032366536178784e-14,3.740092397906742e-13,2.5562116114794056e-08,3.73684242601462e-08,1.4506709489127138e-11,4.1158144790675706e-08,1.5386036759195264e-12,1.6028471664494773e-11,9.728900081996073e-11,3.871832140651498e-17,8.217909234849965e-16,2.804783956387272e-13,1.6203764151277778e-19,2.659905544087598e-15
4.586903581785948e-05,0.6355032938939765,7.183483313966101e-06,2.4460453732684676e-06,4.7622371037262845e-06,0.0008743109669949091,0.0,0.0,8.893521792843898e-05,6.78965997680501e-06,6.352042142369211e-06,0.001166992351153547,1.981952779674721e-11,6.230038115700132e-18,9.315627125786486e-16,6.210646121687996e-12,3.5179198859009635e-10,1.0121790824617245e-08,1.0416865907653444e-15,5.930770106996269e-21,9.782339420498324e-21,6.041884055217248e-23,1.4212697901881482e-13,3.9596524845510905e-13,1.782626424057689e-14,1.376100512120542e-15,3.0233889473922414e-23,6.2260469778729485e-18,1.445070545227319e-17,1.3575803266472877e-20,8.996190520651937e-15,4.7116729284574435e-21,6.510809337708111e-22,8.849115905504345e-20,3.76,0.0,0.7881859831540573,0.9966465327827171,0.00197482348904308,5.252799294135009e-09,1.6382044050935764e-05,0.0024482404919977736,0.002117791334924884,2.4791258775892645e-12,7.629801184518047e-14,2.6036020764295934e-06,3.33532529788579e-07,1.5402580122900214e-05,0.0016116543414720788,2.598898385690104e-06,0.00014262833509782108,8.892140545811927e-08,1.6153086330729088e-05,6.148445966733856e-05,6.088490196157196e-08,2.1783175997676527e-05,1.6507446057428352e-10,1.9377445308261385e-09,5.928338851573967e-12,7.775177927850877e-06,6.039212194991431e-10,4.1755895156219805e-08,6.0891833463345175e-09,2.8042357911800496e-07,5.829996456878899e-13,0.0002617106720621209,1.7928239676011825e-16,1.338284095924058e-13,1.647322451599128e-12,1.6172541052442928e-06,2.3036134283811837e-06,5.968033850448165e-12,3.272387149862613e-11,2.7547255671174657e-12,6.00844192860967e-10,9.101533795657755e-11,1.5434008471908455e-07,6.107581039731681e-12,8.194989293705352e-09,7.007052608910957e-11,6.113337670137887e-10,1.0679016576140195e-14,3.893694806697404e-13,2.6474339411612843e-08,3.735265342680728e-08,1.5023487737953448e-11,4.3640308529116374e-08,1.572730248342726e-12,1.6025892302853717e-11,1.0254242062427845e-10,4.082545505163648e-17,8.660333790135727e-16,2.9598318695576826e-13,1.717986001332883e-19,2.8400853685477805e-15
4.64995463060478e-05,0.6355062845716901,7.184482460190314e-06,2.446746122318261e-06,4.801028208090047e-06,0.0008864767848205944,0.0,0.0,8.967545940554185e-05,6.903067814781008e-06,6.563715027102677e-06,0.0011831352293413403,2.041916934108935e-11,6.331389112766229e-18,9.384849757387155e-16,6.275371692843474e-12,3.569006608305468e-10,1.0497742781288891e-08,1.1070568106784262e-15,6.2868599046661765e-21,1.0292724321813565e-20,6.077380791697483e-23,1.4429819759922777e-13,4.1130361707288105e-13,1.820548066951822e-14,1.484510340533314e-15,3.1646468240907847e-23,6.4851664947712575e-18,1.5085987694393243e-17,1.3987134166482547e-20,9.246548303655233e-15,4.93938366680616e-21,6.949666168036595e-22,9.391710612361183e-20,3.76,0.0,0.7880926947315133,0.996585241895825,0.0020210777828913768,5.404417018919343e-09,1.637915988380391e-05,0.0024838078114701443,0.002137123714487034,2.4785249963071013e-12,7.627946953763196e-14,2.602732356825325e-06,3.3341544698582446e-07,1.5542579190165617e-05,0.0016528313357419195,2.64061090899123e-06,0.00014778976378396398,9.267688662851695e-08,1.659960847880214e-05,6.373048782951966e-05,6.200492673705635e-08,2.2442840125006275e-05,1.7203623193549597e-10,1.992096619253422e-09,6.094169752143942e-12,7.97217847194638e-06,6.236011996018937e-10,4.295523810196566e-08,6.291725402150556e-09,2.924843275898392e-07,6.043008458842601e-13,0.0002616945776953897,1.8588112617814073e-16,1.407618387483327e-13,1.718731969962015e-12,1.6354845655763014e-06,2.369200470846553e-06,6.228936526061103e-12,3.360283562371624e-11,2.8281972348869825e-12,6.184687753942943e-10,9.279879782694823e-11,1.543552640551965e-07,6.286525304982596e-12,8.369459763344717e-09,7.155966969211813e-11,6.35733372376277e-10,1.1041102313390073e-14,4.051694789410122e-13,2.7404571442491995e-08,3.733698362976448e-08,1.55504110124177e-11,4.623633892419968e-08,1.6072602379574009e-12,1.6023337901970568e-11,1.0800775454765397e-10,4.301826942707912e-17,9.120374807275826e-16,3.1221226986597947e-13,1.8200640977068018e-19,3.030771528651861e-15
4.713005679423612e-05,0.6355092653238978,7.185489014342157e-06,2.4474605063940863e-06,4.839221227226217e-06,0.0008986399093346904,0.0,0.0,9.040376557979506e-05,7.015772628170293e-06,6.780609771474869e-06,0.0011992746057001506,2.1026504600343467e-11,6.432884903871072e-18,9.453431483982575e-16,6.339423428560836e-12,3.620114993105336e-10,1.0880773372335028e-08,1.1753292419052563e-15,6.660809922073653e-21,1.0824811773655829e-20,6.404227264629345e-23,1.4647001820878277e-13,4.2699318204110223e-13,1.8586319578293857e-14,1.5996045009461923e-15,3.3102461977754644e-23,6.750967132002779e-18,1.573966741439757e-17,1.4405156776827503e-20,9.500036449433693e-15,5.175668438548319e-21,7.412738276431003e-22,9.958614437121627e-20,3.76,0.0,0.7879990572038846,0.9965235951548302,0.002067698922295332,5.558158821434374e-09,1.637631423238383e-05,0.0025194271523924054,0.002156152484695322,2.477929141272286e-12,7.626118842988053e-14,2.6018739114792613e-06,3.332999621009725e-07,1.568034212210511e-05,0.0016943775016181747,2.6823617828909126e-06,0.00015304307387629666,9.651773620639627e-08,1.7052060817893153e-05,6.601781494322326e-05,6.311740523343019e-08,2.3110456447446193e-05,1.7915555647032432e-10,2.047181010516213e-09,6.262226828089775e-12,8.171207796442505e-06,6.436195529466861e-10,4.4172200821728385e-08,6.498189303541278e-09,3.0492412621095445e-07,6.259932958534287e-13,0.0002616783898310654,1.9260485560632012e-16,1.4796964390648072e-13,1.7924122280171652e-12,1.6534718501231631e-06,2.435503576860119e-06,6.498215053992358e-12,3.44906775242894e-11,2.9023706372511873e-12,6.362976305170587e-10,9.457959534968802e-11,1.543788981287797e-07,6.4675255143352996e-12,8.545430439632036e-09,7.306145130285307e-11,6.607210856608058e-10,1.1408709153896294e-14,4.2136340860965006e-13,2.8349757905624576e-08,3.7321465136323e-08,1.608574666382303e-11,4.8940757347425975e-08,1.642081807627429e-12,1.6020816622194315e-11,1.136719239168891e-10,4.52915500501552e-17,9.59691015569812e-16,3.29138138579353e-13,1.9263944177853125e-19,3.231823920888839e-15
4.769751623360561e-05,0.6355119395875463,7.186401108028172e-06,2.448115003381038e-06,4.873087189856234e-06,0.0009095844207360486,0.0,0.0,9.104914030032247e-05,7.116587702031337e-06,6.980331188092674e-06,0.0012137970818752275,2.157961945663383e-11,6.5243480062246e-18,9.514611132313205e-16,6.396498120930758e-12,3.666131572080844e-10,1.1231519435624459e-08,1.2393131517899392e-15,7.009657292637517e-21,1.1324074241865919e-20,6.4360031271672e-23,1.484251075068543e-13,4.414156528206404e-13,1.8930415216936e-14,1.7091451255570873e-15,3.4450416736747793e-23,6.99595228324846e-18,1.6343931345869886e-17,1.478712243730034e-20,9.730845244860812e-15,5.395837878225964e-21,7.851019529033767e-22,1.0490176551266598e-19,3.76,0.0,0.7879144897568021,0.9964678136127585,0.002109966736775682,5.69834166814408e-09,1.6373785799532706e-05,0.002551528861199131,0.0021730205517859727,2.4773972114599298e-12,7.624435520548286e-14,2.6011108779461603e-06,3.331973814959357e-07,1.5802429930892108e-05,0.0017320798156235686,2.7199673848981553e-06,0.00015784901033037149,1.0004718516247517e-07,1.746431144603216e-05,6.811150881001623e-05,6.411189741654736e-08,2.3717972925307112e-05,1.8569705837653226e-10,2.0973796952342874e-09,6.415371225930173e-12,8.352063007260324e-06,6.619239446212434e-10,4.5282448216055095e-08,6.6873504661489675e-09,3.164498056224996e-07,6.458490390707086e-13,0.00026166374228244035,1.9876263181490304e-16,1.5469750614905313e-13,1.8607013435159557e-12,1.6694533720344907e-06,2.4957804214123876e-06,6.747859222540684e-12,3.5297232090299593e-11,2.9697175330258206e-12,6.525161191890129e-10,9.617969067569777e-11,1.5440729071339755e-07,6.6321613215346935e-12,8.7050825337257e-09,7.442382140220576e-11,6.837157235084727e-10,1.174421438894264e-14,4.3627737955738883e-13,2.9213104771305603e-08,3.7307626993938886e-08,1.6574678843589242e-11,5.146936204365338e-08,1.673668929699253e-12,1.6018575584012352e-11,1.189426414877185e-10,4.7407513845282325e-17,1.0040126725819422e-15,3.4498534959974724e-13,2.0258035762806829e-19,3.421998135529879e-15
4.8264975672975094e-05,0.635514605949495,7.1873189441354904e-06,2.4487803452644013e-06,4.906475542532308e-06,0.0009205267545517108,0.0,0.0,9.168504158053169e-05,7.2168002412957615e-06,7.184377184919818e-06,0.001228316780053983,2.2138845370706264e-11,6.615915607039477e-18,9.5752792591069e-16,6.4530351023256556e-12,3.712166641962033e-10,1.158793492646045e-08,1.3057543655261181e-15,7.370389031567686e-21,1.1842921075728362e-20,6.449190031585008e-23,1.503805686662897e-13,4.561255089681543e-13,1.92757392011075e-14,1.824553271591157e-15,3.583435659156584e-23,7.246445914618411e-18,1.6963511604686594e-17,1.5174553008522476e-20,9.96417682767742e-15,5.623293191312052e-21,8.3104434282944e-22,1.104248501109088e-19,3.76,0.0,0.7878296484620655,0.9964117526989315,0.0021525226712679406,5.840243431931402e-09,1.6371288041281734e-05,0.0025836723665335903,0.0021896460361229,2.4768689286457674e-12,7.62311973096958e-14,2.600356840026494e-06,3.3309607551799875e-07,1.5922731268627257e-05,0.001770072108133998,2.757598551145986e-06,0.00016272823075941513,1.0364518205522888e-07,1.7881315148948042e-05,7.023825288842902e-05,6.509975608955893e-08,2.4331673684020554e-05,1.9236500641724846e-10,2.1481651740020866e-09,6.570299355030882e-12,8.534550975399311e-06,6.804996791579727e-10,4.6406809272778254e-08,6.8796693360965504e-09,3.282932483845482e-07,6.660178683948485e-13,0.00026164902029081056,2.05020784710397e-16,1.6165931215772032e-13,1.930895601058693e-12,1.685239630146859e-06,2.556622072411398e-06,7.004533620733066e-12,3.6110804754251294e-11,3.037615919515897e-12,6.688961181111755e-10,9.777699733999677e-11,1.5444233144104432e-07,6.798421320569139e-12,8.865941888491742e-09,7.579635507893197e-11,7.071919549523337e-10,1.2084076310149863e-14,4.5151527177888915e-13,3.008836431632656e-08,3.7293909768569695e-08,1.7070308028509144e-11,5.408939127289075e-08,1.705489260594595e-12,1.601636098677998e-11,1.2437991171597489e-10,4.959090626037072e-17,1.0497134057527303e-15,3.614311037462617e-13,2.1287984398367627e-19,3.621256512209325e-15
