Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57)
4.7404541643820584e-05,0.7332969311979983,0.00011020430535043968,4.677556022147713e-05,4.45615439870578e-05,0.019388169230974365,0.0,0.0,0.00018662328633164727,1.072580925954708e-05,0.0018216227019399512,0.02558693618548279,8.049552388168665e-08,2.045305606003305e-13,1.1349651736119635e-11,9.099636175759269e-09,1.787539477646274e-07,1.4214620232033154e-05,1.9163970104165107e-13,5.425296114488107e-14,6.112002677717769e-13,2.511564170015938e-16,9.603978127458315e-10,1.2597809580241667e-09,9.847408434090475e-12,1.044040386263201e-11,2.3472944227249683e-16,3.292324203298508e-12,1.3593905930158193e-12,1.7457171496251773e-15,6.500568078738314e-11,4.2116729393156787e-16,1.4486908637588587e-16,7.821278373600209e-14,3.76,0.0,0.6324083809868842,0.9437688989207991,0.03192085156773999,4.506469260303585e-06,0.0002457335543219744,0.06626950634086663,0.018158583421296146,1.3125310841224003e-11,1.5476144449981463e-12,2.9021579154974035e-05,5.886544553697304e-06,1.8991927927846634e-05,0.024162994141023863,0.00048563884009782723,0.005590676971904436,1.562005072375801e-05,0.005003667674274814,0.007866133527141404,1.6456775340527236e-06,0.0012759056746081555,4.8208365352356985e-09,6.329286408768874e-07,6.783233846565421e-09,0.0005505631732053495,2.7011516971317166e-07,7.820944581977883e-06,2.079372714244509e-06,0.00034928241705986176,2.457086017998874e-10,0.0007520238368494248,1.0431360273007256e-12,1.0086340655161087e-09,4.863160811491284e-09,0.0002682782433066265,0.0010731974024696222,1.7591397529121738e-08,1.378363966211108e-07,1.3696645256084614e-08,3.0106649362934486e-07,7.104685744961113e-09,3.6352169963633087e-06,5.225948673850606e-10,3.4215997228108782e-06,4.11766290266931e-09,8.145723170982835e-07,8.741603214797722e-13,1.2887865487522904e-10,3.920257663613421e-06,2.4437408440116534e-07,4.437898115146175e-10,7.718199857287787e-05,9.418170175620613e-10,2.1790848920628445e-10,4.781240287641039e-06
4.773778789737077e-05,0.7333406124090809,0.00011032067025458705,4.687473720973982e-05,4.460062839324359e-05,0.019507530460183903,0.0,0.0,0.0001862305951667371,1.069110573660276e-05,0.0018485733194682592,0.025753096049079587,8.149224149325206e-08,2.0572194175858372e-13,1.1458642669979903e-11,9.180933110758021e-09,1.805442941176797e-07,1.4377969225272309e-05,1.95562720114418e-13,5.5533030087985823e-14,6.337971668640929e-13,2.5595481888798224e-16,9.690244003276692e-10,1.284264658751441e-09,9.933325511369372e-12,1.0775086933291686e-11,2.410524577445965e-16,3.377062933453359e-12,1.3941450965176761e-12,1.7834377843523977e-15,6.588547625440435e-11,4.316023508298953e-16,1.4873107942201695e-16,8.048045746659967e-14,3.76,0.0,0.6316816327786041,0.9433513106082883,0.03218068722767323,4.570102989126626e-06,0.0002455733899539111,0.06676361788075065,0.018149763672053294,1.3110178238495811e-11,1.5458244057711883e-12,2.8997199898092813e-05,5.881470616491441e-06,1.8973185465299032e-05,0.024373882331911415,0.0004876852359942747,0.005628444815029998,1.5744027002042607e-05,0.005062537122597664,0.007945036484440423,1.6444826180912614e-06,0.0012823494782371212,4.856664246965686e-09,6.40102757879396e-07,6.860028305729777e-09,0.000554630139903234,2.7308554090047224e-07,7.907513914615742e-06,2.100727014859166e-06,0.00035594183847708217,2.481094934416335e-10,0.0007516910895922457,1.055548249015324e-12,1.031583988553103e-09,4.960656233164047e-09,0.0002689921551315743,0.0010830348895343952,1.794462760162259e-08,1.3955798087476922e-07,1.3863950492703896e-08,3.0481800254998427e-07,7.132245139447984e-09,3.648533181924772e-06,5.288422865315677e-10,3.4500551753355317e-06,4.149844431935386e-09,8.261131282846994e-07,8.825078828013136e-13,1.3089628909117914e-10,3.958768050842537e-06,2.439664196698291e-07,4.479246630346825e-10,7.822700230100016e-05,9.491986181614635e-10,2.1788320009566588e-10,4.879889827576936e-06
4.807103415092095e-05,0.7333843127361998,0.00011043684664237418,4.6974018097534106e-05,4.463952083513717e-05,0.01962667207159391,0.0,0.0,0.00018583936917002802,1.0656558607673155e-05,0.001875658321380815,0.025919108447904928,8.24951195729093e-08,2.0690781632608702e-13,1.1568042511276515e-11,9.262414572062473e-09,1.8234282715223812e-07,1.4541912402868878e-05,1.9953247297846923e-13,5.683425718477518e-14,6.570583846106493e-13,2.6081472496115464e-16,9.776457608980056e-10,1.3090537305293365e-09,1.0019466663063549e-11,1.1117662737466638e-11,2.475053868557113e-16,3.463420266323467e-12,1.4295699336247476e-12,1.821772132105376e-15,6.67727268755543e-11,4.4221163233834553e-16,1.5267091572769449e-16,8.279836083590232e-14,3.76,0.0,0.6309556414675908,0.9429339376152779,0.03244039568014904,4.634187848485833e-06,0.0002454134052683357,0.06725770546944525,0.018140806426827014,1.309506659163597e-11,1.544048330450412e-12,2.897289443915727e-05,5.876425301882068e-06,1.895431305255292e-05,0.024584684876494744,0.0004897114974722315,0.005665898515035556,1.5867372840083205e-05,0.00512159078475265,0.008023886476453402,1.6432614577372582e-06,0.001288732072435919,4.892260427799987e-09,6.472932227182203e-07,6.936997254251481e-09,0.00055868486697121,2.760594219882895e-07,7.994227172978005e-06,2.1220741964305896e-06,0.00036266785492735276,2.505074209972824e-10,0.0007513585142719375,1.0679938697855633e-12,1.0548461460930332e-09,5.059249246333321e-09,0.0002697027369545455,0.0010928603652179383,1.830185510484079e-08,1.4129211881787447e-07,1.40324372489061e-08,3.0859598071581995e-07,7.159777381763999e-09,3.6617123864809778e-06,5.351292201966603e-10,3.4784866924773368e-06,4.1819638464187305e-09,8.377115592133901e-07,8.90860756744325e-13,1.3292906839135363e-10,3.9972639105086894e-06,2.4355980359993217e-07,4.520536136759514e-10,7.927316277893439e-05,9.565666744576033e-10,2.1785839173506738e-10,4.9798507473865415e-06
4.840428040447113e-05,0.7334280319189218,0.00011055283426595673,4.707339959977536e-05,4.4678230108373194e-05,0.01974559427154052,0.0,0.0,0.00018544958381722538,1.0622166499680294e-05,0.0019028764827683441,0.02608497373541865,8.350418975106447e-08,2.080872873892694e-13,1.1677852336198352e-11,9.344081246861139e-09,1.8414956646556658e-07,1.4706456444316222e-05,2.0354909510835088e-13,5.815686323132536e-14,6.809986305671002e-13,2.657366554676421e-16,9.86261817950131e-10,1.3341499454089275e-09,1.0105831951458874e-11,1.1468248653894176e-11,2.540901642268718e-16,3.5514173147239578e-12,1.46567422519689e-12,1.8607275085226262e-15,6.766746514932902e-11,4.52996684199786e-16,1.566897098674897e-16,8.516730486397595e-14,3.76,0.0,0.6302304058729117,0.9425167809051661,0.03269997564601924,4.698724032510081e-06,0.00024525359187769016,0.06775176626857143,0.01813171796437037,1.3079976231527494e-11,1.5422724199286973e-12,2.8948660926814662e-05,5.871408136490082e-06,1.8935317507475285e-05,0.0247954006420263,0.0004917177577131495,0.00570303932626427,1.5990090650934714e-05,0.005180826422960892,0.008102681361595301,1.6420151935938752e-06,0.0012950544881950275,4.9276261496795795e-09,6.544997193362145e-07,7.014137313900968e-09,0.0005627273693002346,2.790367231051769e-07,8.081081710639171e-06,2.143413740348416e-06,0.0003694604258890365,2.529023213563734e-10,0.0007510261111076894,1.0804727180541766e-12,1.0784215956195139e-09,5.158941429590665e-09,0.00027041009202635416,0.0011026736727877174,1.8663086162761613e-08,1.430388559820738e-07,1.4202110060411317e-08,3.1240050474219896e-07,7.187284188232227e-09,3.6747569500155272e-06,5.414557379783021e-10,3.506894466760974e-06,4.2140214517265624e-09,8.493671604416209e-07,8.992189642467389e-13,1.3497696943077993e-10,4.035744297484618e-06,2.4315421893893163e-07,4.561765626952701e-10,8.032040579853779e-05,9.639212494370235e-10,2.1783402871109205e-10,5.081132187822778e-06
4.8737526658021316e-05,0.7334717696915652,0.0001106686329387736,4.717287849901771e-05,4.4716764634482884e-05,0.019864297263346906,0.0,0.0,0.0001850612151025519,1.0587927995030394e-05,0.0019302265999882752,0.0262506922578815,8.451948364418651e-08,2.092609314770533e-13,1.1788073240406474e-11,9.42593383486094e-09,1.859645316905611e-07,1.4871608136797483e-05,2.076127221585781e-13,5.95010701146193e-14,7.056328395888269e-13,2.707211361669213e-16,9.948724991884325e-10,1.3595550746862461e-09,1.0192421509693463e-11,1.1826962777761667e-11,2.608087449636724e-16,3.6410753691426705e-12,1.502467174174317e-12,1.900311293796098e-15,6.856972453857616e-11,4.639590560449171e-16,1.6078858734495948e-16,8.758811006956667e-14,3.76,0.0,0.6295059247882422,0.9420998413807967,0.03295942590265524,4.7637117347713355e-06,0.0002450939417642503,0.06824579751165087,0.01812250429997796,1.306490736874269e-11,1.5404858840066538e-12,2.8924497579925697e-05,5.866418662042154e-06,1.891620535052172e-05,0.025006028561076452,0.0004937041495415922,0.005739868541140137,1.6112182920041172e-05,0.005240241819144779,0.008181419055978023,1.6407449340904042e-06,0.0013013177479753188,4.9627624974719465e-09,6.617219348148142e-07,7.091445141035482e-09,0.0005667576656086897,2.8201735598293914e-07,8.168074935696236e-06,2.1647451422570595e-06,0.00037631950901145485,2.552941268393975e-10,0.0007506938806396944,1.0929846791906308e-12,1.1023113815489609e-09,5.259734324451229e-09,0.00027111431962932993,0.00111247466122561,1.90283267612249e-08,1.447982372347765e-07,1.437297339569761e-08,3.1623164952847055e-07,7.214768451979164e-09,3.6876691960162287e-06,5.478219064696689e-10,3.5352787080457246e-06,4.246017574758317e-09,8.610794861901527e-07,9.075825377144437e-13,1.3703996888506553e-10,4.074208291174837e-06,2.4274964907681495e-07,4.6029341257483733e-10,8.136865946278512e-05,9.712624108423674e-10,2.1781004114953385e-10,5.183743306984455e-06
4.90707729115715e-05,0.7335155257856878,0.00011078424253751858,4.727245164382029e-05,4.475513247319782e-05,0.019982781247458937,0.0,0.0,0.0001846742395682558,1.0553841638528768e-05,0.0019577074905212195,0.026416264354563613,8.554103285005097e-08,2.1042971203359764e-13,1.1898706351687008e-11,9.507973047489616e-09,1.8778774249757892e-07,1.5037374370977007e-05,2.1172349000539734e-13,6.086710081243178e-14,7.309761733805017e-13,2.7576869717782435e-16,1.003477736356843e-09,1.3852708889010264e-09,1.0279235434193673e-11,1.2193923921280382e-11,2.6766310498854296e-16,3.732415898726671e-12,1.5399580659663366e-12,1.940530933422613e-15,6.947953891539451e-11,4.751003028239131e-16,1.6496868469162938e-16,9.00616065363387e-14,3.76,0.0,0.6287821969833632,0.9416831198859473,0.03321874528194626,4.829151148280208e-06,0.00024493444726836897,0.06873979650242444,0.018113171193951248,1.3049858089514384e-11,1.53871462806406e-12,2.8900402685474478e-05,5.8614564350003475e-06,1.889698282178864e-05,0.02521656762917398,0.0004956708054076611,0.005776387488289567,1.6233652205721334e-05,0.005299834774823539,0.00826009753180364,1.6394517343593185e-06,0.001307522865408935,4.997670593081662e-09,6.689595593541877e-07,7.168917425271209e-09,0.0005707757782855956,2.850012343000212e-07,8.255204306270953e-06,2.1860679119742826e-06,0.0003832450601530689,2.5768277625738256e-10,0.0007503618243820534,1.105529049619252e-12,1.1265165354964702e-09,5.361629442515687e-09,0.00027181551518976537,0.00112226318504263,1.9397582766889226e-08,1.4657030680665194e-07,1.4545031659557384e-08,3.2008948828400686e-07,7.242231917514944e-09,3.7004514305661507e-06,5.542277890403299e-10,3.5636396427544854e-06,4.27795256155254e-09,8.728480943086894e-07,9.159515043547826e-13,1.391180435297822e-10,4.112654994663494e-06,2.4234607802813617e-07,4.644040694875315e-10,8.241785415115488e-05,9.785902308181005e-10,2.1778650458689814e-10,5.28769327983273e-06
4.940401916512168e-05,0.7335592999281935,0.00011089966299413271,4.737211594640035e-05,4.479334134018845e-05,0.020101046421677815,0.0,0.0,0.00018428863434991549,1.0519905948716065e-05,0.0019853179927074795,0.026581690358098337,8.65688689363609e-08,2.1159239662436327e-13,1.2009752817606467e-11,9.59019960757669e-09,1.8961921858537192e-07,1.5203762133753627e-05,2.1588153482140655e-13,6.22551793403018e-14,7.570440231969122e-13,2.8087987324064273e-16,1.0120774649653257e-09,1.4112991578237571e-09,1.03662737880335e-11,1.2569251614894309e-11,2.746552410261277e-16,3.825460553053992e-12,1.5781562691535107e-12,1.98139393818576e-15,7.039693994549584e-11,4.864219869229431e-16,1.6923114955431588e-16,9.258863403098499e-14,3.76,0.0,0.62805922120663,0.9412666172114493,0.033477932666939374,4.895042465498535e-06,0.00024477510106723116,0.06923376061192688,0.018103724166216837,1.3034828890407212e-11,1.5369429316983499e-12,2.887637459364736e-05,5.856521025613901e-06,1.8877655903697372e-05,0.02542701690081859,0.000497617857359887,0.00581259752934889,1.6354501126162444e-05,0.005359603110927367,0.00833871481455042,1.6381365963445677e-06,0.001313670844801468,5.032351566377859e-09,6.762122862410515e-07,7.2465508881279046e-09,0.0005747817331044073,2.879882735231705e-07,8.342467330547808e-06,2.207381571037233e-06,0.0003902370334374318,2.600682126749473e-10,0.0007500299423254083,1.1181056752716633e-12,1.1510380766010447e-09,5.4646282592106845e-09,0.00027251377046822443,0.00113203910396909,1.9770859927201142e-08,1.483551082751597e-07,1.4718289197475572e-08,3.239740925774634e-07,7.2696758575268795e-09,3.713105940887496e-06,5.606734459677685e-10,3.591977512343808e-06,4.3098267747821306e-09,8.846725462088778e-07,9.243258853984422e-13,1.4121117032078476e-10,4.1510835339195045e-06,2.4194349039826914e-07,4.685084412741524e-10,8.346792245772387e-05,9.859047855309286e-10,2.177633861849081e-10,5.392991297248102e-06
4.9737265418671865e-05,0.7336030918435824,0.00011101489429138777,4.747186838085855e-05,4.4831398621752216e-05,0.02021909298129001,0.0,0.0,0.00018390437719571719,1.0486119423789379e-05,0.0020130569655636347,0.026746970594685223,8.760302343289816e-08,2.1274875281677656e-13,1.2121213804047276e-11,9.672614248705827e-09,1.9145897967622375e-07,1.5370778503955535e-05,2.2008699311341425e-13,6.366553076318929e-14,7.838520115657509e-13,2.860552044728778e-16,1.0206716242174942e-09,1.4376416504432612e-09,1.0453536683150072e-11,1.2953066108261181e-11,2.8178717076680273e-16,3.920231163288111e-12,1.617071235950216e-12,2.0229078845349633e-15,7.132195956081541e-11,4.979256752106357e-16,1.7357714074290507e-16,9.517004207984538e-14,3.76,0.0,0.6273369961863691,0.9408503340953176,0.033736986989904995,4.961385878350012e-06,0.00024461589616234887,0.069727687276722,0.01809416850495591,1.3019819732473836e-11,1.5351649941694395e-12,2.8852411716190872e-05,5.851612017459757e-06,1.885823031961114e-05,0.025637375487178905,0.0004995454370311683,0.005848500057115347,1.647473235521457e-05,0.00541954466766836,0.008417268981281315,1.6368004896016214e-06,0.00131976268086633,5.0668065594162e-09,6.834798118268158e-07,7.324342284700626e-09,0.0005787755590466902,2.9097839062429516e-07,8.429861566669787e-06,2.2286856531916928e-06,0.00039729538128321093,2.624503769098367e-10,0.000749698234920844,1.1307143411351979e-12,1.17587701166581e-09,5.568732215591772e-09,0.00027320917367212595,0.0011418022827756414,2.0148163861728574e-08,1.5015268457991015e-07,1.4892750292007855e-08,3.2788553234783413e-07,7.297102273821486e-09,3.725634994589976e-06,5.671589346357167e-10,3.62029257234664e-06,4.341640593955633e-09,8.96552406819943e-07,9.327057098218539e-13,1.4331932633369033e-10,4.189493057057694e-06,2.415418713571063e-07,4.726064388054961e-10,8.45187991506008e-05,9.932061549600863e-10,2.1774065137330846e-10,5.4996465653949605e-06
5.007051167222205e-05,0.7336469012544492,0.0001111299364662296,4.7571705982834234e-05,4.486931138535423e-05,0.020336921119164672,0.0,0.0,0.00018352144648005122,1.0452480545810793e-05,0.0020409232886501546,0.026912105384240034,8.864352782879045e-08,2.139003789096028e-13,1.2233090502439469e-11,9.755217714365585e-09,1.9330704552680712e-07,1.553843064933178e-05,2.243400017451124e-13,6.509838120905228e-14,8.114159935759172e-13,2.912952356833172e-16,1.0292601569015093e-09,1.4643001349733808e-09,1.0541024260148436e-11,1.3345488370908283e-11,2.890609332354034e-16,4.016749742986987e-12,1.6567125025225518e-12,2.0650804148140698e-15,7.225463091069348e-11,5.096129391044969e-16,1.7800782833562288e-16,9.780669002340528e-14,3.76,0.0,0.6266155206319599,0.9404342712238858,0.03399590723089551,5.02818157820195e-06,0.0002444568258717781,0.07022157399769392,0.018084509272546765,1.3004829086317136e-11,1.5334011905225543e-12,2.8828512525662985e-05,5.8467290073494e-06,1.8838711539357926e-05,0.025847642554401133,0.0005014536756257498,0.005884096494232216,1.6594348628700392e-05,0.005479657304451738,0.008495758159503533,1.6354443490144947e-06,0.0013257993585448094,5.101036737547895e-09,6.907618355101701e-07,7.4022884032697085e-09,0.0005827572881994481,2.9397150408476993e-07,8.51738461685506e-06,2.2499797050893997e-06,0.0004044200544351168,2.6482921058882185e-10,0.0007493667034903306,1.1433544868626193e-12,1.2010343354013279e-09,5.673942720464891e-09,0.0002739018095404354,0.0011515525911362401,2.0529500064299236e-08,1.5196307806807862e-07,1.506841916499997e-08,3.318238759417357e-07,7.324513293008976e-09,3.7380408391473537e-06,5.736843095444193e-10,3.6485850919583127e-06,4.373394414961321e-09,9.084872445655212e-07,9.410910110352663e-13,1.4544248866970143e-10,4.227882733593235e-06,2.4114120663246434e-07,4.766979762450849e-10,8.557042114449514e-05,1.0004944227535963e-09,2.1771833780581124e-10,5.607668305412722e-06
5.040375792577223e-05,0.7336907278793817,0.00011124478960471077,4.7671625846994046e-05,4.4907086392896576e-05,0.02045453102592179,0.0,0.0,0.0001831398212274522,1.041898778811822e-05,0.0020689158618263648,0.027077095040658677,8.969041356553349e-08,2.1504692574547458e-13,1.2345384128070192e-11,9.8380107577317e-09,1.9516343591567118e-07,1.5706725821025605e-05,2.286406980079494e-13,6.655395782487437e-14,8.397520591569133e-13,2.9660051636920545e-16,1.0378430091528167e-09,1.4912763788378636e-09,1.0628736611977574e-11,1.3746640093666703e-11,2.9647858886131576e-16,4.115038489630338e-12,1.6970896896021289e-12,2.1079192384559782e-15,7.319498578400849e-11,5.214853580834896e-16,1.8252439378556045e-16,1.0049944711767718e-13,3.76,0.0,0.6258947932356135,0.9400184292365438,0.034254692415264694,5.095429755885163e-06,0.00024429788381361223,0.07071541833777499,0.018074751316645193,1.2989857025924718e-11,1.5316440491900781e-12,2.880467555127786e-05,5.841871604403265e-06,1.88191048031693e-05,0.026057817320653022,0.0005033427039014569,0.00591938829082464,1.6713352728257624e-05,0.005539938899711466,0.008574180525038395,1.6340690580813217e-06,0.0013317818526746295,5.13504327666042e-09,6.980580597079105e-07,7.480386063092578e-09,0.0005867269555257575,2.969675341832311e-07,8.605034130991405e-06,2.2712632842125493e-06,0.0004116110020005206,2.6720466126967777e-10,0.0007490353481801145,1.1560258482113186e-12,1.2265110306241396e-09,5.780261151431705e-09,0.00027459175948833434,0.001161289903398424,2.091487392122943e-08,1.5378633047310645e-07,1.52452999807357e-08,3.3578919013446007e-07,7.3519100164420184e-09,3.750325701001793e-06,5.802496221885179e-10,3.6768553527628173e-06,4.4050886469495e-09,9.204766313061726e-07,9.494818126629355e-13,1.4758063457991817e-10,4.266251754099755e-06,2.4074148247500713e-07,4.807829695069031e-10,8.662272744816388e-05,1.007769675804393e-09,2.1769643977798857e-10,5.7170657525934365e-06
5.0737004179322414e-05,0.7337345714358912,0.00011135945383571004,4.777162512592314e-05,4.494473011159753e-05,0.020571922890073528,0.0,0.0,0.00018275948112895352,1.0385639620919905e-05,0.0020970336050453583,0.027241939872028786,9.074371203076504e-08,2.1618640968445017e-13,1.2458095905502229e-11,9.920994141205522e-09,1.970281706420517e-07,1.5875671349222335e-05,2.329892196555671e-13,6.803248876045322e-14,8.68876534911479e-13,3.0197160132003424e-16,1.0464201303406983e-09,1.518572148664621e-09,1.0716673844788987e-11,1.4156643689912257e-11,3.0404221949408605e-16,4.2151197858476165e-12,1.7382125029593236e-12,2.151432131233881e-15,7.414305442389252e-11,5.335445176500365e-16,1.8712802994641236e-16,1.0324919261611369e-13,3.76,0.0,0.6251748126738231,0.9396028087271776,0.03451334161166755,5.163130601690207e-06,0.00024413906389387613,0.07120921792018158,0.018064899278780116,1.2974904474911117e-11,1.5298717817468939e-12,2.8780899376754385e-05,5.8370394297001515e-06,1.8799415126767906e-05,0.026267899053753332,0.0005052126521535765,0.005954376922645352,1.6831747479439187e-05,0.005600387350778118,0.008652534300350194,1.6326754627657163e-06,0.0013377111277455653,5.1688273588408785e-09,7.05368189832799e-07,7.558632115464064e-09,0.0005906845987015839,2.999664026266601e-07,8.692807802209487e-06,2.292535958252165e-06,0.00041886817148844267,2.695766765970527e-10,0.0007487041686918683,1.1687283946639196e-12,1.2523080683932127e-09,5.887688851995897e-09,0.0002752791017254368,0.0011710140983942961,2.1304290700114474e-08,1.5562248291290958e-07,1.5423396846015587e-08,3.397815401728097e-07,7.379293703818283e-09,3.7624917847056545e-06,5.86854921294852e-10,3.705103647907511e-06,4.436723712110999e-09,9.325201422984623e-07,9.578781391842586e-13,1.4973374146818696e-10,4.304599329385137e-06,2.4034268564311765e-07,4.848613366126367e-10,8.767565912301997e-05,1.0150320041033946e-09,2.176748946451254e-10,5.827848155827906e-06
5.10702504328726e-05,0.7337784316387489,0.00011147392932807712,4.787170102777179e-05,4.498224873072207e-05,0.020689096898164925,0.0,0.0,0.00018238040655493498,1.0352434517001202e-05,0.002125275458115069,0.02740664018085389,9.180345454890997e-08,2.1731998812940619e-13,1.2571227080712249e-11,1.0004168635669721e-08,1.9890126951814288e-07,1.6045274638375047e-05,2.3738570496673344e-13,6.953420317614975e-14,8.988059862684806e-13,3.0740905057691437e-16,1.0549914729789616e-09,1.546189210276159e-09,1.0804836130847881e-11,1.457562229708101e-11,3.117539286405182e-16,4.317016200842106e-12,1.7800907339768592e-12,2.195626936034123e-15,7.509886850902587e-11,5.457920068274306e-16,1.9181994117849207e-16,1.0605681586419079e-13,3.76,0.0,0.6244555776088732,0.9391874102444698,0.03477185392993945,5.231284305381271e-06,0.0002439803602924887,0.07170297042643153,0.018054957603863758,1.2959969957203797e-11,1.5281047026935137e-12,2.8757182638318958e-05,5.832232115701232e-06,1.877964730309503e-05,0.026477887068646993,0.0005070636502004061,0.0059890638890687225,1.6949535745561978e-05,0.005661000573717654,0.00873081775268324,1.631264386720981e-06,0.0013435881376433253,5.202390179844326e-09,7.126919342609114e-07,7.637023444885877e-09,0.0005946302579165666,3.0296803236014356e-07,8.78070336858636e-06,2.3137973054323896e-06,0.0004261915088406246,2.719452020918004e-10,0.0007483731663045453,1.1814616160253725e-12,1.2784264083425028e-09,5.996227133356109e-09,0.00027596391138176303,0.0011807250592430563,2.169775554360042e-08,1.5747157591348992e-07,1.5602713807779973e-08,3.438009897775901e-07,7.406666524595991e-09,3.774541272277163e-06,5.935002529209876e-10,3.7333302810143936e-06,4.4683000453048265e-09,9.446173561435105e-07,9.662800261698002e-13,1.5190178676673684e-10,4.342924689790784e-06,2.3994480337015114e-07,4.889329991129868e-10,8.872915923424527e-05,1.0222815004416458e-09,2.1765372541278346e-10,5.940024776859926e-06
5.140349668642278e-05,0.7338223082017467,0.00011158821629300292,4.797185081499994e-05,4.5019648172280304e-05,0.02080605323487224,0.0,0.0,0.00018200257856285502,1.0319370955348826e-05,0.002153640380521901,0.027571196264210156,9.286967237845771e-08,2.1844985491047189e-13,1.2684778934805162e-11,1.008753501987133e-08,2.0078275237091399e-07,1.621554316395906e-05,2.4183029278101745e-13,7.105933124220231e-14,9.295572190270043e-13,3.129134281925483e-16,1.0635569925496592e-09,1.5741293286891982e-09,1.0893223615634934e-11,1.500369977785974e-11,3.1961584190464585e-16,4.420750491400263e-12,1.822734260042661e-12,2.2405115636664274e-15,7.606246051424369e-11,5.582294222629207e-16,1.9660134346375185e-16,1.0892321636676992e-13,3.76,0.0,0.623737086689903,0.9387722342956091,0.03503022851961966,5.299891056190857e-06,0.00024382176745457647,0.07219667359500492,0.01804493054656391,1.2945052465494518e-11,1.5263549245864285e-12,2.8733524023149594e-05,5.8274493059962665e-06,1.8759805917068728e-05,0.026687780725660363,0.0005088958273719187,0.006023450711730666,1.7066720428981224e-05,0.005721776503218679,0.008809029192841406,1.6298366125112895e-06,0.001349413825492014,5.235732949611825e-09,7.200290043142452e-07,7.715556966323368e-09,0.0005985639757510945,3.059723479336219e-07,8.868718609410918e-06,2.335046914552075e-06,0.0004335809584602375,2.743101887953124e-10,0.000748042341760477,1.1942250081710989e-12,1.3048669988473209e-09,6.1058772786140335e-09,0.000276646260597135,0.001190422673210585,2.209527348827463e-08,1.5933364943748242e-07,1.5783254856231058e-08,3.478476011647908e-07,7.434029722795827e-09,3.7864763226783764e-06,6.001856602849819e-10,3.7615355655878947e-06,4.499818092197031e-09,9.567678547559955e-07,9.74687502209411e-13,1.540847480034207e-10,4.381227084508164e-06,2.3954782335448614e-07,4.929978805646559e-10,8.97831728170799e-05,1.0295182601603867e-09,2.176329775789847e-10,6.05360488984497e-06
5.1736742939972964e-05,0.7338662008363579,0.00011170231497772714,4.8072071802673145e-05,4.5056934101571636e-05,0.020922792083172385,0.0,0.0,0.00018162597890625107,1.0286447426973556e-05,0.002182127351114156,0.027735608414011813,9.394239670324774e-08,2.1957327888461051e-13,1.2798752747384561e-11,1.0171094080190079e-08,2.026726390348226e-07,1.6386484466876628e-05,2.4632312255067533e-13,7.260810409022633e-14,9.611472820174118e-13,3.1848530391569563e-16,1.0721166472971114e-09,1.6023942681020156e-09,1.0981836430007354e-11,1.5441000722430547e-11,3.276301068843778e-16,4.526345603695375e-12,1.8661530452576845e-12,2.286093992785243e-15,7.70338600054543e-11,5.708583682493684e-16,2.0147346447538195e-16,1.1184930390791003e-13,3.76,0.0,0.623019338554642,0.9383572813497911,0.035288464567482185,5.368951042827404e-06,0.0002436632800746409,0.07269032521901504,0.018034822182315332,1.2930153280550745e-11,1.5245951974287925e-12,2.8709922265583475e-05,5.822690654583817e-06,1.8739895363651136e-05,0.026897579427555336,0.0005107093124927481,0.006057538932221789,1.718330446147975e-05,0.005782713092392517,0.008887166973046612,1.628392882084676e-06,0.0013551891233963347,5.268856875750091e-09,7.273791142285618e-07,7.794229625222326e-09,0.0006024857969520192,3.0897927531596253e-07,8.956851345260778e-06,2.356284383023329e-06,0.0004410364632533699,2.7667158888913587e-10,0.0007477116944613772,1.2070186085690063e-12,1.3316307772199579e-09,6.216640538003817e-09,0.0002773262186720289,0.0012001068314752591,2.2496849463530874e-08,1.6120874286682593e-07,1.5965023929002885e-08,3.519214350908314e-07,7.461384217401787e-09,3.79829907101179e-06,6.069111839145669e-10,3.789719823820961e-06,4.531278307340668e-09,9.689712233037814e-07,9.831005904412958e-13,1.5628260286380878e-10,4.41950578097404e-06,2.3915173373768815e-07,4.970559057185836e-10,9.083764681706945e-05,1.0367423808808917e-09,2.1761257760343872e-10,6.1685977804965744e-06
