Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47)
5.0930467714953575e-09,0.8789757588909213,6.940893833211368e-07,2.524151428360408e-09,4.5486799668035435e-09,1.9633661858288456e-06,0.0,0.0,1.2279105922439015e-06,2.944328323574619e-10,1.7323581002731128e-11,5.528544345000245e-08,2.4920263528320217e-17,4.509808860358834e-22,2.1252872426469162e-15,1.273444735281287e-15,2.139233393664116e-14,2.933119317505501e-18,7.125314506646083e-24,6.581125713073347e-36,1.322660122214784e-31,9.015690496121496e-32,8.319713469825831e-18,1.7706545355706616e-25,1.199370572979587e-19,1.529877586329893e-29,1.2509303435634367e-30,2.244663420865102e-30,3.952924439391167e-31,3.5752403345510993e-31,2.896853145723817e-22,9.570008182758933e-32,2.2729691358272255e-33,5.482635955622635e-35,3.76,0.0,0.8031718109218363,0.9974486498943871,2.3713832631192676e-10,1.5427169692074297e-16,9.829649698966872e-05,9.906610945372635e-05,1.2462654545494625e-06,7.003402084097149e-13,9.41142645408899e-13,6.801415418039998e-07,2.538229346953825e-08,4.4829083977107424e-11,1.5419218811606014e-10,1.3389595574731226e-10,2.4290593599061218e-14,4.720434269818473e-16,1.950121135275631e-06,7.852011679205013e-14,4.050093713933965e-14,2.1071544649944423e-10,1.4398044576900644e-20,6.173541254472312e-12,1.9511577892832433e-12,6.157459104678886e-13,2.1726693424659863e-16,6.86875548813528e-16,1.2303192481315056e-14,4.959291279243244e-13,2.2074961388161444e-21,0.002549380345421185,2.894467865652827e-23,4.424521625426576e-21,4.6295397890393534e-21,5.117647529844183e-10,9.20051267314996e-13,1.948080930152188e-19,4.877548184940494e-15,1.4235365166568253e-16,1.7535097881663046e-17,5.493559050817114e-18,2.321382137847342e-09,1.4665442876576353e-21,1.3699720542028078e-15,3.235935428485687e-20,4.331482320138772e-21,2.850269283721337e-20,1.5000766721962166e-23,1.1307503716403396e-16,1.0667948247737211e-09,1.5604493212744058e-21,7.981979674747254e-17,1.2586826640225793e-19
5.213310068164331e-09,0.8789761359293735,7.267872716670934e-07,2.699567670634455e-09,4.814165473643361e-09,2.0103638376692207e-06,0.0,0.0,1.2568818710347997e-06,3.084722676584216e-10,1.8575516303822245e-11,5.859266536182196e-08,2.690583873386272e-17,5.088501623482274e-22,2.249833578190432e-15,1.3655144743280179e-15,2.294148576697594e-14,3.2209874126359046e-18,8.004203980862325e-24,7.854308632409561e-36,1.5408165268560993e-31,1.0608117802258218e-31,9.036930634972067e-18,2.0556376155195312e-25,1.3121358449429806e-19,1.7794216187160944e-29,1.4499559431634755e-30,2.642618537596699e-30,4.653450518473965e-31,4.205119650825395e-31,3.2201058211625437e-22,1.1175191732992896e-31,2.6876134397054705e-33,6.489058120565769e-35,3.76,0.0,0.8031693961815711,0.9974485828652104,2.565523502944362e-10,1.6934919950569157e-16,0.00010059960851291973,0.00010140603786174263,1.2765981376309075e-06,7.302931891905235e-13,9.646751628131716e-13,7.118612611407922e-07,2.7115514396065357e-08,4.680216225489378e-11,1.616134542541564e-10,1.4143695527386718e-10,2.546319103406576e-14,5.060012392258954e-16,1.9961657157373886e-06,8.346511968783727e-14,4.2362313787895575e-14,2.208020561253196e-10,1.5601642380870565e-20,6.49661997395021e-12,2.008598989221615e-12,6.472604912977935e-13,2.3322997601484707e-16,7.45240723260358e-16,1.3167866157085178e-14,5.200637641255208e-13,2.388767037774898e-21,0.002549382992955974,3.1298301808401373e-23,4.748873467724498e-21,5.032363640474588e-21,5.249351955065401e-10,9.665671761783202e-13,2.0815462510984176e-19,5.2290329831673514e-15,1.5342940112710883e-16,1.9238640370496457e-17,6.0527063790178064e-18,2.431531208835331e-09,1.6377780008047512e-21,1.4725783491294897e-15,3.5486053095636146e-20,4.811070712607742e-21,3.1033161827876683e-20,1.6474777261758712e-23,1.2125047317634675e-16,1.1391576677706382e-09,1.6910473384841794e-21,8.568159736903237e-17,1.3755727271823659e-19
5.333573364833304e-09,0.8789765129809382,7.6021591020443e-07,2.8828461152834777e-09,5.089076105549513e-09,2.05740565901847e-06,0.0,0.0,1.2858524358956198e-06,3.228373905837089e-10,1.988614909606777e-11,6.202266936384705e-08,2.900678541168786e-17,5.727252089654648e-22,2.379463613022168e-15,1.4619223304023463e-15,2.4563672017928312e-14,3.529611199096838e-18,8.967605967182733e-24,9.3388599586276e-36,1.7893291634367989e-31,1.2435629660465844e-31,9.798349625165402e-18,2.37862909746188e-25,1.4324667652042786e-19,2.0627965213402205e-29,1.6755127154474542e-30,3.0995976884403264e-30,5.457785283958124e-31,4.927612240481067e-31,3.5711819837098428e-22,1.3001860194951818e-31,3.166417074916493e-33,7.65251310878001e-35,3.76,0.0,0.8031669813836798,0.9974485157239915,2.7708699712520993e-10,1.8550542766057046e-16,0.00010290189443128733,0.00010374600570707803,1.3069981399739984e-06,7.607094175998738e-13,9.881994268799471e-13,7.442679220019329e-07,2.8922406972736643e-08,4.881108034121867e-11,1.6921283548211218e-10,1.4926054597958203e-10,2.66640207405803e-14,5.415453180978538e-16,2.0422101101340927e-06,8.860891051095629e-14,4.426265911150757e-14,2.311253167957298e-10,1.687241673155257e-20,6.8279439241272626e-12,2.0663178101169367e-12,6.797086833496164e-13,2.4996108531625096e-16,8.07144912209576e-16,1.4071078244436218e-14,5.447928195500472e-13,2.580407875629965e-21,0.0025493849294770388,3.378446505207114e-23,5.0888153893543275e-21,5.462256680455335e-21,5.381811488126942e-10,1.0143707891462745e-12,2.2206922521364065e-19,5.596903679862678e-15,1.6509670551641876e-16,2.1062795060106233e-17,6.654462413089994e-18,2.5441971336711436e-09,1.8241896719116964e-21,1.5804156071415212e-15,3.883369734424607e-20,5.3320301212345516e-21,3.3717894869355273e-20,1.805564584920802e-23,1.2981107368635782e-16,1.2144971819082777e-09,1.8289525803736075e-21,9.1827009418628e-17,1.5004027031930747e-19
5.57409995817125e-09,0.8789772671246637,8.292596742701742e-07,3.273650851806858e-09,5.6677115326266575e-09,2.1516257354643974e-06,0.0,0.0,1.3437914504493885e-06,3.5254435983455694e-10,2.2688808121661438e-11,6.925897817194304e-08,3.3573674163802905e-17,7.204772291427502e-22,2.6545704721489498e-15,1.668158684268659e-15,2.8033905695163587e-14,4.2130873422829424e-18,1.1171946134543115e-23,1.3063500266532485e-35,2.391759473106725e-31,1.691147468713976e-31,1.1460593791559069e-17,3.1552726363386495e-25,1.6970682818991873e-19,2.7461644990690423e-29,2.218110847148807e-30,4.2198239683585886e-30,7.429128942443074e-31,6.6956454077949915e-31,4.3637723559215585e-22,1.7418588532559533e-31,4.350469204826994e-33,1.053465537211671e-34,3.76,0.0,0.8031621516075924,0.9974483804481002,3.216761910408438e-10,2.212562616686697e-16,0.00010750399059519697,0.00010842606285503607,1.368007523732236e-06,8.228973913963156e-13,1.0352231895068954e-12,8.111327796445628e-07,3.276202674720806e-08,5.2935128056075335e-11,1.8494733003391594e-10,1.657845947001238e-10,2.915055170764732e-14,6.175375076342094e-16,2.1342983413772798e-06,9.950804904888398e-14,4.817967228042398e-14,2.5248201450864755e-10,1.9623178288061425e-20,7.51528913580281e-12,2.1825860008448693e-12,7.474613830903695e-13,2.858007762978987e-16,9.421061557225981e-16,1.5996169812330148e-14,5.960401681837248e-13,2.9961851845559435e-21,0.002549387327270799,3.9171565741644515e-23,5.81698632328849e-21,6.40860251517437e-21,5.649063387446134e-10,1.1138867102505766e-12,2.5164266437719455e-19,6.3832573027005154e-15,1.9027866568692127e-16,2.5095037191924727e-17,7.994708803292253e-18,2.7770698415572464e-09,2.246299961760441e-21,1.8124100350052296e-15,4.6233011340635864e-20,6.508756066843308e-21,3.9570572742109986e-20,2.1558844303773405e-23,1.4812381408315394e-16,1.3742720142694064e-09,2.1275286327014118e-21,1.0499673706253253e-16,1.7753081402830827e-19
5.814626551509196e-09,0.8789780213246089,9.012091705717423e-07,3.6978838058318674e-09,6.285655971578834e-09,2.2460342477906002e-06,0.0,0.0,1.401727688970244e-06,3.8355306211346246e-10,2.5742147314574847e-11,7.701021929135813e-08,3.8660067478694854e-17,8.985148472033872e-22,2.9518286353792965e-15,1.892969020111467e-15,3.181656389225505e-14,4.991711209137966e-18,1.3789056449144504e-23,1.8033324234266314e-35,3.16204476558811e-31,2.2701942157021212e-31,1.3320320521480559e-17,4.137328199047008e-25,1.99570562764035e-19,3.6134805487714785e-29,2.905175631474461e-30,5.670757984426076e-30,9.98172826221297e-31,8.980404607056656e-31,5.289248741686885e-22,2.303856106742629e-31,5.902181054274003e-33,1.4320311138255456e-34,3.76,0.0,0.8031573215786157,0.9974482431064816,3.712275282375967e-10,2.619401015784324e-16,0.00011210278776248283,0.00011310628731392918,1.429308551773354e-06,8.868371908739765e-13,1.0822139241209347e-12,8.807176073092801e-07,3.6910606698504706e-08,5.719869140612625e-11,2.0139853560729627e-10,1.8352781658102843e-10,3.17505399206271e-14,7.003111008600113e-16,2.2263858303011444e-06,1.1124792261873196e-13,5.225084109435856e-14,2.7478598524370265e-10,2.266572423872319e-20,8.235499878429069e-12,2.2999581547777875e-12,8.191182472876716e-13,3.24932681186276e-16,1.0928525461966047e-15,1.8084543773001298e-14,6.496832053902853e-13,3.4576327634548106e-21,0.0025493884999676056,4.514064098264471e-23,6.612077416480045e-21,7.479682724358545e-21,5.919538005657558e-10,1.218691627676075e-12,2.836080498594786e-19,7.239512028427225e-15,2.180466890770378e-16,2.967717844193098e-17,9.532756970818299e-18,3.019980872436137e-09,2.7406997802607375e-21,2.067233167501221e-15,5.464218861399243e-20,7.884246902281163e-21,4.6101655599529613e-20,2.5553585759865203e-23,1.680855800591878e-16,1.5464416228554828e-09,2.4578699973097157e-21,1.1938533045375645e-16,2.086335498324011e-19
6.055153144847142e-09,0.8789787755832699,9.760529296578055e-07,4.156856262686689e-09,6.943966661781212e-09,2.3406390001676635e-06,0.0,0.0,1.4596612042519833e-06,4.158628209371302e-10,2.9056735611659463e-11,8.529214682972578e-08,4.4307362501419216e-17,1.1116411199676822e-21,3.2725054366149817e-15,2.1371730860405507e-15,3.592519800113049e-14,5.8740335954762994e-18,1.6874145448939597e-23,2.459050343490355e-35,4.138332318865126e-31,3.0114205791914444e-31,1.539183888669059e-17,5.367555005864806e-25,2.3309797280072373e-19,4.703889300033581e-29,3.767848815145485e-30,7.530167171360445e-30,1.3251924466161307e-30,1.1901615578071539e-30,6.363368413463451e-22,3.011547092044889e-31,7.91495124240138e-33,1.9242014466554025e-34,3.76,0.0,0.8031524912816305,0.9974481031475577,4.260714470053795e-10,3.079912720405643e-16,0.00011669828821012467,0.00011778668569671408,1.4909163313430943e-06,9.52464238114384e-13,1.1291716239420833e-12,9.53004008932107e-07,4.1377308606785756e-08,6.159936089512059e-11,2.185694614676643e-10,2.0255235873211982e-10,3.446434535900401e-14,7.901583413354936e-16,2.318472578211799e-06,1.238589292028604e-13,5.6475079335512425e-14,2.980376732205578e-10,2.6015497179694783e-20,8.98849887234043e-12,2.4184305897652436e-12,8.947987819369229e-13,3.6750371182667554e-16,1.2605118284803702e-15,2.0342236130557256e-14,7.057340815152516e-13,3.967606660238416e-21,0.002549389000083131,5.1726895412981296e-23,7.477146594869491e-21,8.687248906671147e-21,6.19336974006221e-10,1.3288804288484482e-12,3.180444335593357e-19,8.168561125284267e-15,2.485507552521016e-16,3.485642353415746e-17,1.1288105168299377e-17,3.2729108654125005e-09,3.3157266150642927e-21,2.3462019155549354e-15,6.415019950087409e-20,9.483090343278897e-21,5.3352166794442843e-20,3.0085470630495213e-23,1.89769087629424e-16,1.7313137966055437e-09,2.8216770008954633e-21,1.3504948086301582e-16,2.436559365855422e-19
6.295679738185088e-09,0.8789795299031274,1.0537795174886504e-06,4.651872649511927e-09,7.643688471976585e-09,2.435447768391077e-06,0.0,0.0,1.5175920488339283e-06,4.4947296132870513e-10,3.264312168320542e-11,9.412041977861722e-08,5.0559297934490454e-17,1.3652308160038964e-21,3.6179139161909375e-15,2.401595581765826e-15,4.037338403165591e-14,6.868996461042522e-18,2.048709175111019e-23,3.315236232231688e-35,5.365716579990667e-31,3.951046943181802e-31,1.7689889200494658e-17,6.895418699263565e-25,2.7055596564592705e-19,6.062856282697337e-29,4.842607399041964e-30,9.88986285387548e-30,1.7400548646896513e-30,1.5600120345516319e-30,7.603064606411743e-22,3.894209702068376e-31,1.0501242060536606e-32,2.558063768752332e-34,3.76,0.0,0.8031476607013616,0.9974479602669797,4.865471005292901e-10,3.5986255168609875e-16,0.00012129049421099628,0.00012246726480672824,1.5528461252050158e-06,1.0197162330848066e-12,1.1760962840296282e-12,1.0279736991581243e-06,4.617100856641132e-08,6.613485061604817e-11,2.364632638884582e-10,2.2292278507153876e-10,3.729233492791222e-14,8.873727712653634e-16,2.4105585864261717e-06,1.3737147653196413e-13,6.085134874520447e-14,3.2223752128412e-10,2.968799080337442e-20,9.774208714163374e-12,2.5379999824470367e-12,9.746278074518835e-13,4.1366105434481696e-16,1.4462460765267714e-15,2.277524766206677e-14,7.642050723584568e-13,4.52901212452023e-21,0.00254938913290807,5.896605129453843e-23,8.415266843854472e-21,1.0043704830716334e-20,6.470692615779225e-10,1.4445502919697546e-12,3.5503042046195867e-19,9.173288214700688e-15,2.819436222147898e-16,4.0681815770880666e-17,1.3281308179630222e-17,3.5358404877989654e-09,3.980235075981773e-21,2.6506737292228322e-15,7.485017529161695e-20,1.1331998676315472e-20,6.13631570266808e-20,3.520256385118405e-23,2.1324748499458523e-16,1.929182282899989e-09,3.2206581964272756e-21,1.520462214642409e-16,2.8291953932872858e-19
6.5362063315230344e-09,0.878980284286648,1.1343775353453515e-06,5.184230559528458e-09,8.385854012718337e-09,2.5304682999593652e-06,0.0,0.0,1.5755202750113504e-06,4.84382809811228e-10,3.651183396461931e-11,1.035106022174124e-07,5.746203445993344e-17,1.6652797644165285e-21,3.9894120180618704e-15,2.687066587230692e-15,4.517472474475489e-14,7.985936970278469e-18,2.4692626161021438e-23,4.4224073108712887e-35,6.897234217470341e-31,5.13151381844263e-31,2.0229640149995508e-17,8.777830485359052e-25,3.1221804747951425e-19,7.742894590965344e-29,6.171974633429396e-30,1.2857547777433533e-29,2.261610299534785e-30,2.0240538729348996e-30,9.026490396133132e-22,4.985427096965119e-31,1.379565129907268e-32,3.3673386804990346e-34,3.76,0.0,0.803142829822384,0.9974478143097194,5.53002254629847e-10,4.1802520805572054e-16,0.00012587940803387244,0.0001271480316315875,1.6151133459865927e-06,1.088533073487706e-12,1.2229879008819888e-12,1.1056085026884722e-06,5.1300303291173727e-08,7.080299566643607e-11,2.550832476649157e-10,2.44706060755061e-10,4.023488283237152e-14,9.922493923920728e-16,2.502643856272677e-06,1.5181598407674887e-13,6.537865771532696e-14,3.473859709135361e-10,3.3698754391686534e-20,1.0592551974079978e-11,2.6586632567925105e-12,1.0587355082071475e-12,4.635522110479089e-16,1.6512515739299477e-15,2.5389549205011275e-14,8.251085859051646e-13,5.14480156880239e-21,0.00254938905441571,6.689432334606272e-23,9.429526357495651e-21,1.1562111906999651e-20,6.751640294168929e-10,1.5658006865120164e-12,3.946443030940253e-19,1.0256567330580512e-14,3.183807827408843e-16,4.720422512857775e-17,1.5533994728300498e-17,3.808750435125552e-09,4.7436005043282395e-21,2.98204804487833e-15,8.683949618818705e-20,1.3459939572131216e-20,7.017564311712386e-20,4.095549081659497e-23,2.385943906217073e-16,2.1403272432804725e-09,3.656530880489778e-21,1.7043292894162162e-16,3.267603454471616e-19
6.7767329248609804e-09,0.8789810387362818,1.2178356197370122e-06,5.755220776225721e-09,9.171483747825707e-09,2.6257083141520623e-06,0.0,0.0,1.6334459348435701e-06,5.205916944011958e-10,4.06733806881074e-11,1.1347816352687128e-07,6.506423357559011e-17,2.0184569422985927e-21,4.388401795771051e-15,2.9944219928162937e-15,5.034285176957637e-14,9.234591737458183e-18,2.956051295032286e-23,5.841284770218718e-35,8.794965150011383e-31,6.60225959425189e-31,2.3026686312879872e-17,1.1079934548728692e-24,3.5836411770998634e-19,9.804342608224086e-29,7.805299638075115e-30,1.6558820930053182e-29,2.911820328994314e-30,2.6014135738947794e-30,1.0653063317450276e-21,6.323504190165326e-31,1.7958356156437542e-32,4.392280008833472e-34,3.76,0.0,0.8031379986291283,0.9974476651954781,6.257931864067862e-10,4.829690353373798e-16,0.00013046503194343853,0.00013182899333721873,1.677733550645255e-06,1.1588567773368504e-12,1.2698464721137173e-12,1.1858903536289893e-06,5.6773516294181624e-08,7.560174960659178e-11,2.744328675710635e-10,2.679715366623063e-10,4.329237095899703e-14,1.1050848273082787e-15,2.594728389091885e-06,1.6722288505426656e-13,7.005606004033327e-14,3.7348346223064435e-10,3.8063398043829694e-20,1.1443451267389487e-11,2.7804175019622652e-12,1.147257485436447e-12,5.173250469625106e-16,1.8767587222761717e-15,2.8191086877375562e-14,8.884571691081296e-13,5.8179726250607466e-21,0.00254938884585398,7.554839495788877e-23,1.0523028698885482e-20,1.3256194259832622e-20,7.036346081299608e-10,1.6927333738023781e-12,4.369641905235598e-19,1.1421262977995504e-14,3.5802042124606356e-16,5.44763364270488e-17,1.8068885325024335e-17,4.091621431142121e-09,5.6157220250507014e-21,3.341767723579763e-15,1.002198838185473e-19,1.589827427662172e-20,7.983055174825523e-20,4.73975415094402e-23,2.658839314972639e-16,2.3650156955597574e-09,4.131021682734354e-21,1.9026732528837394e-16,3.755290959204465e-19
7.0172595181989265e-09,0.8789817932544656,1.3041424423054695e-06,6.366127297466572e-09,1.0001586104851214e-08,2.7211755021075174e-06,0.0,0.0,1.6913690801590318e-06,5.58098944602257e-10,4.513824991436288e-11,1.2403847861204272e-07,7.341713485930299e-17,2.432159361716256e-21,4.816328627145036e-15,3.3245039309183678e-15,5.589142770474808e-14,1.0625101279040796e-17,3.5165730304423663e-23,7.644373936593297e-35,1.1131247751568428e-30,8.420562126755395e-31,2.609704605396064e-17,1.3875945138743e-24,4.0928027337128277e-19,1.231619456968848e-28,9.799610145221054e-30,2.113934768123444e-29,3.7161294370307895e-30,3.314190287874228e-30,1.2503510775252767e-21,7.951904213009233e-31,2.317896203508834e-32,5.68068454809849e-34,3.76,0.0,0.803133167105886,0.9974475128744139,7.05284583781245e-10,5.552023948995e-16,0.0001350473682003025,0.00013651015726202508,1.7407224350516748e-06,1.2306314081762276e-12,1.3166719962730287e-12,1.268801294839882e-06,6.259870394439386e-08,8.052918196028093e-11,2.9451572976129117e-10,2.9279093393998387e-10,4.646518926530543e-14,1.2261774811131458e-15,2.686812186237198e-06,1.8362262845069089e-13,7.488265372789425e-14,4.0053043400770513e-10,4.2797598527510433e-20,1.2326829304563243e-11,2.9032599146937713e-12,1.2403348134844396e-12,5.751278406151506e-16,2.1240319771009243e-15,3.1185787229370704e-14,9.54263514717615e-13,6.551566293887161e-21,0.002549388558016735,8.496539573632788e-23,1.1698892973599562e-20,1.514034346241859e-20,7.324942936455015e-10,1.825452407700878e-12,4.820681321514604e-19,1.2670230191289154e-14,4.0102337117916265e-16,6.255263757121736e-17,2.0909810610983594e-17,4.384434227811821e-09,6.6070250820896886e-21,3.7313204817268204e-15,1.1509749816266698e-19,1.868090361124182e-20,9.036866788556155e-20,5.458478318253455e-23,2.9519078153485977e-16,2.6035019426690743e-09,4.64586721655888e-21,2.1160747979809498e-16,4.2959163121495297e-19
7.2577861115368725e-09,0.8789825478436202,1.3932867097280261e-06,7.018227359513268e-09,1.0877157584547825e-08,2.816877526900536e-06,0.0,0.0,1.7492897625572959e-06,5.969038913990422e-10,4.9916909564256324e-11,1.3520682813449519e-07,8.257463163156694e-17,2.9145698798890914e-21,5.2746804378939456e-15,3.6781612087639666e-15,6.183414820332771e-14,1.2168014681131633e-17,4.1588649917618166e-23,9.917720106834971e-35,1.3990019003680232e-30,1.0652448833342994e-30,2.9457159807205983e-17,1.7250035869589158e-24,4.652586234946194e-19,1.5356986942162128e-28,1.222054443796184e-29,2.6767207008868704e-29,4.703865642078473e-30,4.1877866204179895e-30,1.459991631113032e-21,9.919706116583892e-31,2.968079831108727e-32,7.289023799539652e-34,3.76,0.0,0.8031283352368147,0.9974473573138075,7.918494459555831e-10,6.352522586823663e-16,0.0001396264190610096,0.00014119153091118598,1.8040958286916908e-06,1.3038030029438943e-12,1.3634644727877754e-12,1.3543234772870682e-06,6.878366139827448e-08,8.55834757585991e-11,3.153355931162918e-10,3.1923832860395077e-10,4.9753736176935763e-14,1.3558277033574808e-15,2.7788952490755395e-06,2.010456810624498e-13,7.985757986821635e-14,4.285273236745869e-10,4.7917105696393317e-20,1.3242608921409293e-11,3.027187764372561e-12,1.338114099495538e-12,6.371093388521049e-16,2.39436981197746e-15,3.43795623241778e-14,1.0225404681580772e-12,7.348665184860856e-21,0.002549388224580256,9.518288035345478e-23,1.296025401372541e-20,1.722962297278873e-20,7.617563480681121e-10,1.9640641353741236e-12,5.300342363633307e-19,1.400631459158141e-14,4.475530729518207e-16,7.148940786727747e-17,2.4081730254217343e-17,4.687169605297362e-09,7.728463475449637e-21,4.152240314737764e-15,1.3158303888960732e-19,2.1844422382338062e-20,1.0183058777062964e-19,6.25761821462087e-23,3.265902001262193e-16,2.856027988188978e-09,5.2028147854868104e-21,2.3451181125445663e-16,4.893292518408916e-19
