Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47)
3.5296239147987033e-09,0.8789708584390535,3.361750128353677e-07,8.831450655698714e-10,1.892222370877006e-09,1.355966179841012e-06,0.0,0.0,8.512159137346618e-07,1.4159654810854505e-10,5.784445625625529e-12,2.2548327883029114e-08,7.705049463621625e-18,7.000283269124912e-23,9.069250662730785e-16,4.2550551503601614e-16,7.132808786091566e-15,6.747224195803367e-19,1.14478905276043e-24,4.291668233760769e-37,1.251519781369705e-32,6.999607810826108e-33,2.2984915487547105e-18,1.7219976446568877e-26,2.8983929151407605e-20,1.4478235403097966e-30,1.2734525298762128e-31,1.7291221504611472e-31,3.045620937051937e-32,2.786595486876904e-32,5.576654335804428e-23,8.233801359636202e-33,1.67035470357418e-34,3.980979124580935e-36,3.76,0.0,0.8032031981247758,0.9974498889269935,6.985539607636531e-11,3.564618528767073e-17,6.828078677837577e-05,6.865029698820364e-05,8.572438332068934e-07,3.5731366536575013e-13,6.344708293297252e-13,3.313671053714354e-07,8.968885050835606e-09,2.2605371242265046e-11,7.378347973112504e-11,5.856827317072096e-11,1.1596769422029069e-14,1.5850964175911133e-16,1.3515245850159605e-06,3.059688682005543e-14,1.99220038342622e-14,1.010991981943701e-10,3.996023401436071e-21,2.7280426878871545e-12,1.230154459220209e-12,2.8532844179916184e-13,7.132863135883273e-17,1.9346175819482047e-16,4.215615719736807e-15,2.3560306839972267e-13,6.439583880687985e-22,0.0025489033235856296,8.532776351272903e-24,1.4558882209710957e-21,1.323034998266127e-21,3.4664770025091296e-10,4.276172234978269e-13,6.832391085410625e-20,1.6327169276048138e-15,4.4287718702260016e-17,4.0787913709984225e-18,1.2091612288908301e-18,1.1195850193727556e-09,2.5494213682919e-22,4.450407604285507e-16,7.603300414979654e-21,8.52259451532819e-22,7.358398845499293e-21,3.451266149108471e-24,3.778003101122733e-17,3.7618443984449027e-10,4.325508151415013e-22,2.6272987374526953e-17,3.1532434722179094e-20
3.6498872114676764e-09,0.8789712353361727,3.592409645723907e-07,9.716035395218905e-10,2.047821524103479e-09,1.4024797832406952e-06,0.0,0.0,8.801970958795815e-07,1.5139427523599913e-10,6.394519363135323e-12,2.4443208773581495e-08,8.56032838110478e-18,8.278963090365975e-23,9.774740004355831e-16,4.703242803161524e-16,7.885774563670491e-15,7.71617572806102e-19,1.3530445117655061e-24,5.483964727852625e-37,1.5480583160744555e-32,8.841150166487312e-33,2.5824603788116636e-18,2.1282901091679495e-26,3.3019944354949323e-20,1.793601746142413e-30,1.5654969144771116e-31,2.185434464220974e-31,3.849457318983316e-32,3.5189281349267533e-32,6.475321663305447e-23,1.0315240706529897e-32,2.117384211112569e-34,5.050849430844852e-36,3.76,0.0,0.8032007839700193,0.9974497115140235,7.8024099571896e-11,4.075244592702447e-17,7.05946572594084e-05,7.09897778249997e-05,8.868648632181572e-07,3.8038747109180805e-13,6.58110080610299e-13,3.5394189041577314e-07,9.863330381709137e-09,2.4078771852490686e-11,7.891661025161668e-11,6.302347308502098e-11,1.2406157128772894e-14,1.7512979248557483e-16,1.397571598748203e-06,3.3303228008407074e-14,2.1261906763844886e-14,1.0811446658188155e-10,4.4996885015753916e-21,2.9431068464461095e-12,1.2838742592165735e-12,3.058142874195333e-13,7.896843976767984e-17,2.1696148903077274e-16,4.650416112658323e-15,2.5214332185660596e-13,7.202048761658707e-22,0.0025490270651094844,9.534715394210615e-24,1.6116359353971302e-21,1.4771003828562396e-21,3.58991294881975e-10,4.583616163658785e-13,7.522740215738132e-20,1.804570855255097e-15,4.9238643174139154e-17,4.6607516885362546e-18,1.3874519606585632e-18,1.1967934162896544e-09,2.994514370652909e-22,4.928714192975422e-16,8.679134106040675e-21,9.870520193046549e-22,8.338112182596819e-21,3.946507114533811e-24,4.175983525478457e-17,4.140994807312468e-10,4.871255038481891e-22,2.907633167776743e-17,3.575338429010822e-20
3.77015050813665e-09,0.8789716122422185,3.830566075013338e-07,1.065734145213761e-09,2.21101885752476e-09,1.4490246299974453e-06,0.0,0.0,9.091774733587686e-07,1.6151880241459253e-10,7.045942250652256e-12,2.6434454762349842e-08,9.481185509240261e-18,9.742433252541898e-23,1.0514614772751321e-15,5.181789169726038e-16,8.689899790939971e-15,8.786085915258185e-19,1.5905240716367343e-24,6.95830559247058e-37,1.9026122972341123e-32,1.1082819984815682e-32,2.891175920310717e-18,2.6129869302084764e-26,3.7455327118062005e-20,2.2071166373989363e-30,1.9123876563283445e-31,2.741281759025945e-31,4.8286289645012763e-32,4.4100936080207275e-32,7.484115372357408e-23,1.282586592727587e-32,2.664077465974048e-34,6.360604670592622e-36,3.76,0.0,0.8031983697807035,0.9974495646146215,8.685389265580254e-11,4.6388307714776376e-17,7.290769840194104e-05,7.332928916843274e-05,9.16530164413791e-07,4.0405149886302236e-13,6.817412284834393e-13,3.772344729083618e-07,1.081392595222102e-08,2.5593061621699237e-11,8.422416927339905e-11,6.76813551406822e-11,1.3243240855034708e-14,1.9286772497198063e-16,1.4436184243663354e-06,3.615898586942727e-14,2.2642996709697867e-14,1.1536565168762399e-10,5.045856764404485e-21,3.1665287228182125e-12,1.3378944601321444e-12,3.2708371711958095e-13,8.71392078173097e-17,2.4246643572129997e-16,5.113485193372927e-15,2.6925912801071666e-13,8.026692182658344e-22,0.0025491194685223033,1.0617279913335893e-23,1.7781312917137353e-21,1.6444841116173511e-21,3.713882189526218e-10,4.90259057509979e-13,8.256220968818937e-20,1.9880250287473538e-15,5.456243740833707e-17,5.302657633005085e-18,1.5851910009466685e-18,1.2765503634557659e-09,3.4983602707837903e-22,5.440954090672716e-16,9.864683514177571e-21,1.1380826700879461e-21,9.407961767408254e-21,4.493334862202807e-24,4.60092289765427e-17,4.5435661544671345e-10,5.463110268451533e-22,3.207404988604163e-17,4.0381186332165204e-20
3.890413804805623e-09,0.878971989157519,4.0762047142883775e-07,1.1657079836109546e-09,2.3819598374021376e-09,1.495601725266759e-06,0.0,0.0,9.381570537971314e-07,1.7197004347117995e-10,7.740056453070738e-12,2.8524133997359915e-08,1.0470791098674732e-17,1.1410967841852857e-22,1.1289948067338087e-15,5.691687886309211e-16,9.546863426417941e-15,9.963768650196393e-19,1.8601933345973658e-24,8.770470762472302e-37,2.3243560207759032e-32,1.379448535166505e-32,3.2259616672668226e-18,3.188093234091893e-26,4.2314336772692186e-20,2.6989409483157605e-30,2.3223604735125715e-31,3.41413457571959e-31,6.013899574818463e-32,5.487739789716874e-32,8.61259704204875e-23,1.5835411010751225e-32,3.3285619641575372e-34,7.954230237769179e-36,3.76,0.0,0.8031959555551272,0.9974494402854548,9.63765906823232e-11,5.2589148367503084e-17,7.521991049440466e-05,7.566883161734352e-05,9.462414364406565e-07,4.2829489622717494e-13,7.053642330861826e-13,4.012424364460342e-07,1.182214383746349e-08,2.7147798885351394e-11,8.970638988897676e-11,7.254712041449987e-11,1.4108060115067838e-14,2.1175938453609435e-16,1.489665062025501e-06,3.9167959438894326e-14,2.4065081065225674e-14,1.228528106279402e-10,5.6364015299695775e-21,3.3983015448779077e-12,1.3922110835321857e-12,3.491463676204103e-13,9.58591097590438e-17,2.700811160809714e-16,5.605640029839026e-15,2.869519072741235e-13,8.916460704430607e-22,0.002549188477269222,1.178418878097964e-23,1.95574111170476e-21,1.826021026787749e-21,3.838401947235911e-10,5.233190463534627e-13,9.033942376160846e-20,2.1834513473871725e-15,6.027476656509543e-17,6.008455862145348e-18,1.80380515005881e-18,1.3588534131706232e-09,4.0663435075908723e-22,5.988426353876067e-16,1.1167110406014476e-20,1.306752292428787e-21,1.0572652957020834e-20,5.0952434348394205e-24,5.053703321837351e-17,4.970112179979842e-10,6.103113353555377e-22,3.527288027432492e-17,4.544094407467249e-20
4.010677101474597e-09,0.8789723660824004,4.3293108831441924e-07,1.271695713726879e-09,2.560789093945525e-09,1.5422120723893082e-06,0.0,0.0,9.67135844603093e-07,1.8274791233788862e-10,8.478202852520966e-12,3.071430860021396e-08,1.1532414696412152e-17,1.3306443003678737e-22,1.2101846056671052e-15,6.233933469894033e-16,1.0458344791625126e-14,1.1256265887822267e-18,2.165210847205832e-24,1.0985223569140187e-36,2.823606578672007e-32,1.7055436130442338e-32,3.588170649750465e-18,3.8670084529563896e-26,4.762180467413054e-20,3.280907358722565e-30,2.8046121692841154e-31,4.223836430132001e-31,7.440206394206874e-32,6.783221098965642e-32,9.870843789257184e-23,1.9422063464662316e-32,4.131584179426567e-34,9.882143252862315e-36,3.76,0.0,0.8031935412915768,0.9974493326057439,1.0662461045596241e-10,5.939148795139246e-17,7.753129382508336e-05,7.800840578609163e-05,9.76000391819046e-07,4.5310700339260677e-13,7.28979065742039e-13,4.2596337179195795e-07,1.2889434556227698e-08,2.8742551187766996e-11,9.536351333805583e-11,7.762612943849774e-11,1.5000654675896937e-14,2.318407141181153e-16,1.5357115118811873e-06,4.233394732033606e-14,2.5527971098735108e-14,1.3057600039667379e-10,6.2732016576962084e-21,3.638417966028841e-12,1.4468208193779207e-12,3.720121902658432e-13,1.0514633234022454e-16,2.999123316115991e-16,6.127692513909943e-15,3.0522308449026204e-13,9.874345552912243e-22,0.0025492400122423147,1.3039211153538858e-23,2.144833199198263e-21,2.0225816303900367e-21,3.963489416976292e-10,5.57551225459634e-13,9.85700179373101e-20,2.3912210744291444e-15,6.639149410208251e-17,6.782214465431263e-18,2.0447784223062055e-18,1.44370011913216e-09,4.704132147444932e-22,6.572447334972944e-16,1.2593803766652462e-20,1.4945404944887103e-21,1.1836942071667866e-20,5.755848078991688e-24,5.5352076454735904e-17,5.421175028697338e-10,6.793310940042505e-22,3.867958212550763e-17,5.095852004366219e-20
4.13094039814357e-09,0.8789727430171889,4.589869922926577e-07,1.3838675534445397e-09,2.74765042522524e-09,1.588856672893297e-06,0.0,0.0,9.96113853019855e-07,1.9385232304992377e-10,9.261721049186328e-12,3.3007034669754924e-08,1.2669428135237047e-17,1.545242377049824e-22,1.2951447701471536e-15,6.809521444320615e-16,1.1426023642366939e-14,1.2670848373923248e-18,2.5089340292667925e-24,1.3677442176937737e-36,3.411932745758031e-32,2.0955305321255136e-32,3.9791852273388075e-18,4.664640456162828e-26,5.3403123863392294e-20,3.966215539229544e-30,3.369385236228745e-31,5.19283836206944e-31,9.147071300640927e-32,8.331956431113712e-32,1.126946075740266e-22,2.367315670990247e-32,5.096800233816541e-34,1.2201919897198494e-35,3.76,0.0,0.8031911269883255,0.9974492371635972,1.1763096676713034e-10,6.683298915014099e-17,7.984184868208843e-05,8.034801230432296e-05,1.0058087557784454e-06,4.784773499190161e-13,7.525857056485509e-13,4.513948768794014e-07,1.4017227306978773e-08,3.0376895189866e-11,1.0119578908951316e-10,8.292390170090756e-11,1.592106456700597e-14,2.5314765906201456e-16,1.581757774089246e-06,4.566074774646971e-14,2.7031481891716024e-14,1.3853527787277533e-10,6.958140965895533e-21,3.8868701724457625e-12,1.5017209038759691e-12,3.9569145161872035e-13,1.1501907393813185e-16,3.3206915562975895e-16,6.680449543944656e-15,3.2407408912479546e-13,1.090338161831018e-21,0.0025492784854458574,1.4386165143275015e-23,2.3457763237207368e-21,2.235072559468104e-21,4.089161766438574e-10,5.92965380522937e-13,1.0726485524677506e-19,2.611704839109132e-15,7.292868025049217e-17,7.628122570538268e-18,2.3096525791494848e-18,1.5310880365196383e-09,5.417681510076507e-22,7.1943511780493675e-16,1.4152380952215033e-20,1.7030081673440002e-21,1.3205632496015633e-20,6.4788864081407536e-24,6.046319570324312e-17,5.897285437579673e-10,7.5357562575504525e-22,4.230093572769064e-17,5.696054071594757e-20
4.2512036948125435e-09,0.8789731199622092,4.857867196902143e-07,1.5023932803303817e-09,2.9426868010464762e-09,1.63553652649684e-06,0.0,0.0,1.0250910861647178e-06,2.0528318974384014e-10,1.00919493621572e-11,3.540436228581092e-08,1.388530849531129e-17,1.7874254096842561e-22,1.383992447917317e-15,7.419448467024765e-16,1.2451580239752889e-14,1.4215016401275506e-18,2.8949250893521746e-24,1.6933353098214258e-36,4.1022714104478524e-32,2.559504755807027e-32,4.400416889426235e-18,5.597525265782666e-26,5.968423896280568e-20,4.7695447734192684e-30,4.028057834141845e-31,6.346448281165793e-31,1.1179037535640157e-31,1.0173808552020343e-31,1.281959362834978e-22,2.868589201089807e-32,6.2510899478737446e-34,1.4979083070572066e-35,3.76,0.0,0.8031887126436343,0.9974491506620907,1.294292689435408e-10,7.495245758004826e-17,8.215157535333783e-05,8.268765181673991e-05,1.0356682660836934e-06,5.043956514364376e-13,7.761841374617428e-13,4.775345568103548e-07,1.520693020152889e-08,3.205041657736094e-11,1.0720347491907079e-10,8.844611514729368e-11,1.6869330090135432e-14,2.7571617191718337e-16,1.6278038488059098e-06,4.915215864051045e-14,2.8575432278473016e-14,1.4673069982639744e-10,7.69310775111956e-21,4.14364997182757e-12,1.556909018373986e-12,4.2019473411025667e-13,1.2549554386407062e-16,3.6666292185424097e-16,7.264713206552055e-15,3.4350635545781617e-13,1.2006646480493012e-21,0.0025493071939178503,1.5828916529666527e-23,2.5589402073845806e-21,2.46443703112233e-21,4.215436136223069e-10,6.295714403613808e-13,1.1643469428273209e-19,2.8452726386660186e-15,7.990258050044598e-17,8.550489951049387e-18,2.6000276564443268e-18,1.621014722059547e-09,6.213237602173956e-22,7.855490311354471e-16,1.585068894774785e-20,1.93380010968376e-21,1.468357092202719e-20,7.268219646665976e-24,6.58792376412218e-17,6.398962920234011e-10,8.332508651153347e-22,4.614374237434671e-17,6.347440151281943e-20
4.371466991481517e-09,0.8789734969177848,5.133288090381816e-07,1.6274422324406153e-09,3.146040366787759e-09,1.6822526311103688e-06,0.0,0.0,1.0540675510577294e-06,2.1704042665622904e-10,1.0970224830316978e-11,3.790833551303472e-08,1.5183641037311296e-17,2.059915025544299e-22,1.4768480110016592e-15,8.064712456382389e-16,1.3536695420946734e-14,1.5896500594267288e-18,3.3269569265754515e-24,2.0851874858435878e-36,4.909052090812357e-32,3.10879779400482e-32,4.85330606255078e-18,6.683952610655571e-26,6.649163630759487e-20,5.70717242840799e-30,4.79323950778312e-31,7.713095946894973e-31,1.3586133484607535e-31,1.2353486063539466e-31,1.453294116323741e-22,3.456809095225958e-32,7.624896097642862e-34,1.8287955319844986e-35,3.76,0.0,0.8031862982557515,0.9974490706322837,1.4205371741769582e-10,8.378984215348027e-17,8.446047412654068e-05,8.502732498287358e-05,1.0655806728528633e-06,5.308518063960648e-13,7.99774349696807e-13,5.043800238495077e-07,1.645993049635457e-08,3.3762709969447685e-11,1.1338683698296028e-10,9.419860568191738e-11,1.784549182919182e-14,2.995822172601977e-16,1.673849736187811e-06,5.28119776773647e-14,3.015964478712399e-14,1.5516232292362252e-10,8.479994383542024e-21,4.408748865372483e-12,1.612383207355067e-12,4.455329367439147e-13,1.3659396183647765e-16,4.0380721346596255e-16,7.881280957431642e-15,3.635213227773977e-13,1.3187259460619552e-21,0.002549328606712671,1.737137751019037e-23,2.7846955147955583e-21,2.7116552582974035e-21,4.3423296400861714e-10,6.673794769102698e-13,1.260901951498135e-19,3.0922938403526734e-15,8.732964409591213e-17,9.553746635431195e-18,2.917562486421849e-18,1.713477734076107e-09,7.097340359782388e-22,8.557235936429917e-16,1.7696805731502674e-20,2.188647717904433e-21,1.627564373372221e-20,8.127833959116123e-24,7.160905972824882e-17,6.926715948598022e-10,9.185633191950082e-22,5.0214824367436784e-17,7.052827213995788e-20
4.49173028815049e-09,0.878973873884239,5.416118010808571e-07,1.7591833091218944e-09,3.3578524472082178e-09,1.729005982839047e-06,0.0,0.0,1.0830432546421927e-06,2.2912394812272412e-10,1.1897883213253774e-11,4.0520992404868355e-08,1.6568122106968025e-17,2.3656297703759544e-22,1.57383502847013e-15,8.746312719642871e-16,1.468305066964508e-14,1.7723262722626398e-18,3.809019018484245e-24,2.5546079030442232e-36,5.848330011563791e-32,3.756087369487633e-32,5.3393219247749766e-18,7.944097495810696e-26,7.385233431180749e-20,6.797098470290181e-30,5.678872955979579e-31,9.324614241539785e-31,1.6424364600410866e-31,1.4920968776203995e-31,1.6421767778396216e-22,4.1438978910239193e-32,9.25259055643744e-34,2.2212581551727323e-35,3.76,0.0,0.8031838838229135,0.997448995227873,1.5553910031050392e-10,9.338623549107315e-17,8.676854528918537e-05,8.736703247685911e-05,1.095547738369384e-06,5.578358928606431e-13,8.233563337000893e-13,5.319288974146819e-07,1.7777594821543028e-08,3.5513378828065244e-11,1.1974614988811817e-10,1.0018736666950985e-10,1.8849590660270637e-14,3.2478177653603406e-16,1.7198954363919986e-06,5.664400234473066e-14,3.17839455819554e-14,1.6383020373014407e-10,9.320696972022284e-21,4.682158105710249e-12,1.668141812421974e-12,4.717172758543244e-13,1.4833255761802766e-16,4.436178526452767e-16,8.530945801285578e-15,3.8412043557447614e-13,1.4448380697304565e-21,0.0025493445702477954,1.9017505488318013e-23,3.023413845122147e-21,2.9777448381098416e-21,4.4698593651888627e-10,7.063997052172631e-13,1.362419252782007e-19,3.3531371834361014e-15,9.522651253919269e-17,1.0642442517298148e-17,3.263975215245318e-18,1.8084746325299762e-09,8.076826704948844e-22,9.300978513981659e-16,1.9699041744579433e-20,2.4693717449411216e-21,1.798677353127313e-20,9.061841868222233e-24,7.766153133452097e-17,7.481042131777374e-10,1.0097200359394243e-21,5.4521025023525955e-17,7.815110227050586e-20
4.611993584819464e-09,0.8789742508618938,5.706342387819544e-07,1.8977849718066465e-09,3.5782635502269927e-09,1.7757975759852069e-06,0.0,0.0,1.112018203799988e-06,2.4153366857720815e-10,1.28762589921905e-11,4.324436500765363e-08,1.8042562011456463e-17,2.707695146935438e-22,1.6750802393571738e-15,9.465250081420165e-16,1.589232818628765e-14,1.9703496544303416e-18,4.345323295219633e-24,3.114477447804863e-36,6.937928112021709e-32,4.5155140190262227e-32,5.8599622270077984e-18,9.400157858918948e-26,8.179387406135719e-20,8.059176118551541e-30,6.70034208186299e-31,1.121653714213618e-30,1.9756234115860098e-31,1.7931956937543277e-31,1.849891616264994e-22,4.9429999318845e-32,1.1172868718129233e-33,2.6847725308679e-35,3.76,0.0,0.8031814693433443,0.9974489230717862,1.6992079003074488e-10,1.037838743820351e-16,8.907578912853022e-05,8.970677498721283e-05,1.1255712368913132e-06,5.853381653417258e-13,8.469300829100286e-13,5.601788040647508e-07,1.916126940740334e-08,3.7302035367769413e-11,1.2628169675953063e-10,1.064185484375926e-10,1.988166776179204e-14,3.513508529175751e-16,1.7659409495759598e-06,6.065203000413359e-14,3.344816440709255e-14,1.7273439871419963e-10,1.0217115090171508e-20,4.963868744130293e-12,1.7241834184715063e-12,4.987592859206573e-13,1.6072957080739973e-16,4.862128905818539e-16,9.214496470794573e-15,4.0530514373901284e-13,1.5793210246928901e-21,0.002549356461709918,2.077130189782566e-23,3.2754677261386275e-21,3.2637611153395532e-21,4.598042372346612e-10,7.466424834387688e-13,1.4690036510531504e-19,3.6281707811869436e-15,1.0361001810483047e-16,1.1821246966937294e-17,3.641043817197553e-18,1.9060029790485254e-09,9.158833426892955e-22,1.0088128246654678e-15,2.1865941462388125e-20,2.7778851302071375e-21,1.982191578837662e-20,1.0074483763674261e-23,8.404553487477029e-17,8.062428392105614e-10,1.1069285786132017e-21,5.90692086828843e-17,8.637262756011279e-20
4.732256881488437e-09,0.8789746278510695,6.003946673288734e-07,2.0434152448031118e-09,3.807413370676654e-09,1.8226284030507846e-06,0.0,0.0,1.140992405363499e-06,2.5426950255115414e-10,1.3906685370928223e-11,4.608047936489694e-08,1.9610887868091475e-17,3.0894540097356124e-22,1.780713525731412e-15,1.0222527012711603e-15,1.7166210958002675e-14,2.1845628677531976e-18,4.940310000099023e-24,3.7794220664279745e-36,8.197588357245026e-32,5.402804276861611e-32,6.416753121150609e-18,1.1076498379035895e-25,9.034431012705691e-20,9.515248727469211e-30,7.874586553436979e-31,1.3428414785250967e-30,2.3651293164767593e-31,2.1448344741148146e-31,2.0777819942008164e-22,5.868565853988805e-32,1.342917361543178e-33,3.229994248214358e-35,3.76,0.0,0.8031790548152569,0.9974488531368623,1.8523473989009987e-10,1.1502614029188028e-16,9.138220593159641e-05,9.204655321661238e-05,1.1556529544594877e-06,6.13349051686491e-13,8.704955922749168e-13,5.891273774856495e-07,2.0612280308782777e-08,3.912830046624138e-11,1.3299376930516354e-10,1.1289845777942419e-10,2.0941764624748133e-14,3.7932547618229224e-16,1.8119862758976369e-06,6.483985795192197e-14,3.515213453144422e-14,1.8187496424893257e-10,1.1171151555910202e-20,5.2538716695701605e-12,1.7805068092527618e-12,5.26670820433902e-13,1.7380325077681529e-16,5.317125979518326e-16,9.93271760465216e-15,4.270769027573886e-13,1.7224987207722686e-21,0.00254936530837495,2.2636811062561338e-23,3.541230610189147e-21,3.57079752346044e-21,4.726895696280554e-10,7.881183128376747e-13,1.5807591363049538e-19,3.917762122858532e-15,1.1249718236278013e-16,1.3094948444066617e-17,4.050606606498056e-18,2.006060336949676e-09,1.0350799897471581e-21,1.092011555887069e-15,2.420628506447448e-20,3.116195902981086e-21,2.178605563699155e-20,1.1170129503599959e-23,9.076996694744875e-17,8.671351138496408e-10,1.210397005740786e-21,6.386626072155528e-17,9.522337598300872e-20
4.852520178157411e-09,0.8789750048520871,6.30891634135371e-07,2.196241716081112e-09,4.045440794032715e-09,1.8694994547397679e-06,0.0,0.0,1.1699658661247043e-06,2.6733136467307555e-10,1.4990494276800407e-11,4.903135552169447e-08,2.1277146425497593e-17,3.5144773229804824e-22,1.8908678859156134e-15,1.10191477604227e-15,1.8506382828287984e-14,2.415831950236854e-18,5.5986535366392314e-24,4.565997675553498e-36,9.649132792911168e-32,6.435400638634136e-32,7.01124899502574e-18,1.2999800552655737e-25,9.953220159354702e-20,1.1189293031678706e-29,9.220223151372994e-31,1.6004146147155304e-30,2.8186721150868057e-31,2.553871872742933e-31,2.32725163974225e-22,6.936440147935811e-32,1.607015135964321e-33,3.8688736944455365e-35,3.76,0.0,0.803176640236852,0.9974487846549295,2.0151748073365418e-10,1.2715755991743067e-16,9.368779598516225e-05,9.438636788167888e-05,1.1857946887050924e-06,6.418591500137567e-13,8.940528578238051e-13,6.187722584748467e-07,2.2131933627106237e-08,4.09918035754509e-11,1.398826678787263e-10,1.1963355745762608e-10,2.202992306306232e-14,4.087417076052872e-16,1.8580314155154477e-06,6.921128348024719e-14,3.6895692694897744e-14,1.9125195661428803e-10,1.2184712259453169e-20,5.5521576406778024e-12,1.8371109308139587e-12,5.554640528180915e-13,1.8757185674915368e-16,5.802394558615253e-16,1.0686389924644598e-14,4.4943717391099793e-13,1.8746988866132605e-21,0.0025493718785299024,2.4618119089632773e-23,3.821076871601594e-21,3.8999859048876436e-21,4.856436345869877e-10,8.308378377824223e-13,1.6977889384579317e-19,4.222278075655539e-15,1.2190521471079178e-16,1.446845411183073e-17,4.49456274758036e-18,2.1086442712604856e-09,1.1660470627678921e-21,1.179839157384485e-15,2.6729090200652848e-20,3.486410162106731e-21,2.3884204775537166e-20,1.2353280111373803e-23,9.78437394789865e-17,9.308276437126382e-10,1.3203338559723174e-21,6.891908756640176e-17,1.0473467448269125e-19
4.972783474826384e-09,0.8789753818652648,6.621236888429401e-07,2.356431538054529e-09,4.292483900121003e-09,1.916411719960642e-06,0.0,0.0,1.198938592841785e-06,2.807191696680747e-10,1.6129016361636243e-11,5.209900752932345e-08,2.3045506857282173e-17,3.9865752898608484e-22,2.0056794078569233e-15,1.185611847738009e-15,1.991452856642719e-14,2.6650464092131844e-18,6.325268301971914e-24,5.492889378934232e-36,1.1316634827253449e-31,7.632598530395888e-32,7.645032314079426e-18,1.5199219175849154e-25,1.093866033013019e-19,1.310756891702955e-29,1.0757674208032446e-30,1.8992329929196075e-30,3.344793731514187e-31,3.0278881777414633e-31,2.59976592411482e-22,8.163951822130988e-32,1.9150139678728583e-33,4.614780299084122e-35,3.76,0.0,0.8031742256063189,0.9974487170507531,2.18806117585864e-10,1.40223805789153e-16,9.599255957575925e-05,9.672621971276184e-05,1.215998248656995e-06,6.708592256990611e-13,9.176018763863251e-13,6.491110949245638e-07,2.3721515730146232e-08,4.289218263349267e-11,1.469487015404488e-10,1.2663046570853376e-10,2.314618522406141e-14,4.39635644868003e-16,1.9040763685883035e-06,7.377010393804634e-14,3.867867905574805e-14,2.0086543199852876e-10,1.3259706035717156e-20,5.858717311872951e-12,1.893994861785004e-12,5.851514774057812e-13,2.0205365800965163e-16,6.319181472590251e-16,1.147629041176021e-14,4.723874244760179e-13,2.036252986423014e-21,0.0025493767475245096,2.6719352794330395e-23,4.1153818051262564e-21,4.252496811806611e-21,4.986681304405385e-10,8.748118457474479e-13,1.8201955804521342e-19,4.542084886692248e-15,1.3185151091600035e-16,1.594678945204283e-17,4.974872764581917e-18,2.2137523487314516e-09,1.3095897670562709e-21,1.272442858787737e-15,2.944361385199828e-20,3.890735135159464e-21,2.6121398497541286e-20,1.3628569570729675e-23,1.0527578087296618e-16,9.97366017947247e-10,1.4369481374562502e-21,7.423461671315393e-17,1.1493865593277253e-19
