Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49)
1.4011893319990963e-07,0.7650483531869837,1.8229499322798824e-05,9.692069412114487e-07,6.04039744701089e-07,6.031922984545523e-06,0.0,0.0,3.737051122648079e-06,7.2653516800796384e-09,3.8493221880924517e-13,1.228039931783541e-05,9.095713818583842e-15,3.702714579940983e-18,4.994664533745599e-14,4.057452607769891e-19,8.418206013302799e-21,1.7686086162720955e-20,1.4264486243787286e-25,8.947475235433756e-36,1.506996455007088e-32,7.99532328462622e-38,7.899758218295224e-21,1.319623602201375e-28,1.9621355788169162e-25,6.678620872225767e-32,1.9722157610847637e-34,4.5786628943195794e-39,9.903794629194283e-43,4.893034952634372e-43,5.759682885172572e-28,1.587514875225539e-37,6.71460392152999e-36,6.519359626382132e-36,3.76,0.0,0.8688567560655625,0.9999696525852491,6.446494307034895e-07,1.0512143366727003e-26,0.00017290524380014297,0.0002084028996002787,2.0350897819246964e-05,1.2748552853282412e-10,8.635121306885894e-12,1.3187172007784561e-05,2.289436330093765e-06,1.133171768334924e-08,3.0221715036939235e-08,3.898447816690919e-08
1.428358974910759e-07,0.7650489571484478,1.8795554736306514e-05,1.0182264232835975e-06,6.303102666075288e-07,6.3528308613638875e-06,0.0,0.0,3.813232979053801e-06,7.551087173454516e-09,4.24823509807149e-13,1.2884562078573278e-05,9.800778044223869e-15,4.1027907001301485e-18,5.2849584679418486e-14,4.608463552595806e-19,9.588743929498967e-21,2.0409484553119175e-20,1.618237862187871e-25,1.0737627044245686e-35,1.8478359500485027e-32,1.046928125906845e-37,9.032668873489935e-21,1.6370029002506728e-28,2.2711509847439313e-25,8.14255529487801e-32,2.4251833206719287e-34,6.04331944365539e-39,1.3129069454254477e-42,6.4736083566808e-43,6.94678460172749e-28,1.9587475277591583e-37,8.428994987791129e-36,8.179051874298665e-36,3.76,0.0,0.8688519320235005,0.9999685642706696,6.875117503635161e-07,1.257859527760106e-26,0.00017579790948075248,0.0002127862004570631,2.1325782517728105e-05,1.318110656038019e-10,8.783580715547021e-12,1.3534174850305299e-05,2.356862939698237e-06,1.1940472476534424e-08,3.220566162948148e-08,4.1713338953801536e-08
1.4826982607340845e-07,0.7650501713707197,1.993911145668675e-05,1.1202530166978608e-06,6.843093202611109e-07,7.0243783607458755e-06,0.0,0.0,3.9661442725921435e-06,8.13940703675162e-09,5.142877573823029e-13,1.4139973487575674e-05,1.132114361342563e-14,5.003112410192672e-18,5.893612690888221e-14,5.896137981967225e-19,1.233825185736299e-20,2.6942226926100017e-20,2.0656674426757043e-25,1.5305083029245982e-35,2.7422456724393877e-32,1.7651064848386251e-37,1.1705005597468732e-20,2.4855153567222955e-28,3.0145793651217436e-25,1.1953905645936228e-31,3.618426081336167e-34,1.0347656983237347e-38,2.2672310797917726e-42,1.113452052177187e-42,9.986813111971347e-28,2.9409510544126274e-37,1.3091786153464727e-35,1.2688915476408278e-35,3.76,0.0,0.8688422009654905,0.9999663342518498,7.787942133924221e-07,1.7811424804650853e-26,0.00018153563930911682,0.00022159950756835557,2.3358270401592792e-05,1.406039334193153e-10,9.078303600566484e-12,1.4228214480006296e-05,2.492005970407557e-06,1.3218941669130247e-08,3.6458682661287986e-08,4.7561923150325066e-08
1.5316036179750774e-07,0.7650512713487628,2.09804578331018e-05,1.2166196724565812e-06,7.345321531823967e-07,7.663025543597485e-06,0.0,0.0,4.1043952010128096e-06,8.688145577344254e-09,6.068169135779567e-13,1.532350717495776e-05,1.2819714344178e-14,5.937657410418823e-18,6.473419022675296e-14,7.294946683935406e-19,1.5344129372381554e-20,3.426796673359255e-20,2.550734302923947e-25,2.0825082688016457e-35,3.857658317546194e-32,2.7735177839068026e-37,1.4640109025475785e-20,3.5675935197929385e-28,3.8508846016749024e-25,1.6664349525650656e-31,5.113116329749861e-34,1.647933265717497e-38,3.63760186803656e-42,1.7800096300311966e-42,1.3670821795422911e-27,4.1773103706342165e-37,1.9157680607451597e-35,1.854946167773472e-35,3.76,0.0,0.8688333477333977,0.9999642667576457,8.674666347268911e-07,2.4070573393005402e-26,0.00018664578476249133,0.0002295848267316888,2.5282483800197813e-05,1.4867343878796591e-10,9.341066647291236e-12,1.4852431387998624e-05,2.613851081424231e-06,1.4439949317558309e-08,4.062588213533793e-08,5.328792944705641e-08
1.5805089752160703e-07,0.7650523781186441,2.2032350379873215e-05,1.3172814837611035e-06,7.862505651342997e-07,8.334494463260555e-06,0.0,0.0,4.243250341556524e-06,9.255169846665593e-09,7.118526342008426e-13,1.655782778717104e-05,1.4446541282196554e-14,7.001486433418881e-18,7.083525723629025e-14,8.955033240696403e-19,1.8933163410677154e-20,4.322348116775641e-20,3.1253742835121835e-25,2.806348142657916e-35,5.359908399808558e-32,4.288076273292929e-37,1.8158081345062057e-20,5.055675389777303e-28,4.875833420820127e-25,2.29583589408435e-31,7.134127386792904e-34,2.5813470257969427e-38,5.739255633185902e-42,2.7982707160210958e-42,1.850465016385993e-27,5.856082012770292e-37,2.7650853089787067e-35,2.6746826088032836e-35,3.76,0.0,0.8688244035526657,0.9999621423979667,9.625107825878113e-07,3.2188132745367924e-26,0.00019170544887534328,0.00023762074415609313,2.729734037376426e-05,1.5688448203162818e-10,9.601490499274303e-12,1.5475786549834172e-05,2.735785071657728e-06,1.5728540303593778e-08,4.513075985204104e-08,5.9470147974030436e-08
1.6294143324570632e-07,0.7650534916673519,2.3093903224421116e-05,1.4222252028612178e-06,8.394233955736288e-07,9.039112953826593e-06,0.0,0.0,4.382715518365154e-06,9.840527156906312e-09,8.305363557390412e-13,1.7842849280585344e-05,1.620611148138326e-14,8.206219798008151e-18,7.723844749145816e-14,1.0912281644811723e-18,2.3190448737252935e-20,5.409351093559513e-20,3.8017439255756983e-25,3.747916864797162e-35,7.361002062339599e-32,6.529396423946186e-37,2.2344891772803018e-20,7.078888303397911e-28,6.122539913312332e-25,3.1281323161496504e-31,9.836215076672225e-34,3.9809875702510565e-38,8.913608361111032e-42,4.330250407016544e-42,2.478467125525886e-27,8.109244536885948e-37,3.9396987598409177e-35,3.807279380941801e-35,3.76,0.0,0.8688153678442886,0.9999599615872763,1.064110924263296e-06,4.261941728850938e-26,0.0001967151071426717,0.000245707274897293,2.9403403715608744e-05,1.6523125508850912e-10,9.859591914845094e-12,1.6097872165088782e-05,2.8577058722533644e-06,1.7085500152716352e-08,4.998891370462677e-08,6.612596178758936e-08
1.6783196896980562e-07,0.7650546119778855,2.416426772744891e-05,1.5314329424488645e-06,8.940095697163142e-07,9.777181703046087e-06,0.0,0.0,4.52279601132596e-06,1.0444265496078619e-08,9.640617585826688e-13,1.9178453905475735e-05,1.8102700187365827e-14,9.56390994220458e-18,8.394236196825416e-14,1.3205685421915615e-18,2.8209405586399235e-20,6.719911546085247e-20,4.593045769371672e-25,4.963573914867442e-35,9.999204349201376e-32,9.800557489479072e-37,2.7294702523998185e-20,9.800409213511958e-28,7.628293165460057e-25,4.218057681265568e-31,1.3411011830343829e-33,6.050374650972996e-38,1.364040639724959e-41,6.602539684857224e-42,3.2868067806046276e-27,1.110057394058492e-36,5.5455689720715e-35,5.354245319954314e-35,3.76,0.0,0.8688062401021428,0.9999577247408219,1.172446178389033e-06,5.590858133832886e-26,0.0002016752306500204,0.00025384439343772443,3.1601164528034356e-05,1.7370809369630773e-10,1.0115387602545834e-11,1.6718316783201394e-05,2.979520277129499e-06,1.8511536889584347e-08,5.5216032091502276e-08,7.327251496371341e-08
1.727225046939049e-07,0.7650557390292143,2.5242631095319632e-05,1.6448824559558073e-06,9.499682019942985e-07,1.0548975369423283e-05,0.0,0.0,4.663496579184758e-06,1.1066433451979456e-08,1.1136741122002282e-12,2.056449504993983e-05,2.0140363282925555e-14,1.1087020554353761e-17,9.094511868637954e-14,1.5877433763717415e-18,3.409216119482018e-20,8.290052661309e-20,5.5135596560398035e-25,6.522170576151048e-35,1.3443747089609283e-31,1.4512853630655875e-36,3.3110160162905216e-20,1.3424614925182485e-27,9.434867741304235e-25,5.632346757670894e-31,1.8093762080783808e-33,9.06976263630185e-38,2.0585420228417861e-41,9.928115009184969e-42,4.3182097734738244e-27,1.5031476537210846e-36,7.717361826818175e-35,7.44446418160985e-35,3.76,0.0,0.8687970198883639,0.9999554322744542,1.2876905318325957e-06,7.270155113685227e-26,0.0002065862861332646,0.0002620320372318297,3.3891045252410615e-05,1.823094742659962e-10,1.036889422045995e-11,1.7336782416764636e-05,3.1011432423314717e-06,2.0007285628266747e-08,6.082788176469432e-08,8.092669633902032e-08
1.776130404180042e-07,0.7650568727969329,2.6328215042690783e-05,1.7625474054938676e-06,1.0072586849357007e-06,1.1354743658173132e-05,0.0,0.0,4.804821481783098e-06,1.170708013953483e-08,1.2806695309664275e-12,2.200079985562078e-05,2.2322931146331652e-14,1.278840484603667e-17,9.824438710206788e-14,1.8972987594985587e-18,4.094991885274182e-20,1.0160006116629987e-19,6.57867133441494e-25,8.507398405061806e-35,1.7900124532801584e-31,2.121811202001195e-36,3.99026611533584e-20,1.8205371561289785e-27,1.1588837502411022e-24,7.451773204907559e-31,2.417091762894346e-33,1.3420692459532774e-37,3.0662008370029263e-41,1.4734311661338583e-41,5.623427074232636e-27,2.014757306239874e-36,1.0624690419356452e-34,1.0240111912152622e-34,3.76,0.0,0.8687877068290326,0.9999530846044568,1.4100128686977401e-06,9.376020533132551e-26,0.00021144873603617413,0.0002702701099680161,3.627340438924074e-05,1.910300108224032e-10,1.0620128375505327e-11,1.7952961883589597e-05,3.2224972404774502e-06,2.1573312934183936e-08,6.684029645706242e-08,8.910512484582344e-08
1.825035761421035e-07,0.7650580132534109,2.7420274502618717e-05,1.8843976181709179e-06,1.0658407653741495e-06,1.2194712358313385e-05,0.0,0.0,4.946774501469277e-06,1.2366255131327196e-08,1.4663941511368123e-12,2.348717162704451e-05,2.4654003797444784e-14,1.4681283122551627e-17,1.0583742121730887e-13,2.254114545928449e-18,4.8903313406507576e-20,1.2374508116149006e-19,7.804898364297824e-25,1.1020502194641315e-34,2.361600068325083e-31,3.0648808563958273e-36,4.7792590955042235e-20,2.445556284886826e-27,1.4141891556150306e-24,9.773430414008597e-31,3.198863435159887e-33,1.96170376695169e-37,4.510968137488294e-41,2.1598307636840124e-41,7.26234588368333e-27,2.674607317566907e-36,1.4479373945623366e-34,1.394353397482867e-34,3.76,0.0,0.8687783006101447,0.9999506821473809,1.5395770096260655e-06,1.1997782657051093e-25,0.0002162630385659317,0.000278558484574298,3.874854053559542e-05,1.9986445200869603e-10,1.0869106622699001e-11,1.8566576355703077e-05,3.3435116650906072e-06,2.321012096503541e-08,7.326916622264144e-08,9.782413630069784e-08
1.8739411186620278e-07,0.7650591603681738,2.8518096383717668e-05,2.0103993309214026e-06,1.1256746090136904e-06,1.3069084341227781e-05,0.0,0.0,5.089358963691086e-06,1.3044008391270465e-08,1.6722432333833045e-12,2.5023392044083928e-05,2.7136947280339058e-14,1.6779219779148273e-17,1.1372109136232233e-13,2.6634098926919384e-18,5.80827521302661e-20,1.4983099509076027e-19,9.209913247447272e-25,1.418340221922481e-34,3.0887767751325557e-31,4.3767420514073016e-36,5.690953531231393e-20,3.2557986676876105e-27,1.7151151364933413e-24,1.2713274422004182e-30,4.1962229301440814e-33,2.8343923050151142e-37,6.559348550931836e-41,3.1291734090028494e-41,9.305197256588623e-27,3.5183959831490046e-36,1.954383307054535e-34,1.8805191786180055e-34,3.76,0.0,0.8687688009738485,0.9999482253198897,1.6765417603431327e-06,1.5239588508821892e-25,0.0002210296477466515,0.0002868970059793174,4.13166961508901e-05,2.0880767815494718e-10,1.1115845464395656e-11,1.9177373105759693e-05,3.4641222826352007e-06,2.491815138766637e-08,8.013042746506505e-08,1.0709977160797443e-07
1.9228464759030207e-07,0.7650603141081438,2.9620998371878768e-05,2.1405154245102473e-06,1.1867208551545168e-06,1.3978040522735272e-05,0.0,0.0,5.232577756814609e-06,1.3740390211255155e-08,1.8996602000590805e-12,2.6609223197920065e-05,2.9774891165652667e-14,1.9096099900294078e-17,1.2189191462587338e-13,3.1307477503873977e-18,6.862874004966328e-20,1.8040428902036875e-19,1.081256379415158e-24,1.814226934527293e-34,4.006778034384531e-31,6.182659144892797e-36,6.739246312968767e-20,4.297773501409804e-27,2.0679487756215075e-24,1.6408942906074873e-30,5.4586638339046624e-33,4.050607718948793e-37,9.432860370177644e-41,4.4836258792619824e-41,1.1833861371931649e-26,4.5887018800376206e-36,2.6140729753285777e-34,2.5132779331755242e-34,3.76,0.0,0.8687592077149319,0.9999457145386053,1.8210609677109774e-06,1.922221796754453e-25,0.00022574901347104822,0.00029528549365388795,4.397806107635608e-05,2.1785469840832862e-10,1.1360361349504191e-11,1.9785123430469433e-05,3.5842707274889264e-06,2.669778907533483e-08,8.744005359333035e-08,1.1694776626023714e-07
1.9717518331440136e-07,0.7650614744379072,3.072832777488554e-05,2.274705647159185e-06,1.2489406628970487e-06,1.4921740790022935e-05,0.0,0.0,5.376433351198889e-06,1.4455451150643428e-08,2.150135614272251e-12,2.824440946548319e-05,3.257072708262862e-14,2.1646105594184563e-17,1.3034608392139007e-13,3.662038300707024e-18,8.069218888337549e-20,2.160655780691526e-19,1.263289072619548e-24,2.307160093047857e-34,5.1572292999843045e-31,8.644188316258319e-36,7.938988038135084e-20,5.627618367670433e-27,2.4795836708213482e-24,2.1022866081020795e-30,7.044791768168232e-33,5.728743059624452e-37,1.3423533464373224e-40,6.357228767714823e-41,1.494327171260213e-26,5.9359757702701405e-36,3.4663970787143542e-34,3.3301619977752134e-34,3.76,0.0,0.8687495206775349,0.9999431502199668,1.973283582003021e-06,2.4085037048713067e-25,0.0002304215815503633,0.0003037237439516149,4.673277582677471e-05,2.2700064792350092e-10,1.1602670672686103e-11,2.0389620736038865e-05,3.703904036280983e-06,2.8549365590867185e-08,9.521404626087064e-08,1.2738354105247975e-07
2.0206571903850066e-07,0.7650626413199362,3.183946040828265e-05,2.412926828236038e-06,1.3122957498987168e-06,1.5900324894783515e-05,0.0,0.0,5.520927817555768e-06,1.5189241978495864e-08,2.4252061076115335e-12,2.992867923571898e-05,3.552710819346588e-14,2.4443692173137875e-17,1.3907949569343519e-13,4.263541344551999e-18,9.443470890575133e-20,2.5747266877480337e-19,1.4692142535044793e-24,2.9178847435646105e-34,6.589012440205928e-31,1.1967906564693046e-35,9.305995482123415e-20,7.312671837866511e-27,2.9575512863344163e-24,2.6745684458578206e-30,9.023582771669829e-33,8.022401532679825e-37,1.8913038763245123e-40,8.924323104552589e-41,1.874291910419924e-26,7.619624791959971e-36,4.5591193932776495e-34,4.376645468670294e-34,3.76,0.0,0.8687397397520742,0.9999405327800913,2.1333537243668034e-06,2.9988093112550136e-25,0.00023504779376265015,0.00031221153226519585,4.9580934671319084e-05,2.362407851117053e-10,1.1842789773539639e-11,2.099067877226242e-05,3.822974218340737e-06,3.047316246550403e-08,1.0346842714786475e-07,1.3842219392739044e-07
2.0695625476259995e-07,0.765063814714808,3.295379952125722e-05,2.555133082344369e-06,1.3767484244715297e-06,1.691391331357098e-05,0.0,0.0,5.666062844617174e-06,1.594181361843969e-08,2.7264532621793203e-12,3.166174649797744e-05,3.864644953746923e-14,2.7503564272065567e-17,1.4808777627961835e-13,4.9418676476667276e-18,1.10028883147806e-19,3.0534362366705253e-19,1.70127876186978e-24,3.670964213563538e-34,8.359207032679066e-31,1.641580812708671e-35,1.0857061136300365e-19,9.433232749186947e-27,3.5100519824822516e-24,3.379998867457343e-30,1.1475753525476823e-32,1.1129249302190829e-36,2.6396130181237373e-40,1.2409811193328294e-40,2.3358456315922938e-26,9.709190896242496e-36,5.949785975097575e-34,5.7074736299404785e-34,3.76,0.0,0.868729864872362,0.9999378626346428,2.3014107587122628e-06,3.7114354788751566e-25,0.00023962808789949986,0.000320748615011229,5.252258851652912e-05,2.455704889475319e-10,1.2080734935772246e-11,2.1588130004952852e-05,3.94143785973051e-06,3.2469414283138085e-08,1.1221923025589611e-07,1.500784928871296e-07
2.1184679048669924e-07,0.7650649945813974,3.4070774761206034e-05,2.701276004170566e-06,1.4422616117819096e-06,1.7962608076458115e-05,0.0,0.0,5.81183975613352e-06,1.6713217096082906e-08,3.0555024525079416e-12,3.344331230276704e-05,4.193092917201821e-14,3.0840652000449843e-17,1.5736630695082363e-13,5.703979257340507e-18,1.2765852346285626e-19,3.604598193314235e-19,1.961852373533739e-24,4.595368761421453e-34,1.0534108319959464e-30,2.2317599733281932e-35,1.2609959817158837e-19,1.2084519145393468e-26,4.145985631738923e-24,4.244439575777531e-30,1.4495246448031664e-32,1.5301692278206198e-36,3.650917371404397e-40,1.710156454493405e-40,2.893340328189349e-26,1.2285625230342366e-35,7.707307260032999e-34,7.388154493161624e-34,3.76,0.0,0.8687198960129152,0.9999351401987064,2.4775893672961086e-06,4.567209876671794e-25,0.0002441628978112874,0.0003293347314562513,5.555774760444175e-05,2.54985256332203e-10,1.2316522386363957e-11,2.2181824116454254e-05,4.05925575838292e-06,3.453831157939831e-08,1.2148249468385482e-07,1.6236686990605885e-07
2.1673732621079853e-07,0.7650661808770598,3.518984117562835e-05,2.851304854452587e-06,1.5087988748935408e-06,1.904649356510833e-05,0.0,0.0,5.958259527227458e-06,1.7503503488876593e-08,3.4140216527728643e-12,3.527306610497167e-05,4.5382490038354276e-14,3.447008722043799e-17,1.669102476574984e-13,6.5571888090700114e-18,1.4751890807807823e-19,4.2366898929892523e-19,2.2534284823417033e-24,5.72513539778004e-34,1.31903232549699e-30,3.00851442496425e-35,1.4583452366251998e-19,1.5378839897862406e-26,4.874981731984354e-24,5.297797560990314e-30,1.8190832145136147e-32,2.085966877447653e-36,5.006464159994421e-40,2.3365329827425323e-40,3.5630952398254844e-26,1.5442660318647428e-35,9.913725525909862e-34,9.496624010866289e-34,3.76,0.0,0.8687098331864296,0.9999323658866678,2.6620196292964743e-06,5.589744511656952e-25,0.00024865265345102065,0.00033796960539653556,5.8686384038750216e-05,2.6448069951215417e-10,1.2550168294724613e-11,2.2771626624126258e-05,4.176392587914734e-06,3.668000356451413e-08,1.312742578542039e-07,1.7530141578001092e-07
2.2162786193489782e-07,0.7650673735577945,3.631047824996564e-05,3.0051667374375183e-06,1.5763244313381045e-06,2.0165637281389014e-05,0.0,0.0,6.105322800127478e-06,1.8312723878326908e-08,3.803720214540258e-12,3.715068699922351e-05,4.900284248177126e-14,3.8407180035188066e-17,1.7671455951444844e-13,7.509157846841813e-18,1.6981700034490578e-19,4.958882432244731e-19,2.5786245247913004e-24,7.100104464680859e-34,1.641594567469236e-30,4.022932008995229e-35,1.679728647812018e-19,1.9447991950097827e-26,5.707428931985671e-24,6.57450407299784e-30,2.2687831137322564e-32,2.8205882449784554e-36,6.80925609466551e-40,3.166252429052659e-40,4.363587284554468e-26,1.928828148231516e-35,1.266618012270149e-33,1.2125096503710334e-33,3.76,0.0,0.8686996764414188,0.9999295401120987,2.8548271017310162e-06,6.805704229290167e-25,0.0002530977809168698,0.0003466529467036843,6.190843415144973e-05,2.740525435516444e-10,1.2781688771847597e-11,2.335741760709159e-05,4.292816587773782e-06,3.889460067928521e-08,1.4161054915962793e-07,1.8889587584855342e-07
2.2651839765899711e-07,0.7650685725783984,3.743218898009948e-05,3.162806770171006e-06,1.6448031657895229e-06,2.1320090587581337e-05,0.0,0.0,6.2530298993042655e-06,1.9140929304464646e-08,4.2263476198774404e-12,3.907584485607416e-05,5.279346736090274e-14,4.2667395558777937e-17,1.8677402606057418e-13,8.567894184192407e-18,1.9477164849002452e-19,5.781070541754689e-19,2.9401821539270997e-24,8.766738628650442e-34,2.0311811288675064e-30,5.337958110647096e-35,1.9272194707849858e-19,2.444589605548556e-26,6.65450389073823e-24,8.114031160306536e-30,2.812995626971928e-32,3.784383423193565e-36,9.189002627940214e-40,4.257135506745438e-40,5.315651248229303e-26,2.3946298105671725e-35,1.6079082800839018e-33,1.5382111787822303e-33,3.76,0.0,0.8686894258599984,0.9999266632876475,3.0561329021797124e-06,8.245090259311747e-25,0.0002574987024934527,0.0003553844527467712,6.522380072117552e-05,2.8369662385820773e-10,1.3011099869462189e-11,2.3939090532592306e-05,4.408499277611944e-06,4.118217699379047e-08,1.5250738400303176e-07,2.031636465314107e-07
2.314089333830964e-07,0.7650697778926051,3.85544989783024e-05,3.3241682439388072e-06,1.714200639321599e-06,2.2509889419172658e-05,0.0,0.0,6.4013808460312195e-06,1.9988170722486395e-08,4.683692214252232e-12,4.104820136663691e-05,5.6755619685836797e-14,4.726633102978492e-17,1.9708327333312328e-13,9.741748336351561e-18,2.2261376625350294e-19,6.713902062390155e-19,3.3409671697434355e-24,1.0779029967543396e-33,2.4992832798568535e-30,7.03065180741623e-35,2.202988972170341e-19,3.055148371621359e-26,7.728199398955919e-24,9.961446946325018e-30,3.468127666350922e-32,5.039904771523508e-36,1.2308001375521159e-39,5.6811741858164565e-40,6.442689544400525e-26,2.9558014740793265e-35,2.0286515295412182e-33,1.9394790350619657e-33,3.76,0.0,0.8686790815558086,0.9999237358249353,3.266053792868163e-06,9.94153884485644e-25,0.0002618558366919422,0.00036416380970058233,6.863235505326876e-05,2.9340888375983015e-10,1.323841757918671e-11,2.451655117426963e-05,4.523415194008013e-06,4.3542772458369744e-08,1.6398075820658746e-07,2.1811777262472255e-07
2.362994691071957e-07,0.765070989453213,3.967695561149011e-05,3.4891927781659056e-06,1.7844830956684697e-06,2.373505497117493e-05,0.0,0.0,6.550375372389531e-06,2.085449896148528e-08,5.177579923315663e-12,4.30674110027075e-05,6.089033272882074e-14,5.221969332491471e-17,2.0763678879792905e-13,1.1039409056723766e-17,2.5358649437910214e-19,7.768806950094672e-19,3.783969213880931e-24,1.3199500807421772e-33,3.0589415083633097e-30,9.194773820819779e-35,2.509305686415645e-19,3.797184779645782e-26,8.941351696837959e-24,1.2168010735519112e-29,4.2528303494434326e-32,6.664391977634608e-36,1.636808715014441e-39,7.527456970729204e-40,7.770891313561793e-26,3.6284001724371376e-35,2.5444861078422358e-33,2.4311307707996277e-33,3.76,0.0,0.8686686436720669,0.9999207581344564,3.4847022657273247e-06,1.1932634951782899e-24,0.00026616959828905894,0.0003729906937486698,7.213393893078765e-05,3.0318537213277857e-10,1.3463657831684547e-11,2.5089716615349546e-05,4.637541647833389e-06,4.5976395015867095e-08,1.760466427674095e-07,2.3377094530632118e-07
2.41190004831295e-07,0.7650722072122037,4.079912717064577e-05,3.6578204670716448e-06,1.855617464871457e-06,2.4995594358894194e-05,0.0,0.0,6.700012934737861e-06,2.173996468519101e-08,5.709872957409286e-12,4.51331218989521e-05,6.519842255426953e-14,5.754327692449615e-17,2.184289391781702e-13,1.2469898013697438e-17,2.8794534299348267e-19,8.958025738318443e-19,4.2723012369091224e-24,1.610030389528567e-33,3.7248949993333915e-30,1.1943739323843003e-34,2.848534412418959e-19,4.6945668972790886e-26,1.0307666927443719e-23,1.479180895475255e-29,5.188219728883508e-32,8.752666675335532e-36,2.16188005673099e-39,9.905584781110854e-40,9.329460585397967e-26,4.430596462130304e-35,3.173568286052228e-33,3.0303598785025617e-33,3.76,0.0,0.8686581123797387,0.999917730625483,3.712186628082102e-06,1.4260241012054879e-24,0.0002704403983650111,0.00038186477218941163,7.572836644517599e-05,3.1302224107901127e-10,1.3686836495824875e-11,2.5658514330134486e-05,4.750858500660925e-06,4.8483022583562434e-08,1.8872097893857226e-07,2.5013550080147467e-07
2.460805405553943e-07,0.7650734311208501,4.1920602070310916e-05,3.829990019372062e-06,1.9275713646604586e-06,2.6291501254057148e-05,0.0,0.0,6.850292726666121e-06,2.2644618354640975e-08,6.2824685073942765e-12,4.724497666334008e-05,6.96804929177164e-14,6.325294237590135e-17,2.294539872247559e-13,1.4042563646069566e-17,3.2595831497691695e-19,1.029463739009019e-18,4.809198746900246e-24,1.9564427381187288e-33,4.513738989890504e-30,1.5413969923982822e-34,3.2231349592685184e-19,5.774692982054715e-26,1.1841746670298494e-23,1.7898432845254347e-29,6.298109583673954e-32,1.1420487634542069e-35,2.8366943531147105e-39,1.2949640138163758e-39,1.1150853185988372e-25,5.382871126782277e-35,3.936885701864215e-33,3.757030280994692e-33,3.76,0.0,0.868647487875823,0.9999146537059763,3.948611088657167e-06,1.6970840613575767e-24,0.0002746686443404369,0.00039078570445275437,7.94154257148054e-05,3.2291574365211273e-10,1.3907969377849684e-11,2.6222881337613774e-05,4.863347958716314e-06,5.1062604912817e-08,2.020196736153121e-07,2.672234196627173e-07
2.509710762794936e-07,0.7650746611298163,4.3040988077074886e-05,4.005638891309998e-06,2.000313099876035e-06,2.7622756497170324e-05,0.0,0.0,7.001213691452257e-06,2.356851019270681e-08,6.897297435139324e-12,4.940261312151445e-05,7.433694048660341e-14,6.936459529446406e-17,2.407061074717116e-13,1.576707423719489e-17,3.679060104889944e-19,1.179258647551057e-18,5.3980188483052485e-24,2.3687009929039008e-33,5.444089877555025e-30,1.9768680246045427e-34,3.63566065106255e-19,7.068892791830988e-26,1.3559112505446447e-23,2.156169872908067e-29,7.609256124214899e-32,1.4808421622288262e-35,3.6987705068857746e-39,1.682277763531488e-39,1.3271022034403081e-25,6.508221463527538e-35,4.8585975646945566e-33,4.6339958799395736e-33,3.76,0.0,0.8686367703817398,0.9999115277825001,4.194075843630377e-06,2.0115897010016978e-24,0.0002788547400124067,0.0003997531430347198,8.319488049902425e-05,3.3286223163071165e-10,1.4127072220548695e-11,2.6782763421490306e-05,4.974994382984956e-06,5.371506533416069e-08,2.1595859500761053e-07,2.850463266198653e-07
2.5586161200359294e-07,0.7650758971892467,4.415991156603877e-05,4.18470341328126e-06,2.0738116601964836e-06,2.8989328686951842e-05,0.0,0.0,7.1527745340401135e-06,2.451169015040425e-08,7.556322961738129e-12,5.16056650002912e-05,7.916796033922948e-14,7.58941659354809e-17,2.5217940101988017e-13,1.7653410249393282e-17,4.1408171286894233e-19,1.346670961440812e-18,6.042239080364474e-24,2.8576771078028815e-33,6.536757921704265e-30,2.520213545896336e-34,4.0887566014083405e-19,8.612859888386593e-26,1.5476229563826737e-23,2.586441158065151e-29,9.15161440625042e-32,1.9086289199337774e-35,4.793755792701295e-39,2.17225090913298e-39,1.5729670438431613e-25,7.832376930566331e-35,5.9664026380322706e-33,5.68744612416741e-33,3.76,0.0,0.868625960141815,0.9999083532601396,4.448677162505608e-06,2.3752226287573615e-24,0.00028299908558953424,0.000408766734356137,8.706647171473011e-05,3.428581533383802e-10,1.4344160702443745e-11,2.7338114411422923e-05,5.0857841142077385e-06,5.644030239519844e-08,2.305535685817868e-07,3.036154909589798e-07
