Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21)
7.263102512690781e-10,0.0785887268233456,3.76,0.0,0.5015856063548991,0.9996525929665154,3.4593182360259544e-14,0.0,1.8954874502532317e-12,1.9171484514270175e-07,1.9081901386509805e-07,7.878957200308065e-09,4.3401708050463696e-14,1.4298152248253165e-14,8.863809454995958e-10,8.882420866510442e-10,1.2519345379011191e-10,5.332952945311133e-12,7.886728922160654e-09,5.011288374137315e-12,2.862306725459914e-12,8.90335105817927e-12,7.767982215885143e-13,5.9162766109290995e-19,6.5165948731303895e-19,3.3466080538400658e-21,1.215544727308595e-10,9.999097319863107e-20,6.586107508385875e-14,4.57161810237087e-24,1.5394554827654995e-12,1.1502251821423237e-13,5.4041945883549e-17,4.0138864612084244e-20,4.485193166359965e-16,1.1185052378263645e-14,0.000347398240353077,6.39650144583631e-17,4.86141530758305e-28,2.0495752069302727e-18,2.9916047415192994e-20,7.993629549542512e-20,1.0079675965832694e-17,1.7047273562989835e-23,6.4037829891157355e-28,2.3016426002838385e-26,5.700656149803435e-28,7.226127042668054e-31,1.1014255482742198e-30,4.436808886376747e-19,1.375187203956538e-25,2.4600731826772713e-21,3.184236925367402e-22,2.7032607231187987e-24,1.5514084528205479e-24,4.086357024451555e-24,3.6962008428834617e-19,1.994673715890806e-27,2.5950259496013683e-26,4.6380744982986863e-20,1.6889186195369973e-19,5.270128452484722e-35,7.381132468370505e-23,3.229993666505261e-26,3.489400108451353e-26,7.123922928528097e-35,6.582965484549657e-39,1.180190324227645e-31,1.3656156147702386e-33,1.630513743830859e-13,3.2535820034940823e-39,1.7104671175761746e-37,5.891442558639007e-34
7.470260781047014e-10,0.07858872690506631,3.76,0.0,0.5015856006581082,0.9996525886269616,3.822048892407753e-14,0.0,2.0398511305167715e-12,1.9718297067620665e-07,1.9623537302730513e-07,8.10364562909996e-09,4.592754834454116e-14,1.472209719105715e-14,9.373689547983247e-10,9.394113845497503e-10,1.2897973999775313e-10,5.783812266665223e-12,8.11180250322786e-09,5.41896303032322e-12,3.0635481514596207e-12,9.412990333871085e-12,8.227664941511838e-13,6.618914289375754e-19,7.027567770695303e-19,3.640893893786807e-21,1.250213991226254e-10,1.0846164254094158e-19,6.865900308348013e-14,5.09903776867632e-24,1.6283775498638738e-12,1.216778302287773e-13,5.879521854049585e-17,4.32990029177729e-20,4.760920372763053e-16,1.1836728250883432e-14,0.00034740230244518193,6.597296166694031e-17,5.4393516892909595e-28,2.22966353168934e-18,3.2547218496164456e-20,8.702111149446216e-20,1.0671480728051981e-17,1.901803693639014e-23,6.973588242333227e-28,2.5070909997295553e-26,6.361193764165524e-28,7.78396591408577e-31,1.2458890030239428e-30,4.570559227795913e-19,1.496844293648435e-25,2.6938095832092737e-21,3.4632819638067974e-22,3.0241464954362697e-24,1.69084432358006e-24,4.4483868236446955e-24,3.968023728446167e-19,2.2944072351155073e-27,2.7952648470540394e-26,4.916044961292287e-20,1.7802791266280395e-19,5.77009135488993e-35,8.439024482856375e-23,3.5169524089982045e-26,4.099901113472045e-26,7.976352854232515e-35,7.792891327100899e-39,1.3494999234024696e-31,1.589401940884064e-33,1.6829889663486314e-13,3.8159469264126446e-39,2.0460971545015103e-37,6.7794481748383945e-34
7.677419049403247e-10,0.078588726986787,3.76,0.0,0.5015855949612954,0.9996525852915232,4.2120374574447606e-14,0.0,2.1911534907326957e-12,2.0265109967854274e-07,2.0165028484364628e-07,8.328340755696912e-09,4.852168945834931e-14,1.5145949908053542e-14,9.897657663277558e-10,9.920009637174115e-10,1.3278412708367047e-10,6.259082145439469e-12,8.336887684092964e-09,5.847498886703628e-12,3.2734325948538675e-12,9.936509279034482e-12,8.700879440676006e-13,7.38228046377904e-19,7.564207984865517e-19,3.951934348037537e-21,1.284883226713756e-10,1.1739945481969206e-19,7.14766460039654e-14,5.669883627890082e-24,1.7197878617690222e-12,1.2852037025979948e-13,6.381911101288984e-17,4.66177502469821e-20,5.044904512300787e-16,1.2507272877783836e-14,0.0003474053589415822,6.798408726952604e-17,6.06735144138025e-28,2.4199855156061886e-18,3.532819752338715e-20,9.451549675606956e-20,1.1280652787399481e-17,2.1151647392278727e-23,7.576386109851389e-28,2.724627687881298e-26,7.082339081385246e-28,8.366193920176627e-31,1.4050702743157853e-30,4.704316085094906e-19,1.6255459884866077e-25,2.9436218776486644e-21,3.7580973551792955e-22,3.372727972359203e-24,1.838558650737932e-24,4.831323511991317e-24,4.2504334911896843e-19,2.6290487213149946e-27,3.0045452140473225e-26,5.201658787835447e-20,1.8731680341291588e-19,6.30141040995106e-35,9.613843545529507e-23,3.820574672517617e-26,4.796377517785488e-26,8.903338543243353e-35,9.187979883262268e-39,1.537256056238271e-31,1.8425532428032243e-33,1.7354522373159214e-13,4.456210973269292e-39,2.436057618099251e-37,7.771350878522492e-34
7.88457731775948e-10,0.07858872706850767,3.76,0.0,0.5015855892644601,0.9996525827127251,4.630577473493363e-14,0.0,2.349546913861811e-12,2.0811923231886294e-07,2.0706374970076412e-07,8.553043280586039e-09,5.118387202293962e-14,1.5569710337711106e-14,1.043570013857604e-09,1.0460098107740595e-09,1.366071081479028e-10,6.7593902340795315e-12,8.561984790050773e-09,6.297354399799865e-12,3.492120895141526e-12,1.0473884279946504e-11,9.18763927767222e-13,8.209767678616044e-19,8.127134340546152e-19,4.280192380046444e-21,1.3195524337710213e-10,1.2681720371902567e-19,7.431278293986646e-14,6.286353606052353e-24,1.813685746121954e-12,1.3555014613190365e-13,6.912109033110855e-17,5.0098825766649584e-20,5.337144933387585e-16,1.3196733286532565e-14,0.00034740765731744645,6.999839093371597e-17,6.7482198287102315e-28,2.6208221224256978e-18,3.826312120137737e-20,1.0243127586540136e-19,1.1907231636035114e-17,2.3456414211034808e-23,8.213131789098758e-28,2.9546255780132354e-26,7.868354716374975e-28,8.973068105284252e-31,1.5800870710141435e-30,4.838079444845112e-19,1.7615016145675538e-25,3.210307916376998e-21,4.069108598228031e-22,3.750546679488246e-24,1.9948081475018862e-24,5.235768192687174e-24,4.543445579806144e-19,3.0015475015765825e-27,3.22301906885663e-26,5.494876957434228e-20,1.9675291585968845e-19,6.865111346830264e-35,1.0914874441629793e-22,4.1413473162457563e-26,5.588158719287726e-26,9.909140249966856e-35,1.0791100581092274e-38,1.744860790186698e-31,2.1280276591794176e-33,1.7879031153292842e-13,5.1826633167455225e-39,2.887395983639798e-37,8.875996606636784e-34
8.091735586115713e-10,0.07858872715022834,3.76,0.0,0.5015855835676015,0.9996525807025288,5.078990543897789e-14,0.0,2.5151833813182888e-12,2.1358736876997516e-07,2.1247576798520457e-07,8.777753907608939e-09,5.391383758008636e-14,1.5993378424095994e-14,1.0987803321181134e-09,1.1014369128824578e-09,1.4044917581362184e-10,7.285363726907517e-12,8.787094146033008e-09,6.768983922210641e-12,3.719773700185422e-12,1.1025091809902064e-11,9.68795729230822e-13,9.104859720097737e-19,8.716965795520033e-19,4.6261309180050646e-21,1.354221612397973e-10,1.36727704643187e-19,7.71662695464138e-14,6.950687943213903e-24,1.9100705307288357e-12,1.427671659401544e-13,7.470862150788209e-17,5.37459415184666e-20,5.637640984416705e-16,1.3905157864465207e-14,0.00034740938561070333,7.201587232953144e-17,7.48483721819935e-28,2.832454186731738e-18,4.135612558100895e-20,1.1078029935374248e-19,1.2551256754463895e-17,2.5940812647988764e-23,8.884782756115318e-28,3.1974603575936735e-26,8.72371598430201e-28,9.604837827559139e-31,1.7721176481269434e-30,4.971849293796554e-19,1.9049217829279185e-25,3.4947002362626415e-21,4.396740562756643e-22,4.159185033010312e-24,2.1598509907173596e-24,5.662323082823772e-24,4.847070157996965e-19,3.4150126262500245e-27,3.450841750898477e-26,5.795660725127905e-20,2.0633083042767423e-19,7.462225812271143e-35,1.2351863130827644e-22,4.47975852888156e-26,6.485300374455483e-26,1.0998140343466544e-34,1.262730036795891e-38,1.973778208849605e-31,2.4489976706663364e-33,1.8403412532927643e-13,6.004227671473946e-39,3.4078628883313243e-37,1.0102717869461511e-33
8.298893854471946e-10,0.078588727231949,3.76,0.0,0.5015855778707191,0.9996525791201113,5.5586262663862175e-14,0.0,2.6882144737191594e-12,2.190555092083133e-07,2.1788634008341576e-07,9.002473343941391e-09,5.671132857933002e-14,1.6416954117747373e-14,1.1553953568068874e-09,1.1582812577492985e-09,1.4431082222743436e-10,7.837629362094853e-12,9.012216076618199e-09,7.262837732309549e-12,3.956551466356738e-12,1.1590108429290601e-11,1.0201845642867972e-12,1.0071131556959881e-18,9.334321447738755e-19,4.990212858263363e-21,1.3888907625945325e-10,1.471437947413604e-19,8.00360337633751e-14,7.665168528697163e-24,2.0089415435634546e-12,1.501714380498087e-13,8.058916753874998e-17,5.756280247250383e-20,5.946392013569097e-16,1.4632596356503023e-14,0.00034741068464478025,7.403653115003817e-17,8.280158925797274e-28,3.055162415669427e-18,4.461134608171403e-20,1.1957444375548354e-19,1.3212767611799e-17,2.861348170010362e-23,9.592298751043054e-28,3.453510541691803e-26,9.653116158403657e-28,1.0261745278041936e-30,1.9824028392145924e-30,5.105625620435128e-19,2.0560184255920694e-25,3.797667443713317e-21,4.741417490299646e-22,4.600266279762728e-24,2.3339468208614687e-24,6.111591510770019e-24,5.161312427761782e-19,3.872716470916584e-27,3.688172381006405e-26,6.103971619502984e-20,2.1604532053292264e-19,8.093791370571578e-35,1.393502529288931e-22,4.836297828219024e-26,7.498616000811434e-26,1.2174843572452935e-34,1.4723937034106518e-38,2.225535122487942e-31,2.8088590447304404e-33,1.8927663808944987e-13,6.930490225422204e-39,4.005957601442582e-37,1.146134527164184e-33
8.506052122828179e-10,0.07858872731366966,3.76,0.0,0.5015855721738122,0.9996525778588822,6.070862147386066e-14,0.0,2.868791371849671e-12,2.2452365381389907e-07,2.2329546638174617e-07,9.227202300065285e-09,5.957608837518311e-14,1.684043737136813e-14,1.2134137245969765e-09,1.216541833626679e-09,1.4819253905977368e-10,8.416813423845369e-12,9.237350906042231e-09,7.779362072266432e-12,4.202614458722034e-12,1.2168910785692436e-11,1.0729315858713824e-12,1.1112249265176978e-18,9.979820544759033e-19,5.3729010697404155e-21,1.4235598843606242e-10,1.5807833294014568e-19,8.292107058062407e-14,8.43211805717416e-24,2.1102981127702826e-12,1.577629710959779e-13,8.67701894026553e-17,6.155310659642632e-20,6.263397368777411e-16,1.537909986234224e-14,0.0003474116610100209,7.606036711615326e-17,9.13721501656269e-28,3.2892273911723054e-18,4.803291752022186e-20,1.2882561168198415e-19,1.389180366610201e-17,3.148322127475398e-23,1.0336641756244577e-27,3.7231575418953e-26,1.0661473250886728e-27,1.0944026114732823e-30,2.212248723294972e-30,5.23940841467992e-19,2.2150048419006764e-25,4.120116024154186e-21,5.1035629949856015e-22,5.0754544200835265e-24,2.5173567420450076e-24,6.584177912802281e-24,5.486173024965346e-19,4.37809936336563e-27,3.935174448773335e-26,6.419771440395109e-20,2.2589134521997357e-19,8.760851503306055e-35,1.5675057241897069e-22,5.211456060611812e-26,8.639718339210112e-26,1.3443877406557504e-34,1.711085667919202e-38,2.501721966647358e-31,3.211242568536763e-33,1.9451782856558474e-13,7.971736333271606e-39,4.690988824523582e-37,1.2962222343168251e-33
8.801996180376826e-10,0.0785887274304149,3.76,0.0,0.5015855640352285,0.9996525764600832,6.861981263361123e-14,0.0,3.1401503417514304e-12,2.3233539354211778e-07,2.3102037829803535e-07,9.548265581791764e-09,6.378483941597239e-14,1.7445260504541162e-14,1.2987298541435016e-09,1.3022270321108474e-09,1.5377370810555013e-10,9.2921663000022e-12,9.558999102007325e-09,8.557466267070307e-12,4.570562041106591e-12,1.3019649959743356e-11,1.15064365077874e-12,1.2736884015286645e-18,1.0952022825003386e-18,5.9527997356046816e-21,1.47308776674553e-10,1.7462420362813138e-19,8.706724208449439e-14,9.623486023098613e-24,2.259405442136681e-12,1.689330174657971e-13,9.613636151807607e-17,6.756180476552836e-20,6.730585502667795e-16,1.647872357326074e-14,0.0003474126502870233,7.895710820186123e-17,1.0474859382576031e-27,3.64386694533747e-18,5.321770728913891e-20,1.428581964714745e-19,1.48923468713065e-17,3.5942558029801885e-23,1.1465799040986963e-27,4.1327217667504273e-26,1.2249226900422804e-27,1.1963195102780565e-30,2.57727453469051e-30,5.430540264502723e-19,2.456243695127111e-25,4.616441404309022e-21,5.652061833907394e-22,5.816857511789631e-24,2.796052449814024e-24,7.300960825006627e-24,5.968677207158198e-19,5.1899923865914044e-27,4.305151090865261e-26,6.883835751344836e-20,2.401758455444974e-19,9.777461566167968e-35,1.8455256546302353e-22,5.780677878337795e-26,1.0516420511188384e-25,1.5426418144424485e-34,2.108934814412381e-38,2.941953274942708e-31,3.867585525958478e-33,2.0200301060301754e-13,9.680714808148981e-39,5.8407871117160655e-37,1.5374785078277096e-33
9.097940237925474e-10,0.0785887275471602,3.76,0.0,0.501585555896591,0.9996525753890516,7.726701616146348e-14,0.0,3.427655156649421e-12,2.401471426981132e-07,2.3874234144308855e-07,9.86935184193624e-09,6.812961289420276e-14,1.8049894737526927e-14,1.3869032716160856e-09,1.3907975598156486e-09,1.593982710091591e-10,1.0225556316707391e-11,9.880675226945933e-09,9.384015167078608e-12,4.9582522201123035e-12,1.3898409002200872e-11,1.2311328144066093e-12,1.453322931848053e-18,1.1984732790695401e-18,6.5729653131305944e-21,1.5226155911072562e-10,1.92292081533594e-19,9.124013180468335e-14,1.0933793363080719e-23,2.413582132982087e-12,1.8048528363798384e-13,1.0615272716207523e-16,7.394274610914468e-20,7.214616385814142e-16,1.761752143386439e-14,0.0003474133087744744,8.186033211256559e-17,1.1954159851260635e-27,4.02307373135383e-18,5.876248620727669e-20,1.5788272692800918e-19,1.592885215161696e-17,4.0849071333166107e-23,1.2674902668622954e-27,4.571951605461955e-26,1.4024520705408468e-27,1.303526570176707e-30,2.989290896571177e-30,5.621685263668899e-19,2.7146540946471165e-25,5.157367635876769e-21,6.238305895647871e-22,6.636468377830275e-24,3.0950638177374917e-24,8.068338038553675e-24,6.472819413398465e-19,6.1177509155093046e-27,4.6957203976648954e-26,7.36299695925251e-20,2.547053372261658e-19,1.087173460226568e-34,2.161290809063162e-22,6.390342824471222e-26,1.2718876377495376e-25,1.7621397278863177e-34,2.583186306071105e-38,3.4404870575685715e-31,4.6308782805386744e-33,2.094854246042138e-13,1.1681820904371313e-38,7.2218888544198895e-37,1.813353867949702e-33
9.39388429547412e-10,0.0785887276639055,3.76,0.0,0.5015855477578981,0.9996525745351058,8.669334049087449e-14,0.0,3.731742366682713e-12,2.479589018440847e-07,2.4646135694224897e-07,1.0190463186408896e-08,7.260967008604473e-14,1.8654339927822593e-14,1.4779300126365018e-09,1.4822504727365477e-09,1.650676562163023e-10,1.1218804652360647e-11,1.0202380222683383e-08,1.026026772913145e-11,5.366150230254612e-12,1.4805120755479992e-11,1.3144018658339254e-12,1.6512939982798342e-18,1.3079757683634922e-18,7.234747125450916e-21,1.5721433574455863e-10,2.1111968963736046e-19,9.543742662600586e-14,1.2370228514081934e-23,2.5728262283203118e-12,1.9241979764807358e-13,1.1684101786435943e-16,8.070663935287989e-20,7.715488116997018e-16,1.8795656758832314e-14,0.00034741374715376077,8.477003807829404e-17,1.3584740434272233e-27,4.427664519835114e-18,6.467930378828855e-20,1.7393418436529798e-19,1.7001434439185923e-17,4.6230070356053543e-23,1.3966780944659449e-27,5.041991293915779e-26,1.6004222176975383e-27,1.416086780942366e-30,3.452857118945687e-30,5.812843381444165e-19,2.9908734095099677e-25,5.745979247116199e-21,6.863523607083031e-22,7.53956975174449e-24,3.4151676565537376e-24,8.888083521031467e-24,6.998560177105938e-19,7.173284976767364e-27,5.1074174337921147e-26,7.857146526865039e-20,2.6946694731077592e-19,1.2046775796081878e-34,2.518452475697361e-22,7.04189609121579e-26,1.5290330052349247e-25,2.004361701097212e-34,3.145588261541834e-38,4.002653962960148e-31,5.514459394671918e-33,2.1696504548178983e-13,1.4013272623505785e-38,8.871426715468559e-37,2.127439667149683e-33
9.689828353022768e-10,0.07858872778065083,3.76,0.0,0.5015855396191473,0.9996525738235456,9.69430418397192e-14,0.0,4.052846873148539e-12,2.557706715565425e-07,2.5417742592043036e-07,1.0511601734330989e-08,7.722427597562864e-14,1.9258595938323467e-14,1.57180611698001e-09,1.5765828291498105e-09,1.707832901962106e-10,1.2273730616008622e-11,1.0524115029707005e-08,1.1187466736872179e-11,5.794720512437223e-12,1.5739718426530178e-11,1.400453406539352e-12,1.8688049064323293e-18,1.4238905533838616e-18,7.939494457514916e-21,1.6216710657603063e-10,2.311448422161106e-19,9.965701877020608e-14,1.3940136161205058e-23,2.737135771900628e-12,2.047365886500502e-13,1.2822295676577582e-16,8.786416525477961e-20,8.233198795029342e-16,2.0013298457248268e-14,0.00034741404012499045,8.768622534324893e-17,1.5376532957120066e-27,4.858455598710193e-18,7.098020753857177e-20,1.9104766001173862e-19,1.8110208626071584e-17,5.2113488738794204e-23,1.5344271341668812e-27,5.543998325004724e-26,1.820625197616358e-27,1.5340613737265798e-30,3.9728534435960986e-30,6.004014588451748e-19,3.285545492899752e-25,6.385551524386298e-21,7.528940796667167e-22,8.531612788723459e-24,3.7571468739220605e-24,9.761975796894295e-24,7.545846589897468e-19,8.369282804326407e-27,5.540805298588449e-26,8.366177010016257e-20,2.8444845723082805e-19,1.3305714981013365e-34,2.9208802747128755e-22,7.736788395725429e-26,1.8278107547439801e-25,2.2708396551695353e-34,3.809270671849414e-38,4.634064104306789e-31,6.532862405493938e-33,2.2444185566640844e-13,1.6716878129829865e-38,1.0831104307284169e-36,2.483566318031124e-33
9.999999999999999e-10,0.07858872794571427,3.76,0.0,0.5015855310890597,0.9996525731745569,1.0861872533988806e-13,0.0,4.408125126066951e-12,2.6395800616444674e-07,2.622612857888945e-07,1.0848210625281217e-08,8.220433970910458e-14,1.9891698529848175e-14,1.6732491581091383e-09,1.6785374494388832e-09,1.7682489549494084e-10,1.3447550922385266e-11,1.0861350342935559e-08,1.2215257933843277e-11,6.266586907243685e-12,1.674910377434021e-11,1.4936309113934156e-12,2.1190980653136635e-18,1.55245734172886e-18,8.725707587243753e-21,1.6735797695750473e-10,2.5345933238983963e-19,1.0410130279230242e-13,1.573694541346647e-23,2.914778994273953e-12,2.1805583154457593e-13,1.409202353168839e-16,9.579988133563458e-20,8.793869190266815e-16,2.1332069894539892e-14,0.00034741424715649193,9.074956444851903e-17,1.7438658572726804e-27,5.338966640138389e-18,7.800939192994572e-20,2.1016208898974378e-19,1.931125629792043e-17,5.885011647417087e-23,1.688297401801822e-27,6.105726373930599e-26,2.0773517501119597e-27,1.66358389507671e-30,4.584111908475028e-30,6.204390419423161e-19,3.6148983825479925e-25,7.114362989316306e-21,8.270826794358385e-22,9.672936455182836e-24,4.139905452901733e-24,1.0737939153061986e-23,8.142497583497506e-19,9.788262128160655e-27,6.018957607324801e-26,8.915534513491409e-20,3.003735705124388e-19,1.4718663261426983e-34,3.3957057587598524e-22,8.513190311629755e-26,2.1912804462306807e-25,2.577889605847692e-34,4.6295709041731594e-38,5.376577893985401e-31,7.762191837483432e-33,2.3227508527822684e-13,1.9999746262024644e-38,1.326896766024105e-36,2.906386602460338e-33
1.0108256187791114e-09,0.07858872794571427,3.76,0.0,0.5015855281118704,0.9996525729647634,1.1292828201534628e-13,0.0,4.536728744522347e-12,2.668155548025558e-07,2.6508195520066066e-07,1.0965701987687803e-08,8.397693311931674e-14,2.0112615174295206e-14,1.7093898103176603e-09,1.7148649100754672e-09,1.789461682481711e-10,1.3874042995986574e-11,1.0979060449511767e-08,1.25877271976524e-11,6.436841779560886e-12,1.7108579723037504e-11,1.5268724095706272e-12,2.212099643864374e-18,1.5990731384285395e-18,9.011857922916474e-21,1.6916969436908855e-10,2.6157508669918775e-19,1.0565734090736903e-13,1.640214078291013e-23,2.978089068205361e-12,2.2280338738568306e-13,1.4554144041479794e-16,9.867641003412094e-20,8.993908127244296e-16,2.1802647254676608e-14,0.0003474143019164098,9.182040754579033e-17,1.820494763315637e-27,5.5138340675882675e-18,8.056771429802714e-20,2.1712464069329474e-19,1.9739859461561937e-17,6.134480949224026e-23,1.7443493396046702e-27,6.310601452773117e-26,2.17361947183352e-27,1.7102179110237183e-30,4.814567168625075e-30,6.274329014960771e-19,3.7349286248753005e-25,7.383586953407367e-21,8.540730956655073e-22,1.0096957921124267e-23,4.2795254579839465e-24,1.1093412672990094e-23,8.356279939798258e-19,1.0326340770000014e-26,6.191737547101071e-26,9.111069694653302e-20,3.05983270907187e-19,1.5234996326373313e-34,3.5751042986248797e-22,8.796064298690436e-26,2.331420173194347e-25,2.692084006559191e-34,4.949247854369546e-38,5.656463911622904e-31,8.233800301268039e-33,2.3500830927955163e-13,2.1263989123923097e-38,1.4223006529880906e-36,3.0667973146795407e-33
1.052668402255946e-09,0.07858872811077786,3.76,0.0,0.5015855166044683,0.9996525722109794,1.307826319156618e-13,0.0,5.056713700009243e-12,2.7786046207122807e-07,2.7598059968672044e-07,1.141986695627254e-08,9.099504289483565e-14,2.096625558422506e-14,1.85265042548162e-09,1.858888943110812e-09,1.8720836628758215e-10,1.5606414829835513e-11,1.1434069990458443e-08,1.4095695186581452e-11,7.12252225727775e-12,1.853286689812207e-11,1.6588649249987425e-12,2.6005792254625104e-18,1.787947351552731e-18,1.0176622122281278e-20,1.7617227056288253e-10,2.9458251268983673e-19,1.1169356933308626e-13,1.9167667619581597e-23,3.2291589739839098e-12,2.4163452388523396e-13,1.6435130903253441e-16,1.10326851922529e-19,9.788270045689494e-16,2.3671832830493336e-14,0.0003474144526664221,9.59675425635828e-17,2.1406129865378622e-27,6.2255230549010136e-18,9.098114497102498e-20,2.454948994920158e-19,2.144241350909569e-17,7.172036416085804e-23,1.9727626503362973e-27,7.146810067545937e-26,2.5806358413213642e-27,1.8974818141489564e-30,5.7955378347714966e-30,6.544669471431943e-19,4.224363973393741e-25,8.501038043944e-21,9.638774935321267e-22,1.1867815570246847e-23,4.849462949625807e-24,1.2541711483315903e-23,9.209432343575006e-19,1.2632255737627032e-26,6.889020641611796e-26,9.885200530981568e-20,3.27903801013075e-19,1.734730322744338e-34,4.340391454878711e-22,9.949023491704435e-26,2.9448298706327797e-25,3.1696459684407472e-34,6.36818343483725e-38,6.8467550912188955e-31,1.0285323308705147e-32,2.4556909940590753e-13,2.678979110125157e-38,1.847991718503645e-36,3.754659393873424e-33
1.0945111857327807e-09,0.07858872827584165,3.76,0.0,0.5015855050969346,0.9996525715196541,1.5064282238288553e-13,0.0,5.614014182320182e-12,2.8890539513421743e-07,2.868733625536422e-07,1.1874102760600477e-08,9.8276565383633e-14,2.181951679136859e-14,2.001576812174079e-09,2.0086466371191934e-09,1.9557389590123746e-10,1.7475969144926616e-11,1.188914629723386e-08,1.5714722068822007e-11,7.853066539493231e-12,2.0012394906428328e-11,1.7964367739772103e-12,3.0380309786498966e-18,1.9910251374645187e-18,1.1437600807572831e-20,1.8317483515735455e-10,3.302749369772924e-19,1.1776146253590075e-13,2.2258986876117838e-23,3.490339967677446e-12,2.6123009195830144e-13,1.8471387501624513e-16,1.2284540114451864e-19,1.0616279178188898e-15,2.5621389504719674e-14,0.0003474145349141138,1.001276283215982e-16,2.501127591301761e-27,6.99582504779037e-18,1.0225453360438541e-19,2.7625875225253987e-19,2.3218195130731825e-17,8.332520442222518e-23,2.2204783821368645e-27,8.056039728899463e-26,3.047898960150747e-27,2.096013581953824e-30,6.933218168769021e-30,6.815035878745212e-19,4.755743085379213e-25,9.74936181057579e-21,1.0826510918570824e-21,1.3861307313062235e-23,5.469234561206053e-24,1.411194527578398e-23,1.010504567574339e-18,1.5331391262179538e-26,7.634600286169541e-26,1.068827677130809e-19,3.501814818169006e-19,1.9651734119345116e-34,5.23003315465525e-22,1.1199822760622739e-25,3.686155750489615e-25,3.708388517095472e-34,8.120153151422843e-38,8.223746276309857e-31,1.2742383242956453e-32,2.561242151181569e-13,3.3454370014571434e-38,2.3776447729300522e-36,4.560601039262049e-33
1.1363539692096153e-09,0.0785887284409057,3.76,0.0,0.5015854935892637,0.9996525708617264,1.726500864422701e-13,0.0,6.209836140572717e-12,2.9995035581684083e-07,2.9776024697472637e-07,1.2328415570495744e-08,1.0581947512934148e-13,2.2672398423821845e-14,2.1561578369564994e-09,2.1641297100677413e-09,2.0404676081840885e-10,1.948782155256418e-11,1.2344292009308928e-08,1.744809813853598e-11,8.629776067386968e-12,2.154698016534483e-11,1.939593330237884e-12,3.528392745232621e-18,2.2088188550428637e-18,1.2798608024324152e-20,1.9017738815244758e-10,3.6876054495626205e-19,1.2385729956947235e-13,2.5698921109183422e-23,3.761626530698513e-12,2.8159018985295294e-13,2.066904173027269e-16,1.3626186323152797e-19,1.147793015340893e-15,2.7651873671680627e-14,0.0003474145777193936,1.0430066274011147e-16,2.9052790967325643e-27,7.82704083644657e-18,1.1442190924766984e-19,3.09516961958002e-19,2.506752856380309e-17,9.624663955710316e-23,2.4883114836983992e-27,9.041766007746249e-26,3.582123116483358e-27,2.3059710022186023e-30,8.246666262500189e-30,7.085428158195956e-19,5.330987940084882e-25,1.1140989833134238e-20,1.210736679459302e-21,1.6095220104166237e-23,6.1411398804400514e-24,1.580920497415847e-23,1.1042830620976818e-18,1.8471669934054522e-26,8.430590785304505e-26,1.1520009824108969e-19,3.7278977562019683e-19,2.21574859784582e-34,6.258292614268411e-22,1.2552640924962058e-25,4.575625923814247e-25,4.3133846435433045e-34,1.0267234323564156e-37,9.807438750332186e-31,1.566612374641786e-32,2.666736500069356e-13,4.143662315195378e-38,3.031426308037871e-36,5.499173378861574e-33
