Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821),CHO2(141),S(579),CHF2O(164)
3.4081617053248715e-05,0.9250305775079957,0.001336197772670253,0.0005414027204797906,0.00027714941071976915,0.14454852696475895,0.0,0.0,0.00015747441192854827,3.9980552381407865e-06,0.04338534694878097,0.1494904342340228,1.1458917001587278e-05,6.610393236531962e-10,2.7619586979484706e-08,2.4750531829743903e-06,4.08689560713661e-05,0.0006304835430082183,1.5542029911522072e-06,9.209860177270633e-10,7.882331213245107e-08,4.430668724106956e-11,2.6526316989755824e-07,3.9899057780988074e-07,1.424325916155027e-09,5.2245308589826425e-06,8.038339204046092e-11,1.0685663211873567e-07,1.0802715405933062e-08,5.110936083592691e-11,2.573612095795581e-08,2.0170291603353017e-12,2.1292204475366204e-11,7.727164691418188e-10,3.76,0.0,0.33078775971080726,0.6914672096183542,0.14271468995637868,0.000456244801947484,0.0013632546641797064,0.5134406860657287,0.04720736072287853,2.5614030777543636e-11,7.665896398994567e-12,9.572164641978103e-05,2.0476674692526896e-05,7.889440704116665e-06,0.11852005975991613,0.012197440062856777,0.003862526958369388,5.136673475913797e-05,0.10957777319340674,0.04818773703967844,5.060291862558317e-06,0.00876247140688767,2.834203519100108e-09,1.0252921845263913e-05,2.8387811956095e-07,0.0013674194651476226,5.3288412633448246e-06,9.82733725200756e-05,2.707206795135395e-05,0.011396225952118979,3.1560771457791443e-09,0.0012775380851000795,1.3843587304019752e-10,8.986639507286536e-08,3.957542677357777e-07,0.008254450114604019,0.018794723942732402,1.2814179204564327e-06,2.1800786391773946e-05,2.714697773119477e-06,7.447725545630894e-06,1.273165941706164e-07,5.6580047729875706e-05,2.1391599295122312e-09,6.62035744568145e-05,1.252635484071561e-08,5.8049229674169405e-05,1.553330213705193e-11,3.5531084375129272e-09,1.5987241574777487e-05,4.6922549485722703e-07,3.720119330451261e-10,0.0005442545784183506,2.025671524518496e-08,2.072283154067196e-09,0.0020163972779557618,4.4218926509288006e-08,1.6163100661913104e-06,2.9295808644642523e-06,1.6013813572537164e-15,1.1609062507736217e-12,4.852829625247445e-07,4.8588914920316154e-12,6.684450888861829e-14,1.2796915260833218e-07,1.2057030545162728e-14,9.731104023885248e-10,1.2731349477239605e-09,6.646105002248887e-07
3.427010684528693e-05,0.9252696231525399,0.001338682103579092,0.0005415554863934602,0.00027779990083960816,0.14489432426666363,0.0,0.0,0.00015718364385150263,3.973450822116993e-06,0.04376033598519148,0.1499505694901863,1.1553168818389499e-05,6.640703608488419e-10,2.7814947052256448e-08,2.4866110385553335e-06,4.124060686250896e-05,0.0006348726631667872,1.580930113571661e-06,9.334397344953778e-10,8.059023010232132e-08,4.493416249466218e-11,2.657008500392264e-07,4.0437512166344116e-07,1.4348514502387249e-09,5.322850207419313e-06,8.214451295308996e-11,1.0896664996488489e-07,1.1029529789576516e-08,5.21058682149056e-11,2.599993201902734e-08,2.0517440490490345e-12,2.172029323376629e-11,7.904476305675138e-10,3.76,0.0,0.3287862939293106,0.6902521007542302,0.14330577732917074,0.0004599667432299299,0.001357861224197715,0.5154630994557351,0.047026935856999054,2.5461561466359762e-11,7.620191711836332e-12,9.524817746413501e-05,2.0404331818008e-05,7.84344685996705e-06,0.1190614794908686,0.012195337952374014,0.00383939979471736,5.1271922970051594e-05,0.11006630024735335,0.048230810995853246,5.023338322159291e-06,0.008765005650552765,2.823271635263772e-09,1.0278159932889473e-05,2.8457550047394623e-07,0.0013668009880322472,5.345235951379284e-06,9.86947925190066e-05,2.710782308725968e-05,0.01149650994891757,3.154728288752875e-09,0.0012752930707546192,1.3853902740078468e-10,9.06827005208666e-08,3.9983271944188525e-07,0.008260633130616485,0.01880297545313318,1.2948386724371242e-06,2.199940751896487e-05,2.739482679113277e-06,7.5035581384070485e-06,1.2771509735345392e-07,5.658060356787936e-05,2.15085502245461e-09,6.641874436236568e-05,1.254175358042145e-08,5.855867010458042e-05,1.563605088347398e-11,3.5814930323044233e-09,1.5989319929074497e-05,4.6533831111520524e-07,3.713106079970126e-10,0.0005462251866158614,2.0284202559689295e-08,2.0753112466625797e-09,0.0020429324421232602,4.4801697229204084e-08,1.6342903556036253e-06,2.970186706301818e-06,1.6039408585804813e-15,1.1746272265620418e-12,4.917512510684354e-07,4.883610358157527e-12,6.720993616443741e-14,1.2709018086709188e-07,1.2122941493833451e-14,9.767236807968975e-10,1.2760184033101973e-09,6.607493908294315e-07
3.445859663732515e-05,0.9255076215672415,0.001341166775662216,0.0005417139720123245,0.00027845283065122564,0.14523686152911278,0.0,0.0,0.0001568975492258642,3.949139873537458e-06,0.04413559632644592,0.150408241421746,1.1647608521311064e-05,6.671001546589778e-10,2.8010744102313434e-08,2.498128099854398e-06,4.16132783917796e-05,0.0006392585734397539,1.6079771934249535e-06,9.45979601191576e-10,8.238485391155603e-08,4.55673660243862e-11,2.661299567047393e-07,4.0979550609818275e-07,1.4453922726910453e-09,5.4223983750992635e-06,8.393348061402219e-11,1.111041351777727e-07,1.1259535339219393e-08,5.3115582922129136e-11,2.6264873267300874e-08,2.0868138108917665e-12,2.215438967146065e-11,8.084740256576409e-10,3.76,0.0,0.32679662242419893,0.6890412832406034,0.14389474589247417,0.0004636864914650045,0.00135248212667123,0.5174775738629337,0.04684725858602843,2.5309978994604183e-11,7.57475314121781e-12,9.477705096538525e-05,2.033244664185695e-05,7.797764555956785e-06,0.11960128084951098,0.012192975811225108,0.003816371283580732,5.117648863881799e-05,0.11055183025790079,0.04827174837007704,4.98667524237035e-06,0.008767312292012898,2.812350251462255e-09,1.0303019220837286e-05,2.852624070747273e-07,0.0013661644869691512,5.361424593071107e-06,9.911313154640476e-05,2.714254719304621e-05,0.011596651250603673,3.1532536849068986e-09,0.0012730559850699888,1.386375947098036e-10,9.14983203993842e-08,4.039169903757137e-07,0.008266542817080502,0.018810291564713016,1.30828163721684e-06,2.21988406057616e-05,2.764373684330553e-06,7.559445363821446e-06,1.2811417555956492e-07,5.6580118351791174e-05,2.16251928727926e-09,6.663326484940735e-05,1.2556971229573952e-08,5.906908106390813e-05,1.573901832858082e-11,3.6098895046090236e-09,1.5990802450631792e-05,4.614868585330546e-07,3.70598392164184e-10,0.0005481856476217779,2.031140422977758e-08,2.078352414351087e-09,0.0020696447309935745,4.538836587348721e-08,1.6523917517361497e-06,3.0110308292542204e-06,1.6064607559964332e-15,1.1883874121894226e-12,4.982450520629295e-07,4.9083541011895654e-12,6.75744001180626e-14,1.2621788753365422e-07,1.218867868334633e-14,9.803352131337145e-10,1.2788508450040376e-09,6.569144004998144e-07
3.464708642936337e-05,0.9257445777312936,0.0013436519340618285,0.0005418781631853347,0.0002791082226329282,0.14557616207641347,0.0,0.0,0.0001566160680019646,3.925117879708219e-06,0.044511119681386255,0.15086346358303424,1.1742234551547696e-05,6.701288984356455e-10,2.8206985475354444e-08,2.5096046554258455e-06,4.198696355326029e-05,0.0006436411294738652,1.6353464817376888e-06,9.586055260273123e-10,8.420741619957038e-08,4.6206332100535664e-11,2.665506025377567e-07,4.1525170173759025e-07,1.455948336594909e-09,5.523182460222305e-06,8.575056893490841e-11,1.1326923764342966e-07,1.1492750750347611e-08,5.413859167010096e-11,2.65309417678623e-08,2.1222392564639577e-12,2.2594542994964284e-11,8.267985921313712e-10,3.76,0.0,0.32481866885649907,0.6878347334102621,0.1444816091220809,0.0004674038552550895,0.0013471173523590253,0.5194841457788222,0.046668326141742274,2.5159277536003434e-11,7.529578935362717e-12,9.430825320651406e-05,2.0261014559428947e-05,7.752391413006227e-06,0.12013947546736649,0.012190357702379985,0.003793442404032978,5.108044931460432e-05,0.11103437359005452,0.04831057169751764,4.9503003200667455e-06,0.008769395099139132,2.801440260426332e-09,1.0327502964330572e-05,2.8593892941636324e-07,0.0013655102894806841,5.3774085997505e-06,9.952839757203705e-05,2.7176252515383903e-05,0.011696643077986948,3.1516553342204016e-09,0.0012708267843188862,1.3873164052971663e-10,9.231321390470682e-08,4.080068741781994e-07,0.008272181351389988,0.018816681368735676,1.321746133232129e-06,2.2399083818627413e-05,2.789370610585827e-06,7.6153858997252226e-06,1.28513841124013e-07,5.657861533637697e-05,2.1741525390545066e-09,6.684714348583157e-05,1.2572010307644543e-08,5.9580455938714025e-05,1.5842207771224298e-11,3.6382972867755237e-09,1.5991697100595357e-05,4.576707660744619e-07,3.698755347629542e-10,0.0005501359377308875,2.0338324314693192e-08,2.0814066956993217e-09,0.002096533770610792,4.597892425965496e-08,1.670614722672775e-06,3.0521118882398377e-06,1.6089412196165565e-15,1.202186051813952e-12,5.047639551835696e-07,4.933123440991296e-12,6.793789497259908e-14,1.2535221312755168e-07,1.2254241071964972e-14,9.83944909285942e-10,1.2816326837111491e-09,6.531053300761907e-07
3.483557622140159e-05,0.9259804966260263,0.0013461377238000681,0.0005420480464095066,0.0002797660994307658,0.14591224905693864,0.0,0.0,0.00015633914109339412,3.901380410338534e-06,0.04488689790165566,0.15131624944311436,1.1837045373434993e-05,6.731567859967892e-10,2.840367865292386e-08,2.521040998317556e-06,4.236165532941997e-05,0.0006480201877569292,1.6630402367951628e-06,9.713174160946169e-10,8.605814940441064e-08,4.685109524985547e-11,2.6696289966720005e-07,4.2074367999455496e-07,1.4665195961872775e-09,5.625209534014222e-06,8.7596053135059e-11,1.1546210632479648e-07,1.1729194543638343e-08,5.5174981118563334e-11,2.679813467889627e-08,2.1580211789846708e-12,2.3040802604604123e-11,8.454242737036382e-10,3.76,0.0,0.3228523574007938,0.6866324277162563,0.14506638041393546,0.00047111864498018165,0.0013417668817236957,0.5214828515663935,0.04649013574229073,2.500945130444838e-11,7.48466735426942e-12,9.384177055741888e-05,2.019003105326516e-05,7.707325069191131e-06,0.12067607489921942,0.012187487627561925,0.00377061407202637,5.0983822145760904e-05,0.11151394071834739,0.04834730330030641,4.914211263689919e-06,0.008771257779434933,2.7905425183549212e-09,1.0351614402252419e-05,2.8660515709629733e-07,0.0013648387174755253,5.393189383777905e-06,9.994059867055736e-05,2.7208951176539257e-05,0.011796478724001596,3.149935208287154e-09,0.0012686054249962048,1.3882122945518325e-10,9.31273408997025e-08,4.1210216704298313e-07,0.008277550907931615,0.01882215392053975,1.3352314855797906e-06,2.260013536057697e-05,2.8144732836966004e-06,7.671378444359175e-06,1.2891410650774665e-07,5.6576117395918e-05,2.1857546001292644e-09,6.706038776279292e-05,1.2586873295382378e-08,6.009278825198621e-05,1.594562253008505e-11,3.666715820893185e-09,1.5992011753114743e-05,4.5388966728147403e-07,3.6914228045404533e-10,0.0005520760328682723,2.0364966812305543e-08,2.0844741319923203e-09,0.002123599178743236,4.657336402226536e-08,1.6889597070736464e-06,3.0934285377122725e-06,1.6113824164850314e-15,1.2160223951246034e-12,5.113075524144238e-07,4.9579191006891285e-12,6.830041517885898e-14,1.2449309882823592e-07,1.231962765900202e-14,9.875526815280937e-10,1.2843643284015557e-09,6.493219818350141e-07
3.502406601343981e-05,0.926215383222825,0.0013486242898978972,0.0005422236088262278,0.0002804264838931072,0.1462451454451647,0.0,0.0,0.00015606671035891766,3.877923115449511e-06,0.0452629229784658,0.15176661238691064,1.1932039474049218e-05,6.761840128754873e-10,2.8600831247803954e-08,2.5324374260899783e-06,4.2737346792030166e-05,0.0006523956056200492,1.6910607242151625e-06,9.84115177858639e-10,8.793728575713664e-08,4.750169025367011e-11,2.673669597745642e-07,4.2627141309319936e-07,1.4771060090535266e-09,5.728486640620236e-06,8.947020992691994e-11,1.1768288927010862e-07,1.1968885065189099e-08,5.622483788126439e-11,2.7066449205037613e-08,2.194160365501915e-12,2.3493218104074786e-11,8.643540199646487e-10,3.76,0.0,0.3208976127378956,0.6854343427303902,0.14564907308526512,0.00047483067277873857,0.0013364306949036674,0.5234737274599083,0.04631268459347467,2.4860494554614684e-11,7.440016670529227e-12,9.337758949008085e-05,2.011949166572805e-05,7.662563179371526e-06,0.12121109062432886,0.012184369528687941,0.003747887143257119,5.08866238628835e-05,0.11199054222095237,0.04838196529028066,4.878405793703681e-06,0.008772903981662274,2.779657856595937e-09,1.0375356755926587e-05,2.8726117921663745e-07,0.0013641500874530573,5.408768354923657e-06,0.00010034974303430207,2.724065517946969e-05,0.011896151552913388,3.1480952528919997e-09,0.0012663918638162483,1.389064252054672e-10,9.394066190361593e-08,4.162026673347029e-07,0.008282653657982869,0.018826718239078073,1.3487370273968149e-06,2.2801993466389128e-05,2.839681532937688e-06,7.727421718560152e-06,1.29314984279033e-07,5.6572647035306755e-05,2.1973253004604067e-09,6.727300510033562e-05,1.2601562638418354e-08,6.06060716608047e-05,1.604926594475855e-11,3.6951445594896488e-09,1.599175419428458e-05,4.5014319972209155e-07,3.6839887010358635e-10,0.0005540059086720781,2.0391335664142147e-08,2.0875547669491836e-09,0.002150840564979376,4.717167661599146e-08,1.7074271938685423e-06,3.13497943188895e-06,1.613784511353445e-15,1.2298956978672856e-12,5.178754380700121e-07,4.982741807089157e-12,6.866195542527814e-14,1.2364048638818043e-07,1.2384837486655443e-14,9.911584445379536e-10,1.2870461858204303e-09,6.455641594576683e-07
3.5212555805478025e-05,0.9264492424844865,0.0013511117773680097,0.0005424048382166279,0.00028108939908796086,0.1465748740409675,0.0,0.0,0.00015579871860456302,3.8547417250483836e-06,0.04563918704183801,0.1522145657149671,1.2027215363730334e-05,6.792107763078387e-10,2.87984510076544e-08,2.543794240318854e-06,4.311403110467054e-05,0.0006567672412511001,1.7194102173625448e-06,9.969987174282627e-10,8.984505727384844e-08,4.8158152142291885e-11,2.6776289405711646e-07,4.3183487410624575e-07,1.4877075355758502e-09,5.833020796562875e-06,9.13733175876471e-11,1.1993173360622516e-07,1.221184048392718e-08,5.7288248567711044e-11,2.7335882619468493e-08,2.2306575913851275e-12,2.3951839315557562e-11,8.835907863615977e-10,3.76,0.0,0.3189543600557274,0.6842404551436615,0.14622970037441374,0.0004785397525576046,0.001331108771659732,0.5254568095627467,0.04613596988993403,2.471240158002198e-11,7.395625168147013e-12,9.291569657375115e-05,2.0049392030177422e-05,7.618103415322141e-06,0.12174453404639256,0.012181007288252894,0.003725262414802299,5.078887079065406e-05,0.11246418877593636,0.048414579568264955,4.8428816428589125e-06,0.008774337296378639,2.7687870745210035e-09,1.0398733227979458e-05,2.879070843658351e-07,0.0013634447105852958,5.4241469230325595e-06,0.00010075583898937195,2.727137640815958e-05,0.01199565500072368,3.146137387348456e-09,0.0012641860577135404,1.3898729059612366e-10,9.47531380924838e-08,4.203081761877907e-07,0.008287491769583863,0.018830383305920052,1.3622620993695271e-06,2.300465638901099e-05,2.864995189316614e-06,7.78351446490983e-06,1.2971648712662437e-07,5.65682263922501e-05,2.2088644770450423e-09,6.748500285228046e-05,1.2616080748095683e-08,6.11202999563936e-05,1.615314138247079e-11,3.723582966103028e-09,1.599093211829381e-05,4.4643100517321983e-07,3.676455402954633e-10,0.0005559255405565218,2.0417434756696244e-08,2.0906486470450838e-09,0.0021782575308698354,4.7773853317130457e-08,1.7260176143376602e-06,3.1767632249433993e-06,1.6161476666287067e-15,1.2438052214412632e-12,5.244672088534614e-07,5.007592292166369e-12,6.902251061990436e-14,1.227943181881485e-07,1.244986963665785e-14,9.947621153476586e-10,1.2896786609266307e-09,6.418316680397349e-07
3.540104559751624e-05,0.9266820793639717,0.0013536003311748724,0.0005425917230856738,0.00028175486830130526,0.1469014574467178,0.0,0.0,0.00015553510969440937,3.8318320581046885e-06,0.04601568237720011,0.15266012263245668,1.212257157881991e-05,6.822372738029582e-10,2.8996545815883687e-08,2.5551117469664497e-06,4.349170153665017e-05,0.0006611349538218164,1.7480909984157776e-06,1.009967939928463e-09,9.17816957190353e-08,4.8820516194774836e-11,2.6815081322141554e-07,4.3743403710405943e-07,1.4983241401983867e-09,5.938818986682252e-06,9.330565591383645e-11,1.222087854144955e-07,1.245807876657942e-08,5.836529975959956e-11,2.7606432299857238e-08,2.2675136266977753e-12,2.4416716271745264e-11,9.031375349216493e-10,3.76,0.0,0.3170225251145812,0.6830507417819073,0.14680827543071898,0.0004822457002273121,0.0013258010913366467,0.5274321338282651,0.04595998881512217,2.456516671155016e-11,7.35149114246561e-12,9.24560784689626e-05,1.9979727832672698e-05,7.573943465553017e-06,0.12227641648393527,0.01217740472227673,0.0037027406196609458,5.06905788369696e-05,0.1129348911694088,0.04844516779650728,4.807636555235828e-06,0.008775561249295669,2.757930943389475e-09,1.0421747001441478e-05,2.885429606004949e-07,0.0013627228921602925,5.439326492638865e-06,0.00010115889497481465,2.7301126614540157e-05,0.012094982584701187,3.1440635037147026e-09,0.0012619879638717348,1.3906388752507687e-10,9.556473138302073e-08,4.2441849725222025e-07,0.008292067406899035,0.018833158059416367,1.375806051038352e-06,2.3208122412803102e-05,2.890414086440835e-06,7.839655448899351e-06,1.3011862784022116e-07,5.656287719857606e-05,2.220371974892472e-09,6.769638830198807e-05,1.2630430002110385e-08,6.163546708105545e-05,1.625725222969707e-11,3.752030515546575e-09,1.5989553127101442e-05,4.42752729541298e-07,3.6688252374013657e-10,0.0005578349037485979,2.0443267924224825e-08,2.093755820775802e-09,0.0022058496688076414,4.837988520107111e-08,1.7447314744725826e-06,3.2187785712623438e-06,1.6184720427775458e-15,1.2577502331372314e-12,5.31082464214103e-07,5.0324712911364215e-12,6.938207592150231e-14,1.2195453718265527e-07,1.2514723236030938e-14,9.983636134465707e-10,1.2922621567439348e-09,6.381243140568872e-07
3.558953538955446e-05,0.9269138988130914,0.0013560900962619358,0.000542784252414689,0.0002824229149650011,0.1472249181318077,0.0,0.0,0.0001552758282088762,3.8091899933822273e-06,0.04639240137329276,0.15310329628040958,1.2218106672856477e-05,6.852637045452474e-10,2.9195123671938684e-08,2.5663902553657658e-06,4.387035142947782e-05,0.0006654986031736001,1.7771053558228425e-06,1.0230227510081378e-09,9.374743267981928e-08,4.948881790797756e-11,2.6853082750779034e-07,4.4306887686273075e-07,1.5089557877498932e-09,6.045888174031984e-06,9.526750611482215e-11,1.2451419006936543e-07,1.2707617741430943e-08,5.945607801515704e-11,2.78780956558293e-08,2.3047292239918324e-12,2.4887899227937078e-11,9.22997232058753e-10,3.76,0.0,0.31510203405904547,0.681865179561706,0.14738481134377107,0.00048594833305054704,0.0013205076329521619,0.5293997361072331,0.045784738546047664,2.4418784318443605e-11,7.307612900884185e-12,9.199872191315206e-05,1.9910494848162156e-05,7.5300810361885186e-06,0.1228067491984276,0.012173565602661715,0.003680322449534096,5.059176360230056e-05,0.11340266025607777,0.04847375147685228,4.7726682900939106e-06,0.008776579323219085,2.7470902075761083e-09,1.0444401243343554e-05,2.891688954984317e-07,0.001361984933576714,5.4543084723266174e-06,0.00010155891953034498,2.732991745252298e-05,0.012194127876953582,3.1418754700469224e-09,0.0012597975396421367,1.391362770722791e-10,9.637540418819439e-08,4.285334361214603e-07,0.00829638273135931,0.018835051407938987,1.38936823724088e-06,2.3412389838426757e-05,2.9159380599254275e-06,7.895843449808923e-06,1.3052141935104475e-07,5.655662091501256e-05,2.231847643420676e-09,6.790716869057832e-05,1.2644612747563065e-08,6.21515670783416e-05,1.6361601895414278e-11,3.780486691508715e-09,1.598762474981055e-05,4.391080228240826e-07,3.661100489622062e-10,0.0005597339734245393,2.046883894981754e-08,2.0968763397441697e-09,0.002233616565182385,4.898976320968405e-08,1.7635692290606664e-06,3.2610241255593496e-06,1.6207577982791192e-15,1.2717300063831865e-12,5.377208055044977e-07,5.057379542979247e-12,6.974064662595701e-14,1.2112108695193338e-07,1.2579397436431628e-14,1.0019628601678342e-09,1.2947970741038096e-09,6.34441905562577e-07
3.577802518159268e-05,0.9271447057566182,0.0013585812178007037,0.0005429824158650752,0.00028309356278955925,0.14754527838419346,0.0,0.0,0.0001550208196887647,3.7868114895219595e-06,0.04676933655887223,0.15354409971250013,1.2313819224829059e-05,6.882902693018751e-10,2.9394192730373578e-08,2.577630079974156e-06,4.424997422355247e-05,0.0006698580500703539,1.8064555868131e-06,1.036163055042878e-09,9.5742499498475e-08,5.0163093084135054e-11,2.689030468318339e-07,4.487393691394831e-07,1.5196024498004178e-09,6.154235291701445e-06,9.725915103083638e-11,1.268480919832171e-07,1.2960475047766758e-08,6.0560669983815e-11,2.8150870200179217e-08,2.3423051452630036e-12,2.536543863789588e-11,9.431728501593982e-10,3.76,0.0,0.3131928135572224,0.6806837455232662,0.14795932112177107,0.000489647470133775,0.0013152283751328693,0.5313596521098541,0.04561021625096112,2.427324880083281e-11,7.263988759023816e-12,9.154361373240585e-05,1.9841688878054286e-05,7.48651384698595e-06,0.12333554337377477,0.012169493641518165,0.0036580085408272935,5.0492440314411685e-05,0.11386750698181623,0.04850035189274417,4.737974615893612e-06,0.008777394942943368,2.736265595151697e-09,1.0466699100109813e-05,2.8978497611120223e-07,0.0013612311310200744,5.4690942615924505e-06,0.00010195592133226773,2.7357760464529685e-05,0.012293084524328608,3.1395751333295526e-09,0.0012576147426044718,1.392045196222125e-10,9.718511959629047e-08,4.326528013594665e-07,0.00830043990061248,0.01883607221850125,1.4029480227663468e-06,2.3617457005927975e-05,2.941566948859276e-06,7.952077269293265e-06,1.309248746601463e-07,5.654947864343512e-05,2.2432913388445286e-09,6.811735120291855e-05,1.2658631307351986e-08,6.266859412936588e-05,1.64661938144724e-11,3.808950988140176e-09,1.598515442435634e-05,4.354965380116512e-07,3.6532834200896054e-10,0.0005616227247233266,2.049415158137237e-08,2.100010256928737e-09,0.0022615577981325175,4.9603478103554375e-08,1.782531372022845e-06,3.3034985431298753e-06,1.6230050907311465e-15,1.285743819145577e-12,5.44381836698366e-07,5.08231779190044e-12,7.009821824225154e-14,1.202939114485403e-07,1.264389142805842e-14,1.0055597788859424e-09,1.2972838124851288e-09,6.30784251551065e-07
3.59665149736309e-05,0.927374505119733,0.0013610738409950984,0.000543186203788804,0.0002837668357159877,0.14786256030936945,0.0,0.0,0.00015477003063117117,3.7646925843172193e-06,0.047146480602364385,0.1539825458945038,1.2409707840314895e-05,6.913171699863486e-10,2.959376129581396e-08,2.5888315397292986e-06,4.4630563459601234e-05,0.0006742131562174018,1.8361439977024596e-06,1.049388756486836e-09,9.776712726271174e-08,5.084337780661212e-11,2.692675805191437e-07,4.544454907163653e-07,1.5302640982269757e-09,6.263867242229284e-06,9.928087516687312e-11,1.292106345996274e-07,1.3216668133141053e-08,6.167916227611708e-11,2.8424753537305747e-08,2.3802421262978512e-12,2.5849385212490014e-11,9.63667367599725e-10,3.76,0.0,0.3112947908030321,0.6795064168312225,0.14853181769120355,0.0004933429324437006,0.0013099632961279062,0.5333119174031754,0.04543641909056854,2.4128554604070812e-11,7.220617047761139e-12,9.109074084360716e-05,1.9773305843494155e-05,7.443239638193051e-06,0.12386281011608169,0.012165192491353843,0.0036357994760065826,5.039262382778842e-05,0.1143294423803384,0.04852499010793829,4.703553317960384e-06,0.008778011475650289,2.725457796128233e-09,1.0488643698335008e-05,2.9039128890048243e-07,0.0013604617755414504,5.483685265013298e-06,0.0001023499091748085,2.7384667065545868e-05,0.012391846249027871,3.1371643095883725e-09,0.0012554395305683533,1.3926867449968262e-10,9.799384137404635e-08,4.3677640393856857e-07,0.008304241068324572,0.0188362293156965,1.4165447795110087e-06,2.382332228695601e-05,2.9673005962017336e-06,8.008355731895169e-06,1.3132900695910035e-07,5.6541471128290175e-05,2.2547029248165113e-09,6.832694297038453e-05,1.2672487967394748e-08,6.318654255326173e-05,1.657103145278498e-11,3.837422910093403e-09,1.598214949967227e-05,4.3191793311624335e-07,3.645376233220614e-10,0.0005635011328025545,2.05192095036922e-08,2.103157629357478e-09,0.002289672937639281,5.022102046232089e-08,1.8016183537389156e-06,3.3462004800789696e-06,1.6252140753961564e-15,1.2997909570410181e-12,5.510651644465383e-07,5.10728678763728e-12,7.045478651125708e-14,1.1947295544574523e-07,1.2708204442853479e-14,1.009154295764383e-09,1.2997227688860064e-09,6.271511630191268e-07
3.615500476566912e-05,0.9276033018171025,0.001363568111212463,0.0005433956071905756,0.0002844427579054717,0.14817678583983873,0.0,0.0,0.0001545234084324898,3.7428293895651393e-06,0.04752382630300064,0.15441864770899943,1.2505771148931054e-05,6.943446097528768e-10,2.979383779837907e-08,2.5999949576248205e-06,4.501211277601317e-05,0.000678563784223407,1.8661729034338277e-06,1.0626997596295369e-09,9.982154681244346e-08,5.152970839092465e-11,2.696245375091896e-07,4.6018721938248966e-07,1.5409407101705391e-09,6.3747908987821275e-06,1.0133296460330063e-10,1.3160196044211062e-07,1.3476214261536177e-08,6.281164151683158e-11,2.8699743331728095e-08,2.4185409117396114e-12,2.6339789879891518e-11,9.844837683929377e-10,3.76,0.0,0.3094078934874781,0.6783331707680205,0.14910231390137635,0.0004970345427104774,0.0013047123738052127,0.5352565674169809,0.0452633442194789,2.3984696204523105e-11,7.1774961052475775e-12,9.064009024941898e-05,1.9705341674148733e-05,7.400256164554521e-06,0.12438856045808705,0.01216066574893968,0.0036136957884596965,5.029232864966037e-05,0.11478847756395565,0.04854768697834987,4.669402191412988e-06,0.00877843223487023,2.7146674867143673e-09,1.0510238145635957e-05,2.9098791984564737e-07,0.0013596771534529425,5.4980828771300115e-06,0.00010274089194892388,2.741064855759684e-05,0.012490406844731019,3.13464479384976e-09,0.001253271861561062,1.393288003688907e-10,9.880153392855293e-08,4.409040573915464e-07,0.008307788384174338,0.018835531483027478,1.4301578878341207e-06,2.4029984087394804e-05,2.9931388479480956e-06,8.064677684153934e-06,1.3173382950458192e-07,5.6532618783899466e-05,2.2660822721606293e-09,6.85359510782465e-05,1.2686184989512607e-08,6.370540679934937e-05,1.6676118291417315e-11,3.865901971987108e-09,1.5978617245138666e-05,4.283718692839532e-07,3.6373811130733847e-10,0.0005653691728979617,2.0544016368292067e-08,2.1063185148467213e-09,0.002317961545931895,5.08423806957016e-08,1.820830693570503e-06,3.389128593526442e-06,1.627384907133657e-15,1.3138707098357829e-12,5.577703979803603e-07,5.132287282565032e-12,7.081034739851989e-14,1.1865816404526641e-07,1.2772335753378898e-14,1.0127463389290603e-09,1.3021143388110257e-09,6.235424518243959e-07
