Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907)
2.1041814848525088e-05,0.2987628651302468,3.76,0.0,0.4371623266280018,0.9497202727660549,0.0345555766436932,0.0,6.650844878686797e-05,0.04274950058409326,0.00015783937888474398,0.014845199615783001,4.264506707150277e-11,3.724656870260175e-12,0.00012875985818292099,3.155203167111216e-05,0.015784317189417633,0.01618168683800137,0.00038542361475222154,4.921549313751262e-06,0.00015134427536385756,4.058427712999991e-05,0.027622553711724326,0.0006169746841351894,0.006891447505221313,2.3701027650270598e-05,0.0031472046257394917,0.004540340555475038,2.3444539212234774e-07,1.9031152375211077e-08,0.0014812074525252664,1.8601175700037002e-05,0.0018935566807175427,1.366532475350405e-06,1.2203388840582399e-06,0.0003412281054589135,0.0007295371409798969,1.2298654031658087e-08,2.34942792224902e-10,2.874546587296563e-06,3.51984122456213e-07,8.85352501660737e-06,0.00031786087335401703,1.2843779701612038e-09,1.0451447991351125e-08,4.753455027658571e-08,1.323913919320219e-08,7.703736320149551e-12,4.513274809018295e-06,2.375618489578689e-11,9.78648801568455e-08,4.298947054775022e-06,1.1752665122488806e-07,3.643272484725047e-07,7.375697082298524e-05,1.1331680303577946e-08,1.5915545191553827e-08,1.4874123097581627e-09,1.8086068074255243e-06,4.9100582596633566e-11,4.645815004066794e-11,7.867362753071002e-16,5.9231441987361535e-06,2.985877046572756e-06,1.8648850836751594e-08,1.0859042207222198e-11,1.857805068868473e-09,4.7981003139113346e-14,1.4486668950776551e-08,9.427689317197388e-11,1.6559618773842395e-14,1.517495882531603e-08
2.1162635404816523e-05,0.29877352166457305,3.76,0.0,0.43663459903376484,0.9493990193804336,0.03479221678064122,0.0,6.65468446691622e-05,0.04302411124797251,0.0001577190055355593,0.01483554905998198,4.259662944509313e-11,3.720424966810076e-12,0.00012883639826282833,3.152652603361901e-05,0.015870940762824134,0.016267912241672806,0.00038504252968153045,4.917052237354405e-06,0.00015137624496361672,4.05427612407989e-05,0.0278251239976534,0.0006211082872981732,0.0069340631125862084,2.387753661210353e-05,0.0031856037588575232,0.004577701370752635,2.3420602174034578e-07,1.9165731933779237e-08,0.0014881361455543422,1.8566148761053048e-05,0.0019186850534730262,1.3650839633517252e-06,1.2348894309093701e-06,0.0003424976044085881,0.0007292903668594436,1.2445102337101272e-08,2.368984876283528e-10,2.8982537953011893e-06,3.550945550667247e-07,8.934152476022877e-06,0.00032292561624745644,1.2955912060536446e-09,1.0651199098247108e-08,4.832118756626951e-08,1.345751492886268e-08,7.827936210024978e-12,4.613921399011702e-06,2.3890647022567177e-11,9.935480614225109e-08,4.316917350239559e-06,1.1898519327410783e-07,3.6886070153723693e-07,7.472114884683411e-05,1.1469011667359015e-08,1.5982018945181004e-08,1.5053632216378897e-09,1.8307936054170802e-06,4.961890325827095e-11,4.673187991200884e-11,7.967228671418205e-16,5.971039571288772e-06,3.042687177023264e-06,1.8792757518696186e-08,1.1066256691662991e-11,1.8865428299167323e-09,4.856002616746849e-14,1.476691105366301e-08,9.436243145371001e-11,1.6873655985803034e-14,1.55547922623287e-08
2.1283455961107957e-05,0.2987841883221239,3.76,0.0,0.43610753375211875,0.949077957450117,0.0350286811551387,0.0,6.658496508127429e-05,0.04329878013841725,0.00015759870008823275,0.014825797874172318,4.25482426919383e-11,3.716197510789592e-12,0.0001289124591007122,3.150110062963087e-05,0.015957391968110857,0.016354064432425115,0.00038465902750190785,4.912580838703103e-06,0.00015140789224186182,4.050099674045009e-05,0.028027578790249245,0.0006252285820148874,0.0069764128106031284,2.405343281521781e-05,0.0032241587772050204,0.004615003898709004,2.3396522554463402e-07,1.929971754377419e-08,0.0014950048750259582,1.8530980566203173e-05,0.0019439324130669099,1.363616950539315e-06,1.2494911825915261e-06,0.000343755600243284,0.00072904373980622,1.259206456092436e-08,2.388513554503219e-10,2.921921453548891e-06,3.582035886372136e-07,9.014825171368716e-06,0.0003280293265961981,1.3068025105153946e-09,1.0852994295873404e-08,4.9114387072105565e-08,1.3677694770426174e-08,7.953108209556151e-12,4.715997968778948e-06,2.4025508992957658e-11,1.0085743296157678e-07,4.334710092548764e-06,1.2045331099474007e-07,3.734221730843926e-07,7.56882635173277e-05,1.1607225522178767e-08,1.6048405552234167e-08,1.5234149640594269e-09,1.8530741845252638e-06,5.013797306087076e-11,4.7005498022267024e-11,8.067332264114678e-16,6.018878834732462e-06,3.100196240674077e-06,1.8936378594328492e-08,1.1276028257497354e-11,1.9155239735324456e-09,4.9142301301249996e-14,1.5050132401460915e-08,9.444899752211683e-11,1.7190860149122602e-14,1.5940854330601515e-08
2.1404276517399392e-05,0.29879486502286423,3.76,0.0,0.43558113020465267,0.9487570878036481,0.035264968827784314,0.0,6.662282291548836e-05,0.04357350534895634,0.00015747846148974292,0.014815950474778784,4.24999065384484e-11,3.711974478206026e-12,0.0001289880552242073,3.147575408568127e-05,0.0160436707694187,0.016440143585942913,0.0003842731660228349,4.908134817802011e-06,0.0001514392455116078,4.0458996089449074e-05,0.02822991715120176,0.0006293355059717776,0.007018497103838479,2.4228716386691077e-05,0.003262867984953255,0.0046522472804408676,2.3372307511612024e-07,1.943310995719519e-08,0.0015018142771781784,1.8495676679573074e-05,0.0019692977939893067,1.3621322528284333e-06,1.2641434114096276e-06,0.00034500215004909746,0.0007287972604567446,1.273953339036514e-08,2.408013559515456e-10,2.9455491518991946e-06,3.6131115100962387e-07,9.09554087827949e-06,0.00033317188074571963,1.3180115616312316e-09,1.1056831832552003e-08,4.9914137253963665e-08,1.3899675299779248e-08,8.07925045672314e-12,4.819511601186218e-06,2.4160770042635356e-11,1.0237276868805224e-07,4.352327431243639e-06,1.2193100310004107e-07,3.7801162647522043e-07,7.665825973681086e-05,1.1746321975929878e-08,1.611470849895552e-08,1.5415672719364748e-09,1.8754477939493646e-06,5.065776126302089e-11,4.7279006950938696e-11,8.167667373072428e-16,6.066661205150533e-06,3.158408036881864e-06,1.907971187745373e-08,1.1488370852434642e-11,1.9447487919219936e-09,4.972781998946808e-14,1.5336333464497542e-08,9.453658848416383e-11,1.75112281966046e-14,1.6333183053074036e-08
2.1525097073690826e-05,0.29880555169061734,3.76,0.0,0.4350553877574975,0.9484364112159919,0.03550107890868136,0.0,6.666043061177717e-05,0.04384828501095941,0.0001573582887260056,0.014806011128515602,4.245162072013406e-11,3.707755845895202e-12,0.00012906320084216214,3.145048507608702e-05,0.016129777142082278,0.016526149876271795,0.0003838850017446359,4.903713883006292e-06,0.00015147033201035035,4.041677125764861e-05,0.028432138197020267,0.0006334290023098248,0.007060316533714307,2.440338772563757e-05,0.0033017296956592244,0.004689430682361709,2.3347963909258998e-07,1.9565910173145964e-08,0.0015085649891123428,1.846024248876921e-05,0.001994780241502613,1.3606306916529032e-06,1.2788453944301647e-06,0.0003462373111372048,0.0007285509294063763,1.2887501561523918e-08,2.4274845181573246e-10,2.969136512350156e-06,3.644171727579161e-07,9.176297371993281e-06,0.00033835315440354784,1.3292180391386794e-09,1.1262709892770943e-08,5.0720426913864764e-08,1.4123453256927674e-08,8.206361332067243e-12,4.924469309415423e-06,2.4296429542690985e-11,1.0390082176039864e-07,4.369771513398637e-06,1.234182688083043e-07,3.8262902503787263e-07,7.763108341683062e-05,1.1886301143296926e-08,1.6180931410674004e-08,1.5598198804033357e-09,1.8979136887954204e-06,5.117823762910756e-11,4.755240967623759e-11,8.268227980170933e-16,6.114385957276204e-06,3.2173263563824358e-06,1.922275540143451e-08,1.1703298392656179e-11,1.9742179022179318e-09,5.0316573689892075e-14,1.5625514633995162e-08,9.46252014803271e-11,1.7834756959082814e-14,1.6731815974390513e-08
2.164591762998226e-05,0.29881624824046427,3.76,0.0,0.43453030572161,0.9481159284092074,0.03573701055699667,0.0,6.669780021626066e-05,0.04412311729255231,0.00015723818081391877,0.014795983959512411,4.240338497791861e-11,3.703541591108837e-12,0.00012913790965725022,3.14252922954247e-05,0.016215711072571325,0.016612083475838913,0.00038349458996038356,4.899317743887513e-06,0.00015150117798933162,4.037433388381085e-05,0.02863424109803285,0.0006375090193687392,0.0071018716767362235,2.4577447179075445e-05,0.0033407422324610962,0.004726553295426444,2.3323498446807994e-07,1.9698119080424766e-08,0.0015152576480637059,1.8424683210862567e-05,0.0020203788118095443,1.3591130152713357e-06,1.2935964132812575e-06,0.000347461141046344,0.0007283047472098334,1.3035961854967458e-08,2.446926053314102e-10,2.9926831591975566e-06,3.675215858008211e-07,9.257092525426446e-06,0.00034357302255981725,1.3404216367823128e-09,1.1470626590192946e-08,5.15332443437969e-08,1.4349025141270042e-08,8.33443887292548e-12,5.030878034899326e-06,2.4432486156510295e-11,1.0544159974703466e-07,4.387044480430045e-06,1.249151064830984e-07,3.872743315024716e-07,7.860668148322715e-05,1.202716311064307e-08,1.6247077491182264e-08,1.5781725223012456e-09,1.9204711298980055e-06,5.169937192802157e-11,4.782570859239237e-11,8.369008149088623e-16,6.162052421505023e-06,3.2769549806173535e-06,1.936550733619893e-08,1.192082476135244e-11,2.003931956411883e-09,5.0908553783870347e-14,1.5917676210703366e-08,9.471483361796031e-11,1.8161443189693097e-14,1.7136790155054856e-08
2.1766738186273696e-05,0.2988269545917275,3.76,0.0,0.43400588335578466,0.9477956400547682,0.035972762978847224,0.0,6.673494336772382e-05,0.044398000397860425,0.0001571181368026244,0.014785872953072713,4.235519906029914e-11,3.699331691822275e-12,0.00012921219492579975,3.1400174475074475e-05,0.016301472558036073,0.016697944555465662,0.0003831019848007879,4.89494611924401e-06,0.00015153180871850758,4.033169516966245e-05,0.02883622507618169,0.0006415755105086781,0.007143163142997548,2.475089524260674e-05,0.0033799039281459057,0.004763614334300835,2.32989175447005e-07,1.9829737771121304e-08,0.0015218928911737378,1.83890039004394e-05,0.0020460925720060447,1.3575799704937043e-06,1.3083957542896682e-06,0.0003486736975189257,0.0007280587143829724,1.3184907099735018e-08,2.4663378091446987e-10,3.0161887291496048e-06,3.706243231394981e-07,9.33792422600504e-06,0.0003488313595881856,1.351622048936106e-09,1.1680579973195244e-08,5.235257770218878e-08,1.4576387484341814e-08,8.463481348596446e-12,5.138744648611184e-06,2.456893879297698e-11,1.0699511027079171e-07,4.40414846580035e-06,1.2642151441316306e-07,3.9194750813796e-07,7.95850018605875e-05,1.2168907930420988e-08,1.6313149991931058e-08,1.5966249294007658e-09,1.943119383839193e-06,5.2221134431219416e-11,4.809890620131575e-11,8.470002082667286e-16,6.209659982757623e-06,3.337297681470652e-06,1.9507966046647412e-08,1.2140963807282096e-11,2.0338917396509622e-09,5.1503751620212814e-14,1.621281841293353e-08,9.480548201549659e-11,1.849128353918062e-14,1.754814217533288e-08
2.188755874256513e-05,0.2988376706613521,3.76,0.0,0.43348211986926444,0.9474755467754831,0.036208335425490644,0.0,6.677187130746886e-05,0.04467293256620753,0.00015699815577358635,0.01477568195964639,4.23070627223297e-11,3.695126126549831e-12,0.000129286069543839,3.1375130379786845e-05,0.01638706160582998,0.01678373328439495,0.00038270723928503697,4.89059873022269e-06,0.0001515622485118852,4.0288865926672426e-05,0.02903808940303615,0.0006456284340045849,0.007184191574669635,2.4923732512556724e-05,0.003419213125238001,0.004800613036769944,2.327422741624894e-07,1.9960767343963547e-08,0.0015284713551747906,1.835320945703558e-05,0.0020719206000565874,1.3560322777361505e-06,1.323242708544564e-06,0.000349875038477989,0.0007278128314042661,1.333433017244745e-08,2.485719440195126e-10,3.039652877451741e-06,3.7372532040308875e-07,9.418790410789871e-06,0.0003541280392412331,1.3628189813037335e-09,1.189256802872559e-08,5.3178415219860125e-08,1.4805536838206961e-08,8.593486981618797e-12,5.24807595177254e-06,2.4705785993186234e-11,1.0856136072114242e-07,4.421085597122224e-06,1.2793749084697158e-07,3.966485167530938e-07,8.056599346397698e-05,1.231153564423189e-08,1.6379152090889043e-08,1.6151768316064749e-09,1.9658577229011883e-06,5.274349565543953e-11,4.837200507067907e-11,8.571204090712736e-16,6.2572080790842164e-06,3.3983582219231316e-06,1.9650130068404335e-08,1.236372934540954e-11,2.064097864839778e-09,5.210215848622786e-14,1.6510941381246925e-08,9.489714378592624e-11,1.8824274575025578e-14,1.7965908138005874e-08
2.2008379298856565e-05,0.29884839636470134,3.76,0.0,0.43295901442910256,0.9471556491525456,0.036443727186834696,0.0,6.68085949466392e-05,0.044947912067206316,0.00015687823683485568,0.014765414714926293,4.225897572458951e-11,3.690924874302801e-12,0.000129359546037813,3.13501587992885e-05,0.016472478232076402,0.01686944983049547,0.0003823104055036571,4.886275304995017e-06,0.00015159252087678168,4.024585665309473e-05,0.029239833392546263,0.0006496677523082781,0.0072249576409198,2.509595964897709e-05,0.0034586681749310417,0.004837548660363884,2.324943409150244e-07,2.0091208983590234e-08,0.0015349936761059253,1.8317304648992517e-05,0.0020978619835207326,1.3544706262025068e-06,1.3381365713369935e-06,0.00035106522199491964,0.0007275670987202191,1.3484223991986119e-08,2.505070608049184e-10,3.0630752701942067e-06,3.7682451449490835e-07,9.49968905527877e-06,0.0003594629347520203,1.374012142216065e-09,1.2106588690022418e-08,5.401074497340136e-08,1.5036469689626787e-08,8.724453953581426e-12,5.358878684118239e-06,2.4843026172483873e-11,1.1014035821959317e-07,4.437857993528259e-06,1.2946303371575162e-07,4.0137731871099503e-07,8.154960607510955e-05,1.2455046275997756e-08,1.6445086811581796e-08,1.6338279575240449e-09,1.9886854243309067e-06,5.326642636232774e-11,4.86450076080504e-11,8.67260857914124e-16,6.304696193878219e-06,3.460140356578872e-06,1.979199807253797e-08,1.2589135160696932e-11,2.094551038210564e-09,5.2703765628069295e-14,1.6812045187806176e-08,9.498981603649802e-11,1.916041279508082e-14,1.839012372548482e-08
2.2129199855148e-05,0.2988591316190278,3.76,0.0,0.4324365661508755,0.9468359477154328,0.03667893760072167,0.0,6.684512476646496e-05,0.045222937209180816,0.00015675837913103273,0.01475507480808787,4.221093783597192e-11,3.686727914835643e-12,0.00012943263657454662,3.1325258565134035e-05,0.01655772246374552,0.01695509435987836,0.000381911534371455,4.881975577680801e-06,0.0001516226482805569,4.0202677391526666e-05,0.02944145641145333,0.0006536934332299769,0.007265462044698638,2.5267577505943993e-05,0.003498267439729016,0.004874420487689578,2.3224543330426348e-07,2.0221064034604965e-08,0.0015414604890113073,1.828129408162236e-05,0.002123915822305811,1.3528956977417755e-06,1.353076643551612e-06,0.00035224430630423803,0.0007273215167376054,1.3634581534060182e-08,2.524390993897142e-10,3.086455597420288e-06,3.799218444583604e-07,9.580618157097468e-06,0.00036483591874338284,1.3852012456726749e-09,1.2322639828573836e-08,5.484955515346772e-08,1.5269182595951802e-08,8.85638060174026e-12,5.471159507418379e-06,2.4980657750247263e-11,1.1173210999171714e-07,4.454467765233949e-06,1.3099814117769333e-07,4.0613387516408735e-07,8.253579058732303e-05,1.2599439846481663e-08,1.651095721638282e-08,1.6525780351265193e-09,2.0116017718499663e-06,5.3789897783177765e-11,4.891791639877722e-11,8.774210097015547e-16,6.352123868809358e-06,3.522647829906619e-06,1.9933568935017687e-08,1.281719500012234e-11,2.12525196333207e-09,5.330856427198845e-14,1.711612982722702e-08,9.508349589040833e-11,1.9499694603438396e-14,1.8820824080872165e-08
2.2250020411439434e-05,0.2988698763371804,3.76,0.0,0.4319147741057372,0.9465164429488698,0.03691396604656507,0.0,6.688147088875759e-05,0.04549800633405532,0.00015663858183512016,0.014744665703116706,4.216294883088646e-11,3.682535228355228e-12,0.00012950535291630463,3.130042853353178e-05,0.016642794337241952,0.0170406670371094,0.0003815106758235739,4.8776992859059404e-06,0.00015165265231985157,4.015933785502679e-05,0.029642957872044327,0.0006577054491558588,0.007305705517483098,2.5438586957095056e-05,0.003538009292370303,0.004911227822998794,2.319956071694677e-07,2.0350333811778262e-08,0.001547872427555351,1.824518222130767e-05,0.002150081227388833,1.3513081341515966e-06,1.3680622309507274e-06,0.00035341234977557027,0.000727076085828822,1.3785395822712369e-08,2.543680283053114e-10,3.1097935573355293e-06,3.8301725104771604e-07,9.66157577905758e-06,0.000370246863273701,1.396386016150669e-09,1.2540719259339822e-08,5.569483373749055e-08,1.5503672025528374e-08,8.989265121851159e-12,5.584925013298497e-06,2.5118678754988802e-11,1.1333662277660391e-07,4.470917012143597e-06,1.3254281094405382e-07,4.1091814681852873e-07,8.352449888170385e-05,1.2744716354972185e-08,1.6576766173853756e-08,1.6714267908335839e-09,2.0346060548521343e-06,5.431388131265289e-11,4.9190733831398145e-11,8.876003290053528e-16,6.399490695157893e-06,3.585884376974493e-06,2.007484167393426e-08,1.3047922576479863e-11,2.1562013049970635e-09,5.391654559289978e-14,1.7423195221947354e-08,9.517818045860662e-11,1.984211633393289e-14,1.925804386512891e-08
2.237084096773087e-05,0.2988806304340445,3.76,0.0,0.4313936373243564,0.9461971352960943,0.03714881194228698,0.0,6.691764309351293e-05,0.04577311781574748,0.00015651884414725052,0.0147341907458205,4.211500848974919e-11,3.678346795609913e-12,0.00012957770645180487,3.127566758962636e-05,0.01672769389774895,0.017126168025270956,0.000381107878887063,4.873446173573716e-06,0.00015168255376848977,4.011584742109528e-05,0.029844337228870282,0.0006617037767559863,0.007345688817089879,2.5608988981808068e-05,0.003577892115684291,0.004947969990911439,2.3174491638234453e-07,2.047901977304096e-08,0.0015542301238105803,1.8208973406420036e-05,0.0021763573204877733,1.3497085533496035e-06,1.3830926441124207e-06,0.00035456941088841406,0.0007268308063343946,1.3936659930556499e-08,2.5629381706498716e-10,3.1330888549112636e-06,3.8611067529777737e-07,9.742559999116422e-06,0.0003756956399241565,1.4075661769386315e-09,1.2760824747142419e-08,5.654656842710708e-08,1.5739934353688347e-08,9.1231057149733e-12,5.7001817260741874e-06,2.525708716203722e-11,1.149539032245049e-07,4.487207823721785e-06,1.3409704058442637e-07,4.157300942217562e-07,8.45156837904758e-05,1.2890875789281411e-08,1.664251640663641e-08,1.6903739512636876e-09,2.0576975682533724e-06,5.4838348654833885e-11,4.9463462042390155e-11,8.977982913150814e-16,6.446796311080397e-06,3.649853723551274e-06,2.021581545485058e-08,1.3281331569140395e-11,2.1873997146171454e-09,5.45277007734448e-14,1.7733241230744614e-08,9.527386685871002e-11,2.018767425611822e-14,1.9701817273075645e-08
2.2491661524022303e-05,0.29889139382225816,3.76,0.0,0.43087315479984595,0.9458780251615684,0.03738347474192201,0.0,6.695365083978611e-05,0.046048270058398094,0.0001563991652927976,0.014723653171758284,4.206711659826054e-11,3.6741625978275015e-12,0.00012964970823738808,3.125097464437929e-05,0.01681242119862961,0.01721159748602197,0.0003807031917560311,4.869215987559911e-06,0.00015171237262860956,4.007221513668588e-05,0.030045593975978696,0.0006656883967075187,0.007385412725487816,2.5778784592715483e-05,0.00361791430234947,0.0049846463351715204,2.3149341281031805e-07,2.060712336265628e-08,0.0015605342079426472,1.81726718568996e-05,0.002202743233744441,1.348097561314568e-06,1.3981671983231033e-06,0.000355715548214627,0.000726585678565061,1.4088366978232919e-08,2.582164364762218e-10,3.1563412079665042e-06,3.892020608120346e-07,9.823568954609888e-06,0.0003811821197854813,1.4187414644344411e-09,1.2982954008479202e-08,5.7404747004096594e-08,1.597796603478221e-08,9.257900679114682e-12,5.816936104711999e-06,2.5395880907520566e-11,1.1658395772841747e-07,4.503342278957659e-06,1.3566082748630342e-07,4.205696774092215e-07,8.55092990589666e-05,1.3037918106186521e-08,1.6708210666921923e-08,1.709419240840117e-09,2.0808756122504e-06,5.536327187963348e-11,4.97361034139531e-11,9.08014383732017e-16,6.4940403984453795e-06,3.714559586340049e-06,2.0356489589481973e-08,1.3517435624132427e-11,2.2188478368644142e-09,5.514202092441777e-14,1.8046267650694473e-08,9.537055220529973e-11,2.053636456473415e-14,2.0152178048113104e-08
2.2612482080313738e-05,0.2989021664147027,3.76,0.0,0.4303533254889542,0.9455591129117625,0.03761795393487766,0.0,6.698950326673415e-05,0.046323461496238394,0.0001562795445228574,0.01471305610754028,4.201927294746028e-11,3.6699826166811455e-12,0.00012972136899543337,3.122634863555832e-05,0.016896976301281032,0.017296955579593817,0.00038029666180959987,4.865008480608414e-06,0.00015174212813569602,4.002844973888281e-05,0.03024672764610796,0.0006696592936315788,0.007424878048113862,2.59479748921173e-05,0.003658074255105708,0.005021256218399895,2.3124114666184965e-07,2.073464608811378e-08,0.0015667853079907256,1.813628167722986e-05,0.002229238109841563,1.3464757405932257e-06,1.413285213713239e-06,0.0003568508204055226,0.0007263407028023734,1.4240510134747536e-08,2.6013585814016174e-10,3.17955034792492e-06,3.922913526714384e-07,9.904600798272921e-06,0.0003867061735173219,1.4299116159467423e-09,1.3207104713570377e-08,5.826935723858412e-08,1.6217763506449553e-08,9.393648265998148e-12,5.935194542416376e-06,2.5535057668581334e-11,1.182267925324015e-07,4.5193224438778856e-06,1.372341688686834e-07,4.254368560096592e-07,8.650529934976496e-05,1.3185843247514442e-08,1.677385162383581e-08,1.7285623829641897e-09,2.1041394923751996e-06,5.588862330472286e-11,5.000866029064313e-11,9.182481030827126e-16,6.541222682388464e-06,3.7800056726964704e-06,2.049686352472085e-08,1.3756248353196987e-11,2.250546364109366e-09,5.5759497123602876e-14,1.836227421961179e-08,9.546823361114142e-11,2.0888183395865497e-14,2.060915947803262e-08
2.2733302636605172e-05,0.2989129481234469,3.76,0.0,0.42983414831322175,0.9452403988759693,0.03785224904519797,0.0,6.702520920709067e-05,0.046598690593315624,0.00015615998111361153,0.014702402572708691,4.1971477333814214e-11,3.66580683432406e-12,0.00012979269913722199,3.120178852683027e-05,0.016981359274946095,0.017382242464790823,0.00037988833563626275,4.86082340899035e-06,0.00015177183877654042,3.998455966654425e-05,0.030447737809841124,0.0006736164560187407,0.007464085613088071,2.61165610455529e-05,0.003698370386900723,0.005057799021845937,2.309881664498319e-07,2.0861589525604176e-08,0.0015729840496243083,1.8099806859602e-05,0.0022558411020871965,1.3448436483976032e-06,1.4284460153316563e-06,0.0003579752861808394,0.0007260958792993253,1.4393082618373505e-08,2.62052054392774e-10,3.2027160165853124e-06,3.9537849671741005e-07,9.985653735900628e-06,0.0003922676713235936,1.4410763766175437e-09,1.3433274487571845e-08,5.914038671023417e-08,1.6459323109705946e-08,9.530346694679666e-12,6.054963366265199e-06,2.567461502308266e-11,1.198824136830583e-07,4.535150372711315e-06,1.3881706184841446e-07,4.303315892709533e-07,8.75036402437417e-05,1.3334651146072782e-08,1.6839441776464658e-08,1.7478030998033567e-09,2.1274885195097947e-06,5.641437551904605e-11,5.02811347064796e-11,9.284989562406565e-16,6.588342930605654e-06,3.846195680594952e-06,2.0636936837540994e-08,1.3997783333644114e-11,2.2824959564273603e-09,5.638012040997755e-14,1.868126061749614e-08,9.556690817888365e-11,2.124312682908504e-14,2.1072794391988203e-08
2.2854123192896607e-05,0.29892373886028145,3.76,0.0,0.42931562216041347,0.9449218833474012,0.03808635963056958,0.0,6.706077719026534e-05,0.046873955843107135,0.00015604047436587804,0.014691695482025719,4.192372955916553e-11,3.661635233398706e-12,0.0001298637087551004,3.117729330745887e-05,0.017065570196509408,0.017467458298998265,0.00037947825905856983,4.856660534111609e-06,0.00015180152230553052,3.994055305228357e-05,0.030648624074508347,0.000677559876147098,0.007503036270334104,2.628454429739318e-05,0.0037388011210283327,0.0050942741449813795,2.3073451880209317e-07,2.0987955314235113e-08,0.0015791310559351564,1.8063251287715106e-05,0.002282551374446323,1.3432018271785478e-06,1.4436489331885648e-06,0.00035908900431492276,0.0007258512082811918,1.4546077697776383e-08,2.639649986801248e-10,3.2258379659904984e-06,3.9846344034771864e-07,1.0066725990904588e-05,0.0003978664830066935,1.4522354941420936e-09,1.366146091245696e-08,6.001782295392373e-08,1.670264121811622e-08,9.667994257494425e-12,6.176248837240411e-06,2.5814550532666037e-11,1.2155082705708264e-07,4.550828105644776e-06,1.404095033927187e-07,4.3525383610924536e-07,8.85042782374806e-05,1.348434171964909e-08,1.690498361243288e-08,1.767141112424388e-09,2.150922009895695e-06,5.69405014656669e-11,5.055352885145622e-11,9.387664614984629e-16,6.635400952453028e-06,3.913133298431488e-06,2.0776709240090832e-08,1.4242054107886709e-11,2.314697377721839e-09,5.700388178637888e-14,1.900322646898079e-08,9.566657301629397e-11,2.1601190879519714e-14,2.1543115159871622e-08
2.297494374918804e-05,0.29893453853651797,3.76,0.0,0.42879774588622815,0.9446035665845736,0.03832028528106619,0.0,6.709621544954546e-05,0.0471492557678533,0.00015592102360402534,0.014680937648842167,4.187602943025471e-11,3.657467796958686e-12,0.00012993440763875118,3.1152861991317364e-05,0.017149609150202066,0.01755260323820167,0.0003790664771675875,4.852519621060354e-06,0.00015183119577219262,3.989643773516652e-05,0.03084938608276696,0.0006814895499370611,0.007541730890466915,2.645192595029762e-05,0.00377936489116703,0.005130681004982276,2.304802487296518e-07,2.1113745114320425e-08,0.0015852269472172152,1.802661874157696e-05,0.0023093681014889557,1.3415508016571916e-06,1.4588933022533835e-06,0.00036019203362442937,0.0007256066899465933,1.4699488691375739e-08,2.658746653337126e-10,3.2489159579944244e-06,4.015461326579665e-07,1.014781583217987e-05,0.00040350247795548826,1.463388725206642e-09,1.3891661529068253e-08,6.090165345780962e-08,1.6947714206614807e-08,9.806589243129436e-12,6.29905715071752e-06,2.5954861557712853e-11,1.2323203835224093e-07,4.5663576698355265e-06,1.4201149034414514e-07,4.4020355515651466e-07,8.950717073269322e-05,1.363491487196866e-08,1.697047958182326e-08,1.786576141219477e-09,2.17443928508033e-06,5.7466974368500686e-11,5.082584494858093e-11,9.490501471907358e-16,6.68239659753543e-06,3.980822205268533e-06,2.0916180572959007e-08,1.4489074183795757e-11,2.347151200998627e-09,5.763077223378298e-14,1.9328171345754526e-08,9.576722523392867e-11,2.196237150743938e-14,2.202015369521516e-08
