Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71)
1.2674469523130604e-19,0.2773037096406075,3.76,0.0,0.583704801944428,0.9999999999996616,1.6255559216478596e-44,0.0,6.660239348320914e-33,3.05525467954433e-17,3.055254679543266e-17,9.894317540825998e-19,4.914047437445484e-35,5.971154699538328e-34,2.972293034466988e-29,1.062417287556744e-29,6.555663922247122e-20,1.3178644205915688e-41,9.894317540635327e-19,2.3455437377937353e-35,5.624010206196395e-26,2.663269463157417e-32,6.699828533059786e-33,3.100677726490992e-44,8.817220237691317e-39,1.897874151376868e-43,6.555663922247112e-20,1.5680607961002455e-39,1.419321497094088e-33,1.2124132321474804e-56,1.50388474048495e-32,1.665293171454238e-33,7.259914800468392e-47,1.4089330489039535e-39,5.40658383395544e-37,1.942619764270021e-34,3.3832352034962986e-13,9.833361077664704e-36,1.6532996092118814e-58,1.4658157343888413e-43,1.6618616687704181e-50,4.214583181720698e-50,2.5528316184953036e-37,3.8095350967201964e-64,1.5148752632661441e-57,1.318844048814733e-55,1.937663604071582e-57,3.495883327015051e-60,9.962265306757917e-70,8.756629326313728e-38,9.269438238260938e-55,9.167553198167727e-51,3.623784518406003e-51,3.110593497025376e-63,2.6307960514799105e-53,4.490568876449661e-53
2.535995074871397e-19,0.2773037096406075,3.76,0.0,0.583704801944428,0.999999999999323,1.3014331451821508e-43,0.0,2.6658314483926193e-32,6.113163794083921e-17,6.113163794079664e-17,1.9797231361004663e-18,1.966899614390973e-34,2.3900180071744176e-33,8.074202530719826e-29,4.2524378895767936e-29,1.3117023469100889e-19,1.0550928544580067e-40,1.9797231360623752e-18,9.388292890523798e-35,1.1252909909843284e-25,1.066001853311701e-31,2.681677438982275e-32,1.2410792878878011e-43,3.5291859291060867e-38,7.596442950653476e-43,1.3117023469100855e-19,6.276329670096228e-39,5.6809848464126295e-33,9.70667825666159e-56,6.019458198679664e-32,6.66551256506982e-33,5.812346179372944e-46,5.6394039813599294e-39,2.164042545633569e-36,7.775541670289188e-34,6.769409791423594e-13,3.935907077202706e-35,1.3236449650153555e-57,5.867127820308807e-43,1.3308371638119415e-49,3.3750847218211744e-49,1.021797934520288e-36,6.101876751100731e-63,1.2128213205220667e-56,1.0558771526949221e-54,1.551309065678096e-56,2.7988323108162755e-59,1.5952604495718342e-68,3.5049337721310614e-37,7.421186805876205e-54,7.339616823336563e-50,2.9019666227143644e-50,4.982355482223899e-62,2.106770456549721e-52,3.59609710637636e-52
5.07309131998807e-19,0.2773037096406075,3.76,0.0,0.5837048019444279,0.9999999999986457,1.0415420486824986e-42,0.0,1.066679820461491e-31,1.22289820231631e-16,1.2228982023146063e-16,3.96030590013466e-18,7.870160476489043e-34,9.563185167591292e-33,2.4661894991770603e-28,1.7015290615103381e-28,2.6239742562808417e-19,8.443949478213859e-40,3.9603059000586994e-18,3.7565442601279805e-34,2.2510719229413756e-25,4.265395944927861e-31,1.0730202802969138e-31,4.965934831384736e-43,1.4121340694936368e-37,3.0395669367587973e-42,2.6239742562808297e-19,2.511349398896477e-38,2.273133920681089e-32,7.768293316036581e-55,2.408567350208779e-31,2.6670732492447413e-32,4.651643434154343e-45,2.2564961591298482e-38,8.658989103649251e-36,3.111229479316863e-33,1.3541758957569135e-12,1.5748755051441276e-34,1.0593182558663697e-56,2.347651253959287e-42,1.0652091260505167e-48,2.7014357162814284e-48,4.088522691542599e-36,9.768302298775115e-62,9.706256590105718e-56,8.450226247791426e-54,1.2415187270316222e-55,2.239916474898823e-58,2.5534556379498797e-67,1.4024300461319587e-36,5.9392048948509e-53,5.873924118038002e-49,2.3227494758992044e-49,7.97609594723779e-61,1.6862702284866248e-51,2.8783351991790096e-51
1.0147283810221417e-18,0.2773037096406075,3.76,0.0,0.5837048019444278,0.9999999999972913,8.333918862962644e-42,0.0,4.267413865856734e-31,2.446061848132146e-16,2.446061848125328e-16,7.921471428196888e-18,3.14857667549828e-33,3.825896781275676e-32,8.337277378782293e-28,6.807224215177675e-28,5.248518075022347e-19,6.756442513680864e-39,7.921471428045904e-18,1.5028656937846258e-33,4.50263775176615e-25,1.706436123847799e-30,4.292779830366981e-31,1.9866981743132535e-42,5.649455805225805e-37,1.2160249186368552e-41,5.248518075022299e-19,1.0047032896585712e-37,9.09401585521795e-32,6.215815973231285e-54,9.63583776568298e-31,1.0670029690772728e-31,3.7220214945906645e-44,9.027453980180747e-38,3.4641595811165356e-35,1.2446943828211155e-32,2.7086457251024033e-12,6.300527506916379e-34,8.476155539778614e-56,9.392420937647549e-42,8.523831115395139e-48,2.1616958822634333e-47,1.6356753052399054e-35,1.5633524482803464e-60,7.766480014777686e-55,6.761464883067351e-53,9.934036117191413e-55,1.792273507898962e-57,4.0863603632411946e-66,5.610633380241038e-36,4.752266288725177e-52,4.70003174884519e-48,1.8586701667150958e-48,1.2765216242565755e-59,1.3493578115267653e-50,2.3032513074173943e-50
2.029566879068811e-18,0.2773037096406075,3.76,0.0,0.5837048019444275,0.9999999999945823,6.667768155763134e-41,0.0,1.7071044753332652e-30,4.892389139763816e-16,4.892389139736544e-16,1.58438024842967e-17,1.2595331809777464e-32,1.5304832624384585e-31,3.0293650687389406e-27,2.723111295649983e-27,1.0497605712505356e-18,5.405667238158079e-38,1.584380248399853e-17,6.0119790623140934e-33,9.005785269058444e-25,6.826300026541617e-30,1.7172516841349754e-30,7.947446504706875e-42,2.2599662410983093e-36,4.864497306144223e-41,1.0497605712505165e-18,4.019140247214541e-37,3.637902395614243e-31,4.973126611470477e-53,3.854648801568245e-30,4.2683592397989815e-31,2.977899924771653e-43,3.611275482695563e-37,1.3857766885074608e-34,4.9791827423129e-32,5.4175853682589105e-12,2.520416108038382e-33,6.781568319395935e-55,3.7575039431180175e-41,6.819928240511181e-47,1.7295756563339304e-46,6.543233716206855e-35,2.5017032296296744e-59,6.213773999468024e-54,5.409685515274218e-52,7.947983494633925e-54,1.4339549596783104e-56,6.538841739268443e-65,2.2444359971110398e-35,3.802174018638489e-51,3.7603824189421113e-47,1.4871243907412225e-47,2.0427116564096632e-58,1.0796229174286314e-49,1.8428343337147618e-49
4.059243875162149e-18,0.2773037096406075,3.76,0.0,0.583704801944427,0.9999999999891644,5.334467777679862e-40,0.0,6.828695787568468e-30,9.78504372302715e-16,9.78504372291806e-16,3.168846459639775e-17,5.038337804754866e-32,6.122182144165067e-31,1.1506318750072092e-26,1.0892888417300928e-26,2.0995780987471363e-18,4.324739092288439e-37,3.168846459581668e-17,2.4049111041388048e-32,1.8012143742214165e-24,2.730631120671778e-29,6.869286252070087e-30,3.179113590283983e-41,9.040232819189754e-36,1.945879504027083e-40,2.0995780987470604e-18,1.6077215230014272e-36,1.4552201694156983e-30,3.9786928392770915e-52,1.541922261909319e-29,1.707413171086783e-30,2.382433037481654e-42,1.4445689740656044e-36,5.5433329549697794e-34,1.9917541420032703e-31,1.0835464592434028e-11,1.008207460448087e-32,5.425512258949507e-54,1.5032465825751195e-40,5.456287952765332e-46,1.3837481107790108e-45,2.617399989389077e-34,4.0029966355925006e-58,4.971255251313807e-53,4.327953866754555e-51,6.358688652015488e-53,1.147218444193206e-55,1.0462678946187335e-63,8.978109234397966e-35,3.04188361762034e-50,3.0084487506668395e-46,1.1897748201179545e-46,3.2685603120516286e-57,8.637530046068899e-49,1.4743607878935858e-48
8.118597867348827e-18,0.2773037096406076,3.76,0.0,0.583704801944426,0.9999999999783287,4.2676755474961084e-39,0.0,2.7315339079525705e-29,1.9570352889553794e-15,1.9570352889117423e-15,6.33777888202056e-17,2.01537618039071e-31,2.448922665983358e-30,4.480294219000984e-26,4.3572440152481024e-26,4.199213153740334e-18,3.459873396587257e-36,6.33777888191045e-17,9.620013124816957e-32,3.602511444281145e-24,1.0922746705705118e-28,2.747770406210652e-29,1.271675812103175e-40,3.616166702891505e-35,7.783687601513314e-40,4.19921315374003e-18,6.431016975128732e-36,5.8209990889614164e-30,3.1830341044538505e-51,6.167814532348023e-29,6.829791637119506e-30,1.9059916702339835e-41,5.7783934664889204e-36,2.217378807608723e-33,7.96717866094934e-31,2.1671222792232696e-11,4.0329118354600445e-32,4.340512906720249e-53,6.014579459443722e-40,4.3651685105679605e-45,1.1070335242276212e-44,1.0469812967679768e-33,6.405011795863479e-57,3.977098694790738e-52,3.4624452774667035e-50,5.087071667094896e-52,9.177965660337204e-55,1.674071206979301e-62,3.591316698584456e-34,2.4335646566167064e-49,2.4068161281669208e-45,9.518499799927804e-46,5.229873834815854e-56,6.910242726891128e-48,1.1795259600041005e-47
1.623730585172218e-17,0.2773037096406077,3.76,0.0,0.583704801944424,0.9999999999566571,3.4141810029499515e-38,0.0,1.092624693616016e-28,3.9140971222606994e-15,3.914097122086149e-15,1.2675643726624423e-16,8.061587171990647e-31,9.795790189839983e-30,1.7676705336956746e-25,1.742915335770114e-25,8.398483263726716e-18,2.7679315665849824e-35,1.2675643726428635e-16,3.8481827890084336e-31,7.205207086115965e-24,4.369143126442575e-28,1.0991193446854018e-28,5.0867910237232105e-40,1.4464813986879493e-34,3.113515693525872e-39,8.398483263725502e-18,2.5724329929590714e-35,2.3284233075353784e-29,2.5464643547384574e-50,2.467150910034985e-28,2.731944445621105e-29,1.5248114324880247e-40,2.3113809057772572e-35,8.869609559517222e-33,3.1869038831710864e-30,4.3342738197623794e-11,1.6131810992568723e-31,3.4724516544489035e-52,2.4070329028718152e-39,3.4921900686351887e-44,8.856408342384216e-44,4.1879677898908034e-33,1.0248192608838064e-55,3.1817168666696275e-51,2.769989096124512e-49,4.0697056320894947e-51,7.342460084425081e-54,2.6785479959907256e-61,1.4365412439959346e-33,1.9468748304406622e-48,1.9254757537362928e-44,7.6149203368801e-45,8.367940005960981e-55,5.528281659991877e-47,9.43635700396885e-47
3.2474721820468894e-17,0.27730370964060785,3.76,0.0,0.58370480194442,0.999999999913314,2.731361083283271e-37,0.0,4.370521129441116e-28,7.828220788871306e-15,7.828220788173096e-15,2.5351373415201335e-16,3.224651625131067e-30,3.9183359079139365e-29,7.021787328521812e-25,6.971696801360112e-25,1.679702348369942e-17,2.2143583927201405e-34,2.5351373414907474e-16,1.5393916611190539e-30,1.4411004376655274e-23,1.7476661387777508e-27,4.396499751444183e-28,2.0347555830232395e-39,5.785955048803489e-34,1.245419796468755e-38,1.6797023483694563e-17,1.0289784586284774e-34,9.313740490096033e-29,2.0371945324359615e-49,9.868653833996768e-28,1.0927833364050077e-28,1.2198563844946902e-39,9.24557070109851e-35,3.5478651513335135e-32,1.2747680369879902e-29,8.668576503158146e-11,6.452756856865261e-31,2.7779779972153906e-51,9.637593794275368e-39,2.793774159141648e-43,7.0851827401718105e-43,1.6751956368900207e-32,1.639724712928252e-54,2.54538883831052e-50,2.216004426787061e-48,3.255783824487134e-50,5.874003589875195e-53,4.285704058836148e-60,5.746193812974339e-33,1.5575091062021543e-47,1.5403897432819943e-43,6.091984467855786e-44,1.3388817504523155e-53,4.42266032145968e-46,7.549145337846208e-46
6.494955375796231e-17,0.2773037096406083,3.76,0.0,0.5837048019444119,0.9999999998266277,2.185095466751795e-36,0.0,1.7482129979882627e-27,1.5656468122092367e-14,1.565646811929952e-14,5.070283278983184e-16,1.2898642142676726e-29,1.5673382709363854e-28,2.798935919709565e-24,2.7886858112398318e-24,3.3594103923644594e-17,1.7714919693959013e-33,5.070283278963501e-16,6.1584680368552494e-30,2.882422298527843e-23,6.990682326184434e-27,1.7586043816887535e-27,8.139273628680261e-39,2.3143879254312493e-33,4.98174933158886e-38,3.359410392362517e-17,4.115924524147216e-34,3.7255055807240496e-28,1.6297779975737496e-48,3.94747157194592e-27,4.371144461775241e-28,9.758880029041049e-39,3.698237727591681e-34,1.419152295350279e-31,5.099085114879359e-29,1.733718027922014e-10,2.5811090183651028e-30,2.2223892943242443e-50,3.862577909791994e-38,2.2350281690284833e-42,5.6681686289870725e-42,6.700799592121394e-32,2.623570646118555e-53,2.0363174975211277e-49,1.7728088016249148e-47,2.6046347860555233e-49,4.699217880305071e-52,6.857148346413893e-59,2.298483058789896e-32,1.246010981280324e-46,1.2323154503563222e-42,4.8736068524329835e-43,2.14221987964964e-52,3.538142257499815e-45,6.039340171662192e-45
1.2989921763294914e-16,0.27730370964060913,3.76,0.0,0.5837048019443957,0.9999999996532553,1.7480791538305777e-35,0.0,6.992861686038684e-27,3.1312962788533936e-14,3.1312962777362523e-14,1.0140575152899971e-15,5.159465689036083e-29,6.269360430226937e-28,1.1176185600178254e-23,1.1154757418559291e-23,6.718826480353404e-17,1.4171956766823586e-32,1.014057515301696e-15,2.4640989342664666e-29,5.765715631322944e-23,2.7962764803983616e-26,7.034426541472047e-27,3.255898073679995e-38,9.257563634249152e-33,1.9927482478361837e-37,6.71882648034563e-17,1.646372080964134e-33,1.4902040553677826e-27,1.3038523901528265e-47,1.57899063609285e-26,1.7484600077974884e-27,7.807115602837256e-38,1.4792970056959817e-33,5.676637405465251e-31,2.039636638907657e-28,3.4674381468428343e-10,1.0324446893808354e-29,1.777914557392414e-49,1.5510576067326296e-37,1.7880260718964633e-41,4.534543894359924e-41,2.6803232478894096e-31,4.1977218828682765e-52,1.6290570309500185e-48,1.4182491457379185e-46,2.0837109176980043e-48,3.7593815866936686e-51,1.097145496508354e-57,9.193941431885993e-32,9.968102628604248e-46,9.858538219419312e-42,3.8988931911950414e-42,3.4275590683137065e-51,2.830519410770893e-44,4.831481709783087e-44
2.597985453829228e-16,0.27730370964061074,3.76,0.0,0.5837048019443632,0.9999999993065103,1.3984646598365726e-34,0.0,2.797147094555274e-26,6.262595212141475e-14,6.26259520767291e-14,2.0281158896696273e-15,2.0637894048298783e-28,2.5077452661327844e-27,4.466562614961369e-23,4.461905795899372e-23,1.3437658656330915e-16,1.1337573803315852e-31,2.0281158897555674e-15,9.862070704395671e-29,1.153490074161631e-22,1.1185112987094141e-25,2.813772461521149e-26,1.3025076495141484e-37,3.7030279367588795e-32,7.97136591018898e-37,1.3437658656299821e-16,6.585493933479407e-33,5.960819436741039e-27,1.0431275784634471e-46,6.315966556145047e-26,6.993844476198215e-27,6.2456971114781205e-37,5.917192053918726e-33,2.270673210528359e-30,8.15855173808572e-28,6.934875839520023e-10,4.129779536871673e-29,1.422333475980495e-48,6.252430227667811e-37,1.4304222721573725e-40,3.627638738220754e-40,1.0721299830641502e-30,6.716361978938786e-51,1.303247577421456e-47,1.1346001589364206e-45,1.666969966920238e-47,3.007510228860113e-50,1.7554342445596563e-56,3.6775769157127735e-31,7.97448800313312e-45,7.886836411962104e-41,3.1191176334178007e-41,5.48410031070341e-50,2.2644177779313196e-43,3.865189215821069e-43
