Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71)
1.0172839479678731e-05,0.2775392527381745,3.76,0.0,0.5725136944550977,0.9937659240542724,0.0035535194428840356,0.0,1.8152619491715313e-05,0.004954504142306623,5.708334472949164e-05,0.005006770336239008,1.1903630248596173e-09,5.90096595048836e-12,3.391008495463111e-05,1.3127398948825698e-05,0.001953597573821779,0.0023354222196286215,0.0002465658085804564,1.6404090216049827e-06,3.618166966563929e-05,3.285969381604264e-05,0.0025531719770791393,3.7031985454204965e-05,0.0003748364647319797,5.195340414274695e-07,3.6363015028639734e-05,0.00013001296728074098,6.53272791793118e-08,9.40256922901377e-10,7.100332536498867e-05,1.2972099238256954e-05,1.4655900762721109e-05,2.3719282216553045e-07,1.560474658448476e-08,1.807119652967642e-05,0.0004696685629481325,9.120001205125358e-11,3.642789427793417e-12,5.933301538603785e-08,5.562320240531787e-09,2.288719344486491e-07,1.522546396456129e-06,6.476105287409405e-11,1.1304763433794075e-11,1.3560044144960794e-10,3.814818608583987e-11,5.763273930387722e-15,2.6796653205004107e-09,1.6908152223394413e-12,3.97977735720852e-10,1.2570668336905296e-07,7.219800795574198e-10,5.4654895469529555e-09,2.3812210532449274e-07,6.928299679013823e-11
1.0350681163464806e-05,0.27754314571731165,3.76,0.0,0.5722599764639325,0.9936211142765918,0.003661002136025901,0.0,1.8358071965561273e-05,0.005048234253340116,5.7063293925468165e-05,0.005073096354331859,1.189753836022004e-09,5.897952159514068e-12,3.405242052934383e-05,1.3114694238612871e-05,0.0019937279592308534,0.002376905775388985,0.0002493783542157892,1.6385735687516614e-06,3.651927131223932e-05,3.3291296260329e-05,0.0026409897753118636,3.821796356142511e-05,0.00039336429887719355,5.507008124318792e-07,3.8090302125544204e-05,0.0001365383070423034,6.618138666374971e-08,9.965199439625962e-10,7.403509684225934e-05,1.3242245975087647e-05,1.5559569606808814e-05,2.435495536722721e-07,1.6348341717606146e-08,1.8482942609870553e-05,0.00046960011995324274,9.553398561408808e-11,3.832289902251668e-12,6.19206179056515e-08,5.817488445637146e-09,2.3749708652147096e-07,1.612847792353137e-06,6.719127236762254e-11,1.2224050359206415e-11,1.442651922526906e-10,4.058671786217017e-11,6.162094735977599e-15,2.906710989357084e-09,1.7372538387088862e-12,4.166276818278654e-10,1.2991480739689616e-07,7.51348764774728e-10,5.7081415356857265e-09,2.579422685979619e-07,7.209199964161823e-11
1.0528522847250881e-05,0.2775470240283089,3.76,0.0,0.5720048979518573,0.9934752033231362,0.003769638025875859,0.0,1.855989933428055e-05,0.0051422285910396005,5.704332666863767e-05,0.005138203705826658,1.1891452519766878e-09,5.894936806559364e-12,3.419267203537373e-05,1.3102138476284395e-05,0.0020339830903168495,0.0024183692848752715,0.00025213277905896547,1.6367579243478502e-06,3.685092140260441e-05,3.371471552620402e-05,0.0027299484033393635,3.941849739037922e-05,0.0004123619186110361,5.829291714160021e-07,3.986994921366768e-05,0.0001432380137109959,6.70192455753971e-08,1.0546858150667006e-09,7.712551473232561e-05,1.350972182389528e-05,1.650112614913875e-05,2.498722635540453e-07,1.711437900377353e-08,1.889607573149022e-05,0.00046953116394669284,9.999831909617148e-11,4.027205238687452e-12,6.458245296336059e-08,6.0798663633940295e-09,2.463249765618585e-07,1.7072027186153307e-06,6.9678013903632e-11,1.3202347492079728e-11,1.5335368965843336e-10,4.314464714452922e-11,6.5818655651621336e-15,3.149144566112271e-09,1.783552725458588e-12,4.3580372804372065e-10,1.3420645881975674e-07,7.813183346885772e-10,5.956461922925111e-09,2.7894178675394784e-07,7.495661733087542e-11
1.0706364531036957e-05,0.2775508877257114,3.76,0.0,0.571748488947704,0.9933282129827513,0.003879404426702135,0.0,1.875810870824162e-05,0.005236486972543,5.702344300924954e-05,0.005202093067325726,1.188537300907977e-09,5.891924740909759e-12,3.433083107460703e-05,1.3089731492896352e-05,0.002074360061076906,0.002459812814689459,0.0002548296152459818,1.6349620988731706e-06,3.717662194577338e-05,3.412995846309087e-05,0.0028200263927348327,4.063353226675259e-05,0.0004318253567851083,6.162181555173781e-07,4.170243613532205e-05,0.00015011130935230517,6.784087237778414e-08,1.1147517301727777e-09,8.027339212149122e-05,1.3774435085700465e-05,1.7481293726000127e-05,2.561564980641524e-07,1.7903057292232322e-08,1.9310511997135464e-05,0.00046946169675732817,1.045941567933076e-10,4.22752161899193e-12,6.731867122274095e-08,6.349453158410045e-09,2.55355090682016e-07,1.8057291931185531e-06,7.222109848384306e-11,1.4242422667377217e-11,1.628795529081462e-10,4.582581123979778e-11,7.023291809004712e-15,3.4077506432624164e-09,1.8296789600744445e-12,4.555122261705751e-10,1.3858026165349167e-07,8.11887695526375e-10,6.210450909463877e-09,3.0115965756415523e-07,7.787659875973604e-11
1.0884206214823032e-05,0.27755473688075444,3.76,0.0,0.5714907793534365,0.9931801649792978,0.003990278724679888,0.0,1.895271021600177e-05,0.00533100902738416,5.700364290440247e-05,0.005264766194508293,1.1879300084335616e-09,5.8889216592424675e-12,3.446689139591563e-05,1.3077472994540687e-05,0.00211485596672815,0.002501236432772034,0.0002574694208520039,1.6331860861680956e-06,3.7496380333639035e-05,3.45370391246229e-05,0.002911202297401528,4.1863019851980054e-05,0.00045175030431164403,6.505656839935953e-07,4.3588223428139715e-05,0.00015715730163205112,6.86462977417474e-08,1.1767128541196502e-09,8.34775010289759e-05,1.4036299885263681e-05,1.8500780935694748e-05,2.623979974762541e-07,1.8714567119080693e-08,1.9726168343729416e-05,0.00046939172163514665,1.0932259465929681e-10,4.433220623097152e-12,7.012935135591626e-08,6.626242285186503e-09,2.645868020192602e-07,1.9085454322189814e-06,7.482031510756796e-11,1.5347114518482526e-11,1.7285646008373786e-10,4.863406334347352e-11,7.487081521488118e-15,3.6833386794533537e-09,1.875599189203388e-12,4.757595519293306e-10,1.4303475574556218e-07,8.430557496750097e-10,6.4701078851431445e-09,3.246347006406422e-07,8.08516905127715e-11
1.1062047898609107e-05,0.27755857158067837,3.76,0.0,0.5712317989213012,0.9930310809314822,0.004102238395889557,0.0,1.9143716874403853e-05,0.005425794204593735,5.698392622184323e-05,0.005326225881334466,1.1873234041569226e-09,5.885916503742015e-12,3.460084883250958e-05,1.3065362567791033e-05,0.0021554679062787633,0.0025426402083048912,0.0002600527782836432,1.6314298641146576e-06,3.7810209141664835e-05,3.493597848296347e-05,0.0030034547124095133,4.3106917603699496e-05,0.00047213212687325994,6.859685945748445e-07,4.5527752513060816e-05,0.00016437498869461742,6.943556592033402e-08,1.2405623885527003e-09,8.673657545859429e-05,1.4295236030011443e-05,1.9560281131705232e-05,2.685926982502422e-07,1.954909078397221e-08,2.014296259834269e-05,0.0004693212660195117,1.1418468506808814e-10,4.644280521593091e-12,7.301450154694603e-08,6.91022165902265e-09,2.7401937690290745e-07,2.015769730768807e-06,7.74754224645705e-11,1.6519331119218343e-11,1.8329813281795283e-10,5.157326821137173e-11,7.973944245026744e-15,3.9767429896318136e-09,1.9212967976709143e-12,4.965521023658738e-10,1.4756840153679642e-07,8.748214045594105e-10,6.7354315142022286e-09,3.4940550842249613e-07,8.388163793151802e-11
1.1239889582395183e-05,0.277562391928024,3.76,0.0,0.5709715772320323,0.9928809823859511,0.0042152610235091995,0.0,1.9331144461255663e-05,0.005520841779902439,5.6964292743856736e-05,0.0053864759185792786,1.186717510019897e-09,5.882913510624923e-12,3.473270123706997e-05,1.3053399685100687e-05,0.0021961929850073743,0.0025840242116168294,0.00026258029268598954,1.6296933953315383e-06,3.81181259268156e-05,3.5326804152203255e-05,0.0030967622921063715,4.436518823657997e-05,0.0004929658817315153,7.224226815825646e-07,4.752144590152379e-05,0.00017176326408557474,7.020873428275083e-08,1.3062916445586888e-09,9.00493144264835e-05,1.4551168868778693e-05,2.0660471953613694e-05,2.747367344034488e-07,2.0406802456704407e-08,2.056081353064351e-05,0.0004692503317752825,1.1918142954008611e-10,4.860675804157843e-12,7.597406114059107e-08,7.201373831789708e-09,2.8365198057750813e-07,2.1275203451357167e-06,8.018615067242141e-11,1.7762048474358792e-11,1.942183211924827e-10,5.464729786064897e-11,8.484590429244002e-15,4.28882270013338e-09,1.9667434877164525e-12,5.178962929252945e-10,1.5217958487195255e-07,9.071835807298654e-10,7.006419817630523e-09,3.755103987754575e-07,8.696618612973694e-11
1.1417731266181258e-05,0.2775661980399155,3.76,0.0,0.5707101436741172,0.9927298907804004,0.004329324314198069,0.0,1.9515011389486958e-05,0.00561615086302014,5.6944742171219625e-05,0.00544552105186782,1.1861123438954977e-09,5.879922350544986e-12,3.486244841530083e-05,1.3041583710204054e-05,0.002237028316848608,0.0026253885140917303,0.0002650525903683329,1.6279766278620808e-06,3.84201530233284e-05,3.570955011477325e-05,0.0031911037674908754,4.563779918599099e-05,0.000514246334575797,7.59922735606206e-07,4.9569707420633614e-05,0.0001793209217014285,7.096587275989647e-08,1.3738901172993165e-09,9.341438495810504e-05,1.4804029150338314e-05,2.180201489550186e-05,2.8082643809176025e-07,2.1287868276991294e-08,2.0979640901993863e-05,0.0004691789161610113,1.2431378180756567e-10,5.082376316020344e-12,7.900790242817562e-08,7.499676173753348e-09,2.9348368256755656e-07,2.243915379391792e-06,8.295220287509966e-11,1.9078308865970255e-11,2.0563078890439633e-10,5.786002731697822e-11,9.01973056770748e-15,4.62046166939471e-09,2.01190622316962e-12,5.397985543385983e-10,1.5686662184267327e-07,9.401412192861223e-10,7.283070252385168e-09,4.029873692989075e-07,9.010508094821284e-11
1.1595572949967333e-05,0.2775699900473584,3.76,0.0,0.5704475274241226,0.9925778273882613,0.004444406113671285,0.0,1.9695338575086313e-05,0.005711720404963005,5.692527412706356e-05,0.0055033669394109475,1.185507930475314e-09,5.8769287356235704e-12,3.49900920571375e-05,1.3029913903599255e-05,0.0022779710266832235,0.002666733188079516,0.0002674703172520204,1.6262794958593584e-06,3.871631733468556e-05,3.608425642186168e-05,0.003286457962830582,4.692472207678598e-05,0.0005359679763577201,7.98462584453428e-07,5.16729224547976e-05,0.00018704666075001065,7.170706314574356e-08,1.4433455584716675e-09,9.683042504541157e-05,1.5053752881718543e-05,2.2985554911458697e-05,2.868583396963363e-07,2.2192446445869856e-08,2.1399365511220926e-05,0.0004691070520115207,1.295826555408547e-10,5.309349344614862e-12,8.211583255993679e-08,7.805101057008016e-09,3.0351346175114305e-07,2.3650726748326764e-06,8.577325654436818e-11,2.0471219085572905e-11,2.1754929875435055e-10,6.121533049541717e-11,9.580073938674587e-15,4.972568375020091e-09,2.0567751533607565e-12,5.622653295850155e-10,1.6162776364114807e-07,9.736932890523436e-10,7.565379786758776e-09,4.3187405342188e-07,9.329806985305908e-11
1.1773414633753409e-05,0.2775737680945241,3.76,0.0,0.5701837574280735,0.9924248133693313,0.004560484421469265,0.0,1.987214930955367e-05,0.005807549205402922,5.6905888160793464e-05,0.005560020109540729,1.1849042864846927e-09,5.8739351242372885e-12,3.511563566659164e-05,1.3018389427909428e-05,0.0023190182525315755,0.002708058306809933,0.0002698341373441159,1.6246019202830423e-06,3.9006650125290224e-05,3.6450968908502656e-05,0.003382803811530269,4.822593219939112e-05,0.000558125040059224,8.38035135116743e-07,5.3831458202344116e-05,0.00019493909070628326,7.243239864823999e-08,1.5146440564082442e-09,0.00010029604655640461,1.5300281186333287e-05,2.4211720057723647e-05,2.928291672942529e-07,2.312068735369923e-08,2.1819909237102122e-05,0.0004690347427094347,1.3498891504031318e-10,5.5415592179777516e-12,8.529759556797117e-08,8.117616042017687e-09,3.1374021119044337e-07,2.4911097029756134e-06,8.864896498877112e-11,2.1943948532718404e-11,2.2998759841578887e-10,6.471707615680416e-11,1.0166328102653835e-14,5.346075768043561e-09,2.1013277208989352e-12,5.853030705175596e-10,1.6646120140453495e-07,1.007838792896085e-09,7.853344972311287e-09,4.6220767835943e-07,9.654490277395646e-11
1.1933472149160878e-05,0.27757715653012655,3.76,0.0,0.5699454017028749,0.9922863053397094,0.004665788864800319,0.0,2.0028293472857773e-05,0.00589401568358875,5.6888510539043836e-05,0.005609994252528088,1.1843616733738102e-09,5.871252992096019e-12,3.5226833689655496e-05,1.3008140890929746e-05,0.0023560477638147137,0.00274523425508951,0.0002719160473104398,1.6231087475889251e-06,3.926299287683024e-05,3.677421776155894e-05,0.003470345627409737,4.9409219016964206e-05,0.0005784337219735185,8.745268201194863e-07,5.582172863161926e-05,0.00020218358071483954,7.30717305077727e-08,1.5803757443552212e-09,0.00010345633195365646,1.551937991993762e-05,2.53522183893596e-05,2.981481479011923e-07,2.3976453910743382e-08,2.2199035269554152e-05,0.0004689692756061152,1.3997268947209762e-10,5.754992057864559e-12,8.822404863787241e-08,8.404911029755776e-09,3.2311171489576573e-07,2.6088119099450383e-06,9.128352758140468e-11,2.3340318844846172e-11,2.4163782770173875e-10,6.799704581329404e-11,1.0716693470741688e-14,5.701320678414994e-09,2.1411265680207337e-12,6.065305498431331e-10,1.7087156883484983e-07,1.0390763402083562e-09,8.117346089684127e-09,4.907754842546725e-07,9.951288495539902e-11
1.2093529664568347e-05,0.2775805339069307,3.76,0.0,0.5697061554301233,0.9921470595007755,0.00477186700197137,0.0,2.0181630070587723e-05,0.005980689999097056,5.687119855463283e-05,0.005659014150362962,1.1838197058728236e-09,5.868572617543377e-12,3.53363399011389e-05,1.2998008581308058e-05,0.0023931575635762928,0.002782394478026389,0.0002739553505407286,1.6216312666284393e-06,3.9514669292212975e-05,3.709107419894691e-05,0.0035586585459876008,5.060404713048347e-05,0.0005990856954290015,9.118421575153874e-07,5.785733438966107e-05,0.0002095607653655465,7.36983870341517e-08,1.647575437031607e-09,0.00010665459215528435,1.5735810691893537e-05,2.652817126399138e-05,3.0341305783640963e-07,2.485160174041553e-08,2.257870706446202e-05,0.0004689034635822042,1.450689787868179e-10,5.972602896312313e-12,9.120977850678444e-08,8.697888953556703e-09,3.326408836808659e-07,2.7306463748795146e-06,9.396177726292768e-11,2.4806353475593097e-11,2.5373017141390354e-10,7.140156518332719e-11,1.1289129312393531e-14,6.0753897294937955e-09,2.180637126070639e-12,6.28230450414464e-10,1.7533759270506666e-07,1.0707931260178064e-09,8.38592224662137e-09,5.205715899339002e-07,1.0252410358501882e-10
1.2253587179975816e-05,0.2775839003545489,3.76,0.0,0.5694660391650256,0.9920070909128784,0.004878703167946469,0.0,2.0332180515979888e-05,0.006067570991650805,5.6853951741426425e-05,0.005707086201023224,1.1832783967751898e-09,5.86588415473602e-12,3.5444160340148935e-05,1.2987991706384143e-05,0.0024303456008401805,0.002819539030508183,0.0002759525627863926,1.6201693950648296e-06,3.976171039349197e-05,3.740158251663458e-05,0.003647727494821303,5.1810404121365766e-05,0.0006200762862010765,9.499742352838718e-07,5.993850648656063e-05,0.0002170694641046587,7.431245750001093e-08,1.716229852232609e-09,0.0001098897721699723,1.5949540645558107e-05,2.7740000231111946e-05,3.086219165493666e-07,2.5746224714180812e-08,2.295887006380977e-05,0.00046883732446546583,1.5027832468478595e-10,6.194360342825303e-12,9.425447611609075e-08,8.996516938870988e-09,3.4232675034086865e-07,2.8566975636715936e-06,9.668341619999652e-11,2.6344484683348305e-11,2.6627456605435204e-10,7.493342844051265e-11,1.1884144318216564e-14,6.469013108885109e-09,2.2198567766213087e-12,6.50407480265363e-10,1.7985784868773943e-07,1.1029885158176273e-09,8.659070326557146e-09,5.516221350844629e-07,1.0557838442997145e-10
1.2413644695383285e-05,0.27758725600945017,3.76,0.0,0.569225073271326,0.9918664145553765,0.004986281830684564,0.0,2.0479967472503865e-05,0.0061546574198776,5.683676959459381e-05,0.005754217267955888,1.1827377456222813e-09,5.863211038236613e-12,3.555030205663993e-05,1.2978089422328622e-05,0.0024676098381330495,0.0028566679678022097,0.0002779082080467501,1.6187230435941581e-06,4.000414954559195e-05,3.770579011218006e-05,0.003737537508122704,5.3028278735572954e-05,0.0006414006916819714,9.889156457243661e-07,6.206546471588614e-05,0.00022470844967217287,7.491403742361459e-08,1.7863248223050276e-09,0.00011316080677310856,1.6160539926999873e-05,2.8988115073501107e-05,3.137728683799838e-07,2.6660411899305068e-08,2.333947050499553e-05,0.00046877083178061387,1.5560123298376443e-10,6.4202287537394744e-12,9.735779657461339e-08,9.300759440826177e-09,3.5216830235341946e-07,2.987049455156314e-06,9.944813414501332e-11,2.7957180395615956e-11,2.792809050832257e-10,7.859541693418975e-11,1.2502244483361048e-14,6.88293651348745e-09,2.2587516020310834e-12,6.730663443231242e-10,1.8443088491180092e-07,1.1356619098446681e-09,8.936787097099648e-09,5.839528997963327e-07,1.0867555662253787e-10
1.2573702210790754e-05,0.277590601014572,3.76,0.0,0.5689832779130395,0.9917250452185465,0.005094587597771479,0.0,2.062501478017147e-05,0.0062419479655421925,5.68196515727748e-05,0.005800414655540427,1.1821977640232171e-09,5.860540824107408e-12,3.5654773068619226e-05,1.296830083717231e-05,0.0025049482525182527,0.0028937813455123637,0.0002798228177572003,1.6172921163067985e-06,4.0242022334671796e-05,3.800374730982266e-05,0.003828073734124911,5.4257660607867236e-05,0.0006630539902594813,1.028658511440722e-06,6.423841783631068e-05,0.00023247645091228474,7.550322793218627e-08,1.8578453337089668e-09,0.0001164666220563136,1.6368781601226208e-05,3.0272913688569646e-05,3.188641809329293e-07,2.759424760743582e-08,2.3720455437607952e-05,0.0004687040163333707,1.6103819088185004e-10,6.650170711083264e-12,1.005193605826729e-07,9.610578363038274e-09,3.621644843405217e-07,3.1217854880931404e-06,1.0225560875693751e-10,2.964694281979856e-11,2.9275903170303595e-10,8.23902971043568e-11,1.3143931940367217e-14,7.3179209846071335e-09,2.29732080256006e-12,6.962117423980142e-10,1.8905522468791946e-07,1.1688127454050951e-09,9.219069242372077e-09,6.175892850448466e-07,1.118154529822975e-10
1.2717753974657475e-05,0.2775936025366372,3.76,0.0,0.5687649693970421,0.9915972324476231,0.005192671857836158,0.0,2.0753235549776393e-05,0.0063206828288863886,5.68042997048771e-05,0.005841200381790551,1.181712360224202e-09,5.858134338099917e-12,3.574737589978714e-05,1.2959587549433784e-05,0.0025386145873937233,0.0029271701282028166,0.0002815113257066952,1.616017385137746e-06,4.0452234711481436e-05,3.8266608502771286e-05,0.003910165071655441,5.5373934939267295e-05,0.000682819006214169,1.0651054662861173e-06,6.623356507228371e-05,0.0002395768766262666,7.602299432636232e-08,1.923419578481524e-09,0.00011947069988958221,1.6553821378245962e-05,3.1460916278552686e-05,3.233940365957854e-07,2.845156515885989e-08,2.4063627519550736e-05,0.0004686436156406383,1.6602934506528052e-10,6.860571341609297e-12,1.0341422634841059e-07,9.894149780467044e-09,3.712923518016996e-07,3.2468648461679844e-06,1.0481861718710535e-10,3.123571558417289e-11,3.053008134469559e-10,8.59215845592917e-11,1.3742029437292906e-14,7.728055439241431e-09,2.3317526937909573e-12,7.174624658578619e-10,1.932597566472648e-07,1.1990562763544622e-09,9.477023783925686e-09,6.489990115451818e-07,1.1467775389627187e-10
1.2861805738524196e-05,0.27759659566552886,3.76,0.0,0.568546019582994,0.9914688808737554,0.0052913217102582245,0.0,2.0879276295973687e-05,0.006399580839959074,5.678899887029988e-05,0.005881241978415502,1.1812275044012408e-09,5.855738706230124e-12,3.583863982415277e-05,1.2950964886672648e-05,0.0025723379273669186,0.002960546393835806,0.00028316742701624714,1.6147549864031876e-06,4.065880768734954e-05,3.8524490317721956e-05,0.00399282205670521,5.6499515421421664e-05,0.0007028426133035896,1.1021885090430762e-06,6.826626551026324e-05,0.00024677975920249756,7.65328927190726e-08,1.9901236696719027e-09,0.00012250128230123784,1.6736592277545835e-05,3.267921846644291e-05,3.27873185898049e-07,2.932491749063886e-08,2.4407031390954233e-05,0.000468582943716346,1.7111356271238507e-10,7.0742137419333045e-12,1.06355613452319e-07,1.018217413892589e-08,3.80543756869257e-07,3.375622431868825e-06,1.0741573767084289e-10,3.289083511007159e-11,3.182397605863518e-10,8.956473323532873e-11,1.4359996269797847e-14,8.156454099587887e-09,2.3658994602536763e-12,7.391144973429375e-10,1.975035243864243e-07,1.229685756762515e-09,9.738671073568218e-09,6.815044912284554e-07,1.1757441310712337e-10
1.3005857502390917e-05,0.27759958051728584,3.76,0.0,0.5683264427268208,0.9913400009665105,0.005390526247236229,0.0,2.100315656344591e-05,0.006478640894555281,5.6773748607120236e-05,0.005920545590681985,1.1807432048139221e-09,5.853340094273176e-12,3.592857252670488e-05,1.2942432110206148e-05,0.002606116831618284,0.0029939101834867603,0.0002847915214861314,1.6135048379817967e-06,4.086177134541877e-05,3.8777434873870446e-05,0.004076034125409569,5.763439531527793e-05,0.0007231210125416378,1.1399010245806839e-06,7.033664916828084e-05,0.00025408409165581484,7.703300751592828e-08,2.0579451031130115e-09,0.00012555757421787636,1.6917080395701328e-05,3.3928085293095873e-05,3.3230061348102724e-07,3.021435653502646e-08,2.4750630192561646e-05,0.00046852203885863026,1.762911452199408e-10,7.291066240915107e-12,1.0934317967975486e-07,1.0474618833016625e-08,3.899178503139629e-07,3.5081177563866506e-06,1.1004671312092094e-10,3.461419081433358e-11,3.315829174436934e-10,9.332172129345642e-11,1.499818962467543e-14,8.603702873219371e-09,2.3997646997812408e-12,7.611712438050535e-10,2.017854103274473e-07,1.2607008607564299e-09,1.0004008634191477e-08,7.151233848365434e-07,1.2050531754751758e-10
1.3149909266257638e-05,0.2776025572111749,3.76,0.0,0.5681062529361978,0.9912106031438106,0.00549027466651454,0.0,2.1124896494872166e-05,0.006557861848247991,5.6758548434751844e-05,0.005959117593869519,1.1802594630046694e-09,5.850941498427574e-12,3.6017182221011566e-05,1.2933988456876843e-05,0.0026399498711049845,0.0030272615383546923,0.0002863840119115994,1.6122668543338973e-06,4.106115693231824e-05,3.902548579436871e-05,0.004159790804530061,5.8778567836620625e-05,0.0007436503491614947,1.1782361538423984e-06,7.244483930357491e-05,0.00026148884493451346,7.752342597788779e-08,2.1268709331915436e-09,0.00012863877846009612,1.7095273536829927e-05,3.520777381716639e-05,3.3667537936181514e-07,3.111993132279212e-08,2.5094387629732692e-05,0.00046846089078396067,1.8156237262732213e-10,7.511099516577266e-12,1.1237656388843981e-07,1.0771449874512445e-08,3.9941376048341937e-07,3.6444098587640667e-06,1.1271127994063923e-10,3.640769085875618e-11,3.4533727890129244e-10,9.7194512434048e-11,1.5656963057665815e-14,9.070397234195854e-09,2.43334197330124e-12,7.836361034896262e-10,2.061042870806838e-07,1.2921012908564343e-09,1.027303400221684e-08,7.498730629099352e-07,1.2347035722831196e-10
1.3279555853737688e-05,0.27760522936172755,3.76,0.0,0.5679075696036193,0.9910937108179253,0.005580504422344705,0.0,2.1232649546775412e-05,0.00662929729884187,5.674491069599049e-05,0.005993212314870039,1.179824570482538e-09,5.848792407608123e-12,3.609580696872321e-05,1.2926464719945691e-05,0.0026704447210102907,0.0030572671601306832,0.0002877905668367176,1.6111629966543837e-06,4.123757142015543e-05,3.924458476996161e-05,0.004235628877023304,5.981626255393849e-05,0.0007623380765918581,1.2132642511071364e-06,7.437463148069537e-05,0.0002682381155935599,7.795658668896153e-08,2.189837413995374e-09,0.00013143250236595394,1.7253676416160004e-05,3.6386052052612316e-05,3.405669254212986e-07,3.194878291641529e-08,2.540387541816243e-05,0.00046840563633110134,1.8638676021671367e-10,7.711823774981274e-12,1.1514547100943082e-07,1.1042318989393671e-08,4.080634954368318e-07,3.770367392044881e-06,1.1513788826403604e-10,3.808340576528434e-11,3.580735228095816e-10,1.0078064668341259e-10,1.6267744677923382e-14,9.507547895242288e-09,2.4633025433486145e-12,8.042062145854998e-10,2.1002196474583594e-07,1.320690909175434e-09,1.0518307893937285e-08,7.821287104167649e-07,1.2616799023526147e-10
1.3409202441217738e-05,0.2776078950945553,3.76,0.0,0.5677084111677313,0.9909764147511229,0.0056711583398901914,0.0,2.133870114868221e-05,0.0067008612337717795,5.673131275322023e-05,0.006026724716055543,1.1793901321770519e-09,5.8466444735107845e-12,3.6173373822402206e-05,1.2919011948506e-05,0.002700981248554296,0.003087262773353688,0.0002891721478694404,1.6100688538364758e-06,4.141113815058649e-05,3.945979015501979e-05,0.004311892175551333,6.086147338278218e-05,0.000781223021199678,1.2487856107273797e-06,7.633522193615283e-05,0.00027506709876331376,7.838203396199685e-08,2.253677654832249e-09,0.00013424517593557968,1.7410205244039335e-05,3.7589673721176465e-05,3.444145312884028e-07,3.279077361314844e-08,2.5713437110953992e-05,0.00046835020169798256,1.9128739610596627e-10,7.915074906785882e-12,1.1795089542183069e-07,1.1316685872997675e-08,4.1681051428096697e-07,3.899490060169427e-06,1.1759128760851116e-10,3.981891312777389e-11,3.711534880562679e-10,1.0446356875976917e-10,1.6895732884370666e-14,9.96138674076353e-09,2.4930184861572812e-12,8.251121042808524e-10,2.1396785224208174e-07,1.3495922483852655e-09,1.0766565185124718e-08,8.153263600766413e-07,1.2889311066976737e-10
1.3538849028697789e-05,0.2776105545025044,3.76,0.0,0.5675087875924126,0.9908587223110958,0.0057622287739533175,0.0,2.1443067080639818e-05,0.006772552744297975,5.671775422204674e-05,0.006059659869808232,1.1789561518476283e-09,5.84448970399901e-12,3.6249889769964716e-05,1.2911629541661648e-05,0.0027315584381739752,0.0031172484082342047,0.0002905290532622284,1.6089843572512396e-06,4.158188205624572e-05,3.967113655361888e-05,0.004388573265561616,6.191419476609617e-05,0.0008003022765380432,1.2847947845230527e-06,7.832668694969759e-05,0.0002819750043875041,7.87998367724077e-08,2.318381418717096e-09,0.00013707621670547575,1.756485448409423e-05,3.881880957760935e-05,3.4821766173540726e-07,3.3645933310153975e-08,2.6023047441760537e-05,0.00046829458777230317,1.9626445298899848e-10,8.120829698106404e-12,1.207925380274233e-07,1.159452315383277e-08,4.256541399455463e-07,4.0318198269449294e-06,1.2007127417055255e-10,4.161563917613535e-11,3.845821578391722e-10,1.0824467639700043e-10,1.7541177589525864e-14,1.0432367186030235e-08,2.5224968750623855e-12,8.463562269099553e-10,2.179411129785454e-07,1.378805152903914e-09,1.1017804158429828e-08,8.49478041005545e-07,1.3164564519551597e-10
1.3668495616177839e-05,0.27761320767999204,3.76,0.0,0.5673087087366838,0.9907406408158789,0.005853708154840796,0.0,2.1545763423284744e-05,0.006844370900928939,5.670423470872788e-05,0.006092022966601737,1.1785226240227295e-09,5.8423445030119146e-12,3.632536208504579e-05,1.2904316886280446e-05,0.0027621752830907943,0.0031472240950145406,0.00029186158224328926,1.6079094365412522e-06,4.174982867001829e-05,3.9878659343050955e-05,0.004465664779329642,6.297442080156847e-05,0.0008195729116385642,1.3212862006665477e-06,8.03490986607415e-05,0.00028896103162068053,7.921006585739035e-08,2.3839382583891642e-09,0.00013992504270896424,1.7717619599724053e-05,4.007362511327164e-05,3.519758268500857e-07,3.451429013175095e-08,2.633268152598081e-05,0.00046823877309706174,2.0131808765710452e-10,8.329064199200575e-12,1.2367008949697999e-07,1.1875802724487615e-08,4.345936837303337e-07,4.167398288655653e-06,1.225776413425048e-10,4.347502007785987e-11,3.9836447469894497e-10,1.1212535551052334e-10,1.8204326485451292e-14,1.0920948566061512e-08,2.551719483016484e-12,8.679410279639005e-10,2.2194090741428177e-07,1.4083294868873705e-09,1.1272023135945544e-08,8.845955731917701e-07,1.3442552275871842e-10
