Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50)
6.010025215239294e-07,0.31553305275026583,3.76,0.0,0.6903936241637987,0.9289475980443359,0.017284078235857023,0.0,0.0004152150418019574,0.13111878300380764,0.010249787919458719,0.08277973268461598,1.3694518320641045e-08,1.151456521760669e-09,0.002491120201952736,0.0018784413259786378,0.04734334008652567,0.051672216678925895,0.0006843861114333579,0.00021674328465962994,0.0013183899532517019,2.1229440746406544e-05,0.006629810454159796,0.001287626570603574,0.0008711133041466682,1.1157180576079209e-05,0.0066857354606703265,0.0018403617645578508,2.4791064405017647e-06,1.0312701861836001e-09,0.0011297528170659149,2.733404712738535e-05,0.00031845874330153136,1.003589298038768e-05,2.4589567707502956e-06,0.01328241738062694,0.0032071820689182134,1.3680892251459848e-07,4.681526009758832e-10,4.5262826089525e-06,5.041119261353661e-07,7.857725732214729e-06,0.00010884331554136006,2.0569484450731498e-10,1.7677051745020222e-09,2.2807516333096963e-08,7.730589548860685e-09,1.0870105104911101e-10,4.5034566980311923e-07,3.6377776455872213e-10,8.602427038857665e-08,1.9277073870623392e-05
6.130441006324675e-07,0.3156650181281962,3.76,0.0,0.6869515518592649,0.9275090303943643,0.017783261399683198,0.0,0.00041854329238937455,0.13364300124452852,0.01018379523904743,0.0839799939936854,1.3577744419649908e-08,1.1417829843489833e-09,0.002499323490091665,0.0018561235387383687,0.04831243780197247,0.05270379526420855,0.0006862680322374134,0.00021360914541443453,0.0013287882505937697,2.149763037649748e-05,0.0069058542828244664,0.0013003281302702485,0.000916782675942809,1.1836886069270698e-05,0.006958146906212027,0.00194780947279237,2.5099586382735398e-06,1.0920053884236787e-09,0.0011809316490270663,2.745132880053994e-05,0.00034125226032331066,1.0332960423129677e-05,2.559823509782311e-06,0.013624965290316732,0.0032022152799287763,1.4236689972101175e-07,4.954877650450789e-10,4.680355363304955e-06,5.274027622824929e-07,8.11180195992274e-06,0.00011412501764225353,2.1193045664697783e-10,1.8975219624283532e-09,2.3978133673527063e-08,8.132145616840148e-09,1.1496613062556672e-10,4.849983662900404e-07,3.756064406717314e-10,9.077230858508902e-08,2.0080511604182955e-05
6.250856797410057e-07,0.31579616852413,3.76,0.0,0.6835323300998783,0.9260758914680998,0.018283758554602143,0.0,0.000421811420771845,0.13615640104707222,0.010118946979209203,0.085149762404676,1.3462985706044394e-08,1.1322784047157263e-09,0.0025074848063936605,0.001834367804392251,0.04927523629269211,0.053726382665854756,0.0006878680513095591,0.0002105616175099101,0.001338924916745823,2.1756970975403484e-05,0.007185724959810164,0.0013122720648136017,0.0009632175261476604,1.2533414758292535e-05,0.007234048566833961,0.002058275385130137,2.5397845858488427e-06,1.1540580170158422e-09,0.0012328655424133546,2.754992666937647e-05,0.00036504392597134177,1.0626791569320702e-05,2.6617542057064906e-06,0.013966229421164812,0.0031972672359269014,1.4798234493526137e-07,5.23573138382315e-10,4.838116557333321e-06,5.513658232864487e-07,8.37188311861706e-06,0.00011954816826775187,2.1829885781628733e-10,2.03333882933393e-09,2.518398617747333e-08,8.545997349403807e-09,1.2143683899151942e-10,5.21355845105996e-07,3.874212047540865e-10,9.56702199233035e-08,2.0890761045120896e-05
6.371272588495439e-07,0.3159265154975213,3.76,0.0,0.6801356603786441,0.9246481213351775,0.018785475725929295,0.0,0.0004250220831408139,0.13865915926980124,0.010055229463328966,0.08628958966958514,1.3350221668809628e-08,1.122940162960413e-09,0.002515610456445204,0.0018131587325930954,0.05023181334397547,0.05474014198322252,0.0006891995780248272,0.00020759802806718714,0.0013488088441121636,2.2007656578919575e-05,0.007469315387514866,0.0013235005495598993,0.0010103718364095097,1.3246121866044037e-05,0.007513342168199611,0.0021717231090226737,2.568607093168544e-06,1.2173614024061812e-09,0.0012855269722138025,2.763061047563053e-05,0.0003898473089158012,1.0917208312995164e-05,2.7646976774372684e-06,0.014306161426126264,0.003192337730005145,1.5365250091833252e-07,5.52397408393047e-10,4.999591976966507e-06,5.760005927970883e-07,8.63797855786506e-06,0.0001251151576825283,2.2479955536325773e-10,2.175281098567936e-09,2.642582902192045e-08,8.972403438757842e-09,1.2811637946918047e-10,5.594568758105784e-07,3.9921667858841684e-10,1.0072087082740689e-07,2.1707455949282633e-05
6.49168837958082e-07,0.3160560705037594,3.76,0.0,0.6767612492512908,0.9232256602946961,0.019288323186239145,0.0,0.0004281777390602099,0.14115144835893176,0.00999262612320577,0.08740002260659592,1.3239426085486888e-08,1.1137653338278764e-09,0.002523705761196491,0.0017924806738233384,0.051182245972131744,0.05574523409789871,0.0006902756348024121,0.0002047157091810944,0.0013584482828409316,2.224987829895717e-05,0.007756520430313296,0.00133405384183223,0.0010581995999307237,1.3974348204218279e-05,0.007795934732327683,0.002288114394886127,2.596448607313967e-06,1.281848067972214e-09,0.001338888813738452,2.7694144155983872e-05,0.00041567547233940355,1.1204046593661248e-05,2.868605661854485e-06,0.014644716550480896,0.003187426556033113,1.593747680356024e-07,5.81948755553989e-10,5.164800336718373e-06,6.013058844006459e-07,8.910087191854183e-06,0.00013082843942264426,2.3143178821836086e-10,2.323475081712742e-09,2.7704434976065106e-08,9.411628366420998e-09,1.3500802164430253e-10,5.993403852892111e-07,4.109879158154783e-10,1.0592719661019202e-07,2.2530243653706504e-05
6.612104170666202e-07,0.31618484494681276,3.76,0.0,0.6734088088104926,0.9218084492159786,0.01979221516255337,0.0,0.00043128067104981297,0.14363343614294527,0.00993111811924546,0.08848160241723495,1.3130568223359471e-08,1.1047507605094587e-09,0.002531775186489587,0.001772317883245713,0.05212661014018393,0.05674181727864369,0.0006911088535371603,0.00020191201728827474,0.001367850907338396,2.248382418745245e-05,0.008047236899122477,0.0013439702688439095,0.0011066549321514952,1.4717422626123017e-05,0.0080817382697469,0.0024074092646701236,2.623331199244548e-06,1.347449961294436e-09,0.0013929243490336416,2.7741283502446448e-05,0.00044254098192956733,1.1487155671181885e-05,2.973432661071682e-06,0.014981853304780343,0.003182533509833334,1.6514669582046403e-07,6.122148903665534e-10,5.3337536236449e-06,6.272798807860803e-07,9.188198589827431e-06,0.00013669052247865745,2.3819455803783725e-10,2.4780481367959814e-09,2.902059260815179e-08,9.863941790804878e-09,1.4211509262999924e-10,6.41045476219451e-07,4.2273037191807637e-10,1.1129219445229469e-07,2.3358783767861087e-05
6.732519961751584e-07,0.31631285010439825,3.76,0.0,0.670078057026746,0.9203964298106511,0.020297069572481747,0.0,0.00043433300216302265,0.1461052856918645,0.00987068486195259,0.0895348641439103,1.3023613848882785e-08,1.0958931160396928e-09,0.0025398224572399973,0.0017526546521644138,0.05306498053313183,0.05773004687727735,0.0006917114737188166,0.0001991843481922268,0.001377023876006266,2.2709679138638812e-05,0.008341363533775329,0.0013532862375784515,0.0011556921729859143,1.5474664349512897e-05,0.008370669476268215,0.002529566134485783,2.6492765555772936e-06,1.4140986700631856e-09,0.0014476072719507766,2.77727741084645e-05,0.00047045591373833347,1.1766397437015023e-05,3.079135788873326e-06,0.01531753317625072,0.0031776583901240853,1.7096597453263227e-07,6.4318308895128e-10,5.5064574375054536e-06,6.539201711627803e-07,9.472293942885669e-06,0.00014270396383456974,2.4508665652506645e-10,2.6391287114104786e-09,3.0375104657102074e-08,1.0329617996851155e-08,1.4944096859666406e-10,6.846114424735271e-07,4.3443987194447905e-10,1.1681891691873775e-07,2.4192747061669743e-05
6.852935752836965e-07,0.3164400971419276,3.76,0.0,0.6667687179792929,0.9189895448471005,0.020802807785744375,0.0,0.0004373367117444253,0.1485671552299836,0.009811304449542313,0.09056033624429125,1.2918526074803113e-08,1.0871889541305207e-09,0.00254785065770426,0.0017334754127734488,0.053997430383658625,0.05871007509994581,0.0006920953420238509,0.0001965301486968933,0.0013859738849324541,2.292762482165846e-05,0.008638800983676847,0.00136203626213039,0.001205265981198418,1.6245385150044918e-05,0.00866264943636545,0.0026545419317800106,2.6743059698148448e-06,1.4817256255712934e-09,0.0015029116921495061,2.7789349572640692e-05,0.0004994318619352702,1.2041645759832462e-05,3.1856746181091727e-06,0.01565172037353942,0.0031728009992671225,1.7683042682298718e-07,6.748402273240261e-10,5.6829113178953466e-06,6.812237868078393e-07,9.762346920558814e-06,0.00014887136135064563,2.5210668970747017e-10,2.806846371829003e-09,3.1768786513463295e-08,1.0808935413621733e-08,1.569890664805285e-10,7.300777815928742e-07,4.4611260008607473e-10,1.225104658913549e-07,2.5031814505987167e-05
6.973351543922347e-07,0.3165665970833116,3.76,0.0,0.6634805219911891,0.9175877383138149,0.021309354409306334,0.0,0.00044029364949152374,0.15101919809540434,0.009752954030294327,0.0915585402686046,1.281526606171413e-08,1.078634751434257e-09,0.0025558623187460806,0.0017147648194853194,0.05492403134262315,0.05968205084455016,0.0006922719132794462,0.00019394692524964515,0.001394707215891356,2.313783963948515e-05,0.008939451787001998,0.0013702530056773996,0.0012553314210734811,1.702889142906623e-05,0.008957603334986701,0.0027822922071690345,2.6984403390699926e-06,1.550262291932024e-09,0.0015588121381087381,2.7791729947612966e-05,0.0005294799464700056,1.2312785868937555e-05,3.2930110303511668e-06,0.01598438160202957,0.0031679611438281802,1.827379995274627e-07,7.071728141975761e-10,5.863109057079349e-06,7.091872327935273e-07,1.0058324431654504e-05,0.0001551953469862763,2.592530995650311e-10,2.9813318186335927e-09,3.3202464718247706e-08,1.1302176090504111e-08,1.647628359396307e-10,7.774842044041202e-07,4.5774507514140495e-10,1.2836998691921737e-07,2.587567646076723e-05
7.093767335007729e-07,0.31669236080514857,3.76,0.0,0.6602132056905068,0.9161909555421178,0.021816637092836887,0.0,0.00044320554799717087,0.15346156273578995,0.0096956101038656,0.09252999061781876,1.271379360188787e-08,1.0702269423165145e-09,0.0025638594937443335,0.0016965078121517006,0.055844853385364844,0.060646119589627484,0.0006922522526014174,0.0001914322502864981,0.0014032297792785646,2.3340498708635945e-05,0.009243220348860007,0.001377967332787121,0.0013058440419160236,1.782448616009974e-05,0.009255460179713978,0.002912771241345087,2.7217001653173114e-06,1.619640340606273e-09,0.0016152835593477586,2.7780620407794256e-05,0.00056061082066395,1.2579713771772091e-05,3.401109069412563e-06,0.016315485864817465,0.0031631386350014002,1.8868675568469213e-07,7.401670224547284e-10,6.047039002050652e-06,7.378065177126837e-07,1.0360187301265358e-05,0.0001616785803474877,2.6652418297057276e-10,3.1627168899140167e-09,3.467697553991449e-08,1.1809625202753334e-08,1.7276575154874353e-10,8.268706419254627e-07,4.693341166943989e-10,1.3440066390885485e-07,2.6724031975117815e-05
7.214183126093111e-07,0.316817399024671,3.76,0.0,0.656966512013798,0.91479914329588,0.022324586352036824,0.0,0.0004460740339430544,0.1558943927329618,0.00963924877179514,0.09347519436654213,1.2614067604931397e-08,1.0619619469076228e-09,0.0025718438248845178,0.001678689664586465,0.05675996474684026,0.06160242332452817,0.0006920470385603473,0.00018898376672948938,0.0014115471524571,2.353577385532628e-05,0.009550012918725512,0.001385208369138389,0.0013567599507550493,1.8631470717454115e-05,0.00955615253461617,0.003045932147323713,2.744105553463186e-06,1.689791814363626e-09,0.0016723013279678184,2.7756710116255318e-05,0.0005928346787450348,1.2842335698202743e-05,3.5099347997914237e-06,0.016645004285795503,0.0031583332889277243,1.94674866869379e-07,7.738087195234685e-10,6.234684347729772e-06,7.670771829002396e-07,1.0667890875279191e-05,0.00016832374254818346,2.7391810863222287e-10,3.351134552921821e-09,3.619316366666013e-08,1.2331570641512873e-08,1.810013052591315e-10,8.782772497008444e-07,4.808768402323482e-10,1.406057141439792e-07,2.75765881897212e-05
7.334598917178492e-07,0.31694172229326567,3.76,0.0,0.6537401901636899,0.9134122498339908,0.022833135407738337,0.0,0.0004489006380956715,0.15831782685087048,0.009583845945114649,0.09439465113877549,1.2516046500378522e-08,1.0538361946562494e-09,0.0025798166011714325,0.0016612960209575801,0.057669431880400635,0.06255110051329427,0.0006916665672477024,0.00018659919101486923,0.0014196646139644233,2.3723833624225564e-05,0.009859737567335162,0.001392003566490336,0.0014080358786196562,1.9449146589736677e-05,0.009859616266418129,0.0031817269682855157,2.765676212719206e-06,1.7606492790077793e-09,0.0017298412396134395,2.772067127263032e-05,0.0006261612633362755,1.3100567572951464e-05,3.6194561707585467e-06,0.016972909951948015,0.0031535449269061676,2.0070060582561497e-07,8.08083496530843e-10,6.4260234193714726e-06,7.969943290082077e-07,1.0981385562549719e-05,0.00017513353037469675,2.8143293244028016e-10,3.54671888499391e-09,3.775188092555175e-08,1.2868302562176437e-08,1.894729991113849e-10,9.317444096854637e-07,4.923706394295138e-10,1.4698838359862553e-07,2.843305982573858e-05
7.455014708263874e-07,0.31706534098961847,3.76,0.0,0.6505339955286713,0.9120302249495428,0.023342220039233804,0.0,0.00045168680423009655,0.1607319991032344,0.009529377514602875,0.09528885302850962,1.2419688568010515e-08,1.0458461435066703e-09,0.002587778809075333,0.0016443129217929297,0.05857331943664676,0.06349228608704355,0.0006911207571455158,0.0001842763148605387,0.0014275871739669402,2.3904843297841903e-05,0.010172304163172486,0.001398378771457737,0.0014596292406780789,2.0276816981495598e-05,0.010165790303239993,0.0033201067711910543,2.7864314631215255e-06,1.832145961012741e-09,0.001787879513910122,2.7673158327646696e-05,0.0006605998729073148,1.3354334516639298e-05,3.729642886431522e-06,0.017299177772792794,0.0031487733755267695,2.0676233941813289e-07,8.429766962254717e-10,6.621029943612964e-06,8.275526405114966e-07,1.130061732155879e-05,0.00018211065074445548,2.8906661092249613e-10,3.749605044453388e-09,3.9353985035914165e-08,1.3420112934067622e-08,1.9818433820568515e-10,9.873127297995332e-07,5.0381314946153e-10,1.5355194252559517e-07,2.929316875256543e-05
7.575430499349256e-07,0.31718826531491895,3.76,0.0,0.6473476895724267,0.9106530199894696,0.023851778450374738,0.0,0.0004544338970825288,0.16313703883726713,0.009475819488970534,0.09615828455786017,1.2324952206345442e-08,1.0379882944319416e-09,0.0025957311765228276,0.0016277268213786135,0.05947169025917787,0.0644261114598399,0.0006904191547048966,0.0001820130059978566,0.0014353196013310863,2.407896492491299e-05,0.01048762434866575,0.0014043582967071516,0.0015114981905473225,2.1113788306586836e-05,0.01047461640603112,0.003461021736359711,2.806390237181576e-06,1.9042158759605922e-09,0.001846392794435542,2.761480734992474e-05,0.0006961593691970131,1.3603570370080009e-05,3.840466282009408e-06,0.01762378435497072,0.0031440184667489088,2.1285852196572645e-07,8.784734398793112e-10,6.819673309770495e-06,8.587464102140038e-07,1.1625528096630639e-05,0.00018925781544814203,2.968170132650546e-10,3.95992923219006e-09,4.100033845953383e-08,1.3987295185928923e-08,2.0713882393293247e-10,1.045023041268422e-06,5.152022467540486e-10,1.6029968129084012e-07,3.0156643620724405e-05
7.695846290434637e-07,0.31731050528890625,3.76,0.0,0.6441810396999313,0.9092805878583006,0.024361751147037296,0.0,0.00045714320942970803,0.1655330708300097,0.009423148106097687,0.0970034226655574,1.2231796149093179e-08,1.0302592034152268e-09,0.0026036742110216032,0.0016115245982403698,0.06036460539404737,0.06535270456322477,0.0006895709405409077,0.00017980720809565953,0.0014428664476539281,2.424635735560397e-05,0.010805611516203887,0.0014099649932754162,0.0015636016690842435,2.1959371576935593e-05,0.01078603895278359,0.003604421243198273,2.8255710829652013e-06,1.9767939469926527e-09,0.0019053581482715526,2.754623553095005e-05,0.0007328481846136324,1.384821724034127e-05,3.951899206429973e-06,0.017946707890045276,0.0031392800379097417,2.1898768891471563e-07,9.145586531489192e-10,7.0219188223057284e-06,8.905695621308805e-07,1.1956056210804791e-05,0.00019657773616458773,3.0468193238937033e-10,4.1778286446355826e-09,4.269180729709405e-08,1.4570143820364924e-08,2.1633994747131118e-10,1.1049163938740568e-06,5.265360400487107e-10,1.672349064322143e-07,3.1023219550065666e-05
7.816262081520019e-07,0.3174320707471208,3.76,0.0,0.6410338191066803,0.907912883009274,0.0248720808246338,0.0,0.00045981596839296746,0.16792021539420068,0.00937133992195231,0.09782473671940428,1.2140179638508986e-08,1.0226554911967757e-09,0.0026116082327297644,0.001595693560169449,0.06125212411001058,0.06627218989516835,0.000688584936155387,0.00017765694007318677,0.0014502320685693207,2.4407176281625333e-05,0.011126180784059104,0.0014152203229052859,0.0016158994479695723,2.2812883690208443e-05,0.011100004735466679,0.003750253952258444,2.843992173763111e-06,2.049816109818169e-09,0.0019647530651832864,2.7468040814618624e-05,0.0007706743296169888,1.4088225070248407e-05,4.063915911593618e-06,0.018267928053720843,0.0031345579316873922,2.25148450841958e-07,9.512170908008217e-10,7.227727943969825e-06,9.230156722746661e-07,1.2292136721450229e-05,0.0002040731197377531,3.126590946648257e-10,4.403441418836981e-09,4.442926019881914e-08,1.5168954001284516e-08,2.2579118354535542e-10,1.1670340492422135e-06,5.378128292637918e-10,1.7436093692139515e-07,3.1892637863448454e-05
7.936677872605401e-07,0.3175529713389544,3.76,0.0,0.6379058066159655,0.9065498614253605,0.025382712264541155,0.0,0.00046245334105872633,0.17029858849133409,0.009320371880888523,0.09862268854776035,1.205006256289678e-08,1.0151738497757132e-09,0.0026195334031860044,0.0015802214448849294,0.0621343039272472,0.0671846885801889,0.0006874696111101905,0.00017556029493420982,0.0014574206426187428,2.4561574280244646e-05,0.011449248972296332,0.0014201444296051467,0.0016683521683759806,2.3673648619875104e-05,0.011416462769450814,0.003898467883785182,2.8616713118445302e-06,2.1232194096277854e-09,0.0020245554564594288,2.7380801639065827e-05,0.000809645400085097,1.4323551228275202e-05,4.176491948049233e-06,0.018587425915003907,0.0031298519960481896,2.3133948785759314e-07,9.884333604540423e-10,7.437058529454191e-06,9.560779894837159e-07,1.2633701742114644e-05,0.0002117466637056919,3.2074616855637777e-10,4.6369065702952275e-09,4.621356733906694e-08,1.5784021239424276e-08,2.3549598444345475e-10,1.2314174722879688e-06,5.490311079282011e-10,1.8168110061261157e-07,3.276464585875692e-05
8.057093663690783e-07,0.31767321652643804,3.76,0.0,0.6347967865078409,0.9051914805922066,0.025893592238499605,0.0,0.00046505643949283924,0.17266830185010557,0.009270221370235672,0.09939773248636459,1.1961405563750834e-08,1.0078110476024377e-09,0.002627449750235241,0.0015650964171672812,0.06301120065280975,0.06809031843816775,0.0006862330905832681,0.0001735154382232287,0.0014644361879497764,2.470970086129696e-05,0.011774734578710911,0.0014247562098789193,0.0017209213749927903,2.4540998511262418e-05,0.011735364115055852,0.004049010492900755,2.878625931285108e-06,2.1969420904861937e-09,0.0020847436534395763,2.7285076779720362e-05,0.0008497685846664684,1.4554160115687436e-05,4.289604067074039e-06,0.018905183854105122,0.0031251620841499434,2.375595443513443e-07,1.026191945414955e-09,7.649865050510935e-06,9.897494554808733e-07,1.2980680734470335e-05,0.00021960105207223196,3.2894077281475425e-10,4.878363924193384e-09,4.804559944694649e-08,1.6415641065328238e-08,2.454577742925228e-10,1.298108320938058e-06,5.601895655569178e-10,1.8919873086357396e-07,3.363899661295575e-05
8.177509454776164e-07,0.31779281558362044,3.76,0.0,0.63170654834273,0.903837699464633,0.026404669420162757,0.0,0.0004676263252143336,0.1750294630887371,0.00922086626162671,0.10015031543748427,1.1874170117259472e-08,1.0005639340138394e-09,0.0026353571895868042,0.0015503070631678517,0.06388286842136376,0.06898919405981188,0.0006848831632468404,0.0001715206061928304,0.0014712825770792082,2.4851702516218094e-05,0.012102557754816428,0.0014290733812070376,0.0017735695456674349,2.5414274687255663e-05,0.012056661710805286,0.004201828741553587,2.894873109362173e-06,2.270923671949954e-09,0.002145296405752587,2.7181405283431587e-05,0.0008910506721184052,1.4780022792174763e-05,4.403230129036454e-06,0.019221185488049148,0.0031204880542153677,2.438074240331388e-07,1.0644772264937407e-09,7.86609881316176e-06,1.024022722925409e-06,1.3333000774132893e-05,0.000227638951312424,3.372404836671809e-10,5.127954040610214e-09,4.992622685106544e-08,1.7064108650799188e-08,2.556799435904473e-10,1.3671484342472838e-06,5.712870407831398e-10,1.9691716331612696e-07,3.4515448813448534e-05
8.297925245861546e-07,0.3179117775965077,3.76,0.0,0.6286348867822664,0.902488478428124,0.026915894303054782,0.0,0.00047016401318722434,0.1773821758398271,0.00917228494126771,0.10088087693872169,1.1788318594611532e-08,9.934294411290733e-10,0.0026432555434367662,0.0015358423825306486,0.06474935973993588,0.06988142688694098,0.0006834272894110401,0.00016957410376328575,0.0014779635499327052,2.498772276846387e-05,0.012432640281925726,0.0014331125484259492,0.001826260116917285,2.6292828567278307e-05,0.012380310217946845,0.004356869167355542,2.9104295718733146e-06,2.3451050182501488e-09,0.002206192879286507,2.7070306484131656e-05,0.0009334980586309417,1.5001116619434301e-05,4.517349017732189e-06,0.019535415603052036,0.003115829769414083,2.500819853479044e-07,1.1032735028672458e-09,8.0857081668431e-06,1.0588901733126642e-06,1.3690586792721761e-05,0.00023586300660266907,3.456428410832021e-10,5.3858181342992535e-09,5.185631856506172e-08,1.7729718524141437e-08,2.6616584399546677e-10,1.4385798190247406e-06,5.82322523474754e-10,2.048397328254042e-07,3.5393766612159303e-05
8.418341036946928e-07,0.31803011146348803,3.76,0.0,0.62558160140959,0.9011437792566241,0.027427219124257544,0.0,0.00047267047538556957,0.17972653987655013,0.009124456331099835,0.10158984923916049,1.170381430472012e-08,9.864045849719899e-10,0.002651144556550289,0.0015216917788736237,0.06561072553553304,0.07076712529602114,0.0006818726093804613,0.00016767430234062154,0.0014844827253521569,2.5117902224880865e-05,0.01276490554734968,0.0014368892677256672,0.0018789575055583767,2.7176022503130275e-05,0.01270626587577788,0.004514077949428797,2.925311694576281e-06,2.4194284026374266e-09,0.002267412653906096,2.6952280091096396e-05,0.0009771167551353432,1.5217424919576594e-05,4.6319405605145025e-06,0.019847860092818678,0.0031111870977164817,2.563821372144604e-07,1.1425650121084247e-09,8.30863870565417e-06,1.0943439347666525e-06,1.4053361798980509e-05,0.0002442758382669282,3.5414535492057924e-10,5.652097989594662e-09,5.3836741429677005e-08,1.8412764297099538e-08,2.769187833694497e-10,1.512444635084009e-06,5.932951715837868e-10,2.1296977052753235e-07,3.627371949813721e-05
8.538756828032309e-07,0.3181478258961619,3.76,0.0,0.6225464965508631,0.89980356506771,0.02793859779322847,0.0,0.00047514664398222634,0.18206265123925153,0.009077359902493679,0.1022776573809776,1.1620621522431673e-08,9.794864669960004e-10,0.002659023910130248,0.0015078450490662305,0.06646701520469993,0.0716463946836747,0.0006802259519758251,0.0001658196375443785,0.001490843611244191,2.524237862749412e-05,0.013099278520714538,0.0014404181080794227,0.0019316271266880047,2.8063230535185636e-05,0.013034486367285087,0.004673400971373896,2.9395355153638923e-06,2.4938375597941412e-09,0.0023289357209370217,2.6827806341554056e-05,0.001021912394595245,1.542893664815629e-05,4.746985454085491e-06,0.0201585059020265,0.003106559911722137,2.627068350049851e-07,1.182335949309273e-09,8.53483346221834e-06,1.1303758980747371e-06,1.4421247081900136e-05,0.00025288003843092384,3.6274551040525116e-10,5.926935870980179e-09,5.586835927522155e-08,1.9113538321371318e-08,2.87942021072053e-10,1.5887851792296123e-06,6.042042579683685e-10,2.2131060103691608e-07,3.7155082184981496e-05
8.659172619117691e-07,0.3182649294205256,3.76,0.0,0.6195293810993209,0.8984678002759292,0.02844998582523003,0.0,0.00047759341420518367,0.18439060236168475,0.00903097568381072,0.1029447192850711,1.1538705505039155e-08,9.726722735363254e-10,0.002666893233774874,0.0014942923716409428,0.0673182766642787,0.07251933755318413,0.0006784938431780132,0.00016400860688420868,0.0014970496135265378,2.5361286905287857e-05,0.013435685730424068,0.001443712710003382,0.00198423540824716,2.8953839072462016e-05,0.013364930694585822,0.004834783881460517,2.9531167411968282e-06,2.568277730886907e-09,0.002390742480432608,2.6697346210102316e-05,0.0010678902392779021,1.5635646082539436e-05,4.862465195555629e-06,0.020467340974376056,0.0031019480885152964,2.690550768576292e-07,1.2225704853004697e-09,8.764233094348625e-06,1.1669777321936806e-06,1.4794162397082714e-05,0.0002616781678763421,3.714407727142395e-10,6.210474429834258e-09,5.7952032107394896e-08,1.9832331424928512e-08,2.992387635036458e-10,1.6676438680894702e-06,6.150491678295481e-10,2.2986553976555968e-07,3.8037634510354985e-05
8.779588410203073e-07,0.3183814303784614,3.76,0.0,0.6165300683428621,0.8971364505450224,0.028961340278919875,0.0,0.0004800116468990693,0.18671048219628764,0.008985284262935583,0.10359144583956315,1.1458032499113684e-08,9.659592745436184e-10,0.002674752115781209,0.0014810242946098305,0.0681645564027807,0.07338605360121389,0.00067668251485609,0.00016223976741657926,0.0015031040440118956,2.5474759225809805e-05,0.01377405524028003,0.0014467858415984443,0.0020367498023785716,2.9847247500142133e-05,0.013697559063652696,0.0049981721501384056,2.9660707474624967e-06,2.6426957065501954e-09,0.0024528137382325756,2.656134166803683e-05,0.0011150551880026664,1.5837552523570463e-05,4.978362018501213e-06,0.020774354204679314,0.0030973515095045366,2.7542590029076627e-07,1.2632527840861564e-09,8.996776064709649e-06,1.2041409000515464e-06,1.5172026137763984e-05,0.0002706727530874679,3.802285916390509e-10,6.502856607840957e-09,6.008861534326967e-08,2.056943268620611e-08,3.1081215989488757e-10,1.7490632198999403e-06,6.258294337389046e-10,2.386378903584753e-07,3.892116134554279e-05
8.900004201288455e-07,0.3184973369294756,3.76,0.0,0.613548375795966,0.8958094827396197,0.029472619697702117,0.0,0.0004824021708255987,0.18902237633799315,0.008940266785720652,0.10421824099023962,1.1378569739285771e-08,9.593448236352475e-10,0.00268260011198842,0.0014680317229137452,0.06900589953188203,0.07424663980411149,0.0006747979135444519,0.0001605117334071859,0.0015090101273534655,2.558292504642692e-05,0.014114316626243946,0.0014496494518649948,0.0020891387937874385,3.0742868717997174e-05,0.014032332777813029,0.005163511124961293,2.97841259010286e-06,2.717039859126598e-09,0.0025151307028283415,2.642021598624713e-05,0.0011634117833636182,1.603466000925079e-05,5.094658833902899e-06,0.02107953539452142,0.003092770060232203,2.8181837899638996e-07,1.3043670194616838e-09,9.232398813759505e-06,1.2418566730167278e-06,1.5554755492831124e-05,0.0002798662834831594,3.8910640588901136e-10,6.804225537532647e-09,6.227895907699937e-08,2.1325129128392724e-08,3.2266529834019126e-10,1.833085835347578e-06,6.365446767809497e-10,2.476309422397281e-07,3.980545251326789e-05
9.020419992373836e-07,0.31861265705266434,3.76,0.0,0.6105841250365476,0.894486864876807,0.029983784054482685,0.0,0.00048476578473356644,0.19132636714615317,0.00889590495115373,0.1048255018321502,1.1300285440822288e-08,9.528263564362106e-10,0.002690436753362869,0.0014553059056946318,0.06984234983763918,0.0751011905032604,0.0006728457092373666,0.0001588231740199757,0.0015147710071625688,2.5685911164981e-05,0.014456400953357856,0.0014523147213075939,0.002141371905303949,3.164012961304445e-05,0.014369214139526642,0.005330746083009425,2.990157014594864e-06,2.7912601669898516e-09,0.0025776749820497144,2.6274374075834642e-05,0.0012129642189231118,1.622697704123841e-05,5.2113391755573594e-06,0.021382875211085884,0.0030882036302240616,2.8823161991427606e-07,1.3458973907956103e-09,9.471035926086268e-06,1.2801161444826971e-06,1.594226659296895e-05,0.00028926120882703647,3.98071646454773e-10,7.1147244404143426e-09,6.452390736168177e-08,2.2099705472673215e-08,3.3480120207203635e-10,1.91975437756939e-06,6.471945932740956e-10,2.568479682641998e-07,4.0690302712050866e-05
