Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50)
1.517069407301245e-20,0.3084035057325987,3.76,0.0,0.8720626045610463,0.9999999999996745,3.5108666326288615e-44,0.0,3.180085113524967e-32,2.2605558627392632e-15,2.260555862739056e-15,2.4221065677151586e-17,8.23841261062595e-34,9.04482049032416e-33,1.53837090429375e-26,2.069268299803489e-28,3.3325340757906766e-17,6.434771360020539e-41,2.422106566197471e-17,2.283911554883453e-33,1.8546672623028878e-22,2.575155058222672e-32,3.584512603670137e-32,8.961026073382942e-39,1.542009093593727e-35,6.976794310778328e-40,3.332534075790675e-17,1.0724897611367537e-35,3.221990124316008e-32,1.855348644078093e-54,7.720608901016746e-32,1.1340903729342904e-31,7.617261522109144e-46,1.9069292367628697e-35,3.934830583777815e-34,4.7764264984515573e-32,3.255362596801329e-13,5.4963142806237996e-33,9.851709971538429e-54,2.0697351702429512e-38,3.9367211172613516e-48,5.669594807523793e-48,2.532401110902682e-34,2.927810556394029e-63,3.173345882161097e-53,4.442540880060062e-51,8.295605345270057e-53,9.278141403879527e-55,3.4395699977458798e-65,7.457975311225642e-35,9.964307845680747e-51,3.8591197866199434e-46
3.0354568592656535e-20,0.3084035057325988,3.76,0.0,0.872062604561044,0.9999999999993486,2.810828064324234e-43,0.0,1.2728627999963812e-31,4.523075718408784e-15,4.523075718407955e-15,4.846317485184008e-17,3.297512036629965e-33,3.620285344272667e-32,3.119546591638164e-26,8.282465868030849e-28,6.667963489614174e-17,5.1517297044777955e-40,4.8463174821472486e-17,9.141598522430802e-33,3.710945879864624e-22,1.030733128061619e-31,1.4347391924569818e-31,3.5867457493713116e-38,6.172054966051418e-35,2.7925359477216053e-39,6.667963489614169e-17,4.2927540336672615e-35,1.2896357245409222e-31,1.4854070557351474e-53,3.0902556091531626e-31,4.539317016544623e-31,6.098440838792159e-45,7.632686548062104e-35,1.5749576807793e-33,1.9118153720500889e-31,6.513553483892393e-13,2.1999580929966177e-32,7.887358239031291e-53,8.284334673259581e-38,3.1525689936994613e-47,4.540272421227246e-47,1.0136204071376247e-33,4.689583291234614e-62,2.5406062361940407e-52,3.5567339590764857e-50,6.641528359316083e-52,7.428154631307154e-54,5.507793941704432e-64,2.985133728751576e-34,7.977505002290182e-50,3.089642339335762e-45
6.072231763194471e-20,0.30840350573259906,3.76,0.0,0.8720626045610393,0.9999999999986969,2.2495167210997117e-42,0.0,5.0931091844657055e-31,9.048115429747792e-15,9.048115429744475e-15,9.694739320118532e-17,1.319434335557985e-32,1.4485857016291772e-31,6.406356686520349e-26,3.314065188347044e-27,1.3338822317261131e-16,4.122949479405185e-39,9.694739314043433e-17,3.657830363475605e-32,7.423503121873705e-22,4.124275104289209e-31,5.740825604527187e-31,1.4351655024008527e-37,2.4696259338109318e-34,1.1173781384165778e-38,1.3338822317261112e-16,1.7176607706848854e-34,5.160222726125545e-31,1.1887771046309653e-52,1.2365047680938658e-30,1.8163180800394094e-30,4.880606111699735e-44,3.0540688226850967e-34,6.301882207088146e-33,7.649751743040443e-31,1.3029935256840318e-12,8.802697949358713e-32,6.312283721017258e-52,3.3148130393066196e-37,2.5233326588881008e-46,3.634057465618515e-46,4.0558019302758614e-33,7.50740470684621e-61,2.0332571315608138e-51,2.8464681312963555e-49,5.3152411833596944e-51,5.944781274522747e-53,8.816057652283122e-63,1.1944423230170944e-33,6.3844285284532635e-49,2.47265287684567e-44
1.2145781571052105e-19,0.30840350573259956,3.76,0.0,0.87206260456103,0.9999999999973935,1.7999551596962375e-41,0.0,2.0375753202633762e-30,1.8098194852425664e-14,1.8098194852412398e-14,1.9391582989974874e-16,5.278596506855481e-32,5.795286068209694e-31,1.3477811757055345e-25,1.3258418743005582e-26,2.6680539972554906e-16,3.2989860036945543e-38,1.9391582977822309e-16,1.4633704939491764e-31,1.4848617633434305e-21,1.6499785983580314e-30,2.2967040622106755e-30,5.741596592331298e-37,9.880111859085819e-34,4.47024026404303e-38,2.6680539972554827e-16,6.871761557153445e-34,2.0644251036867108e-30,9.512023237383808e-52,4.946824235919171e-30,7.266455035455546e-30,3.9052264240670195e-43,1.2218263980903299e-33,2.5211632420339326e-32,3.060398819132884e-30,2.6062698797799354e-12,3.521652376414298e-31,5.0507860343795164e-51,1.326141131748588e-36,2.0191772374980085e-45,2.907981963815706e-45,1.6225848700744704e-32,1.2015105611771602e-59,1.6269146289044494e-50,2.2776069830293696e-48,4.253000517428892e-50,4.7567282423705096e-52,1.4108562835903824e-61,4.778547064935563e-33,5.10851284066637e-48,1.9784979838948425e-43
2.4292881186767374e-19,0.30840350573260056,3.76,0.0,0.8720626045610115,0.9999999999947868,1.4401008585804405e-40,0.0,8.150964639991306e-30,3.619835369778087e-14,3.61983536977278e-14,3.8785270329636774e-16,2.1116104482532224e-31,2.318303092656757e-30,2.9612061421185413e-25,5.303799125841847e-26,5.336397528314188e-16,2.6394393977832777e-37,3.878527030532613e-16,5.85395969669996e-31,2.9698846766725244e-21,6.600451544822937e-30,9.187563944604719e-30,2.2968256022400466e-36,3.952366391313924e-33,1.7882417285246144e-37,5.336397528314155e-16,2.7489283342091594e-33,8.258372487350674e-30,7.610341506010332e-51,1.9788907385404216e-29,2.9068185740830574e-29,3.1244777848201424e-42,4.887703358705554e-33,1.0085473776625757e-31,1.2242591591302243e-29,5.2128225859970196e-12,1.408775597706365e-30,4.04101249267711e-50,5.304996800038496e-36,1.6155462591433376e-44,2.3266800037915884e-44,6.490867713859812e-32,1.9226775814861443e-58,1.3016552867568216e-49,1.8222585960546658e-47,3.4027234764693284e-49,3.8057439247476885e-51,2.2575997297860544e-60,1.9115743908671334e-32,4.087198321133245e-47,1.582948676130033e-42
4.858708041819791e-19,0.3084035057326026,3.76,0.0,0.8720626045609744,0.9999999999895733,1.1521353870608609e-39,0.0,3.260518547504488e-29,7.239867138848907e-14,7.239867138827677e-14,7.75726450087574e-16,8.446785499062614e-31,9.273589711599109e-30,6.984591884150653e-25,2.1216059791213436e-25,1.0673084590431356e-15,2.1116517614956913e-36,7.757264496011801e-16,2.341680218140859e-30,5.93993054739861e-21,2.6402880519157983e-29,3.6751751236925086e-29,9.1876766364942e-36,1.5810108883566403e-32,7.153258734025108e-37,1.0673084590431224e-15,1.0996160779734849e-32,3.3034834128634965e-29,6.088562832741253e-50,7.915885053940483e-29,1.1627747432941377e-28,2.499700892412384e-41,1.9551608995721654e-32,4.034353703508133e-31,4.897235906559644e-29,1.042592799053229e-11,5.635331690408011e-30,3.2329634702686842e-49,2.1220855058969573e-35,1.292518800012547e-43,1.861461783749748e-43,2.596452736031378e-31,3.076492692151142e-57,1.0413736670501939e-48,1.457876084316938e-46,2.722308012638624e-48,3.0447396849018464e-50,3.6123433200491266e-59,7.646608698262184e-32,3.269913884614758e-46,1.2664190597084966e-41
9.717547888105897e-19,0.30840350573260655,3.76,0.0,0.8720626045609001,0.9999999999791463,9.217301982251377e-39,0.0,1.3042339697730646e-28,1.4479930676989683e-13,1.447993067690476e-13,1.55147394366186e-15,3.3787829442908315e-30,3.7095113516103274e-29,1.8217506604895793e-24,8.486596576991823e-25,2.1346458714664783e-15,1.6893615075495926e-35,1.5514739426883879e-15,9.366919889978907e-30,1.1880022465122372e-20,1.05613670785277e-28,1.4700999602785297e-28,3.6751457283219903e-35,6.32417221941612e-32,2.8613623096303887e-36,2.134645871466425e-15,4.398553805483969e-32,1.3214202481017928e-28,4.870966834141225e-49,3.1664184426507103e-28,4.651193602152105e-28,1.99980818100706e-40,7.820802713209096e-32,1.613774340811248e-30,1.9589342173327711e-28,2.0852138768007234e-11,2.2541785346056609e-29,2.5864321712823396e-48,8.488518224011713e-35,1.0340477581641649e-42,1.489216541416427e-42,1.0386022248969086e-30,4.922555162932248e-56,8.331187117079334e-48,1.1663285510612102e-45,2.17789810335748e-47,2.4358495755765976e-49,5.7798963189151295e-58,3.0587057025150773e-31,2.615993200397318e-45,1.0131592959114577e-40
1.9435227580678112e-18,0.3084035057326147,3.76,0.0,0.8720626045607517,0.9999999999582924,7.373929267893294e-38,0.0,5.216989077085553e-28,2.896005775326773e-13,2.896005775292805e-13,3.102968930777923e-15,1.3515269285575318e-29,1.4838196321188023e-28,5.342790899196182e-24,3.394673163096182e-24,4.269320696312799e-15,1.351505245554467e-34,3.102968928828282e-15,3.7468128278948165e-29,2.376020700565626e-20,4.224589805219341e-28,5.880459672041208e-28,1.4700734877158995e-34,2.529694621222915e-31,1.1445570479587902e-35,4.269320696312586e-15,1.7594394238047276e-31,5.28573474994372e-28,3.89682123700998e-48,1.2665802613674034e-27,1.860496366799703e-27,1.5998655318693777e-39,3.128352908477339e-31,6.45516324466097e-30,7.835816579391702e-28,4.170456019657476e-11,9.016805837800068e-29,2.0691703001442656e-47,3.3954446304659604e-34,8.272512941151605e-42,1.1913920802951683e-41,4.1544511610180934e-30,7.876221747881456e-55,6.665028846699902e-47,9.33073914246474e-45,1.7423391591101272e-46,1.94870280474366e-48,9.247951718662964e-57,1.2234947218737713e-30,2.0928193976743064e-44,8.105370560845844e-40
3.887058696582254e-18,0.30840350573263076,3.76,0.0,0.8720626045604547,0.9999999999165844,5.899178689973927e-37,0.0,2.0868063472628214e-27,5.792031190580986e-13,5.792031190445113e-13,6.205958904880018e-15,5.406135230320244e-29,5.935308695128348e-28,1.748270055392139e-23,1.3578761716417324e-23,8.538670346003984e-15,1.0812106122273988e-33,6.205958900969983e-15,1.498738160037224e-28,4.752057890706958e-20,1.6898445162899153e-27,2.3521958420884162e-27,5.880325795844035e-34,1.0118829952269656e-30,4.5782553265435146e-35,8.538670346003136e-15,7.037793520471098e-31,2.114304644448786e-27,3.1174779246506525e-47,5.066346814018798e-27,7.442023319047315e-27,1.279900020338673e-38,1.251347527999086e-30,2.5820786038184347e-29,3.134342573786381e-27,8.340940254818032e-11,3.606740660418016e-28,1.6553460730500488e-46,1.3581870007646286e-33,6.618062705615879e-41,9.531212049310103e-41,1.6617889167994062e-29,1.260206158866145e-53,5.332054802320457e-46,7.464635604762991e-44,1.3938795960720611e-45,1.5589715222281202e-47,1.4796816840824207e-55,4.894003738260687e-30,1.6742654530565572e-43,6.484334925861117e-39
7.77413057361114e-18,0.30840350573266295,3.76,0.0,0.8720626045598607,0.9999999998331685,4.719357386431558e-36,0.0,8.347247436217346e-27,1.1584082021083825e-12,1.1584082020540323e-12,1.2411938852564075e-14,2.162459606786628e-28,2.3741294982509544e-27,6.215383656527341e-23,5.431518498705239e-23,1.7077369645380532e-14,8.649710560001381e-33,1.2411938844701045e-14,5.995011133659139e-28,9.504133399127891e-20,6.759395248820457e-27,9.408807371216928e-27,2.3521378490055962e-33,4.047542274595171e-30,1.831309866682595e-34,1.7077369645377127e-14,2.8151245907512842e-30,8.457240010114619e-27,2.49399363702685e-46,2.0265438791850317e-26,2.9768168978473283e-26,1.0239230541655097e-37,5.005402840769635e-30,1.0328342064139459e-28,1.2537402178848888e-26,1.668190852292736e-10,1.442699917507657e-27,1.3242808038217354e-45,5.4327797432476946e-33,5.2944711087862694e-40,7.624999830703535e-40,6.647172572567254e-29,2.016338398019556e-52,4.2656566335383995e-45,5.971726195234755e-43,1.1151069814368105e-44,1.2471809622216946e-46,2.3674982229619694e-54,1.957606440603944e-29,1.3394163362784853e-42,5.187483330823488e-38
1.554827432766891e-17,0.3084035057327273,3.76,0.0,0.8720626045586728,0.9999999996663367,3.7754922015627016e-35,0.0,3.3389038753341736e-26,2.316818368206714e-12,2.3168183679893136e-12,2.4823898745851682e-14,8.649849547901971e-28,9.496529928260911e-27,2.3306137533681274e-22,2.172610161353672e-22,3.4154768244110323e-14,6.919778711229084e-32,2.4823898729953806e-14,2.398042100743207e-27,1.9008288928523264e-19,2.7037615324387196e-26,3.763527794077672e-26,9.408575750641773e-33,1.6190189687288653e-29,7.325273411776353e-34,3.415476824409668e-14,1.1260512868118569e-29,3.3829002451777494e-26,1.9952041057721464e-45,8.106185822756282e-26,1.190728273059782e-25,8.19139658407725e-37,2.0021636816882778e-29,4.131343184954088e-28,5.0149672479457384e-26,3.3363844250298937e-10,5.7708068829012004e-27,1.0594262407242525e-44,2.1731289997415255e-32,4.235585269779786e-39,6.100011986465517e-39,2.658872410542731e-28,3.226148273294657e-51,3.412530586160892e-44,4.7773880328473676e-42,8.9208690227057765e-44,9.977463204412143e-46,3.788003183175403e-53,7.830435454109963e-29,1.0715346583237447e-41,4.149992819458015e-37
3.1096561835784454e-17,0.308403505732856,3.76,0.0,0.872062604556297,0.9999999993326731,3.0203971080224344e-34,0.0,1.3355629234310258e-25,4.633638700394435e-12,4.6336386995248305e-12,4.9647818524104825e-14,3.459942116454029e-27,3.798614274232671e-26,9.01137519405063e-22,8.690446164687656e-22,6.83095654414767e-14,5.5358270716186395e-31,4.964781849162188e-14,9.592451286127143e-27,3.8016618037531453e-19,1.0815052964976191e-25,1.505412122760117e-25,3.7634426058003127e-32,6.4760799939077e-29,2.930130932044932e-33,6.830956544142212e-14,4.5042081602491547e-29,1.3531609100285361e-25,1.5961744466357517e-44,3.24247638938662e-25,4.7629161190704e-25,6.553122126214492e-36,8.008659814500259e-29,1.6525392094572848e-27,2.0059881741869729e-25,6.672771246965404e-10,2.308324120680625e-26,8.475416628651712e-44,8.692636239066086e-32,3.3884715769551226e-38,4.8800145105421e-38,1.0635496408711477e-27,5.1618427108680055e-50,2.730026840900701e-43,3.821913244268874e-41,7.136700411249656e-43,7.981977612361338e-45,6.0608099258172105e-52,3.1321759608509677e-28,8.57228362003922e-41,3.319996715464336e-36
6.219313685201553e-17,0.30840350573311354,3.76,0.0,0.8720626045515454,0.9999999986653463,2.4163203528126945e-33,0.0,5.342257585338765e-25,9.267279364734103e-12,9.26727936125569e-12,9.929565804732283e-14,1.383977364553116e-26,1.5194461029793061e-25,3.542334069880892e-21,3.4761795661513505e-21,1.3661915983583658e-13,4.428663294094947e-30,9.929565797960821e-14,3.837203161953821e-26,7.603334845644515e-19,4.326022528552251e-25,6.02165078938175e-25,1.50538545112738e-31,2.590432822328442e-28,1.1720685089442448e-32,1.3661915983561838e-13,1.8016839562821263e-28,5.412644973874147e-25,1.2769559958057993e-43,1.2969909670753678e-24,1.9051670521848883e-24,5.242499642389273e-35,3.2034649409365897e-28,6.610166017703457e-27,8.023955244579812e-25,1.3345543596681452e-09,9.233298617325397e-26,6.780336483561452e-43,3.477147371815878e-31,2.710778618861718e-37,3.9040136931488915e-37,4.254199919597182e-27,8.258952730411768e-49,2.1840228378907704e-42,3.0575317023316214e-40,5.70936228558839e-42,6.385586263296415e-44,9.697299784652677e-51,1.2528706128755521e-27,6.857829431396351e-40,2.6559983530929346e-35
1.243862868844777e-16,0.30840350573362846,3.76,0.0,0.8720626045420422,0.9999999973306931,1.9330594731048462e-32,0.0,2.136906728474034e-24,1.8534560693270368e-11,1.8534560679356708e-11,1.9859133696060592e-13,5.535910962257382e-26,6.077784660093482e-25,1.4044904190099035e-20,1.3904720436529413e-20,2.7323834862306504e-13,3.5429312831884386e-29,1.985913368141817e-13,1.535058650976844e-25,1.5206709809808145e-18,1.730409260347e-24,2.408661005887078e-24,6.02160620377033e-31,1.036173294657819e-27,4.6884008893033214e-32,2.732383486221921e-13,7.20673792614927e-28,2.165058024177485e-24,1.0215905299438148e-42,5.187964685053302e-24,7.620669411375637e-24,4.194000487015926e-34,1.2813861774713799e-27,2.6440724901929844e-26,3.209582605649472e-24,2.669108311949569e-09,3.6933193935003975e-25,5.424271258298833e-42,1.3909325864988305e-30,2.1686234585596943e-36,3.123211974271649e-36,1.701680241304715e-26,1.321432792833669e-47,1.7472194825902029e-41,2.4460257721834613e-39,4.56749041807244e-41,5.108472846197249e-43,1.551568289702281e-49,5.011481890122359e-27,5.48626454963802e-39,2.1247990695820358e-34
