Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536)
0.0001350436692453298,0.8620896560131974,0.0023239139231968275,0.0017942927839945928,0.001299600485972051,0.06432805791758128,0.0,0.0,0.00026776930084391836,2.179356777832978e-06,0.12691341444257434,0.1624241107309552,3.953935634600156e-05,6.305335939559219e-10,5.278848195938787e-08,2.0517075763977736e-06,4.969488073238316e-05,0.0011162585567313973,1.121345995507972e-08,2.905091805221805e-09,3.090168033232419e-07,5.589263468862335e-11,8.560899866199607e-08,2.1073503542640596e-06,3.0179755918964066e-09,2.721784384548853e-07,5.172253336899206e-10,2.7624325916229687e-07,2.5464912734618624e-08,1.86692882695368e-10,9.05886839250685e-08,8.208919696325788e-12,9.369557381473359e-11,8.976656377341837e-09,3.76,0.0,0.02172932441855323,0.5631768242122988,0.22093871015224678,0.0002504218016241806,8.116479168884999e-05,0.640691387222227,0.00967433940697916,1.4656852653831195e-12,3.683729078539482e-13,1.0965209572418805e-05,1.4297511010926305e-05,1.7810486801849786e-06,0.18706273014060634,0.0030232904998654373,0.0004157662082652433,1.3034495698366288e-05,0.08745873410617608,0.008817742283077436,2.817240054066857e-07,0.006993058654449379,7.759111879149617e-10,6.858298141754929e-06,1.5988608570246562e-07,0.0006067827319660499,2.611521176612356e-06,7.164381499215794e-05,9.490658101077062e-06,0.008369256485862371,7.696931219238499e-10,0.0008937859591713805,7.111989888281001e-11,2.2306642076833028e-07,6.805248677279268e-07,0.001973351908130638,0.001832955508495807,2.3085478136594504e-06,7.1355165492663e-05,8.71716390267651e-06,2.6893380963036763e-05,3.045524008972502e-07,8.871519862952446e-05,9.11501982895386e-09,0.0001066746815400854,2.228680217094247e-08,0.00015475221822120196,1.2990628746938493e-10,8.506263802471707e-09,5.13149643365514e-06,1.3904110096881968e-08,1.256014126144481e-10,0.000342597618676768,2.851126782274621e-08,2.9630918327542005e-09,0.006578059307468812,1.0605555323643019e-07,2.2161144498349504e-05
0.0001353586435411405,0.8621797065043907,0.0023700531598710804,0.0018356033413553837,0.0013305438627695292,0.06410575886440527,0.0,0.0,0.00027025317199095607,2.2001687900654267e-06,0.12743973055507543,0.16251360895502664,4.015892118956807e-05,6.570220342060732e-10,5.4422934534117585e-08,2.0715345984846014e-06,4.9695316783183043e-05,0.0011147562210822408,1.1441387482156975e-08,2.9667424578749182e-09,3.1087740482627047e-07,5.6630237260821386e-11,8.627957473281116e-08,2.1239259096971996e-06,3.0523543973947614e-09,2.7363275275340095e-07,5.290825072791368e-10,2.7651307774641186e-07,2.522145412551832e-08,1.8828060719752374e-10,9.214338060679107e-08,8.284740543463678e-12,9.584892402705576e-11,9.065704664152102e-09,3.76,0.0,0.021259627482914142,0.5622564276804888,0.2213919281150408,0.00024853264891144274,7.958596720732343e-05,0.6416382465291874,0.009578721596086632,1.4355082510551519e-12,3.606061686647566e-13,1.0842583016685926e-05,1.4471853140721931e-05,1.7604023210708358e-06,0.18764474954085808,0.0030169028130164867,0.00040808528824370097,1.2947723999806938e-05,0.08733825076926181,0.008639350258582206,2.761824285762614e-07,0.007016736315649589,7.694067824974762e-10,6.836846025985175e-06,1.5938549106958773e-07,0.0006051271034313624,2.6095347024508245e-06,7.163965983912223e-05,9.47043456363032e-06,0.008286374713903347,7.633311534425227e-10,0.0008923252730861463,7.125518109365297e-11,2.2519733866387635e-07,6.870559034020853e-07,0.0019600988210717162,0.0017959880780078889,2.330653341342591e-06,7.240688367512324e-05,8.846290182472889e-06,2.723770162227566e-05,3.11016322729225e-07,9.06059172700037e-05,9.215639579645357e-09,0.00010757371391327102,2.24354934585179e-08,0.00015592482242995524,1.3338925154610878e-10,8.58001920249571e-09,5.084096168498031e-06,1.3677695463987798e-08,1.2422500588671577e-10,0.00034077346471431965,2.8784624565477527e-08,3.0218691860599517e-09,0.0066084863837168285,1.0654612312839844e-07,2.2647062395271812e-05
0.00013567361783695117,0.8622700659763135,0.002418254223059672,0.001878872391396532,0.001362981494628324,0.06387859282266986,0.0,0.0,0.00027279601528380456,2.22173773118137e-06,0.12797076473156538,0.16260284009269876,4.079968316365745e-05,6.854081663557866e-10,5.6143134680063204e-08,2.0918503903287624e-06,4.9685585805244194e-05,0.0011130820689310593,1.1676440271050055e-08,3.0312383877092912e-09,3.1273278371365824e-07,5.739018872063478e-11,8.697486100751604e-08,2.1405903943523212e-06,3.0875785556330265e-09,2.750743714029768e-07,5.413410011849529e-10,2.767062834524258e-07,2.49636045528206e-08,1.8984707019886127e-10,9.375256455747684e-08,8.361238793532044e-12,9.807561035919789e-11,9.155032775026513e-09,3.76,0.0,0.02079006733509885,0.561326117500235,0.22184910693637197,0.0002465937546705143,7.800480584123652e-05,0.6425900152377945,0.0094813269282627,1.405375286648962e-12,3.528479411200501e-13,1.0719672380169608e-05,1.4656177711483785e-05,1.7394613294375142e-06,0.18823449463880304,0.003010481942637362,0.0004003682491659688,1.2859809281632558e-05,0.08721224515452225,0.00846012367958545,2.7059944289703176e-07,0.007040856315876235,7.628390900964147e-10,6.8148717698499655e-06,1.588727003412839e-07,0.000603421493917616,2.6074279576413444e-06,7.163321671123069e-05,9.449746064281533e-06,0.008201759118337757,7.569570290618725e-10,0.0008908488546046048,7.139153490702686e-11,2.2739136789645466e-07,6.93762082465745e-07,0.001946575472909312,0.0017589050311387835,2.353345869545878e-06,7.349427316765694e-05,8.979799905958768e-06,2.7593199127013447e-05,3.177676782839221e-07,9.258594167742549e-05,9.319462639971812e-09,0.0001084903405709613,2.2586797370036478e-08,0.00015712303596763662,1.370456626136872e-10,8.65642811031022e-09,5.035950043390533e-06,1.3452222063294497e-08,1.2283227700689294e-10,0.0003388962354969825,2.9066426327857172e-08,3.0832908761583886e-09,0.006639053925448818,1.0703895091397724e-07,2.3149323098034287e-05
0.00013598859213276185,0.8623607536651852,0.0024686432395643874,0.0019242294336337918,0.0013970140862976938,0.06364634613776603,0.0,0.0,0.0002753988022789759,2.244089198807849e-06,0.1285066867239578,0.1626918361349162,4.1462576210984583e-05,7.158662186125312e-10,5.7954759151681225e-08,2.1126608484058994e-06,4.966501456845008e-05,0.0011112267287241287,1.1918889391120982e-08,3.0987650497567863e-09,3.145817959025997e-07,5.8173595596455446e-11,8.769553447175849e-08,2.1573347883252205e-06,3.1236728662627666e-09,2.7650177715486246e-07,5.540168471859673e-10,2.7681820073044394e-07,2.469094326041357e-08,1.9138801573450172e-10,9.541871149311426e-08,8.438382686695224e-12,1.0037859827408878e-10,9.244574748975431e-09,3.76,0.0,0.020320605569172947,0.5603854120142951,0.22231039739251335,0.0002446035949943883,7.642133062067696e-05,0.6435469570971675,0.00938205790094446,1.3752879509457321e-12,3.450984832045994e-13,1.0596465102039691e-05,1.48511553296409e-05,1.7182090623496905e-06,0.1888323293375951,0.0030040250693094558,0.0003926133345869908,1.2770676812900217e-05,0.08708044219004772,0.008280057640061539,2.6497302866880805e-07,0.00706540434085842,7.562036622156126e-10,6.792350763792951e-06,1.5834713803799565e-07,0.0006016615834381627,2.6051784819819744e-06,7.162396913024941e-05,9.428510809043586e-06,0.00811535806365369,7.505681058089845e-10,0.0008893559393713785,7.152852266975494e-11,2.296510532485581e-07,7.006475704296823e-07,0.001932764958351521,0.0017217040291200563,2.376639186207859e-06,7.461897286604384e-05,9.11789536140127e-06,2.7960348271446835e-05,3.2482405864180673e-07,9.466064515335918e-05,9.426614528568372e-09,0.00010942467345998763,2.2740688339188886e-08,0.00015834808932303613,1.4088761037725006e-10,8.735669300145008e-09,4.987016905910344e-06,1.3227675864693958e-08,1.2142227668493928e-10,0.00033696364979097403,2.9357021714444087e-08,3.1475194438558134e-09,0.006669765241451246,1.075340899729522e-07,2.3668585547628184e-05
0.00013630356642857253,0.8624517895211802,0.0025213557034301027,0.001971814512614205,0.0014327507325072389,0.06340879190809927,0.0,0.0,0.0002780623974645365,2.267248999719138e-06,0.12904767353481766,0.1627806316778637,4.214856700560228e-05,7.485892027612811e-10,5.986389869768803e-08,2.1339702643931804e-06,4.963288255225605e-05,0.0011091801345542679,1.2169012640890436e-08,3.169522445125127e-09,3.1642317026359886e-07,5.89816096371388e-11,8.844224743683247e-08,2.174148619843741e-06,3.1606620985238354e-09,2.779132935155801e-07,5.671264237529093e-10,2.768438494255963e-07,2.4403048812391724e-08,1.928987282675889e-10,9.714439665972839e-08,8.516133273023499e-12,1.0276092138103634e-10,9.334255877696529e-09,3.76,0.0,0.01985120577421639,0.5594338023905471,0.2227759555398118,0.0002425605768925456,7.483558257861312e-05,0.6445093467549449,0.009280811519603157,1.3452482188786217e-12,3.3735814531367173e-13,1.0472948725027676e-05,1.5057510761069913e-05,1.6966280189923152e-06,0.18943863967926325,0.0029975291874091608,0.0003848187879454595,1.2680246391774316e-05,0.08694254613127274,0.008099148664063567,2.593011597757278e-07,0.007090362119675613,7.494957445354576e-10,6.769256707686406e-06,1.5780818912094538e-07,0.0005998426591467068,2.6027610726261976e-06,7.1611332922049e-05,9.406637540249344e-06,0.008027117672754444,7.441613919418484e-10,0.0008878457199070237,7.16656336235982e-11,2.3197901704161854e-07,7.077162725232088e-07,0.0019186491554873657,0.001684382897586846,2.400546181520516e-06,7.578269126926886e-05,9.260787527997997e-06,2.8339639630280566e-05,3.3220435993247364e-07,9.683576197455286e-05,9.537223565530697e-09,0.00011037676409902465,2.2897125984702694e-08,0.00015960129419985344,1.4492822787033724e-10,8.817936171288031e-09,4.937252930966545e-06,1.3004043977952425e-08,1.1999399784650256e-10,0.00033497329504401534,2.9656772698354222e-08,3.214729579073491e-09,0.006700623631886675,1.0803159359238103e-07,2.4205528236221918e-05
0.0001366185407243832,0.8625431942282444,0.0025765372673624215,0.0020217792087264624,0.0014703097175445417,0.06316568903041814,0.0,0.0,0.00028078753436952,2.2912429828588275e-06,0.1295939096597908,0.16286926419058026,4.285865351205217e-05,7.837912260647144e-10,6.187708678605542e-08,2.1557810339517604e-06,4.9588418780354924e-05,0.0011069314673269263,1.2427093717080632e-08,3.2437264074683127e-09,3.182554935907743e-07,5.981542692085002e-11,8.921561893579975e-08,2.19101977415932e-06,3.198570835141548e-09,2.793070650899161e-07,5.806863817450715e-10,2.7677792431062843e-07,2.40995013092151e-08,1.9437398837941299e-10,9.893229239707902e-08,8.59444338349669e-12,1.052256685294819e-10,9.42399164999604e-09,3.76,0.0,0.019381833936960316,0.5584707508067264,0.22324594280774937,0.00024046303533215184,7.32476224008955e-05,0.6454774701022329,0.009177479045812661,1.3152584914340433e-12,3.2962737648155134e-13,1.0349110888106974e-05,1.52760278091418e-05,1.6746998102759885e-06,0.19005383548160967,0.002990991093378835,0.00037698286084066496,1.2588431957172014e-05,0.08679823871737524,0.00791739494020679,2.535818182950406e-07,0.0071157068430275925,7.42710261512717e-10,6.745561471538968e-06,1.5725519572625032e-07,0.0005979595777133121,2.600147598166497e-06,7.159465017101904e-05,9.384024753625761e-06,0.007936981758921298,7.377335199404805e-10,0.0008863173427273929,7.180228052285422e-11,2.3437795504427534e-07,7.149717727786355e-07,0.0019042086364514411,0.0016469396629463851,2.425078633434097e-06,7.698720737370503e-05,9.40869622750648e-06,2.873157908556345e-05,3.3992889041582086e-07,9.911741005911171e-05,9.651420589658368e-09,0.00011134659198395174,2.3056052645364654e-08,0.00016088405020275824,1.4918179477389362e-10,8.903438053193101e-09,4.886611460231585e-06,1.2781314645760257e-08,1.1854637302239712e-10,0.0003329226194405166,2.996605433345612e-08,3.285109149525199e-09,0.0067316323687444755,1.085315146575894e-07,2.476084805375889e-05
0.0001369335150201939,0.8626349891955264,0.002634344580564159,0.002074287716822829,0.0015098194242935505,0.06291678120739953,0.0,0.0,0.00028357478889332846,2.316096853769764e-06,0.1301455873220791,0.16295777429660213,4.3593861799528523e-05,8.217101560395908e-10,6.400132300778896e-08,2.178093171378277e-06,4.953079841922075e-05,0.001104469090085344,1.2693421201537431e-08,3.3216101285992933e-09,3.2007719464197403e-07,6.067628330503916e-11,9.001621955408973e-08,2.207934290474732e-06,3.2374232575851763e-09,2.8068103665603877e-07,5.947135440956954e-10,2.766147741990344e-07,2.3779884802311826e-08,1.9580801935110735e-10,1.0078515479806092e-07,8.67325630446208e-12,1.0777596609144674e-10,9.513686637562481e-09,3.76,0.0,0.01891245895374166,0.5574956885969578,0.22372052600425937,0.00023830923043935087,7.165753313966692e-05,0.6464516245817763,0.009071945694631992,1.2853216416790885e-12,3.2190673542068783e-13,1.0224939412232984e-05,1.550755490275524e-05,1.6524051228842787e-06,0.1906783520178494,0.0029844073721365743,0.0003691038229896825,1.2495140690239432e-05,0.08664717722276634,0.007734796603679247,2.4781301021889513e-07,0.007141410500412237,7.358417751360205e-10,6.7212349583033285e-06,1.5668745395866327e-07,0.0005960067255408269,2.5973064542933737e-06,7.157317774869498e-05,9.360558725569363e-06,0.00784489176910246,7.312806441859169e-10,0.0008847699054023171,7.193777063657239e-11,2.368506293280622e-07,7.224171882677455e-07,0.0018894225701961925,0.0016093725977265304,2.4502467334493877e-06,7.823436741517551e-05,9.561849852043524e-06,2.9136686334805476e-05,3.4801948117272017e-07,0.00010151211269462738,9.769338339239657e-09,0.00011233405176956662,2.3217390854977958e-08,0.00016219785175562482,1.5366386295240287e-10,8.992401652025615e-09,4.835042758162468e-06,1.2559477416618808e-08,1.1707827019578656e-10,0.0003308089239146896,3.028525469895034e-08,3.3588603119906003e-09,0.006762794675459547,1.0903390532567842e-07,2.533525806107435e-05
0.0001372169918864235,0.8627179566531249,0.002688755245668139,0.002123867153618307,0.0015471610468580494,0.06268757599713387,0.0,0.0,0.00028613675250452233,2.3392214773869046e-06,0.13064691499536338,0.16303736511188527,4.427789683279491e-05,8.583777845823115e-10,6.601426522509414e-08,2.1986005694003004e-06,4.9466963369718075e-05,0.0011020598964927336,1.2940407943720404e-08,3.3950595040697194e-09,3.2170620278228355e-07,6.147522177683875e-11,9.076046505815256e-08,2.2231812128753795e-06,3.2732168067662537e-09,2.8189880260755444e-07,6.077514033927865e-10,2.7637984459376116e-07,2.3478152752125025e-08,1.9705813687809208e-10,1.0251062931951508e-07,8.744562396011767e-12,1.101469768448366e-10,9.594288549821815e-09,3.76,0.0,0.018489995830224676,0.5566073670403495,0.22415172262857402,0.00023632120028072202,7.022472049417484e-05,0.6473337755966078,0.008974983999230152,1.2584264761235303e-12,3.149673768967372e-13,1.0112889849860647e-05,1.572781034721258e-05,1.6320098336398328e-06,0.19124876789256667,0.0029784400085972607,0.00036197442275646925,1.2409833689016482e-05,0.08650514241359977,0.00756973787116275,2.4257717019173506e-07,0.007164822748279637,7.295843724160498e-10,6.698774763002822e-06,1.5616325455417693e-07,0.0005941844503110697,2.59452581292448e-06,7.154906853335347e-05,9.338606168389153e-06,0.007760289700001735,7.254481479198839e-10,0.0008833601275050857,7.205808066882393e-11,2.391414107295707e-07,7.292826267557732e-07,0.001875801240721801,0.0015754551717583175,2.4734485775869543e-06,7.939485152669526e-05,9.704368006474953e-06,2.9512980901700463e-05,3.55633374473678e-07,0.00010376974324295563,9.8787561367183e-09,0.0001132376733197691,2.3364574445198546e-08,0.0001634081349283621,1.579070626326835e-10,9.07563125866663e-09,4.787794427788835e-06,1.2360579128228909e-08,1.157384775947384e-10,0.0003288503596014115,3.0581345872873e-08,3.4282986158978636e-09,0.0067909746577126525,1.0948821063342269e-07,2.5869150037990196e-05
0.00013750046875265313,0.8628012748503745,0.002745560986509738,0.002175791300458568,0.001586305626451326,0.06245323740710426,0.0,0.0,0.0002887494742886929,2.3630811062120663e-06,0.1311529638592086,0.16311692727483013,4.4983912869697015e-05,8.976725701588477e-10,6.812905100288812e-08,2.2195077027205196e-06,4.939107270861282e-05,0.0010994576699139501,1.3194524918471247e-08,3.4718910964378923e-09,3.233237823653367e-07,6.229803794591279e-11,9.152750308448923e-08,2.238436957285139e-06,3.3098104651841685e-09,2.8309684934881494e-07,6.211936187468689e-10,2.76056633218373e-07,2.3162782602896698e-08,1.982645944102697e-10,1.0429316556015059e-07,8.816163797329146e-12,1.1259211351666594e-10,9.674682436481544e-09,3.76,0.0,0.018067490281102123,0.555708367230138,0.22458691069884676,0.00023428474480256106,6.879036568379456e-05,0.6482212959829927,0.0088760488789162,1.2315797208719078e-12,3.080373529906911e-13,1.0000551516021619e-05,1.5960068981649328e-05,1.611285847620939e-06,0.1918274655106802,0.0029724299250699416,0.0003548075142948542,1.2323172300149162e-05,0.08635704853145243,0.007404000398923829,2.3729829182550786e-07,0.00718846886733294,7.232505222539226e-10,6.675752061654165e-06,1.5562591208350301e-07,0.0005922958468197544,2.591503972259919e-06,7.151972471225828e-05,9.315759684060138e-06,0.007674009321525449,7.195884373076827e-10,0.0008819334038732701,7.21761758999314e-11,2.414962924018894e-07,7.363055017189801e-07,0.0018618645555257163,0.00154143546901128,2.4971768847865175e-06,8.059286470218354e-05,9.851504421292519e-06,2.9900767611388235e-05,3.635811502843834e-07,0.00010612995318811978,9.991393980463944e-09,0.00011415518051041322,2.351353834537781e-08,0.00016464609880253558,1.6236245960429132e-10,9.162056846698698e-09,4.739711241082033e-06,1.216239040997255e-08,1.1438020170650055e-10,0.00032683624333369347,3.0886094241364936e-08,3.500814288088814e-09,0.006819283804886861,1.099445937343456e-07,2.6419632404556022e-05
0.00013778394561888275,0.8628849609381684,0.0028049027856580735,0.002230211192099062,0.0016273719391030211,0.0622135424250355,0.0,0.0,0.0002914129095094478,2.387693069353375e-06,0.131663890842314,0.16319649837151562,4.571270071125127e-05,9.398292614961797e-10,7.035187245414617e-08,2.240807862316715e-06,4.930239930859774e-05,0.0010966519334772537,1.3455986144941075e-08,3.5523173076017513e-09,3.2492837855450083e-07,6.314569462799148e-11,9.231759363277975e-08,2.2536864637581883e-06,3.347220071905149e-09,2.842731543309721e-07,6.350522633011226e-10,2.7564021054562264e-07,2.2833492842090372e-08,1.9942181822947363e-10,1.0613493429001614e-07,8.887993856503588e-12,1.1511363426724406e-10,9.754770388300832e-09,3.76,0.0,0.017644927961595277,0.5547982019390346,0.22502622302813902,0.00023219842881891278,6.735458366447445e-05,0.6491144275401629,0.008775043195743041,1.2047846117532654e-12,3.0111733790176604e-13,9.88791577768596e-06,1.6205107607660455e-05,1.5902170698731135e-06,0.19241482305725463,0.00296637413951042,0.00034760192491449716,1.2235073538487622e-05,0.08620258547790777,0.00723758961319729,2.3197504516703714e-07,0.007212314376763683,7.168354347782785e-10,6.652140134578902e-06,1.550748015538772e-07,0.0005903356576699657,2.588209537702577e-06,7.148439194321507e-05,9.291907545778152e-06,0.007586002854278968,7.136975859072328e-10,0.0008804889613148229,7.229131425833817e-11,2.439173872827979e-07,7.43486741748981e-07,0.0018475939998159818,0.0015073129470500241,2.521434494080128e-06,8.182988402492724e-05,1.0003442298896316e-05,3.0300446912676647e-05,3.718824409217097e-07,0.00010859843094974793,1.010734923651702e-08,0.00011508625287952349,2.366417087874937e-08,0.00016591306362428638,1.6704457372937413e-10,9.25188630480883e-09,4.690749899651905e-06,1.1964906683199977e-08,1.1300247036080972e-10,0.0003247642661449526,3.1199805647409446e-08,3.5765895398562926e-09,0.0068477242491731104,1.1040308930785801e-07,2.6987248948476343e-05
0.00013806742248511237,0.8629690325534904,0.0028669314604303684,0.0022872896042770456,0.0016704882642113049,0.06196825504810123,0.0,0.0,0.0002941268151814826,2.4130738102611427e-06,0.1321798583387686,0.1632761190119534,4.646505634786689e-05,9.85106392980627e-10,7.268929233232294e-08,2.2624914335598914e-06,4.920017170904635e-05,0.0010936314762757839,1.3725004088314564e-08,3.636566320644441e-09,3.2651827800241827e-07,6.401916143541652e-11,9.313092196294643e-08,2.2689127520102526e-06,3.3854605073485094e-09,2.85425489620945e-07,6.493391081416868e-10,2.7512536235698665e-07,2.2490013873050103e-08,2.0052372927585346e-10,1.0803813954704315e-07,8.959975751946097e-12,1.1771374664727222e-10,9.834443523420467e-09,3.76,0.0,0.017222298077195566,0.553876358132752,0.22546979583131402,0.0002300607613465441,6.59175102542639e-05,0.650013420114859,0.008671865269073011,1.1780448122299508e-12,2.9420810671475164e-13,9.77497410228135e-06,1.646376180145648e-05,1.5687867434613543e-06,0.1930112406474972,0.0029602694956580374,0.00034035653018936257,1.2145448706325327e-05,0.08604142080696071,0.007070513118649327,2.2660617077788752e-07,0.007236319126838986,7.103340141666627e-10,6.6279105198437205e-06,1.5450925717100203e-07,0.0005882981911982775,2.5846079706783418e-06,7.144223239044064e-05,9.266927257328148e-06,0.007496220885711384,7.077712436731314e-10,0.0008790259856843321,7.240266599681129e-11,2.4640682094239266e-07,7.508266823290277e-07,0.0018329698657895722,0.0014730873717172309,2.5462222082721703e-06,8.310741993988547e-05,1.0160369185872827e-05,3.071242230864107e-05,3.805582424398203e-07,0.00011118118507919269,1.022671795191958e-08,0.00011603046761431558,2.381633776679228e-08,0.00016721043426326897,1.7196913364437056e-10,9.345343275633554e-09,4.640864567955834e-06,1.1768124464403477e-08,1.116042590172586e-10,0.0003226320000193767,3.1522791366470135e-08,3.6558193926556893e-09,0.006876298010491944,1.1086373028907427e-07,2.757254623617232e-05
0.000138350899351342,0.863053507793039,0.0029318084174868933,0.0023472020834396927,0.0017157932458273417,0.061717125435274335,0.0,0.0,0.0002968907199985094,2.439238602413396e-06,0.132701034228028,0.16335583312520882,4.724177570299059e-05,1.0337889835812568e-09,7.51482654067856e-08,2.2845454924950206e-06,4.908357199808408e-05,0.0010903842973116835,1.4001787828255633e-08,3.724883287144542e-09,3.2809159174453457e-07,6.491940730974531e-11,9.39675850046855e-08,2.2840966974792746e-06,3.424545442290969e-09,2.8655139783417617e-07,6.640654655564434e-10,2.7450657542322637e-07,2.2132091145490626e-08,2.015637055527603e-10,1.1000501512479064e-07,9.03202125999314e-12,1.2039457904266967e-10,9.913580807247693e-09,3.76,0.0,0.016799593884503635,0.5529422954287557,0.22591776863002425,0.0002278701942792849,6.4479303284631e-05,0.6509185315914653,0.008566408801805361,1.1513644341476058e-12,2.873105397885051e-13,9.661717982808997e-06,1.6736930220979272e-05,1.5469774496663566e-06,0.1936171418240718,0.0029541126546962786,0.0003330702661146762,1.20542032924917e-05,0.08587319785368921,0.006902780966851522,2.211904990624899e-07,0.0072604365903893246,7.037408430194276e-10,6.603032879194187e-06,1.5392856921702713e-07,0.0005861772864950691,2.5806612829446858e-06,7.139231798412984e-05,9.240684688184475e-06,0.007404612376657984,7.018045862790256e-10,0.000877543619437171,7.250930059130405e-11,2.489667197934127e-07,7.583249388393001e-07,0.0018179711829769674,0.0014387588617846877,2.5715383935286228e-06,8.442701158637457e-05,1.0322476362334656e-05,3.11370979224045e-05,3.896310208544442e-07,0.00011388455501158373,1.0349593920627348e-08,0.00011698728423238646,2.396987906470078e-08,0.00016853970688193753,1.7715319147683547e-10,9.442668390470639e-09,4.590006840498848e-06,1.1572041422079682e-08,1.1018449005989817e-10,0.00032043689213840856,3.1855366698682645e-08,3.738712677223111e-09,0.006905006969713161,1.1132654745240338e-07,2.817607076395444e-05
0.0001386343762175716,0.8631384051816958,0.002999706467196235,0.0024101380771322455,0.0017634368362267193,0.06145988900972456,0.0,0.0,0.0002997038903674593,2.466201223211916e-06,0.13322759185899172,0.16343568828158578,4.8043647804536874e-05,1.0861917550900084e-09,7.773615162622442e-08,2.3069533190516926e-06,4.8951733632650546e-05,0.0010868975447607214,1.428654091427865e-08,3.8175317595328515e-09,3.296462364523729e-07,6.584739306232577e-11,9.482757468261486e-08,2.2992167861851856e-06,3.464487065582687e-09,2.876481657753844e-07,6.792420015260089e-10,2.737780232415016e-07,2.1759488635269837e-08,2.0253454405849714e-10,1.1203780300910861e-07,9.104029370471092e-12,1.231581470317241e-10,9.99204776843282e-09,3.76,0.0,0.01637681326998768,0.5519954444908701,0.22637028410256457,0.00022562512126728888,6.304014428970844e-05,0.6518300278184971,0.008458562814196185,1.124748070192355e-12,2.8042563067521575e-13,9.548138940916207e-06,1.7025580451772687e-05,1.5247711107048678e-06,0.1942329751388864,0.0029479000860893403,0.00032574214289840867,1.196123647486462e-05,0.08569753370777856,0.00673440596396776,2.1572696993140945e-07,0.007284613068505599,6.970501881991919e-10,6.577474858379012e-06,1.53331980792992e-07,0.0005839662746951956,2.5763276484637774e-06,7.133362215751273e-05,9.213032476686404e-06,0.007311124681639467,6.957922332914985e-10,0.0008760409590818535,7.261016646482388e-11,2.5159919623562635e-07,7.659802692572522e-07,0.0018025756444874374,0.001404327940620262,2.597378497530727e-06,8.579022033223929e-05,1.0489958184180553e-05,3.15748754247718e-05,3.991248188798552e-07,0.00011671521975058051,1.0476067503681772e-08,0.00011795602741378921,2.4124605870288848e-08,0.0001699024760966008,1.8261525537740197e-10,9.544120558197144e-09,4.538125628822775e-06,1.137665647548861e-08,1.0874203295192599e-10,0.00031817625919069976,3.219784944459164e-08,3.825493116735697e-09,0.006933852838368721,1.1179156892989173e-07,2.8798365584187144e-05
