Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536)
2.652801549082096e-09,0.793181941958419,3.510030119630191e-08,6.227517833532042e-11,1.6665040018753576e-10,1.3653200362133234e-07,0.0,0.0,1.7547626751862442e-07,9.896979196857695e-12,2.4561476727772315e-13,1.9406116196564973e-09,5.3138327184461344e-20,8.756706888723653e-26,8.294765623897245e-18,7.966888163602234e-18,6.532513567652035e-17,8.769135724266728e-21,2.005620352845406e-27,1.4472322587404203e-32,1.7649689772782063e-36,1.5893065870363703e-36,2.0261839385879576e-20,1.712600403363026e-29,1.2715537687516886e-22,3.2242226905428517e-34,9.073669906746905e-36,2.4515707476210916e-35,3.216866123360787e-36,1.5653513671639814e-36,1.9659166075993217e-25,2.8093537623405408e-36,1.4688395778082626e-38,3.273646365953625e-40,3.76,0.0,0.6611109056609652,0.9984172850814116,3.326951493681751e-12,1.284835762102859e-19,1.0553212283481418e-05,1.05913545053302e-05,1.7576137639120984e-07,4.342059871850224e-14,8.189318375325099e-14,3.470261809783987e-08,6.215931137357478e-10,5.696819662139019e-12,9.933798834659477e-12,2.978388401993094e-12,4.2632727359732097e-16,3.821647027355999e-18,1.3631773062530033e-07,6.407261499486925e-16,4.2947528895351955e-16,1.290831625429744e-11,1.3663002016413724e-22,1.33218882788627e-13,6.799766057455046e-14,1.2896587704617938e-14,1.8358951800534357e-18,4.442450616218842e-18,1.1627933717441678e-16,8.744166373214512e-15,4.239857553981162e-24,0.0015825025765545976,2.678418861222088e-26,1.21579851492536e-23,9.740246157258188e-24,2.420557432020748e-11,1.0847536577514597e-14,5.347032391182014e-22,1.8825868244296166e-17,3.9225127114409917e-19,4.387441803375864e-20,1.5098959732514318e-20,1.1212029168768846e-10,2.8797555757786166e-24,8.183556270120283e-18,1.6974096621648436e-22,4.26517595066202e-24,3.577978612281781e-23,3.174091395559817e-26,8.494288958693661e-19,1.8644401080459587e-11,1.3468770898331372e-23,2.494760972939389e-19,3.1794446080991755e-22,4.241642142409222e-12,1.6679492663254756e-20,3.513091874670736e-27,4.124924794150967e-31
2.7039524101600476e-09,0.7931819722244626,3.6459981913062396e-08,6.565165734404863e-11,1.7401945758021447e-10,1.3917297756255783e-07,0.0,0.0,1.7885853060650798e-07,1.0282074977200115e-11,2.6007910467386614e-13,2.0284050835815275e-09,5.633593300665984e-20,9.612152569757849e-26,8.63559812069545e-18,8.434947988863346e-18,6.917399951744754e-17,9.464449053935329e-21,2.2062902445507046e-27,1.5704229091628172e-32,1.9881040072304605e-36,1.815752401321571e-36,2.174942424815525e-20,1.9291895548966728e-29,1.3708291737616407e-22,3.6398595764837303e-34,1.0189055716216567e-35,2.801649284280176e-35,3.6766668171177306e-36,1.7886708352303665e-36,2.1364736050813465e-25,3.200015892058806e-36,1.6794295131643342e-38,3.744875956632922e-40,3.76,0.0,0.6611106954400064,0.998417036422693,3.5376459451552525e-12,1.3867763335514938e-19,1.0755973857769543e-05,1.0795600425290718e-05,1.791604742229576e-07,4.507906028496018e-14,8.366155745565541e-14,3.603942885809877e-08,6.564581405492571e-10,5.91158223299568e-12,1.0320940978310908e-11,3.0971930633676484e-12,4.431071119493122e-16,4.045844225470971e-18,1.38946132697427e-07,6.715044070353034e-16,4.462106999673822e-16,1.3410705401266333e-11,1.466632274720675e-22,1.3922815929146632e-13,6.967154778394334e-14,1.340566862749365e-14,1.9450579116889255e-18,4.72693290739844e-18,1.2306601957075435e-16,9.087627909581976e-15,4.51878327150194e-24,0.0015827464184867603,2.8489774293379176e-26,1.2885462985213211e-23,1.0356304774866356e-23,2.4680158554880484e-11,1.1278090011501808e-14,5.657688064530066e-22,1.993298681572503e-17,4.161304926629944e-19,4.734880544365717e-20,1.632192749540795e-20,1.16474700359353e-10,3.1625794218199948e-24,8.67011935869594e-18,1.831240042994911e-22,4.62927420585471e-24,3.845663035700539e-23,3.425966311991008e-26,8.994921292309972e-19,1.9716668060957188e-11,1.4455190565968652e-23,2.642869635603246e-19,3.4122642199553125e-22,4.3704059764001545e-12,1.7671134971926114e-20,3.792614155891988e-27,4.646548589409365e-31
2.755103271237999e-09,0.7931820024906983,3.784523661595557e-08,6.91469455214195e-11,1.8157895438920134e-10,1.4181443069231603e-07,0.0,0.0,1.822407786457562e-07,1.0674513121899614e-11,2.750997548038317e-13,2.1185689622298804e-09,5.966364839172532e-20,1.0533840738431916e-25,8.984404841024042e-18,8.920932519388705e-18,7.317107292673658e-17,1.0200289911344537e-20,2.4226989019535502e-27,1.7016626237774816e-32,2.2346727743774493e-36,2.0692753792677183e-36,2.3316302441697298e-20,2.168458278171922e-29,1.4757433457671686e-22,4.100068008895534e-34,1.1417418674949217e-35,3.193711316314579e-35,4.191678198797597e-36,2.038737934540042e-36,2.318378349352031e-25,3.6359187698174826e-36,1.9154364769961513e-38,4.2733228163715805e-40,3.76,0.0,0.661110485218471,0.9984168171391872,3.757573915827898e-12,1.4946642807955097e-19,1.0958708118009375e-05,1.0999847362788685e-05,1.82560226032086e-07,4.676582623977261e-14,8.542973565666999e-14,3.740096052311921e-08,6.925906232495187e-10,6.130062228601363e-12,1.0715503618552214e-11,3.218485937257037e-12,4.602177954318234e-16,4.2786224835326914e-18,1.4157453278215286e-07,7.032053042807369e-16,4.632664219185725e-16,1.3922679309008185e-11,1.5721235837413204e-22,1.4537557251362827e-13,7.134896633173531e-14,1.392501067767404e-14,2.0584942693876523e-18,5.0241061402730285e-18,1.3010930369085958e-16,9.437820913772252e-15,4.810576432057254e-24,0.0015829608578687402,3.0269859829696236e-26,1.364129644852225e-23,1.1000657103378167e-23,2.515519102534011e-11,1.1717370198204257e-14,5.979990984028437e-22,2.1082564090645013e-17,4.409875095398334e-19,5.102522898642178e-20,1.761919828598068e-20,1.209116526599976e-10,3.466977213856745e-24,9.175839923028656e-18,1.9728100472592747e-22,5.0171639060829794e-24,4.1276068457184875e-23,3.6925419228278087e-26,9.514846613137803e-19,2.0828245073994843e-11,1.5492055659959659e-23,2.7967658850567197e-19,3.6575131443960893e-22,4.5000587849120235e-12,1.87016383374657e-20,4.088519022078157e-27,5.223280131811988e-31
2.8062541323159505e-09,0.7931820327571295,3.925605071258741e-08,7.276305477939017e-11,1.8933069819718632e-10,1.444563719587052e-07,0.0,0.0,1.856230118640561e-07,1.1074293246757134e-11,2.906871632170454e-13,2.2111287244709626e-09,6.312449412221984e-20,1.1525607887058292e-25,9.341272972916364e-18,9.425174725278095e-18,7.731915305832802e-17,1.0978201408033355e-20,2.6557531993473602e-27,1.8413297141795997e-32,2.506662035657947e-36,2.3525166082812094e-36,2.496516014889378e-20,2.432310191365972e-29,1.5865000442728908e-22,4.608705133065201e-34,1.276789090505538e-35,3.631868588282825e-35,4.767316622157298e-36,2.3181674614417055e-36,2.5121680444494156e-25,4.1212840780751886e-36,2.1793766606830543e-38,4.864705395789075e-40,3.76,0.0,0.6611102749963447,0.9984166236856384,3.986972105797586e-12,1.6087264289305001e-19,1.1161415067828663e-05,1.1204095322391371e-05,1.8596064643939293e-07,4.84807396694829e-14,8.719771331067464e-14,3.878718339215672e-08,7.300114516334709e-10,6.352246581482404e-12,1.1117488195215248e-11,3.342279428337015e-12,4.776597176380678e-16,4.5201416717670135e-18,1.4420293088016596e-07,7.358414505495249e-16,4.806424766101849e-16,1.444423762625042e-11,1.6829264388787852e-22,1.516611416822286e-13,7.302983661880298e-14,1.4454644436509014e-14,2.176288287340162e-18,5.3343067098298734e-18,1.3741377654345555e-16,9.794751852897222e-15,5.115593194458026e-24,0.0015831494399583818,3.2126283259180555e-26,1.4426031640037064e-23,1.1674210478114867e-23,2.5630680080923297e-11,1.216539861789266e-14,6.314145179051584e-22,2.2275390278560498e-17,4.668439889664749e-19,5.491134098653183e-20,1.8993851187216222e-20,1.2543112571918192e-10,3.794135661690044e-24,9.701110877362051e-18,2.1224111467463856e-22,5.429953069506726e-24,4.4242684457981746e-23,3.974379625158229e-26,1.0054430072042237e-18,2.1979765280383895e-11,1.658083696450656e-23,2.9565635349539255e-19,3.9156194320943785e-22,4.630571009670031e-12,1.977177342058651e-20,4.401436774051205e-27,5.85983545269605e-31
2.857404993393902e-09,0.7931820630237603,4.06924096135465e-08,7.650199552523294e-11,1.9727649355228497e-10,1.470988103049408e-07,0.0,0.0,1.8900523047771925e-07,1.1481414968074885e-11,3.068517725830879e-13,2.3061098104041623e-09,6.672152423000361e-20,1.2591441518223977e-25,9.706291413254779e-18,9.948007411412621e-18,8.162103717168002e-17,1.1799755388012086e-20,2.906394075851592e-27,1.9898140912688258e-32,2.806189368263657e-36,2.6683187396224834e-36,2.669872350020432e-20,2.722771017239844e-29,1.7033062392157683e-22,5.169885786508521e-34,1.4250168613872991e-35,4.120548551494964e-35,5.40941534401503e-36,2.6297744153774763e-36,2.718395613435694e-25,4.660635229699184e-36,2.4739632735035627e-38,5.525197208396199e-40,3.76,0.0,0.6611100647736124,0.9984164529442684,4.226079449259462e-12,1.72919384395952e-19,1.1364094710857214e-05,1.1408344308742379e-05,1.893617501244193e-07,5.022364447273218e-14,8.896548615192001e-14,4.0198067793746196e-08,7.687414113582041e-10,6.578122292244769e-12,1.1526896175257079e-11,3.468586168825052e-12,4.954332724873671e-16,4.770561610522709e-18,1.468313269921547e-07,7.694254578767781e-16,4.983388856984042e-16,1.4975380000683256e-11,1.7991941397066864e-22,1.5808487963616114e-13,7.471408639787013e-14,1.49946010492968e-14,2.2985240877233252e-18,5.657874490512057e-18,1.4498401649469164e-16,1.0158427195778245e-14,5.434193500486799e-24,0.0015833152825351499,3.4060894694076884e-26,1.524021540616978e-23,1.2377893472201461e-23,2.6106634066627666e-11,1.2622196893691118e-14,6.660354252286134e-22,2.3512255114372795e-17,4.937217109995866e-19,5.901493363601182e-20,2.044903639229192e-20,1.3003309666270515e-10,4.145282025104833e-24,1.0246326838498896e-17,2.280340186823134e-22,5.868782309695704e-24,4.736111127355494e-23,4.2720513865108486e-26,1.0614036884632547e-18,2.3171858083849527e-11,1.7723014193775053e-23,3.1223765583768163e-19,4.1870181996146e-22,4.761914052226397e-12,2.0882312209038713e-20,4.732009785132962e-27,6.561243003987596e-31
2.9085558544718534e-09,0.7931820932905942,4.215429873267858e-08,8.036577666234184e-11,2.0541814197287259e-10,1.497417546693561e-07,0.0,0.0,1.923874346930425e-07,1.1895877902633054e-11,3.2360402269131993e-13,2.403537631412978e-09,7.045782664716487e-20,1.3735483556962672e-25,1.0079550762659697e-17,1.0489763220892645e-17,8.607952265051217e-17,1.2666552426352686e-20,3.1755971546231055e-27,2.1475174699333903e-32,3.1355095153420996e-36,3.019737246883946e-36,2.851975837114273e-20,3.0419941248309904e-29,1.8263720916118645e-22,5.787994885849528e-34,1.587453726741793e-35,4.66451217502944e-35,6.124248137353165e-36,2.976585238863255e-36,2.93762989526616e-25,5.258812482128895e-36,2.802118110596238e-38,6.261454370477605e-40,3.76,0.0,0.66110985455026,0.9984163021732326,4.475137110753349e-12,1.8563018329667677e-19,1.1566747050726639e-05,1.1612594326561249e-05,1.9276355182643907e-07,5.1994385360666784e-14,9.073305057168428e-14,4.1633584085916015e-08,8.088011843385596e-10,6.807676429439322e-12,1.1943729053031199e-11,3.5974190182825596e-12,5.135388542323094e-16,5.030042071818279e-18,1.4945972111880766e-07,8.039699414651549e-16,5.163556706998963e-16,1.5516106079049237e-11,1.9210809418349253e-22,1.6464679342488296e-13,7.640165008627473e-14,1.5544912224983397e-14,2.4252858794404563e-18,5.9951528314431745e-18,1.5282459333328134e-16,1.0528853413012442e-14,5.766741051991769e-24,0.0015834611274446533,3.607555613753935e-26,1.608439532819683e-23,1.3112656215827101e-23,2.6583061323119016e-11,1.3087786791596519e-14,7.01882138890664e-22,2.4793947858786894e-17,5.216425683017467e-19,6.334393886653996e-20,2.1987975620955408e-20,1.347175426133877e-10,4.521684647521933e-24,1.0811884154890092e-17,2.4468993928281434e-22,6.334825322797369e-24,5.063602979827638e-23,4.586139751345383e-26,1.1194032334571525e-18,2.4405149148531653e-11,1.8920075685779546e-23,3.294319087782745e-19,4.472151634385879e-22,4.8940602428260774e-12,2.2034028018126213e-20,5.080892510691741e-27,7.332858548666068e-31
2.959706715549805e-09,0.7931821235576347,4.3641703487339654e-08,8.435640559104635e-11,2.1375744195236774e-10,1.5238521398540354e-07,0.0,0.0,1.9576962470750388e-07,1.2317681667669354e-11,3.4095435045060044e-13,2.5034375702176464e-09,7.433652385474799e-20,1.496203380088269e-25,1.046114332038942e-17,1.1050774638488942e-17,9.069740702152789e-17,1.3580221828090953e-20,3.464373361589393e-27,2.3148535758576899e-32,3.4970209433590124e-36,3.4100520908049836e-36,3.043107018071981e-20,3.392266225146886e-29,1.9559109343527804e-22,6.467700189997393e-34,1.7651897534750972e-35,5.268872412407202e-35,6.918553780134326e-36,3.361849467037789e-36,3.170455841279274e-25,5.920988487009053e-36,3.1669835902895776e-38,7.0806443320748385e-40,3.76,0.0,0.6611096443262722,0.9984161689612895,4.734388481417118e-12,1.990289944319657e-19,1.176937209107013e-05,1.1816845380643081e-05,1.9616606634528696e-07,5.3792807856611445e-14,9.250040351496202e-14,4.3093702656381626e-08,8.50211349143527e-10,7.040896129425356e-12,1.2367988350546965e-11,3.728791063415572e-12,5.319768574659499e-16,5.298742780895969e-18,1.520881132608135e-07,8.394875196819691e-16,5.346928529991949e-16,1.60664155072253e-11,2.048742024669497e-22,1.7134688485123378e-13,7.80924681429843e-14,1.6105610235873742e-14,2.5566579568889874e-18,6.346488551696264e-18,1.6094006833574692e-16,1.0906036977039346e-14,6.113603288024324e-24,0.0015835893859303001,3.8172141302607975e-26,1.695911971132077e-23,1.387947071047723e-23,2.705997018673915e-11,1.3562190220497935e-14,7.389749365711184e-22,2.612125729871765e-17,5.506285658830129e-19,6.790642822169256e-20,2.3613962531546208e-20,1.3948444069178795e-10,4.924653483163493e-24,1.1398180935596883e-17,2.6223963769245222e-22,6.829289378157877e-24,5.407216801827979e-23,4.9172378478830523e-26,1.1794781776902723e-18,2.5680260416415458e-11,2.0173518107704747e-23,3.472505414953604e-19,4.7714690003371e-22,5.0269828102799996e-12,2.3227695491229612e-20,5.448751497687753e-27,8.180380495609973e-31
3.0620084377057074e-09,0.7931821840923515,4.669300159157342e-08,9.27262289142234e-11,2.3103617546531844e-10,1.5767371318180475e-07,0.0,0.0,2.025339628855316e-07,1.3183310160313811e-11,3.774909721543379e-13,2.710755189082237e-09,8.253376918164226e-20,1.7680668527999502e-25,1.1249705720547052e-17,1.2231893466294619e-17,1.0042256337397145e-16,1.555483858813662e-20,4.104869085519747e-27,2.680140187281229e-32,4.326971537025189e-36,4.321687002664155e-36,3.453594281382233e-20,4.195806618690458e-29,2.235276668005467e-22,8.032064881030587e-34,2.1712434800911804e-35,6.681111642156467e-35,8.775019204468407e-36,4.2619256173940924e-36,3.679304268634321e-25,7.459786778521603e-36,4.020596110766872e-38,8.999233244108986e-40,3.76,0.0,0.6611092238763315,0.9984159470002275,5.2844570253723114e-12,2.2798859354305415e-19,1.2174540287718662e-05,1.2225350617151675e-05,2.0297329333928305e-07,5.747208381928233e-14,9.603446504745787e-14,4.608762833249899e-08,9.371646541407997e-10,7.518281101418944e-12,1.323879243258062e-11,3.999206222047529e-12,5.698517085175049e-16,5.8644436188768114e-18,1.573448915936399e-07,9.134924492774037e-16,5.72328494412968e-16,1.7195782992622397e-11,2.3220121858258406e-22,1.8516158438749737e-13,8.148365620075409e-14,1.7258298667655072e-14,2.8335705669050077e-18,7.092736728244613e-18,1.7801391576988386e-16,1.168070204484455e-14,6.85176011869378e-24,0.0015838013580888844,4.2618635131901316e-26,1.880239863055652e-23,1.5513254153961806e-23,2.8015266059159836e-11,1.453752602142293e-14,8.169796959616842e-22,2.891587904626925e-17,6.118845621143346e-19,7.776484277447278e-20,2.7140616156443936e-20,1.4926550170646037e-10,5.815740767193073e-24,1.26345943018311e-17,3.0014611076049405e-22,7.908480536247227e-24,6.144724571903372e-23,5.632888712046984e-26,1.3060004435950938e-18,2.835841282286417e-11,2.2855572391343024e-23,3.848067426050254e-19,5.414488004022309e-22,5.295054312223447e-12,2.5743990646589023e-20,6.244124959054595e-27,1.0127746765747653e-30
3.15407998764602e-09,0.7931822385743412,4.95262871455519e-08,1.007129968472618e-10,2.47280984676831e-10,1.624352131136417e-07,0.0,0.0,2.0862182051388362e-07,1.3987477612831783e-11,4.125240013422005e-13,2.9060497432903173e-09,9.043033506995419e-20,2.0456110021506524e-25,1.1988871998191776e-17,1.3364086959371882e-17,1.097484166786077e-16,1.750923055129888e-20,4.759141598192255e-27,3.046245910633273e-32,5.211269855391168e-36,5.3131213209561865e-36,3.856802186377256e-20,5.051061392651472e-29,2.5110478826356125e-22,9.703743680418278e-34,2.6013064654599407e-35,8.217875206107285e-35,1.0795677439271607e-35,5.2411081066410854e-36,4.189956395219203e-25,9.122853821785435e-36,4.950893572610975e-38,1.109305456622855e-39,3.76,0.0,0.6611088454690625,0.9984157885582116,5.816868356306326e-12,2.566542341591933e-19,1.2539098336796696e-05,1.2593008923667279e-05,2.0910238520090016e-07,6.087657015997627e-14,9.921437507908519e-14,4.8866004775985104e-08,1.0202453108842322e-09,7.960336136336157e-12,1.4047930305541133e-11,4.251399843386995e-12,6.050799217407909e-16,6.406709081748802e-18,1.620759853126043e-07,9.83551521703605e-16,6.0729654252913565e-16,1.824498521807936e-11,2.589277966566517e-22,1.980673085720796e-13,8.454636293535e-14,1.833157651329425e-14,3.0994064429517962e-18,7.81598649378119e-18,1.9436611693813439e-16,1.240107570351213e-14,7.568819347223124e-24,0.001583950716633488,4.6919689278655975e-26,2.0571326735875405e-23,1.7103485990079697e-23,2.887676298264594e-11,1.5445693234557556e-14,8.916482083866635e-22,3.1594951141822285e-17,6.70880783874023e-19,8.751975926359467e-20,3.064683669459439e-20,1.58350213345703e-10,6.722587460129426e-24,1.3822326193789888e-17,3.376383092076908e-22,8.989768813469979e-24,6.868455154249614e-23,6.341314992456998e-26,1.4273350305023428e-18,3.0917938808964894e-11,2.547741933271755e-23,4.2085768599167533e-19,6.046366291816009e-22,5.5387226919604495e-12,2.815992941018013e-20,7.031794593062515e-27,1.2204726703557553e-30
3.2433476842153984e-09,0.7931822913978865,5.235200780551011e-08,1.088785766285723e-10,2.636689995151726e-10,1.6705343610580132e-07,0.0,0.0,2.1452424341801656e-07,1.4789858989069643e-11,4.484945849093777e-13,3.1034187259955475e-09,9.857467481454299e-20,2.3473064617450325e-25,1.2732745630119873e-17,1.4526280720382836e-17,1.193247603969831e-16,1.957445066631199e-20,5.470583770676108e-27,3.4376627381252655e-32,6.210625139402575e-36,6.454179268500848e-36,4.2799775388325204e-20,6.016522603218715e-29,2.8017364230203813e-22,1.1597712130184154e-33,3.0846650756953646e-35,9.98753391804671e-35,1.3123098960999036e-35,6.368405852647096e-36,4.736473685085419e-25,1.1025808911504426e-35,6.023764701939271e-38,1.3510955557683518e-39,3.76,0.0,0.661108478583237,0.998415664367583,6.368296803514661e-12,2.869480071969468e-19,1.2892470108385801e-05,1.2949474217768606e-05,2.150472546335239e-07,6.426076279063613e-14,1.0229676449760818e-13,5.163544180570622e-08,1.1052733189544772e-09,8.400081338897808e-12,1.485542488803807e-11,4.503971821375792e-12,6.402695293442061e-16,6.96334461906893e-18,1.6666299698433638e-07,1.0546741466838355e-15,6.421911699176921e-16,1.9291876937759596e-11,2.8685999114051097e-22,2.1100731189142652e-13,8.752519793762608e-14,1.9404803286433436e-14,3.372659238237748e-18,8.565977742748131e-18,2.1113785201815595e-16,1.3120511522001908e-14,8.313919340579757e-24,0.001584066015881013,5.1371400699266786e-26,2.238901596025946e-23,1.875979852008041e-23,2.971363773379381e-11,1.6353798986197495e-14,9.68195878526132e-22,3.434520026214352e-17,7.317057519189647e-19,9.782532384378385e-20,3.436744146080821e-20,1.674129956648768e-10,7.70523151721499e-24,1.5044013725554915e-17,3.772320996406937e-22,1.014541133628105e-23,7.627208393601462e-23,7.090020102758206e-26,1.5519356527843152e-18,3.353793087019225e-11,2.8216310268224444e-23,4.579120432217084e-19,6.709832850863568e-22,5.777012459586576e-12,3.064358946073186e-20,7.864564864771165e-27,1.4554028821778397e-30
3.332615380784777e-09,0.7931823442221354,5.525515026966039e-08,1.1747039566651664e-10,2.8069461962446496e-10,1.7167340518464177e-07,0.0,0.0,2.2042662653449355e-07,1.561459050914975e-11,4.864945513609707e-13,3.308820793517234e-09,1.0721770354367797e-19,2.6839754251895217e-25,1.3503966916783323e-17,1.575373737507896e-17,1.2944236255035007e-16,2.1817083302974567e-20,6.2645994650751736e-27,3.867620805058702e-32,7.36826697849314e-36,7.798852309077483e-36,4.7365358341820427e-20,7.133555912233679e-29,3.116628305194055e-22,1.3796737719851339e-33,3.641616844418112e-35,1.207410545491243e-34,1.5867935954112085e-35,7.697256187823613e-36,5.33731015317279e-25,1.325559160545684e-35,7.290679800616739e-38,1.6369976751773343e-39,3.76,0.0,0.6611081116951769,0.9984155632491357,6.955791584056396e-12,3.1984688749791115e-19,1.324575880714744e-05,1.330594276921335e-05,2.2099459479828857e-07,6.772624619588229e-14,1.0537847556767378e-13,5.447922121724227e-08,1.194816656984429e-09,8.850739308096847e-12,1.568557037578669e-11,4.7645553825353934e-12,6.76479476279136e-16,7.551242821273491e-18,1.712500026252345e-07,1.1290122757180273e-15,6.780620394426215e-16,2.0367949262397502e-11,3.168665297659309e-22,2.2436789162716322e-13,9.051310694412799e-14,2.0510350859423187e-14,3.661640023013223e-18,9.365958524901618e-18,2.288371323548556e-16,1.3860657163668655e-14,9.110219884640953e-24,0.0015841581597344394,5.611082469152094e-26,2.4310716139944902e-23,2.0534828589509362e-23,3.0552145155877816e-11,1.728919540609462e-14,1.0489400381932214e-21,3.725007101481855e-17,7.962218945456148e-19,1.0901344995616747e-19,3.842435714650569e-20,1.7672644377206403e-10,8.798163297567516e-24,1.633694247357342e-17,4.2020221461219007e-22,1.1414332421840426e-23,8.444826584815026e-23,7.903158047073567e-26,1.6835861848921007e-18,3.629741343613095e-11,3.115732615974927e-23,4.970970948597237e-19,7.425992242864929e-22,6.017195111230973e-12,3.3270563198968375e-20,8.769335517752934e-27,1.7277643548221766e-30
3.4218830773541555e-09,0.7931823970471079,5.8235637211811977e-08,1.2649906070542925e-10,2.983672780256118e-10,1.762951676285488e-07,0.0,0.0,2.2632897069344463e-07,1.6461670155236377e-11,5.265792543009879e-13,3.5223896643108497e-09,1.1637759326377183e-19,3.058635496397177e-25,1.4303096982329844e-17,1.7048218161967065e-17,1.4011610225023622e-16,2.4246997726610053e-20,7.148164373680278e-27,4.338865079664852e-32,8.704373927610344e-36,9.376495899715662e-36,5.2281309250347875e-20,8.421104655104273e-29,3.456987399667785e-22,1.6340193946784072e-33,4.281087068764935e-35,1.4523505917713224e-34,1.9090787736622e-35,9.256793737136244e-36,5.996289979463936e-25,1.5856904183761668e-35,8.78021980461311e-38,1.9735981321873353e-39,3.76,0.0,0.6611077448048014,0.9984154805556339,7.580739385898096e-12,3.554960561927256e-19,1.3598964452425887e-05,1.3662414606598833e-05,2.2694448699168456e-07,7.12722331132965e-14,1.0845950380416621e-13,5.739718688896534e-08,1.288980430154559e-09,9.312244497296286e-12,1.653837606546149e-11,5.033229606960846e-12,7.137118756251979e-16,8.171250998390654e-18,1.7583700223896819e-07,1.2066331113767215e-15,7.149092606008166e-16,2.1473200284951084e-11,3.4903323781829977e-22,2.381489117651127e-13,9.35099414312666e-14,2.164841442909047e-14,3.966800225579685e-18,1.021791743908687e-17,2.4748785645748096e-16,1.4621547121529122e-14,9.959827030407609e-24,0.0015842317954372512,6.114838069914636e-26,2.6339370127472847e-23,2.2434719446505015e-23,3.1392329378225784e-11,1.825200496290306e-14,1.1339869199536716e-21,4.0313736140717584e-17,8.645508535949153e-19,1.2113289141903821e-19,4.283819317428616e-20,1.8629043606353228e-10,1.0010192386447891e-23,1.7703307980184794e-17,4.667349862009664e-22,1.2804456957729673e-23,9.324004829816908e-23,8.784328388079215e-26,1.8224811867611015e-18,3.9199538889898425e-11,3.430872357816624e-23,5.384742595636472e-19,8.197531707758236e-22,6.259161056504759e-12,3.604502404738617e-20,9.75016009770667e-27,2.0423469287717534e-30
3.511150773923534e-09,0.793182449872823,6.129339135278224e-08,1.359751646178916e-10,3.166963800719913e-10,1.809187706707429e-07,0.0,0.0,2.3223127669949636e-07,1.733109591276505e-11,5.688040206196181e-13,3.744258794919593e-09,1.260728913897501e-19,3.4744822778318284e-25,1.5130712272927994e-17,1.8411483153867993e-17,1.5136086153834838e-16,2.6874329751590024e-20,8.128634769133516e-27,4.854270717314613e-32,1.0241125315241419e-35,1.1219746352591425e-35,5.756451672368247e-20,9.899911753073738e-29,3.82410540983994e-22,1.9271354873421933e-33,5.012832731967772e-35,1.7386820894686933e-34,2.2859096095865297e-35,1.1079421578590817e-35,6.717403592554085e-25,1.8879071330839368e-35,1.0524279761755557e-37,2.3682645103434403e-39,3.76,0.0,0.6611073779120282,0.9984154125738534,8.244547230838948e-12,3.9404463167435467e-19,1.3952087063567045e-05,1.401888975919153e-05,2.3289701309716695e-07,7.489794360575624e-14,1.115398457999722e-13,6.038918298431204e-08,1.3878688186021855e-09,9.784531976416069e-12,1.7413851528620118e-11,5.310075664069069e-12,7.519688442597537e-16,8.824216163551656e-18,1.8042399582920874e-07,1.2876038853985938e-15,7.527329422980197e-16,2.2607628094898135e-11,3.834465641051994e-22,2.5235021676900336e-13,9.651557546996218e-14,2.2819194397908743e-14,4.288591972925744e-18,1.1123874884049424e-17,2.671138495412636e-16,1.540321591158273e-14,1.0864879571336648e-23,0.0015842906362215174,6.649458231256582e-26,2.8477926622638706e-23,2.446584219539912e-23,3.2234234490761304e-11,1.9242351452450542e-14,1.2234424545322679e-21,4.354036402053664e-17,9.368152909905444e-19,1.3423368615251791e-19,4.763025996487508e-20,1.9610485095422443e-10,1.1350557002490847e-23,1.9145324560303434e-17,5.170218222585071e-22,1.432406517682645e-23,1.0267474719555057e-22,9.737229615513282e-26,1.968815313984146e-18,4.2247426557785384e-11,3.767881543209214e-23,5.821051034154751e-19,9.027204898309107e-22,6.502806842347076e-12,3.897115779584526e-20,1.0811205135435452e-26,2.4044112477934363e-30
