Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28),S(455),S(1290),CH2(S)(25),CH2(T)(18)
2.3824460938981245e-08,0.4188267526196184,3.76,0.0,0.9507857139937483,0.9995251981758033,7.163375082723683e-10,0.0,2.8957791649342036e-09,7.969190167243366e-06,7.667735656412823e-06,2.3457136597093054e-07,6.358518677313214e-13,6.997413052042988e-14,2.480193278078316e-07,2.3472567388117559e-07,3.354776472592305e-08,4.005165585416538e-08,2.0344703562025134e-07,1.5044509654550906e-08,2.7440171752464826e-09,3.187823480816526e-10,1.653752309846935e-10,5.238862655226568e-14,1.2417154637056597e-15,3.066021148665585e-17,1.8445463177759624e-08,1.673369383587265e-15,2.6187506605582718e-12,2.650129816539261e-20,1.6952434728729522e-10,5.21213865086912e-11,7.658978919914853e-12,2.548143871086477e-16,1.723437459885127e-13,1.1203464510320728e-11,0.00047431812497061344,4.533758539100626e-15,1.4094920988169602e-23,3.126187837739052e-15,4.992169833975368e-17,2.163151846977917e-16,1.2487396543172586e-14,2.79197659069285e-20,1.0881967008554164e-23,1.0958181154395868e-21,3.714442746073844e-22,1.0438555321748772e-26,7.891962365349977e-19,2.7036653533690475e-17,6.330124872643815e-21,7.716861689165476e-10,1.869698686171358e-17,9.446213114296381e-19,1.7087887974491373e-19,3.456967827680383e-19,2.4959230722561626e-17,1.6087285611002367e-21,7.79353649752018e-22,1.8741773228947143e-17,4.3386756989819485e-12,1.186650580508137e-30,1.0891197300136965e-16,3.033613341622584e-21,9.341423590794336e-20,2.031087522645361e-28,5.34552360703648e-30,5.321145456389498e-26,1.0594728253993026e-26,2.4053884307649557e-12,6.82385791465235e-33,7.929781641746323e-30,4.347796727514364e-26,1.0705171459055734e-23,1.0214892153046488e-09,9.6743751728619e-21,2.0489363153827667e-23,4.973999203755471e-12,3.383421598277809e-10,1.001013697894598e-14,8.160686434087266e-29,1.8010556217663685e-24,2.2311061393780215e-24,5.433846897085782e-19,4.875108743093698e-17
2.457180692352813e-08,0.4188267711411658,3.76,0.0,0.9507854544975847,0.9995251740239681,7.982431709821592e-10,0.0,3.129772427745854e-09,8.220719079343205e-06,7.899524463584444e-06,2.44249099496201e-07,6.676136383934303e-13,7.21057365844403e-14,2.6303701999106396e-07,2.485336213540747e-07,3.555571566138353e-08,4.3514751926410654e-08,2.0988711606096218e-07,1.616598513341578e-08,2.99525129243921e-09,3.3837255664017254e-10,1.768575684487999e-10,5.779979944335294e-14,1.3635541516881618e-15,3.3818624934106345e-17,1.9024026225805088e-08,1.8390935168946615e-15,2.7296671780969016e-12,2.947374197631875e-20,1.8022341203308997e-10,5.5447467289297435e-11,8.395691619109177e-12,2.775642828025757e-16,1.8327381925562517e-13,1.2334378958035123e-11,0.00047431811359861586,4.704944975702519e-15,1.5847232702080286e-23,3.442203134217533e-15,5.505130637195149e-17,2.414081335412863e-16,1.3372386388392122e-14,3.1437765616512173e-20,1.1997145058865294e-23,1.2341978350048067e-21,4.313403697661651e-22,1.1419010980627216e-26,8.943666362186006e-19,2.7893137530963805e-17,7.291962638916466e-21,8.199568042281355e-10,2.045578536662914e-17,1.0662344045103074e-18,1.8867957853920976e-19,3.821126600548829e-19,2.6487495426195867e-17,1.8585215966437743e-21,9.42749195021472e-22,1.9613355636656812e-17,4.480235659274407e-12,1.3111237042242718e-30,1.2281728115904674e-16,3.3508770469963593e-21,1.0776168253997048e-19,2.308041425579599e-28,6.540503828415063e-30,6.095541620452718e-26,1.2758722242900629e-26,2.4790941815541346e-12,8.230607932687641e-33,9.842043570570607e-30,5.063661060908569e-26,1.1923742057415937e-23,1.1088581742776237e-09,1.1114941614635816e-20,2.415268291087093e-23,5.330859712248355e-12,3.606635268548917e-10,1.0989156744144353e-14,9.806265647834925e-29,2.0032374684497574e-24,2.5423375014835745e-24,6.064942524951791e-19,5.362269926076295e-17
2.5319152908075014e-08,0.4188267896745243,3.76,0.0,0.9507851947768812,0.9995251493324336,8.866606261085984e-10,0.0,3.374711395802551e-09,8.472392977291773e-06,8.130794969200572e-06,2.541503574610339e-07,6.997238217717585e-13,7.423266805641054e-14,2.784487109857723e-07,2.626689791626551e-07,3.764880723811171e-08,4.7162611489876484e-08,2.163324582167937e-07,1.7326585565195013e-08,3.26080455373833e-09,3.58586282818644e-10,1.8881138976637864e-10,6.365406509378893e-14,1.494470612399415e-15,3.720564247491074e-17,1.9602586898610237e-08,2.0159540524150156e-15,2.843109166583852e-12,3.267912752672549e-20,1.9124345947896326e-10,5.887696545041208e-11,9.177752984927641e-12,3.017282264930479e-16,1.9453040715362953e-13,1.355038245312022e-11,0.0004743181019647665,4.877777690565563e-15,1.7754650711880713e-23,3.7803469891656e-15,6.054884146104523e-17,2.686488411871174e-16,1.429448395990186e-14,3.5281964906470494e-20,1.3190370450473029e-23,1.3864069487240828e-21,4.986791055890145e-22,1.2472053016952941e-26,1.0099631764471362e-18,2.874973424461821e-17,8.367031620339001e-21,8.696358919519114e-10,2.231804532099583e-17,1.1990603146105926e-18,2.0776257282310593e-19,4.2113796301351926e-19,2.8075677471959933e-17,2.1372915988447895e-21,1.135495053485421e-21,2.0495129147918354e-17,4.621479102625895e-12,1.4446190707703923e-30,1.380775206568303e-16,3.691075155094789e-21,1.238402516432356e-19,2.613074448604023e-28,7.953604788238694e-30,6.953061221327292e-26,1.528234586300807e-26,2.5526351081259702e-12,9.873236937769299e-33,1.2138781666672663e-29,5.870168262333697e-26,1.3248231535553497e-23,1.2003962825559756e-09,1.2721845915884815e-20,2.833341229011885e-23,5.7057992765090494e-12,3.8360142638316374e-10,1.2040880124486409e-14,1.1718435367401971e-28,2.2219459373478235e-24,2.8877540718092837e-24,6.746911220718933e-19,5.882916771021911e-17
2.6066498892621898e-08,0.4188268082199742,3.76,0.0,0.9507849348246701,0.9995251241018289,9.818893695193656e-10,0.0,3.6307301439520292e-09,8.724216221540204e-06,8.361548327470555e-06,2.642820863998976e-07,7.321619762495174e-13,7.635493102131476e-14,2.9425056914042184e-07,2.7712664277963463e-07,3.9829235675948886e-08,5.099915426864353e-08,2.227832018608936e-07,1.8525881306144238e-08,3.5410112632951085e-09,3.7943340406020735e-10,2.0124757003318383e-10,6.997975060141519e-14,1.6350104703037805e-15,4.0832153493862155e-17,2.018114527168995e-08,2.2043985515228707e-15,2.9591597980396974e-12,3.612914558997644e-20,2.0258393730145773e-10,6.24099505467782e-11,1.0006465374898726e-11,3.273707782134191e-16,2.0611268230721167e-13,1.4855731871190578e-11,0.0004743180900670237,5.052252532194735e-15,1.9825775656018107e-23,4.1416096497809364e-15,6.643133164163252e-17,2.9816558315524377e-16,1.5254509308426837e-14,3.9473205798880044e-20,1.4464901360138242e-23,1.5535200621790605e-21,5.7412851556426305e-22,1.360278477632348e-26,1.136704698787626e-18,2.9606446446267386e-17,9.564899961995986e-21,9.207186433459218e-10,2.428632365827637e-17,1.3437432566710108e-18,2.281847013008864e-19,4.628771534576773e-19,2.9726867445328496e-17,2.4473045732975435e-21,1.3619882202553226e-21,2.1386957901720045e-17,4.762406721224608e-12,1.5875383167589117e-30,1.5478746032679353e-16,4.055218018423636e-21,1.4180622764111627e-19,2.9481336932624045e-28,9.6162508314405e-30,7.899595597510868e-26,1.8212704282583147e-26,2.62601157742844e-12,1.1782903493105451e-32,1.4882958976735747e-29,6.775540343080712e-26,1.4685942971466735e-23,1.296133760191275e-09,1.4509109097887685e-20,3.308607383931495e-23,6.099314336326429e-12,4.071463787314006e-10,1.3169196536196736e-14,1.3930444015770218e-28,2.458136825838827e-24,3.2702551494817715e-24,7.482267703251293e-19,6.438502490029707e-17
2.6813844877168782e-08,0.4188268267777913,3.76,0.0,0.9507846746340505,0.9995250983327691,1.0842324624229504e-09,0.0,3.897956846430657e-09,8.97619312574646e-06,8.591785689928253e-06,2.7465116494328996e-07,7.649086276267797e-13,7.847253175233019e-14,3.104387916664875e-07,2.9190157242556375e-07,4.209917593884365e-08,5.502824125304214e-08,2.2923948539847335e-07,1.976343064628382e-08,3.8362009967314164e-09,4.0092434519117355e-10,2.1417731788611873e-10,7.680651318198614e-14,1.785749987839225e-15,4.4709408674950176e-17,2.075970142299026e-08,2.404886020687778e-15,3.077901471263407e-12,3.983587571605868e-20,2.1424429440175427e-10,6.60464943668522e-11,1.0883126745148218e-11,3.545597355247113e-16,2.180198194990375e-13,1.6254775303480236e-11,0.0004743180779188643,5.228365360504592e-15,2.2069442346344682e-23,4.5270112788396526e-15,7.27163312936134e-17,3.3009180615513955e-16,1.6253310159395323e-14,4.403320280668138e-20,1.582407051603167e-23,1.7366746409811874e-21,6.583956815541281e-22,1.481667597966403e-26,1.2753422756057419e-18,3.046327698040182e-17,1.0895629719046088e-20,9.732002822137886e-10,2.6363146414275136e-17,1.5009426856746205e-18,2.5000427107276756e-19,5.074356809038296e-19,3.1444336416284996e-17,2.790918628312277e-21,1.6271544131525276e-21,2.228872093069374e-17,4.90301920913767e-12,1.7402934371776246e-30,1.7304618369115013e-16,4.44433997628256e-21,1.6182563242695205e-19,3.3152463881853453e-28,1.1563262934587087e-29,8.941242711536608e-26,2.1601559655225864e-26,2.6992239555617622e-12,1.3993870450970813e-32,1.8145675749594596e-29,7.788463782222611e-26,1.6244634923316934e-23,1.3960973822410828e-09,1.6491528700496523e-20,3.846901697161516e-23,6.511899471968612e-12,4.3128901768539613e-10,1.4378118758564887e-14,1.6478515509163017e-28,2.712806870832061e-24,3.6929254578901744e-24,8.273597424231647e-19,7.030522826757053e-17
2.7561190861715667e-08,0.4188268453482474,3.76,0.0,0.9507844141981898,0.9995250720258845,1.1939963731979615e-09,0.0,4.176513944868071e-09,9.228327955455731e-06,8.821508205439834e-06,2.8526440265075136e-07,7.979452237487909e-13,8.058547670088528e-14,3.270096044348732e-07,3.069887922729251e-07,4.446078189384301e-08,5.925367535039053e-08,2.3570144587712594e-07,2.103878177965487e-08,4.146698643835246e-09,4.230700555229831e-10,2.2761217228889264e-10,8.416538046997804e-14,1.9472975655391643e-15,4.884902969042274e-17,2.133825543295044e-08,2.617887473392728e-15,3.1994157935067866e-12,4.3811798577556495e-20,2.2622398090591414e-10,6.978667091047706e-11,1.1809030662195434e-11,3.8336629183512883e-16,2.30250995665908e-13,1.7751950200338435e-11,0.0004743180655198781,5.406112046810829e-15,2.4494724478833776e-23,4.937602686159031e-15,7.94219343852477e-17,3.6456627711873387e-16,1.7291762614317935e-14,4.898456926027468e-20,1.7271287820993303e-23,1.937073580893536e-21,7.5222804865258105e-22,1.6119581235317768e-26,1.4266602346929215e-18,3.1320228762391845e-17,1.2369785485745872e-20,1.0270760448781323e-09,2.855100904364699e-17,1.6713330892769533e-18,2.732811062473486e-19,5.54919946563694e-19,3.323153585598246e-17,3.1705838545130573e-21,1.9364959083688345e-21,2.3200310271741895e-17,5.043317262604224e-12,1.9033071287758226e-30,1.9295720110992307e-16,4.859500001573465e-21,1.8407458618954666e-19,3.716521569637756e-28,1.3833112959890116e-29,1.0084306208926933e-25,2.5505660332510583e-26,2.7722726077770368e-12,1.654372575937752e-32,2.2006964583516982e-29,8.918100245730504e-26,1.7932548666455976e-23,1.5003106180185451e-09,1.8684702037004965e-20,4.454454530482614e-23,6.944047497179927e-12,4.5602009057988114e-10,1.5671783577060204e-14,1.940201578657253e-28,2.986994937625099e-24,4.15904347275453e-24,9.123558947549447e-19,7.660517073279741e-17
2.830853684626255e-08,0.41882686393161,3.76,0.0,0.950784153510325,0.9995250451818146,1.3114908237289508e-09,0.0,4.466518311683169e-09,9.480624926989472e-06,9.050717020211532e-06,2.961285390508014e-07,8.312540912617505e-13,8.269377248715463e-14,3.439592617737257e-07,3.223833896599688e-07,4.6916186468971214e-08,6.367920203075094e-08,2.421692189970709e-07,2.2351474561352625e-08,4.472824450911509e-09,4.4588198644898956e-10,2.4156399926162e-10,9.208879129353014e-14,2.120295285976794e-15,5.3263018710555186e-17,2.1916807384563554e-08,2.8438865107150137e-15,3.323783564908125e-12,4.806980811372159e-20,2.3852244816522973e-10,7.363055636672549e-11,1.2785466314725053e-11,4.138651966819821e-16,2.4280538989494936e-13,1.9351781537901775e-11,0.0004743180528615915,5.585488473814544e-15,2.711093975973753e-23,5.374466033633051e-15,8.656678737152873e-17,4.017332341149835e-16,1.837077183552122e-14,5.435084406363955e-20,1.8810043046011396e-23,2.1559878541469768e-21,8.564147812101792e-22,1.7517759203326584e-26,1.5914772092844808e-18,3.2177304776546605e-17,1.399844275537276e-20,1.0823411801540542e-09,3.085237673447215e-17,1.8556037826714132e-18,2.980765978290327e-19,6.0543726799736205e-19,3.5092097970937565e-17,3.588842141165083e-21,2.2961422116229064e-21,2.4121629318672944e-17,5.1833015791021385e-12,2.0770131425729396e-30,2.1462856340501317e-16,5.301782364360483e-21,2.0873967437788762e-19,4.154151810548057e-28,1.6468189540604983e-29,1.1335294380877775e-25,2.998708619609831e-26,2.8451578984785232e-12,1.9473614110409142e-32,2.6556641276775163e-29,1.0174097150371432e-25,1.9758436815424387e-23,1.6087937656050118e-09,2.1105049799503565e-20,5.137904179069011e-23,7.396249550454847e-12,4.813304580356795e-10,1.7054452421411664e-14,2.274362324533075e-28,3.2817831958956808e-24,4.6720899792791706e-24,1.0034886295909985e-18,8.330069040971034e-17
2.9055882830809435e-08,0.41882688252814276,3.76,0.0,0.9507838925637624,0.9995250178011907,1.4370286401241388e-09,0.0,4.768081409004173e-09,9.733088206520386e-06,9.279413277797354e-06,3.0725024286520094e-07,8.648183943954986e-13,8.479742589113097e-14,3.612840462676344e-07,3.380805143141617e-07,4.9467501810004075e-08,6.830850996766979e-08,2.486429391213267e-07,2.3701042073815234e-08,4.814894062792316e-09,4.693720695460162e-10,2.5604498856382775e-10,1.0061063687037065e-13,2.305420502254309e-15,5.796376773504189e-17,2.2495357363435595e-08,3.0833799207714776e-15,3.4510847657977754e-12,5.262322346911492e-20,2.511391487566825e-10,7.757822909191094e-11,1.3813718525334543e-11,4.461349180361409e-16,2.5568218341983265e-13,2.1058880007722567e-11,0.0004743180399463054,5.7664905355860955e-15,2.9927655441883124e-23,5.8387155141921744e-15,9.41701017469025e-17,4.417425390546818e-16,1.949127271437526e-14,6.015651885989484e-20,2.0443908592964703e-23,2.3947592350232346e-21,9.717881621575601e-22,1.9017892445036358e-26,1.7706472125215336e-18,3.303450807430562e-17,1.579319601586591e-20,1.1389909493226767e-09,3.32696847209576e-17,2.054458705671807e-18,3.2445375485649017e-19,6.59095844419119e-19,3.702983641867436e-17,4.048326933643571e-21,2.7129036315336508e-21,2.505259138510229e-17,5.322972855710528e-12,2.2618566452896653e-30,2.3817297683925414e-16,5.772297311825203e-21,2.3601832083424892e-19,4.630414999205094e-28,1.9515075909456086e-29,1.2700919037869657e-25,3.511361074052905e-26,2.9178801912283552e-12,2.2828479855022508e-32,3.1895214090708445e-29,1.1566598073695855e-25,2.1731593384233372e-23,1.7215640817795722e-09,2.3769840016317176e-20,5.904309150644727e-23,7.868995184604717e-12,5.072110934561075e-10,1.8530511998628225e-14,2.6549503038413794e-28,3.598298283710585e-24,5.235756867818545e-24,1.101039125710059e-18,9.040807986265472e-17
2.9803228815356316e-08,0.4188269011381048,3.76,0.0,0.9507836313518795,0.9995249898846409,1.5709256076949034e-09,0.0,5.081309443240162e-09,9.985721909313417e-06,9.507598119106778e-06,3.1863611139760216e-07,8.986220956780068e-13,8.689644384409369e-14,3.789802685582063e-07,3.5407537758513334e-07,5.211681943614612e-08,7.314523167387059e-08,2.5512273928581253e-07,2.5087012022244606e-08,5.173218564510687e-09,4.935526951875277e-10,2.7106765033962713e-10,1.0976630237359845e-13,2.5033874717148167e-15,6.29640677471467e-17,2.307390545784325e-08,3.3368782972234287e-15,3.581398546531407e-12,5.748580072518865e-20,2.6407353648350813e-10,8.162976958776533e-11,1.4895067762257188e-11,4.802578066772866e-16,2.688805596170161e-13,2.2877940229132984e-11,0.0004743180267798953,5.9491141375547026e-15,3.2954694266122466e-23,6.3314980050575616e-15,1.0225166625207064e-16,4.847498320965235e-16,2.0654230523171506e-14,6.642706558732816e-20,2.217654232539659e-23,2.654803107751844e-21,1.0992250376675506e-21,2.0627107989244718e-26,1.9650607354296497e-18,3.389184177255837e-17,1.7766166585903712e-20,1.1970206261047413e-09,3.580533859432477e-17,2.2686162219946157e-18,3.524772567685305e-19,7.160047226482472e-19,3.9048747371840423e-17,4.5517629361649955e-21,3.194327819490413e-21,2.5993118450695083e-17,5.462331788122941e-12,2.4582945895259424e-30,2.6370791932637173e-16,6.272181764265039e-21,2.661191671067411e-19,5.147676168768942e-28,2.3024839994506242e-29,1.4188094300926736e-25,4.09590805618407e-26,2.99043984874919e-12,2.665732162570014e-32,3.813485424034966e-29,1.3106253011396063e-25,2.386188533789787e-23,1.8386359075134415e-09,2.669721236039081e-20,6.761160198998993e-23,8.362772454634402e-12,5.336530823322452e-10,2.0104474920934598e-14,3.086948519048025e-28,3.937712460471679e-24,5.853956177850059e-24,1.2052965643599192e-18,9.794409492184699e-17
3.05505747999032e-08,0.41882691976175146,3.76,0.0,0.9507833698681244,0.999524961432803,1.7135003300808947e-09,0.0,5.406303515426556e-09,1.0238530099115053e-05,9.73527268241237e-06,3.302926700688956e-07,9.326499184914762e-13,8.89908334203893e-14,3.9704426714601284e-07,3.703632516870055e-07,5.486621039461833e-08,7.819294413187234e-08,2.616087512093762e-07,2.6508907976810594e-08,5.548104522641433e-09,5.184366916726966e-10,2.8664481173300953e-10,1.195927088181239e-13,2.7149490355087043e-15,6.827711769192779e-17,2.3652451758790193e-08,3.604906677028768e-15,3.714803219327258e-12,6.267174442404337e-20,2.7732506637586776e-10,8.578526047978289e-11,1.603079015106065e-11,5.163202626767711e-16,2.82399704002018e-13,2.481373898412411e-11,0.0004743180133603442,6.133355196497444e-15,3.620214080352811e-23,6.853993695674363e-15,1.1083185873522746e-16,5.309166876676273e-16,2.1860641550820302e-14,7.318896440760764e-20,2.4011690466334622e-23,2.9376113597364463e-21,1.2396483091034754e-21,2.235299864627179e-26,2.1756458675061757e-18,3.4749309052028647e-17,1.9930010196051854e-20,1.256425496634259e-09,3.8461714611942193e-17,2.49880892072441e-18,3.8221350697402747e-19,7.762737636972953e-19,4.115301090019732e-17,5.101965763639649e-21,3.7487593377841025e-21,2.6943140067636036e-17,5.601379070624404e-12,2.666796092547856e-30,2.913557577466453e-16,6.802600026786616e-21,2.9926245793403997e-19,5.70838937870253e-28,2.705333711963719e-29,1.5803935316820393e-25,4.7603812930686304e-26,3.0628372329253244e-12,3.101345912383205e-32,4.5400430537158063e-29,1.480422848329582e-25,2.6159785687867726e-23,1.9600207891717714e-09,2.990620280499583e-20,7.71639210073583e-23,8.878068003946912e-12,5.606476213904972e-10,2.178098032859749e-14,3.5757246490778486e-28,4.3012447497410614e-24,6.5308294003207824e-24,1.3165583500240498e-18,1.0592596306509718e-16
3.129792078445008e-08,0.4188269383993345,3.76,0.0,0.9507831081060174,0.9995249324463175,1.865074092407841e-09,0.0,5.743159767463195e-09,1.0491516787674997e-05,9.962438103357408e-06,3.4222637208334374e-07,9.668873113839554e-13,9.108060182964942e-14,4.154724081938963e-07,3.869394689499873e-07,5.771772541416341e-08,8.34551694195096e-08,2.681011053037533e-07,2.796625047750904e-08,5.93985402631269e-09,5.440373048736241e-10,3.0278961348022973e-10,1.3012835522034243e-13,2.9408983445988828e-15,7.39165332800045e-17,2.4230996360062005e-08,3.888005197619656e-15,3.851376251794428e-12,6.819571888385402e-20,2.9089319469162245e-10,9.004478649572856e-11,1.7222157486321206e-11,5.544129040141775e-16,2.962388042257209e-13,2.687113347451755e-11,0.0004743179996845932,6.319209640524265e-15,3.96803481944289e-23,7.407416690720982e-15,1.199316576686088e-16,5.804107720135343e-16,2.3111533722548564e-14,8.046973198825414e-20,2.595319056240562e-23,3.2447553630884636e-21,1.394028474109892e-21,2.4203645101785146e-26,2.4033694390238513e-18,3.560691315573674e-17,2.2297924319561925e-20,1.3172008594322136e-09,4.1241160004761614e-17,2.7457834199463426e-18,4.1373068760271803e-19,8.400136099904175e-19,4.334699264125146e-17,5.70184154628257e-21,4.3854023151557255e-21,2.790259240699641e-17,5.740115396367948e-12,2.887842823517578e-30,3.2124386624315467e-16,7.364744516348751e-21,3.356804328765913e-19,6.315099649192335e-28,3.1661525659154513e-29,1.7555756903151486e-25,5.513501215142477e-26,3.1350727048048953e-12,3.59548125441793e-32,5.383061122102182e-29,1.6672217489224478e-25,2.863640818376283e-23,2.085727595561053e-09,3.341676862081052e-20,8.778395165217388e-23,9.41536714889493e-12,5.88186017621131e-10,2.3564794507617097e-14,4.127049612179917e-28,4.690162072920496e-24,7.270757048613373e-24,1.4351303255458659e-18,1.1437139137490488e-16
3.2792612753543846e-08,0.4188269757172948,3.76,0.0,0.9507825837211854,0.9995248728719544,2.196516500678948e-09,0.0,6.4528194228793114e-09,1.0998041446287175e-05,1.0415246047637708e-05,3.669506569302374e-07,1.0359360289137217e-12,9.524630461901951e-14,4.5340671946530754e-07,4.2093855845682516e-07,6.373522986988148e-08,9.463697597593039e-08,2.811053551754119e-07,3.098534763488591e-08,6.775129882535811e-09,5.974433355911323e-10,3.368362483578503e-10,1.534895090212039e-13,3.4393451561525264e-15,8.623105924236207e-17,2.538808085294877e-08,4.501652843344332e-15,4.134333019099707e-12,8.031878214969502e-20,3.1897707776888093e-10,9.887629319441716e-11,1.9776892589374175e-11,6.370733362214355e-16,3.248736334476563e-13,3.137053032055721e-11,0.0004743179715704718,6.695742452856936e-15,4.737184511402286e-23,8.612073975267595e-15,1.3977705773534224e-16,6.900827098409357e-16,2.575103494917873e-14,9.670329546176845e-20,3.017107182690865e-23,3.9387522960211915e-21,1.7487891855694716e-21,2.8314107506073107e-26,2.9142999741366344e-18,3.732254511122866e-17,2.770150437479834e-20,1.4428443176948738e-09,4.717850453689698e-17,3.2931332794273346e-18,4.823898016886417e-19,9.783520042721737e-19,4.8022513564128026e-17,7.062686297937706e-21,5.946842961670579e-21,2.984956240945318e-17,6.0166579437460795e-12,3.369563806772611e-30,3.8827614382561234e-16,8.589126907435903e-21,4.193317750814767e-19,7.6771583809775e-28,4.2888347061992726e-29,2.1497590688900327e-25,7.324274882168174e-26,3.27905935170503e-12,4.78496531157107e-32,7.481574969959315e-29,2.096769882365902e-25,3.417370227399975e-23,2.3501297344973234e-09,4.142721503769985e-20,1.1258620210438644e-22,1.0557911347694048e-11,6.448601543854053e-10,2.7474053708817588e-14,5.442560783622143e-28,5.549465731414225e-24,8.958552908658781e-24,1.6954716415652706e-18,1.3272619866837798e-16
3.413783552572824e-08,0.41882700935356315,3.76,0.0,0.9507821107593343,0.9995248174329392,2.5288648036923115e-09,0.0,7.132949671654144e-09,1.1454563275540613e-05,1.0821043269823648e-05,3.9021359797734576e-07,1.0986643037904763e-12,9.897970758157105e-14,4.887570716601235e-07,4.524782514643377e-07,6.952041043692529e-08,1.0546846691962284e-07,2.928321521603465e-07,3.381892266178719e-08,7.587491795385464e-09,6.4810033487295e-10,3.6955767695472906e-10,1.7736018154645064e-13,3.945999354518815e-15,9.85757302922283e-17,2.6429452083336362e-08,5.111227816397291e-15,4.4005896221907195e-12,9.254251842425799e-20,3.453299094949913e-10,1.0718134162821818e-10,2.2279130279127572e-11,7.194124843991394e-16,3.5173112282055226e-13,3.5886158539058345e-11,0.0004743179454081227,7.0400991433296e-15,5.519301693587901e-23,9.814931120884881e-15,1.596381127042552e-16,8.019789822519028e-16,2.8289692449587983e-14,1.1338632176748637e-19,3.4371365278890725e-23,4.664080003485007e-21,2.1265744156921917e-21,3.2532071049993166e-26,3.443284923017898e-18,3.8867115571269105e-17,3.340638161794999e-20,1.5605636011403975e-09,5.296597577925877e-17,3.850912399230079e-18,5.509962100563301e-19,1.115851553462869e-18,5.258498744069432e-17,8.488319219766669e-21,7.745636953301188e-21,3.16335564789146e-17,6.264489691348742e-12,3.851120634161954e-30,4.576514838057636e-16,9.812139221883465e-21,5.084070161345391e-19,9.087786762501e-28,5.570299156854191e-29,2.558771357350634e-25,9.360314542420606e-26,3.408097198876584e-12,6.124235246261606e-32,9.940213295496705e-29,2.5543505299681862e-25,3.98944324209232e-23,2.6029107030130987e-09,4.9887981730829486e-20,1.394986956197074e-22,1.1666297842567196e-11,6.976418801673447e-10,3.140982314198888e-14,6.9072654312594225e-28,6.4233859417417756e-24,1.0742409430049853e-23,1.958027908568189e-18,1.5101861566127455e-16
3.548305829791263e-08,0.41882704303871743,3.76,0.0,0.950781636798127,0.9995247602716303,2.895475530526097e-09,0.0,7.852796551961357e-09,1.1911723427266666e-05,1.1225208412907997e-05,4.1447153024112897e-07,1.161874995158591e-12,1.0269825552504541e-13,5.252319758009913e-07,4.848822551575805e-07,7.566745322967335e-08,1.1704731037675398e-07,3.0458146723768006e-07,3.675984229272529e-08,8.458989308865854e-09,7.013022160470246e-10,4.0433659502719553e-10,2.0420415040556942e-13,4.513639949020876e-15,1.1220952033066445e-16,2.7470819397996824e-08,5.778794145621143e-15,4.678277519555086e-12,1.0611170018214283e-19,3.727001200514572e-10,1.1582487539755366e-10,2.4981239823250553e-11,8.0994979392814295e-16,3.7961273267036094e-13,4.087479217751799e-11,0.0004743179184285818,7.389620392095719e-15,6.393593713039459e-23,1.1138483201567382e-14,1.815375463297545e-16,9.275584038340659e-16,3.098996328837549e-14,1.32228855416073e-19,3.8980421801986837e-23,5.496661690885268e-21,2.5670226746673235e-21,3.7304726006151214e-26,4.044730304627384e-18,4.0412182483664566e-17,4.000317852864293e-20,1.6826507255170053e-09,5.918740143053224e-17,4.475296855036498e-18,6.265205313208842e-19,1.2663496030861925e-18,5.751475175913624e-17,1.012417513972735e-20,1.0000532505600085e-20,3.344733837660665e-17,6.511324656371956e-12,4.381431290326754e-30,5.36507749877684e-16,1.1157853867734033e-20,6.122949547328634e-19,1.0691399467196772e-27,7.161339153459076e-29,3.0241143549241554e-25,1.1855500627560873e-25,3.536616027297656e-12,7.767464027042293e-32,1.3068131264698915e-28,3.0877089336663967e-25,4.6400378938947504e-23,2.8697217971119515e-09,5.968104871585693e-20,1.7139521325481964e-22,1.2853471568314475e-11,7.520554335368176e-10,3.5773273747983666e-14,8.684848922987273e-28,7.401564373468436e-24,1.2810686357668414e-23,2.2494327442559948e-18,1.7111102293633575e-16
