Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188)
1.0362618401651322e-09,0.6111870997504042,3.76,0.0,0.898322496204575,0.9995543820221313,1.187861317377479e-15,0.0,1.618195879358517e-13,2.0602564865198912e-07,2.0582730082202455e-07,5.468520693377322e-09,9.491523466443342e-16,3.701548401750266e-15,1.9766758672560453e-10,1.9716518901678154e-10,6.278488880823893e-10,8.714540992892311e-13,5.468433149849152e-09,8.511261182903972e-13,3.6528248993205606e-13,2.263598430626934e-13,1.0792762496141312e-13,1.6597407584755995e-20,2.67067743900646e-19,6.1788943153661585e-22,6.275198990453934e-10,1.1177108424880276e-19,1.7304970248315734e-14,3.45158003991902e-26,2.826252743047028e-13,3.873066043079114e-14,3.0653392849972446e-18,6.842615246837292e-20,7.177505988068275e-17,3.576453648585743e-15,0.00044561231066127455,6.086249144591173e-17,3.1230345159426977e-29,4.384811235660916e-20,6.547246902219807e-22,1.7215524406786502e-21,4.915001501390447e-20,1.396042675570109e-26,9.127356755494702e-31
1.062348651170854e-09,0.6111871003123373,3.76,0.0,0.8983224908646226,0.9995528135500615,1.2895319432378582e-15,0.0,1.716245262887449e-13,2.11212130230699e-07,2.1100367315478482e-07,5.6061788259487135e-09,1.0074630717465024e-15,3.857865919530998e-15,2.077305280158052e-10,2.0719009500040715e-10,6.436714012227338e-10,9.388460523179868e-13,5.606077382590352e-09,9.163706631850415e-13,3.8547043635750966e-13,2.3784457417634186e-13,1.1352350822245935e-13,1.8323646120071682e-20,2.8105051261578305e-19,6.655249327662982e-22,6.433170058491606e-10,1.1838661907152366e-19,1.8093257872972734e-14,3.8057318128010784e-26,2.97028267168401e-13,4.070502699637895e-14,3.3026644093140273e-18,7.20418678615274e-20,7.628149869195086e-17,3.758943040407039e-15,0.0004471806349554582,6.299961520742086e-17,3.397148933028025e-29,4.724049607458768e-20,7.054253178166572e-22,1.8561397774246305e-21,5.295505809789469e-20,1.54091523454345e-26,1.0109984554969837e-30
1.088435462176576e-09,0.6111871008742706,3.76,0.0,0.8983224855246686,0.9995513631231959,1.397292138951934e-15,0.0,1.8178861152204616e-13,2.1639861193053493e-07,2.1617979443827633e-07,5.743837804829746e-09,1.0678225064363826e-15,4.016110871027516e-15,2.1804259369604508e-10,2.174622577703057e-10,6.594951863261883e-10,1.0096211678317546e-12,5.743721384867781e-09,9.848341683012518e-13,4.062770765945752e-13,2.496107773464506e-13,1.1926471753439565e-13,2.018106358295499e-20,2.9540829127925754e-19,7.155473513131453e-22,6.591141100916311e-10,1.2523510472950104e-19,1.8894940138247933e-14,4.1861961744830384e-26,3.1178894844715584e-13,4.27284682635748e-14,3.551931124055852e-18,7.575688408646444e-20,8.093928055286994e-17,3.945986971065622e-15,0.00044863091379359666,6.514498065794538e-17,3.6881708752993617e-29,5.08033406161854e-20,7.586781203551928e-22,1.9976300964406433e-21,5.695153697055138e-20,1.6967252590455322e-26,1.116953913683046e-30
1.1145222731822978e-09,0.6111871014362044,3.76,0.0,0.8983224801847136,0.9995500218564279,1.5113626492782996e-15,0.0,1.923173855682566e-13,2.2158509375953638e-07,2.2135566468422484e-07,5.881497685253496e-09,1.1302485312838402e-15,4.176224469604534e-15,2.2860373401403965e-10,2.2798158324582742e-10,6.75320274497204e-10,1.0838618567577518e-12,5.881365173812179e-09,1.056591005225872e-12,4.2770806392914136e-13,2.616582617467136e-13,1.2515148663258703e-13,2.2176131315607555e-20,3.1014240887500736e-19,7.680149978440297e-22,6.749112117727974e-10,1.323198719526704e-19,1.9709785364929923e-14,4.5942136726370355e-26,3.269073011750386e-13,4.480098397116967e-14,3.8134323461472485e-18,7.957165032331443e-20,8.57488802948471e-17,4.137586853902521e-15,0.00044997203228313074,6.72980372432011e-17,3.996734562797539e-29,5.454081057476342e-20,8.145457790577324e-22,2.1462023605604987e-21,6.114414590261142e-20,1.8640032126849368e-26,1.2309876369023407e-30
1.1406090841880197e-09,0.6111871019981384,3.76,0.0,0.8983224748447574,0.9995487815334186,1.6319675979336463e-15,0.0,2.0321638631234234e-13,2.2677157572592612e-07,2.265312839043627e-07,6.0191585214567856e-09,1.1947584754346714e-15,4.338149713658036e-15,2.3941389921319765e-10,2.3874797736977676e-10,6.911466968340577e-10,1.1616504986642318e-12,6.019008765377067e-09,1.131715330831011e-12,4.4976905009866796e-13,2.739868367885083e-13,1.3118404528407257e-13,2.4315475385645938e-20,3.2525419443557826e-19,8.229861807151663e-22,6.907083108926519e-10,1.396442520473104e-19,2.0537565894961608e-14,5.0310505567507866e-26,3.423833083754299e-13,4.692257386385152e-14,4.087460978614661e-18,8.34866152388099e-20,9.071073698901465e-17,4.3337441399897315e-15,0.00045121220676226545,6.945827501280643e-17,4.3234843755609096e-29,5.845706959156885e-20,8.730909761869573e-22,2.3020359865045326e-21,6.553757890888909e-20,2.0432915104141766e-26,1.353494199341445e-30
1.1666958951937415e-09,0.6111871025600729,3.76,0.0,0.8983224695047994,0.999547634556262,1.759334485123867e-15,0.0,2.1449114759126867e-13,2.3195805783810992e-07,2.3170665211043034e-07,6.15682036676824e-09,1.2613691333510409e-15,4.501831332369679e-15,2.504730395312903e-10,2.4976134610700244e-10,7.069744844288497e-10,1.2430694417680635e-12,6.1566521744273426e-09,1.210281087811088e-12,4.724656852890942e-13,2.8659631211707097e-13,1.3736261935587363e-13,2.6605876512233444e-20,3.407449770438292e-19,8.805192060116064e-22,7.065054074511865e-10,1.4721157689596213e-19,2.1378058021477728e-14,5.497998596879195e-26,3.5821695305899975e-13,4.909323769180141e-14,4.374309910576848e-18,8.750222698730577e-20,9.582525658374691e-17,4.534460318092031e-15,0.0004523590351372224,7.162522162415606e-17,4.6690748591377456e-29,6.255628035861369e-20,9.343763950706383e-22,2.465310844888605e-21,7.013652975130942e-20,2.235144479149514e-26,1.4848771620185983e-30
1.1927827061994634e-09,0.6111871031220076,3.76,0.0,0.8983224641648402,0.9995465738989349,1.8936941850749487e-15,0.0,2.2614719919377078e-13,2.3714454010467567e-07,2.3688176931417757e-07,6.294483273689669e-09,1.3300967810437111e-15,4.66721573311532e-15,2.617811051993752e-10,2.610215954432438e-10,7.228036683675043e-10,1.328201002941883e-12,6.294295414821193e-09,1.2923620052181335e-12,4.958036181321606e-13,2.994864976081487e-13,1.4368743088228088e-13,2.905426999238747e-20,3.5661608583463105e-19,9.406723775865165e-22,7.223025014483936e-10,1.5502517895734678e-19,2.2231041920097994e-14,5.996374903681888e-26,3.744082182220552e-13,5.1312975210320174e-14,4.674272017233776e-18,9.161893321179611e-20,1.0109281434758269e-16,4.739736914633434e-15,0.000453419543431017,7.379843956745536e-17,5.034170729806646e-29,6.684260462153839e-20,9.984647201240057e-22,2.6362072602328403e-21,7.494569194192577e-20,2.4401283186476378e-26,1.6255490740351224e-30
1.2188695172051853e-09,0.6111871036839429,3.76,0.0,0.8983224588248795,0.9995455930642528,2.035280943563792e-15,0.0,2.381900668603471e-13,2.423310225343931e-07,2.4205663552736426e-07,6.432147293971303e-09,1.400957191811486e-15,4.834250950476707e-15,2.7333804644094623e-10,2.725286313842058e-10,7.386342797297681e-10,1.4171274677208966e-12,6.431938499485848e-09,1.3780315989954203e-12,5.197884957031016e-13,3.1265720336508256e-13,1.5015869813112109e-13,3.166774562746351e-20,3.7286884999655815e-19,1.003503997100292e-21,7.380995928842658e-10,1.630883912662825e-19,2.3096301581449697e-14,6.527521749738274e-26,3.909570868452114e-13,5.3581786179483044e-14,4.9876401598542986e-18,9.583718104492792e-20,1.0651375713189673e-16,4.94957549366769e-15,0.00045440022882846154,7.59775235956071e-17,5.419446879432704e-29,7.132020318246393e-20,1.0654186368719832e-21,2.814906010970228e-21,7.996975874592433e-20,2.658821062637817e-26,1.775931475412064e-30
1.2449563282109072e-09,0.6111871042458784,3.76,0.0,0.898322453484917,0.9995446860440639,2.1843323754490903e-15,0.0,2.506252722834607e-13,2.475175051362134e-07,2.472312507617615e-07,6.569812478681307e-09,1.4739656515028443e-15,5.002886596806882e-15,2.851438134712813e-10,2.842823599548299e-10,7.544663495892086e-10,1.5099310903094148e-12,6.569581440487618e-09,1.4673631725095035e-12,5.444259635186732e-13,3.261082397162716e-13,1.5677663566900786e-13,3.445354764981738e-20,3.895045987735734e-19,1.0690723640595435e-21,7.538966817587955e-10,1.714045474336011e-19,2.3973624744894328e-14,7.092806392131867e-26,4.078635418923469e-13,5.589967036382037e-14,5.3147071857628714e-18,1.0015741711001247e-19,1.1208840546661803e-16,5.1639776568523996e-15,0.0004553070994809938,7.81620983438287e-17,5.825588379900689e-29,7.599323590283492e-20,1.1353008319713349e-21,3.0015883294551934e-21,8.52134231846197e-20,2.8918125402081174e-26,1.9364549013011702e-30
1.271043139216629e-09,0.6111871048078144,3.76,0.0,0.8983224481449531,0.9995438472824417,2.3410894622023983e-15,0.0,2.6345833310793385e-13,2.5270398791926796e-07,2.5240561502915164e-07,6.707478878270035e-09,1.5491369733142799e-15,5.173073814301484e-15,2.9719835649696145e-10,2.962826871987425e-10,7.70299909013215e-10,1.6066940935871674e-12,6.707224249096691e-09,1.560429817080739e-12,5.697216655354875e-13,3.39839417212985e-13,1.6354145442557885e-13,3.741907464964708e-20,4.065246614667117e-19,1.137435775855991e-21,7.696937680719755e-10,1.799769816460647e-19,2.486280283343355e-14,7.693620896295527e-26,4.2512756630980754e-13,5.826662753202224e-14,5.655765928325513e-18,1.0458008752203473e-19,1.178170555013268e-16,5.382945043426232e-15,0.0004561457113153655,8.035181612497932e-17,6.25329048707812e-29,8.086586170625649e-20,1.2081739932327579e-21,3.196435901972242e-21,9.068137803844382e-20,3.13970433744427e-26,2.107558887374456e-30
1.297129950222351e-09,0.6111871053697506,3.76,0.0,0.8983224428049876,0.9995430716416457,2.5057965494394844e-15,0.0,2.7669476293152497e-13,2.57890470892869e-07,2.575797283413293e-07,6.8451465426294094e-09,1.6264855121394272e-15,5.3447652285295936e-15,3.095016257155429e-10,3.085295191778531e-10,7.861349890629947e-10,1.7074986691154644e-12,6.844866935847014e-09,1.6573044125123325e-12,5.956812441486142e-13,3.5385054662747833e-13,1.7045336175672682e-13,4.0571879502015953e-20,4.239303674357601e-19,1.2086525278053006e-21,7.854908518237984e-10,1.8880902866628337e-19,2.576363088977087e-14,8.331381961109354e-26,4.4274914302582783e-13,6.068265745666549e-14,6.0111092069351996e-18,1.0910563788866115e-19,1.2369998080315013e-16,5.606479330188889e-15,0.0004569212020718701,8.254635488761255e-17,6.703258644271273e-29,8.594223858132738e-20,1.2841008096429598e-21,3.399630868744753e-21,9.637831584993088e-20,3.403109759319799e-26,2.289691976211398e-30
1.3232167612280728e-09,0.6111871059316876,3.76,0.0,0.8983224374650203,0.999542354370646,2.6787013444520995e-15,0.0,2.903400713056729e-13,2.630769540665078e-07,2.6275359071010117e-07,6.982815521147782e-09,1.7060251784826124e-15,5.517914903379292e-15,3.2205357131535926e-10,3.2102276197208625e-10,8.019716207935737e-10,1.8124269771432428e-12,6.982509510591693e-09,1.758059627617974e-12,6.223103401904302e-13,3.6814143895138704e-13,1.775125615068298e-13,4.3919669294058787e-20,4.417230461009381e-19,1.2827809131858925e-21,8.012879330142576e-10,1.9790402383263377e-19,2.6675907513505792e-14,9.007530745243006e-26,4.607282549501421e-13,6.314775991396106e-14,6.381029826996868e-18,1.137345133112458e-19,1.297374340220262e-16,5.83458223148348e-15,0.0004576383227806519,8.474541632473688e-17,7.176208485146316e-29,9.122652358447077e-20,1.3631439713867469e-21,3.6113558239440116e-21,1.0230892892670123e-19,3.682653791835992e-26,2.4833117245173874e-30
1.3493035722337947e-09,0.6111871064936246,3.76,0.0,0.8983224321250511,0.9995416910760153,2.86005491374024e-15,0.0,3.043997637363989e-13,2.682634374498554e-07,2.6792720214728665e-07,7.120485862760642e-09,1.7877694519500665e-15,5.692478297374472e-15,3.3485414347543695e-10,3.3376232167922776e-10,8.17809835253795e-10,1.921561146613047e-12,7.1201519825542214e-09,1.8627679207481004e-12,6.496145929296879e-13,3.827119053943643e-13,1.8471925406998861e-13,4.74703052523728e-20,4.599040269445784e-19,1.359879223277743e-21,8.170850116433459e-10,2.072653030591795e-19,2.759943479943821e-14,9.723532694734193e-26,4.790648849737591e-13,6.566193468352053e-14,6.765820579912179e-18,1.1846715838583627e-19,1.3592964843312334e-16,6.0672554991809225e-15,0.000458301466868856,8.694872412216003e-17,7.672865836095965e-29,9.672287284276563e-20,1.4453661698691526e-21,3.831793815698554e-21,1.0847790934444513e-19,3.9789730644102755e-26,2.6888847110214796e-30
1.3753903832395166e-09,0.6111871070555622,3.76,0.0,0.8983224267850801,0.999541077695013,3.0501116805450116e-15,0.0,3.1887934168535505e-13,2.734499210527609e-07,2.7310056266471716e-07,7.25815761599746e-09,1.8717313943316154e-15,5.868412221320889e-15,3.4790329236550963e-10,3.4674810441487e-10,8.336496634863172e-10,2.0349832751669723e-12,7.257794360375837e-09,1.9715015403148273e-12,6.775996400707815e-13,3.975617573829376e-13,1.9207363645027997e-13,5.1231802670594936e-20,4.784746395128084e-19,1.4400057474012072e-21,8.328820877110564e-10,2.168962028355928e-19,2.853401827696131e-14,1.0480877371795194e-25,4.977590159688792e-13,6.822518154814013e-14,7.165774243064136e-18,1.2330401720417768e-19,1.4227683936547605e-16,6.304500922666167e-15,0.0004589146970768897,8.91560223361127e-17,8.193966718039021e-29,1.0243544155677904e-19,1.5308300977376337e-21,4.061128346103861e-21,1.148899489499093e-19,4.2927158125116366e-26,2.9068865449153616e-30
1.4014771942452384e-09,0.6111871076175003,3.76,0.0,0.8983224214451074,0.9995405104706956,3.2491294223821723e-15,0.0,3.337843025710069e-13,2.78636404885252e-07,2.782736722742375e-07,7.395830829024967e-09,1.957923662285287e-15,6.0456747972406815e-15,3.61200968146115e-10,3.5998001631244177e-10,8.494911365276139e-10,2.152775429152602e-12,7.395436652159329e-09,2.0843325253155804e-12,7.062711177531861e-13,4.126908065595599e-13,1.9957590232103386e-13,5.521233083716751e-20,4.974362134172357e-19,1.5232187729558768e-21,8.486791612173824e-10,2.268000602270789e-19,2.947946685052189e-14,1.1281078284839195e-25,5.168106307889305e-13,7.083750029360099e-14,7.581183579801714e-18,1.2824553335471738e-19,1.4877920552523697e-16,6.546320328825932e-15,0.00045948177034870673,9.136707389060616e-17,8.740257347646145e-29,1.0836838400340218e-19,1.61959844890435e-21,4.2995433712324906e-21,1.2154973936388738e-19,4.6245418405416056e-26,3.1378018747086748e-30
1.4275640052509603e-09,0.6111871081794387,3.76,0.0,0.8983224161051326,0.9995399859288985,3.4573692685764312e-15,0.0,3.4912013976994285e-13,2.838228889575338e-07,2.8344653098770413e-07,7.533505549687147e-09,2.04635851963689e-15,6.2242254185558984e-15,3.747471209687644e-10,3.734579635233114e-10,8.653342854079719e-10,2.275019643628977e-12,7.533078865509545e-09,2.201332705855458e-12,7.356346605510569e-13,4.280988647818329e-13,2.0722624208314556e-13,5.942021296329395e-20,5.167900783366349e-19,1.6095765854595028e-21,8.644762321623174e-10,2.369802128743023e-19,3.043559274112754e-14,1.2125672719718334e-25,5.362197122687146e-13,7.349889070848446e-14,8.012341339424527e-18,1.332921499236086e-19,1.5543693022132228e-16,6.792715582037769e-15,0.0004600061608486366,9.35816591856817e-17,9.312494137990337e-29,1.1452585353869012e-19,1.7117339185685484e-21,4.54722330114468e-21,1.2846197198421535e-19,4.97512248495943e-26,3.382124397388221e-30
1.4536508162566822e-09,0.6111871087413776,3.76,0.0,0.8983224107651561,0.9995395008569525,3.675095697796592e-15,0.0,3.6489234261829895e-13,2.8900937327998835e-07,2.8861913881698604e-07,7.671181825542166e-09,2.1370478493062582e-15,6.404024711482845e-15,3.8854170097617157e-10,3.871818522169507e-10,8.811791411514905e-10,2.4017979223725966e-12,7.670721007570847e-09,2.322573703668351e-12,7.656959014729665e-13,4.437857441218845e-13,2.1502484292243207e-13,6.386392611108624e-20,5.365375640186398e-19,1.6991374685869812e-21,8.802733005458553e-10,2.47439998993316e-19,3.1402211428880895e-14,1.3016221572165347e-25,5.559862432246329e-13,7.620935258400138e-14,8.459540257167688e-18,1.3844430949571413e-19,1.6225018250065408e-16,7.0436885841602175e-15,0.0004604910812457876,9.57995748083636e-17,9.911443698624879e-29,1.2091200260070744e-19,1.8072992032390735e-21,4.804352999899452e-21,1.3563133798877443e-19,5.34514057764999e-26,3.640356867780368e-30
1.479737627262404e-09,0.6111871093033171,3.76,0.0,0.8983224054251775,0.9995390522840015,3.902576535591582e-15,0.0,3.811063964132927e-13,2.9419585786317446e-07,2.9379149577396466e-07,7.808859703896496e-09,2.23000316487149e-15,6.585034497600149e-15,4.0258465830253356e-10,4.0115158858115065e-10,8.970257347760801e-10,2.5331922378834924e-12,7.808363085061745e-09,2.4481269326368435e-12,7.96460471961767e-13,4.59751256865881e-13,2.2297188886604356e-13,6.855210112190608e-20,5.566800002814411e-19,1.791959704209436e-21,8.960703663679894e-10,2.581827573754932e-19,3.2379141596521357e-14,1.3954309181430677e-25,5.761102064549936e-13,7.89688857138339e-14,8.92307305418687e-18,1.4370245415561014e-19,1.6921911819967148e-16,7.299241274523924e-15,0.00046093950239641364,9.802063233873348e-17,1.0537882835095325e-28,1.275309827123801e-19,1.906357000757008e-21,5.071117785566297e-21,1.4306252833850095e-19,5.735290409533032e-26,3.913011108027028e-30
1.505824438268126e-09,0.6111871098652569,3.76,0.0,0.8983224000851969,0.9995386374628012,4.140082951927477e-15,0.0,3.977677824148547e-13,2.993823427178269e-07,2.98963601870533e-07,7.946539231836438e-09,2.325235621782174e-15,6.767217757554756e-15,4.16875943073851e-10,4.153670788222793e-10,9.128740972934615e-10,2.669284531391381e-12,7.946005104306935e-09,2.5780635993109033e-12,8.279340018945597e-13,4.759952155136593e-13,2.310675608379418e-13,7.349352254490125e-20,5.772187170154861e-19,1.8881015724333918e-21,9.118674296287137e-10,2.692118273874624e-19,3.3366205073955536e-14,1.4941543165107078e-25,5.965915847403761e-13,8.177748989398974e-14,9.403232437543622e-18,1.490670254885903e-19,1.7634388091828696e-16,7.559375629923515e-15,0.0004613541715448162,1.0024465724410478e-16,1.1192598547895204e-28,1.3438694448435466e-19,2.008970010318474e-21,5.347703430237422e-21,1.5076023378040556e-19,6.146277694412303e-26,4.200608017095991e-30
1.5319112492738478e-09,0.6111871104271973,3.76,0.0,0.8983223947452141,0.9995382538528883,4.387889458725508e-15,0.0,4.148819778473532e-13,3.045688278548562e-07,3.0413545711859547e-07,8.084220456257204e-09,2.4227560282322608e-15,6.950538595871003e-15,4.3141550540828527e-10,4.298282291655766e-10,9.287242597091647e-10,2.8101567128619015e-12,8.083647071266902e-09,2.7124547034253894e-12,8.601221195827652e-13,4.925174327784651e-13,2.39312036713456e-13,7.869712856573907e-20,5.981550441851876e-19,1.9876213516400638e-21,9.27664490328022e-10,2.8053054897104494e-19,3.436322678375783e-14,1.5979554255133638e-25,6.174303608440483e-13,8.463516492266678e-14,9.900311100191056e-18,1.545384645816701e-19,1.8362460292201053e-16,7.824093664610123e-15,0.00046173762915428345,1.0247148785479326e-16,1.1876388030877806e-28,1.41484037617866e-19,2.1152009324975835e-21,5.6342961600406336e-21,1.5872914485060169e-19,6.578819533063164e-26,4.50367758025608e-30
1.5840848712852914e-09,0.6111871115510792,3.76,0.0,0.8983223840652422,0.9995375710496753,4.915517486407431e-15,0.0,4.5049068573602126e-13,3.1494179902056125e-07,3.1447841511687833e-07,8.359588181320809e-09,2.624702248383799e-15,7.320454843979681e-15,4.6123926320238654e-10,4.5948713515606297e-10,9.604301082266962e-10,3.106568223271511e-12,8.358930870509292e-09,2.9948831919334838e-12,9.266646236440065e-13,5.263958950785176e-13,2.5624809675223376e-13,8.992741490050154e-20,6.412258500693366e-19,2.1970277481366867e-21,9.592586040423674e-10,3.040503094959605e-19,3.638645973610878e-14,1.8214545280873939e-25,6.601800374757194e-13,9.049772672861081e-14,1.0946396964545689e-17,1.6580370791082783e-19,1.9865440197353603e-16,8.367289016092291e-15,0.0004624201270055631,1.0693297838051552e-16,1.3334428034249196e-28,1.5641821224466255e-19,2.3387673240344527e-21,6.2382500498158456e-21,1.7549934498410342e-19,7.511491996417412e-26,5.158400095891688e-30
1.6310411310955906e-09,0.611187112562575,3.76,0.0,0.89832237445326,0.9995370414921398,5.4284312618312936e-15,0.0,4.841419960445991e-13,3.242774741484535e-07,3.23786219533097e-07,8.60742540328903e-09,2.814380317590648e-15,7.656931709050066e-15,4.889292539219481e-10,4.870193677468794e-10,9.889718384654247e-10,3.3905068803615417e-12,8.606686164274833e-09,3.265011060793438e-12,9.890531985937541e-13,5.578362811233702e-13,2.7200118404072894e-13,1.010241549121441e-19,6.813627468331272e-19,2.3976305753364495e-21,9.876932976251774e-10,3.2624222041438802e-19,3.8239731619183135e-14,2.0416521931650275e-25,6.998768737264666e-13,9.594185267205502e-14,1.1948674183997422e-17,1.763123294651381e-19,2.1271572491151028e-16,8.871861989219777e-15,0.00046294940885513555,1.1095652482696826e-16,1.4754302394649455e-28,1.7072524995026513e-19,2.5529793787647773e-21,6.817910298879054e-21,1.915670996010117e-19,8.432039627550897e-26,5.806070010374617e-30
1.67799739090589e-09,0.6111871135740722,3.76,0.0,0.89832236484127,0.9995365814746207,5.979139025737947e-15,0.0,5.193454064544354e-13,3.3361315036889447e-07,3.330932113857935e-07,8.85526884506827e-09,3.0116246417992586e-15,7.996583950603697e-15,5.174228878680231e-10,5.153460815824674e-10,1.0175198822896658e-09,3.691204809976496e-12,8.854441367373872e-09,3.5506660966988296e-12,1.0538444978339032e-12,5.901753221480472e-13,2.8823902853079655e-13,1.131163942409071e-19,7.228085885775072e-19,2.6100841048295075e-21,1.0161279829089109e-09,3.4942457148375767e-19,4.0122681160981047e-14,2.280941691383696e-25,7.407314101032097e-13,1.015449651141385e-13,1.301032118288846e-17,1.8717403967962415e-19,2.272839769469589e-16,9.391319120149263e-15,0.0004634091498736049,1.1498714221575867e-16,1.6281239342486014e-28,1.8587804816078404e-19,2.77988865515203e-21,7.432910445982851e-21,2.0858649835459604e-19,9.43409306570606e-26,6.512529918994049e-30
1.7249536507161892e-09,0.6111871145855714,3.76,0.0,0.8983223552292727,0.9995361818583445,6.5693622473259496e-15,0.0,5.561327144736478e-13,3.4294882775179406e-07,3.423993907447711e-07,9.103118776342173e-09,3.2164870154471276e-15,8.339238600797736e-15,5.467198739005612e-10,5.444667304972025e-10,1.0460744202997044e-09,4.009138581441017e-12,9.102196504566172e-09,3.8522549597847e-12,1.1210712890995174e-12,6.234119336068356e-13,3.0496256422138927e-13,1.2626180631664908e-19,7.655711345568432e-19,2.8347281589765087e-21,1.0445626598935365e-09,3.736168620359132e-19,4.20343922923686e-14,2.5403555243249e-25,7.82743545521463e-13,1.0730706294270182e-13,1.4133044434635914e-17,1.9839139308938602e-19,2.4235961648857227e-16,9.925673509518154e-15,0.00046380848883406135,1.1902424282378336e-16,1.792025629305119e-28,2.0190077543235472e-19,3.0198608758628167e-21,8.084352981050175e-21,2.26584889229054e-19,1.0522241529910738e-25,7.281200431605697e-30
1.7719099105264884e-09,0.6111871155970722,3.76,0.0,0.8983223456172671,0.9995358347067812,7.200857282291599e-15,0.0,5.945356754088372e-13,3.52284506368865e-07,3.5170475767992595e-07,9.350975466452189e-09,3.429016347672376e-15,8.684732030144561e-15,5.768199208312597e-10,5.743807685529453e-10,1.0746356330307752e-09,4.344784436420507e-12,9.34995159849257e-09,4.170182180009845e-12,1.1907663237176536e-12,6.575450331979251e-13,3.22172697153287e-13,1.4051967176855806e-19,8.096581449405575e-19,3.0719025452081e-21,1.0729973285790232e-09,3.98838597437116e-19,4.397397737995621e-14,2.8209491898549433e-25,8.259131787569127e-13,1.1322814506080285e-13,1.5318550263549444e-17,2.0996693907913556e-19,2.5794303521254053e-16,1.0474938650681581e-14,0.00046415536226617545,1.230673146435145e-16,1.9676477371607562e-28,2.188175910066813e-19,3.2732617799262676e-21,8.773345161556228e-21,2.4558961824035127e-19,1.1701190991304542e-25,8.115598234912591e-30
1.8188661703367877e-09,0.6111871166085748,3.76,0.0,0.8983223360052534,0.9995355331269541,7.875415326519212e-15,0.0,6.345860024081665e-13,3.616201862936126e-07,3.610093122612405e-07,9.598839184667377e-09,3.649258818283676e-15,9.032909442811545e-15,6.077227374319388e-10,6.050876500463855e-10,1.1032037009530477e-09,4.6986182890597894e-12,9.597706669954253e-09,4.504850166741876e-12,1.2629623366175003e-12,6.925735408680333e-13,3.3987030629422884e-13,1.5595087711321732e-19,8.55077380846615e-19,3.3219470567917286e-21,1.1014319889653424e-09,4.2510928908748693e-19,4.594057634615705e-14,3.1238008915475597e-25,8.702402084559308e-13,1.193082103854419e-13,1.6568544844632776e-17,2.219032219022934e-19,2.7403456669245493e-16,1.1039128429605186e-14,0.000464456663147423,1.271159115882541e-16,2.155513330407132e-28,2.366526448669969e-19,3.540457123201174e-21,9.500999012893261e-21,2.6562802949553795e-19,1.297576353373232e-25,9.01933622533849e-30
1.8658224301470867e-09,0.6111871176200796,3.76,0.0,0.8983223263932308,0.9995352711317658,8.594862369820098e-15,0.0,6.763153665055962e-13,3.709558676013263e-07,3.7031305455877684e-07,9.846710200417178e-09,3.877258025200636e-15,9.3836243995285e-15,6.394280324426862e-10,6.365868295161791e-10,1.1317788044716249e-09,5.071115726126228e-12,9.845461738155039e-09,4.856659218303595e-12,1.3376920463410283e-12,7.284963788177695e-13,3.580562443966193e-13,1.7261791345000498e-19,9.018366043752945e-19,3.58520147360417e-21,1.1298666410524644e-09,4.524484544205856e-19,4.793335581693147e-14,3.4500112518949807e-25,9.157245331458126e-13,1.2554725784645574e-13,1.788473420340102e-17,2.34202780700119e-19,2.9063449390857266e-16,1.1618257124754452e-14,0.0004647183785747723,1.311696449698213e-16,2.3561561298874224e-28,2.554300777944403e-19,3.821812678850708e-21,1.026843132876238e-20,2.8672746525254845e-19,1.4350896722050126e-25,9.996123637598216e-30
1.912778689957386e-09,0.6111871186315859,3.76,0.0,0.8983223167811997,0.9995350435204038,9.361059149720405e-15,0.0,7.19755396666223e-13,3.8029155036906934e-07,3.7961598464266957e-07,1.0094588783492473e-08,4.113055123991816e-15,9.736738366070755e-15,6.719355145797234e-10,6.688777617498326e-10,1.1603611239265297e-09,5.462752007156984e-12,1.0093216820911827e-08,5.2260075314815054e-12,1.414988155054112e-12,7.653124715075501e-13,3.767313388291784e-13,1.9058487516372739e-19,9.499435786432379e-19,3.862005562909706e-21,1.1583012848403619e-09,4.808756169031223e-19,4.995150829576079e-14,3.80070302918122e-25,9.62366051244662e-13,1.3194528638555627e-13,1.9268824215712555e-17,2.4686814952087344e-19,3.0774305579113064e-16,1.2212339406979916e-14,0.0004649457093606897,1.3522817607298157e-16,2.570120491644204e-28,2.751740214248391e-19,4.117694237824584e-21,1.1076763671591884e-20,3.0891526598047846e-19,1.583164297790432e-25,1.1049766157089735e-29
