Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64)
2.355628068549487e-06,0.34218936830099766,3.76,0.0,0.8415550095952513,0.9973321807136891,0.0006760533275988319,0.0,1.110190997512682e-05,0.003062605301873494,0.00018824828424721194,0.0031252538812773087,2.277783679894972e-09,1.6352836868796524e-11,6.142025835159884e-05,3.7431402248218364e-05,0.0011510164451940582,0.0014099381160106725,0.00010658528819022949,4.0179330488378085e-06,2.9792154776398087e-05,1.141258971762312e-05,0.00027874669277849355,1.1088045115319539e-05,1.7612357906621112e-05,1.5465954945018062e-08,6.7940749783415546e-06,7.886636507667288e-06,4.310509937715761e-08,1.6150539059782205e-11,6.526029855991871e-06,2.9515035335118557e-06,3.845266248024607e-07,6.773852975455133e-08,2.3591523030642136e-09,1.644244146285931e-05,0.0005981718105974436,1.8332824467095778e-11,2.316188073037909e-13,2.1201914855394204e-08,1.4744628699041205e-09,8.368803221564265e-08,1.773778967772644e-07,1.469018198641051e-11,1.5966534002049228e-13,1.6166928011952487e-11
2.3716220555590718e-06,0.34219070184050127,3.76,0.0,0.8415130090462248,0.9973140656676794,0.0006838796529672611,0.0,1.115354451469807e-05,0.0030849525293804455,0.00018823651204447184,0.0031500041908949224,2.2776311941997943e-09,1.635149070455428e-11,6.146176489174711e-05,3.742311740650285e-05,0.0011604879024872759,0.0014209659090949995,0.00010732351929827989,4.016921054725898e-06,2.9884276040738577e-05,1.1503583387219383e-05,0.00028313798931370825,1.125632621228849e-05,1.8034683734662547e-05,1.5910194650603833e-08,6.878065528595476e-06,8.076016687287928e-06,4.3445479535066266e-08,1.6614457696652697e-11,6.63439491708384e-06,2.9892925153527994e-06,3.931761580937624e-07,6.882293524450078e-08,2.389476277022864e-09,1.6597251028553444e-05,0.000598160937213264,1.856725740158395e-11,2.372691992978434e-13,2.1420505339345928e-08,1.493843369350372e-09,8.469685614119673e-08,1.8076875933395565e-07,1.4867187445447356e-11,1.6423712564574078e-13,1.6491498025702897e-11
2.3876160425686566e-06,0.34219203525229897,3.76,0.0,0.8414709637218676,0.9972959167231867,0.000691741929718385,0.0,1.1205144081410216e-05,0.003107301517007874,0.00018822465340625363,0.003174742773183396,2.2774752522667594e-09,1.6350134315037288e-11,6.150323089785498e-05,3.741481422503814e-05,0.0011699643402744758,0.001431992790071364,0.00010806058925895078,4.0159070229614106e-06,2.9976316474739856e-05,1.1594530243017735e-05,0.00028756391559766996,1.1425726601431435e-05,1.8463670578850334e-05,1.6363957771301945e-08,6.962860999665354e-06,8.268394177197882e-06,4.378567885408157e-08,1.708831700246638e-11,6.743922816698215e-06,3.0272407040607554e-06,4.0196805691470435e-07,6.991544442407437e-08,2.4200966698352544e-09,1.675232906733067e-05,0.0005981500560330299,1.8803975286844836e-11,2.4301139378003077e-13,2.1639963595987293e-08,1.5133209084660918e-09,8.570647894853404e-08,1.842011920140891e-07,1.5044325869987054e-11,1.6890797896261473e-13,1.6820373117173706e-11
2.4036100295782415e-06,0.34219336853318977,3.76,0.0,0.8414288736798976,0.9972777339214697,0.0006996401295624075,0.0,1.1256708686634821e-05,0.003129652292208718,0.00018821271388348712,0.003199469437595652,2.277316057782128e-09,1.6348768313488243e-11,6.154465841420902e-05,3.740649414144301e-05,0.0011794457497507514,0.001443018752234649,0.00010879649485161407,4.014891111709579e-06,3.0068277637665775e-05,1.168542957013528e-05,0.0002920244548799641,1.1596242659836485e-05,1.8899366824620897e-05,1.6827372498881093e-08,7.04846703870853e-06,8.463791089625365e-06,4.4125694690205183e-08,1.7572250505778436e-11,6.854619023547843e-06,3.065346569905029e-06,4.109038340622693e-07,7.101603680768593e-08,2.451015859660771e-09,1.690767497216355e-05,0.0005981391547736566,1.9042996167653083e-11,2.488461181112549e-13,2.1860297382152646e-08,1.5328958261722128e-09,8.671686279923616e-08,1.876754249863128e-07,1.5221590523635966e-11,1.7367940289346055e-13,1.7153582777189956e-11
2.4196040165878263e-06,0.34219470167995286,3.76,0.0,0.8413867389768485,0.9972595173054628,0.0007075742242052289,0.0,1.1308238314113598e-05,0.0031520048829035167,0.0001882006985818037,0.003224183995695745,2.2771537982771798e-09,1.6347393264960133e-11,6.158604929904079e-05,3.739815847998875e-05,0.0011889321225408461,0.0014540437894305929,0.00010953123291520155,4.013873466654176e-06,3.0160160917902222e-05,1.1776280662096247e-05,0.00029651959003990867,1.1767870772303499e-05,1.934182066133798e-05,1.7300567687519734e-08,7.134889282287369e-06,8.662229460181546e-06,4.446552443807219e-08,1.8066392425937e-11,6.9664889723994814e-06,3.103608592987276e-06,4.1998501213264065e-07,7.212469169492477e-08,2.4822362203272343e-09,1.7063288144857322e-05,0.0005981282192586934,1.9284338056940406e-11,2.5477409599478075e-13,2.2081514580400362e-08,1.5525685033625989e-09,8.772797346601806e-08,1.9119168759468477e-07,1.5398975308245695e-11,1.7855291929205213e-13,1.749115647672166e-11
2.435598003597411e-06,0.34219603468953097,3.76,0.0,0.8413445596686109,0.9972412668831212,0.0007155441853419127,0.0,1.1359732932400829e-05,0.0031743593172675237,0.00018818861236117224,0.003248886260229584,2.276988652361626e-09,1.6346009704721664e-11,6.162740530777147e-05,3.738980850260587e-05,0.001198423450505249,0.0014650678958087696,0.00011026480032229083,4.012854226621179e-06,3.025196760949766e-05,1.1867082817013735e-05,0.00030104930374399324,1.1940607327903108e-05,1.9791080163757933e-05,1.77836725792992e-08,7.222133360781791e-06,8.863731279751726e-06,4.48051654934419e-08,1.857087737273566e-11,7.0795380780856266e-06,3.1420252590803152e-06,4.2921311936589653e-07,7.324138820487763e-08,2.5137601231380684e-09,1.721916799198453e-05,0.0005981172701804701,1.9528018937901664e-11,2.6079605163990324e-13,2.2303623145000686e-08,1.5723393448611454e-09,8.873977877315857e-08,1.9475020873480154e-07,1.5576474486186775e-11,1.8353006099601186e-13,1.7833123671002394e-11
2.451591990606996e-06,0.3421973675587138,3.76,0.0,0.8413023358101437,0.9972229826647798,0.0007235499846206984,0.0,1.1411192487033196e-05,0.003196715623851409,0.00018817645971088483,0.0032735760457716866,2.276820785149329e-09,1.6344618126540758e-11,6.166872804103934e-05,3.7381445376860954e-05,0.001207919725854816,0.0014760910659778444,0.000110997193998677,4.01183352004765e-06,3.0343698863825775e-05,1.1957835340036096e-05,0.00030561357830789353,1.2114448723044161e-05,2.0247193214651995e-05,1.8276817002402453e-08,7.3102048943191045e-06,9.068318464165051e-06,4.514461526530802e-08,1.9085840547293604e-11,7.193771722144415e-06,3.1805950633718124e-06,4.385896933522087e-07,7.43661052861318e-08,2.545589935150876e-09,1.7375313927111844e-05,0.0005981063257103012,1.9774056760260866e-11,2.6691271058973934e-13,2.2526631146071532e-08,1.5922087947618145e-09,8.975224994611912e-08,1.9835121655806016e-07,1.5754082916690775e-11,1.8861237920149184e-13,1.8179513792857873e-11
2.467585977616581e-06,0.34219870028450494,3.76,0.0,0.8412600674559315,0.9972046647315351,0.0007315915936528196,0.0,1.1462616911682486e-05,0.0032190738313983775,0.00018816424492528705,0.0032982531678839655,2.2766503546416335e-09,1.634321900845174e-11,6.17100190177783e-05,3.737307022091916e-05,0.0012174209409827933,0.0014871132947878948,0.00011172841089932053,4.010811469937666e-06,3.043535575720696e-05,1.2048537540405605e-05,0.0003102123958503466,1.2289391358031897e-05,2.0710207586027435e-05,1.8780131128153235e-08,7.39910949712503e-06,9.27601288603065e-06,4.54838712117156e-08,1.9611417504047186e-11,7.309195266785156e-06,3.219316506361503e-06,4.4811627694552087e-07,7.549882170778435e-08,2.5777280209643307e-09,1.753172536732908e-05,0.0005980953331949818,2.0022469476185315e-11,2.73124793165341e-13,2.275054671869902e-08,1.612177319018201e-09,9.076536007908098e-08,2.019949388406605e-07,1.5931795791323993e-11,1.938014355007173e-13,1.8530356260465864e-11
2.4835799646261657e-06,0.3422000328637951,3.76,0.0,0.8412177546599681,0.9971863130901171,0.0007396689839934368,0.0,1.1514006127202067e-05,0.003241433968853624,0.0001881519720886882,0.0033229174432203574,2.2764775111679247e-09,1.6341812800940522e-11,6.175127966909792e-05,3.736468409961482e-05,0.00122692708847609,0.001498134577349391,0.00011245844801198676,4.009788193423477e-06,3.052693928499392e-05,1.2139188731708823e-05,0.00031484573826200184,1.2465431637812737e-05,2.118017091918937e-05,1.929374551463889e-08,7.488852776513878e-06,9.486836366937914e-06,4.582293079194092e-08,2.0147744196656558e-11,7.425814051472988e-06,3.258188094729541e-06,4.5779441911263634e-07,7.663951603807745e-08,2.6101767423176916e-09,1.768840173340086e-05,0.000598084314294281,2.027327499582405e-11,2.794330179107026e-13,2.2975378074217517e-08,1.6322454089502398e-09,9.17790844275517e-08,2.0568160293342272e-07,1.610960868348165e-11,1.9909880369829745e-13,1.888568048421908e-11
2.4995739516357506e-06,0.34220136529354117,3.76,0.0,0.8411753974756072,0.9971679277428005,0.0007477821271178162,0.0,1.156536003739902e-05,0.0032637960654273743,0.0001881396450080733,0.0033475686898851746,2.2763023949247453e-09,1.634039992241234e-11,6.179251131028283e-05,3.735628800722591e-05,0.0012364381611762395,0.001509154909116807,0.00011318730236820828,4.0087637998694346e-06,3.0618450335604484e-05,1.2229788233023151e-05,0.000319513587126671,1.2642565973737293e-05,2.1657130679249773e-05,1.981779122118553e-08,7.579440330513918e-06,9.700810659639358e-06,4.616179146496957e-08,2.069495708003995e-11,7.543633385091657e-06,3.297208343475005e-06,4.6762567704466955e-07,7.778816663156675e-08,2.6429384570729785e-09,1.7845342450924063e-05,0.0005980732950590573,2.0526491196105006e-11,2.85838106704323e-13,2.3201133525930665e-08,1.6524135897635572e-09,9.279340115996273e-08,2.0941143561158292e-07,1.6287517676232385e-11,2.0450607409414386e-13,1.9245515865777662e-11
2.5155679386453354e-06,0.342202697570689,3.76,0.0,0.841132995955676,0.997149508735969,0.0007559309944166634,0.0,1.161667853159611e-05,0.00328616015055062,0.00018812726725360687,0.0033722067272496355,2.2761251374442455e-09,1.6338980768486656e-11,6.183371515774038e-05,3.734788287772557e-05,0.0012459541521394376,0.0015201742858386334,0.00011391497103829572,4.0077383920012385e-06,3.070988970609613e-05,1.2320335368380755e-05,0.0003242159237500896,1.282079078302657e-05,2.2141134169359423e-05,2.035239974459915e-08,7.670877748665058e-06,9.917957453570337e-06,4.650045072794061e-08,2.1253193059528104e-11,7.662658548442758e-06,3.3363757751568335e-06,4.776116153941531e-07,7.894475168435456e-08,2.676015519518364e-09,1.800254694949083e-05,0.0005980622573908528,2.0782135939932946e-11,2.9234077929668886e-13,2.3427821478359176e-08,1.672682416989992e-09,9.380829106818738e-08,2.131846631488066e-07,1.646551931669937e-11,2.1002485208181882e-13,1.960989179994132e-11
2.5315619256549203e-06,0.34220402969229696,3.76,0.0,0.8410905501526936,0.9971310561171917,0.0007641155572261112,0.0,1.1667961490699477e-05,0.003308526253783747,0.00018811484225415257,0.0033968313754530227,2.275945865086286e-09,1.6337555719723863e-11,6.187489236866587e-05,3.7339469609323646e-05,0.0012554750545494273,0.0015311927034386563,0.00011464145111617743,4.006712068615328e-06,3.0801258139092755e-05,1.2410829465070649e-05,0.0003289527292678531,1.3000102486328285e-05,2.263222859165516e-05,2.0897702867016195e-08,7.763170615208019e-06,1.0138298398764138e-05,4.683890609682396e-08,2.1822589324554938e-11,7.78289480473177e-06,3.375688916971317e-06,4.877538033847886e-07,8.010924920490642e-08,2.7094102817340845e-09,1.8160014660999115e-05,0.0005980511819848041,2.1040227074172605e-11,2.989417503237916e-13,2.3655450392471337e-08,1.6930524645379119e-09,9.48237365090215e-08,2.1700151155300012e-07,1.6643610429181388e-11,2.1565675229463255e-13,1.997883767573826e-11
2.547555912664505e-06,0.3422053616553243,3.76,0.0,0.8410480601187014,0.9971125698968301,0.0007723357867755733,0.0,1.1719208781695267e-05,0.0033308944048916498,0.00018810237320947978,0.003421442455906984,2.2757646958146864e-09,1.633612512881534e-11,6.191604400466963e-05,3.7331049041900355e-05,0.0012650008617933963,0.001542210158125389,0.00011536673973550636,4.005684922083618e-06,3.089255628877892e-05,1.2501269855268136e-05,0.00033372398452194223,1.318049751054619e-05,2.3130460973082975e-05,2.145383282657677e-08,7.856324505265433e-06,1.036185507679026e-05,4.7177155089450245e-08,2.2403283527658732e-11,7.904347386822939e-06,3.415146304132169e-06,4.980538181344116e-07,8.12816369944008e-08,2.743125091968704e-09,1.831774502099817e-05,0.0005980400867276685,2.1300782405033e-11,3.0564173510453194e-13,2.3884028826106826e-08,1.7135243382049227e-09,9.583972257724751e-08,2.2086220634099597e-07,1.682178831907538e-11,2.214034055307897e-13,2.035238288148579e-11
2.56354989967409e-06,0.3422066934568333,3.76,0.0,0.8410055259053942,0.9970940500877271,0.0007805916542027239,0.0,1.177042026112944e-05,0.0033532646337889782,0.00018808986314636556,0.003446039791008879,2.2755817412460653e-09,1.633468932922024e-11,6.195717105499687e-05,3.7322621971446846e-05,0.0012745315674103977,0.0015532266463223689,0.00011609083406101305,4.004657039948635e-06,3.098378474257963e-05,1.259165587484097e-05,0.00033852967012130075,1.3361972287417734e-05,2.3635878198980177e-05,2.2020922228406078e-08,7.950344986602723e-06,1.058864901389998e-05,4.7515195231567814e-08,2.299541369173151e-11,8.027021502985988e-06,3.4547464782304226e-06,5.085132430291378e-07,8.246189266513312e-08,2.7771622953714222e-09,1.8475737467660515e-05,0.0005980289870219887,2.1563819715030504e-11,3.1244145175600065e-13,2.411356541327861e-08,1.7340986684920343e-09,9.68562364894681e-08,2.2476697269231978e-07,1.7000050663971114e-11,2.2726645551822006e-13,2.0730556803970823e-11
2.579543886683675e-06,0.34220802509385295,3.76,0.0,0.8409629475641063,0.9970754967352191,0.0007888831305282389,0.0,1.1821595774172412e-05,0.003375636970549964,0.0001880773149011583,0.003470623204267267,2.275397106000418e-09,1.6333248635621736e-11,6.199827442941462e-05,3.731418914548764e-05,0.0012840671651038478,0.0015642421646901517,0.00011681373129298025,4.0036285044190265e-06,3.10749440144108e-05,1.2681986864126228e-05,0.0003433697664028645,1.3544523254520135e-05,2.4148526987809175e-05,2.2599104085430485e-08,8.045237618368012e-06,1.0818701671114409e-05,4.7853024079720385e-08,2.3599118256737995e-11,8.150922332612937e-06,3.4944879883195434e-06,5.191336687805534e-07,8.364999364134271e-08,2.8115242334425676e-09,1.863399144194408e-05,0.0005980178657887499,2.1829356768700427e-11,3.193416143065766e-13,2.4344068876474325e-08,1.7547761147212579e-09,9.787326794947169e-08,2.2871603538735718e-07,1.717839558144806e-11,2.3324756116667113e-13,2.111338883176456e-11
2.5955378736932596e-06,0.34220935656347384,3.76,0.0,0.8409203251459444,0.9970569098807098,0.000797210186687719,0.0,1.1872735158625459e-05,0.003398011445350251,0.00018806473118511665,0.003495192519938486,2.2752108900983767e-09,1.6331803348998206e-11,6.203935498539913e-05,3.7305751279799835e-05,0.0012936076486838104,0.0015752567100450234,0.00011753542865583025,4.002599394212387e-06,3.116603456993354e-05,1.2772262166539875e-05,0.00034824425351665845,1.372814685338768e-05,2.4668453941597038e-05,2.3188511693040137e-08,8.141007953708293e-06,1.1052034463978709e-05,4.819063920771936e-08,2.4214535943439093e-11,8.276055034919435e-06,3.534369388590191e-06,5.299166911355547e-07,8.484591717700898e-08,2.8462132451498997e-09,1.8792506386545566e-05,0.0005980067098970439,2.2097411310531445e-11,3.2634293242906556e-13,2.4575547998807622e-08,1.7755573557907027e-09,9.889080833590422e-08,2.327096189674601e-07,1.7356821485834467e-11,2.393483918831468e-13,2.1500908355815942e-11
2.6115318607028445e-06,0.3422106878627367,3.76,0.0,0.8408776587016614,0.997038289535723,0.0008055727934531425,0.0,1.1923838239812349e-05,0.0034203880885284805,0.0001880521144993161,0.003519747563573902,2.2750231858241973e-09,1.6330353745085283e-11,6.208041349275287e-05,3.7297309036693966e-05,0.001303153012135925,0.0015862702794653036,0.00011825592341636327,4.001569782159075e-06,3.125705679369868e-05,1.2862481130485094e-05,0.00035315311127819205,1.3912839532790143e-05,2.51957054514379e-05,2.3789278832458906e-08,8.23766153495815e-06,1.128866872555378e-05,4.852803819191333e-08,2.484180596938659e-11,8.40242473266075e-06,3.5743892424429997e-06,5.408639148533827e-07,8.604964030948073e-08,2.8812316648846454e-09,1.8951281746924326e-05,0.0005979955361399481,2.2368001040567224e-11,3.334461161292795e-13,2.4808011670540407e-08,1.7964431051081037e-09,9.990885201350213e-08,2.367479475621459e-07,1.7535327315728024e-11,2.455706360501753e-13,2.189314477565044e-11
2.6275258477124293e-06,0.34221201898879366,3.76,0.0,0.8408349482818169,0.9970196357092994,0.0008139709214940457,0.0,1.1974904835947238e-05,0.003442766930513182,0.00018803946722437413,0.003544288161485509,2.2748340810247288e-09,1.6328900085723575e-11,6.212145067091017e-05,3.728886304795291e-05,0.001312703249545091,0.0015972828701795005,0.00011897521286647632,4.000539737732911e-06,3.134801102378629e-05,1.2952643107149695e-05,0.0003580963193025297,1.4098597745786944e-05,2.5730327780554417e-05,2.4401539572320506e-08,8.335203897908285e-06,1.152862573894768e-05,4.8865218607055667e-08,2.548106783648748e-11,8.530036526461751e-06,3.614546118801473e-06,5.519769500902811e-07,8.726113989580271e-08,2.916581824258872e-09,1.9110316970030638e-05,0.000597984363827126,2.2641143635707797e-11,3.406518790494412e-13,2.504146884538864e-08,1.817434096433586e-09,1.0092739509629708e-07,2.4083124509349786e-07,1.7713912314899894e-11,2.519159935175817e-13,2.229012749508056e-11
2.643519834722014e-06,0.3422133499387097,3.76,0.0,0.8407921939367273,0.9970009484706008,0.000822404541318189,0.0,1.202593475546623e-05,0.003465148001851543,0.00018802679157303674,0.0035688141410788426,2.2746436573528464e-09,1.632744261828709e-11,6.216246716931975e-05,3.728041390261121e-05,0.0013222583551311653,0.0016082944796258483,0.0001196932943346974,3.999509325704551e-06,3.1438897533547504e-05,1.3042747452166248e-05,0.0003630738569068635,1.4285417951998327e-05,2.6272367000148426e-05,2.5025428387357393e-08,8.433640568579827e-06,1.1771926712148542e-05,4.9202178078401366e-08,2.613246146075553e-11,8.658895483824519e-06,3.6548385948149962e-06,5.632574150282308e-07,8.848039262018757e-08,2.9522660507133103e-09,1.9269611504757456e-05,0.0005979731522105438,2.2916856760337728e-11,3.479609283077688e-13,2.5275928569695637e-08,1.8385310935198735e-09,1.0194643630840638e-07,2.4495973517102726e-07,1.7892576191718145e-11,2.5838618123754003e-13,2.2691885927646626e-11
2.659513821731599e-06,0.34221468070965033,3.76,0.0,0.8407493957165653,0.9969822278351618,0.0008308736232886575,0.0,1.2076927799842489e-05,0.003487531333166479,0.0001880140896360904,0.0035933253306079005,2.274451991954929e-09,1.6325981573809427e-11,6.22034635866125e-05,3.7271962158733094e-05,0.0013318183232074975,0.0016193051053952229,0.00012041016517863913,3.998478607437468e-06,3.1529716549386296e-05,1.3132793524555695e-05,0.0003680857031650822,1.4473296616449837e-05,2.6821869020771603e-05,2.566108006421175e-08,8.53297706487454e-06,1.2018592790324793e-05,4.9538914230244304e-08,2.6796127072703406e-11,8.789006644570324e-06,3.695265254367844e-06,5.747069343985976e-07,8.970737499103588e-08,2.9882866682391695e-09,1.9429164801163486e-05,0.0005979619142405106,2.3195158036478776e-11,3.553739676251968e-13,2.551139996300069e-08,1.8597348839506532e-09,1.029659764418901e-07,2.4913364121517017e-07,1.807131901893862e-11,2.6498293034977665e-13,2.3098449496423135e-11
2.6739084100402253e-06,0.3422158782481139,3.76,0.0,0.8407108398466201,0.9969653507122049,0.000838526092598117,0.0,1.212278984292574e-05,0.0035076782889850422,0.00018800263706701654,0.0036153726143072534,2.274278492236377e-09,1.6324663756425885e-11,6.224034365434768e-05,3.7264353808543526e-05,0.001340426447264813,0.0016292138256525084,0.00012105431169042366,3.9975507476589804e-06,3.161139611283844e-05,1.321378463895798e-05,0.00037262568123244347,1.4643289478351146e-05,2.732283936603383e-05,2.624333543652951e-08,8.623153817286641e-06,1.2243486857657079e-05,4.984178385475731e-08,2.7404034782887368e-11,8.907181469046053e-06,3.7317628091443273e-06,5.85157390746222e-07,9.081824840587488e-08,3.020994756724088e-09,1.957298355530408e-05,0.0005979517979810486,2.3447856596115076e-11,3.621351990430522e-13,2.5724196782014105e-08,1.8789102707936184e-09,1.0388399118852836e-07,2.529291718723513e-07,1.8232255367973416e-11,2.7102965526265923e-13,2.3468489429332953e-11
2.6883029983488516e-06,0.3422170756372187,3.76,0.0,0.840672248514853,0.9969484465821465,0.000846207240339818,0.0,1.2168621698825896e-05,0.0035278271226413965,0.00018799116619881066,0.003637407655369479,2.274104097107083e-09,1.632334337254924e-11,6.22772082835648e-05,3.725674415518977e-05,0.0013490385013557467,0.0016391217457063735,0.00012169747358634913,3.996622727972049e-06,3.169302126796897e-05,1.3294727572181607e-05,0.0003771934166264511,1.4814134261782059e-05,2.7829924915500204e-05,2.6835326773530194e-08,8.714067904336301e-06,1.2471139076976614e-05,5.014446894357626e-08,2.802209921984197e-11,9.026378279309736e-06,3.7683668864171618e-06,5.957472944840915e-07,9.19353462600749e-08,3.0539788916910947e-09,1.9717011061934908e-05,0.0005979416601107095,2.3702678630322213e-11,3.689817498017469e-13,2.5937827232169618e-08,1.898173418258891e-09,1.0480241522914687e-07,2.567618330488497e-07,1.839325646956147e-11,2.7718158727160893e-13,2.3842466840350844e-11
2.702697586657478e-06,0.3422182728749068,3.76,0.0,0.8406336217576209,0.9969315154613657,0.0008539170446141234,0.0,1.2214423210311427e-05,0.003547977856583758,0.0001879796783340161,0.003659430330204733,2.2739288546087173e-09,1.6322020566275266e-11,6.231405781825051e-05,3.724913354920103e-05,0.0013576544814993094,0.0016490288640784061,0.00012233964899598812,3.995694586916398e-06,3.177459209466346e-05,1.3375621863184583e-05,0.0003817888936182287,1.4985828400425945e-05,2.834315881885076e-05,2.743715293640519e-08,8.805723332517463e-06,1.270156473834875e-05,5.044696778548091e-08,2.8650423211615876e-11,9.146600694531777e-06,3.805076466960902e-06,6.064778427691594e-07,9.305865103393459e-08,3.0872407604725226e-09,1.9861246921979806e-05,0.0005979315051729068,2.395963693388429e-11,3.75914131735374e-13,2.615229810496005e-08,1.9175249459110263e-09,1.057212530541385e-07,2.606317873672683e-07,1.8554323065268403e-11,2.8344001632354944e-13,2.4220403218531258e-11
2.717092174966104e-06,0.34221946995912633,3.76,0.0,0.8405949596112245,0.9969145573695064,0.0008616554834158816,0.0,1.2260194216228375e-05,0.003568130513295072,0.00018796817470465114,0.0036814405157610183,2.2737528101716138e-09,1.6320695473832612e-11,6.235089257303824e-05,3.724152232316611e-05,0.0013662743837648355,0.0016589351793787766,0.00012298083606779013,3.9947663610584475e-06,3.185610864575926e-05,1.3456467053024963e-05,0.0003864120963163823,1.5158369331709155e-05,2.8862574114587125e-05,2.8048912983729795e-08,8.898124102758623e-06,1.2934779088346456e-05,5.074927867368299e-08,2.928910978235984e-11,9.267852314822867e-06,3.841890536056538e-06,6.173502371184503e-07,9.418814508959507e-08,3.1207820480197076e-09,2.0005690736846358e-05,0.0005979213345064135,2.4218744284264993e-11,3.8293285588497364e-13,2.636761624018155e-08,1.9369654885102115e-09,1.0664051047383552e-07,2.6453919738859104e-07,1.871545612816149e-11,2.89806242043445e-13,2.460232006879405e-11
2.7314867632747304e-06,0.3422206668878328,3.76,0.0,0.8405562621119281,0.9968975723281374,0.0008694225346338548,0.0,1.2305934551910368e-05,0.0035882851152856765,0.00018795665647864548,0.003703438089496664,2.273576006850622e-09,1.6319368224582365e-11,6.238771283588918e-05,3.723391079338056e-05,0.001374898204265659,0.0016688406902982816,0.00012362103296831252,3.99383808517254e-06,3.1937570949561205e-05,1.3537262684738712e-05,0.00039106300867165924,1.53317544967317e-05,2.9388203731804387e-05,2.867070615902549e-08,8.991274210530934e-06,1.317079733074175e-05,5.10513999110942e-08,2.993826214120689e-11,9.39013672156388e-06,3.878808083365622e-06,6.283656832785736e-07,9.53238106714638e-08,3.154604436947288e-09,2.0150342108290957e-05,0.0005979111475901393,2.4480013441676274e-11,3.900384326563629e-13,2.658378852370737e-08,1.9564956952890086e-09,1.0756019455584152e-07,2.684842256398208e-07,1.8876656852836332e-11,2.962815735296043e-13,2.498823891291244e-11
2.760275939891983e-06,0.342223060270579,3.76,0.0,0.8404787611996104,0.9968635214810946,0.0008850423853337246,0.0,1.239732253857654e-05,0.003628600245240787,0.00018793358062229806,0.00374739491376103,2.2732202851585524e-09,1.6316707741270837e-11,6.246131091865073e-05,3.7218688014998294e-05,0.0013921575846116783,0.0016886492941187155,0.00012489844900883556,3.991981514412603e-06,3.210033281931489e-05,1.36987034552971e-05,0.00040044789738577025,1.56810473106663e-05,3.045823710311004e-05,2.994478972800434e-08,9.17983839355396e-06,1.365130609499645e-05,5.16550666790742e-08,3.126837791385141e-11,9.637818127030236e-06,3.952949592675092e-06,6.50830574622744e-07,9.761358479394527e-08,3.223099237829456e-09,2.0440265928915584e-05,0.0005978907253213148,2.5009088128878736e-11,4.045121818659278e-13,2.701872329945287e-08,1.9958277670842722e-09,1.0940087694505945e-07,2.7648778695276037e-07,1.9199267117674144e-11,3.0956483698004985e-13,2.5772168769641363e-11
2.7890651165092356e-06,0.3422254530069748,3.76,0.0,0.840401119310488,0.9968293630899012,0.0009007764176462558,0.0,1.2488585792058613e-05,0.003668923426897648,0.00018791045896792693,0.0037912998323766066,2.2728619916477917e-09,1.6314040024719626e-11,6.253485389610387e-05,3.7203467454438516e-05,0.0014094325921774706,0.001708454666504699,0.000126171882799661,3.9901251209350056e-06,3.226287749534519e-05,1.3859940556817891e-05,0.0004099434282680752,1.6033686444701256e-05,3.155352017439062e-05,3.126020102590671e-08,9.371447736661928e-06,1.4143211803977443e-05,5.225795464960708e-08,3.264159961130395e-11,9.889673187959903e-06,4.027492998226002e-06,6.738822455707061e-07,9.992782897838489e-08,3.292738577442334e-09,2.0731015201571103e-05,0.0005978702384928207,2.55469627186193e-11,4.1933944484960227e-13,2.745715840192018e-08,2.035526630409974e-09,1.1124338066993203e-07,2.846437716601936e-07,1.952216762787735e-11,3.2330046777125345e-13,2.6572365373369922e-11
2.817854293126488e-06,0.34222784508098486,3.76,0.0,0.8403233367344607,0.9967950973253736,0.0009166244507036153,0.0,1.2579722891437968e-05,0.003709254840870899,0.00018788729889567676,0.003835151882236507,2.2725013978634957e-09,1.6311365892235792e-11,6.26083432562167e-05,3.71882511427993e-05,0.0014267231970929298,0.0017282567994622291,0.00012744132029699975,3.988269128020207e-06,3.242520445657204e-05,1.402097040046478e-05,0.0004195494673613717,1.638965156124719e-05,3.2674312410367615e-05,3.26177400070635e-08,9.566134007248799e-06,1.4646634535158675e-05,5.2860050489670165e-08,3.405875885633417e-11,1.0145729878997493e-05,4.102430371834116e-06,6.975304905558634e-07,1.0226639691472064e-07,3.363535832478752e-09,2.102258674461736e-05,0.0005978496873023891,2.6093738645728344e-11,4.3452427032084465e-13,2.7899150484578227e-08,2.075597965859417e-09,1.1308780458509549e-07,2.9295348086549833e-07,1.9845375392417766e-11,3.374992786244079e-13,2.7389001697004896e-11
