Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64)
1.0117493058391571e-19,0.3420057579793978,3.76,0.0,0.8466990554334988,0.9999999999996946,2.0149047239350617e-44,0.0,7.87780214116642e-33,7.130550598506578e-17,7.130550598504809e-17,1.6987320847263699e-18,6.830634942197164e-35,8.260467567275956e-34,7.305624110458002e-29,1.7666302850961353e-29,1.908011072672042e-19,1.847980875880568e-41,1.698732084671006e-18,5.053792556733646e-35,1.3139125355008193e-25,2.3412253460743317e-32,7.963547333048586e-33,2.179256945462999e-43,3.2534162290169755e-38,8.298238082733118e-43,1.9080110726720402e-19,7.503179287486655e-39,2.0320050590792534e-33,2.7274817952963878e-56,2.1424334520628595e-32,3.7002555303350096e-33,1.0063941539668038e-46,7.124127628162367e-39,1.2266610886012131e-36,4.361212886425229e-34,3.0539479393372186e-13,2.1899190477657476e-35,8.612468569830133e-58,9.520759048746255e-43,3.755074865791354e-50,9.021325664009975e-50,9.701922171795567e-37,4.290008047542155e-64,6.969489957563408e-57,8.947356735867674e-55
2.0243776293202248e-19,0.3420057579793978,3.76,0.0,0.8466990554334987,0.9999999999993889,1.6131489278412315e-43,0.0,3.153173871711608e-32,1.4267296288758165e-16,1.4267296288751085e-16,3.398940044416997e-18,2.734034093050127e-34,3.306339766451638e-33,1.815459300257572e-28,7.071125111768018e-29,3.8176798439302456e-19,1.4795083521884305e-40,3.3989400443062678e-18,2.0228348188594934e-34,2.628967082326031e-25,9.371002793602509e-32,3.1874942936087837e-32,8.722707707486332e-43,1.3022143563635995e-37,3.321457907523048e-42,3.817679843930239e-19,3.0032271003949696e-38,8.133315793724908e-33,2.183643917814281e-55,8.575317150959458e-32,1.4810665265551578e-32,8.057272539032326e-46,2.8515076525676707e-38,4.9098411482886015e-36,1.7456217194489722e-33,6.110549176283775e-13,8.765383282313328e-35,6.89521160762769e-57,3.810794917673528e-42,3.007105390255088e-49,7.224377141891805e-49,3.8832972626115346e-36,6.871468482572164e-63,5.579829717328685e-56,7.163325764632436e-54
4.0496342762823604e-19,0.3420057579793978,3.76,0.0,0.8466990554334985,0.9999999999987776,1.2910094117424582e-42,0.0,1.2616802692069947e-31,2.854078766926134e-16,2.8540787669233016e-16,6.799355963795995e-18,1.0939697627174862e-33,1.322966576930849e-32,5.046813163090804e-28,2.8293711013974597e-28,7.637017386446651e-19,1.1840563345393125e-39,6.7993559635746706e-18,8.093980060257035e-34,5.259077590575417e-25,3.749621747053397e-31,1.2754129078495777e-31,3.4902197629529283e-42,5.210553638347463e-37,1.3290158758988511e-41,7.637017386446627e-19,1.2016820289596463e-37,3.2543857304468264e-32,1.7475788776583357e-54,3.43124384716574e-31,5.926195284707028e-32,6.448266800831384e-45,1.1409744871479739e-37,1.9645760140091988e-35,6.984760655375466e-33,1.2223751643942241e-12,3.5072950549734807e-34,5.518264885140936e-56,1.5248224421370863e-41,2.4069031066090513e-48,5.782429788176323e-48,1.5538247279415566e-35,1.1000317458226335e-61,4.4655596028492584e-55,5.73283769264189e-53
8.100147570206632e-19,0.34200575797939786,3.76,0.0,0.8466990554334982,0.999999999997555,1.0330036797874027e-41,0.0,5.0475426385265455e-31,5.708777043026768e-16,5.708777043015434e-16,1.360018780254496e-17,4.376591409721705e-33,5.292727769036922e-32,1.5755761226361345e-27,1.1319326781338824e-27,1.527569247147946e-18,9.47424967182053e-39,1.3600187802103001e-17,3.23812380956369e-33,1.0519304265470044e-24,1.5000928595046021e-30,5.1024821307873315e-31,1.3963155704392441e-41,2.084560746331338e-36,5.3169294905543e-41,1.5275692471479357e-18,4.8075106070350265e-37,1.3019662046626965e-31,1.3983287635938628e-53,1.3727209680450043e-30,2.3708640045432524e-31,5.159593157836936e-44,4.564640906950687e-37,7.859583457279708e-35,2.794359082445176e-32,2.4450156554320583e-12,1.4031464017299772e-33,4.415450331035995e-55,6.100347452180334e-41,1.9260101221278017e-47,4.627115346620457e-47,6.216310701701692e-35,1.760528360173747e-60,3.5731261646357665e-54,4.587141172597581e-52
1.6201174158055174e-18,0.34200575797939786,3.76,0.0,0.8466990554334977,0.9999999999951097,8.264814134804451e-41,0.0,2.0191813823601334e-30,1.1418173595228028e-15,1.141817359518269e-15,2.7201851480006775e-17,1.7507790509196895e-32,2.117263410475749e-31,5.415861870304126e-27,4.528099213886112e-27,3.0553042641545066e-18,7.580119412472549e-38,2.720185147912575e-17,1.2953587311660502e-32,2.103978024884274e-24,6.0008597940306984e-30,2.0411589642493846e-30,5.585720019805785e-41,8.338921616330181e-36,2.1269453562722313e-40,3.0553042641544654e-18,1.9231607539098342e-36,5.2082886714718355e-31,1.118769458602268e-52,5.491330762346008e-30,9.484227854447072e-31,4.128066454994401e-43,1.8260049652690274e-36,3.144089369096718e-34,1.1178346035124917e-31,4.890296627532289e-12,5.6130423893412073e-33,3.532695676487425e-54,2.4403894053993733e-40,1.5410031762583443e-46,3.702160941170988e-46,2.4867266531005718e-34,2.817227483909199e-59,2.8587723629121072e-53,3.6700613826919105e-51
3.240322733375226e-18,0.342005757979398,3.76,0.0,0.8466990554334964,0.999999999990219,6.612165220984731e-40,0.0,8.077054218304686e-30,2.2836966699630523e-15,2.2836966699449164e-15,5.440517883478592e-17,7.003401228801154e-32,8.469398246518914e-31,1.9890417905473678e-26,1.8113133884157905e-26,6.110774298167624e-18,6.064383415257049e-37,5.44051788330356e-17,5.181676088783275e-32,4.208082274992212e-24,2.4004415921873444e-29,8.164968094514757e-30,2.2343814588988903e-40,3.3357043781201487e-35,8.508131360174829e-40,6.1107742981674576e-18,7.692956062665297e-36,2.0834002403066713e-30,8.950584231118733e-52,2.1966216861414648e-29,3.793845514520974e-30,3.302609943841241e-42,7.304317078512974e-36,1.2576870168698485e-33,4.471520361574358e-31,9.780858531831006e-12,2.2453083078020942e-32,2.8262907236759176e-53,9.762369474062212e-40,1.2328805771989962e-45,2.961916230293416e-45,9.947311371824018e-34,4.507869681237236e-58,2.2871264834371758e-52,2.9361884914405663e-50
6.480733368514643e-18,0.3420057579793981,3.76,0.0,0.8466990554334941,0.9999999999804379,5.289857773836577e-39,0.0,3.230887444875476e-29,4.5674552908435435e-15,4.567455290770997e-15,1.0881183354376635e-16,2.8014175302907613e-31,3.387828210056691e-30,7.601546813337125e-26,7.245400961746284e-26,1.222171436619384e-17,4.8516218892275105e-36,1.0881183354031275e-16,2.072736862632531e-31,8.416326988941842e-24,9.601961720536346e-29,3.2660536879475126e-29,8.937727941832533e-40,1.3343088984924666e-34,3.4033247744465233e-39,1.222171436619318e-17,3.0772450465369673e-35,8.333770492763628e-30,7.160643212271707e-51,8.786665510053885e-29,1.5175690808991646e-29,2.64215066865775e-41,2.921786277452393e-35,5.0308511691404576e-33,1.7886445347642764e-30,1.9561982180821445e-11,8.981415877219673e-32,2.2610862704191094e-52,3.9053589529463643e-39,9.863356771994728e-45,2.3696079780476825e-44,3.979005502191461e-33,7.212836061417937e-57,1.8297446488762145e-51,2.3490065487515275e-49
1.2961554638793478e-17,0.34200575797939836,3.76,0.0,0.8466990554334894,0.9999999999608755,4.2319365040624563e-38,0.0,1.2923681444663941e-28,9.134972532604491e-15,9.134972532314299e-15,2.1762514295941562e-16,1.1205784461567723e-30,1.355145057874333e-29,2.9696932120519433e-25,2.8981898663665468e-25,2.444359450224621e-17,3.881343574542027e-35,2.1762514295269676e-16,8.291225853876716e-31,1.6832961271777423e-23,3.840823758246995e-28,1.3064347664898108e-28,3.575143759156132e-39,5.337289892490117e-34,1.3613461496786054e-38,2.4443594502243562e-17,1.230910551781302e-34,3.3335420917808177e-29,5.72859193834431e-50,3.5147019573569847e-28,6.070338074269454e-29,2.1137456206498992e-40,1.1687264014974956e-34,2.0123615372718927e-32,7.154650919828629e-30,3.912422884037439e-11,3.592602831317111e-31,1.808890520494601e-51,1.5624248471156802e-38,7.890810281433449e-44,1.8957163813516785e-43,1.591618391822156e-32,1.1540733349764339e-55,1.4638131421414724e-50,1.8792275415312355e-48
2.5923197179351145e-17,0.3420057579793989,3.76,0.0,0.8466990554334801,0.9999999999217508,3.385569390186322e-37,0.0,5.169499030122722e-28,1.8270007016126244e-14,1.827000701496547e-14,4.352517617814679e-16,4.482336862289032e-30,5.420607710836378e-29,1.1736920376993033e-24,1.1592818427376558e-24,4.8887354774350676e-17,3.1050932845986247e-34,4.3525176176878373e-16,3.3166624609807604e-30,3.366680925720427e-23,1.5363373168019009e-27,5.225765658012678e-28,1.43007774888452e-38,2.1349268195869544e-33,5.445431428248984e-38,4.888735477434008e-17,4.923667343656819e-34,1.3334236061304945e-28,4.5829157569373415e-49,1.4058879335773705e-27,2.4281475798505843e-28,1.691006530804164e-39,4.674929396739075e-34,8.049491881311275e-32,2.8618749240342436e-29,7.82487196057687e-11,1.4370483893665734e-30,1.4471210617668667e-50,6.251854185529349e-38,6.3126981713369245e-43,1.5165851062272923e-42,6.366505950196574e-32,1.8465329852970244e-54,1.1710575437085007e-49,1.5033909542847243e-47
5.184648226046648e-17,0.3420057579794,3.76,0.0,0.8466990554334614,0.9999999998435014,2.708463703438366e-36,0.0,2.0678049977983943e-27,3.6540075983169173e-14,3.6540075978526077e-14,8.705049993885877e-16,1.7929395280417722e-29,2.1682485254250555e-28,4.66639751118018e-24,4.637139162008456e-24,9.777487531855852e-17,2.4840819970142918e-33,8.705049993662336e-16,1.3267925592339366e-29,6.7336822907164e-23,6.145364889943259e-27,2.0903115890784123e-27,5.72042931603055e-38,8.539729026286208e-33,2.178193416907876e-37,9.777487531851618e-17,1.9694720208498983e-33,5.333707887011784e-28,3.66636750196202e-48,5.6235660350957866e-27,9.712615019369142e-28,1.3528092382548702e-38,1.8699765245441872e-33,3.219808773235186e-31,1.1447528807476978e-28,1.5649769092171242e-10,5.748207756949132e-30,1.1577003774136465e-49,2.502446445679344e-37,5.050178516060276e-42,1.2132728878409072e-41,2.5466088573727823e-31,2.954465286641154e-53,9.368489441465662e-49,1.2027163318446645e-46
1.0369305242269715e-16,0.3420057579794023,3.76,0.0,0.8466990554334238,0.9999999996870026,2.166774425652486e-35,0.0,8.271231524993276e-27,7.308021391725276e-14,7.308021389868034e-14,1.7410114744548874e-15,7.171769019098402e-29,8.673004545576957e-28,1.860884861283904e-23,1.8548580219371838e-23,1.9554991640696987e-16,1.9872685442701701e-32,1.741011474422236e-15,5.308170594204399e-29,1.3468612092417383e-22,2.4581490770836494e-26,8.361257067678746e-27,2.2882576551273457e-37,3.41589597827359e-32,8.712907196372694e-37,1.9554991640680048e-16,7.877898698742693e-33,2.1334857862043253e-27,2.9331367823347117e-47,2.24942927378702e-26,3.8850509474474995e-27,1.082248995866302e-37,7.479915691389683e-33,1.2879282128356506e-30,4.579017344520974e-28,3.1299559269423076e-10,2.2992856912962114e-29,9.26161824877605e-49,1.0023385821977982e-36,4.0401508051612923e-41,9.70620235231831e-41,1.0186448389679056e-30,4.727154436836545e-52,7.494804744667423e-48,9.621744928145955e-46
2.073861927471585e-16,0.34200575797940674,3.76,0.0,0.8466990554333488,0.9999999993740052,1.733421223892908e-34,0.0,3.3084955265899286e-26,1.461604897854108e-13,1.461604897111211e-13,3.48202442399573e-15,2.8687108615614835e-28,3.469203556354198e-27,7.4321911376757e-23,7.419436793375857e-23,3.9109999858377526e-16,1.5898160123520734e-31,3.4820244239786536e-15,2.1240644751873476e-28,2.6942179983188483e-22,9.832602522996671e-26,3.344505017030966e-26,9.15370060445999e-37,1.3663592793950185e-31,3.4852630543083256e-36,3.9109999858309763e-16,3.1511619614129065e-32,8.533947918808668e-27,2.346572653681625e-46,8.997722811354777e-26,1.554021366680307e-26,8.657998385027167e-37,2.9919682444037086e-32,5.151740653599703e-30,1.8316081015196422e-27,6.259912328018767e-10,9.197145931156083e-29,7.409302478721327e-48,4.0202267336780077e-36,3.232123842179771e-40,7.764969642687431e-40,4.074581952378819e-30,7.563454985694131e-51,5.995851559945795e-47,7.69740165139263e-45
3.1107933307161984e-16,0.34200575797941124,3.76,0.0,0.8466990554332737,0.9999999990610079,4.956502909318398e-34,0.0,7.030555502740617e-26,2.192407656535597e-13,2.1924076549569403e-13,5.223037372944814e-15,6.096013820952813e-28,7.372058248891783e-27,1.5786313463873254e-22,1.576630611678236e-22,5.866500807605633e-16,4.545881022457021e-31,5.2230373729794845e-15,4.514805344900228e-28,4.0419456161861083e-22,2.089428421395716e-25,7.107074583365418e-26,1.9452738212164763e-36,2.9035140443571347e-31,7.406350682997191e-36,5.866500807591234e-16,6.696221224410148e-32,1.8134641760800755e-26,6.709846081729144e-46,1.9120164542525165e-25,3.302296021240114e-26,2.475646884145151e-36,6.357933822132025e-32,1.0947486959567427e-29,3.8921679422928926e-27,9.38986709472217e-10,1.9543934819452489e-28,2.1185982796939226e-47,8.561326291853769e-36,9.595369381598648e-40,2.3052257250916383e-39,8.658488278146475e-30,2.861409098742412e-50,1.7144397642725273e-46,2.2009762041363595e-44
5.184656137205425e-16,0.3420057579794202,3.76,0.0,0.8466990554331237,0.9999999984350142,2.277825968121197e-33,0.0,1.9437430132102822e-25,3.6540131738982103e-13,3.6540131695336875e-13,8.705063268475953e-15,1.6853703246432563e-27,2.038157154236099e-26,4.362582226894085e-22,4.358920691096495e-22,9.777502451140706e-16,2.0891184534048065e-30,8.7050632687588e-15,1.2490434062203808e-27,6.738884167507616e-22,5.776656038318939e-25,1.964897507411649e-25,5.3788679234295145e-36,8.027364009592139e-31,2.0477501406512824e-35,9.77750245110089e-16,1.8513090948161727e-31,5.013695286066125e-26,3.083749988130441e-45,5.286164075621922e-25,9.129878859182258e-26,1.1377155656200134e-35,1.7577820931872287e-31,3.0266843798315057e-29,1.0760701514494195e-26,1.564977009064358e-09,5.403321311235822e-28,9.736298912600146e-47,2.3793437813786537e-35,4.494674107582853e-39,1.079816524399683e-38,2.3938177810385943e-29,2.258253509861203e-49,7.878939000180037e-46,1.011487100776576e-43
7.051132663045729e-16,0.34200575797942817,3.76,0.0,0.8466990554329887,0.9999999978716203,5.127364851438677e-33,0.0,3.4612316383836337e-25,4.969458139524267e-13,4.969458131752344e-13,1.1838886572541999e-14,3.0011471641033915e-27,3.6293536783283945e-26,7.767272815389549e-22,7.76194676682215e-22,1.3297403930321716e-15,4.70258496334534e-30,1.1838886573165072e-14,2.22515883898704e-27,9.167327021413123e-22,1.0286513502209161e-24,3.498900600891701e-25,9.579144089590904e-36,1.4294358143160973e-30,3.6465800782631165e-35,1.3297403930250811e-15,3.296633898687263e-31,8.927905606340965e-26,6.941694650117533e-45,9.413092624306477e-25,1.6257610273637509e-25,2.560986481093065e-35,3.130089410030642e-31,5.38965879001563e-29,1.9161622419798783e-26,2.128367750628318e-09,9.621711654068902e-28,2.1916321608983757e-46,4.252835658931049e-35,1.0371916959701966e-38,2.4917862699241795e-38,4.262680506662962e-29,6.337396502540538e-49,1.7735427575131488e-45,2.2768474571994494e-43
8.917609188886034e-16,0.3420057579794363,3.76,0.0,0.8466990554328537,0.999999997308227,9.691055872192154e-33,0.0,5.403033227980454e-25,6.284903105150011e-13,6.284903093017931e-13,1.4972709874584255e-14,4.684836043582646e-27,5.66547162226685e-26,1.212367917794008e-21,1.2116508894254941e-21,1.681730540950214e-15,8.888191948924751e-30,1.4972709875671255e-14,3.475051836000007e-27,1.1597038101108078e-21,1.6057393300968162e-24,5.4618335533034e-25,1.4954733245274375e-35,2.2313696116721396e-30,5.692592305085697e-35,1.681730540939145e-15,5.146093354316396e-31,1.3936585922144552e-25,1.3120666865535868e-44,1.469397099412944e-24,2.537836005924291e-25,4.840431299561954e-35,4.886114092700627e-31,8.413381505961644e-29,2.991156416881333e-26,2.6917579332426786e-09,1.5019623045279452e-27,4.142329249519742e-46,6.664160130281067e-35,1.9970498697989458e-38,4.797783717563595e-38,6.654104702563867e-29,1.4509849344975274e-48,3.352113775683466e-45,4.3033900356405466e-43
1.0784085714726339e-15,0.3420057579794443,3.76,0.0,0.8466990554327187,0.9999999967448342,1.6198235923967297e-32,0.0,7.745643689541815e-25,7.60034807077546e-13,7.600348053383239e-13,1.810653317471483e-14,6.716057374838272e-27,8.121864829434847e-26,1.7379081957903443e-21,1.736989767129986e-21,2.0337206888682013e-15,1.4856275799534617e-29,1.8106533176382606e-14,4.983854175904473e-27,1.4027947154784008e-21,2.301944233673089e-24,7.8299362434421e-25,2.1440887920737125e-35,3.198830868265487e-30,8.161068366494118e-35,2.033720688852332e-15,7.377301078155417e-31,1.9979108907489254e-25,2.1931354549910735e-44,2.1064877275249717e-24,3.638172693545036e-25,8.090597374083541e-35,7.004600535357172e-31,1.2061260206218942e-28,4.288040507407913e-26,3.255147587870385e-09,2.1531716080568886e-27,6.923749111531897e-46,9.589379453709459e-35,3.395475800264428e-38,8.15741194696578e-38,9.539143596845487e-29,2.8295092486521795e-48,5.6029353178786084e-45,7.192953270638483e-43
