Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28)
7.489687435386084e-10,0.06766071235351499,3.76,0.0,0.5313500678379945,0.9999118626819454,9.254469845954716e-16,0.0,6.079205747601633e-14,3.1810857433506806e-09,3.1688121375147433e-09,3.067680989905802e-10,4.844139532179341e-16,8.966406828371271e-17,1.1418684115583901e-11,1.1455592393077692e-11,4.5139525860961016e-13,4.033113991210974e-13,3.0755165324735283e-10,4.149254414680854e-14,2.4450424783728218e-14,7.383996150167195e-13,2.419611489178012e-14,1.0077708142906375e-19,1.7030604340653526e-21,8.061493069101806e-25,4.2723112961779553e-13,5.764779849692335e-23,9.614222855615906e-16,2.4861313895778094e-27,1.578195858026998e-14,1.0012398197562283e-15,4.911725491783748e-18,3.417994219514141e-23,3.7577043943482595e-19,2.4357901477774088e-17,8.813699781614053e-05,3.898184768648154e-20,1.9354823584431085e-31,1.741237254480276e-21,2.499819290955771e-23,8.305495351514634e-23,8.214698243932531e-21,3.654304970527631e-26,1.6493068539039713e-32,5.822657563948229e-31,9.282818014232768e-33,1.9363042894290304e-36,2.62550178288709e-31,2.0088277241855343e-22,1.4485780074406404e-30,3.0577832443251975e-14,1.1923137021229543e-26,1.453950719220252e-28,2.503557916246659e-29,9.611121631293754e-29,9.324893905875258e-22,1.2890162532628247e-31,3.999680714134212e-30,1.6422210381731834e-23,1.1563886514430304e-15,7.544829567297808e-40,2.1542089683843507e-26,1.4471143117696458e-31,2.1862925142788076e-29,3.792609350907074e-42,1.2944400212557838e-46,5.811389860118027e-36,6.035760521678817e-39,2.3784254366413086e-15,9.128643108698014e-45,7.195505445642451e-43,4.0603249702169455e-38,6.063581209357285e-31,2.151037182686402e-15,3.763444683441943e-30,1.5397582140552878e-32,3.383503034083929e-17,3.3392811923721165e-15,1.577480842730021e-21,2.1548855440442278e-42
7.6224312546945e-10,0.0676607123542356,3.76,0.0,0.5313500677761616,0.9999118622109788,9.768994006789525e-16,0.0,6.30799407338579e-14,3.2374724698984657e-09,3.2247604153890034e-09,3.121925317940176e-10,5.021211614885291e-16,9.130954138520527e-17,1.1825016329907883e-11,1.1864036903849693e-11,4.602717290273969e-13,4.184141557585812e-13,3.130043976697015e-10,4.348516379159539e-14,2.5456769717702456e-14,7.647291226862775e-13,2.506657515433177e-14,1.0439242174798088e-19,1.79333626885027e-21,8.496913298437279e-25,4.348031359396925e-13,6.073322258470953e-23,9.900816890864535e-16,2.665541441458672e-27,1.634562772181994e-14,1.0370480493304418e-15,5.1773550411042726e-18,3.5992611819257415e-23,3.898525644018755e-19,2.5228728168498462e-17,8.813746287680153e-05,3.971549304376589e-20,2.0765084695966587e-31,1.8353042559599277e-21,2.634906272469121e-23,8.754692780135892e-23,8.51208360080574e-21,3.9172377370500355e-26,1.739353907566587e-32,6.1402408013808405e-31,9.878676019237104e-33,2.0182325801654894e-36,2.822129734056106e-31,2.0460749976439163e-22,1.528720513504324e-30,3.166981489912914e-14,1.2565011545358324e-26,1.559439555590001e-28,2.653336891359428e-29,1.0131555289297986e-28,9.778519532939832e-22,1.4070560528474178e-31,4.200922951468864e-30,1.7025920673560603e-23,1.1931532005425688e-15,8.023198032813709e-40,2.336718635275973e-26,1.5259558067822865e-31,2.4120172892446897e-29,4.069813436734309e-42,1.4191039181047398e-46,6.320399504131207e-36,6.622497461899609e-39,2.4266148675910875e-15,1.0056566099160431e-44,8.031927289956298e-43,4.432601919491072e-38,6.4780119666427815e-31,2.2670064065771077e-15,3.999689048606098e-30,1.6821471089291178e-32,3.4458128376900594e-17,3.5109158571721386e-15,1.6345084554717207e-21,2.3942172549547872e-42
7.755175074002917e-10,0.06766071235495619,3.76,0.0,0.5313500677143285,0.9999118618177432,1.030271702627792e-15,0.0,6.541394070510826e-14,3.29385943050056e-09,3.280701248225148e-09,3.176165526265719e-10,5.201422661018028e-16,9.29548316105384e-17,1.2238380117370421e-11,1.227959272452224e-11,4.691942010404368e-13,4.3381681320406756e-13,3.1845724144945935e-10,4.553858164370112e-14,2.648770803148801e-14,7.915171957145726e-13,2.5952547034345847e-14,1.0807214069213736e-19,1.8867423397486136e-21,8.947711058126654e-25,4.423751407323084e-13,6.392727276014893e-23,1.0189976682386503e-15,2.854435420271802e-27,1.6919161838337818e-14,1.0734855588914353e-15,5.452386239824435e-18,3.786807975088235e-23,4.041943970518554e-19,2.61148562184317e-17,8.813785019841621e-05,4.0449353480563006e-20,2.2251060927654153e-31,1.9326936487791754e-21,2.774767192270936e-23,9.219791760890789e-23,8.81488340269294e-21,4.1939987584144915e-26,1.8326325110217705e-32,6.4692718287147385e-31,1.0503976185564998e-32,2.1019806585801276e-36,3.029819852229255e-31,2.0833254914664245e-22,1.6118592755326785e-30,3.2780901205227367e-14,1.3229397455217314e-26,1.6705537232405453e-28,2.809435624796968e-29,1.0670455300229132e-28,1.024501535471368e-21,1.533576882414135e-31,4.408405351736359e-30,1.7640070331709354e-23,1.2303499898980924e-15,8.522971253559111e-40,2.5312651873897358e-26,1.6076288959859372e-31,2.6566879368828323e-29,4.36198203962476e-42,1.5539938611643331e-46,6.86366343677397e-36,7.255094830220942e-39,2.4748003171150633e-15,1.1060386564992258e-44,8.949066071484479e-43,4.831675805175429e-38,6.912445295530002e-31,2.3870595304115948e-15,4.247704980361513e-30,1.834892058003967e-32,3.508246236238461e-17,3.6880296551682484e-15,1.6925807966190444e-21,2.6552896998724435e-42
7.887918893311333e-10,0.06766071235567679,3.76,0.0,0.5313500676524955,0.9999118614886957,1.0856022437823172e-15,0.0,6.779425663031097e-14,3.3502466254186736e-09,3.336634637013892e-09,3.230401628149999e-10,5.38477037347808e-16,9.459993895593158e-17,1.2658771786534624e-11,1.270225764866486e-11,4.781634637772691e-13,4.4952052735403686e-13,3.239101863045723e-10,4.7653618816406283e-14,2.754347569868594e-14,8.187636992276328e-13,2.6854035091999486e-14,1.1181628589905104e-19,1.983331735281574e-21,9.414151516203475e-25,4.499471439962168e-13,6.723186007089771e-23,1.0481647907820601e-15,3.0531357485452925e-27,1.7502559638281957e-14,1.1105523596031714e-15,5.736982134902347e-18,3.9807404321643215e-23,4.1879593486415586e-19,2.7016286768076553e-17,8.813817332367745e-05,4.1183428997508504e-20,2.381540329376296e-31,2.0334626973976288e-21,2.9194844739692096e-23,9.701068252595204e-23,9.123104168718999e-21,4.485053260212814e-26,1.9292009643608112e-32,6.809961337528814e-31,1.1159806977480469e-32,2.1875539130546547e-36,3.248997498727946e-31,2.120579204737197e-22,1.6980571435240894e-30,3.391108860531304e-14,1.391667452637133e-26,1.7874877561201687e-28,2.9720163866955744e-29,1.1228144275360304e-28,1.0724470094706088e-21,1.6690225834499982e-31,4.622204887967306e-30,1.826463416980135e-23,1.2679733591487453e-15,9.044730877156209e-40,2.738420155382114e-26,1.6921848097621727e-31,2.921527371296424e-29,4.6696452594870735e-42,1.6998036957648936e-46,7.442794556673484e-36,7.936275782234932e-39,2.5229814616186806e-15,1.2144819025863532e-44,9.953092859620802e-43,5.258953426198448e-38,7.367444887870152e-31,2.5112664708429177e-15,4.5079797322292844e-30,1.998543374093821e-32,3.5708053669121035e-17,3.8706898591976005e-15,1.7517000592714445e-21,2.9396329863732324e-42
8.02066271261975e-10,0.06766071235639737,3.76,0.0,0.5313500675906623,0.9999118612133673,1.1429296039197843e-15,0.0,7.022108738075794e-14,3.406634054919883e-09,3.392560582745773e-09,3.284633636907592e-10,5.571252457118545e-16,9.624486341525893e-17,1.3086187647812737e-11,1.3132029470547363e-11,4.87180305799416e-13,4.655264534755532e-13,3.293632339516427e-10,4.9831091641046825e-14,2.862430849783334e-14,8.464684985469545e-13,2.7771043737644085e-14,1.1562490625103717e-19,2.0831575284170904e-21,9.896499727672362e-25,4.57519145731991e-13,7.064889783103705e-23,1.077577779460139e-15,3.2619718596915526e-27,1.8095819830328693e-14,1.1482484629009403e-15,6.031305741122209e-18,4.1811643146683627e-23,4.336571753265794e-19,2.7933021030627486e-17,8.813844272198771e-05,4.191771958648883e-20,2.5460825647393526e-31,2.137668639051616e-21,3.069140508481753e-23,1.0198798172874518e-22,9.436752415106278e-21,4.7908762408485046e-26,2.0291176680260092e-32,7.162520690945842e-31,1.184729801006882e-32,2.2749577489503803e-36,3.4801012456015847e-31,2.157836136338942e-22,1.7873777124878308e-30,3.506037434364432e-14,1.4627221965281918e-26,1.9104406487527736e-28,3.141243902865456e-29,1.1804944871032837e-28,1.1216968505313024e-21,1.8138579767896552e-31,4.842398266028767e-30,1.8899587096654295e-23,1.3060177469153857e-15,9.58906776253081e-40,2.9587788636369856e-26,1.7796748685726433e-31,3.20783825857729e-29,4.9933462615619074e-42,1.8572803635408617e-46,8.059467171117427e-36,8.668923675834973e-39,2.5711580348745685e-15,1.3314869375126317e-44,1.1050685480417337e-42,5.715908397780058e-38,7.843579939433271e-31,2.6396970917478464e-15,4.7810259230577775e-30,2.173677803293549e-32,3.6334923649788304e-17,4.058962683680451e-15,1.8118684867744248e-21,3.2488878038923034e-42
8.153406531928167e-10,0.06766071235711794,3.76,0.0,0.5313500675288292,0.9999118609828467,1.2022924974525605e-15,0.0,7.269463160813181e-14,3.4630217192744506e-09,3.448479086411225e-09,3.338861565881032e-10,5.760866617939787e-16,9.78896049854129e-17,1.3520624012723457e-11,1.3568905984856573e-11,4.962455153310046e-13,4.818357464655967e-13,3.3481638610648157e-10,5.207181360786464e-14,2.9730442091400806e-14,8.746314591105614e-13,2.8703577293974563e-14,1.1949805137080591e-19,2.1862727829257273e-21,1.0395020680508934e-24,4.650911459402035e-13,7.418030070490687e-23,1.1072314477472073e-15,3.48127735055424e-27,1.8698941123284612e-14,1.1865738803814566e-15,6.3355200541202486e-18,4.388185341598806e-23,4.487781159267499e-19,2.88650602624909e-17,8.81386673044582e-05,4.2652225239501664e-20,2.719007923542216e-31,2.2453686948106355e-21,3.2238176673125915e-23,1.0713257415014987e-22,9.755834656354058e-21,5.1119484971597044e-26,2.1324410819541448e-32,7.527161657510502e-31,1.2567603970322655e-32,2.3641975893822824e-36,3.7235776344434363e-31,2.195096285217234e-22,1.8798850303643946e-30,3.6228755664772716e-14,1.5361418639925778e-26,2.0396140481914282e-28,3.3172843604539593e-29,1.2401179770343856e-28,1.1722593016129925e-21,1.9685605294511644e-31,5.069062063956374e-30,1.954490407737333e-23,1.344477650144565e-15,1.0156578250099918e-39,3.192951052485052e-26,1.8701504464812683e-31,3.5169718282862693e-29,5.333635995093747e-42,2.027204222438888e-46,8.715392344585807e-36,9.456020694676134e-39,2.619329800895968e-15,1.4575721166269346e-44,1.2248833200169795e-42,6.204055010119776e-38,8.341422847934712e-31,2.7724212255994573e-15,5.067371880202378e-30,2.3608882297452373e-32,3.6963093645670074e-17,4.252913718451796e-15,1.8730883523864277e-21,3.584762392785288e-42
8.286150351236583e-10,0.0676607123578385,3.76,0.0,0.5313500674669959,0.9999118607900774,1.2637298565945852e-15,0.0,7.521508760865617e-14,3.5194096187577657e-09,3.504390149000511e-09,3.3930854284580116e-10,5.953610563803215e-16,9.953416366743788e-17,1.3962077194595223e-11,1.4012884986956155e-11,5.05359880049508e-13,4.984495606331154e-13,3.402696444836385e-10,5.437659361835742e-14,3.0862111953817683e-14,9.032524465459928e-13,2.965163994638453e-14,1.2343577208116555e-19,2.292730547701173e-21,1.0909979254420006e-24,4.726631446214275e-13,7.78279855452631e-23,1.13712075142547e-15,3.711392536562931e-27,1.9311922226169245e-14,1.2255286239028975e-15,6.6497880384976505e-18,4.6019091631263327e-23,4.641587541507453e-19,2.9812405790099715e-17,8.813885412756019e-05,4.3386945950048096e-20,2.9005975891143735e-31,2.3566200595568637e-21,3.3835982905212855e-23,1.1244721832960164e-22,1.0080357404170734e-20,5.448760166170304e-26,2.2392297619315088e-32,7.904096665595133e-31,1.3321920475976724e-32,2.4552788860824252e-36,3.979886181692944e-31,2.232359650436776e-22,1.9756438843379574e-30,3.741622981372797e-14,1.6119642870312727e-26,2.175213893698343e-28,3.5003063147154285e-29,1.30171716995051e-28,1.2241422420036362e-21,2.13362873198054e-31,5.302272706365358e-30,2.0200560167859948e-23,1.3833476584493423e-15,1.074786756307515e-39,3.441569945001883e-26,1.9636630044007146e-31,3.850361676102447e-29,5.6910780529436e-42,2.210410761727268e-46,9.41234137874544e-36,1.0300711055955587e-38,2.6674965628674903e-15,1.5932856289268505e-44,1.355506317395168e-42,6.72497394560529e-38,8.861550953649011e-31,2.909508653990008e-15,5.367571698166868e-30,2.5607937122259376e-32,3.7592584979589753e-17,4.452607558146613e-15,1.9353619778220227e-21,3.949080280112146e-42
8.551637989853416e-10,0.06766071235927966,3.76,0.0,0.5313500673433292,0.9999118604927589,1.3929842778281303e-15,0.0,8.039752717119347e-14,3.6321861242256957e-09,3.616189954911182e-09,3.5015210080926334e-10,6.34847864706077e-16,1.0282273237737272e-16,1.4866019267400423e-11,1.492214163778271e-11,5.237392243050579e-13,5.325953682120647e-13,3.5117648675980517e-10,5.918155124304552e-14,3.320300188346228e-14,9.618679650485983e-13,3.159436893393195e-14,1.3150514674911012e-19,2.5158857648200596e-21,1.1990268499516373e-24,4.878071374052004e-13,8.547987437023266e-23,1.1975864485648645e-15,4.205430999169956e-27,2.0567458698374443e-14,1.3053261371955083e-15,7.309136797312824e-18,5.0498876092788113e-23,4.956991133997168e-19,3.1753021223781527e-17,8.813913952949331e-05,4.4857032532813054e-20,3.2909106701627462e-31,2.5900054263724103e-21,3.718799207253817e-23,1.235976950964448e-22,1.0745750458980452e-20,6.171586893072466e-26,2.4634373945922617e-32,8.695700344641005e-31,1.4937483564690326e-32,2.642987812267335e-36,4.532873647590402e-31,2.306896026536267e-22,2.1771774317239387e-30,3.984844557651704e-14,1.7709685824661746e-26,2.466528060606356e-28,3.8879752264259066e-29,1.430971766597789e-28,1.331900189150498e-21,2.4969139399874934e-31,5.788640193942772e-30,2.1542790141106877e-23,1.4622965879714917e-15,1.2004227159710713e-39,3.9847462709341665e-26,2.160005134642942e-31,4.595877984411747e-29,6.459707220930802e-42,2.6201837005750658e-46,1.0936558790107292e-35,1.2175923127954176e-38,2.763814360349632e-15,1.895875549144922e-44,1.652344384073911e-42,7.871639193084881e-38,9.970984391508124e-31,3.197052385600099e-15,6.011825449939294e-30,3.001240608518122e-32,3.8855616903810487e-17,4.869479450665369e-15,2.063079923919647e-21,4.770669661483725e-42
8.790576864608566e-10,0.06766071236057666,3.76,0.0,0.5313500672320289,0.999911860301036,1.5168014304723851e-15,0.0,8.522414555884001e-14,3.7336857861184895e-09,3.716784341682301e-09,3.599099257599184e-10,6.71454081732618e-16,1.0578181877029607e-16,1.570352768692091e-11,1.576474102400799e-11,5.404566394776539e-13,5.643796297169334e-13,3.609930252722437e-10,6.373314485348622e-14,3.53994966016843e-14,1.0161870381481205e-12,3.3395974748119566e-14,1.3898895850746617e-19,2.7286888338946618e-21,1.3021401308244871e-24,5.01436725694038e-13,9.278351811925007e-23,1.2527626845113e-15,4.6905389995434345e-27,2.173114912509938e-14,1.3792963167071552e-15,7.93856867822351e-18,5.477050727798898e-23,5.249735773375923e-19,3.355193689537949e-17,8.813932050000199e-05,4.618084592927615e-20,3.6747269737939504e-31,2.812771160444187e-21,4.0387594934635556e-23,1.3424236964173676e-22,1.1363276028764273e-20,6.88100186402637e-26,2.677664186810241e-32,9.452329550575006e-31,1.6520382080183565e-32,2.818279010685802e-36,5.079238796480775e-31,2.373989756655871e-22,2.3703382728327486e-30,4.210270960282445e-14,1.922668664448859e-26,2.7528130641746425e-28,4.2624768773291126e-29,1.5543816245332148e-28,1.4334727718288833e-21,2.8646153272543764e-31,6.249527381478721e-30,2.2785907851504268e-23,1.534700125164762e-15,1.3222465880378031e-39,4.5296946133913165e-26,2.3476169514830356e-31,5.365361375169869e-29,7.215959584678605e-42,3.043626328414445e-46,1.2467250455748912e-35,1.409448937936056e-38,2.8504816841743113e-15,2.207063408700647e-44,1.9648045697946206e-42,9.032517724757104e-38,1.1051544425326458e-30,3.471463573668165e-15,6.644971282295385e-30,3.4476427937440353e-32,3.999707827319003e-17,5.26493942591681e-15,2.1816538800272908e-21,5.627335936004821e-42
9.029515739363715e-10,0.0676607123618736,3.76,0.0,0.5313500671207284,0.9999118601608388,1.64795222443045e-15,0.0,9.020583072517358e-14,3.835186214272508e-09,3.817354634761754e-09,3.6966645416102803e-10,7.0907079031996845e-16,1.0874031265216105e-16,1.656371331644374e-11,1.6630318205706297e-11,5.573455500574838e-13,5.971684734212906e-13,3.7080993457020916e-10,6.850472160205294e-14,3.768238495882385e-14,1.0719880346052397e-12,3.524795579490175e-14,1.4668282365582353e-19,2.953146187460967e-21,1.410990801241249e-24,5.150663090443337e-13,1.0049379603494481e-22,1.3086282216371473e-15,5.216174966113861e-27,2.2926765265499735e-14,1.4553057053085422e-15,8.603107893814767e-18,5.927571801574164e-23,5.550894224158452e-19,3.540046781269901e-17,8.813944991865915e-05,4.7505356075764513e-20,4.091181001977331e-31,3.047931802800539e-21,4.37653456306982e-23,1.4548090041286158e-22,1.1998530021790762e-20,7.649328970606555e-26,2.9040321115979986e-32,1.0252116828241845e-30,1.8233443131489187e-32,2.9996229707382442e-36,5.67475276996328e-31,2.4410938949105768e-22,2.5750663572534605e-30,4.4418791561281216e-14,2.0827403002060353e-26,3.063258537443408e-28,4.662295168490031e-29,1.6846947997723157e-28,1.5394353474301753e-21,3.2743487957928538e-31,6.732814387257026e-30,2.406213921206782e-23,1.6083511119731328e-15,1.452744257363949e-39,5.132075956557016e-26,2.5458716617138313e-31,6.238542156815458e-29,8.036953594049967e-42,3.525095963704639e-46,1.4160352622063273e-35,1.6254160462265081e-38,2.937130620337513e-15,2.558991324710767e-44,2.3258827913017765e-42,1.0326385738306093e-37,1.2213432904363436e-30,3.76109546368058e-15,7.332518912141659e-30,3.9456842083019674e-32,4.114315180430349e-17,5.679979898964159e-15,2.303679665576247e-21,6.608493660918949e-42
9.268454614118865e-10,0.06766071236317057,3.76,0.0,0.5313500670094277,0.9999118600574485,1.7866693778920024e-15,0.0,9.53437298752751e-14,3.936687410425746e-09,3.917900839920258e-09,3.7942169393684515e-10,7.476966585831403e-16,1.1169821403484677e-16,1.7446554703355988e-11,1.751886034315956e-11,5.744105355070161e-13,6.309686164034378e-13,3.8062722462068475e-10,7.350088012630869e-14,4.0053035332886756e-14,1.1292701757511814e-12,3.715033317718018e-14,1.5458706990026285e-19,3.1895668262899393e-21,1.5257330600786954e-24,5.286958874594216e-13,1.086219445742073e-22,1.3651570806385807e-15,5.7844973458737954e-27,2.4154299596219784e-14,1.5333543789785925e-15,9.303704042629031e-18,6.402065201939501e-23,5.86046633949566e-19,3.729862353472607e-17,8.813954250462204e-05,4.8830562958066585e-20,4.542070820442462e-31,3.2958202345607545e-21,4.732603807488379e-23,1.573293651825952e-22,1.2651550342016845e-20,8.479667164577e-26,3.142885135517275e-32,1.109631911116933e-30,2.0084791247904246e-32,3.187053017653951e-36,6.322450282674693e-31,2.5082084363596954e-22,2.791760188824444e-30,4.679667539749976e-14,2.2514026982663044e-26,3.3991772418567063e-28,5.088474971682947e-29,1.8220996174632008e-28,1.6498251199491486e-21,3.729604036122868e-31,7.238947994207053e-30,2.5371341099002918e-23,1.6832203034581924e-15,1.5922918926304482e-39,5.796231942345999e-26,2.7550716532100713e-31,7.226175617915776e-29,8.926308249758243e-42,4.0711866712946874e-46,1.6027808358030728e-35,1.8678021077518248e-38,3.0237606475622028e-15,2.955721533749705e-44,2.7416056570727296e-42,1.1764324701935985e-37,1.346013213585391e-30,4.066353693411323e-15,8.078462291007738e-30,4.4997111551480585e-32,4.2293961370031104e-17,6.114952622550272e-15,2.4291720876491947e-21,7.728180140449575e-42
9.507393488874015e-10,0.0676607123644675,3.76,0.0,0.5313500668981267,0.9999118599800838,1.933187317858209e-15,0.0,1.0063898741796917e-13,4.038189376355536e-09,4.018422962927154e-09,3.8917565304641356e-10,7.873303561164935e-16,1.1465552293257599e-16,1.835203040978436e-11,1.8430354602024553e-11,5.916561709677821e-13,6.65786771353891e-13,3.904449053810115e-10,7.87261833656641e-14,4.251281461594128e-14,1.188032684441112e-12,3.910312707651381e-14,1.627020344210847e-19,3.438259638068565e-21,1.6465210227895798e-24,5.423254609426352e-13,1.1717921762385945e-22,1.422324244053222e-15,6.397716670218804e-27,2.5413744595629654e-14,1.6134424157602809e-15,1.0041306477454993e-17,6.901144765484901e-23,6.178451972542419e-19,3.924641417123981e-17,8.813960903872938e-05,5.015646656162057e-20,5.029242391562487e-31,3.556769132223867e-21,5.107446372460586e-23,1.6980383875042057e-22,1.3322374871638805e-20,9.375187177048118e-26,3.3945679686069215e-32,1.1986199010593563e-30,2.208292110575395e-32,3.380603099808157e-36,7.025477792238601e-31,2.5753333761093977e-22,3.0208248795634226e-30,4.923634506092753e-14,2.4288746358211117e-26,3.761915659012877e-28,5.542079895055769e-29,1.966784436006746e-28,1.7646768584401216e-21,4.234057338226599e-31,7.768376706708029e-30,2.6713371093966236e-23,1.7592791209729957e-15,1.7412726903871142e-39,6.526709554076975e-26,2.9755200005207994e-31,8.339819478891671e-29,9.887743721051106e-42,4.689093614990173e-46,1.8082060452275522e-35,2.1390732840662016e-38,3.110371356403987e-15,3.4016049138910736e-44,3.218572117221551e-42,1.335801341778199e-37,1.4795155371757346e-30,4.3876434984311046e-15,8.88705014714166e-30,5.114305419365795e-32,4.344963069742652e-17,6.570202093226244e-15,2.5581463372423614e-21,9.001588762353467e-42
9.746332363629166e-10,0.0676607123657644,3.76,0.0,0.5313500667868253,0.9999118599212905,2.0877422126027794e-15,0.0,1.0609274491121105e-13,4.139692113879128e-09,4.118921009550385e-09,3.9892833948405766e-10,8.279705540232242e-16,1.1761223936323275e-16,1.9280119012955414e-11,1.936478815344643e-11,6.090870271718752e-13,7.016296465137832e-13,4.0026298679871327e-10,8.418515794946799e-14,4.506308818375961e-14,1.2482747850903789e-12,4.1106356763517677e-14,1.710280640657187e-19,3.699533395889861e-21,1.773508720098529e-24,5.559550294973051e-13,1.2617688688160527e-22,1.480105646870957e-15,7.058096420110797e-27,2.6705092743866634e-14,1.6955698958024312e-15,1.0816864300202517e-17,7.425423784764397e-23,6.504850976441457e-19,4.124385039365793e-17,8.813965697504212e-05,5.148306687323558e-20,5.554590553408634e-31,3.831110963891421e-21,5.501541153528085e-23,1.8292039290607318e-22,1.401104147069893e-20,1.0339132586515679e-25,3.659426076869435e-32,1.2923025013896162e-30,2.4236713403391915e-32,3.580307839206943e-36,7.787097530179704e-31,2.64246870937825e-22,3.262672420065308e-30,5.173778450493212e-14,2.6153744502418144e-26,4.152854640228875e-28,6.024192670864855e-29,2.1189376475699376e-28,1.884022925536812e-21,4.7915795045402004e-31,8.321551315441381e-30,2.808808749589668e-23,1.836499653430717e-15,1.900077020428044e-39,7.328268664216756e-26,3.2075204789804933e-31,9.591882792766836e-29,1.092508366640906e-41,5.38665950241197e-46,2.0336065849153575e-35,2.4418623080090333e-38,3.19696243479713e-15,3.90129803159246e-44,3.7639990092477636e-42,1.51197530467915e-37,1.6222046001458257e-30,4.725369703860406e-15,9.762800763247964e-30,5.79429382481388e-32,4.4610283364747035e-17,7.046065518064794e-15,2.690617997271973e-21,1.0445146187103048e-41
9.985271238384316e-10,0.0676607123670613,3.76,0.0,0.5313500666755238,0.9999118598759473,2.250571951091322e-15,0.0,1.1170614109395665e-13,4.241195624853001e-09,4.2193949855565065e-09,4.0867976127876027e-10,8.696159249006511e-16,1.2056836334546469e-16,2.023079910511598e-11,2.0322148174007378e-11,6.267076704862371e-13,7.385039457555339e-13,4.100814788116268e-10,8.98822947072714e-14,4.770521991113851e-14,1.3099957036649336e-12,4.316004064242716e-14,1.7956551524987485e-19,3.973696760427424e-21,1.9068500993560864e-24,5.695845931267608e-13,1.3562624170754175e-22,1.5384781317709833e-15,7.767952248924975e-27,2.802833652282428e-14,1.7797369013379812e-15,1.1631326364310742e-17,7.975515015867184e-23,6.839663204326551e-19,4.3290943428825975e-17,8.813969143565875e-05,5.281036388084265e-20,6.120058526839494e-31,4.1191779918895056e-21,5.915366799191936e-23,1.9669509649072719e-22,1.4717587977374903e-20,1.137481859808813e-25,3.937805672504385e-32,1.3908071529797336e-30,2.6555441500232976e-32,3.786202583094621e-36,8.61068854941018e-31,2.709614431428944e-22,3.5177217814958544e-30,5.430097768676918e-14,2.811120043926458e-26,4.573409011299483e-28,6.535914968262148e-29,2.278747677543284e-28,2.0078933964674297e-21,5.4062388791501325e-31,8.89892552997506e-30,2.949534931073609e-23,1.9148546355910366e-15,2.069102355526573e-39,8.205884145703561e-26,3.4513775577288933e-31,1.0995657120723318e-28,1.2042254497037848e-41,6.1724115179130946e-46,2.2803295573210772e-35,2.7789739799559507e-38,3.2835336450611545e-15,4.4597736634657467e-44,4.38575654304067e-42,1.7062477071649736e-37,1.7744375510948143e-30,5.079936728480763e-15,1.0710511404101472e-29,6.544751848678314e-32,4.577604280296898e-17,7.542873027799159e-15,2.826603038826939e-21,1.207656555930606e-41
9.999999999999999e-10,0.06766071236835816,3.76,0.0,0.5313500666686628,0.9999118598735046,2.26088530454119e-15,0.0,1.1205741332004713e-13,4.2474525684962244e-09,4.225587653373446e-09,4.092808209558307e-10,8.722159053250364e-16,1.207505664868348e-16,2.0290140028268835e-11,2.0381912017644664e-11,6.278001615756089e-13,7.408108654150151e-13,4.1068672771455137e-10,9.024137309257824e-14,4.787112354839438e-14,1.3138486993083495e-12,4.328828592592968e-14,1.8009871020416592e-19,3.991025544190437e-21,1.9152809393813078e-24,5.704247517461593e-13,1.3622375625528782e-22,1.5420951859077634e-15,7.813381319774134e-27,2.8110947913122928e-14,1.7849918934915357e-15,1.168282606772732e-17,8.010282323286558e-23,6.860577114388264e-19,4.341875620819869e-17,8.813969320643524e-05,5.289220442763484e-20,6.156272603389037e-31,4.137391701116627e-21,5.94153237225339e-23,1.975660986866147e-22,1.4761727088117498e-20,1.1441083941046067e-25,3.9554158896126427e-32,1.3970398730931843e-30,2.6703985667871427e-32,3.79909777750611e-36,8.663562434169508e-31,2.7137537935656443e-22,3.533885152287206e-30,5.446099931093356e-14,2.8234936931234414e-26,4.6003344243860884e-28,6.568452700647356e-29,2.2888535255690863e-28,2.0156777495653585e-21,5.446092456447894e-31,8.935318351254344e-30,2.958315804512007e-23,1.9197211415093648e-15,2.0798649809674814e-39,8.262586691536157e-26,3.4668043081844174e-31,1.1087467752629554e-28,1.2113821766389656e-41,6.223936748217808e-46,2.2962670160852613e-35,2.800943527389522e-38,3.2888694462887962e-15,4.496240264283692e-44,4.426769501440911e-42,1.718845504640576e-37,1.7841419156454908e-30,5.102353221635961e-15,1.0771397960073633e-29,6.593436163620699e-32,4.584807286475573e-17,7.574190044723476e-15,2.8351008082229188e-21,1.218369836076002e-41
