Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113)
0.0014194899493730289,0.6538783972680521,3.76,0.0,0.012852392306820714,0.4966811620732529,0.3460499607437642,0.0,0.0004218112180038093,0.41540005359628523,2.947488901728377e-06,0.0023027202939045954,2.366355102964919e-13,1.4418648777543472e-14,0.0003568115060420707,1.2879855379135891e-06,0.03057477927163298,0.09459142578264486,0.0002786364084497313,1.1013483993897597e-06,0.0006039008239306547,3.2585829955266155e-06,0.35782556710154995,0.0010557044353574551,0.0018375812966034187,1.8794386034271515e-05,0.013958669292958583,0.000806592000177604,1.3529896364199095e-08,7.3165136801824656e-09,0.0029344464267132627,4.1247661162015195e-06,0.10818041700846495,4.643105273958705e-08,8.344665021709118e-07,5.28262060545854e-05,0.00023260328027772096,4.8915100825093224e-09,8.286292807286048e-11,1.256496402657164e-06,2.6491291663609035e-07,1.616010270718714e-05,0.001789959434920951,9.806425102602245e-10,2.193392060195712e-07,8.435186338476822e-07,2.0817513499855722e-07,5.747920341570229e-11,0.0003501463128456363,6.5822032343517964e-12,4.100664454747547e-06,1.5487003792587364e-05,2.347272609856413e-06,8.616902778968257e-06,0.00032516241747803726,1.9364028451440563e-07,2.062398416560069e-07,1.8653781577225927e-08,1.8042015083860174e-05,1.6993529373670143e-10,3.5224211618756193e-10,7.17500854510024e-16,9.549751503728483e-05,0.0009480646025384097,1.5721970334404976e-07,1.264117443593658e-09,6.547165462098319e-07,5.572329037167904e-13
0.0014207587341440457,0.6538978241702444,3.76,0.0,0.0126464396359362,0.4963354931034595,0.346258850839564,0.0,0.00042858721718984496,0.4157226099730301,2.9008610101015544e-06,0.002285991430705327,2.3280231967027817e-13,1.4181045300998275e-14,0.00036100336645128223,1.2796228251856128e-06,0.03047051485672857,0.09463544465383607,0.0002799625176899641,1.108579247677921e-06,0.0006122953911443481,3.23258047936847e-06,0.35804857876173707,0.001049736024493048,0.001817155164975027,1.8747005688347236e-05,0.01389793905057556,0.0007905803871289421,1.343389495756702e-08,7.292773131384557e-09,0.002944533748802266,4.140990994457215e-06,0.10832814904951395,4.5773137614322864e-08,8.303118620130852e-07,5.276506222266355e-05,0.00023244139851284382,4.867129973325774e-09,8.252230619878015e-11,1.2474353850458893e-06,2.6339836383300384e-07,1.6097642369747806e-05,0.0017624784751874435,9.76143514702033e-10,2.1896087327049993e-07,8.40317634758906e-07,2.0737940649249702e-07,5.738168598519675e-11,0.0003459510126700888,6.548118742011789e-12,4.1003164726079545e-06,1.5735863977644366e-05,2.3492471961367374e-06,8.615876163853234e-06,0.0003225760216076786,1.9381838160543766e-07,2.0875873001459056e-07,1.863802276100532e-08,1.8112185110029934e-05,1.7271836298999485e-10,3.565354145222987e-10,7.112772412300944e-16,9.568388058153919e-05,0.0009488682925005326,1.5741250182600983e-07,1.265190030499313e-09,6.626126235110048e-07,5.567621625217235e-13
0.0014220275189150626,0.6539172523385317,3.76,0.0,0.012440597542299758,0.4959884549140545,0.3464684502572459,0.0,0.0004355933778133591,0.41604654667001956,2.854183637845035e-06,0.002268985838637152,2.289710354139292e-13,1.394350393168356e-14,0.00036531871175828545,1.2712188747897865e-06,0.030364805893112235,0.09467975984042586,0.0002813088291342714,1.1161204101875953e-06,0.0006209398048876562,3.2062130212634514e-06,0.3582720646991666,0.001043696192648984,0.0017966095132340035,1.8699740393927078e-05,0.013836462453937486,0.0007746282581485235,1.3336654160332505e-08,7.269084292793494e-09,0.002954771314470788,4.1575002378311125e-06,0.10847619679983962,4.5109532152287175e-08,8.261176203881921e-07,5.2702851958700695e-05,0.00023227887552878967,4.842517042707117e-09,8.217879110053916e-11,1.2383185333032328e-06,2.6187392998172115e-07,1.6034815943044473e-05,0.001734967926522631,9.716251977508403e-10,2.1857536978404718e-07,8.370804907520214e-07,2.065748958644319e-07,5.7281713560943564e-11,0.0003417239655064769,6.513702549378992e-12,4.099887203239416e-06,1.599281595433671e-05,2.3512730974839023e-06,8.614940150462041e-06,0.0003199730846708658,1.9400095954748247e-07,2.1135057231708518e-07,1.862241236073043e-08,1.818340544189377e-05,1.7559648830017232e-10,3.609553505880888e-10,7.050235472379184e-16,9.586465134084632e-05,0.0009496668086702084,1.5759524582565838e-07,1.266255730229865e-09,6.706576933734848e-07,5.562958549635418e-13
0.0014232963036860794,0.6539366817947669,3.76,0.0,0.012234861472333635,0.4956399955177424,0.34667878401446445,0.0,0.0004428412610444031,0.4163719035050366,2.807455651387343e-06,0.0022516947684935156,2.2514163084957592e-13,1.3706020579503318e-14,0.00036976310793601386,1.2627724664404606e-06,0.030257609877193586,0.09472438602999078,0.00028267572924396,1.1239873975569831e-06,0.000629845167814844,3.1794690030454333e-06,0.358496047302418,0.0010375827466093752,0.0017759419458996456,1.8652599289304387e-05,0.0137742170014592,0.0007587366541053009,1.3238137262803584e-08,7.24545000731687e-09,0.0029651603391633173,4.174297816153924e-06,0.10862456287261461,4.444014365098837e-08,8.218825615712618e-07,5.26395264426902e-05,0.00023211568697943034,4.817664132868219e-09,8.183219819159603e-11,1.2291439508326099e-06,2.603392757930529e-07,1.5971609185440797e-05,0.0017074283359943035,9.670866756116566e-10,2.181824173229867e-07,8.338060328291303e-07,2.0576131952984098e-07,5.717917547269905e-11,0.00033746477238513637,6.478944383450211e-12,4.099370922585504e-06,1.6258223491583288e-05,2.353351641664438e-06,8.614096111164277e-06,0.00031735325741495755,1.9418813634736054e-07,2.1401863440929217e-07,1.8606950994107728e-08,1.8255710591876225e-05,1.7857446022791077e-10,3.655076761343829e-10,6.987390569677609e-16,9.603945377551302e-05,0.000950460078350066,1.5776732391134627e-07,1.267314446242165e-09,6.788546676868643e-07,5.558339994284342e-13
0.0014245650884570963,0.6539561125319789,3.76,0.0,0.012029226932530683,0.49529006062018366,0.3468898781059649,0.0,0.000450343180966645,0.41669872155984466,2.760675949240142e-06,0.0022341091233084418,2.2131408534327979e-13,1.3468591390753499e-14,0.0003743424495915207,1.2542823325438048e-06,0.030148882409055545,0.09476933869620968,0.0002840636060933839,1.1321966940298865e-06,0.0006390232265746311,3.1523363551400045e-06,0.3587205499745595,0.0010313933926662695,0.0017551500105316715,1.8605591851176455e-05,0.013711179123945814,0.0007429066664972874,1.3138306318308081e-08,7.2218732119884115e-09,0.002975701865267449,4.19138756921666e-06,0.10877324969233441,4.376488032899324e-08,8.176054136615087e-07,5.2575034092956564e-05,0.00023195180743823112,4.792563754829903e-09,8.148233066122886e-11,1.2199096347531732e-06,2.5879404052000607e-07,1.590800668726724e-05,0.0016798602865748435,9.625269940009393e-10,2.177817197254754e-07,8.304930102051817e-07,2.0493837401790457e-07,5.707395342737873e-11,0.0003331730286710877,6.443833496412488e-12,4.098761383388538e-06,1.6532470526993626e-05,2.3554841113080877e-06,8.613345106702872e-06,0.0003147161785953035,1.9438002664364396e-07,2.1676637380281603e-07,1.859163850928305e-08,1.8329136742445407e-05,1.8165738242198321e-10,3.701984853171295e-10,6.924230305711122e-16,9.620789131437789e-05,0.0009512480264477031,1.5792808802406663e-07,1.2683660788192323e-09,6.872064310394755e-07,5.553765913076578e-13
0.0014258338732281131,0.6539755445110527,3.76,0.0,0.01182368950859483,0.49493859348959,0.34710175955084244,0.0,0.00045811226337241485,0.4170270432221624,2.713843469652147e-06,0.0022162194441416516,2.1748838511194302e-13,1.3231212789020016e-14,0.00037906298357356574,1.2457471557397298e-06,0.030038577083391124,0.09481463415280542,0.00028547284837456363,1.1407658294869889e-06,0.0006484864170783318,3.1248025388837165e-06,0.35894559719096225,0.0010251257308679716,0.0017342311970623672,1.8558727894956868e-05,0.013647324119117642,0.0007271394406696568,1.3037122112808075e-08,7.1983569365239505e-09,0.0029863967351211247,4.2087731799399944e-06,0.10892225946616736,4.30836517072299e-08,8.132848452356036e-07,5.25093203805534e-05,0.00023178721033718163,4.767208068662904e-09,8.11289785300773e-11,1.2106134694333462e-06,2.5723784028443053e-07,1.5843991742298995e-05,0.0016522644005242258,9.579451205087646e-10,2.1737296148049383e-07,8.271400844474514e-07,2.04105734548093e-07,5.696592085702303e-11,0.0003288483244232716,6.408358637407394e-12,4.098051765362787e-06,1.6815962426270468e-05,2.3576717308971367e-06,8.612687847885268e-06,0.00031206147450479264,1.9457674078545722e-07,2.1959745333987288e-07,1.857647389728718e-08,1.8403721850421383e-05,1.8485069616592768e-10,3.75034239519828e-10,6.860747029990327e-16,9.636954278892368e-05,0.0009520305753582451,1.5807685103423515e-07,1.269410524913814e-09,6.957158272881766e-07,5.549236003806561e-13
0.00142710265799913,0.6539949776570423,3.76,0.0,0.011618244887374812,0.4945855348176264,0.3473144564418625,0.0,0.0004661625105389015,0.4173569122279023,2.666957198724246e-06,0.002198015895445399,2.136645240739492e-13,1.2993881518323084e-14,0.0003839313342512252,1.2371655662375235e-06,0.02992664537314945,0.09486028961191936,0.00028690384426445536,1.1497134578725763e-06,0.0006582479134688341,3.0968545284891016e-06,0.35917121456085505,0.0010187772489019874,0.0017131829372832017,1.8512017553456388e-05,0.013582626081417403,0.0007114361792594317,1.2934544135834012e-08,7.174904293377798e-09,0.0029972455605562806,4.226458144554088e-06,0.10907159415196482,4.2396369051118015e-08,8.089194617672334e-07,5.244232762996628e-05,0.000231621867901655,4.741588862351057e-09,8.077191764038752e-11,1.2012532201719203e-06,2.5567026638979495e-07,1.5779546224954495e-05,0.0016246413431256154,9.533399372130276e-10,2.1695580617035096e-07,8.237458227431728e-07,2.0326305335864608e-07,5.685494223565861e-11,0.00032449024483061415,6.37250802234722e-12,4.097234618501488e-06,1.710912731995507e-05,2.3599156398633148e-06,8.612124640874582e-06,0.00030938875848353234,1.9477838260338411e-07,2.2251575581559708e-07,1.8561455177945475e-08,1.847950575905506e-05,1.8816020744689642e-10,3.800217939723855e-10,6.79693283049249e-16,9.652396074833883e-05,0.0009528076448434184,1.5821288411824463e-07,1.2704476779882373e-09,7.043856435039193e-07,5.544749673976527e-13
0.0014283714427701468,0.6540144118550862,3.76,0.0,0.011412888882150994,0.49423082257113465,0.347527997996802,0.0,0.00047450887253366745,0.41768837370344064,2.620016179859884e-06,0.0021794882498364543,2.0984250480617724e-13,1.2756594692364379e-14,0.00038895453093206996,1.2285361389928403e-06,0.02981303650522262,0.09490632324737282,0.00028835698010823174,1.1590594425163389e-06,0.0006683216809800271,3.0684787923182774e-06,0.3593974288929197,0.0010123453155790165,0.0016920026045238125,1.846547125114553e-05,0.013517057826654742,0.000695798145883091,1.283053055245455e-08,7.151518464977894e-09,0.003008248688551841,4.244445739469912e-06,0.10922125542248745,4.1702945858560336e-08,8.045078017948448e-07,5.237399480459628e-05,0.0002314557510809695,4.7156975291629574e-09,8.04109085659905e-11,1.191826523225958e-06,2.540908831641169e-07,1.571465046266318e-05,0.001596991826814404,9.487102332049346e-10,2.1652989477729692e-07,8.203086881581436e-07,2.0240995731975036e-07,5.6740872344752764e-11,0.00032009837074617985,6.336269301572458e-12,4.096301798529556e-06,1.7412417527148877e-05,2.3622168704787197e-06,8.61165530028548e-06,0.0003066976304094314,1.9498504745934248e-07,2.2552539986718057e-07,1.8546579213919662e-08,1.855653031860916e-05,1.9159211673207254e-10,3.8516842667500826e-10,6.732779523788225e-16,9.667066964149039e-05,0.0009535791519023671,1.583354139302679e-07,1.2714774278443561e-09,7.132185914593757e-07,5.540305985223998e-13
0.0014296402275411637,0.6540338469458847,3.76,0.0,0.01120761746104706,0.4938743918339668,0.3477424146127899,0.0,0.00048316732448769095,0.41802147420785263,2.5730195250036128e-06,0.0021606258727092536,2.0602233965824218e-13,1.251934985266739e-14,0.00039414003788543304,1.2198573907292367e-06,0.029697697327395266,0.09495275426329094,0.0002898326388928153,1.1688249483190218e-06,0.0006787225330938659,3.0396612740113352e-06,0.35962426826531557,0.001005827173883856,0.0016706875135260129,1.8419099691924543e-05,0.01345059081098526,0.0006802266690999363,1.2725038179190838e-08,7.1282026959834544e-09,0.0030194061627465837,4.262738984424211e-06,0.10937124462537881,4.1003298397309826e-08,8.000483328112058e-07,5.230425727517372e-05,0.0002312888294743177,4.689525043377914e-09,8.004569541148336e-11,1.182330874059969e-06,2.5249922541050214e-07,1.5649283071490468e-05,0.001569316615719602,9.440546950770655e-10,2.160948438411557e-07,8.168270291564114e-07,2.0154604540693824e-07,5.662355543514808e-11,0.00031567227932589073,6.299629525138054e-12,4.0952443973208385e-06,1.7726311068229476e-05,2.364576336648866e-06,8.611279061662283e-06,0.00030398767617523795,1.9519682136703495e-07,2.286307573679414e-07,1.853184151378271e-08,1.863483951623178e-05,1.9515305122725172e-10,3.9048187008597647e-10,6.668278644954423e-16,9.680916386613063e-05,0.0009543450106319986,1.5844361956919585e-07,1.2724996604387064e-09,7.222172875436374e-07,5.535903594562236e-13
0.0014309090123121805,0.6540532827206808,3.76,0.0,0.011002426778662679,0.4935161746380306,0.3479577379239646,0.0,0.0004921549504424705,0.41835626177480834,2.525966426944336e-06,0.0021414177070652966,2.0220405197528746e-13,1.228214503252926e-14,0.0003994957868557651,1.2111277767129086e-06,0.029580572166024784,0.09499960296857224,0.0002913311985190691,1.1790325414546363e-06,0.0006894661935508374,3.0103873741143013e-06,0.3598517621003939,0.0009992199335748296,0.001649234920537484,1.8372913840304674e-05,0.013383195043821662,0.0006647231466740316,1.2618022465935911e-08,7.104960284074324e-09,0.003030717680318762,4.28134060157681e-06,0.10952156273842603,4.029734632286543e-08,7.955394468522141e-07,5.223304657012206e-05,0.00023112107125164422,4.6630619342366945e-09,7.967600450083799e-11,1.1727636181359706e-06,2.508947959661987e-07,1.5583420763439122e-05,0.0015416165306572447,9.393718955510684e-10,2.156502434411476e-07,8.132990707895812e-07,2.0067088656309966e-07,5.650282429391829e-11,0.0003112115447736388,6.262575105605121e-12,4.09405266814804e-06,1.805131326279047e-05,2.3669948120241627e-06,8.610994510731988e-06,0.0003012584671518152,1.9541377938437124e-07,2.3183647220991986e-07,1.8517236074114624e-08,1.8714479615859842e-05,1.9885009992668398e-10,3.959703454480767e-10,6.6034214372927525e-16,9.693890568197938e-05,0.0009551051320815405,1.5853662933996688e-07,1.2735142576886721e-09,7.313842304938964e-07,5.531540707201328e-13
0.0014321777970831974,0.6540727189156743,3.76,0.0,0.010797313212071509,0.49315609978281155,0.3481740008615391,0.0,0.0005014900359051809,0.41869278595346954,2.478856172463444e-06,0.002121852258250401,1.9838767739557942e-13,1.2044978825021522e-14,0.0004050302119656331,1.2023456872347538e-06,0.029461602673964,0.09504689085776853,0.00029285302985212276,1.1897062980620305e-06,0.0007005693635899963,2.9806419318848293e-06,0.3600799412443057,0.0009925205633139421,0.0016276420237037305,1.8326924870537215e-05,0.013314838994273034,0.0006492890501413257,1.2509437482454474e-08,7.081794558548219e-09,0.003042182543384959,4.3002529703081425e-06,0.1096722103195522,3.9585013391037545e-08,7.909794557685366e-07,5.216029010706263e-05,0.00023095244306912678,4.636298258018124e-09,7.930154297411145e-11,1.1631219422543692e-06,2.4927706327192834e-07,1.5517038159068283e-05,0.0015138924546526287,9.346602822983147e-10,2.151956549839818e-07,8.097229049200177e-07,1.9978401727475964e-07,5.6378499263860834e-11,0.00030671573921605094,6.225091778196465e-12,4.092715940885516e-06,1.838795841668744e-05,2.3694728873405267e-06,8.610799491648375e-06,0.00029850955963202055,1.9563598211733665e-07,2.3514748044423927e-07,1.850275518892397e-08,1.8795499308963803e-05,2.0269085234616317e-10,4.016425996998074e-10,6.538198841736827e-16,9.705932296581775e-05,0.000955859424103753,1.5861351727811225e-07,1.2745210972751099e-09,7.407217752826642e-07,5.527215019494691e-13
0.0014334465818542142,0.6540921552058154,3.76,0.0,0.010592273402147245,0.49279409264276003,0.34839123771599767,0.0,0.000511192170170628,0.41903109784783704,2.4316881575224966e-06,0.0021019175783509275,1.9457326530707594e-13,1.1807850460272567e-14,0.00041075228762633693,1.1935094438610417e-06,0.02934072766785177,0.0950946406990571,0.0002943984944818994,1.2008719227880962e-06,0.0007120497946898087,2.950409206818007e-06,0.3603088380518783,0.0009857258822897747,0.0016059059638277534,1.8281144101562385e-05,0.013245489490509209,0.0006339259297025968,1.2399235909049822e-08,7.058708851988488e-09,0.0030537996041845442,4.319478077297515e-06,0.10982318745083038,3.886622824608864e-08,7.863665861562041e-07,5.208591090340621e-05,0.00023078290997897427,4.6092235680952925e-09,7.892199727324434e-11,1.1534028611077095e-06,2.4764545829570885e-07,1.545010759207588e-05,0.0014861453390584381,9.29918166554825e-10,2.1473060879407743e-07,8.060964762624061e-07,1.9888493814271908e-07,5.6250387191493614e-11,0.0003021844337417938,6.187164558036737e-12,4.091222525277033e-06,1.873681160818337e-05,2.372010930142428e-06,8.610690968259526e-06,0.00029574049425640334,1.9586347222291051e-07,2.385690321934728e-07,1.8488389157051044e-08,1.887794987717387e-05,2.0668344132211252e-10,4.0750794564982117e-10,6.472601485963365e-16,9.71698067882128e-05,0.0009566077911969243,1.5867329940262796e-07,1.2755200524344033e-09,7.502321031026166e-07,5.522923631480152e-13
0.001434715366625231,0.6541115911979157,3.76,0.0,0.010387304300029845,0.4924300749616143,0.34860948420268445,0.0,0.0005212823577263418,0.4193712501542666,2.3844619051850928e-06,0.0020816012508744464,1.9076088053686473e-13,1.1570759896151585e-14,0.000416671570149739,1.1846172954589913e-06,0.029217882953707912,0.09514287663002802,0.0002959679421517737,1.2125568770887555e-06,0.0007239263673786796,2.919672860643797e-06,0.3605384864772592,0.000978832551289266,0.00158402382551478,1.8235582946660884e-05,0.01317511161134409,0.0006186354194858413,1.2287369035569585e-08,7.03570647699676e-09,0.003065567203597382,4.339017461318396e-06,0.1099744936757564,3.8140925283147e-08,7.816989739109129e-07,5.200982726345557e-05,0.00023061243533310704,4.581826882764089e-09,7.853703147152652e-11,1.1436032007666793e-06,2.4599937081651556e-07,1.5382598859954555e-05,0.0014583762103029475,9.251437087759944e-10,2.1425460148773331e-07,8.024175668527825e-07,1.9797311012738547e-07,5.61182802255151e-11,0.0002976171996194125,6.148777694172566e-12,4.08955960604032e-06,1.9098470573122216e-05,2.3746090603278584e-06,8.610664877199311e-06,0.0002929507954293898,1.9609627239645887e-07,2.4210671570610894e-07,1.8474125958529215e-08,1.8961885367932624e-05,2.108365895905649e-10,4.135763061086517e-10,6.406619673405983e-16,9.726970881266902e-05,0.0009573501343333792,1.5871492969672307e-07,1.2765109917317994e-09,7.599171887858705e-07,5.518662950281483e-13
0.001435984151396248,0.654131026422979,3.76,0.0,0.01018240321878418,0.49206396463246677,0.34882877753138497,0.0,0.0005317831393666598,0.41971329719656714,2.337177085313838e-06,0.002060890376416444,1.8695060521109518e-13,1.1333707918362011e-14,0.00042279824295505137,1.175667413866119e-06,0.029093001140103034,0.0951916242620195,0.0002975617078646447,1.2247905180139504e-06,0.0007362191769228776,2.888415940917561e-06,0.36076892217067363,0.0009718370631957798,0.001561992638740622,1.8190252855648543e-05,0.013103668569468664,0.0006034192432099454,1.2173786772596911e-08,7.012790701595779e-09,0.0030774831022593735,4.358872152338434e-06,0.11012612792901888,3.740904562808359e-08,7.769746583745962e-07,5.193195244061771e-05,0.00023044098068016042,4.55409665066363e-09,7.814628544390428e-11,1.1337195854363364e-06,2.4433814580833087e-07,1.531447892895068e-05,0.0014305861773239224,9.203349013541525e-10,2.1376709309118472e-07,7.986837827690633e-07,1.970479513307527e-07,5.5981954469466435e-11,0.00029301360969669326,6.10991462019827e-12,4.087713130205292e-06,1.9473567678904194e-05,2.3772671141763574e-06,8.610716003016031e-06,0.00029013997072773384,1.9633438267043851e-07,2.457664834137957e-07,1.8459950979907974e-08,1.904736278424481e-05,2.1515966048825659e-10,4.19858261856187e-10,6.340243372244564e-16,9.735833851711755e-05,0.0009580863507804932,1.5873729582247763e-07,1.2774937788226827e-09,7.697787651683559e-07,5.514428608061085e-13
0.0014372529361672648,0.6541504603276524,3.76,0.0,0.009977567891900676,0.49169567546260434,0.34904915647854445,0.0,0.0005427187261344145,0.4200572949574933,2.2898335356403517e-06,0.002039771559030463,1.831425407311844e-13,1.109669624706043e-14,0.00042914316516084577,1.1666578891220572e-06,0.028966011438314013,0.0952409107938516,0.0002991801086390965,1.2376042496530589e-06,0.0007489496264523709,2.856620866000092e-06,0.36100018258150485,0.0009647357329004456,0.001539809380967172,1.8145165206704152e-05,0.013031121585802507,0.0005882792202565984,1.2058437673590613e-08,6.989964706087603e-09,0.0030895444029563532,4.379042604658621e-06,0.11027808845786759,3.6670538264715944e-08,7.721915760523302e-07,5.1852194273733044e-05,0.00023026850565535821,4.526020713657582e-09,7.774937290954051e-11,1.1237484258764525e-06,2.426610799324576e-07,1.5245711643887303e-05,0.001402776439801619,9.154895514147871e-10,2.1326750387428319e-07,7.948925400713001e-07,1.9610883351333852e-07,5.5841168563733126e-11,0.0002883732400160532,6.0705579013229e-12,4.085667679661573e-06,1.9862771985434617e-05,2.3799845755249454e-06,8.610837827051667e-06,0.00028730751029415106,1.9657777483067711e-07,2.4955467989031764e-07,1.8445846701992166e-08,1.9134442289674313e-05,2.1966271410099782e-10,4.263651032986056e-10,6.273462204229036e-16,9.743496021030991e-05,0.0009588163339196846,1.5873921453253124e-07,1.2784682722118046e-09,7.798182818972502e-07,5.510215368568545e-13
0.0014385217209382816,0.654169892264696,3.76,0.0,0.00977279654036111,0.4913251169223982,0.349270661461285,0.0,0.00055411514815045,0.4204033011054638,2.242431285903474e-06,0.002018230892901881,1.793368099808845e-13,1.0859727657250967e-14,0.00043571792437568544,1.1575867243437536e-06,0.0288368394483589,0.0952907651359944,0.0003008234398131022,1.2510316886648418e-06,0.0007621405278815207,2.824269410740743e-06,0.3612323070681131,0.0009575246865893568,0.0015174709799336834,1.8100331163628207e-05,0.012957429754162118,0.0005732172721733685,1.1941268967136856e-08,6.967231524716724e-09,0.0031017474630218966,4.3995286236104754e-06,0.11043037273392706,3.592536128449024e-08,7.673475538695788e-07,5.177045479482662e-05,0.00023009496786291603,4.497586266991581e-09,7.734587932611065e-11,1.1136859014005617e-06,2.4096741714622623e-07,1.5176257429388165e-05,0.0013749482973028256,9.106052634879966e-10,2.1275521089517565e-07,7.910410446627901e-07,1.9515507712911534e-07,5.569566217514795e-11,0.00028369567170486175,6.030689177516733e-12,4.083406325060495e-06,2.0266791400742298e-05,2.3827605028086665e-06,8.611022303206514e-06,0.00028445288621751835,1.968263861483922e-07,2.53478072272637e-07,1.8431792233692283e-08,1.9223187430071923e-05,2.2435656963614433e-10,4.3310888672898616e-10,6.206265433351115e-16,9.749878981253197e-05,0.0009595399730563312,1.5871942672765156e-07,1.2794343250031314e-09,7.900368580882553e-07,5.506016987775869e-13
0.0014397905057092985,0.6541893214823633,3.76,0.0,0.009568087948204433,0.4909521938771199,0.34949333461484694,0.0,0.0005660004174294129,0.42075137501577936,2.194970586299854e-06,0.0019962539502390653,1.755335598866382e-13,1.0622806119941714e-14,0.0004425348947954323,1.1484518302673256e-06,0.0287054069294483,0.09534121804628765,0.00030249197082228227,1.2651088435751917e-06,0.0007758162113942851,2.7913426939006468e-06,0.3614653370150389,0.0009501998503537024,0.0014949743171701882,1.8055761547491862e-05,0.012882549895252608,0.0005582354296664105,1.1822226605472376e-08,6.944593991442192e-09,0.0031140877959507504,4.4203292851007665e-06,0.11058297735418464,3.517348324408988e-08,7.624403019228879e-07,5.1686629804611965e-05,0.00022992032275044916,4.468779816449231e-09,7.693535956522408e-11,1.103527936227253e-06,2.392563432129922e-07,1.5106072910257281e-05,0.001347103159395357,9.056794178311699e-10,2.122295442330328e-07,7.871262688218635e-07,1.9418594563542742e-07,5.554515427072905e-11,0.00027898049316976947,5.990289102295731e-12,4.080910466480479e-06,2.068637492509156e-05,2.3855934805908543e-06,8.61125960874192e-06,0.000281575551914087,1.970801152855131e-07,2.575438837638588e-07,1.841776277272113e-08,1.931366537371012e-05,2.2925287361676883e-10,4.4010249631817105e-10,6.138641954685583e-16,9.754899140322116e-05,0.0009602571532123181,1.586765921601369e-07,1.2803917846262593e-09,8.004352309701298e-07,5.501826052871807e-13
0.0014410592904803153,0.6542087471125607,3.76,0.0,0.009363441546419833,0.4905768063000992,0.3497172198746886,0.0,0.0005784047050109673,0.42110157778527285,2.1474519389361774e-06,0.0019738257717331576,1.7173296425183031e-13,1.0385936958877648e-14,0.00044960730054217874,1.1392510192615874e-06,0.028571631553868826,0.09539230227833347,0.0003041859404664271,1.2798743084866469e-06,0.0007900026446886312,2.757821169345597e-06,0.36169931595801563,0.000942756938099415,0.0014723162322889205,1.801146670215515e-05,0.012806436399189243,0.0005433358401285485,1.1701255336617031e-08,6.92205468554634e-09,0.0031265599611679084,4.441442847543388e-06,0.11073589792988718,3.44148846895176e-08,7.574674056805411e-07,5.160060841375496e-05,0.00022974452347464253,4.439587132257617e-09,7.65173353568946e-11,1.0932701800731275e-06,2.375269802523615e-07,1.5035110452414653e-05,0.001319242556807678,9.007091437668482e-10,2.1168978284826172e-07,7.831449309673717e-07,1.9320064059929243e-07,5.538934116070554e-11,0.0002742273025979202,5.949337276900712e-12,4.078159663026932e-06,2.1122314958118565e-05,2.3884815618901474e-06,8.611537927360561e-06,0.00027867494151648166,1.973388178934296e-07,2.6175983005378654e-07,1.840372913284877e-08,1.9405947171381435e-05,2.3436417415442e-10,4.4735971174337144e-10,6.07058028359835e-16,9.758467354598681e-05,0.0009609677549085224,1.586092838076643e-07,1.2813404925460182e-09,8.110137006143766e-07,5.497633841086284e-13
0.0014423280752513322,0.6542281681576034,3.76,0.0,0.009158857507524156,0.49019884896598237,0.34994236306118404,0.0,0.0005913605370284373,0.42145397223826436,2.099876131360682e-06,0.001950930859474728,1.6793522676099758e-13,1.0149127017145093e-14,0.00045694928373946894,1.1299819986536914e-06,0.028435426643701182,0.09544405274384206,0.0003059055516371093,1.2953694743360672e-06,0.0008047275628292388,2.723684621194804e-06,0.36193428971692587,0.0009351914387620978,0.0014494935282484353,1.796745627879243e-05,0.01272904105590444,0.0005285207757058585,1.1578298799691545e-08,6.899615848456424e-09,0.0031391574398961937,4.462866656061675e-06,0.11088912896188237,3.364955990747768e-08,7.524263176064036e-07,5.1512272548956464e-05,0.0002295675207576019,4.409993199584415e-09,7.609129256004203e-11,1.0829079931404185e-06,2.3577838167187515e-07,1.4963317706873593e-05,0.0012913681538008971,8.956912927911248e-10,2.1113515002354998e-07,7.790934757035026e-07,1.9219829675787278e-07,5.52278944365586e-11,0.0002694357108138286,5.90781217971948e-12,4.075131441019946e-06,2.1575449650751525e-05,2.3914221570144956e-06,8.61184320383059e-06,0.0002757504692612413,1.9760229769128348e-07,2.6613415835712085e-07,1.8389657239170467e-08,1.9500108038061373e-05,2.397040033057924e-10,4.548952810324656e-10,6.002068545149551e-16,9.760488535996545e-05,0.000961671653948908,1.5851598188090712e-07,1.2822802839739337e-09,8.21772066976619e-07,5.493430168672905e-13
