Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113)
1.1555247327169905e-09,0.6209163098313857,3.76,0.0,0.6057600092476703,0.999549914149645,7.037670916609423e-16,0.0,1.286154732455636e-13,1.2750393233915757e-07,1.2736901983466775e-07,4.0837179166128164e-09,4.457719430296156e-16,1.0616946585762331e-15,1.345079756036098e-10,1.3405967005650257e-10,4.68126341852693e-10,6.443242785254999e-13,4.083763799780095e-09,6.315764031787781e-13,2.555041904696241e-13,1.7491351569496554e-13,8.871393761892045e-14,9.21054972411607e-21,1.4403606376416374e-19,3.598111654434205e-22,4.679596298999035e-10,6.139850894165368e-20,1.409044205679007e-14,2.0769303132093315e-26,1.9180119739486843e-13,2.1508849691253672e-14,2.1769203077637236e-18,3.850321729660055e-20,5.577845012418068e-17,2.44244768208759e-15,0.00045008163134993415,4.492628750763441e-17,1.873000537065104e-29,2.0768854783572626e-20,3.102220784455866e-22,8.171584674262359e-22,3.350260056184223e-18,6.830519978652668e-27,9.1109555686606e-29,4.137926031433574e-27,6.203190663558398e-29,2.21627878968893e-31,7.755278082672165e-32,3.456611312739614e-19,3.460728759960661e-26,2.6898517855861445e-22,2.8785697099871296e-22,4.723091632573313e-25,2.0950359177565826e-24,3.430543343480476e-24,3.6563864974847526e-21,2.6576600534536736e-29,2.8595543163599008e-27,8.629749236374573e-21,9.152469469781043e-28,5.402701620439644e-36,1.2116480735030476e-24,2.6814015616322815e-26,2.2855636763871958e-29,6.509179622845465e-35,5.730773448388637e-40,1.7164304210710276e-33
1.1878776509307278e-09,0.6209163102460112,3.76,0.0,0.6057600055503115,0.9995483437395608,7.705977762511847e-16,0.0,1.372255508888774e-13,1.3107384721650633e-07,1.3093127681309516e-07,4.198045306346167e-09,4.725902984400781e-16,1.0982739485670457e-15,1.4213577032011105e-10,1.4164952105536141e-10,4.812427876768463e-10,6.99856733570453e-13,4.198088475302754e-09,6.856822501715309e-13,2.713235534124289e-13,1.8479453836692833e-13,9.3840068920606e-14,1.0281500842544496e-20,1.524563650030227e-19,3.907539027352707e-22,4.810617335646603e-10,6.540978016086046e-20,1.480122566474072e-14,2.3147660299722962e-26,2.026871503377701e-13,2.2730023802120635e-14,2.3648946423622328e-18,4.0769258170408175e-20,5.964936594643748e-17,2.5811915603679225e-15,0.00045165191943219516,4.665204339345869e-17,2.054678939590468e-29,2.256077897072796e-20,3.370147362431214e-22,8.884717106420405e-22,3.5411583905792905e-18,7.62202398536931e-27,9.931183369730213e-29,4.4955676796199124e-27,6.749265974998897e-29,2.4131928989767676e-31,8.670689316502406e-32,3.5836846102351765e-19,3.759834774784634e-26,2.9223037467220996e-22,3.1269431801267544e-22,5.274300046647861e-25,2.2764500492272782e-24,3.728566215501007e-24,3.951303892873491e-21,3.0500677007561876e-29,3.092559042406385e-27,9.23042282023853e-21,1.0239836640063223e-27,5.949024704715382e-36,1.3902680642434623e-24,2.913656842907336e-26,2.692176296400238e-29,7.270392759691462e-35,6.5382148676250895e-40,1.9681084788951394e-33
1.2202305691444652e-09,0.6209163106606372,3.76,0.0,0.6057600018529522,0.9995469102108433,8.418450803075003e-16,0.0,1.4618121038969528e-13,1.3464376218197966e-07,1.34493322598445e-07,4.312373044216826e-09,5.002010858641616e-16,1.134877543125176e-15,1.499734050873338e-10,1.494471350000184e-10,4.943600302410045e-10,7.58486288326123e-13,4.312412964295144e-09,7.427689570835911e-13,2.876885510378781e-13,1.9494427694026918e-13,9.911424356503112e-14,1.1443162247453204e-20,1.6112919241725278e-19,4.2342121307305333e-22,4.941638346461931e-10,6.957534987501007e-20,1.552513205427788e-14,2.5722537137141096e-26,2.1387333191786838e-13,2.3984909910041728e-14,2.5633877205322596e-18,4.310441894488782e-20,6.366232888469871e-17,2.7237749900554167e-15,0.00045308532593632035,4.83841118611817e-17,2.2486500378359288e-29,2.4452821132270435e-20,3.653072595722037e-22,9.638597038171068e-22,3.7373830611245896e-18,8.480050686894039e-27,1.0798977973744741e-28,4.873262935853139e-27,7.327420828811977e-29,2.621161071467407e-31,9.665347065864673e-32,3.71102362117057e-19,4.075725020233085e-26,3.167800876763058e-22,3.3891937679599977e-22,5.872381458343347e-25,2.4680725755718015e-24,4.043466310361043e-24,4.2605695568379406e-21,3.48745261395939e-29,3.3371632182441386e-27,9.852566323957813e-21,1.1423648442287726e-27,6.532316552495917e-36,1.5893152266945427e-24,3.158988823744578e-26,3.1573107473992407e-29,8.096556820599268e-35,7.439689148791615e-40,2.2483368359565757e-33
1.2525834873582025e-09,0.6209163110752635,3.76,0.0,0.6057599981555919,0.9995456016315737,9.176842413376616e-16,0.0,1.5548820214419313e-13,1.3821367724172292e-07,1.3805515720281335e-07,4.426701173372185e-09,5.286034198726492e-16,1.1715019023744083e-15,1.5802083913813305e-10,1.5745241630528743e-10,5.074780911665992e-10,8.202964527006623e-13,4.4267372831616884e-09,8.029138888147279e-13,3.046050240657927e-13,2.053625159457699e-13,1.0453672816552585e-13,1.2700507002243622e-20,1.7005562238010772e-19,4.578598238931266e-22,5.072659331444953e-10,7.389756455664271e-20,1.626189631907348e-14,2.85041930372949e-26,2.25359724650895e-13,2.5273507815469927e-14,2.772685689121171e-18,4.5509045493110846e-20,6.781774617433391e-17,2.8701987931130102e-15,0.00045439378278071637,5.012200243247316e-17,2.4554138878162327e-29,2.6447692561930776e-20,3.9514049792790914e-22,1.0434401648860967e-21,3.938937034777876e-18,9.408180586371266e-27,1.1715633823731582e-28,5.2715610677618435e-27,7.938700231361147e-29,2.8404499709240457e-31,1.0743770039279034e-31,3.8386011878436993e-19,4.4088620489430407e-26,3.4267035462629097e-22,3.6656971868470083e-22,6.519917807620482e-25,2.6701858053940196e-24,4.3757189964768276e-24,4.5844196183744274e-21,3.973564545470639e-29,3.593579700052552e-27,1.0496169722720781e-20,1.270985494016165e-27,7.153873937073242e-36,1.810486443898939e-24,3.417759737094964e-26,3.6875080119020827e-29,8.991273687494317e-35,8.444208829658317e-40,2.559455405683916e-33
1.2849364055719399e-09,0.62091631148989,3.76,0.0,0.6057599944582309,0.9995444071099261,9.982933877844684e-16,0.0,1.6515227291817894e-13,1.41783592402038e-07,1.4161678063830705e-07,4.541029735811174e-09,5.577963809101631e-16,1.2081439630391513e-15,1.662780316946634e-10,1.656652694134576e-10,5.205969920708878e-10,8.853706978192349e-13,4.541061447002165e-09,8.661942146879999e-13,3.2207881171755626e-13,2.160490401760151e-13,1.1010778402000099e-13,1.4058639854768315e-20,1.7923673129129224e-19,4.9411645992190275e-22,5.20368029059559e-10,7.837877118797933e-20,1.7011258912235534e-14,3.1503120418582703e-26,2.371463110370252e-13,2.6595817323501833e-14,2.9930746783052832e-18,4.7983483215563075e-20,7.211598830292672e-17,3.0204638180992817e-15,0.0004555881817913074,5.186526751944196e-17,2.675479042189873e-29,2.854810377129388e-20,4.265553010106179e-22,1.1273311690663381e-21,4.145823278264181e-18,1.04100833517665e-26,1.2682443344554521e-28,5.69101155850298e-27,8.58416333187689e-29,3.071324091076717e-31,1.191061085189971e-31,3.9663929332228304e-19,4.759708929555907e-26,3.6993726806846795e-22,3.956829031639728e-22,7.219559950726862e-25,2.883072273762078e-24,4.725800467411469e-24,4.923084058788603e-21,4.512354706626489e-29,3.862017283391496e-27,1.1161216498376106e-20,1.4104641519844495e-27,7.814996314890513e-36,2.0555691278004072e-24,3.690332137996704e-26,4.289840538083031e-29,9.95824332412695e-35,9.561490991983612e-40,2.903925606841349e-33
1.3172893237856773e-09,0.6209163119045169,3.76,0.0,0.605759990760869,0.9995433167035063,1.0838535371995377e-15,0.0,1.7517916584518833e-13,1.4535350766938351e-07,1.4517819291704505e-07,4.655358772497573e-09,5.877790200961748e-16,1.244801074222787e-15,1.7474494196731102e-10,1.7408559879310335e-10,5.337167545669514e-10,9.53792456083238e-13,4.655385469725412e-09,9.326869088579569e-13,3.4011575171298623e-13,2.2700363468097935e-13,1.1582766721771217e-13,1.5522797159004393e-20,1.8867359557815153e-19,5.322378432038699e-22,5.33470122391378e-10,8.302131726064337e-20,1.7772965537638538e-14,3.4730042786960763e-26,2.492330735591943e-13,2.795183824350993e-14,3.2248408015742077e-18,5.052807704110294e-20,7.655739222404405e-17,3.1745709401381205e-15,0.00045667846536287147,5.361349867245822e-17,2.9093625571241785e-29,3.075676449149499e-20,4.595925187322738e-22,1.2156511488210487e-21,4.358044758077652e-18,1.1489517483077814e-26,1.3700697258795591e-28,6.132164110775837e-27,9.264883809990372e-29,3.31404585802469e-31,1.317065686258828e-31,4.094376976095222e-19,5.1287292641297896e-26,3.9861697858380563e-22,4.2629647787144e-22,7.974027636051243e-25,3.1070147421953842e-24,5.094187741289119e-24,5.276786839779134e-21,5.107980895381443e-29,4.142680791574952e-27,1.1847684239695695e-20,1.5614435228995482e-27,8.516985642005309e-36,2.3264434750186705e-24,3.9770689035602263e-26,4.971939957474643e-29,1.1001263843841537e-34,1.0802000136551026e-39,3.284333143724937e-33
1.3496422419994146e-09,0.6209163123191443,3.76,0.0,0.6057599870635062,0.9995423213365957,1.1745485944162244e-15,0.0,1.8557462042495163e-13,1.4892342305037394e-07,1.4873939405115917e-07,4.769688323463385e-09,6.185503633781167e-16,1.2814709418561825e-15,1.8342152915391776e-10,1.8271330893818947e-10,5.468374002636928e-10,1.0256451212225703e-12,4.769709364153108e-09,1.0024687507175866e-12,3.587216802677077e-13,2.3822608476426734e-13,1.216966287440949e-13,1.709834679686861e-20,1.983672916968521e-19,5.722706931293945e-22,5.465722131399453e-10,8.782755077538031e-20,1.8546767043513456e-14,3.8195912814150723e-26,2.6161999468183466e-13,2.9341570388806883e-14,3.468270155713777e-18,5.3143171427915784e-20,8.114226428970166e-17,3.332521060893725e-15,0.00045767370921321384,5.536632315651335e-17,3.1575899985159454e-29,3.3076383674903384e-20,4.942930012225003e-22,1.3085188938223077e-21,4.575604440483398e-18,1.2650329982054829e-26,1.4771684881994716e-28,6.595568650836809e-27,9.981950262814667e-29,3.5688757261872717e-31,1.4528831028178823e-31,4.2225336754301014e-19,5.516387205538566e-26,4.287456973659319e-22,4.584479786004075e-22,8.786109479973681e-25,3.342296198651718e-24,5.481358660209441e-24,5.645746028916516e-21,5.764812613181023e-29,4.435771162331752e-27,1.2555545189953321e-20,1.724591127236116e-27,9.261146211556676e-36,2.6250847154758947e-24,4.278333232953276e-26,5.742025471143027e-29,1.212423157732767e-34,1.2176992803048716e-39,3.703390766277438e-33
1.381995160213152e-09,0.6209163127337718,3.76,0.0,0.6057599833661423,0.9995414127246086,1.2705653497218623e-15,0.0,1.963443725222027e-13,1.5249333855177965e-07,1.5230038405279482e-07,4.884018427903195e-09,6.501094151263117e-16,1.3181515806156332e-15,1.9230775243925555e-10,1.9154830436742877e-10,5.599589507658376e-10,1.101012048341966e-12,4.884033142114504e-09,1.075616325304133e-12,3.779024320909709e-13,2.4971617597992764e-13,1.2771491458368235e-13,1.8790788100175952e-20,2.0831889613355504e-19,6.142617264623517e-22,5.596743013052544e-10,9.279982024177673e-20,1.9332419318243577e-14,4.191191043181999e-26,2.743070568499708e-13,3.076501357633908e-14,3.723648820787967e-18,5.582911036446504e-20,8.587088292646358e-17,3.494315108550158e-15,0.00045858219792835103,5.712340082698583e-17,3.4206954475061854e-29,3.550966949679665e-20,5.306975988346172e-22,1.40605355091387e-21,4.798505291519311e-18,1.3896456024408256e-26,1.589669439721068e-28,7.081775332514948e-27,1.0736466591574154e-28,3.83607226783055e-31,1.5990192774780983e-31,4.350845400913067e-19,5.923147474858223e-26,4.60359698833353e-22,4.921749293031139e-22,9.658662942713626e-25,3.5891998575144805e-24,5.8877918896623554e-24,6.0301739225715065e-21,6.487436171039372e-29,4.7414855327897275e-27,1.3284766746489834e-20,1.9005999661574603e-27,1.0048784509777166e-35,2.9535653538960995e-24,4.594488647386101e-26,6.60893290144053e-29,1.3331141140353442e-34,1.3698563965405208e-39,4.163941010311374e-33
1.4143480784268893e-09,0.6209163131484,3.76,0.0,0.6057599796687776,0.9995405833051261,1.3720934770294862e-15,0.0,2.074941543658011e-13,1.5606325418052615e-07,1.558611629341115e-07,4.998349124260248e-09,6.824551612457636e-16,1.3548412723058784e-15,2.014035709947124e-10,2.0059048962385395e-10,5.730814276739304e-10,1.1799765539622408e-12,4.998356814532911e-09,1.1522060237038697e-12,3.97663840383863e-13,2.6147369412976936e-13,1.3388276582112088e-13,2.0605751772743347e-20,2.1852948540558477e-19,6.582576573676329e-22,5.727763868872987e-10,9.794047467797871e-20,2.0129683188314485e-14,4.588944094161065e-26,2.8729424248862187e-13,3.222216762640687e-14,3.991262860120093e-18,5.858623737044078e-20,9.074350107761992e-17,3.659954037794776e-15,0.0004594114939274305,5.888442127859166e-17,3.699221505245939e-29,3.80593293570282e-20,5.688471621515963e-22,1.5083746240739348e-21,5.026750276997877e-18,1.5231918634493496e-26,1.7077013109151589e-28,7.59133454122829e-27,1.1529552387782634e-28,4.1158922562785095e-31,1.7559938885968205e-31,4.479296326969044e-19,6.34947537874104e-26,4.934953232758812e-22,5.275148420939814e-22,1.05946143041778e-24,3.848009159580067e-24,6.31396691794307e-24,6.430277166345941e-21,7.280659784840723e-29,5.0600173228184106e-27,1.4035311916469277e-20,2.090189201689414e-27,1.0881209088419362e-35,3.314057404198036e-24,4.9258989900967865e-26,7.582144406530133e-29,1.4626085501480842e-34,1.5379695233229134e-39,4.668958918025479e-33
1.4467009966406267e-09,0.6209163135630283,3.76,0.0,0.6057599759714118,0.9995398261749416,1.4793255320491872e-15,0.0,2.190296945481417e-13,1.5963316994369427e-07,1.5942173070728287e-07,5.11268045030501e-09,7.155865718685811e-16,1.3915385298546121e-15,2.1070894397815902e-10,2.0983976927457176e-10,5.862048525843343e-10,1.2626219160571751e-12,5.112680391504657e-09,1.2323140434559209e-12,4.180117368378665e-13,2.7349842526112e-13,1.4020041874030015e-13,2.254899981264054e-20,2.2900013606259445e-19,7.043051974385658e-22,5.858784698860723e-10,1.0325186361041094e-19,2.0938324318368827e-14,5.014013314089423e-26,3.0058153400246226e-13,3.3713032362409155e-14,4.2713983202735775e-18,6.141489549770619e-20,9.576034843175418e-17,3.829438829804962e-15,0.00046016850041658843,6.064910124379149e-17,3.9937192968875914e-29,4.072806988169024e-20,6.087825419919928e-22,1.6156019743779498e-21,5.260342362508008e-18,1.6660828362451854e-26,1.831392767837652e-28,8.124796898000978e-27,1.236234331897079e-28,4.4085907429883345e-31,1.9243404407701698e-31,4.607872247890863e-19,6.795836826778004e-26,5.281889795352518e-22,5.6450521725287045e-22,1.1596958639809482e-24,4.119007772045371e-24,6.760364055567398e-24,6.846256873057134e-21,8.149518659883284e-29,5.391556316764388e-27,1.4807139732630375e-20,2.2941048518656842e-27,1.1759730451734312e-35,3.708834616801476e-24,5.272928426336671e-26,8.671818854938514e-29,1.6013256049763358e-34,1.7234304889993642e-39,5.2215547389961215e-33
1.479053914854364e-09,0.6209163139776575,3.76,0.0,0.6057599722740451,0.9995391350325984,1.5924569504592346e-15,0.0,2.309567180248269e-13,1.6320308584851915e-07,1.6298208738449694e-07,5.227012443206844e-09,7.49502603682867e-16,1.4282420661711539e-15,2.202238305339667e-10,2.19296047910671e-10,5.993292470892298e-10,1.3490313740866645e-12,5.227003882371147e-09,1.3160163889551886e-12,4.389519516337243e-13,2.857901556649698e-13,1.4666810492161684e-13,2.462642543458998e-20,2.3973192468773007e-19,7.524510557242856e-22,5.989805503015684e-10,1.0873633707349672e-19,2.1758113113318032e-14,5.467583746413002e-26,3.1416891377570324e-13,3.523760761061027e-14,4.5643412310325005e-18,6.431542733124224e-20,1.0092163345629102e-16,4.0027704922376174e-15,0.0004608595188529015,6.241718221893814e-17,4.304748474790272e-29,4.3518596924774226e-20,6.505445894158809e-22,1.7278558199615274e-21,5.499284513416838e-18,1.8187382963792886e-26,1.9608724336249293e-28,8.68271326348113e-27,1.3235991513963527e-28,4.7144211287193285e-31,2.104606356984574e-31,4.736560411925037e-19,7.262698348849785e-26,5.644771477198963e-22,6.031835432283298e-22,1.2668759796440715e-24,4.402479588495433e-24,7.227464434687352e-24,7.278308738326001e-21,9.099280064684496e-29,5.7362887436126345e-27,1.5600205632515562e-20,2.513120500624997e-27,1.2685660956343079e-35,4.140274698866908e-24,5.63594144335591e-26,9.888822857397037e-29,1.7496942662425746e-34,1.927729979851501e-39,5.8249766118238055e-33
1.5114068330681014e-09,0.6209163143922866,3.76,0.0,0.605759968576677,0.9995385041259349,1.7116860460770966e-15,0.0,2.432809461145783e-13,1.667730019023904e-07,1.6654223297795613e-07,5.341345139599379e-09,7.842022019473787e-16,1.4649507672093426e-15,2.2994818979315185e-10,2.2895923014725946e-10,6.124546327766134e-10,1.4392881290266885e-12,5.341327295784635e-09,1.4033888718544503e-12,4.604903134405726e-13,2.9834867187445194e-13,1.5328605133739279e-13,2.6844052992517833e-20,2.507259278987941e-19,8.027419387570832e-22,6.120826281337821e-10,1.14396245609379e-19,2.2588824622464725e-14,5.950862413970362e-26,3.2805636417215615e-13,3.6795893199927216e-14,4.8703776053821096e-18,6.728817499009136e-20,1.0622754525310868e-16,4.1799500592210176e-15,0.00046149030139757254,6.41884282982062e-17,4.632877220937235e-29,4.6433615569830563e-20,6.941741557308157e-22,1.8452567359835362e-21,5.743579694871541e-18,1.9815867081401137e-26,2.096268908142332e-28,9.265634741959508e-27,1.4151665947707794e-28,5.033635229051003e-31,2.297353072413636e-31,4.865349372367448e-19,7.750527112466661e-26,6.0239638195384355e-22,6.435872966408509e-22,1.3813150368148692e-24,4.6987087288911906e-24,7.715750008507035e-24,7.726623153818045e-21,1.013544839406713e-28,6.0943973556065744e-27,1.6414461804377808e-20,2.748038022242282e-27,1.3660314722514817e-35,4.610861527488997e-24,6.015302850389134e-26,1.1244762453207137e-28,1.9081533772526031e-34,2.1524629204148913e-39,6.482613226614209e-33
1.5437597512818388e-09,0.6209163148069163,3.76,0.0,0.6057599648793079,0.9995379282042051,1.8372140090304728e-15,0.0,2.5600809649936776e-13,1.7034291811285144e-07,1.7010216749987675e-07,5.45567857564018e-09,8.196843022348629e-16,1.5016636686604078e-15,2.3988198087362555e-10,2.3882922062360695e-10,6.255810312302953e-10,1.5334753433965808e-12,5.4556506397682825e-09,1.4945071114656743e-12,4.826326494153092e-13,3.111737606636167e-13,1.6005448044547075e-13,2.9208037902257937e-20,2.6198322234941067e-19,8.552245505797594e-22,6.251847033827067e-10,1.2023394026764356e-19,2.3430238445590558e-14,6.46507813621236e-26,3.4224386753544963e-13,3.838788896173532e-14,5.189793439489486e-18,7.033348012829967e-20,1.1167825525185128e-16,4.3609785913485526e-15,0.0004620660987969521,6.596262419704143e-17,4.9786822485700275e-29,4.947583013162907e-20,7.397120924978526e-22,1.9679256545894385e-21,5.9932308718011474e-18,2.1550651929950583e-26,2.2377107858694144e-28,9.87411268538892e-27,1.5110552825651535e-28,5.366483334520702e-31,2.5031561298471553e-31,4.994228853915292e-19,8.259790940097567e-26,6.419833131597085e-22,6.85753942286117e-22,1.5033331672117461e-24,5.007979539557392e-24,8.225703550698789e-24,8.191385318185469e-21,1.1263770221546077e-28,6.466061505358936e-27,1.7249857502693775e-20,2.9996883200786065e-27,1.4685007555529846e-35,5.1231873558642706e-24,6.41137777864122e-26,1.2752015448360173e-28,2.077151643659981e-34,2.3993340466025287e-39,7.19799646847213e-33
1.5761126694955761e-09,0.6209163152215462,3.76,0.0,0.6057599611819378,0.9995374024743692,1.9692449039284413e-15,0.0,2.6914388322474697e-13,1.7391283448759924e-07,1.7366189096248934e-07,5.570012787065158e-09,8.559478319408027e-16,1.538379935784088e-15,2.5002516288052833e-10,2.489059240033768e-10,6.387084640298993e-10,1.63167614128401e-12,5.569973921770964e-09,1.5894465351605964e-12,5.05384785202167e-13,3.242652090464601e-13,1.6697361028101e-13,3.172466656441084e-20,2.7350488473019228e-19,9.099455927730086e-22,6.382867760483372e-10,1.2625177260504393e-19,2.4282138640966195e-14,7.01148134794535e-26,3.5673140618937125e-13,4.0013594729690974e-14,5.5228747126844684e-18,7.345168393585884e-20,1.172739187551692e-16,4.54585717567409e-15,0.0004625917040907412,6.773957344850967e-17,5.342748803050468e-29,5.2647944157821606e-20,7.871992515376345e-22,2.0959838648749047e-21,6.248241008918348e-18,2.3396194982709989e-26,2.3853266721105667e-28,1.0508698697404427e-26,1.6113855967674377e-28,5.71321426566348e-31,2.7226052767397993e-31,5.123189632707446e-19,8.790958326488534e-26,6.832746518757237e-22,7.29720933138257e-22,1.6332573724506048e-24,5.3305765931706184e-24,8.757808654819651e-24,8.672775345757429e-21,1.2490239341035658e-28,6.851457221484665e-27,1.8106339335948412e-20,3.268932079437619e-27,1.576105687596451e-35,5.679955012453495e-24,6.824531681273198e-26,1.4423764402657764e-28,2.257147640228683e-34,2.670163674657174e-39,7.974804042184663e-33
1.6084655877093135e-09,0.6209163156361768,3.76,0.0,0.6057599574845661,0.9995369225611955,2.107985668032819e-15,0.0,2.826940167003594e-13,1.7748275103448372e-07,1.7722140337803787e-07,5.684347809238215e-09,8.92991711589001e-16,1.575098845957302e-15,2.60377694906635e-10,2.591892449749278e-10,6.518369527508603e-10,1.7339736083680194e-12,5.684297148717301e-09,1.6882823787705864e-12,5.287525449324668e-13,3.376228042761737e-13,1.74043654546508e-13,3.4400356287359625e-20,2.8529199176990993e-19,9.669517644828485e-22,6.513888461306678e-10,1.3245209468522947e-19,2.5144313635241105e-14,7.59134391958589e-26,3.7151896243831125e-13,4.167301033956964e-14,5.869907387440955e-18,7.664312713964746e-20,1.2301467634882635e-16,4.734586925708618e-15,0.0004630714925106495,6.951909675743207e-17,5.725670661967712e-29,5.59526604306078e-20,8.366764849365714e-22,2.2295530128497662e-21,6.508613070721323e-18,2.5357039660722354e-26,2.539245197624224e-28,1.1169944637344276e-26,1.7162797191570644e-28,6.074075423248522e-31,2.9563045638676145e-31,5.252223428653113e-19,9.344498455970682e-26,7.263071911067755e-22,7.755257103530951e-22,1.7714215216323788e-24,5.666784688747447e-24,9.312549733728076e-24,9.17096837302447e-21,1.382110179789723e-28,7.250757282786564e-27,1.8983851529114634e-20,3.556660534319485e-27,1.6889781657875295e-35,6.2839800931589885e-24,7.255130333388251e-26,1.627403026310033e-28,2.448609817593991e-34,2.9668936689512205e-39,8.816862078267885e-33
1.6408185059230508e-09,0.6209163160508079,3.76,0.0,0.6057599537871934,0.9995364844708396,2.253646109429823e-15,0.0,2.966642037006156e-13,1.8105266776150785e-07,1.8078070475877944e-07,5.798683677196533e-09,9.308148559611857e-16,1.6118197735765714e-15,2.7093953603281393e-10,2.6967908825167413e-10,6.649665189644242e-10,1.8404507919404266e-12,5.798620327053348e-09,1.791089686985836e-12,5.527417512245233e-13,3.5124633384458457e-13,1.8126482270007266e-13,3.7241655210444756e-20,2.973456202366666e-19,1.0262897624481168e-21,6.644909136296936e-10,1.388372590784747e-19,2.6016556135172365e-14,8.205958978914811e-26,3.866065185677875e-13,4.3366135629118185e-14,6.231177409358676e-18,7.990815000437195e-20,1.28900655188472e-16,4.927168981417909e-15,0.0004635094579008977,7.13010304985269e-17,6.128050134512897e-29,5.939268096840515e-20,8.881846450531203e-22,2.3687551014023377e-21,6.774350021495567e-18,2.743781502434196e-26,2.699595031766815e-28,1.1858402624271616e-26,1.8258616696085389e-28,6.449312834012886e-31,3.2048724455812996e-31,5.381322808793148e-19,9.920881219757872e-26,7.711178092093932e-22,8.23205703271401e-22,1.9181663489313654e-24,6.016888851632741e-24,9.890412019000948e-24,9.686134662962088e-21,1.5262860909346666e-28,7.664131291023445e-27,1.988233616303786e-20,3.863796247866171e-27,1.807250237397826e-35,6.938193146537156e-24,7.703539832017843e-26,1.8317706640824808e-28,2.652016509021628e-34,3.2915936116453244e-39,9.728147720549375e-33
1.6731714241367882e-09,0.6209163164654393,3.76,0.0,0.6057599500898194,0.9995360845575998,2.4064389052021084e-15,0.0,3.1106014736551934e-13,1.8462258467682676e-07,1.843397951169842e-07,5.91302042569186e-09,9.694161750743231e-16,1.648542176997046e-15,2.817106453285304e-10,2.8037535857248885e-10,6.780971842376458e-10,1.9511907009258388e-12,5.912943462788266e-09,1.8979433137538885e-12,5.773582251836869e-13,3.6513558548176006e-13,1.8863732004197204e-13,4.025524222729939e-20,3.0966684693907607e-19,1.0880062810280449e-21,6.775929785454092e-10,1.4540961886141342e-19,2.689866304115271e-14,8.856640734318746e-26,4.0199405684503453e-13,4.5092970437919877e-14,6.606970707145486e-18,8.324709233350767e-20,1.3493197017386186e-16,5.1236045092210115e-15,0.0004639092459635797,7.308522534596215e-17,6.550498060147593e-29,6.297070702752408e-20,9.417645845241867e-22,2.5137124902641376e-21,7.045454825315714e-18,2.964323546711194e-26,2.8665048942480615e-28,1.2574625040996975e-26,1.940257344350395e-28,6.839171192192924e-31,3.468941881645901e-31,5.510481100564035e-19,1.05205772332342e-25,8.177434728106445e-22,8.727983294221391e-22,2.0738394511844275e-24,6.3811743334880814e-24,1.0491881560350862e-23,1.021843970723746e-20,1.6822282274241512e-28,8.091745742290144e-27,2.080173339274546e-20,4.191293906294576e-27,1.9310540947021313e-35,7.645641852066464e-24,8.170126596107966e-26,2.057059472887872e-28,2.867855937165126e-34,3.6464671772085514e-39,1.0712791695457407e-32
1.7055243423505255e-09,0.6209163168800711,3.76,0.0,0.6057599463924441,0.9995357194935686,2.566579599601255e-15,0.0,3.258875472016283e-13,1.8819250178874762e-07,1.878986744649345e-07,6.027358089228194e-09,1.0087945750262572e-15,1.6852655872322615e-15,2.9269098185238027e-10,2.9127796070214214e-10,6.91228970133388e-10,2.0662763059005146e-12,6.027266561532404e-09,2.0089179226775255e-12,6.026077864024997e-13,3.7929034715575435e-13,1.9616134779948802e-13,4.34479269093473e-20,3.222567487274459e-19,1.1521480122299273e-21,6.906950408778099e-10,1.521715276167741e-19,2.7790435362499154e-14,9.544724299507053e-26,4.176815595196416e-13,4.685351460727127e-14,6.997573192600251e-18,8.666029347023993e-20,1.4110872502038367e-16,5.323894701989347e-15,0.0004642741846059154,7.487154502280733e-17,6.993633806594498e-29,6.668943910384887e-20,9.974571562716463e-22,2.664547895975047e-21,7.32193044604737e-18,3.197810041196596e-26,3.0401035655927196e-28,1.3319164538101465e-26,2.0595945541795787e-28,7.243893897147495e-31,3.749160440657354e-31,5.639692313948147e-19,1.114405785323138e-25,8.662212397608856e-22,9.243409945257187e-22,2.2387952854811093e-24,6.759926612280313e-24,1.111744522504369e-23,1.0768044326342405e-20,1.850639877226762e-28,8.533764097038001e-27,2.1741981646527273e-20,4.540141126116552e-27,2.0605220706636996e-35,8.409493191491234e-24,8.655257366505479e-26,2.304943885812255e-28,3.096626220821443e-34,4.0338587147942464e-39,1.1775080863186024e-32
